UniprotID	Q9UKU0-6
pNuLoCScore	0.33985112888888885,0.31877699699999995,0.30189347727272725,0.2867054283333333,0.2742282584615384,0.2648355064285714,0.257362526,0.2509406325,0.24633059294117643,0.2301967929411765,0.2143287276470589,0.19949289411764706,0.18619475000000005,0.17302195882352941,0.1672828694117647,0.16498606999999998,0.1636042670588235,0.16404696529411764,0.16666284529411765,0.16897727764705883,0.1719433558823529,0.17412688235294116,0.1749013770588235,0.17480493999999996,0.1710005674117647,0.16422617764705882,0.15701725747058826,0.14954755688235294,0.141598857,0.13293967829411762,0.12418174370588234,0.1157850315882353,0.10702810188235296,0.09853875247058821,0.08991197229411764,0.08148886088235294,0.0731103554117647,0.06490005088235296,0.057301372470588245,0.05003712270588236,0.04312331829411765,0.039864753823529414,0.03856553947058823,0.03774647894117647,0.037049578529411764,0.036533523470588226,0.036015069999999996,0.03557857047058823,0.03540118047058823,0.035376688411764716,0.03557613182352942,0.03617419376470589,0.03692144870588236,0.03774947047058824,0.03860308600000001,0.03936030341176471,0.042540240235294124,0.04626448347058823,0.050579744941176466,0.05459979494117648,0.05837480888235295,0.06191499694117647,0.06511468364705882,0.06819810664705882,0.07121979017647058,0.07406211464705884,0.0767015164117647,0.07927213329411764,0.08173926741176471,0.08411677000000001,0.08647447752941176,0.088785695,0.0910412015882353,0.09081659511764706,0.08997785335294117,0.08850891364705882,0.08725590070588235,0.08605864923529412,0.08507221511764707,0.08435741394117646,0.0838699684117647,0.08345909252941176,0.08315060311764706,0.08296604629411763,0.08270663305882354,0.08248217188235296,0.08230457752941178,0.08207613547058823,0.081922537,0.081502287,0.08122770758823529,0.08091483641176471,0.0806526864117647,0.08021106170588235,0.07986661141176471,0.07943314876470588,0.07902168405882352,0.07866497817647058,0.07840563464705884,0.07797976052941179,0.07755165500000001,0.07725281088235295,0.076702485,0.07617251264705882,0.07561744111764705,0.07499215994117647,0.07459923376470588,0.07418328435294118,0.07385753729411763,0.07340137552941176,0.07321814611764706,0.07300674405882351,0.07283432929411765,0.07259699635294116,0.07223692752941178,0.07184557223529413,0.07165638694117647,0.07156583870588236,0.07148673435294117,0.07167492141176471,0.07271347788235294,0.07379329647058822,0.07510881205882353,0.07640395970588235,0.07742372647058823,0.07833287823529411,0.0793752811764706,0.08043236058823529,0.08151696235294117,0.0824638605882353,0.08352048,0.08471981176470589,0.08590102294117645,0.08682258235294117,0.08756171058823528,0.08829626464705882,0.08900492547058823,0.08867483958823531,0.08845369429411766,0.08803223070588236,0.08770108747058825,0.08743665011764705,0.08712648541176471,0.08673999635294119,0.08626302400000001,0.08574369811764704,0.0853816808235294,0.08490098988235292,0.08432524988235292,0.08373888752941175,0.0834019254117647,0.08317461188235294,0.08074309935294118,0.07824858694117648,0.07613672011764706,0.07403318170588237,0.071863525,0.06959746247058825,0.06741265305882353,0.06526094105882352,0.06317375164705884,0.061041793823529415,0.058999001764705884,0.056965962941176465,0.054950740352941174,0.05298903211764706,0.051049696235294116,0.04920457464705882,0.04740032723529412,0.047779771941176476,0.04825206058823529,0.04852350870588235,0.048692455647058826,0.04890260800000001,0.04925123823529412,0.04968845635294118,0.050220134411764705,0.05068017970588235,0.05122293517647059,0.05168354105882353,0.05212111447058823,0.05248706405882352,0.05282402958823529,0.0531254678235294,0.05355758835294117,0.053764301058823516,0.05414147352941176,0.05421948011764705,0.05438344264705882,0.05463752370588236,0.054929910941176475,0.055210402941176476,0.055508843058823545,0.0557748281764706,0.05605532564705883,0.05630185641176471,0.056606112588235294,0.05690318235294117,0.057254104882352934,0.05759378582352942,0.05795189464705882,0.05803491194117647,0.05835321229411765,0.05853214805882352,0.05893148794117646,0.05918247694117646,0.05931308605882353,0.05940371447058824,0.05943978994117648,0.05943603817647059,0.0594603721764706,0.05945844229411764,0.05946357094117647,0.05943981270588235,0.05941055558823529,0.059327675588235304,0.05814642352941176,0.057526114999999996,0.05716549323529413,0.056871170117647064,0.05671852152941177,0.05659061423529413,0.056411539058823526,0.056322933294117646,0.0562369194117647,0.0562130295882353,0.05619515594117647,0.05616829329411765,0.05611694276470588,0.05597836276470587,0.055798153823529414,0.05555980752941175,0.05524452105882353,0.055976400999999995,0.05619176964705882,0.05621461835294117,0.056166059352941174,0.056023614294117646,0.05592056135294118,0.05591998464705883,0.055850374235294126,0.055736046000000004,0.0556292631764706,0.055516689294117655,0.05541054829411765,0.05537458652941177,0.05540739147058823,0.055421053352941174,0.05514000417647058,0.05530739852941175,0.055653120823529405,0.055797700705882344,0.05582906829411764,0.055963540647058815,0.0560372298235294,0.05616060288235294,0.05632028635294118,0.056496966764705885,0.05676345470588236,0.05708073364705883,0.05727948447058824,0.057494777764705886,0.05772302894117647,0.05800997841176471,0.058382881529411776,0.05913306505882354,0.05956262917647061,0.05986616723529412,0.06031291723529414,0.06083538064705884,0.061260579705882355,0.06175429641176471,0.062152904470588244,0.06251068064705882,0.06286223770588235,0.06318979,0.06341401682352941,0.06376867411764706,0.06405372223529412,0.06431484952941177,0.06346258176470589,0.06244795117647059,0.06171665611764706,0.06136870141176472,0.06117095741176472,0.06112744564705883,0.06119994711764707,0.06126428688235294,0.06140690923529412,0.061657115058823535,0.061845157411764703,0.06206816094117646,0.062301488941176465,0.06251730600000001,0.06273984694117649,0.06308264129411766,0.06362541305882352,0.06497548111764706,0.06663715035294118,0.06805675835294119,0.06912638364705884,0.07001057411764704,0.07084729117647057,0.07157248264705882,0.07236115770588235,0.0730233218235294,0.07358792217647059,0.0742025065882353,0.07474853129411765,0.07524061717647058,0.07577295976470588,0.07637063588235293,0.07679229976470588,0.07702905947058825,0.07742498652941177,0.07748894829411765,0.07775733123529412,0.07812267452941177,0.07871689629411766,0.07938787070588237,0.0803596321764706,0.0813036233529412,0.08222607570588236,0.08300714041176471,0.08382812482352942,0.08470483070588236,0.08567765599999999,0.08705410570588236,0.08854514276470589,0.09028026276470587,0.0924440442352941,0.09489441070588234,0.0977406665882353,0.10078897482352941,0.10385895270588233,0.10692753035294117,0.10980781711764706,0.11275518358823529,0.1158676344117647,0.11918356558823529,0.12280796323529414,0.12631657794117646,0.1295835044117647,0.13313019500000003,0.13775241176470593,0.14209360000000004,0.14753926647058824,0.15314374705882353,0.1590650782352941,0.1648187182352941,0.16978757470588235,0.17501089764705882,0.17977545705882353,0.18479117529411765,0.18940207823529415,0.1939011794117647,0.19815174352941178,0.20209117647058827,0.20616929647058826,0.2106081511764706,0.2148837735294118,0.21780142235294114,0.22068911411764705,0.22234440882352943,0.22338692999999998,0.2237644,0.2241374405882353,0.22485882058823528,0.22506958999999999,0.22518185941176472,0.22561896411764706,0.22644600235294118,0.22748093705882352,0.22892401470588233,0.2307657335294118,0.23268969411764706,0.23999883823529414,0.24936062058823533,0.2588799905882353,0.26804712411764703,0.27650481529411763,0.2856226376470588,0.2946729847058823,0.3033227652941176,0.3117272447058823,0.3204135164705882,0.32969432,0.33849705764705884,0.3470164117647058,0.35531652588235296,0.3633906047058824,0.37116035764705885,0.3786680711764706,0.3816787864705882,0.38148768882352935,0.38104109411764703,0.38090508705882353,0.38152714705882346,0.3818802964705882,0.3828090629411764,0.3841204617647058,0.3858536705882352,0.388517514117647,0.39233951823529406,0.3963005829411765,0.4008761847058824,0.4065865447058824,0.41241824764705887,0.43202958176470596,0.4525701470588236,0.4723024347058824,0.49282896882352956,0.5129086270588236,0.5332316582352942,0.5535766117647059,0.5736806,0.593580411764706,0.6133310870588237,0.6325189141176472,0.6507107294117648,0.6676149647058824,0.6842903005882353,0.7002257829411765,0.7148900388235294,0.7293811147058824,0.7300664717647058,0.7298284947058823,0.7293844364705881,0.729066752352941,0.7291904741176471,0.7292207741176472,0.7291736429411765,0.728991785882353,0.7285981711764706,0.7281553858823528,0.7280630511764706,0.7278291452941176,0.7274814041176471,0.7271173076470588,0.7268080329411764,0.72718203,0.727332198235294,0.7266958217647058,0.7263470599999998,0.7260371917647058,0.7258666935294116,0.7257540994117647,0.7256917135294118,0.7255958217647058,0.7254033905882352,0.7253118170588234,0.725200002352941,0.7248855841176469,0.7246435635294116,0.7244287929411763,0.724165445882353,0.7237741323529411,0.7226685147058823,0.7215213735294118,0.7212002764705883,0.7206676294117648,0.7199170529411765,0.7190633764705882,0.7181126905882352,0.7169862611764705,0.7158846470588235,0.7148523782352941,0.7137597758823531,0.7128511135294119,0.7120338688235295,0.7110407482352942,0.7099457776470587,0.7057697388235293,0.7015118094117646,0.697161888235294,0.6932502999999999,0.6896307417647058,0.6862965035294117,0.6835420129411767,0.6810066400000002,0.6787682929411765,0.6766539576470588,0.6746111323529412,0.6727243505882354,0.6709658235294117,0.6693171623529413,0.6678385835294119,0.6665150682352942,0.6653371535294118,0.6673536982352941,0.6695690417647057,0.6719780829411764,0.6740293099999999,0.6756547652941176,0.6770711564705882,0.6780475682352942,0.6787490800000001,0.67905166,0.6793713835294117,0.679688764117647,0.6799049047058824,0.6800987358823529,0.6801970205882354,0.6802295364705883,0.6810715988235294,0.680609922352941,0.6781620364705883,0.6751550064705883,0.672144521764706,0.6693127682352943,0.6664565741176471,0.6641166300000001,0.662103335882353,0.6603956852941176,0.6588502464705883,0.6571404847058825,0.6550169076470589,0.6529718764705884,0.6509878311764705,0.6491777347058824,0.6475217776470586,0.6451156247058824,0.6439958605882353,0.6447896582352941,0.6461209876470588,0.6473882523529412,0.6486157294117648,0.6500185176470589,0.6509787417647059,0.6517200088235294,0.6522775176470588,0.6528185329411764,0.6535634770588237,0.6546189870588236,0.6556300752941175,0.6565396070588235,0.6577767382352941,0.6595450052941176,0.6614967188235293,0.6635156717647058,0.6655565952941176,0.6673151252941176,0.6690007388235294,0.6706912664705883,0.6723878647058824,0.6739584847058824,0.6754870888235294,0.6768632829411765,0.678176441764706,0.6793386123529412,0.680167141764706,0.680873697647059,0.6815379564705882,0.681629084117647,0.6810909547058823,0.6803210029411764,0.6794518270588233,0.6785204447058821,0.6778692811764705,0.6772488205882352,0.6766843329411765,0.6761446094117647,0.6755704211764707,0.6749015523529412,0.67431682,0.6737408494117646,0.6732302611764706,0.6730716570588234,0.669981048235294,0.6669337305882351,0.6650219776470587,0.6634044447058822,0.6622342094117646,0.6604233782352941,0.6583777547058824,0.655899078235294,0.6536422158823528,0.6514317429411766,0.6492689152941177,0.6471508035294118,0.6453156447058825,0.6436237005882353,0.6419735064705884,0.640206735882353,0.6385050400000001,0.639868245882353,0.6413341535294117,0.6417990123529411,0.6420099335294117,0.6417734499999999,0.642137424117647,0.6428193829411764,0.6439571970588235,0.6448605964705884,0.6456245947058824,0.6462733594117647,0.64693263,0.6474137770588235,0.6477958035294117,0.6481601541176469,0.64813774,0.6483699082352941,0.6488940670588236,0.6492403476470588,0.6495905064705882,0.6495965182352941,0.6493482752941175,0.6490227423529411,0.6483402976470588,0.6476873605882353,0.647380544117647,0.6472825611764705,0.6473854435294116,0.6475599935294116,0.6475912229411763,0.6475953605882353,0.6476698570588235,0.6479812123529411,0.6477389617647059,0.6471701911764706,0.6466167970588235,0.6461249029411765,0.6459008600000001,0.6458851305882353,0.6460408164705882,0.6466130670588236,0.6472007123529411,0.6474883976470587,0.6475924882352941,0.6476308647058824,0.6476300305882353,0.647634142352941,0.6454926458823529,0.6444380929411765,0.6438656164705883,0.6442907752941176,0.6449551694117647,0.6455584717647058,0.6459147688235293,0.6463043794117646,0.6466631235294117,0.6468568411764705,0.6471226117647058,0.6475395447058822,0.6481883505882352,0.6489127505882352,0.6495909917647059,0.6501940229411763,0.6509362405882352,0.6537331076470589,0.6554366899999999,0.6570088194117646,0.6578687723529411,0.6584411370588236,0.6591479076470589,0.6599858988235295,0.660788503529412,0.6616473064705884,0.662615941764706,0.6634169476470587,0.663977335882353,0.6643530594117645,0.6646009617647058,0.6648358029411763,0.6646206735294117,0.6649681599999999,0.6655381047058823,0.6662342223529412,0.6670605247058824,0.667812771764706,0.6685920876470588,0.6692472029411765,0.6698353205882354,0.6703993776470589,0.67095386,0.671467348235294,0.6718452011764706,0.6722198305882353,0.6726273129411764,0.6730626199999998,0.673421122352941,0.6741744752941177,0.674243924117647,0.6740363970588235,0.6737309617647058,0.6735087358823529,0.6732215594117648,0.6728128670588236,0.6724883082352942,0.6722497611764706,0.6719616805882352,0.6716605041176472,0.6713673941176472,0.6711863294117648,0.6710969000000001,0.6709880764705884,0.67244507,0.673750961764706,0.6746021617647059,0.6746696852941175,0.6749292652941177,0.6748626682352942,0.6745640270588236,0.6743268035294117,0.6745402724999999,0.6747829906666667,0.6749911828571429,0.6753173023076923,0.6756858858333334,0.6761511818181819,0.6767481200000001,0.6773904222222222
pNuLoCDScore	-0.09352053594771242,-0.10965433594771234,-0.12552240124182995,-0.1403582347712418,-0.1536563788888888,-0.16682917006535944,-0.17256825947712415,-0.17486505888888887,-0.17624686183006535,-0.15473003170588231,-0.1352306319786096,-0.11772815068627446,-0.10228490257918552,-0.09070862407563024,-0.08246114894117648,-0.07613569250000002,-0.07533002552941173,-0.06597061529411768,-0.05731147017647065,-0.049945337235294124,-0.04459589300000005,-0.04008228052941179,-0.04310112570588237,-0.04920103841176468,-0.056576165176470544,-0.06550821282352942,-0.07675087300000001,-0.0874884167647059,-0.09883300047058821,-0.1092268314705882,-0.11760000458823525,-0.1247678172941176,-0.12787724911764706,-0.12436142382352941,-0.11845171800000003,-0.11180107794117647,-0.10454927847058823,-0.0964061548235294,-0.08816667370588234,-0.08020646111764707,-0.07162692141176472,-0.06316206405882349,-0.05433584047058822,-0.04531466711764705,-0.03618890670588233,-0.027150580411764713,-0.018698286470588237,-0.010676819294117651,-0.0005830780588235232,0.006399729647058816,0.012014205470588235,0.016853316000000007,0.021325230352941184,0.025381473470588244,0.02909961364705882,0.032619536176470586,0.03581860970588235,0.03868542623529412,0.04112538458823528,0.04309793952941175,0.04481781870588235,0.046367299529411765,0.04787139152941175,0.049425391588235286,0.04850096135294117,0.04455211164705883,0.03939810841176471,0.03390911870588234,0.028881091823529402,0.02414365229411765,0.01995753147058825,0.016159307294117645,0.012650178235294116,0.009396977882352928,0.006449086705882359,0.003693912999999993,0.0009673656470588349,-0.0016345981176470459,-0.004169899999999976,-0.006709559529411768,-0.009118664588235292,-0.009314308117647052,-0.008750145764705883,-0.007594077235294108,-0.006603214294117643,-0.005847587529411766,-0.005205603705882356,-0.004924265176470585,-0.004848284352941171,-0.004794114352941178,-0.004744968470588223,-0.004986285764705847,-0.005154978058823534,-0.005229361000000016,-0.005602092529411781,-0.005903622823529409,-0.006305095882352951,-0.006510127058823534,-0.006628473823529407,-0.006731552058823531,-0.006795149117647073,-0.006809686176470597,-0.006648465294117653,-0.006426404705882363,-0.006187354764705874,-0.006067981823529425,-0.006168707117647054,-0.0061341882941176595,-0.0058952680588235384,-0.005686972176470587,-0.005215750647058828,-0.004497591235294113,-0.002903963235294113,-0.0011988634705882573,0.0005095782941176435,0.0022206753529411677,0.0035661891764705994,0.004931502705882357,0.006157135058823537,0.007425616529411774,0.008682633058823525,0.009866864235294134,0.01128355247058821,0.01287423952941176,0.014244635999999977,0.015256743647058812,0.01607497623529411,0.016621343235294114,0.016291447588235294,0.014881543117647097,0.013344882235294134,0.01162827100000001,0.010277361000000013,0.009103771882352937,0.007751204235294115,0.006307635764705902,0.004746061647058833,0.0032798375294117443,0.0018612008235294047,0.00018117811764703506,-0.001575773058823532,-0.003083694823529423,-0.004159785176470587,-0.005121652764705886,-0.008261826117647059,-0.010426252647058834,-0.012316974176470596,-0.013999048999999986,-0.01583756247058825,-0.017839187647058802,-0.019713832352941177,-0.02147905529411767,-0.02308927235294117,-0.024701904294117623,-0.026382679058823515,-0.027935026941176458,-0.029374509529411744,-0.03074985541176469,-0.03235222917647058,-0.03397003723529412,-0.03334277211764706,-0.030468815000000003,-0.02788465952941177,-0.025509673000000017,-0.023171069352941172,-0.02069485447058824,-0.018161414823529412,-0.015572484705882336,-0.012953617235294132,-0.010361614117647064,-0.007776066588235292,-0.005282421882352936,-0.002829625882352943,-0.0005019680588235348,0.0017743333529411723,0.003920893176470583,0.006157261117647056,0.00598452911764704,0.005889412941176467,0.0056959714117647,0.005690986999999995,0.005734915705882353,0.005678672705882355,0.005521946588235294,0.00528870864705884,0.005094648470588249,0.004832390470588241,0.004618315352941181,0.004484998117647063,0.0044161182941176505,0.0044300752941176455,0.00446831800000002,0.0043943062941176475,0.004270610882352956,0.0042117387647058885,0.004312667941176469,0.0045480452941176405,0.004544953235294101,0.004383175117647055,0.004193311529411763,0.0039309468823529314,0.003661209999999991,0.0034050465294117663,0.0031565858823529303,0.0028574583529411765,0.0025366303529411743,0.0021564507058823568,0.0017338897647058843,0.00019452888235294008,-0.0005087969411764759,-0.0011877190588235192,-0.0016609779411764572,-0.0022129664117646886,-0.002591862705882332,-0.0029015470000000043,-0.003080781176470593,-0.003202870529411775,-0.0032230085882352932,-0.0032652162352941327,-0.0032901489999999922,-0.0033466281764705924,-0.0034614499411764754,-0.003612401764705876,-0.003767868058823551,-0.002901902470588233,-0.0015497140000000006,-0.0009737235882353104,-0.0006565517647058941,-0.0005524621764705986,-0.0005669999411764826,-0.0004909777058823492,-0.00040294864705881644,-0.0003865451764705763,-0.0004769835882352941,-0.0005658927647058665,-0.0006516039999999931,-0.0007063944705882272,-0.000603776235294104,-0.00039076235294118605,-0.00013875417647057908,-0.0001045168823529466,-0.0006690024705882439,-0.000538648823529414,-0.00041691764705882595,-0.00033699105882353114,-6.007364705883089e-05,0.0001166684705882215,0.00024061823529410858,0.0004699121176470547,0.0007609207647058802,0.0011341915294117572,0.0015640443529411768,0.0018689361764705897,0.002120191235294118,0.0023156374705882443,0.002588925058823535,0.0032428773529411953,0.0038256665294117906,0.003909508352941203,0.004068466529411778,0.0044838489411764965,0.004871840000000023,0.005223349882352957,0.005593693529411775,0.0058326181176470634,0.006013713882352938,0.0060987829999999965,0.006109056352941164,0.006134532352941174,0.00627389635294117,0.006330693294117652,0.006304871117647062,0.00507970023529411,0.003314886117647048,0.0021540269411764526,0.001502534176470595,0.0008580401764705786,0.00029206499999999413,-6.0632588235284834e-05,-0.000490009529411771,-0.0007459952352941238,-0.0008535655882352874,-0.0010170802941176504,-0.0011216290588235353,-0.0011125278823529497,-0.0012513681176470476,-0.001313875294117639,-0.001232208235294116,0.0001628312941176352,0.0025275299411764707,0.004920494235294122,0.006688056941176468,0.007955426235294119,0.008883128470588204,0.009647344058823497,0.010308195764705874,0.010954248470588228,0.011366206764705865,0.011742764764705885,0.012134345647058835,0.012447042352941189,0.012723311176470575,0.013033112823529397,0.013287994588235277,0.013166886705882355,0.012053578352941186,0.010787836176470583,0.009432189941176464,0.00863094758823528,0.00811210041176473,0.007869605117647088,0.00781538805882355,0.007998474470588254,0.008280301529411796,0.008638153529411774,0.008804633823529417,0.009079593529411761,0.009464213529411777,0.009904696235294108,0.010683469823529426,0.011752843000000013,0.013251203294117622,0.015019057705882341,0.01740546241176469,0.01998333535294118,0.022666300294117647,0.025142056411764674,0.027539659647058803,0.02944818494117646,0.03145156023529409,0.03364155870588234,0.03617642517647057,0.03897983841176472,0.041611747235294094,0.0439058484117647,0.046076089294117675,0.04920726900000004,0.051813337235294174,0.05509522223529413,0.05824933635294119,0.06132441164705879,0.06402974341176468,0.06592862200000002,0.06808336729411765,0.06996763994117647,0.07203599170588236,0.07353444382352944,0.07471761382352943,0.07534378029411765,0.07577459852941182,0.07658579205882357,0.07747795617647057,0.07713136176470586,0.0757078223529411,0.07314984764705881,0.0692006617647059,0.0643218517647059,0.05894568176470591,0.05434986588235294,0.04984792294117646,0.04529413294117646,0.04039068411764707,0.03621688588235292,0.03254482294117647,0.02932919352941174,0.02683283823529406,0.024596437058823528,0.022081542941176452,0.025115064705882345,0.031559198235294184,0.03819087647058825,0.045702715294117596,0.05311788529411765,0.061858237647058806,0.07053554411764704,0.07846394470588233,0.08665765470588233,0.09523165705882347,0.10407535588235292,0.11205105529411766,0.1195354747058823,0.12639251117647063,0.13262487117647062,0.13847066352941179,0.13866923294117647,0.1323181658823529,0.12260769823529405,0.11299397,0.1044002717647059,0.09590450941176465,0.08720731176470586,0.07948629764705878,0.07239321705882351,0.06544015411764703,0.058823194117647026,0.05384246058823522,0.04928417117647066,0.045559658823529414,0.04319593999999999,0.04125789000000002,0.05336151058823535,0.07089136058823536,0.09081474588235305,0.11178787470588253,0.13200354000000003,0.1517045111764707,0.17169631529411766,0.1908715370588236,0.20945995000000017,0.22747741647058844,0.24400140000000015,0.2583712111764707,0.27131438176470596,0.2834141158823529,0.29363923823529414,0.30247179117647055,0.29735153294117644,0.27749632470588226,0.2575260599999999,0.2365554676470586,0.2161581252941175,0.19595881588235298,0.17564416235294134,0.1554930429411765,0.13541137411764703,0.11526708411764697,0.09563647176470569,0.07735232176470586,0.06021418058823513,0.0431911035294118,0.026891524705882297,0.011917994117646935,-0.0021990847058823704,-0.025665415522875823,-0.03715607081699346,-0.04605949787581698,-0.04719434258169934,-0.04786217552287579,-0.046735746699346395,-0.04449950316993462,-0.03983251375816993,-0.035199174934640504,-0.024101826705882345,-0.013282002941176457,-0.004585265661764704,0.0017297456787330467,0.007437360357142847,0.012128779039215692,0.015498182518382392,0.014640477647058836,0.02476079117647062,0.030986097647058813,0.030300077647058846,0.028822788823529386,0.0248949988235294,0.020055942941176463,0.012542224705882343,0.004502917647058791,-0.002531008588235323,-0.010035378588235278,-0.017567650647058813,-0.023324958294117654,-0.029107778294117648,-0.03560751535294117,-0.041698780647058856,-0.044045279176470595,-0.04305128535294121,-0.041037427117647074,-0.03889303241176474,-0.036932237117647065,-0.03467053005882355,-0.0321034859411765,-0.02972183888235294,-0.02682339535294119,-0.0240937638235294,-0.02174961405882357,-0.019200540529411766,-0.01733444170588236,-0.01574973523529412,-0.012899759058823554,-0.009595878470588251,-0.004212138470588225,-0.001338182294117668,0.0014234512352941237,0.0032481824117647218,0.004594903588235305,0.005500883588235306,0.006248465352941185,0.007201754764705873,0.008064864176470593,0.00836108211764705,0.009227345588235306,0.010394690882352925,0.011590293470588237,0.013091964647058807,0.014396149058823526,0.01553765700000001,0.014719922882352965,0.011145245823529423,0.0068239450000000396,0.0028484126470588317,1.8769117647046696e-05,-0.001075086764705871,-0.0018962902941176557,-0.0023577291176470477,-0.0026190565294117313,-0.002130016235294116,-0.0018093621176470676,-0.002178658294117619,-0.003140857352941173,-0.004144501999999994,-0.0054342525882352805,-0.006829491411764699,-0.005341638470588259,-0.0021485543529411594,0.0018044282352940866,0.005417193764705869,0.008390940235294117,0.010024977294117637,0.011109653764705879,0.012173920823529416,0.013078643529411765,0.013952005647058827,0.014705360647058824,0.016018782705882348,0.018272340352941202,0.020391685000000034,0.022704110000000013,0.02500655147058825,0.024001654705882322,0.020566832941176463,0.01802206529411765,0.016124327999999993,0.015408235647058816,0.015357523294117659,0.01566495682352942,0.015990809764705877,0.01657592211764708,0.01640672117647063,0.01606543000000002,0.015272590588235324,0.014103045294117655,0.012754327058823511,0.010992592647058819,0.009168369705882334,0.007864711176470612,0.009544368823529409,0.010809967647058827,0.011655242352941186,0.011723790000000012,0.011212528235294117,0.010389830588235283,0.00873981352941175,0.007311874705882321,0.006345011764705838,0.005307205882352922,0.004281758235294059,0.00348514117647053,0.0027876182352941092,0.0023679929411764555,0.00262993117647059,0.00220647529411766,0.001263217647058834,0.0004907935294117538,-0.0009169194117647217,-0.002451114117647063,-0.004173590588235299,-0.00582118470588236,-0.006781972352941201,-0.007229633529411805,-0.008130532352941172,-0.008984897647058815,-0.00937233823529407,-0.009555559999999963,-0.00974696470588235,-0.0099197029411765,-0.010755214705882338,-0.010802964117647057,-0.009543891176470587,-0.007788565294117644,-0.005613667647058812,-0.0029034758823529294,0.00016849764705881287,0.0032665611764705893,0.006640923529411785,0.009177427647058839,0.011290048235294114,0.013443811764705882,0.015408482941176443,0.016930931764705892,0.01846556647058825,0.02013733529411771,0.021978052352941146,0.023589544705882343,0.02406257941176468,0.02316671294117645,0.021567908235294087,0.019332453529411736,0.016703702941176485,0.01355435764705884,0.010318153529411789,0.006504628823529424,0.0038792411764705936,0.0022431252941176316,0.0007933770588235134,-0.0004466441176470548,-0.0014644241176470785,-0.0031253829411765077,-0.0049992988235294245,-0.005716347647058806,-0.010831025294117586,-0.015816329999999906,-0.019123543235294027,-0.021696072411764633,-0.022663471235294108,-0.023019697117647064,-0.023375941823529395,-0.022552921235294093,-0.021223233000000008,-0.020724340647058803,-0.02117523947058822,-0.021708782411764715,-0.0219504035882353,-0.02166180770588233,-0.021503352999999947,-0.02279309535294119,-0.020420180058823567,-0.012843338294117712,-0.005328055647058877,0.0006750432352940761,0.005005767705882347,0.007827658294117662,0.01060752005882351,0.012577779470588218,0.013072075352941165,0.013498652411764678,0.01490119770588233,0.016728182411764686,0.017921809470588218,0.018553878882352964,0.01926598652941172,0.0233847441764706,0.02699487241176471,0.026530721823529446,0.025600948882352953,0.02542770917647061,0.025769112941176453,0.027612632352941147,0.029489410588235287,0.031236569411764725,0.03402684411764709,0.0369968711764706,0.03941546588235295,0.04063226705882353,0.04194899823529413,0.04357443705882352,0.04556245764705885,0.04439443235294116,0.042169546470588265,0.04100630235294117,0.03860233176470587,0.03619562588235292,0.03363769,0.030980612352941167,0.028083447058823513,0.025492717058823472,0.022653298823529372,0.019493188823529406,0.016619697058823546,0.014189668235294134,0.01219973941176472,0.010599464705882328,0.009064046470588255,0.006954897647058811,0.0066621670588234705,0.004823318235294083,0.00319524647058822,0.0028202235294117473,0.0043575111764705965,0.005460045882352965,0.006497266470588237,0.007474664117647106,0.008647482941176482,0.009395789411764693,0.010220924705882345,0.011101594117647051,0.01160996764705885,0.012296700588235288,0.01256034058823527,0.013609915294117647,0.015967119411764735,0.019058212941176433,0.0220732894117647,0.024823652352941178,0.024626994705882366,0.022964595882353,0.021602814375,0.020309562431372552,0.018726745924369764,0.0171789484615385,0.01629564715686274,0.015532651069518733,0.015072602764705845,0.014692603594771259,0.0136537083006536,0.01236318065359479,0.010505525947712424,0.007752219477124234,0.005589477124183034,0.0027640177124183263,0.0012113147712418393,0.0013579259477123906
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
