UniprotID	Q96T17-4
pNuLoCScore	0.4795550055555555,0.49288639500000003,0.5035708681818182,0.5129381458333333,0.520241973076923,0.5266922821428571,0.5336165166666667,0.53974248625,0.54511274,0.5554355105882353,0.5668030876470588,0.5824037464705882,0.5968109688235295,0.6049236470588235,0.6093269235294118,0.6107665494117647,0.6109966517647059,0.6077022382352941,0.6037537029411766,0.5995084323529412,0.59636497,0.5944942170588234,0.5923424582352942,0.5890836905882353,0.5862745829411764,0.5829034947058824,0.5801730223529412,0.578155938235294,0.5769638652941176,0.5767165476470587,0.5769918382352941,0.5769924029411765,0.5768606829411764,0.577642654117647,0.5794762888235293,0.5826771829411763,0.586548128235294,0.5896926694117647,0.5921809635294117,0.5947310929411765,0.5969375370588237,0.5982562194117649,0.6004369664705883,0.6028147111764707,0.6052664635294117,0.607118654117647,0.6086781929411764,0.6097560023529411,0.6118037964705882,0.61382242,0.6151910111764706,0.6166339605882353,0.6176535017647059,0.6186648505882352,0.619240354117647,0.6200209394117647,0.6226155511764706,0.626931211764706,0.6294623376470588,0.628267645882353,0.6260697911764707,0.6227951658823531,0.6193367982352942,0.6164473511764708,0.6148232370588237,0.6141151664705883,0.6143063429411766,0.614502295882353,0.6143062335294117,0.6150159511764706,0.6149765276470589,0.6152013776470587,0.6145772864705882,0.613180077647059,0.6109903523529413,0.6124736000000001,0.6192552447058823,0.627338668235294,0.6344182623529412,0.644962025882353,0.6537077929411765,0.6624041658823532,0.670694073529412,0.679251853529412,0.6886543923529412,0.6980996394117647,0.7062067417647059,0.7157030535294118,0.7255221823529412,0.7331482623529412,0.7439747064705882,0.7562047888235294,0.7674205594117647,0.7768825688235294,0.7859395723529411,0.7967040252941177,0.8045407294117647,0.8135476623529412,0.8216047623529412,0.8292500899999999,0.8359848188235293,0.8421437876470589,0.8481976170588235,0.8548338147058823,0.8608417911764705,0.86589961,0.8736959747058824,0.8772283982352941,0.8785746600000001,0.8794494335294117,0.8801646770588235,0.8804380617647058,0.8806723305882354,0.8807368541176471,0.8805440152941176,0.8801435211764705,0.8799412505882354,0.8795543005882354,0.8791311929411766,0.8788322788235297,0.8779374552941177,0.8768355788235295,0.8764202282352942,0.875980391764706,0.8755464347058826,0.8753029641176471,0.8750024876470588,0.8748824735294117,0.8749267382352942,0.8749476047058824,0.8749601164705882,0.8749683841176471,0.8749863017647058,0.8750453841176471,0.8750949329411766,0.8751240858823528,0.8750414882352942,0.8754915676470588,0.8758090717647058,0.8755603364705883,0.8752319811764706,0.8748764147058824,0.8744744547058824,0.8741296429411766,0.8736676364705883,0.873189954117647,0.8726522717647058,0.8719803041176469,0.8713250423529411,0.8706577011764706,0.8700119129411764,0.8694257052941176,0.8699320876470589,0.8702094770588236,0.8704241411764707,0.8705491135294119,0.8706433841176472,0.8708903052941176,0.8711439794117648,0.8714117694117648,0.8716839105882354,0.8720171547058824,0.8721973311764706,0.8722823917647059,0.8724860852941178,0.8726598676470588,0.8728459970588236,0.8730177699999999,0.873162275882353,0.8723060111764704,0.871717084117647,0.8713159658823528,0.8710496599999998,0.8707289152941176,0.8702583964705882,0.8698691694117646,0.8694358505882352,0.8689795064705883,0.8684690005882353,0.8681571888235294,0.8679745811764706,0.8677840988235295,0.8675818811764707,0.867380177647059,0.8673365047058825,0.8676272664705883,0.8678875347058823,0.8682212817647059,0.8681981270588236,0.8683453547058824,0.8685139029411765,0.8686623676470588,0.8688218205882353,0.8689124864705882,0.8689278717647057,0.8689093323529411,0.8687577970588236,0.868627355882353,0.8684531594117648,0.8682694829411765,0.8681378041176471,0.8677856570588237,0.8670674011764707,0.8663151917647061,0.8655263211764704,0.8650590247058824,0.8645158911764704,0.8640086729411764,0.8635934317647059,0.8631755105882353,0.8628436717647058,0.8625989276470588,0.8623771705882353,0.8622585617647059,0.8621263323529412,0.8620200205882353,0.8611656088235293,0.8610035382352941,0.8607270599999999,0.8607716817647058,0.8610349699999998,0.8612584523529412,0.8614955347058822,0.8616572370588235,0.8616018258823529,0.86171031,0.8618053605882354,0.8619367629411765,0.8620378541176472,0.8621749235294118,0.8622835029411766,0.8624121852941178,0.86246995,0.8632618994117648,0.8633392758823529,0.8636462047058825,0.8637070652941177,0.8636241241176471,0.863597024117647,0.8635087535294117,0.8634715805882353,0.8636097652941176,0.86356672,0.8635229905882353,0.8634439647058824,0.8633290035294118,0.8631802305882353,0.8630091305882354,0.8627256952941176,0.8628835776470588,0.8631654576470589,0.8634541929411765,0.8634320094117646,0.8633586976470587,0.8632427470588234,0.8629630117647057,0.8627205670588234,0.862718204117647,0.8625818005882352,0.8624519770588235,0.8623469276470588,0.8622882488235293,0.8623186335294117,0.8623780452941175,0.8624290747058823,0.8624636158823529,0.8621334417647057,0.861663406470588,0.8611614535294118,0.860900777647059,0.8606564247058823,0.8604648694117647,0.8604222576470589,0.8604155576470588,0.86020595,0.8602194552941176,0.8602672258823528,0.8602722399999999,0.8602286717647059,0.8601566129411763,0.8600633599999999,0.8603160305882352,0.8606224070588235,0.861037645882353,0.8612552694117648,0.8615781752941177,0.8620039723529414,0.8622574458823531,0.8625337552941177,0.8627710611764706,0.86304202,0.8633205964705882,0.8635827276470589,0.8637911352941176,0.864004768235294,0.8642244976470587,0.8644863211764704,0.8647564947058822,0.8647128417647059,0.8646635223529411,0.8645292458823529,0.864644845882353,0.8646860147058825,0.8646723676470589,0.8648505605882353,0.8649700805882353,0.8651119864705883,0.8651708064705883,0.865118835882353,0.8650241088235293,0.8649274482352941,0.8648591152941176,0.8650316682352941,0.864353362352941,0.8637171476470589,0.8629846905882355,0.8624057570588235,0.8618212252941175,0.8610690311764706,0.8602967270588235,0.8594411388235295,0.8584976782352941,0.8574889899999999,0.8564401605882352,0.8552976935294117,0.8542229111764705,0.85310475,0.8519900588235293,0.850948931764706,0.8497062611764707,0.8492934635294117,0.8488216241176472,0.8484332105882354,0.847944551764706,0.8474349805882353,0.8470486864705883,0.8466647688235294,0.8463463747058824,0.8461076894117647,0.8459251423529411,0.8458127270588235,0.8458173488235293,0.8458492429411765,0.8459555452941175,0.8466787805882352,0.8474285229411764,0.8479324441176469,0.8481103947058821,0.8480718576470588,0.8478645517647058,0.8474154370588236,0.8468075635294118,0.8462313282352941,0.8456066264705884,0.8450629794117648,0.8448449529411766,0.8447552235294118,0.844696674117647,0.8447354488235296,0.8448003664705882,0.8449641135294118,0.8444646929411764,0.8439233776470588,0.8436070858823529,0.8436104682352941,0.8438475329411764,0.8443119329411763,0.8450296329411763,0.8458514664705881,0.84661959,0.8474178917647058,0.8480742799999998,0.8484314741176471,0.848689974117647,0.8489193094117649,0.8490667041176472,0.8489340276470587,0.8483672594117646,0.8481422476470586,0.8477901105882352,0.8475962358823528,0.8473215099999999,0.8469238276470588,0.8463078276470588,0.8455946505882352,0.8449200170588235,0.8442756664705882,0.8436280488235294,0.8430144017647058,0.8422677017647057,0.8413714523529411,0.8403468088235295,0.8392442117647059,0.8382822764705883,0.8376351347058824,0.8367102994117648,0.8358422523529412,0.8347343176470589,0.8336427282352941,0.8325859429411765,0.8317295605882353,0.8309542758823529,0.830173644117647,0.8293838594117646,0.8285269358823528,0.8275963476470587,0.8267671594117646,0.8260929817647058,0.8242600547058823,0.8220141999999999,0.8194005564705883,0.8162517841176472,0.812787601764706,0.8091635129411765,0.8056904517647059,0.8023452494117648,0.7991344229411766,0.7959846229411766,0.7928349170588236,0.7895925664705883,0.7863460505882353,0.7830980329411766,0.7799247641176472,0.7767658876470589,0.7736225241176471,0.7717463005882353,0.7703174476470589,0.7692495005882352,0.768689244117647,0.7685054052941176,0.768518078235294,0.7684755547058822,0.7683883076470588,0.7682047311764706,0.7679268135294117,0.7675924370588236,0.7673018841176472,0.7669879117647059,0.7667497041176472,0.7664711435294119,0.7658807847058824,0.7653234252941177,0.7647465429411765,0.7641750882352941,0.763389225882353,0.7626734723529411,0.7619400170588235,0.7610233935294117,0.7600030876470588,0.7589029194117647,0.7577931429411764,0.7567743158823528,0.7557328217647058,0.7547773688235295,0.7538024435294118,0.7528652305882354,0.7519843364705883,0.7513756776470588,0.7507104864705882,0.7500717941176471,0.7493855035294118,0.7489737799999999,0.7485103135294119,0.7480220370588236,0.7477008841176472,0.7474115370588235,0.7471657558823529,0.7469829382352943,0.7467540123529413,0.7466082652941176,0.74641333,0.7463101576470589,0.7458963194117648,0.745807351764706,0.745790545882353,0.7455717164705883,0.744924773529412,0.7442409794117647,0.74378275,0.7433117735294118,0.7429171911764706,0.7425627970588234,0.7422900005882352,0.7419598970588235,0.7415619088235296,0.7411629205882353,0.7407416235294119,0.7402641488235295,0.7397082270588237,0.7394458894117648,0.7388711805882353,0.7382880570588235,0.7379281276470587,0.7379692041176471,0.7380135570588235,0.7378164182352941,0.7376290035294116,0.7373446035294117,0.7370218035294116,0.7367261823529412,0.7365324411764705,0.7364781647058822,0.7364474294117647,0.7365054558823528,0.7377436482352939,0.7389839323529411,0.7401327170588234,0.7409817717647059,0.74161346,0.7423393129411765,0.7432243011764709,0.7442813211764707,0.7452637811764705,0.7461840429411765,0.7471208411764705,0.748072888235294,0.7489691058823529,0.7498341176470587,0.7506098647058822,0.7513517058823529,0.7519247882352941,0.7512318176470587,0.7506545058823529,0.7501077470588235,0.7498063194117648,0.74969491,0.7494309417647059,0.7489794711764707,0.7484552982352942,0.7480538852941178,0.7477551600000001,0.7474608005882353,0.7471251888235294,0.7466803888235295,0.746250318235294,0.7458283064705881,0.7457601388235293,0.7457431388235293,0.7459122370588235,0.7461466194117646,0.7464320958823528,0.7464398394117646,0.7465177311764705,0.7466988405882351,0.746923664117647,0.7471279323529412,0.747348706470588,0.7475693258823529,0.7478151929411764,0.7481100123529411,0.7484896299999999,0.7487984594117647,0.7491232447058823,0.7490753400000001,0.7490767088235294,0.7489825194117647,0.7487665576470589,0.748559501764706,0.7487008152941177,0.7487536211764705,0.7487188235294115,0.748715344117647,0.7487447147058824,0.748754617647059,0.748744591764706,0.7486603129411766,0.7485529964705886,0.7484366376470591,0.7481587494117647,0.748126358235294,0.7481352570588237,0.7479251117647059,0.7478730064705882,0.7478032094117647,0.7478174476470589,0.7478261958823529,0.7478319223529413,0.747923525882353,0.7480239735294117,0.7480311817647058,0.7480646729411765,0.7481150670588237,0.7482151605882353,0.7483029988235295,0.7484354164705883,0.7488079047058824,0.7489885164705884,0.7491590800000001,0.7495805270588236,0.7499576847058824,0.75037502,0.7507012082352942,0.7510158111764706,0.7513406494117648,0.7516206258823529,0.7518815752941177,0.752232984117647,0.7525586017647059,0.7528624764705882,0.7531493382352942,0.7523513852941177,0.752145367647059,0.7520576582352941,0.75183097,0.7513734305882354,0.7508372305882351,0.7501472188235292,0.7494706982352939,0.7487942099999998,0.7480544958823527,0.7473496488235293,0.74665739,0.7459600370588234,0.7452805088235294,0.7446243411764706,0.7440130335294118,0.7433807511764706,0.7438577394117648,0.743710595882353,0.7433930817647059,0.7431459582352942,0.7430952723529413,0.7431230694117646,0.7432921117647058,0.7434450535294116,0.7435941358823529,0.7438010147058822,0.7439902994117644,0.7441605252941175,0.7443332782352942,0.7444760770588236,0.744585591764706,0.7443781700000001,0.7444708405882354,0.7446817052941177,0.744858784117647,0.7448698111764706,0.7449683505882353,0.74510948,0.7451959035294118,0.7451709588235296,0.7451793982352941,0.7453380476470589,0.7454828888235294,0.7456010747058822,0.745716122352941,0.7457679047058825,0.7458040135294117,0.7458467288235294,0.746165768235294,0.7462028329411765,0.7461115917647057,0.7460302917647057,0.7461218352941177,0.74611339,0.7461058782352941,0.7461521988235295,0.74621636,0.7461423205882353,0.74587663,0.7455927752941177,0.7453170264705884,0.7450018235294118,0.7447689429411766,0.7448314782352942,0.744748421764706,0.7447218688235295,0.7447400864705882,0.7447714452941175,0.7448076764705882,0.7448638611764706,0.7449534435294117,0.7450086999999999,0.745047168235294,0.7451174247058824,0.7452826388235294,0.745471074117647,0.7456690052941176,0.7457238694117647,0.74595897375,0.74620369,0.7461425607142858,0.7462573576923076,0.7463077291666668,0.7462955227272726,0.7462530949999999,0.7462343022222222
pNuLoCDScore	0.06555773444444446,0.07588050503267973,0.08724808209150325,0.10284874091503271,0.11725596326797394,0.12536864150326799,0.12977191797385623,0.13121154385620915,0.13144164620915033,0.11481584323529409,0.10018283475935841,0.08657028651960785,0.076122996923077,0.06780193491596631,0.05872594156862754,0.0493412043382353,0.04116184294117642,0.02746798411764717,0.013369934705882436,-0.004247808235294248,-0.01984710352941188,-0.028207099411764802,-0.03233508529411766,-0.033774146470588184,-0.03413596882352943,-0.030059584117647087,-0.024277414117647278,-0.016831249411764837,-0.009816841764705986,-0.004801547647058757,-0.00016149470588244785,0.005647402352941255,0.010662954117647283,0.015352724705882448,0.020263944117647092,0.024658772941176688,0.02830259823529413,0.030402106470588275,0.031686354705882325,0.032763599411764655,0.03494311352941182,0.03617976588235294,0.035714722352941264,0.033956777647058956,0.031105373529411895,0.02897218117647049,0.027059390588235255,0.025289846470588184,0.02567801411764692,0.02867499235294113,0.029025371176470527,0.02545293470588228,0.020803327647058945,0.01567651176470608,0.010658605294117773,0.006691348823529619,0.0030194405882354447,0.00029274647058830094,-0.0008846682352939839,-0.00213166470588233,-0.0033472682352941874,-0.0036488994117646056,-0.004263826470588095,-0.004819561764705993,-0.008038264705882425,-0.013751134117647057,-0.018471985294117532,-0.015794045882352892,-0.006814546470588323,0.004543502352940987,0.015081464117646992,0.028514674705882204,0.038884555882352845,0.0482889994117649,0.05638773058823543,0.06474955764705903,0.07434815882352952,0.0830836882352941,0.09123021411764698,0.10050167588235304,0.11094489588235301,0.11996818470588222,0.13298435411764686,0.1437311888235293,0.14816531470588234,0.1495439005882353,0.1515213099999999,0.1517419994117647,0.15083293647058815,0.151143496470588,0.1509106888235292,0.14999823647058796,0.14733042647058803,0.1440441482352942,0.14199087529411758,0.1391307611764705,0.13531960882352934,0.13275134764705887,0.12972126823529428,0.12102360941176471,0.11115410058823538,0.10256686470588239,0.09422510470588241,0.08373403647058819,0.07613160117647066,0.06718919176470595,0.05893925294117641,0.050893431176470605,0.043956431764706094,0.0177793852941176,0.02194683176470591,0.026418211176470585,0.03593694529411767,0.05101336764705883,0.06371883352941177,0.07762457764705882,0.09282837352941181,0.10711118941176467,0.12345015623529404,0.13907788582887703,0.15754840088235295,0.17554170058823537,0.1901961858403361,0.20042963941176473,0.20606504047794122,0.2116641582352941,0.22059427823529415,0.2298213100000001,0.23347741999999994,0.2276587470588236,0.2230190182352942,0.21720456705882363,0.2073581123529411,0.1970394452941177,0.18472557235294135,0.17347085352941183,0.16136347529411765,0.14640973000000002,0.13205252000000012,0.1187271182352942,-0.05797723734640525,-0.07452982634640522,-0.08862112458169932,-0.10208033693464051,-0.11393296140522877,-0.11754253316993465,-0.1194414486993464,-0.1206878536993464,-0.12170670899346406,-0.11139137357647057,-0.10091134375401069,-0.09187938543137254,-0.08475123739366515,-0.07874389550420166,-0.07332751070196074,-0.06855833383823527,-0.06476916241176467,-0.04800883741176472,-0.03377450288235296,-0.01989126229411766,-0.007566076647058807,-0.0034837474705882165,-0.0013843328235293995,-6.854194117646151e-05,0.0011486930588235564,0.0026245001176470606,0.0028154901176470487,0.0021741638823529474,0.0017752486470588302,0.0016043539411764798,0.0012635869411764533,0.001051871941176466,0.001901042529411777,0.002772510058823563,0.0031985195294117683,0.003095379294117663,0.0027489092941176616,0.002298777764705884,0.0022202939411764683,0.002288121882352931,0.0023639415882352743,0.0022166568823529242,0.0024190415882352906,0.0029229678823529393,0.003371159235294116,0.003892100117647068,0.004346200117647053,0.004758898058823541,0.0053679782941176285,0.004656163588235257,0.004652798411764705,0.0047711148823529476,0.005070541352941174,0.005634247235294126,0.005874746647058823,0.005924823411764701,0.005656575764705879,0.0056515645882353055,0.005537054294117674,0.005293132823529417,0.004991284117647057,0.004773520529411768,0.0046016493529411895,0.004565646411764698,0.004159942058823557,0.0036146421764706033,0.0031497115882352933,0.002631927117647051,0.002218046529411738,0.0016098259411764515,0.001117962411764692,0.0009261365294117724,0.0010857512352941412,0.001443813294117649,0.0016549015882352802,0.0018628757058823525,0.001977216294117637,0.0019063016470588084,0.0019324989999999764,0.0018675066470588142,0.002617865470588218,0.003439087705882346,0.0040000938235294214,0.0045138508823529405,0.0049633755882353,0.005258530882352966,0.005677840294117664,0.005992012294117652,0.006310534647058816,0.006440891705882343,0.006634581647058824,0.006887179529411758,0.00709651894117648,0.007437650058823533,0.007699028588235332,0.007876185352941184,0.007155697705882369,0.0059609318235294,0.005018178294117645,0.004311172999999988,0.0037011718235294006,0.003245131235294088,0.0030024971176470377,0.0028016104117647017,0.002386987235294097,0.0017747898823529534,0.0010900598823529312,0.0002911799411764726,-0.0004742488823529373,-0.001116407647058823,-0.001668112588235307,-0.002139307588235287,-0.002593433470588255,-0.00221688288235293,-0.0018454999411764844,-0.0011815309999999857,-0.0005771774705882055,-8.018005882351464e-05,-0.00016119005882350712,-0.0003156412352941368,-0.0005655439411764857,-0.0006430966470588467,-0.0005922528235294405,-0.000525959588235328,-0.00031567517647061727,-0.00020693488235293267,-0.00011788229411764661,-1.4169352941170721e-05,0.0003138053529411766,0.0007173132352941147,0.0008583597647058849,0.00048222176470587297,-0.00016835211764706925,-0.0006977595294117706,-0.0005209516470588427,-2.1529294117639264e-05,0.0007047786470588541,0.0014781970000000144,0.002244385588235337,0.0031340077058823745,0.0038970521176470985,0.004706269764705867,0.005473543294117644,0.006256683588235293,0.008453425941176457,0.010392311294117648,0.01193916135294118,0.013546834235294125,0.015443129882352954,0.01772332282352941,0.019721998764705914,0.021325303117647076,0.02260583517647058,0.023848178352941188,0.025164119411764704,0.02640626376470591,0.027738915176470577,0.029183186941176484,0.03047119752941177,0.031687370764705874,0.03122391870588237,0.029123892529411763,0.02753556247058822,0.026431640999999964,0.025486107470588215,0.02407207923529414,0.02211471923529408,0.02012256811764704,0.01829398258823528,0.016724290235294106,0.014898352058823547,0.012917960882352933,0.010831121235294103,0.008435047705882326,0.00605207182352939,0.0036923979999999856,0.00053138682352942,-0.001432961999999982,-0.003085590764705881,-0.005143375470588213,-0.0073001442941176276,-0.009018082529411761,-0.01011827194117644,-0.010852945235294106,-0.01151539441176469,-0.012469231470588232,-0.013320788235294118,-0.014012075294117646,-0.014597635882352952,-0.015029908235294112,-0.01528864152941177,-0.015466028294117654,-0.014822284176470607,-0.012584812117647087,-0.010145448352941164,-0.007841547529411755,-0.005558765176470609,-0.0036952848235294183,-0.0022678586470588624,-0.0012698224117647233,-0.0004404661764706025,0.00036307558823531205,0.0011686114705882211,0.0018732744117647138,0.0024853087647059013,0.003180941705882359,0.0037290161764706176,0.004259921529411778,0.008039674176470585,0.010333408000000016,0.011435700941176463,0.01265732776470585,0.013489954235294144,0.014449172705882335,0.015295571176470624,0.01629721323529415,0.017413477588235332,0.01861410994117646,0.019850639941176473,0.02125584464705882,0.022838753235294107,0.024261213588235325,0.02558650594117645,0.026924917647058788,0.024862741470588215,0.020164208529411753,0.016660046176470586,0.013793326176470597,0.011297680882352917,0.008922869117647086,0.006802451823529454,0.005101415941176496,0.003395707705882378,0.0017223271176470822,3.7612352941085447e-06,-0.001793031705882353,-0.0037548905294117474,-0.005702913823529443,-0.007394517352941166,-0.00900812382352939,-0.010530617294117611,-0.008683229058823544,-0.007832347882352958,-0.007860055529411769,-0.008215256705882343,-0.008789584352941193,-0.009286563176470655,-0.010037447882352973,-0.010693265823529474,-0.011340069058823565,-0.012016410823529416,-0.012688655176470595,-0.013354119294117645,-0.01388934694117644,-0.014447293411764678,-0.015076897235294068,-0.015598924647058796,-0.0162543447058823,-0.016685242588235255,-0.016439019647058795,-0.015601775529411777,-0.014498743176470597,-0.013339521999999993,-0.0122801725882353,-0.011427062882352929,-0.010788978764705887,-0.010205255235294114,-0.00960384823529413,-0.008934224235294136,-0.008294812117647085,-0.007745183882352971,-0.007288836529411771,-0.007973825647058827,-0.008550100294117652,-0.008979783588235299,-0.009610222176470576,-0.010565247470588221,-0.011700573117647065,-0.012789215764705875,-0.013873278705882355,-0.014797511647058809,-0.015489304294117628,-0.0159399264117647,-0.01630946994117645,-0.01662690629411763,-0.016957943352941166,-0.017255800529411752,-0.01751007347058825,-0.016656853176470615,-0.014886269647058845,-0.013313395294117653,-0.01183589464705885,-0.010485948764705877,-0.009219653117647053,-0.008055026823529418,-0.006954330647058832,-0.005852890058823529,-0.0048022006470588435,-0.003880614411764738,-0.0031099531764706145,-0.002446243176470589,-0.001899869117647085,-0.0014052246470588337,-0.00089069164705885,-0.00019841194117647953,-0.000858881941176462,-0.0012325330588235234,-0.0017275877058823275,-0.0020738555882352933,-0.002323227941176481,-0.0025360936470588263,-0.002721051941176486,-0.002900457588235303,-0.0031595834705882286,-0.003413085235294086,-0.0036138632352940986,-0.0037483328823529477,-0.0038000514117647044,-0.003800265470588232,-0.0037931851764705787,-0.003930362823529418,-0.003918413705882362,-0.003681442588235301,-0.0034516591176470685,-0.0031625412352941223,-0.0029845527647058695,-0.0027801930588235158,-0.0025533806470588033,-0.002347340882352944,-0.002131339941176452,-0.0019003381764705896,-0.0016382264117646983,-0.0013943891176470546,-0.0011890294705882154,-0.0009793362352941148,-0.0007684953529411565,-0.000762747411764686,-0.0006884665294117492,-0.0008782220588235273,-0.0009884005882352942,-0.0012664808823529689,-0.001522042294117662,-0.0017344555882353174,-0.001959855882352937,-0.002136092941176476,-0.002243849176470608,-0.002365051823529432,-0.0025548224117647456,-0.0027732015882353106,-0.0029786347647059036,-0.0031846447647058823,-0.0034086862941176688,-0.0034088031176470607,-0.003132027235294141,-0.0028134454705882606,-0.0025463237058823696,-0.002195403647058808,-0.0017177580588235153,-0.0012290871176470347,-0.000783039705882338,-0.00039709852941174906,-8.346205882352187e-05,0.00020678235294119274,0.0005759191176470807,0.0010479906470588357,0.0015262921764705867,0.002007292176470582,0.002487676588235316,0.0031749431176470583,0.0036333733529411993,0.003973678941176492,0.0042848181176470684,0.00452704282352942,0.004531711941176478,0.004306611352941164,0.004154038058823528,0.003998880411764688,0.0038664310000000035,0.003756511000000004,0.0035761718823529437,0.0032711365882352877,0.0029528683529411875,0.002654950705882342,0.0023770054117646933,0.001862049823529402,0.0011075754705882207,0.0002962867058823454,-0.00042701952941176513,-0.0010743825882352925,-0.001534690882352946,-0.0016874941176470565,-0.0017177029411764994,-0.0017615747058823406,-0.0017605109411764769,-0.0017772411764706009,-0.0017564800000000047,-0.0016546164705882466,-0.001512888000000004,-0.0014008298823529192,-0.0013166216470588132,-0.0010388575294117547,-0.0004514357647058542,0.00021143329411767164,0.000880417411764714,0.0014260233529411748,0.001944850470588233,0.0022929443529411814,0.0024593587647058907,0.0025968975882352807,0.00268852794117648,0.0027900517647058837,0.0029333957647058873,0.003023362235294133,0.003052503647058849,0.0030972249411764657,0.003155849705882355,0.0030095376470588298,0.0025956364705882057,0.0020933678823529256,0.0015833725882352934,0.001185015823529395,0.0008367993529411616,0.0005311125294117924,0.0002717330588235395,8.233658823530998e-05,-1.8141058823542555e-05,-0.00012727376470587914,-0.0002870868823529604,-0.000439420647058833,-0.0005567520588235647,-0.0006579828823529699,-0.0007725623529412085,-0.0012001129411764733,-0.0011866714705882353,-0.0010256822941176608,-0.0008131619411764629,-0.0006424972352940955,-0.0004805734705882053,-0.00027112729411767067,-4.4793705882353874e-05,0.0001835429999999666,0.00036914358823528226,0.0005739091764705717,0.0007964009411764866,0.0010317811764705698,0.001257604117647082,0.001451106705882374,0.0016503967058823787,0.0021604722941176296,0.002760076117647059,0.0030703540588235406,0.0032530504117646852,0.0034095827647058763,0.003511693705882335,0.0035278454705882367,0.0034474569411764855,0.0033043390588235605,0.003108977647058836,0.0028651770588235537,0.0025665887647058905,0.002259835235294147,0.0019418496470588187,0.0016160555294117696,0.001297114941176472,0.0009094061176470603,0.0001439878823529528,-0.00037114652941178106,-0.0007954794117646935,-0.0011449634117647045,-0.0015189245882352986,-0.001832513647058831,-0.0021085297647059076,-0.002327682117647084,-0.002521230117647058,-0.0026863542352941333,-0.0027790415294117743,-0.002824788823529434,-0.002847514764705905,-0.002843470352941191,-0.0028321721176470666,-0.002740645647058823,-0.0025122112352941317,-0.0022434859411764457,-0.002027298352941173,-0.001871242588235289,-0.001718119411764682,-0.001550647411764694,-0.001369847529411758,-0.0011732754117646793,-0.0009815230588235135,-0.000775627764705869,-0.0005721607058823269,-0.000421786352941142,-0.00030765894117644466,-0.00020572417647056473,-0.00010325794117646558,-2.5761470588220314e-05,-5.139705882352408e-05,-0.00011653676470589625,-0.00022810994117648808,-0.00031559488235295696,-0.000345932176470623,-0.0003971759999999852,-0.00044753482352941076,-0.000501618117647068,-0.000565294352941198,-0.0006242829411764739,-0.0007217447058823906,-0.0007879605882353119,-0.0008073141176470622,-0.000855906235294121,-0.0009784224705882555,-0.001115515411764717,-0.001212809882352922,-0.0013087119411764603,-0.0013705548823529229,-0.0013372475882352935,-0.0013141958235293877,-0.0013223949411764885,-0.001339178999999982,-0.0013595586470588061,-0.0013698677058823355,-0.0013821179411764584,-0.00138104817647057,-0.0013788987647058853,-0.0014103128823529237,-0.0014241481764705882,-0.0013386237058823358,-0.00104283782352943,-0.0007695507647059174,-0.0005407780588235073,-0.000331393477941172,-0.00019552463921568286,-7.508605042015615e-05,5.9885714932123024e-05,0.00020644953921566955,0.0003558698823529216,0.0005090866588235154,0.0006516649411764525,0.0007132092941176393,0.0007613675294117633,0.0008206522352940948,0.0008940928235293966,0.0009267112941176436,0.0007826836470588433,0.0006541887058823664,0.0005418442352940894
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	286...291;284...288
validnes_region	
nesbase_region	
