UniprotID	Q96PC5-6
pNuLoCScore	0.30407547666666673,0.30059047400000005,0.2974303763636364,0.29300994,0.2880354553846154,0.28282821357142857,0.2786145546666667,0.275629346875,0.27312370647058826,0.26079563588235294,0.24979899411764706,0.24260062647058825,0.24525827647058823,0.24703984999999995,0.24823370941176465,0.2478344864705882,0.24556417058823524,0.2445486782352941,0.24342965764705873,0.24292610470588236,0.24293629411764706,0.24460170235294118,0.24714219235294113,0.24955412588235296,0.24868268000000004,0.2454870417647059,0.24224244823529412,0.23930726941176475,0.2364120817647059,0.23307561705882354,0.2286477988235294,0.22241877352941175,0.21410899411764706,0.2055726276470588,0.19611247999999995,0.18601400117647057,0.17461727588235293,0.163371551,0.15070930882352943,0.13747882741176473,0.12391502835294121,0.1128132821764706,0.1037689033529412,0.09439586876470589,0.08469076905882356,0.07468938847058826,0.06445869064705881,0.05479138852941176,0.04672845347058824,0.04093874952941177,0.03598842523529413,0.03166177935294118,0.028120150647058816,0.025447343882352938,0.023360648294117645,0.021965099764705873,0.020820170352941175,0.019870913,0.019081611941176465,0.01843164888235294,0.01785966835294118,0.017350636470588238,0.016895335529411765,0.016484570823529412,0.01610918241176471,0.015760138764705885,0.015440643823529413,0.015144357323529412,0.014866919205882356,0.014610491794117648,0.014368211029411763,0.014136494970588234,0.013918773029411764,0.013921514735294117,0.013926743852941176,0.013933346147058821,0.013939529852941177,0.01394550526470588,0.01395305144117647,0.013961617088235291,0.013969349676470587,0.013977513794117645,0.013988198264705883,0.01399735094117647,0.014004698529411764,0.014011782647058822,0.014017860764705882,0.01402351882352941,0.01403765376470588,0.014050527058823528,0.014063222294117647,0.014076365941176469,0.014089405235294117,0.014102755529411766,0.014116086470588237,0.014129782882352941,0.014143821823529412,0.01415891835294118,0.014173331941176473,0.014187099823529415,0.0141997245,0.014212006882352942,0.01422408288235294,0.014235763411764704,0.014247731705882352,0.014251303352941176,0.014255799235294117,0.014259697705882354,0.014262964647058823,0.014265699000000001,0.014267778294117647,0.014269410705882354,0.014270390529411767,0.014270554647058823,0.014269683588235294,0.014269041176470588,0.014268803588235294,0.014269549411764707,0.014270770647058825,0.014271507029411766,0.014268769382352943,0.014270113264705883,0.014270789411764706,0.014272293882352943,0.014272815235294119,0.014273333470588236,0.014273715470588236,0.014274447,0.014275742411764705,0.014277090647058824,0.014278795470588234,0.014280891823529413,0.014283423411764707,0.014286278588235295,0.014288588705882356,0.014290932000000003,0.014293346088235298,0.014299238441176473,0.014300868735294122,0.014303202588235297,0.014305009411764708,0.014307437470588238,0.014309814588235294,0.014312525058823527,0.014314603647058822,0.014315841588235293,0.01431686082352941,0.014317539823529412,0.014317541352941176,0.01431679588235294,0.014315399352941174,0.014314404235294119,0.014314585647058824,0.014315305058823532,0.014317317470588236,0.014319838882352939,0.014321858117647059,0.01432306694117647,0.014323667352941176,0.014323357882352943,0.014322690941176473,0.014321864764705884,0.014321162647058823,0.014320996529411765,0.014320965588235294,0.014321055000000001,0.014321479470588235,0.014322277235294117,0.014323150058823527,0.014322845911764706,0.014322189911764706,0.014320517970588234,0.014318511264705883,0.014317050499999998,0.014316448558823528,0.01431674138235294,0.014317669676470588,0.01431901394117647,0.014320678235294116,0.014322583705882352,0.014324447823529412,0.014326314352941178,0.014328280470588237,0.014330216352941176,0.014333674235294119,0.014331916852941176,0.01432934811764706,0.014328436352941175,0.014328285911764703,0.01432829426470588,0.014328600911764702,0.014329127970588234,0.014329699970588234,0.014330650676470588,0.01433122782352941,0.014331992529411764,0.014332577999999999,0.014332663588235295,0.014332520882352942,0.014332268352941175,0.014332062999999999,0.014330373764705882,0.01433405355882353,0.014338251852941176,0.01434053238235294,0.014341904999999999,0.01434271782352941,0.014343093647058821,0.014343207352941175,0.014343167352941173,0.014342906294117644,0.014343007058823526,0.014343032941176467,0.014343229176470587,0.014343689647058821,0.014344285235294116,0.014346501176470586,0.01434680805882353,0.014345728764705882,0.01434457111764706,0.014343645764705884,0.014343005882352943,0.014342982823529414,0.01434314935294118,0.014343108941176472,0.014342695588235296,0.014342018588235294,0.014340634941176472,0.014338898411764707,0.014337408235294117,0.014335987588235295,0.014334465,0.014332789176470587,0.014329544411764707,0.014328065529411764,0.014327717823529413,0.01432729005882353,0.014327074176470589,0.014326714411764706,0.014325782705882351,0.014324955117647057,0.014324576058823528,0.014324883647058822,0.014325578882352938,0.014327002235294114,0.014328862529411762,0.014330462058823528,0.014332204823529409,0.014339028176470585,0.014345411999999995,0.01435180770588235,0.014358324882352938,0.014364833470588234,0.014371356588235292,0.014377638764705882,0.014383950176470588,0.014390241411764705,0.01439565479411765,0.014400532147058822,0.014405200323529412,0.014409825264705882,0.014414506441176467,0.014419473705882351,0.014424057088235291,0.014428465794117646,0.014427717794117645,0.014427378852941174,0.01442676838235294,0.014425811911764704,0.014424529794117647,0.014422887794117645,0.014421248911764705,0.014419546617647059,0.014417856852941176,0.01441674805882353,0.014415690117647057,0.014414440058823528,0.014413063647058822,0.014411669235294118,0.014409825323529413,0.014405331235294118,0.014402351176470587,0.014399784235294118,0.014398304764705883,0.014397449352941178,0.014397166411764709,0.014397029,0.014397122294117645,0.014397356823529413,0.014397430058823532,0.014396965470588233,0.014396498176470589,0.014396444058823527,0.014396408588235293,0.014396511235294118,0.01439669673529412,0.014396945147058825,0.014400307323529413,0.014402044205882354,0.0144034385,0.014403666088235295,0.0144036175,0.014403317911764704,0.014403207676470587,0.0144030495,0.014402783970588235,0.014402714794117644,0.014403175852941177,0.01440361444117647,0.014403738264705883,0.014403796852941178,0.014403792852941175,0.014405250647058825,0.014407103470588234,0.014408673705882355,0.014409994294117646,0.014411467176470589,0.014412795588235295,0.014414324411764703,0.014415821882352941,0.014417441823529411,0.014419154,0.014420748058823528,0.014422288647058823,0.014423602176470585,0.01442515094117647,0.01442688276470588,0.014428760088235293,0.01443059132352941,0.014430848588235293,0.014430413352941176,0.01442970988235294,0.014429477823529411,0.014429528117647058,0.014429717882352939,0.014429282411764706,0.014428561470588235,0.014427572529411764,0.014426291764705881,0.014424992411764705,0.014423821382352943,0.014422979382352943,0.014421848852941177,0.014420730617647058,0.014422291117647059,0.014423517235294118,0.014424867264705885,0.014426743617647059,0.014427915764705883,0.014427759470588235,0.014427261352941178,0.014426912529411766,0.014426370441176473,0.014425354617647062,0.014424325382352941,0.0144234115,0.014422669617647058,0.014421918941176469,0.014421358205882352,0.014420709088235293,0.014419998735294115,0.014416425617647057,0.01441334520588235,0.014409999088235294,0.014406534676470586,0.014404323352941175,0.014403271235294116,0.014401893705882352,0.014400507882352939,0.014399501205882351,0.014399075794117646,0.01439892138235294,0.014399018382352942,0.014398929205882356,0.014398654558823533,0.014398155764705885,0.014400343117647058,0.014401881764705882,0.014403503588235292,0.014405372705882352,0.014407780294117645,0.014409931411764706,0.014412124352941176,0.014414388764705882,0.014416202235294119,0.014417883470588236,0.014419238058823529,0.014421597764705881,0.014424354235294116,0.014429941588235294,0.014436667235294118,0.01444323917647059,0.014449748352941176,0.014453830058823532,0.014458610176470588,0.014463289529411769,0.014467570705882355,0.01447125405882353,0.014474912941176471,0.014478022941176472,0.014481057823529412,0.01448472005882353,0.014488305176470588,0.014492378470588235,0.014495318352941175,0.01449780211764706,0.014497210941176472,0.014495388470588236,0.014492020470588238,0.014490482529411767,0.01448978117647059,0.014487710529411765,0.014484829470588236,0.014481800294117648,0.014479237294117646,0.01447741988235294,0.014476270647058823,0.014474527735294116,0.014472627911764704,0.014470822911764705,0.014468665441176469,0.0144667425,0.01446479955882353,0.014463029794117647,0.014461638794117647,0.014462098794117648,0.014460872852941177,0.014458773205882354,0.014458092647058822,0.014458496235294117,0.014459036647058821,0.014459275705882351,0.01445870676470588,0.014457934117647056,0.014457957323529407,0.014458263558823528,0.01445880676470588,0.01445971758823529,0.01446059694117647,0.014461554235294117,0.014459042352941176,0.014454589,0.01445101582352941,0.014449265411764707,0.01444840694117647,0.014448263852941177,0.014448297882352941,0.014447895764705882,0.014447287058823529,0.014447267058823529,0.014447474088235294,0.014447772852941177,0.014448480088235294,0.014448871352941177,0.01444944673529412,0.014450288500000004,0.014450722970588234,0.014454481117647062,0.014459915764705886,0.014464682352941178,0.014467693529411765,0.014469979588235293,0.014471557176470586,0.014472885911764703,0.01447463638235294,0.014476508617647058,0.014477801794117647,0.014478766058823528,0.014479686411764704,0.014480231647058821,0.014481107352941176,0.014481827499999999,0.014476655323529411,0.014475768970588235,0.014476608117647059,0.0144783815,0.014480307911764705,0.014481954617647059,0.014483587441176471,0.014483922235294119,0.014484397235294119,0.014485304294117648,0.014486665470588233,0.014488615941176468,0.014490798000000001,0.014492897764705883,0.01449496388235294,0.014496908705882354,0.014498630176470587,0.014506011176470587,0.014509552999999998,0.014511854999999999,0.014513374264705881,0.014514447382352942,0.014515558147058825,0.014516761441176472,0.014519266764705885,0.014521727,0.01452377005882353,0.014525432647058823,0.014526548382352941,0.014527389970588235,0.01452824726470588,0.014528995794117646,0.014524912735294116,0.01452297426470588,0.01452065338235294,0.014518859970588233,0.01451771138235294,0.014517446323529411,0.014517533176470587,0.014518521999999999,0.014519872176470588,0.014521293,0.014523146352941177,0.014525529470588236,0.014528365764705883,0.014531702029411767,0.014535395205882354,0.014539085823529412,0.014543210470588234,0.01455248576470588,0.014560366176470586,0.014568747558823529,0.014576310794117647,0.014582739264705885,0.014588452941176474,0.014593736970588236,0.014598204735294119,0.014602449617647058,0.01460675555882353,0.014610680852941175,0.014613786147058822,0.014616702264705883,0.014619319794117647,0.014621562558823527,0.014623433294117645,0.014627921411764708,0.014633057941176471,0.014637670588235294,0.014641756088235295,0.01464576838235294,0.014649702735294118,0.014653739823529414,0.014658223764705883,0.014662813588235294,0.014667060529411767,0.014671141764705882,0.014674740529411767,0.014678530794117649,0.014682108441176471,0.014686006970588236,0.014689343676470588,0.01469311855882353,0.014694004323529412,0.014694128088235293,0.014694095617647056,0.014694306735294116,0.014694438999999998,0.0146952735,0.014695905852941176,0.014696312029411766,0.014697268264705883,0.014698814794117648,0.014700616205882354,0.014702802647058824,0.014705229852941178,0.014707487500000001,0.014711414088235297,0.01471982444117647,0.014730120499999999,0.014739994441176473,0.014748998794117648,0.0147575635,0.014767266264705883,0.014777368705882355,0.014786697500000005,0.014796245264705883,0.014805972058823532,0.014814916352941177,0.014822885323529414,0.014829277382352943,0.01483537517647059,0.014841516029411765,0.01484815044117647,0.014852924617647057,0.01485395155882353,0.014852829911764705,0.014852095441176468,0.014851877911764703,0.014852446499999998,0.01485219561764706,0.01485215455882353,0.01485262767647059,0.014852788794117647,0.014852834470588236,0.014853057911764707,0.014853796558823528,0.014855630382352943,0.014857490264705881,0.014859669058823528,0.014861974588235297,0.014865806117647056,0.014872110529411764,0.014880400352941177,0.014889939352941176,0.014900455588235292,0.014910015294117644,0.014918927058823528,0.014926485588235294,0.014933471705882351,0.014940326647058825,0.01494695405882353,0.014952650735294122,0.014958029588235293,0.014963998882352943,0.01497014441176471,0.014976011411764708,0.014981349411764707,0.014985150411764707,0.014986876294117647,0.014986314911764706,0.01498419379411765,0.014981179147058824,0.01497926355882353,0.01497790220588235,0.014977689676470589,0.014977881029411763,0.014978103029411764,0.01497815432352941,0.014979142382352942,0.014980689970588238,0.014993297794117651,0.015005890147058824,0.015016152970588236,0.015025794852941176,0.015035269911764711,0.015043605676470591,0.015051391411764706,0.015059143529411767,0.015067195411764704,0.015074262470588237,0.015081139176470588,0.01508799023529412,0.015094802529411769,0.015101441058823531,0.015107428735294118,0.015112745029411767,0.01511818929411765,0.015112736,0.01510744682352941,0.015104519411764706,0.015102780117647057,0.015101216058823527,0.015100348411764705,0.015100750176470586,0.015101633352941176,0.015102439352941173,0.015103991882352938,0.015105972235294115,0.015107977470588233,0.01511020494117647,0.015112966882352941,0.015116833676470588,0.015119515156250003,0.015122015866666668,0.01512414,0.015126334692307692,0.01512848741666667,0.015130214454545458,0.015131937000000002,0.015133861000000002
pNuLoCDScore	-0.030951770196078476,-0.043279840784313794,-0.05427648254901968,-0.061474850196078484,-0.0588172001960785,-0.05703562666666678,-0.055841767254902086,-0.05624099019607853,-0.058511306078431496,-0.05604179576470594,-0.05400071871657766,-0.05008383529411767,-0.045099161266968335,-0.038226511218487386,-0.03147236231372555,-0.026075220992647058,-0.024441026470588212,-0.01530859411764704,-0.0075565458823529386,-0.0032933570588234984,-0.008846194705882326,-0.013964232941176408,-0.01958591058823525,-0.02541571294117645,-0.03145517647058818,-0.038976050588235306,-0.047317177647058783,-0.056912103529411784,-0.06831901823529413,-0.08123015135294118,-0.0964328835294117,-0.11207529847058822,-0.12476765164705883,-0.1326737595882353,-0.13847354488235292,-0.14491140064705887,-0.15172131270588235,-0.15838622858823528,-0.1641891081764706,-0.167627385,-0.16738054064705882,-0.16463387811764704,-0.16012405476470581,-0.1543522218235294,-0.14649712523529412,-0.13792420711764708,-0.1273486605294118,-0.11551372764705886,-0.10309485800000004,-0.0929423691764706,-0.08468729141176473,-0.07596421988235295,-0.06683110070588238,-0.05733875200000002,-0.047563355117647046,-0.038306817705882346,-0.03061927105882353,-0.025178610764705883,-0.020547781411764714,-0.016517422029411765,-0.01325323144117646,-0.01083685208823529,-0.008992437264705881,-0.007828604794117639,-0.006901397323529412,-0.005949398264705884,-0.005154868088235289,-0.004498302735294118,-0.0039201385000000016,-0.0034051312058823585,-0.0029422840882352957,-0.0025229537352941204,-0.002139832735294122,-0.00178262497058824,-0.001452445558823531,-0.0011470063823529417,-0.0008622206764705917,-0.0005987091470588263,-0.0003503502647058815,-0.0001129761470588242,0.00011888073529411729,0.00012901232352941112,0.000136478441176471,0.00014301979411764781,0.00014987538235293994,0.00015725026470588682,0.00016303502941176704,0.00016816579411764974,0.00017447214705882536,0.00018140455882353392,0.00018513367647059013,0.00018974888235294418,0.00019502597058823623,0.00020022423529411984,0.00020622211764705772,0.00021224458823529413,0.00021007794117647131,0.00020077629411764837,0.00019257694117646995,0.00018333176470588554,0.00017355941176470588,0.0001629434705882355,0.00015169182352941027,0.00013962782352941287,0.00012656870588235482,0.00011163629411764346,9.635164705882118e-05,8.194135294117312e-05,6.907908823529374e-05,5.754252941176513e-05,4.668776470588554e-05,3.574361764706151e-05,2.103767647059114e-05,1.8809911764706977e-05,1.4990176470589325e-05,1.2596176470588277e-05,9.850588235296026e-06,7.634470588234465e-06,5.9371764705891394e-06,5.036294117645099e-06,5.351882352937903e-06,6.5360000000014296e-06,9.11188235293986e-06,1.1850647058825672e-05,1.4619823529413503e-05,1.6729176470588192e-05,1.7818058823530422e-05,1.9424970588237042e-05,2.4576705882354416e-05,2.9125176470589514e-05,3.0079323529415627e-05,3.0908705882353935e-05,3.2194176470589156e-05,3.4104000000001813e-05,3.609911764705827e-05,3.807805882352806e-05,3.886123529411693e-05,3.875094117646895e-05,3.8065352941176606e-05,3.66479999999985e-05,3.411794117646853e-05,3.0517294117644173e-05,2.681064705881836e-05,2.3472235294115865e-05,2.123955882352667e-05,1.6066617647058842e-05,1.6448735294114294e-05,1.6636294117642128e-05,1.6848705882350698e-05,1.5629470588232955e-05,1.3852764705881912e-05,1.083282352941535e-05,8.087294117650745e-06,6.02317647059071e-06,4.301823529413024e-06,3.4567058823532087e-06,3.4242352941176585e-06,4.259117647061744e-06,6.080117647060818e-06,7.87299999999852e-06,8.564411764703031e-06,7.540852941174611e-06,4.872441176469872e-06,6.790882352957633e-07,-3.3468529411755793e-06,-6.016441176473139e-06,-7.2187941176481835e-06,-6.616500000002426e-06,-5.021264705884834e-06,-2.8508235294134876e-06,-4.844117647076485e-07,1.5871764705872177e-06,3.482235294118355e-06,5.259352941176798e-06,6.801000000002458e-06,7.939117647058971e-06,1.0524176470591215e-05,9.070941176470004e-06,7.158205882352997e-06,7.918382352940095e-06,9.774647058820307e-06,1.1243764705883008e-05,1.21523529411742e-05,1.2386588235293455e-05,1.2030294117646584e-05,1.1636735294117892e-05,1.054958823529413e-05,9.408823529412011e-06,8.130176470586697e-06,6.349235294116767e-06,4.240411764704771e-06,2.051999999998916e-06,-1.6112352941195784e-06,-1.5430882352937547e-06,4.705441176471037e-06,9.815500000001295e-06,1.224647058823726e-05,1.3610735294117965e-05,1.4116911764706919e-05,1.3965676470587343e-05,1.3507382352940384e-05,1.251667647058502e-05,1.1678470588234388e-05,1.101452941176112e-05,1.0454941176468377e-05,1.0565588235292647e-05,1.1168764705879117e-05,1.2016882352940822e-05,1.4438176470586706e-05,1.6434294117647838e-05,1.1675205882352019e-05,6.319264705883371e-06,3.113382352943478e-06,1.1008823529445877e-06,2.6500000000449775e-07,5.570588235831453e-08,-9.8411764702655e-08,-4.717647058768981e-07,-8.877058823505979e-07,-2.3721176470540423e-06,-4.134529411760346e-06,-5.8209411764702235e-06,-7.702058823525967e-06,-9.82023529411645e-06,-1.3711999999999058e-05,-1.726364705882319e-05,-1.7663235294118618e-05,-1.685329411764587e-05,-1.6355705882353452e-05,-1.5931705882354583e-05,-1.626841176470724e-05,-1.7366647058827955e-05,-1.815382352941472e-05,-1.8119529411768365e-05,-1.7134941176472074e-05,-1.5056058823533988e-05,-1.1896176470592434e-05,-8.545705882354732e-06,-5.525529411767177e-06,-2.2601764705903332e-06,6.238999999998163e-06,1.5867588235287874e-05,2.3742176470586615e-05,3.060705882352438e-05,3.754341176470319e-05,4.4282411764703586e-05,5.092435294117535e-05,5.8167470588236375e-05,6.528629411764811e-05,7.107873529412119e-05,7.564850000000081e-05,7.962144117647403e-05,8.282302941176739e-05,8.564391176470523e-05,8.901164705882314e-05,9.185226470588212e-05,8.943761764706147e-05,8.230579411764964e-05,7.557114705882342e-05,6.844350000000284e-05,6.097844117647008e-05,5.3173205882354677e-05,4.524902941176363e-05,3.7298735294117105e-05,2.9305205882353136e-05,2.220205882352659e-05,1.6215911764707117e-05,1.0489794117645584e-05,4.614794117646648e-06,-1.4427941176457099e-06,-7.804470588233456e-06,-1.4231764705878447e-05,-2.3134558823528426e-05,-2.5366617647057388e-05,-2.7594617647055605e-05,-2.8463617647057904e-05,-2.8362558823526174e-05,-2.736338235293824e-05,-2.5858794117645037e-05,-2.4126617647059548e-05,-2.218979411764549e-05,-2.0426794117643643e-05,-1.9782588235296716e-05,-1.9191941176468358e-05,-1.7996000000001025e-05,-1.6655058823528482e-05,-1.5157999999999491e-05,-1.3128588235293212e-05,-8.386088235293188e-06,-2.0438529411744705e-06,2.2599705882357657e-06,5.133735294118175e-06,6.2167352941171206e-06,6.451088235291669e-06,6.2889117647037945e-06,6.085382352942134e-06,5.692676470587729e-06,5.353911764703276e-06,5.749323529410932e-06,6.677676470587951e-06,7.170382352943497e-06,7.329676470589977e-06,7.28561764705947e-06,7.096117647055131e-06,8.305499999999855e-06,6.796147058821603e-06,6.6295000000007875e-06,6.5557941176450085e-06,7.80108823529406e-06,9.178088235294382e-06,1.1006499999998906e-05,1.2614205882353902e-05,1.4392323529410084e-05,1.6370029411764617e-05,1.803326470588458e-05,1.911279411764659e-05,1.9987735294114614e-05,2.141267647058631e-05,2.3085911764702746e-05,2.4967235294118262e-05,2.534067647058484e-05,2.3745117647059125e-05,2.173964705882124e-05,1.971558823529382e-05,1.801064705882205e-05,1.6732529411762898e-05,1.5393470588235744e-05,1.3460529411764288e-05,1.1119647058823595e-05,8.418529411764047e-06,5.543705882352784e-06,2.703764705881684e-06,2.192058823572568e-07,-2.1715588235261124e-06,-5.0339117647034415e-06,-8.029470588234722e-06,-8.300205882350378e-06,-7.331352941175595e-06,-5.546088235290972e-06,-2.9662647058805586e-06,-1.5620588235277372e-06,-1.7686470588224035e-06,-2.456529411760597e-06,-2.3698823529393065e-06,-2.1910294117615664e-06,-2.217911764702471e-06,-1.966382352940055e-06,-1.5809117647046927e-06,-1.1517647058850028e-06,-1.0604411764744692e-06,-4.90647058825483e-07,-2.1529411765516815e-08,-2.29238235294367e-06,-7.091617647060969e-06,-1.1522058823534506e-05,-1.6744529411765255e-05,-2.1381088235296677e-05,-2.343611764706044e-05,-2.3990117647062006e-05,-2.5018823529414716e-05,-2.5862558823534082e-05,-2.5853411764710163e-05,-2.52495882352953e-05,-2.4490117647060772e-05,-2.3651235294115322e-05,-2.2989735294113092e-05,-2.2703647058818638e-05,-2.2553323529407934e-05,-1.965561764705713e-05,-1.4543852941174829e-05,-9.841617647058515e-06,-4.626382352941605e-06,1.2456176470589109e-06,5.608058823531811e-06,8.853117647060135e-06,1.2495058823530636e-05,1.569435294117988e-05,1.8382264705884763e-05,2.0162264705882865e-05,2.2676382352941962e-05,2.533585294117388e-05,3.1012382352937906e-05,3.801267647058487e-05,4.508341176470525e-05,4.940523529411815e-05,5.194829411764995e-05,5.510658823529649e-05,5.7916823529416406e-05,5.979041176470967e-05,6.1322647058824e-05,6.278858823529493e-05,6.363417647058979e-05,6.485558823529289e-05,6.683658823529448e-05,6.906711764705954e-05,7.078070588235376e-05,7.096411764705851e-05,6.786052941176561e-05,6.054370588235401e-05,5.21492941176465e-05,4.227211764706168e-05,3.665247058823491e-05,3.117100000000171e-05,2.4420999999996695e-05,1.7258764705881113e-05,1.054623529411769e-05,4.324352941174545e-06,-6.030588235311773e-07,-4.78717647058903e-06,-1.019232352941421e-05,-1.5677264705884347e-05,-2.1555558823530344e-05,-2.6652911764705675e-05,-3.105961764706018e-05,-3.241138235294226e-05,-3.2358676470589307e-05,-3.0381676470590813e-05,-2.8383735294118875e-05,-2.8908323529412694e-05,-2.8937323529411307e-05,-2.6736823529414228e-05,-2.330405882353115e-05,-2.0200647058824656e-05,-1.814417647058933e-05,-1.75638823529424e-05,-1.6593617647060743e-05,-1.4670588235296891e-05,-1.2559352941176813e-05,-9.858676470589356e-06,-7.024911764708444e-06,-4.202617647060258e-06,-1.4755588235298989e-06,-2.5964411764708983e-06,-7.5097941176476696e-06,-9.857029411766693e-06,-9.507794117647253e-06,-9.68570588235143e-06,-1.0232382352939884e-05,-1.0738764705879936e-05,-1.1379941176468955e-05,-1.1419705882351194e-05,-1.0667058823526573e-05,-1.0483235294112686e-05,-1.0490705882350987e-05,-1.0326676470585883e-05,-1.0846235294114173e-05,-1.1150205882349065e-05,-1.1265735294113677e-05,-8.319382352942398e-06,-1.0788235293816839e-07,8.89994117647501e-06,1.5416941176470828e-05,1.928658823529411e-05,2.17157352941158e-05,2.3259294117644602e-05,2.4990147058820758e-05,2.7349323529411024e-05,2.9241558823528413e-05,3.03277058823527e-05,3.099320588235109e-05,3.1206323529410496e-05,3.1360294117644544e-05,3.166061764705609e-05,3.153899999999536e-05,2.5932352941177364e-05,2.1287852941172594e-05,1.6692352941173258e-05,1.3699147058822414e-05,1.261438235294031e-05,1.1975029411765564e-05,1.2030264705885363e-05,1.103632352941579e-05,9.760852941178774e-06,8.795676470590291e-06,8.863676470585724e-06,9.849882352939987e-06,1.111158823529669e-05,1.266611764706195e-05,1.3856529411764018e-05,1.508120588235469e-05,2.197485294117528e-05,3.0242205882352602e-05,3.2944882352939006e-05,3.347349999999888e-05,3.306635294117628e-05,3.249276470588397e-05,3.1970705882353526e-05,3.283920588235262e-05,3.4869529411766034e-05,3.6422705882352066e-05,3.710458823529689e-05,3.6816705882354583e-05,3.57503823529403e-05,3.449220588235165e-05,3.328338235293951e-05,3.2087088235292424e-05,2.6282558823529853e-05,1.6963088235292384e-05,1.1100382352942709e-05,7.004970588234474e-06,4.337117647058852e-06,2.9989411764689416e-06,1.9750294117625022e-06,1.760558823527339e-06,6.0541176470294e-07,-4.3400000000054506e-07,-6.237058823525127e-07,9.682352941284278e-08,1.817382352942154e-06,4.312058823532222e-06,7.147941176474312e-06,1.0090029411765483e-05,1.8297735294117712e-05,2.9511500000000898e-05,3.971279411764568e-05,4.988758823529574e-05,5.859941176470686e-05,6.529294117647334e-05,7.09197647058863e-05,7.521497058823705e-05,7.833255882353125e-05,8.115661764705913e-05,8.360920588235295e-05,8.515138235293956e-05,8.542038235293849e-05,8.50002352941158e-05,8.392458823529292e-05,8.247673529411526e-05,8.022282352941092e-05,7.543564705882709e-05,7.269176470588515e-05,6.892302941176494e-05,6.544529411764768e-05,6.302911764705446e-05,6.124979411764424e-05,6.000285294117773e-05,6.001902941176439e-05,6.036397058823556e-05,6.0304970588237125e-05,6.0460911764707165e-05,6.095438235294466e-05,6.182852941176604e-05,6.278864705882431e-05,6.444441176470944e-05,6.591038235294333e-05,6.519714705882293e-05,6.09463823529402e-05,5.645749999999908e-05,5.233952941176116e-05,4.853835294117703e-05,4.473626470588056e-05,4.153367647058599e-05,3.7682088235293024e-05,3.349844117647195e-05,3.020773529411637e-05,2.7673029411765318e-05,2.5875676470587736e-05,2.4271852941175343e-05,2.3121411764706612e-05,2.148052941176523e-05,2.207041176470817e-05,2.670588235293911e-05,3.6116176470587374e-05,4.5866352941180064e-05,5.4903176470591855e-05,6.325676470588307e-05,7.282726470588495e-05,8.209520588235535e-05,9.079164705882818e-05,9.993323529411749e-05,0.0001087037941176483,0.00011610155882352952,0.00012226911764706,0.00012647473529411868,0.0001301453235294115,0.000134028529411764,0.00013673635294117296,0.000133100176470587,0.0001238310588235307,0.00011283547058823194,0.00010309664705882016,9.431441176470379e-05,8.518023529411473e-05,7.482691176470546e-05,6.545705882352558e-05,5.638241176470632e-05,4.68167352941154e-05,3.7918117647058394e-05,3.0172588235292258e-05,2.4519176470585297e-05,2.0255205882353106e-05,1.5974235294115985e-05,1.151861764705879e-05,9.049970588240544e-06,1.1854558823526026e-05,1.928061764705849e-05,2.83049117647087e-05,3.806144117647278e-05,4.800908823529397e-05,5.7819676470583295e-05,6.677249999999767e-05,7.385791176470376e-05,8.068291176470399e-05,8.749217647058966e-05,9.389614705882302e-05,9.8854176470594e-05,0.00010239920588235064,0.00010650861764706192,0.00011047535294118199,0.00011403682352941098,0.00011554329411765131,0.00011303988235294299,0.00010647594117647007,9.637555882353009e-05,8.37382058823579e-05,7.116385294118031e-05,6.033650000000258e-05,5.141661764705707e-05,4.4217970588237426e-05,3.755438235293791e-05,3.114897058823472e-05,2.550358823528824e-05,2.111279411764859e-05,1.669108823529504e-05,2.315338235294069e-05,2.987873529411607e-05,3.4803558823529035e-05,4.064444117646976e-05,4.8393617647064444e-05,5.729076470588519e-05,6.71976176470565e-05,7.796438235294252e-05,8.793185294117371e-05,9.636026470588588e-05,0.00010344949999999999,0.0001101092058823569,0.00011669950000000456,0.00012328673529412096,0.0001282863529411763,0.00013205505882352836,0.00012489149999999824,0.00010684585294117553,9.129385294117352e-05,7.872455882352962e-05,6.751020588234569e-05,5.761038235293538e-05,4.895699999999878e-05,4.160664705881931e-05,3.443794117647184e-05,2.817688235293679e-05,2.285270588234939e-05,1.7981999999994516e-05,1.3174941176464366e-05,8.76388235293915e-06,5.538147058822829e-06,4.0886470588207685e-06,1.325862132353292e-06,9.279866666668177e-06,1.6693176470589793e-05,2.1815280542986093e-05,2.5707299019612703e-05,2.8998395721931483e-05,3.158858823529634e-05,3.3110823529415925e-05,3.2227647058825915e-05,3.142164705882862e-05,2.9869117647064042e-05,2.7888764705887373e-05,2.5883529411768746e-05,2.3656058823531487e-05,2.0894117647060964e-05,1.7027323529414384e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
