UniprotID	Q9BZL4-2
pNuLoCDScore	-0.06776675581699354,-0.08447229287581703,-0.1000656152287582,-0.11102579169934645,-0.11887034228758173,-0.1285495752287582,-0.1338931258169935,-0.13638582875816999,-0.13751010111111114,-0.12297832747058829,-0.10879312048128348,-0.09732669676470587,-0.08814555398190044,-0.07951507226890758,-0.07015908800000001,-0.060891830625000004,-0.04903956823529412,-0.02621244647058829,-0.003957810588235328,0.014551857647058797,0.030889620588235273,0.049166045882352905,0.06296363705882344,0.07295670588235295,0.08038721176470584,0.08636014588235297,0.08898789058823531,0.09183105764705882,0.09539121705882347,0.09985519235294116,0.1030482676470588,0.1050861647058823,0.10403097588235291,0.10057690117647067,0.09684282647058828,0.09188388588235297,0.08495537058823527,0.07655739588235294,0.06805688117647063,0.0600385470588235,0.05298256411764707,-0.019980615882352976,-0.030986227058823562,-0.03911791705882353,-0.04323585823529413,-0.045466876470588224,-0.04786643058823528,-0.0490873282352941,-0.04932730235294114,-0.048530930588235266,-0.04347589711764707,-0.03969016780748666,-0.0360384230392157,-0.03263534977375565,-0.03062528403361342,-0.029761110039215666,-0.028828886249999963,-0.026398030588235283,-0.01504814941176466,-0.004299570588235296,0.004065931764705877,0.01094263470588236,0.018857359411764668,0.025960101176470574,0.031316382941176446,0.036001178235294085,0.03949150470588236,0.04444072705882354,0.04920732000000003,0.05427306882352939,0.05938120705882355,0.06564278882352942,0.07205503235294114,0.07701356470588236,0.08125876764705878,0.08399674352941175,0.08289664117647058,0.08004697411764702,0.07594934058823527,0.07124748,0.06732590588235288,0.06288901470588235,0.0585395594117647,0.05424979647058828,0.04959916000000006,0.04459299941176481,0.039364433529411796,0.03396544588235306,0.0279530247058824,0.01824893117647064,0.011145580588235365,0.0042893864705883245,0.00018178000000002026,-0.003840584117647039,-0.008381089999999952,-0.011257550588235299,-0.013715242941176403,-0.015870508823529417,-0.017793687058823504,-0.019080918823529386,-0.020033395882352978,-0.020920060588235367,-0.021742355882352987,-0.022597097647058917,-0.023534545294117665,-0.02053764470588243,-0.015047171176470642,-0.011911136470588307,-0.010312610588235266,-0.0077505600000000174,-0.002908441764705866,0.001363301176470627,0.003553274117647054,0.005358044705882387,0.007088357647058868,0.008645029411764649,0.009644741764705922,0.010743698235294169,0.011966384705882405,0.012491711764705898,0.013428133529411773,0.014793197647058831,0.008885051176470538,0.0055222876470587545,0.0029003470588234437,-0.0015407694117647308,-0.008252853529411824,-0.015565128235294184,-0.021794862941176524,-0.027833762352941216,-0.03453012058823535,-0.04171414411764704,-0.04832086705882355,-0.055360378235294105,-0.06251968294117649,-0.06919743411764709,-0.07567743411764705,-0.08281826823529406,-0.08691006494117637,-0.08856292494117637,-0.09132210964705875,-0.09205701229411761,-0.08976201523529406,-0.08681099641176465,-0.08371254523529409,-0.07985021699999997,-0.07472208170588235,-0.06903416970588239,-0.0635672235882353,-0.05787161123529416,-0.05165053770588238,-0.04537359123529411,-0.03932674005882353,-0.0323777535882353,-0.02505144217647065,-0.021341394882352982,-0.01601554605882352,-0.010695833411764694,-0.007380200176470619,-0.00482531900000005,-0.0018111060588235361,0.000765640411764662,0.003022685117647028,0.004654717823529414,0.006506957352941156,0.008608511823529397,0.010045705941176486,0.011136884764705896,0.012066150647058793,0.012108747117647034,0.011925570647058847,0.01180791452941174,0.01163595276470586,0.011209346294117656,0.010570930117647093,0.009878218352941198,0.008985907764705897,0.0077594489411765555,0.00638464305882358,0.005117146588235311,0.003903060941176484,0.002433638823529427,0.001210126470588213,0.0005915635294117538,0.00034858176470592417,0.00141220117647059,0.0026449388235294247,0.0036782200000000653,0.004427356470588284,0.005196862352941173,0.0058730694117646864,0.006559629411764717,0.007520738823529438,0.008529521176470545,0.009516933529411714,0.010148565294117617,0.009451634117647018,0.008874824117647034,0.00876958058823532,0.008226235882352967,0.006975133823529378,0.004223884176470627,0.000147247117647048,-0.003420998764705918,-0.006412251705882416,-0.008883997000000005,-0.010902335823529397,-0.012754062294117657,-0.014776801705882331,-0.016920771117647032,-0.018813356999999975,-0.02026039876470584,-0.020234985823529367,-0.01901616523529409,-0.018205680529411766,-0.01769651582352949,-0.01644080552941174,-0.014038926764705917,-0.010392770058823553,-0.007030403000000018,-0.004316241823529382,-0.00240023123529412,-0.0010676530000000017,-9.198005882349314e-05,0.000834619941176451,0.002080659352941161,0.0033509034705882512,0.004231189941176439,0.004847726411764702,0.00429789935294117,0.003542484058823514,0.0030026875882353254,0.0024220317058823437,0.0008458061176470633,-0.0014085535294117157,-0.003414390235294107,-0.00472755258823529,-0.0052822237647058845,-0.005368796705882334,-0.0050467190588235344,-0.004496248470588243,-0.004038706117647062,-0.003871622588235285,-0.0034838861176470226,-0.00294123729411766,-0.002679475529411751,-0.002221104352941178,-0.0011820378823529376,-0.000433960235294073,0.0017593791764706213,0.004734303294117614,0.007261237647058855,0.00905405552941177,0.01067022082352942,0.011553814352941116,0.011828243176470521,0.01194674788235292,0.011921986117647027,0.012078233176470554,0.012336085529411733,0.01218797788235293,0.0123682325882353,0.012720754352941205,0.012681176117647103,0.012421960823529393,0.011171169647058804,0.008564219058823569,0.006243182000000014,0.004593117647058803,0.003352495294117658,0.0024296794117647513,0.002253385294117699,0.0024107700000000343,0.0025946964705882702,0.002824622352941203,0.002956539411764769,0.0031921135294118164,0.0035169205882353005,0.0036301900000000054,0.003831402941176426,0.004342498823529384,0.0032193547058823324,0.004832860588235288,0.006346705294117627,0.0073760211764705985,0.008158828823529418,0.009323084705882362,0.010157745294117643,0.01070004176470582,0.011140155882352898,0.011542767058823511,0.0119382864705882,0.012207636470588201,0.012436181176470551,0.012728022941176448,0.012960696470588257,0.013102331764705877,0.014459397058823542,0.015828125294117618,0.01582169647058823,0.01568156705882351,0.015466994705882336,0.014925618823529413,0.014029189411764731,0.012941995294117686,0.011886873529411812,0.010802942941176452,0.009789054705882316,0.009020954705882323,0.008348598823529424,0.007558948823529393,0.006762984117647031,0.005960989999999999,0.005511958235294101,0.003889902352941177,0.003674455294117668,0.00371667882352944,0.00364736176470587,0.0036449547058823306,0.0038401352941176414,0.004234165882352925,0.004731281176470592,0.005257533529411801,0.005702313529411779,0.006040234117647092,0.006190659411764693,0.006319940588235318,0.006467191764705893,0.006629754705882396,0.006476643529411796,0.0058963858823529725,0.005161773529411773,0.004220092352941185,0.0032014170588235136,0.0023518835294117912,0.0015972411764705874,0.0008848023529411664,0.00011621941176465089,-0.0007267194117647202,-0.001529857058823525,-0.002151170000000008,-0.0026864276470588144,-0.003084786470588269,-0.003382415882352968,-0.003644558823529459,-0.0045588276470588385,-0.004410952941176494,-0.004113822941176515,-0.003672686470588271,-0.0027424305882353117,-0.0018313423529412176,-0.000995390588235362,-0.00024244764705882993,0.0005099605882352976,0.0013533835294117225,0.0023003558823529446,0.00324089058823529,0.004059375882352917,0.004802971764705871,0.005457674705882376,0.006092539411764714,0.007408364117647059,0.008787787647058815,0.009409727058823536,0.009986807058823544,0.010218775882352982,0.010125731176470587,0.01004984941176476,0.009995860000000023,0.010024031764705899,0.010061431176470625,0.010093968235294098,0.010041133529411744,0.009965684705882355,0.009991307647058856,0.010050091176470599,0.01007353352941176,0.01013156705882351,0.00925223,0.00903442529411766,0.008647185294117649,0.008221562352941192,0.008087642352941182,0.007956503529411768,0.007801585294117647,0.007732548823529417,0.007590771764705906,0.007361094117647071,0.007063187647058822,0.006805057647058826,0.006376742352941139,0.005922101764705895,0.00546554941176472,0.0049528658823529415,0.0045714835294117795,0.004302899411764705,0.004089770588235286,0.00404132352941175,0.003962269411764696,0.0038041229411764355,0.0036185482352941445,0.0032783199999999735,0.0028132982352940816,0.0023558623529411626,0.0019117082352941295,0.0014929970588235808,0.0011461611764706225,0.0008392064705881885,0.0005222664705882285,-9.492941176442171e-06,-0.00030544294117648696,-0.000651867058823502,-0.0008393535294117516,-0.001161731176470615,-0.0014615711764705552,-0.0017269105882352642,-0.001936129411764742,-0.0020698670588235046,-0.0019198211764705486,-0.0017433129411764114,-0.0015538194117646897,-0.0013361152941176735,-0.0011131352941176342,-0.0009400299999999806,-0.0007032394117647001,-0.00022540941176474316,0.00029626705882351834,0.0005698752941176444,0.0006883658823529648,0.000763886470588282,0.0008458982352941569,0.0009630570588235465,0.0011299805882352965,0.0012422335294118014,0.0011937394117646771,0.0009922858823528946,0.0008055235294117669,0.0006534829411764531,0.0005233917647058661,0.0003919694117647532,0.00024297764705880076,0.00020274235294118204,-0.0001572747058823376,-0.00040760823529412127,-0.0005130594117646881,-0.000597977647058795,-0.0006473652941176578,-0.0007258447058823281,-0.0009525852941176249,-0.0011542176470588361,-0.0013292964705882149,-0.001381267647058787,-0.0014590582352941028,-0.001594242941176438,-0.0017472988235293918,-0.001914202941176446,-0.002112532352941149,-0.0024150123529411704,-0.0027249529411764173,-0.0028619852941176305,-0.002966130588235333,-0.0030821805882353392,-0.003231837647058866,-0.0034381452941176782,-0.003541832941176465,-0.0035522776470588435,-0.003556632941176474,-0.003493845882352936,-0.003393136470588254,-0.0032360370588235543,-0.0030457735294117383,-0.002814427647058887,-0.0025341017647058928,-0.0021973382352941107,-0.002112639411764733,-0.0021031229411765107,-0.0018494747058823424,-0.0013562729411764618,-0.0011097764705882418,-0.0008556305882353177,-0.0005072982352941346,-0.0002273429411764616,6.2364705882334e-05,0.0002988582352940472,0.0004999747058823112,0.0007606299999999566,0.0010352735294116844,0.0012742294117646658,0.001436846470588199,0.0015086258823529264,0.0019181488235293642,0.002656331176470572,0.0030225211764705884,0.0028556558823529254,0.0027117358823529336,0.0028678211764705808,0.0029920217647058656,0.003016531764705871,0.002996968235294162,0.0029579229411765273,0.002921558235294164,0.00277862235294124,0.0024885747058824015,0.002186426470588282,0.0019432223529412262,0.0013351458823529783,0.0009102182352941635,0.0005559000000000258,0.000250390000000017,0.0002697247058823793,0.0005385035294117879,0.0005170388235294643,0.0004489076470588771,0.0004222523529411881,0.0004110041176470791,0.0004810682352941187,0.0006012311764705958,0.0006155776470588292,0.0007353076470587583,0.0009032499999999666,0.0010502758823529301,0.0015605341176470333,0.0023120711764705593,0.0024690858823529227,0.0021739341176469917,0.001857957058823495,0.001516579411764668,0.0012143847058823098,0.0009587252941176128,0.0007177899999999959,0.0005283988235293691,0.00027798705882350894,-6.898941176472495e-05,-0.00033063941176469935,-0.00046898823529403777,-0.0006181923529411104,-0.0007761858823529533,-0.0018344229411764723,-0.002900669411764728,-0.0035564141176470665,-0.0036317988235294307,-0.0036701847058823456,-0.003665895882352943,-0.0036193129411764835,-0.003647771764705876,-0.0036677805882352754,-0.003757898235294127,-0.003825762941176425,-0.0037913911764705654,-0.0037230917647058936,-0.0037837617647059063,-0.0038306923529412285,-0.0038562711764706104,-0.002993895294117699,-0.001579679411764734,-0.000805051176470617,-0.00039002529411760745,-0.00014457764705883003,3.598529411766305e-05,0.00014045764705886143,0.0002388970588235173,0.0003194870588235088,0.0004134452941176314,0.0005207399999999363,0.0006054858823529019,0.0006879164705881902,0.000799988823529385,0.000905595882352922,0.0009941517647058806,0.001324765294117708,0.000777894705882437,0.0005813635294118491,0.0006283141176470775,0.0007475641176470371,0.000859092352941182,0.0010372594117646627,0.0012390241176470362,0.0014446576470588113,0.0017006564705882576,0.001950374705882385,0.0021535070588236116,0.0023213394117647668,0.00243936352941182,0.0025411135294118037,0.0026838923529411973,0.002600984705882353,0.002271870588235275,0.0019458123529411397,0.001631087058823505,0.0013963829411765272,0.0012773947058823953,0.0012245729411764772,0.0011725729411765085,0.0011566582352941224,0.0011188247058823153,0.0010604729411764768,0.0010262117647058533,0.0010662394117646745,0.0011581676470587832,0.0012928499999999843,0.001414432941176491,0.0018174505882352643,0.0024495658823529276,0.0030167570588235104,0.0034572211764705985,0.003807226470588204,0.00405012882352937,0.004145734705882365,0.004049172352941138,0.0038643217647059414,0.003671394705882347,0.003453564117647051,0.0032227241176469856,0.002928491764705915,0.0026246511764706215,0.002289932352941171,0.0019446105882352516,0.001274937058823561,0.00022735470588233775,-0.000805144705882388,-0.0016799958823529582,-0.002366857058823585,-0.002969270000000024,-0.003489122352941215,-0.003765808235294127,-0.0038277976470588726,-0.0038533423529411304,-0.003890530000000031,-0.0039016664705882054,-0.0039034623529412282,-0.003920145294117688,-0.003968077058823544,-0.004036567647058842,-0.004716575294117675,-0.004997839411764654,-0.004934820588235217,-0.004848915294117628,-0.004777379999999942,-0.004756425294117628,-0.004733176470588213,-0.004756901176470596,-0.00491599823529415,-0.005111813529411813,-0.005249706470588256,-0.005368143529411812,-0.005488095882352967,-0.005606881764705862,-0.005702284705882327,-0.005768619411764653,-0.005183145882352913,-0.003999174705882402,-0.003124827058823554,-0.0025709047058823653,-0.0021697423529411786,-0.0018457358823529557,-0.001531611764705898,-0.0012241135294117078,-0.0009495376470587957,-0.0007032558823529267,-0.00046515823529408307,-0.000270051176470526,-7.341764705878773e-05,0.00014027941176469882,0.00036412529411763983,0.0005976411764705702,0.000687157647058817,-0.00011811941176467777,-0.0008652688235294137,-0.001398439999999973,-0.0017609652941176224,-0.0020313035294117487,-0.002321582352941165,-0.0025970899999999963,-0.0028528647058823353,-0.003081977647058809,-0.0033753282352940728,-0.003675220000000007,-0.003966014117647049,-0.004266556470588212,-0.004552961176470555,-0.004853015294117635,-0.005011101176470606,-0.004796620588235323,-0.0043490099999999865,-0.003895316470588245,-0.0034947194117647407,-0.003212165294117636,-0.0029285035294117356,-0.0026877523529411917,-0.0024725364705882324,-0.0022594011764705824,-0.0019833317647059145,-0.0016328605882352798,-0.0012660888235293821,-0.0009041988235294063,-0.0005862400000000156,-0.0002937076470587996,-1.1894705882337098e-05,-2.988235294112962e-05,-0.00023733058823527386,-0.0005181670588235154,-0.0010057958823529445,-0.001385827647058857,-0.001482476433823543,-0.0015588389803921632,-0.001610471344537845,-0.001683989140271458,-0.001808733382352934,-0.0020197829411764956,-0.0022754664705882666,-0.002567605620915042,-0.0025764450326797306,-0.0025678644444444565,-0.0025430338562091315,-0.0023522326797385806,-0.002232784444444469,-0.0020107138562091564,-0.001626306797385596,-0.0012543773856208695
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
