UniprotID	Q8WYQ5-3
pNuLoCScore	0.48059066777777776,0.48248718099999993,0.48184203,0.47591771666666666,0.47092270384615387,0.46476357500000004,0.457968912,0.453109288125,0.44973064647058825,0.44603930352941173,0.4430734217647059,0.4414927523529413,0.43477326411764716,0.4287089429411765,0.4239912252941176,0.42034520235294115,0.4167156894117647,0.41194917294117644,0.40896383176470585,0.4079663364705882,0.4108115641176471,0.41343201235294125,0.4178090094117647,0.42359561588235295,0.43545382,0.4453626094117647,0.4553334441176471,0.46597533411764713,0.47901862705882353,0.49039215058823526,0.5012495047058823,0.5111141047058824,0.5206265170588235,0.5294144064705882,0.5374228229411765,0.545373675882353,0.552629138235294,0.5597469829411765,0.5671543988235295,0.574278301764706,0.5804581876470588,0.5800904723529412,0.5808343688235293,0.5822697123529411,0.5838024535294117,0.5840785888235294,0.5835364829411764,0.5824918588235294,0.5823548294117646,0.5822530488235295,0.5825337694117647,0.5831482400000001,0.5839937517647059,0.5849418164705883,0.5859277599999999,0.5870301129411766,0.5945210247058824,0.6021823876470588,0.607877244117647,0.6130800299999999,0.6173841511764705,0.6199975835294117,0.6228092094117647,0.6255634705882354,0.6282679970588235,0.6305488817647058,0.632132244117647,0.6335460882352941,0.6343669411764706,0.6347568235294118,0.635413425882353,0.6360919882352941,0.6366968152941176,0.6306481470588235,0.6250990958823529,0.621007284117647,0.6171394705882352,0.6137634529411763,0.6115668205882352,0.6095305535294118,0.6076712100000001,0.605848815882353,0.6038053688235294,0.6025905635294118,0.6011522711764706,0.6004083864705883,0.6000966747058823,0.5996544594117648,0.6006250205882352,0.6019061088235295,0.6031815711764706,0.6044859770588235,0.6058792752941176,0.6073369888235293,0.6091688441176469,0.6114142888235293,0.6131320217647057,0.6145755529411765,0.6153982764705882,0.6164991447058824,0.6173693876470588,0.6186406329411765,0.6199077294117648,0.6211321647058824,0.6219741211764706,0.6209282211764706,0.6192117235294117,0.6176798470588235,0.6166020647058825,0.6155043576470589,0.6143161047058825,0.6127412870588236,0.611106755882353,0.609484775882353,0.6079817152941176,0.606962874117647,0.6061197270588236,0.6053558035294119,0.6046188194117647,0.6032714547058824,0.6018994158823529,0.6025278805882353,0.6020516394117646,0.6031640605882352,0.6044103117647058,0.6048916605882353,0.6048729988235295,0.604954265882353,0.6044747452941178,0.604016131764706,0.6029114788235296,0.6015420935294118,0.6005532135294118,0.5995455047058824,0.5989935423529412,0.598585538235294,0.5986340305882353,0.5987906694117647,0.5975475594117646,0.5975047394117647,0.5964842599999999,0.5954780617647059,0.59470426,0.5941453952941177,0.5939393105882353,0.5949407429411765,0.5962773223529412,0.5986513723529411,0.601491544117647,0.604278085882353,0.6073392417647059,0.6098731394117645,0.6141662335294117,0.6165994352941175,0.6202888529411765,0.6242111805882354,0.6289491529411765,0.6338562323529412,0.6391788794117649,0.6448058,0.6505887176470588,0.6564156529411765,0.662032205882353,0.6674328441176471,0.6725756529411765,0.6773327605882354,0.6817597105882355,0.685999751764706,0.690222063529412,0.6924503835294119,0.6963393094117648,0.6989540270588237,0.7008597917647058,0.7022190311764707,0.70316159,0.7038059429411765,0.7044232870588235,0.705115045882353,0.705601465882353,0.7059342658823529,0.7062358600000002,0.7065154052941176,0.7069669700000001,0.7073094817647059,0.7067472582352942,0.7059114288235294,0.7054744676470588,0.70391338,0.7021088823529411,0.7006483,0.6993898823529411,0.6984502294117646,0.6977895294117646,0.6971495494117645,0.6966417005882352,0.6963645276470587,0.6961319005882354,0.6957843147058824,0.6955009717647059,0.69526666,0.6950721364705883,0.6958534952941176,0.6968829364705883,0.6975586482352941,0.6995282923529411,0.7016916135294118,0.7036916817647059,0.7056400288235296,0.7071555347058824,0.708301291764706,0.7093392600000001,0.7101476735294119,0.7105293970588236,0.710782335882353,0.7110397017647059,0.7110631435294118,0.7094653905882353,0.7087348552941176,0.70803632,0.7079117982352943,0.7076401247058823,0.7072250188235294,0.7069867629411766,0.7068917670588235,0.7068147229411764,0.7065688111764705,0.7061518776470588,0.7057452894117647,0.7053247688235293,0.7050651452941176,0.7045883158823529,0.7042808300000001,0.7042093094117647,0.7058206882352941,0.7066378764705883,0.7074058588235295,0.7076626076470588,0.7080232517647059,0.7084298635294117,0.7086366841176471,0.708653705882353,0.7085919147058825,0.7085618411764708,0.7087194982352942,0.7088896100000002,0.7091250011764707,0.7092758658823531,0.7095505223529412,0.7054006223529411,0.697671034117647,0.6909964082352942,0.6845332141176471,0.6823955594117648,0.6857512852941178,0.6900977441176472,0.6954465852941176,0.7013058764705883,0.7062048470588236,0.7118186588235293,0.7183545970588234,0.7252610341176469,0.7325415517647058,0.7401122164705881,0.7479367694117647,0.7561001094117646,0.7687100799999999,0.784925868235294,0.8000142447058822,0.8149761958823528,0.8256474011764706,0.8307799364705882,0.8349500070588236,0.8381318423529411,0.8408144158823531,0.8445122805882354,0.8476264805882353,0.8501210670588235,0.8522308788235294,0.8538610117647059,0.8551348823529412,0.8556373705882353,0.8564820152941178,0.8572159505882354,0.8575171288235296,0.8576946376470589,0.8580402570588237,0.8583563711764706,0.858799124117647,0.8592170988235293,0.8597133517647058,0.8603884047058823,0.8610222811764704,0.8616402811764704,0.8621574535294116,0.8626289629411763,0.863174398235294,0.863820704117647,0.8650826335294117,0.8658086805882351,0.8663587958823529,0.8670818529411763,0.8678353029411764,0.8684548052941176,0.8690388758823528,0.8696112111764704,0.8702661994117648,0.8709456347058824,0.8714915376470589,0.8721359964705881,0.8727987082352939,0.8733871,0.8740608376470587,0.8764525341176471,0.8787000694117646,0.8810353494117648,0.8834474847058823,0.8859378964705883,0.8884679729411765,0.8909792788235293,0.8933487352941176,0.8954177805882352,0.8972649964705882,0.8989972570588236,0.9006565594117648,0.9021408588235293,0.9035291176470588,0.9048230500000001,0.9060978670588234,0.9073154200000001,0.9068622141176472,0.9065437611764707,0.9060463635294118,0.9055365305882355,0.9050527800000001,0.9046329329411766,0.9042601447058825,0.9039355447058823,0.9039279170588235,0.9040166717647059,0.9040984047058824,0.904143815882353,0.9042444135294119,0.9043495076470588,0.9044350105882353,0.903562815882353,0.9033571835294119,0.9029030341176469,0.9023867635294117,0.9019100811764705,0.9011906729411764,0.9005025376470587,0.8999861470588235,0.8995735152941177,0.8992408623529412,0.8989279623529413,0.8986174329411766,0.8983145352941176,0.898023871764706,0.8977671623529412,0.8975135329411765,0.8973259764705882,0.8981183976470587,0.8982418123529412,0.8986000994117648,0.8990112958823531,0.8994452194117648,0.9001183747058824,0.9007941711764706,0.9012951829411765,0.9016614500000001,0.9019211541176472,0.9020714952941177,0.9022225011764705,0.9023429982352941,0.9024498870588235,0.9025418570588236,0.9029696452941176,0.903095828235294,0.9032733576470587,0.9033730223529411,0.9034435523529413,0.9033397558823532,0.9032080170588238,0.9029891441176472,0.9028092123529413,0.9026535264705885,0.9025430382352942,0.9024601141176471,0.9024341729411764,0.9023937847058824,0.9023295905882354,0.9022399105882353,0.9021683911764706,0.9017690647058824,0.9016486676470589,0.9014851264705883,0.9014648147058825,0.9014635470588237,0.9016281470588234,0.9017634352941176,0.90197822,0.9021568652941178,0.9022836476470589,0.9023610888235294,0.9024094029411766,0.9024274529411764,0.9024535,0.9024886947058823,0.9023423158823531,0.9021698511764707,0.9019449029411766,0.9016588347058824,0.9013907994117649,0.9011100970588235,0.9008347641176473,0.9004655664705885,0.9001020482352944,0.8996480988235295,0.8991262211764708,0.898665897647059,0.8982190564705883,0.8976937623529411,0.8971125241176471,0.8965944982352941,0.896146935882353,0.8959367694117647,0.8957400988235295,0.8956070970588236,0.8955372088235295,0.895458744117647,0.8953478994117647,0.8952229676470589,0.8951741964705882,0.8951713594117647,0.8952079005882353,0.8952879429411764,0.89533359,0.89534159,0.8954184135294119,0.8956145252941178,0.896023115882353,0.8963620335294117,0.8967367023529412,0.897113814117647,0.8974269788235293,0.8977080394117647,0.8978965652941175,0.8979733682352941,0.8979642976470587,0.8979362547058822,0.8978932899999998,0.8979300076470587,0.8978294370588236,0.8976301882352942,0.8975246294117647,0.897438411764706,0.8972840211764705,0.896889791764706,0.8965340252941176,0.8961410311764706,0.8957480270588235,0.8954228211764705,0.8951516699999998,0.8949280147058821,0.8947930035294116,0.8947200129411763,0.894688704117647,0.8946553511764705,0.8946033364705881,0.8947207994117647,0.8949309305882354,0.8950543864705882,0.8952651394117648,0.8951755358823529,0.8948137005882354,0.8944439694117647,0.8939924458823529,0.8935863676470588,0.8932209794117646,0.8927557794117646,0.8921563929411764,0.8915124523529412,0.8908368252941176,0.8901095435294117,0.8894522758823529,0.8887836170588236,0.8881353970588236,0.8875408852941177,0.8869868041176471,0.8863564688235295,0.8860503782352941,0.8859626823529413,0.8858951011764707,0.885892751764706,0.885843845882353,0.8857183282352942,0.885639371764706,0.8857227288235295,0.8858763835294119,0.8861070688235295,0.8863937123529413,0.8865924976470588,0.8868065064705882,0.8869956005882353,0.8873034735294117,0.8868570576470588,0.8862663305882353,0.8850739800000001,0.8842828699999999,0.8837628605882353,0.8831024570588234,0.8823329864705881,0.8817329311764706,0.8812382288235294,0.8807952111764705,0.8803679641176472,0.8798988435294118,0.8793895517647059,0.8789299929411766,0.8785062670588236,0.878097325882353,0.8774524764705882,0.8775906352941176,0.8778800823529411,0.8787412,0.8792659611764707,0.8794328376470589,0.8796960964705882,0.8800802670588236,0.8803121888235295,0.8805070064705883,0.8806734417647061,0.8808547623529412,0.8810501888235295,0.8812451135294117,0.8813859252941176,0.8819588158823529,0.8827433664705882,0.8835506523529412,0.8842268111764706,0.8847305264705883,0.885287567647059,0.88579271,0.8863881776470589,0.8869852852941176,0.8874774888235293,0.8878459894117646,0.888150748235294,0.8883484247058823,0.8885263099999999,0.8887440011764705,0.888995968235294,0.8892630211764705,0.8890064211764704,0.8885007117647057,0.8879357670588233,0.8874265552941175,0.8870752023529411,0.8866779199999999,0.8862683905882355,0.8858326388235296,0.8853874870588236,0.8850372776470589,0.8848147341176471,0.8846335576470589,0.8845235105882354,0.884373625882353,0.8841471694117646,0.88435879,0.8841460723529412,0.8838693452941175,0.8836644570588235,0.883382812352941,0.8830632064705882,0.8827705123529411,0.8824863476470588,0.8821344676470587,0.88177569,0.8814788576470588,0.8810767399999999,0.8807047658823529,0.8802947894117645,0.8798439617647058,0.8794263329411764,0.8790980070588233,0.8782397629411764,0.8777787547058822,0.8773845611764705,0.876894514117647,0.8765483058823529,0.8762664670588235,0.8759211229411763,0.8756040858823528,0.8753854329411763,0.8752008064705882,0.8750017770588234,0.8749244388235294,0.8747676364705882,0.8746052041176471,0.8744873847058824,0.8748271217647059,0.8749763923529411,0.8751627482352943,0.8754143800000002,0.8757245100000003,0.8759117529411766,0.8760097676470591,0.8761451788235294,0.8762215076470588,0.8763015682352941,0.8763799152941176,0.8763073094117647,0.8761891311764706,0.8759696929411764,0.8757338199999999,0.8754157135294116,0.8750554017647056,0.8741468958823528,0.8733819252941175,0.8726584547058822,0.8718933547058823,0.8711038594117646,0.8704827870588234,0.8699073288235293,0.8691631823529411,0.8684461247058822,0.8676328305882351,0.8667552105882352,0.8660489164705883,0.8652543241176471,0.8644800829411765,0.8636775735294118,0.86204223,0.8602902947058825,0.8583951864705882,0.856603898235294,0.8549195517647058,0.8530931752941175,0.8511139494117647,0.8489546582352941,0.8469517982352942,0.845089051764706,0.8433302870588236,0.8416878576470589,0.8401877282352943,0.8387294517647059,0.8374441517647061,0.8361724305882354,0.8349358305882354,0.8345875558823531,0.8343295882352942,0.8343043052941176,0.8341782582352941,0.8338949047058822,0.83380324,0.8338674070588235,0.8340562805882352,0.8342062252941177,0.8343684547058824,0.8345350847058824,0.8346778435294118,0.834767765882353,0.8347360029411764,0.8345709147058824,0.8342225476470588,0.8336508752941176,0.8335495676470588,0.8337296294117647,0.8339129523529412,0.8341765435294118,0.8345768229411765,0.834829884117647,0.8351402464705882,0.8354862876470588,0.8357171147058822,0.8359765294117646,0.8361631758823528,0.8363572611764706,0.8366379411764706,0.8368744923529411,0.83715429,0.8376047705882353,0.8382615252941177,0.8384360694117646,0.8383437070588234,0.8382130847058824,0.8380165699999998,0.8377220605882353,0.8375658817647059,0.8373338994117648,0.8370656935294118,0.8368750988235295,0.8366097835294117,0.8363028058823532,0.8359780794117647,0.8355724264705883,0.8358246205882353,0.8362666582352942,0.8363085129411765,0.8362882835294119,0.8362082100000001,0.8361260017647059,0.8361595805882354,0.8362219511764707,0.8362615605882354,0.8363233994117648,0.836339555882353,0.8362816523529413,0.8361094082352941,0.835818688235294,0.8354712799999999,0.8350476564705882,0.8345674976470588,0.8334556770588235,0.832275137647059,0.8315216452941177,0.8308838041176472,0.8303065452941177,0.8298161805882354,0.8291988688235294,0.828544211764706,0.8279409211764707,0.8273070588235295,0.8267550494117648,0.8263503294117646,0.8260893705882353,0.8259583529411765,0.8258891735294117,0.82385315,0.8224727970588236,0.8219059,0.8215228664705883,0.821242075,0.8209285266666665,0.8206431642857142,0.8202793999999999,0.8198864999999999,0.8194142790909091,0.8188152009999999,0.81804999
pNuLoCDScore	-0.03086002130718951,-0.03455136424836602,-0.03751724601307188,-0.03909791542483648,-0.045817403660130596,-0.05188172483660125,-0.05659944248366017,-0.06024546542483661,-0.06387497836601308,-0.07053800805882349,-0.07287819823529412,-0.06795138019607844,-0.06011113972850679,-0.05133156264705879,-0.04015990258823532,-0.02951367224264706,-0.014276826470588255,-0.0006766941176470365,0.012260022352941213,0.024482581764705857,0.04424536294117637,0.06168320764705876,0.07725827941176466,0.09076890235294122,0.10391082764705878,0.1174652335294118,0.12845899117647064,0.13740733941176475,0.14181757411764695,0.14631497058823528,0.14934538941176478,0.150682685882353,0.14500436764705882,0.1347278629411765,0.12550092470588226,0.11629437823529398,0.1047838264705882,0.0936864382352941,0.08228697823529418,0.07137775411764702,0.061728312352941184,0.05283864235294122,0.04511094647058822,0.037774564117647125,0.03136461352941189,0.025194833529411764,0.018773361176470438,0.012751811176470618,0.014062837058823607,0.02209191529411758,0.02704287529411764,0.03081031764705877,0.03358169764705876,0.035918994705882334,0.039272726470588215,0.043071611764705975,0.04591316764705888,0.04829583294117634,0.0495984747058823,0.05039784823529403,0.05037318941176472,0.04981500705882347,0.049485665882353036,0.04906187529411754,0.042175790588235174,0.02846575941176477,0.01722185176470592,0.007927254117647164,-0.00024468058823534644,-0.006234130588235409,-0.011242388823529459,-0.016032917058823593,-0.020596787058823396,-0.02470006588235285,-0.028326875294117593,-0.030955524705882365,-0.03321467,-0.03434843705882351,-0.035316751176470595,-0.03643752882352935,-0.0360717947058824,-0.028742038235294087,-0.021917524705882263,-0.016521307058823598,-0.011260195294117592,-0.006426464117647024,-0.002397976470588259,0.0018837352941175611,0.0054608117647055865,0.008726737058823542,0.011592907647058781,0.013908581176470647,0.01621711647058821,0.018232246470588298,0.019811054705882403,0.021477705294117633,0.02134910058823536,0.019022112352941156,0.01603015235294103,0.013193870000000052,0.010722789411764966,0.008167368823529642,0.005147260588235558,0.0013269982352942522,-0.0020252658823527447,-0.005090777058823548,-0.007416561176470604,-0.009536270588235363,-0.011249660588235288,-0.013284829411764676,-0.0152889100000001,-0.017860710000000002,-0.0200747052941177,-0.018400340588235364,-0.017160084117647023,-0.014515786470588266,-0.012191752941176692,-0.010612697058823617,-0.009443105882352976,-0.0077870211764705655,-0.006632010588235149,-0.005468644117646915,-0.005070236470588019,-0.005420780588235252,-0.005566513529411732,-0.005810298823529458,-0.00562527705882343,-0.004685916470588358,-0.003265385294117573,-0.003737211176470523,-0.004504080000000021,-0.0056593211764705,-0.007926051764705955,-0.009413598823529434,-0.010168738823529533,-0.01080887058823532,-0.010535434705882474,-0.00907538882352954,-0.006634156470588404,-0.002890721176470712,0.0009383305882352255,0.004732581176470574,0.008345699411764662,0.01128760117647043,0.01553220294117641,0.017808765882352806,0.0227412935294119,0.026706441176470697,0.032464892941176604,0.03837817058823534,0.04447461941176489,0.05066040470588229,0.05664940705882349,0.06147491000000005,0.06575488352941183,0.06878147176470606,0.07108410882352945,0.07305467470588245,0.0744204688235296,0.07612661235294149,0.07605583000000027,0.07585094823529437,0.07605045647058828,0.07474284647058826,0.07191063882352933,0.06836279882352947,0.06398271058823513,0.0590001429411765,0.05383456941176468,0.04869939294117642,0.04356925999999994,0.03850142176470572,0.033660207058823666,0.029182644705882166,0.025207259411764604,0.021309729999999916,0.016525194705882207,0.013461045294117513,0.009135158235293983,0.0049593529411763315,0.001249090588235302,-0.0015707311764706633,-0.0037717076470589195,-0.005355713529411887,-0.006633757647058869,-0.007965496470588418,-0.008959765294117794,-0.009569738235294167,-0.010103959411764785,-0.010731090588235181,-0.01146599823529415,-0.012042821764705836,-0.011675121764705865,-0.010057933529411867,-0.00859153117647049,-0.006354731764705912,-0.0025805899999999937,0.0010433135294117823,0.004301799411764784,0.007189799411765008,0.009366005294117796,0.011151742352941474,0.01269755941176498,0.013783145882353187,0.01439749647058819,0.014998021176470533,0.015538729999999945,0.015796483529411764,0.014393254117647025,0.012881360000000064,0.011153383529411753,0.010353150000000144,0.008111832352941217,0.00553340529411761,0.0032950811764707044,0.0012517382352938977,-0.00034081176470601715,-0.0017324805882354966,-0.003187382352941359,-0.004402384117647151,-0.0052046282352942175,-0.005717190588235388,-0.006451385882352945,-0.006782313529411721,-0.005256081176470584,-0.0029141670588235247,-0.0013984435294117636,-0.0005059394117647997,2.2482941176460436e-05,0.0007982329411765354,0.0014431005882351577,0.0017449170588236251,0.0018389829411765701,0.0020231035294119293,0.002409963529412029,0.0029742088235295006,0.003564841176470823,0.004059855882353136,0.004687550000000207,0.005269692352941169,0.001191312941176359,-0.00814965411764712,-0.01564146823529411,-0.02287264470588235,-0.02526704823529402,-0.022271966470588156,-0.01833211941176449,-0.013190098823529506,-0.007347829411764706,-0.0023870676470588714,0.003256817647058541,0.009635098823529198,0.016371424117646693,0.023416550588235108,0.030836350588234973,0.03838624705882343,0.050699487058823545,0.07103904588235288,0.0939294599999998,0.11548103058823511,0.13258063647058804,0.13989611588235285,0.140682192352941,0.13950342176470598,0.13682596588235285,0.13460956882352948,0.132693621764706,0.12927188352941188,0.12486003294117665,0.11968932705882362,0.11374879529411774,0.10719811294117654,0.09953726117647066,0.08777193529411798,0.07229008235294143,0.05750288411764737,0.04271844176470607,0.03239285588235308,0.027576434705882336,-0.05803267398692813,-0.07255832222222225,-0.08642481986928105,-0.0946115639869281,-0.10181648810457518,-0.10850169045751634,-0.11020565104575164,-0.1122715669281046,-0.1140071371633987,-0.10288707300000004,-0.09137377595721925,-0.08153439484313722,-0.07389354249773754,-0.06692548498319327,-0.06074794882352938,-0.05557379927941172,-0.044064341999999965,-0.02286792376470584,-0.0014399484705882176,0.015138047411764749,0.030750914470588267,0.04559035799999997,0.0557981068235294,0.06632544094117647,0.07567010294117647,0.0843576943529412,0.09067551082352944,0.09656949023529414,0.10375903494117648,0.11268327082352943,0.12176300494117648,0.13109057670588237,0.1331455531764706,0.12882972023529413,0.12254812435294114,0.11474402082352936,-0.0346448859019608,-0.04850921766666669,-0.06024049296078435,-0.06860532143137257,-0.07408620437254906,-0.07515359907843143,-0.07656317731372554,-0.07829125790196084,-0.0785720914313726,-0.07490704771764711,-0.07170807606951879,-0.06972910900980399,-0.0680985071538462,-0.06626317573109251,-0.0610978037725491,-0.05311067746691184,-0.044751476764705936,-0.026752483235294153,-0.011410217941176484,-8.57688823529823e-05,0.008305821941176475,0.011205053705882359,0.013890025352941163,0.01745576123529413,0.018601307117647084,0.020989363588235305,0.023663723588235347,0.025547234764705898,0.027467687705882385,0.029135888294117687,0.030474999823529428,0.02844634341176472,0.024647625764705902,0.01933315458823527,0.014807339294117608,0.010891977529411762,0.00824798023529412,0.0066520096470588375,0.007200372705882391,0.007750253647058836,0.008641632470588217,0.010786827764705909,0.012687679529411772,0.015788357764705885,0.0193357448235294,0.022480951882352912,0.02513148482352942,0.02726600505882354,0.03142367976470589,0.034946079764705956,0.03867875682352945,0.04185086447058825,0.04409126741176467,0.046229344470588185,0.046716307411764635,0.04614753647058817,0.04672269058823528,0.04658056176470582,0.04602702529411762,0.045216917647058846,0.043808944117647075,0.0421535823529412,0.04158000235294118,0.04152959176470589,0.03961364705882353,0.03811140999999996,0.03867859882352942,0.03909658647058825,0.03896060941176474,0.03870887705882356,0.03896041823529417,0.03966676411764708,0.04003051764705881,0.04012213882352944,0.04050418999999997,0.040709598235294076,0.04091177352941172,0.04059002705882353,0.040356628235294095,0.03966067529411765,0.038052398823529426,0.038802195882352924,0.03717426058823528,0.03641796352941179,0.03637874823529419,0.03655713647058825,0.03642221882352942,0.03583178764705883,0.03483767764705878,0.03370019764705881,0.032072172352941214,0.030311544705882376,0.028422024705882343,0.026710746470588242,0.02497312588235298,0.02269598294117653,0.020778068823529366,0.01937551176470584,0.017428506470588162,0.014615694705882254,0.010531949411764607,0.006932485294117663,0.0037403870588235133,0.001119601176470586,-0.0012335252941175767,-0.0031201952941176114,-0.004627848235294052,-0.005615088235294108,-0.006519626470588236,-0.006787176470588241,-0.00726974176470585,-0.006784423529411832,-0.008417553529411703,-0.009370944117646995,-0.008593182941176336,-0.007723163529411714,-0.005375139999999945,-0.001793337058823563,0.0010844923529411687,0.0037288417647058925,0.006609937058823512,0.009660311764705831,0.012598078823529313,0.015569794117647084,0.018233946470588347,0.020418843529411812,0.022043954117647035,0.023504336470588305,0.02731434294117646,0.0328091505882353,0.03476610176470585,0.03552632529411759,0.03712981411764704,0.03679555470588247,0.03531399529411772,0.03395936941176475,0.03222760823529419,0.029832010588235314,0.027034312352941237,0.02400903352941175,0.02120475235294106,0.018701242352941072,0.016901495294117608,0.014890293529411625,0.01589241352941162,0.013195227058823478,0.013183275294117558,0.016501754117647094,0.018773395882352883,0.019992405294117555,0.022553498235294067,0.024758559999999985,0.026408505294117646,0.028321587058823594,0.03028237882352941,0.03224788294117653,0.03411484764705891,0.03574373058823538,0.03681184588235292,0.03777465470588243,0.03600437823529429,0.03192142705882356,0.02819031529411775,0.02224697352941185,0.015618157647058928,0.010247091176470546,0.005279551176470554,0.000758454705882261,-0.0027068764705883153,-0.005826842352941286,-0.008473085294117666,-0.01089393117647064,-0.013205011176470605,-0.015218302352941193,-0.016913878823529405,-0.017917352941176468,-0.01717515647058826,-0.013118254117646999,-0.009619573529411729,-0.0065353311764705935,-0.002930700000000064,0.0007511905882353065,0.003853282941176428,0.006143207647058946,0.007576890000000058,0.007561145882353015,0.008009404117647057,0.008460674705882298,0.008435024705882255,0.008113761764705851,0.008066571176470638,0.007762422352941167,0.0055591688235294145,0.0014037288235293488,-0.0031729617647059394,-0.006765815294117683,-0.009600984117647093,-0.012579834705882365,-0.015515676470588213,-0.017915907647058915,-0.018990002352941127,-0.0184873376470589,-0.01758715882352946,-0.0172928188235294,-0.01701943823529406,-0.01598897764705881,-0.014891970588235326,-0.01431460764705883,-0.010960931176470678,-0.006229112941176451,-0.0008599823529412132,0.0040202217647059,0.007230812941176501,0.009852810588235283,0.012603948235294204,0.015819637647058904,0.01844135352941173,0.02043853764705883,0.02116346176470596,0.022462257058823487,0.02413554176470578,0.025744802352941076,0.026944603529411693,0.02831872999999996,0.0266360235294118,0.02240033705882344,0.017763947647058853,0.013350225882352906,0.010397161176470604,0.008863570588235392,0.007962117058823437,0.006621149411764615,0.004732222941176367,0.002766034117647087,0.0010391335294117066,-0.0006376023529411357,-0.002303150588235159,-0.004355889411764624,-0.006531927058823439,-0.008651445882352893,-0.009656414705882299,-0.00701109588235288,-0.004093260588235337,-0.001031558235294161,0.0007782976470587233,0.0009722041176469243,0.0007007282352941568,0.0004639594117648027,0.00048676941176473143,0.000831008235294195,0.001146467058823486,0.0011595052941175688,0.0012865052941176125,0.0014728029411764654,0.0016161229411764677,0.0018320658823529068,0.0013199711764705357,-0.0009456817647058302,-0.004053913529411701,-0.00731350882352938,-0.00978804058823518,-0.011013386470588193,-0.011534573529411729,-0.012326676470588216,-0.01302160823529408,-0.01376774176470591,-0.014634981176470607,-0.015259609411764685,-0.015769455294117773,-0.016356450000000078,-0.016743603529411843,-0.016932489411764673,-0.015362538823529392,-0.01332806058823538,-0.010519715882352954,-0.008345339411764685,-0.006996944117647119,-0.00601385352941175,-0.005728148235294106,-0.005031470588235332,-0.0041780305882352375,-0.0031651429411764798,-0.0018522564705881206,-0.0008308552941175829,-1.8135294116428113e-06,0.0010005276470589353,0.001860730588235382,0.0025722911764706202,0.001444059411764731,-0.0012488835294117706,-0.003806415294117682,-0.005545722352941207,-0.00593941176470586,-0.006002724705882367,-0.006222140000000098,-0.0067855641176470805,-0.007636834705882445,-0.008677217058823516,-0.009974240588235261,-0.01123695882352932,-0.012202883529411679,-0.013277660000000024,-0.014699049411764753,-0.016085510588235374,-0.02074801529411774,-0.02346072058823534,-0.025249315882352963,-0.027540524705882363,-0.030756788235294097,-0.034506475882352894,-0.037867447058823445,-0.0407226894117646,-0.04341841117647055,-0.04598101470588234,-0.04831129529411765,-0.050649202352941236,-0.0533197741176471,-0.056105234705882356,-0.05816604470588235,-0.059904680588235254,-0.058252369999999914,-0.05322794647058812,-0.049358605294117563,-0.04575085823529404,-0.04122372588235293,-0.036333321764705856,-0.031602368823529375,-0.027306075294117688,-0.02328070176470584,-0.019289515882352948,-0.015520708823529406,-0.011866472941176487,-0.007925719999999997,-0.0037210152941176133,0.00024472176470594076,0.0037785235294117425,0.008428788823529376,0.010291094705882325,0.011926518235294115,0.014477563529411736,0.015506294117647118,0.015426004117646969,0.015075494705882236,0.014891342941176416,0.015110176470588182,0.015492542941176413,0.015972757647058744,0.016726371764705816,0.01747018411764703,0.01793823470588235,0.018414601176470535,0.019011399411764662,0.018181038823529422,0.015642864117647093,0.012578274705882297,0.00961383764705881,0.007468235294117609,0.0066866811764706435,0.006753572941176622,0.0069167211764706304,0.006924510588235289,0.006446165882352972,0.005749710588235313,0.004917838235294236,0.0038558347058824105,0.00283826823529415,0.0018602547058823582,0.0007104205882353387,-0.0017384064705882607,-0.0019503829411764428,-0.0018393152941176272,-0.002185322941176515,-0.002405358823529491,-0.00288777588235295,-0.003927103529411835,-0.004717788823529467,-0.005644135294117614,-0.006245881764705863,-0.006596793529411726,-0.006838311176470602,-0.006901153529411785,-0.00680234117647055,-0.006827597647058814,-0.006710042352941092,-0.005138830588235221,-0.0031726947058823285,-0.0019672670588234964,-0.0002913994117646479,0.0014254647058823955,0.0025797964705883136,0.0031080505882353227,0.0031561394117647357,0.0031413605882353313,0.003154260588235258,0.003142527647058746,0.0030636517647057993,0.002931246470588178,0.002638379411764591,0.002291987058823497,0.00195445294117641,0.0024154917647057905,0.0016191323529410884,0.0019799347058823136,0.0026104211764705343,0.0027798747058823126,0.0029295123529410882,0.003044421764705818,0.0033365941176470293,0.0039415723529410696,0.004529728235294128,0.005189042156862778,0.005916109663865576,0.006741671674208138,0.007741739558823513,0.008935509518716578,0.010228694411764716,0.010872011764705924,0.010210694117647079,0.009364919999999999,0.008235754117647098,0.007215942352941207,0.006639110588235297,0.006434281176470602,0.006308277647058824,0.00598401470588239
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	258...263
validnes_region	
nesbase_region	
