UniprotID	Q96HB5-4
pNuLoCScore	0.41772126666666665,0.413639723,0.4114192027272727,0.40751400416666667,0.40467863923076924,0.40354724142857146,0.4010177026666667,0.39868154875000006,0.39617534000000004,0.39168899176470595,0.39494996823529416,0.39867185352941187,0.3977187082352942,0.38975094941176475,0.38163317705882355,0.3779585135294118,0.372936924117647,0.37426118176470585,0.3742888564705882,0.3740027447058823,0.3748545258823529,0.37569398352941175,0.3751076499999999,0.3766728894117647,0.3875455576470588,0.3959138376470588,0.3987777988235295,0.39524843882352945,0.39505640176470586,0.39686384117647067,0.3974359017647059,0.3992936052941176,0.40252286058823533,0.4056970511764706,0.40749159941176466,0.40919491352941184,0.4106159488235295,0.413240485882353,0.4159770482352942,0.4190728929411765,0.4218083617647059,0.41555414176470595,0.41260637117647064,0.41438306647058826,0.42200815882352943,0.4255065152941176,0.42714086588235295,0.4295829682352941,0.43203631941176474,0.43315108411764713,0.4340153741176471,0.4365621247058824,0.4389717211764706,0.4414169405882354,0.4425764523529412,0.4437074052941177,0.4514155041176471,0.45651208882352945,0.45894740470588236,0.4610039264705882,0.46239863,0.46250305647058826,0.461596495882353,0.4622037317647059,0.4631977182352941,0.4641188382352941,0.4653184464705883,0.46710583588235294,0.4681235923529412,0.4692864347058823,0.4706253599999999,0.47244153117647053,0.47365515235294126,0.46838339529411765,0.46529509882352943,0.46427610117647056,0.4626537082352941,0.46199681000000004,0.46294305117647055,0.46512391,0.46601490470588236,0.4665529523529411,0.4663726570588236,0.46563065470588233,0.4645987711764706,0.46416249470588233,0.4636816264705882,0.4629183894117647,0.46673826176470584,0.4697033523529412,0.4717564305882353,0.4721586911764707,0.47348906176470595,0.4752085611764706,0.4765113505882353,0.47866206823529417,0.4808002152941177,0.48205786941176476,0.4836986764705882,0.48535351176470604,0.48783803294117645,0.4908500964705883,0.4934924688235295,0.49604792117647056,0.498427478235294,0.4962113152941175,0.49507602411764706,0.4946257499999999,0.4957635894117646,0.49629228411764703,0.49687723176470583,0.4974100229411764,0.49688167941176464,0.49683433235294117,0.4977269970588235,0.4985676835294117,0.49952780588235285,0.5001766270588235,0.5000435929411764,0.49989110117647056,0.5051399347058824,0.5114414782352941,0.51612331,0.5201004129411765,0.5237086282352942,0.5270900076470588,0.5301081170588237,0.5331863258823529,0.5362912847058824,0.5395115694117647,0.5418440841176471,0.5433246782352942,0.5448335347058825,0.5462093347058824,0.5478214564705883,0.5500083800000001,0.5521227270588236,0.5485831564705882,0.5439978423529412,0.5411301752941176,0.5389017752941175,0.5370743929411763,0.5356685335294117,0.5346458582352941,0.5338707429411764,0.5331277294117647,0.5323156941176469,0.5317645441176471,0.5321438911764707,0.5328098294117648,0.5341085411764707,0.5354452805882354,0.5445685417647059,0.5531551764705883,0.5617642805882354,0.57059333,0.5793567976470588,0.5878826170588235,0.5962035964705883,0.6042240411764705,0.6121700694117648,0.6197548376470587,0.6274167482352941,0.6352924188235294,0.6432875088235295,0.6513720764705883,0.6592157535294119,0.6666869005882354,0.6739718805882353,0.6732623252941174,0.6730588770588235,0.6729417199999999,0.6732247470588235,0.674498455882353,0.6762779894117648,0.6785776629411765,0.6810763864705882,0.6838265194117646,0.687206064117647,0.6906671258823529,0.6939609317647059,0.6973508535294117,0.7006434176470588,0.703902641764706,0.7105003358823531,0.7174385805882354,0.7240623041176472,0.7307009641176471,0.7372470170588236,0.7432445664705881,0.747934778235294,0.7522969958823529,0.7565224288235293,0.7607149935294117,0.7647375052941177,0.7683106464705881,0.7716633070588237,0.7747955858823529,0.777762668235294,0.7806400305882352,0.78347887,0.7828362817647059,0.781713558235294,0.7808813488235293,0.7800010923529411,0.779131518235294,0.778303221764706,0.7776985217647059,0.7771234276470589,0.7764455858823529,0.7757351764705882,0.7750865411764705,0.7744827635294117,0.7739304352941175,0.7735211999999998,0.773088298235294,0.7706885570588234,0.7677057758823529,0.7647900247058823,0.7623508135294117,0.7601089776470589,0.7581439223529413,0.7559106588235296,0.7535714135294116,0.7513220858823529,0.7493529152941175,0.7475073770588234,0.7456636629411766,0.7437660629411765,0.7419591841176472,0.7401713811764707,0.7384538700000001,0.7368258717647059,0.73725551,0.7384271123529412,0.7396100017647059,0.740431597647059,0.741095807647059,0.7416276511764707,0.7425268123529412,0.7435509605882353,0.7445058764705882,0.7452525588235295,0.7459273235294117,0.7466208505882352,0.7473703035294118,0.7480617623529412,0.748752662352941,0.7498972152941177,0.7507564270588235,0.7516507564705881,0.7523980411764706,0.75327205,0.7541743205882351,0.7551263188235293,0.7560129500000001,0.7569451911764706,0.7578174205882353,0.7586143417647059,0.7590719829411765,0.7589745205882352,0.7587596494117647,0.7581563552941176,0.757244088235294,0.7562155564705884,0.7546457535294119,0.7533340152941177,0.7519944829411765,0.7506932511764707,0.7494286182352943,0.7479123264705883,0.7463039576470588,0.7445795088235293,0.7428741794117648,0.7412414588235294,0.7396238729411766,0.7383073711764707,0.7375015723529411,0.7368135223529413,0.736476863529412,0.736334057647059,0.7364810952941178,0.7367382011764706,0.7369395335294117,0.737040498235294,0.7369108276470587,0.7364581935294117,0.7361389652941176,0.7358293947058823,0.7358205417647058,0.7356271711764706,0.7361150623529412,0.7372637505882352,0.73902322,0.7411240811764706,0.743485245882353,0.7460119282352942,0.7485393717647059,0.7511269482352941,0.75378066,0.7565196458823529,0.7592844082352942,0.76244407,0.7657645311764706,0.7691207217647059,0.7725300076470587,0.7758282747058824,0.779243915882353,0.7819007305882352,0.784002192352941,0.7855682247058822,0.7868555776470586,0.7896944394117646,0.7922720099999999,0.7948235158823529,0.7969668452941177,0.7989690805882352,0.8007888535294118,0.8025408911764706,0.8040830411764706,0.8056430923529412,0.8071541011764706,0.8086875917647058,0.8101912276470589,0.8116540064705883,0.8131888064705883,0.8146698311764706,0.8160853664705884,0.8174997429411766,0.8171143458823531,0.8168569752941178,0.8166932988235295,0.8166664282352941,0.8166051870588236,0.8166337223529412,0.8167286576470589,0.8168435458823529,0.8168721805882352,0.8169239452941176,0.8169179605882354,0.8168722894117648,0.8168351064705883,0.8167729358823529,0.8166668964705882,0.8136416376470589,0.8107815141176473,0.8081606317647061,0.8061761170588236,0.8046004782352941,0.8031738194117647,0.801914834117647,0.8008090064705882,0.7997514182352939,0.7987593676470587,0.7977580794117647,0.796887388235294,0.7958988905882352,0.7950102294117646,0.7941602952941175,0.7933817364705882,0.7926999741176469,0.794978324117647,0.7970874476470589,0.7989582099999999,0.8001864188235293,0.8010535264705881,0.8017837347058823,0.8023271994117646,0.802755294117647,0.8031864858823529,0.8035559052941176,0.8039582311764706,0.8042787429411764,0.8047297017647058,0.8050893405882352,0.8054102376470588,0.8050468317647059,0.8043992905882353,0.8037359405882354,0.8025719994117648,0.8016209429411765,0.8008374311764707,0.8000567447058825,0.7994081364705883,0.7987989570588235,0.7981704370588236,0.7975616276470587,0.7970078864705883,0.7964970335294117,0.7959612305882353,0.7954251952941176,0.7948358841176469,0.7942347252941174,0.7943169488235293,0.7946281111764706,0.7949193699999998,0.7956400464705883,0.7961009464705883,0.7963950817647059,0.796685537647059,0.796841951764706,0.7969648064705882,0.7971002123529414,0.7972004923529413,0.7973643058823531,0.7974997470588235,0.797641461764706,0.7977777264705883,0.7971395752941178,0.7968456829411765,0.7968045688235295,0.7965641605882352,0.7964197605882353,0.796406672352941,0.7965982341176469,0.7971711599999999,0.7976897217647059,0.7979583211764707,0.7980617705882354,0.7982048588235294,0.7983566476470588,0.7984320205882354,0.7984862811764705,0.7985193694117645,0.7984201188235293,0.7992390858823529,0.7997114311764705,0.7998985747058824,0.8002892182352942,0.8006045182352942,0.800826253529412,0.8009191858823531,0.80060914,0.8003232535294118,0.800301934117647,0.8004560947058823,0.8005424947058823,0.8006085082352942,0.8006357294117648,0.8006132570588236,0.8012587041176471,0.8030829252941176,0.80454799,0.8059095394117647,0.8074917394117647,0.808843094117647,0.809978294117647,0.8108747999999999,0.8116631058823528,0.8124501641176469,0.8132508476470587,0.8139951888235294,0.8146012417647059,0.8150575711764705,0.8154728888235293,0.815850324117647,0.816265735882353,0.8160028711764707,0.8147195888235296,0.8137074041176472,0.8127947370588235,0.8115923252941176,0.8105356470588234,0.8096394705882352,0.8090879999999999,0.8085965058823529,0.8080159205882352,0.807408714117647,0.8068597670588236,0.8064361829411766,0.8061297223529413,0.8058003694117648,0.8060783811764708,0.8050114811764706,0.8043104729411764,0.803660143529412,0.803191931764706,0.8027298105882354,0.8023699282352944,0.802086995882353,0.8017947723529413,0.801371201764706,0.8010374194117648,0.8008438723529411,0.8007021464705881,0.8005705170588234,0.8004496635294118,0.8003827182352942,0.8002393829411765,0.7995120564705882,0.8001557858823529,0.8004159294117646,0.800581882352941,0.800695876470588,0.8008158188235293,0.8007966364705883,0.8007476923529412,0.8007136864705882,0.8006903747058826,0.8005975394117648,0.8004791923529413,0.8002930452941176,0.8000742629411765,0.7998298205882354,0.7982113382352942,0.7975469382352941,0.7971093388235294,0.7966246564705882,0.7958871888235294,0.7951353911764706,0.7941665988235292,0.7930878011764704,0.7920704864705881,0.7910888417647056,0.7902230435294116,0.7896523788235291,0.789349428235294,0.7890435223529411,0.7886591282352942,0.7882699282352941,0.7878676023529411,0.7888985217647058,0.7891739482352941,0.7892832417647059,0.7894601417647058,0.789953584117647,0.7904790405882354,0.7910534505882353,0.7917592976470588,0.7924912500000001,0.7931614711764707,0.7937800658823528,0.7941505835294118,0.7942776399999999,0.7944057694117647,0.7946375870588235,0.7948898423529411,0.7951892976470587,0.7952478370588233,0.7953079258823528,0.7950816405882352,0.794818675882353,0.7942171805882353,0.7939813535294117,0.7938388988235295,0.7937316341176472,0.7939417847058825,0.7942167611764708,0.7944442264705881,0.7945554576470587,0.7946479005882351,0.7947503417647056,0.7948908341176468,0.795048688235294,0.7952090917647058,0.7954965799999999,0.7957417999999999,0.7962711505882353,0.7968360035294119,0.7977181770588235,0.79820656,0.7985986288235294,0.7988883088235295,0.798880824117647,0.7989657805882354,0.7991528970588236,0.7994214835294118,0.7996920082352943,0.7996695670588236,0.7999909129411764,0.8004851829411764,0.8008153711764705,0.8011928358823529,0.8016284123529411,0.8019732147058822,0.8023537952941177,0.8027555094117647,0.8032477888235293,0.8036856570588234,0.8040765617647059,0.8043863994117648,0.8045084900000001,0.8044968352941178,0.8043906294117648,0.8041708599999999,0.8041511323529411,0.8037037858823528,0.8030534570588235,0.8024881276470587,0.8017855252941173,0.8009485929411763,0.8001468435294117,0.7992612158823528,0.7983488723529412,0.797331572352941,0.7963345194117648,0.7953590464705884,0.7943323758823531,0.7932326170588238,0.7921864641176471,0.7908062552941177,0.7894448747058824,0.788156337647059,0.7871373105882353,0.7861104800000001,0.7851834529411766,0.7843551200000001,0.7836817135294118,0.7830020570588235,0.7823686217647059,0.7818043370588235,0.7815174076470588,0.7813006605882353,0.7811694229411765,0.7812700735294119,0.7814762205882353,0.7815924205882353,0.782121305882353,0.7826946470588236,0.7832427682352943,0.7834607623529412,0.7835456188235295,0.7836406317647059,0.7837603982352942,0.7837889452941178,0.7838651541176471,0.7838965305882354,0.7838345594117647,0.7834504770588236,0.783087791764706,0.7827049352941176,0.7821776611764705,0.7818867611764706,0.78162042,0.781209394117647,0.7808119147058824,0.7803279288235294,0.7799150111764707,0.7797132664705883,0.7795117117647059,0.7792998276470589,0.7791428194117647,0.7789633776470588,0.7787597129411764,0.7784824952941176,0.7783006600000001,0.7782860776470589,0.7782733423529412,0.7782811188235293,0.7781071717647058,0.7779796364705882,0.7779065470588236,0.7777720229411764,0.7777192464705882,0.7777528252941177,0.7777290499999999,0.7776281217647059,0.7774387899999999,0.7771807994117645,0.7770130088235293,0.7768828264705882,0.7768476294117647,0.7768313941176471,0.7766200364705883,0.7764771658823532,0.775927927647059,0.7755090335294119,0.7753276182352942,0.775272221764706,0.7752888688235294,0.7752486023529412,0.7752026588235295,0.7751824905882352,0.7752252482352942,0.7753766152941176,0.7755391058823529,0.7756206805882353,0.7757038305882352,0.7757950188235293,0.7759004247058823,0.7760165205882352,0.7760952147058823,0.7765463800000001,0.776858405882353,0.7769193917647059,0.7769257235294118,0.7769202188235295,0.7769782794117647,0.7770666843749999,0.7771283033333332,0.7771549228571428,0.7771756246153845,0.7771855183333334,0.7771886136363637,0.77718607,0.7771908000000001
pNuLoCDScore	-0.021545926666666604,-0.026032274901960695,-0.02277129843137249,-0.019049413137254778,-0.02000255843137244,-0.0279703172549019,-0.0360880896078431,-0.03976275313725486,-0.04478434254901964,-0.03937854123529416,-0.03713034625668454,-0.03351125946078437,-0.029824113348416337,-0.02785325789915971,-0.025910052666666794,-0.02200865933823537,-0.008629782352941262,0.0042248458823528345,0.003827830588235326,-0.0034234147058824216,-0.0026623064705883492,0.00711289176470592,0.015802724705882343,0.021335091764705827,0.029585936470588325,0.03143586941176474,0.03320274294117648,0.035192168823529546,0.03576142294117657,0.03754650235294127,0.040869398235294285,0.04240000352941181,0.034262804117647094,0.019640304117647167,0.01382857235294116,0.01913462764705881,0.026951757058823578,0.028642674117646927,0.02970496411764706,0.030289362941176512,0.029513458823529404,0.027454032941176543,0.026523774705882464,0.027367211176470563,0.028355772352941122,0.02817645470588237,0.026599404117646996,0.024634512352941174,0.029607142352941207,0.040957947058823496,0.04634103352941171,0.04662085999999993,0.040390471176470544,0.036996541176470665,0.03445563000000007,0.03262076352941179,0.031161398823529363,0.03096775411764696,0.031303072352941164,0.030543711176470534,0.029151871176470612,0.027869494117646942,0.028048907647058696,0.028734125882352857,0.022239648235294174,0.011871306470588205,0.006347694117647074,0.003272174705882369,0.0002550782352941372,-0.000506246470588223,0.0013465552941175352,0.0029201782352940575,0.002817186470588262,0.0024341141176469905,0.0010542105882352937,-0.001475181176470608,-0.003524821176470627,-0.0051239399999999935,-0.006943733529411689,-0.009523141764705811,-0.006916890588235414,0.0013199570588235399,0.006461331764705869,0.007882590000000134,0.01083535352941184,0.013211751176470554,0.01356829941176474,0.013538158235294195,0.014785310588235345,0.015504917058823675,0.017326019411764593,0.019722857058823706,0.023239261764705865,0.02668760176470597,0.02981084235294129,0.033129531764705844,0.031689216470588144,0.0265079629411763,0.023319593529411764,0.02246705882352923,0.022274527647058673,0.02108372294117644,0.020365881176470535,0.018747954705882253,0.016081464117646938,0.014776462941176405,0.014028320588235332,0.013214171764705684,0.011689772941176402,0.009326530588235182,0.0065511241176469115,0.0038431800000000016,0.006712456470588379,0.015230162941176573,0.02104728588235294,0.025474662941176562,0.027945038823529555,0.03079772352941179,0.03323088529411783,0.03577630294117651,0.039409605294117744,0.042677237058823536,0.044117087058823556,0.04475699470588246,0.04530572882352962,0.04603270764705891,0.047777863529411935,0.05011727882352951,0.04698279235294123,0.03714167823529413,0.02787453235294124,0.021029762352941073,0.015193147058823353,0.009984385294117493,0.0055604164705880255,0.001459532352941162,-0.0024205417647059635,-0.0063838400000000295,-0.009528390000000164,-0.011560134117647114,-0.01268964352941182,-0.013399505294117597,-0.013712915294117667,-0.014563099411764702,-0.007554185294117666,0.004572020000000121,0.017766438235294113,0.029463154705882455,0.040455022352941294,0.05080822411764718,0.06053506294117661,0.06957818294117646,0.07829932647058835,0.08662710823529407,0.09510105411764724,0.10352787470588232,0.11114361764705882,0.11856224705882346,0.1251072123529412,0.13124162000000006,0.1294033388235294,0.12010714882352913,0.11129459647058815,0.10234838999999984,0.09386794941176468,0.08661583882352952,0.08007439294117646,0.07435362176470595,0.06890631705882344,0.0640716817647059,0.05978931588235281,0.09562987549019603,0.10338918725490193,0.11180925843137246,0.12549328313725483,0.14142369901960777,0.1586808666666666,0.17354076254901957,0.19016689549019605,0.20648066372549023,0.2247371137058824,0.2336090356149733,0.2244618485294118,0.2069306371493213,0.19061223831932772,0.17739166764705888,0.1668690955147059,0.15678306235294126,0.1486047223529412,0.139939387647059,0.12630606882352952,0.1108125900000001,0.09434735647058834,0.08211447705882358,0.06696541882352947,0.05074294588235295,0.03363169058823534,0.016748138235294197,0.004654474705882372,0.002832429999999997,0.0026329129411765684,0.0023041705882353436,0.0011166305882353567,-8.620764705885575e-05,0.00038510705882349727,0.0009170517647057452,0.0013464741176470452,0.002452905294117569,0.002994291764705892,0.0016466517647058532,0.0012881617647058086,0.002097731176470552,0.0031139523529411517,0.005054971176470524,0.007739217647058816,0.010003487647058829,0.011590125882352864,0.012762628235294171,0.014332344705882294,0.016424489411764776,0.016575591176470672,0.015727754117647097,0.015187985882352872,0.013673554117647091,0.012516777058823425,0.011650969411764633,0.011358694705882355,0.012020871176470493,0.012740960588235206,0.013557517647058759,0.013958771764705835,0.014644929411764762,0.015933636470588264,0.017621343529411693,0.0193394764705882,0.0203584811764706,0.021998788823529347,0.02562216823529423,0.029273822941176586,0.03223646176470585,0.03490032999999998,0.03696022764705881,0.03825940882352952,0.03859507529411765,0.038046081176470625,0.03725354000000003,0.03639912647058824,0.035651341764705746,0.034502946470588214,0.033175640588235245,0.03165604764705893,0.030320689999999872,0.027301264705882344,0.020636539999999925,0.013770427647058825,0.006758122941176614,-0.0005360676470587133,-0.007260745882352704,-0.013225949411764804,-0.01846573352941172,-0.022763519411764688,-0.02667743411764706,-0.0298272282352941,-0.033467037647058884,-0.03706900235294114,-0.040903327058823546,-0.044399746470588364,-0.04792511705882352,-0.049284414117647,-0.04584166470588241,-0.04037938941176472,-0.034457791764705925,-0.027395468823529445,-0.020129352941176515,-0.013485211176470502,-0.007735126470588161,-0.002867787647058806,0.0013431947058824,0.004626935294117507,0.0075435270588235515,0.010781471764705841,0.014253542941176534,0.017766069411764784,0.019866008823529513,0.027769367058823435,0.03508935117647066,0.04111827235294113,0.04761460470588236,0.05341476941176476,0.05866695647058823,0.06350603705882352,0.06883738529411765,0.07468460588235287,0.08086287941176457,0.08709316941176476,0.09417416705882359,0.10089994588235296,0.10751032529411758,0.11370016588235299,0.12102829941176463,0.1236852676470589,0.11868603764705876,0.11083292352941176,-0.039334040169934636,-0.0545956313464052,-0.06806513252287578,-0.07612460605228756,-0.07818971275816991,-0.0797666225228758,-0.08161873334640521,-0.08250380481699343,-0.08242833752287579,-0.07401246375882349,-0.06729511190909088,-0.061786002867647016,-0.056937062072398154,-0.052691549878151236,-0.0487497058980392,-0.044972666386029383,-0.040666807058823515,-0.02443071447058824,-0.009962684470588248,-0.0010402885882352941,0.001797470705882348,0.004056543647058819,0.006613185058823537,0.008245061470588233,0.00898566770588237,0.009678310999999995,0.010145337176470606,0.01074092070588234,0.011094930411764695,0.011257836588235287,0.011378418352941178,0.011263852470588212,0.010046587176470598,0.008266600764705881,0.006615099941176483,0.00481874111764706,0.00309032735294118,0.0016351642941176553,0.00017270488235293646,-0.0013414865294117673,-0.002953451823529435,-0.004470266294117647,-0.005872921058823546,-0.007055424882352931,-0.008156193705882359,-0.00892086847058822,-0.00980137317647059,-0.010554327294117635,-0.010523439058823525,-0.009139354352941165,-0.007740769117647067,-0.005652919117647051,-0.0033806991176470458,-0.0016519274705882325,-0.00021373076470587726,0.0014076068823529325,0.0029891151176470593,0.00449250629411764,0.006015809588235277,0.007516396352941171,0.009025263411764711,0.010438670470588218,0.01199555611764705,0.013533143176470586,0.014144525529411742,0.013669831705882332,0.012663500529411759,0.011010615235294105,0.009005296411764688,0.007221261705882345,0.006221887352941144,0.005130610529411772,0.003941818999999971,0.0029861407647058524,0.001983344294117645,0.0008296254705882078,-0.0003090851176470871,-0.001545126823529419,-0.0026898150588235276,-0.004074071882352939,-0.005368520705882354,-0.00629127011764706,-0.0066658151176470365,-0.006343430411764703,-0.005692897117647047,-0.004822908294117634,-0.004344343588235253,-0.004204957941176479,-0.0038821101764705546,-0.003585003352941152,-0.003302205705882341,-0.0029182974705882214,-0.00241855394117646,-0.001892500705882344,-0.0012858454705882427,-0.0006680960588235224,8.378605882354562e-05,0.001410965176470616,0.0029806228235294135,0.003930048117647078,0.004396863647058824,0.004705556235294103,0.004864008588235283,0.005351503294117668,0.006085252058823529,0.006780851411764724,0.007352480823529406,0.007669051411764702,0.007790768117647062,0.00784855870588233,0.007699939000000003,0.007457776999999985,0.007750754058823514,0.007492784352941151,0.005954448176470575,0.005128087588235283,0.004653662058823532,0.0043322850588235345,0.004183800117647046,0.0040500269411764545,0.003664661352941176,0.003202733117647058,0.002743640705882358,0.002474144235294129,0.0025193440000000067,0.0026846820000000216,0.002785331411764694,0.0029891955294117784,0.002561353411764722,0.0017991331176470532,0.0023730051764705856,0.003425827529411757,0.003986376588235294,0.004485377705882351,0.0048378588235294395,0.004953833411764724,0.0049414089411764645,0.00483967041176471,0.004794995176470598,0.004794883176470616,0.004670886117647044,0.004399315176470575,0.0041937428235294255,0.0039689063529411844,0.004051575764705884,0.004794397000000006,0.0052637193529411486,0.004530272588235282,0.004212437882352912,0.0038721670588235113,0.0035354582941176244,0.0031797509999999807,0.0028296754705882388,0.002525802529411772,0.002535968999999999,0.0025157004117646875,0.0021413142352941367,0.0017391768235294203,0.0014587318823529455,0.001232809235294105,0.0007737453529411686,8.021323529411317e-05,-0.0005872924117646949,-0.001299383588235295,-0.0017533738823529432,-0.0022125329411764733,-0.0026129703529411963,-0.0029023754117647044,-0.0029744548235294127,-0.002838830705882367,-0.0029325048235294277,-0.003208589823529423,-0.003151132470588236,-0.0027632041764705795,-0.0023968530000000043,-0.0020899089411764438,-0.0013078180588235039,-8.157652941173654e-05,-0.0009357779411764688,-0.0012411282352940978,-0.001036227941176443,-0.000851927705882341,-0.0006894782941176403,-0.00010803700000000527,0.0004919759411764618,0.0007729044117647105,0.0011307618235294192,0.0017151162352941202,0.0022518247647058814,0.00249879447058822,0.00275175294117648,0.002963350941176446,0.00271000570588234,0.0018681347647058755,0.002776743000000012,0.005368391588235294,0.006830197470588231,0.007778342470588243,0.008519770411764716,0.008825065352941183,0.008436881470588242,0.007893473000000012,0.007476224411764709,0.006902634058823534,0.006398289647058811,0.006036956705882349,0.00574379994117645,0.005473404647058824,0.004612272294117634,0.004716256705882327,0.005097566470588233,0.003979676117647046,0.00353472047058824,0.003757899000000009,0.004271286058823542,0.005030221647058811,0.0062991257647058985,0.007869911647058817,0.009432381058823519,0.010998624705882351,0.012385783529411762,0.013646451764705886,0.01471856911764706,0.015733190000000008,0.017342794705882375,0.01908554617647061,0.020119470235294132,0.020475813176470625,0.020087148235294117,0.019269750000000016,0.018123392647058825,0.01670560941176473,0.01517291682352942,0.013773940941176482,0.012261929764705914,0.010862147647058812,0.009666263529411773,0.00857945058823531,0.007478955294117656,0.0063986267647058725,0.005901231470588214,0.004793302058823529,0.004348761764705861,0.004109213529411737,0.004365655294117671,0.0047775288235294144,0.0053959194117647324,0.00623442647058825,0.007293335294117659,0.00827049823529416,0.008908345294117659,0.009357675882352978,0.00944024352941178,0.009394428823529394,0.009668743529411772,0.010260381176470629,0.010312883529411815,0.009747505294117664,0.008989704117647074,0.00813028823529413,0.007297745882352907,0.006620062352941131,0.006159238235294101,0.005629519999999971,0.005003404705882369,0.004322242941176446,0.003945628235294069,0.003936384117647046,0.004359281764705875,0.005007432352941182,0.0053036588235293725,0.00510964294117644,0.004259457058823468,0.003922356470588195,0.0033822352941176304,0.0028385258823529214,0.00217061352941178,0.001545149411764729,0.0006196329411764789,-0.0006233652941176338,-0.001925053529411802,-0.0032044964705882917,-0.004581827647058806,-0.00611865941176476,-0.007915341764705902,-0.009992439999999991,-0.011989762941176402,-0.01381940941176471,-0.015258232941176453,-0.016123020588235254,-0.016637844705882338,-0.016837729411764646,-0.016825021764705878,-0.016761611764705864,-0.016701359411764732,-0.01626031294117644,-0.015463414705882361,-0.014590292352941181,-0.013713242941176484,-0.01285367999999995,-0.011894646470588188,-0.010713287058823517,-0.009377802941176488,-0.007843855294117658,-0.00368133764705883,-0.0009396017647058941,0.001010081764705878,0.002619165294117598,0.003980230000000001,0.0051721400000000195,0.006077664117647069,0.006521270588235262,0.006895131764705853,0.007207635882352931,0.007544223529411781,0.007944999411764714,0.008335115294117595,0.008506298235294085,0.008319754705882337,0.008103072352941193,0.005474209411764713,0.0014946970588235464,-0.0005606447058823238,-0.001904863529411771,-0.0030425382352941566,-0.003954640588235331,-0.004439606470588248,-0.00423378000000002,-0.003834604705882344,-0.003638092352941158,-0.0034872252941176574,-0.003415738823529413,-0.0033895276470588265,-0.0033180229411765017,-0.0030134841176470417,-0.0026078658823529555,0.00011241529411762374,0.004070626470588201,0.006540210588235257,0.00821365058823531,0.009648673529411789,0.0105205705882353,0.011042299411764711,0.011176468823529406,0.011033657647058825,0.011024471176470568,0.010969642941176472,0.010736181764705838,0.010545224117647078,0.0105136676470588,0.010506172352941129,0.010363045882352928,0.007915438823529436,0.004110073529411756,0.0016002594117647262,-0.0005362294117647048,-0.0023617341176470075,-0.0036002441176470334,-0.004135594705882345,-0.004350694705882369,-0.004627016470588219,-0.004954593529411716,-0.005191522941176474,-0.005161262352941121,-0.004915618823529394,-0.004826147058823421,-0.004887568235294071,-0.004979769999999967,-0.004791204705882346,-0.0020590694117646746,-0.0004205341176470312,0.0011448694117646985,0.0025347123529411153,0.0037350441176470517,0.00443382235294118,0.004769458235294122,0.004992558823529419,0.005302120477941152,0.005618205921568642,0.005893556008403356,0.005996979773755656,0.006160657450980378,0.006521003957219218,0.006953461117647053,0.007186830588235271,0.0066462805882352705,0.006169532352941126,0.005565858235294097,0.004998539411764702,0.004446038823529369,0.0039923541176470345,0.003626846470588252,0.0033403217647058614
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
