UniprotID	Q8IUR5-2
pNuLoCScore	0.3524164344444444,0.34685027799999996,0.34104225727272724,0.33760290249999997,0.33547085230769225,0.33613656642857137,0.33612537333333325,0.33656161437499993,0.3374650617647058,0.3323027582352941,0.3320905411764706,0.336770345882353,0.34382608705882356,0.3451585717647059,0.34568737529411764,0.34799752176470583,0.35096344529411766,0.35645456705882356,0.3620902423529412,0.3679277129411765,0.37338641294117647,0.37855488647058827,0.3815608952941177,0.3841938305882353,0.3806300347058823,0.37889723823529414,0.37793306294117646,0.375182634117647,0.3716680494117647,0.3681019764705882,0.36271025058823525,0.35729021529411764,0.3503798352941177,0.3422080494117647,0.3337553005882353,0.3230764417647059,0.31024845,0.2942008529411764,0.2773036379999999,0.2587330438823529,0.2421823435882353,0.23092994976470588,0.21690287476470588,0.20100681970588236,0.18611231170588233,0.17102382347058825,0.15476025547058825,0.14024466111764708,0.12531192070588237,0.11162633329411763,0.09942335817647059,0.08790785729411764,0.07848508888235294,0.07181696970588233,0.06771405500000001,0.06414902994117648,0.061805082882352945,0.05831419047058823,0.05524882529411764,0.05260658470588235,0.050571684764705874,0.04877084417647058,0.04741402158823529,0.04636258370588235,0.045213146294117636,0.044105765411764704,0.04307914729411764,0.04208456135294118,0.04124689635294117,0.04043209535294117,0.03961436611764706,0.038818300823529404,0.038032546411764706,0.03778821858823529,0.03755671305882353,0.037353477647058826,0.037127859117647065,0.0369034334117647,0.036675370470588234,0.03643665364705882,0.036214351882352946,0.035972773764705875,0.035724905882352935,0.03543175729411765,0.0350966854117647,0.034745846294117644,0.03437800535294117,0.03399964335294117,0.03312160211764705,0.03218369358823529,0.031239693882352947,0.03031192005882353,0.029408197294117647,0.028534297588235294,0.02768176741176471,0.026828537529411764,0.025983850294117646,0.02517227970588235,0.024393185470588233,0.023651239352941174,0.022955933058823524,0.022306021647058822,0.021676243588235288,0.021070933235294114,0.020478740529411763,0.020410643176470587,0.020400540470588233,0.020417133235294118,0.02042452958823529,0.02043252482352941,0.020434672235294115,0.020434854647058822,0.020432785352941175,0.02042452082352941,0.020416897294117643,0.020407342588235292,0.020394778470588234,0.020377631941176467,0.020354006705882353,0.020324260941176474,0.020143989882352945,0.019962716705882354,0.019780853647058828,0.019597158941176474,0.019413972941176475,0.019229370705882355,0.019044543470588236,0.018859652647058828,0.018674119764705885,0.018490555647058825,0.018311290294117644,0.018134175470588237,0.01795875323529412,0.017786923,0.017619971117647057,0.017457742411764704,0.017301407411764707,0.01729755205882353,0.017299084117647058,0.017299610235294118,0.017300229294117647,0.017299535588235295,0.01729908270588235,0.01729857617647059,0.01729825788235294,0.017298188294117642,0.017296755470588232,0.01729527870588235,0.017293417823529413,0.01729135423529412,0.017289104470588235,0.017286676647058824,0.017284067764705882,0.017282375470588234,0.017279465529411762,0.017275841294117647,0.017271499176470587,0.01726727570588235,0.017263289647058828,0.01725970452941177,0.01725650141176471,0.017253507705882354,0.01725070811764706,0.017247991411764706,0.01724540894117647,0.01724290729411765,0.01724060911764706,0.01723820264705882,0.017235535411764705,0.017232942588235295,0.01722905329411765,0.017226352705882353,0.017224359764705884,0.017223034647058825,0.01722164552941177,0.01722013935294118,0.017218536941176466,0.017216782352941176,0.01721503876470588,0.017213289235294114,0.01721211676470588,0.017210799588235293,0.017209393294117647,0.017208051000000002,0.017205615823529412,0.017202339235294118,0.017198703117647065,0.017194974823529413,0.017190271000000003,0.017185544352941173,0.017181700647058824,0.017178507882352943,0.017175423647058825,0.01717278894117647,0.01717071394117647,0.017168995294117646,0.017167563588235294,0.017166049117647058,0.017164482588235296,0.01716307188235294,0.01716176694117647,0.017161657999999996,0.01716268758823529,0.01716416476470588,0.017165425529411766,0.017167021352941177,0.017168050588235298,0.01716764364705883,0.017166189882352943,0.017164435058823528,0.01716183835294118,0.017158514647058826,0.017154581529411767,0.017150111352941172,0.017145186764705878,0.01714005176470588,0.01712664964705882,0.017113214588235295,0.017099517411764707,0.01708539358823529,0.01707138717647059,0.01705792141176471,0.017045055705882356,0.017032847352941177,0.017021284352941177,0.017010247117647065,0.016999596588235296,0.016989440470588237,0.016979711,0.016970346235294118,0.016961318529411767,0.016952623823529408,0.01694420182352941,0.01694397476470588,0.016943660647058822,0.016943552823529412,0.01694386823529412,0.016944217705882354,0.01694448023529412,0.016944686294117644,0.01694479176470588,0.016944805823529408,0.016944825411764702,0.016944831117647056,0.016944824823529412,0.01694479664705882,0.0169447555882353,0.016944698529411766,0.016944282294117645,0.01694433705882353,0.016944546470588233,0.016944807235294113,0.016945031411764705,0.016945248235294114,0.016945370117647057,0.016945560411764704,0.016945769235294117,0.016945946411764702,0.016946058470588235,0.016946131823529414,0.016946167352941174,0.016946211,0.016946263411764705,0.016946313882352942,0.01694636588235294,0.01694673388235294,0.016946577764705886,0.01694623941176471,0.016945858647058824,0.016945514352941175,0.016945181588235294,0.016944948529411762,0.016944689117647054,0.016944433117647057,0.01694422788235294,0.016944136411764704,0.016944079352941177,0.01694408811764706,0.016944103411764708,0.01694410864705883,0.01694415905882353,0.016944257058823527,0.016944366,0.016944633823529412,0.016944952411764705,0.016945237882352943,0.016945544941176473,0.016945834647058823,0.016946046235294117,0.016946085,0.016946055117647057,0.016945968411764704,0.016945914294117646,0.01694587194117647,0.016945841764705885,0.016945805882352942,0.01694579035294118,0.016945731941176472,0.016945681882352945,0.016945938941176478,0.016946256588235297,0.016946631529411765,0.01694708305882353,0.016947532294117648,0.016948010411764705,0.01694858170588235,0.01694933276470588,0.016950190882352938,0.01695111794117647,0.016952020882352942,0.016952940647058823,0.016953860411764703,0.016954785882352937,0.01695564594117647,0.016956824588235296,0.016958102470588238,0.01695920052941177,0.016960023764705887,0.016960692588235297,0.016961379235294116,0.016962071764705884,0.016962719647058824,0.01696329629411765,0.016963792941176475,0.016964225470588234,0.016964550176470587,0.016964823294117647,0.016965107647058827,0.016965426705882355,0.016965717058823524,0.01696601682352941,0.016965947,0.016965745352941177,0.01696546276470588,0.016965301294117646,0.016965206705882353,0.016965034470588232,0.01696485064705882,0.016964695823529413,0.016964558764705883,0.01696448782352941,0.01696445376470588,0.016964514588235294,0.01696459788235294,0.016964924529411764,0.01696506894117647,0.01696502358823529,0.016964890235294114,0.0169649184117647,0.016964995588235297,0.016965091058823527,0.01696514205882353,0.016965196764705884,0.016965193000000003,0.016965215,0.016965236058823528,0.016965326882352944,0.016965441,0.016965516764705885,0.016965514,0.01696553917647059,0.01696528505882353,0.016965174764705885,0.016965260000000003,0.01696543082352941,0.016965459882352943,0.016965363235294118,0.016965217176470586,0.01696512088235294,0.016965064764705884,0.01696510311764706,0.016965110588235296,0.01696511135294118,0.01696508188235294,0.01696502911764706,0.016964994411764706,0.016964065294117647,0.016963755647058827,0.01696362841176471,0.016963518,0.016963389823529414,0.016963310764705888,0.01696333970588235,0.016963446294117647,0.016963572294117647,0.016963607823529413,0.016963621411764704,0.01696364258823529,0.016963601470588237,0.016963546470588235,0.016963483352941174,0.016963378058823527,0.016963296705882352,0.01696413311764706,0.01696435305882353,0.016964424529411763,0.016964493764705883,0.01696462382352941,0.016964738941176474,0.016964751647058823,0.016964773117647065,0.016964810764705886,0.016964972588235292,0.016965161470588234,0.016965348058823528,0.01696560076470588,0.016965865058823526,0.01696617082352941,0.016968059823529412,0.016969619176470586,0.016971038882352938,0.01697238876470588,0.016973663352941176,0.016974818882352943,0.016975758647058824,0.016976686235294115,0.016977680176470583,0.016978636411764704,0.01697957170588235,0.01698049005882353,0.016981400000000004,0.016982299235294124,0.016983162294117646,0.016984013588235296,0.016984853352941174,0.016984167176470586,0.016983781705882352,0.01698353111764706,0.016983281941176466,0.016983042647058823,0.01698288829411765,0.016982911647058823,0.016982961294117648,0.01698296688235294,0.016982957529411764,0.016982957,0.016982896117647056,0.01698281617647059,0.016982750058823527,0.01698270411764706,0.016982609705882355,0.016982885705882356,0.01698331188235294,0.016983685588235296,0.016984138941176476,0.0169845875882353,0.016985049882352943,0.016985378117647065,0.016985596352941182,0.016985858588235297,0.016986163999999998,0.01698653623529412,0.016986904352941177,0.016987220529411765,0.016987587999999998,0.016987974352941176,0.016988370117647058,0.016988824352941172,0.016988913882352942,0.016988815,0.016988716294117648,0.016988623647058824,0.01698860505882353,0.016988602294117652,0.016988732470588234,0.01698896517647059,0.016989132764705886,0.016989274647058822,0.016989390352941176,0.016989511764705884,0.01698972205882353,0.01698987435294118,0.016990620352941174,0.016991068882352942,0.01699140335294118,0.016991538764705886,0.016991607647058826,0.016991702764705883,0.0169917175882353,0.01699177747058824,0.016991866882352942,0.016992048764705878,0.01699227188235294,0.01699254558823529,0.01699278223529412,0.016992936823529415,0.016993118588235295,0.016993334117647058,0.01699353517647059,0.016993148588235293,0.016993074470588232,0.016993162647058826,0.016993399294117646,0.016993632705882354,0.016993901588235296,0.016994246999999997,0.01699454770588235,0.01699481382352941,0.016995007647058823,0.01699519494117647,0.01699535994117647,0.016995560588235294,0.016995830999999996,0.016996059117647056,0.01699506805882353,0.01699444888235294,0.016994229176470588,0.016994046529411763,0.016993599470588233,0.016993287352941176,0.01699306805882353,0.016992837529411765,0.01699268235294118,0.01699254888235294,0.016992450529411764,0.01699229164705882,0.01699219188235294,0.016992074647058823,0.016992020294117647,0.016992038588235295,0.01699210805882353,0.016993391529411764,0.016994388058823532,0.016994911882352942,0.016995378058823528,0.016996072588235295,0.016996693999999996,0.01699732888235294,0.016997969411764704,0.01699854870588235,0.01699906564705882,0.016999551647058825,0.017000095,0.01700059005882353,0.017001090235294117,0.017001493235294114,0.017002194117647057,0.01700237788235294,0.017002843352941176,0.01700343688235294,0.01700387711764706,0.01700421711764706,0.017004473529411767,0.017004714411764703,0.01700497470588235,0.01700517411764706,0.017005297941176473,0.01700537005882353,0.017005394117647062,0.017005366294117648,0.01700527911764706,0.017005214941176475,0.01700520076470588,0.01700481994117647,0.01700490758823529,0.017004708352941177,0.017004337470588236,0.01700415605882353,0.017004062705882353,0.01700401994117647,0.01700397782352941,0.01700386911764706,0.017003825411764706,0.017003825411764706,0.017003912588235293,0.017004061529411765,0.017004219588235295,0.01700440794117647,0.017004687235294115,0.017004700941176468,0.01700472811764706,0.01700488005882353,0.017004979,0.01700511494117647,0.017005288941176467,0.017005527588235293,0.017005832411764708,0.017006102941176472,0.01700644517647059,0.017006789882352942,0.01700702241176471,0.01700718241176471,0.017007346411764705,0.017007618470588234,0.017007912999999996,0.01700806311764706,0.017008437823529413,0.01700882205882353,0.01700909029411765,0.01700936,0.017009531588235295,0.017009618764705883,0.01700961117647059,0.017009511352941178,0.01700940670588235,0.01700926382352941,0.01700911423529412,0.01700907388235294,0.017009088529411763,0.01700904411764706,0.017007686764705883,0.017007234705882352,0.017006939294117646,0.017006719294117647,0.017006465411764704,0.017006300176470587,0.017006163294117645,0.017006136117647057,0.017006234647058822,0.017006428470588232,0.017006762411764704,0.017007025529411766,0.017007152470588233,0.017007231705882354,0.01700726270588235,0.01700732823529412,0.017007453882352943,0.01700881388235294,0.017009227470588233,0.017009467529411765,0.017009569235294116,0.01700970429411765,0.01700973105882353,0.017009726764705885,0.017009667705882355,0.017009482,0.01700922911764706,0.017008868882352944,0.017008606823529414,0.017008490588235295,0.017008437117647057,0.01700843058823529,0.01700908829411765,0.017009055000000002,0.017009238941176473,0.01700954758823529,0.017009876411764702,0.0170100246875,0.01701015233333333,0.01701029307142857,0.017010472538461534,0.01701065075,0.017010897545454543,0.0170111986,0.017011592222222222
pNuLoCDScore	-0.014951372679738617,-0.020113676209150333,-0.02032589326797385,-0.01564608856209143,-0.008590347385620867,-0.007257862679738547,-0.006729059150326788,-0.004418912679738596,-0.0014529891503267667,0.0096042890588236,0.021047985080213938,0.03032481044117652,0.037915560633484224,0.0424183200420169,0.04543552196078443,0.04763221621323538,0.043164972941176494,0.04659448000000005,0.04584252176470588,0.03841228823529402,0.02784196235294112,0.022943404705882298,0.017022875294117612,0.00929269352941181,-0.0005836099999999567,-0.014246517647058865,-0.028334941764705857,-0.044851271176470586,-0.06313796294117646,-0.08435403352941184,-0.10425725729411778,-0.1254607867058824,-0.13844769111764701,-0.14796728847058827,-0.16103018817647058,-0.17417581441176466,-0.18555573770588235,-0.19707815299999992,-0.207949995117647,-0.21704555417647056,-0.22506791458823533,-0.23058171611764705,-0.23433194241176475,-0.23516858447058825,-0.23176336111764706,-0.2223838832352941,-0.2095895829999999,-0.19458401394117641,-0.18037726070588234,-0.17261575929411765,-0.16165404947058823,-0.148400235,-0.13554062694117647,-0.12225297929411767,-0.10734623388235295,-0.09388207741176473,-0.08009877441176474,-0.06752056788235292,-0.05634421088235295,-0.045823295941176456,-0.03723819252941177,-0.03138487435294116,-0.028099688882352952,-0.025330729117647076,-0.02377253647058824,-0.020525971882352938,-0.017692112235294113,-0.015253107058823524,-0.013443825647058809,-0.011867410764705884,-0.010738651117647054,-0.009925930058823529,-0.00899879441176469,-0.00813299164705883,-0.007354241411764703,-0.006652804058823535,-0.006150210941176466,-0.005686249058823527,-0.005236360764705884,-0.004818657470588232,-0.004910944294117654,-0.005604524999999999,-0.006317019176470581,-0.007041557588235298,-0.0077196618235294175,-0.008369135823529404,-0.008993603058823525,-0.009608116117647059,-0.0102305015882353,-0.010800494058823523,-0.011331720411764702,-0.011780517941176474,-0.012140752352941177,-0.012439824647058822,-0.012701761764705884,-0.012928710117647058,-0.012642861588235289,-0.011773050411764706,-0.010839153411764713,-0.00989478682352941,-0.008983667705882357,-0.008101772764705886,-0.007247095176470594,-0.006393682882352942,-0.0055510649411764715,-0.004747758882352942,-0.00397628817647059,-0.0032438967647058815,-0.00256115458823529,-0.0019283897058823551,-0.0013222368823529347,-0.0007466722941176403,-0.00033475064705881796,-0.00044792647058823284,-0.0006196868235294056,-0.0008199742941176445,-0.0010105566470588155,-0.0012031541176470532,-0.0013901287647058794,-0.0015752019999999943,-0.0017586655882352899,-0.001933965176470584,-0.002105606999999999,-0.002273167117647055,-0.0024360252352941154,-0.0025907089411764672,-0.0027340355882352965,-0.00286651852941177,-0.0028425824705882383,-0.0026651646470588243,-0.0024817695294117696,-0.002297548705882356,-0.002113743647058828,-0.00192983511764706,-0.0017454607647058862,-0.0015610764705882366,-0.0013758618823529432,-0.001192367352941183,-0.0010145348235294123,-0.0008388967647058876,-0.0006653354117647052,-0.0004955687647058803,-0.0003308666470588223,-0.00017106576470587997,-1.733964705882482e-05,-1.5176588235295968e-05,-1.9618588235296303e-05,-2.3768941176470493e-05,-2.8730117647059877e-05,-3.225988235294394e-05,-3.5793058823521684e-05,-3.887164705882254e-05,-4.175647058823201e-05,-4.468058823528867e-05,-4.6047352941173264e-05,-4.728729411764346e-05,-4.800888235294287e-05,-4.844694117647069e-05,-4.849535294117538e-05,-4.847400000000321e-05,-4.853235294117672e-05,-4.943288235293927e-05,-5.0412235294110264e-05,-4.948858823529412e-05,-4.713941176470379e-05,-4.424105882352633e-05,-4.1644117647059165e-05,-3.956517647058996e-05,-3.7964470588243426e-05,-3.6725352941177625e-05,-3.5669352941178345e-05,-3.470217647059265e-05,-3.329217647058888e-05,-3.210770588235601e-05,-3.1215823529412434e-05,-3.0151647058818815e-05,-2.9919588235293587e-05,-3.060335294117686e-05,-3.0350176470586576e-05,-3.137788235293981e-05,-3.408876470588004e-05,-3.749029411765151e-05,-3.994488235294427e-05,-4.163147058823535e-05,-4.311329411764084e-05,-4.399341176470478e-05,-4.4324823529409696e-05,-4.429394117646743e-05,-4.45531764705874e-05,-4.47504705882347e-05,-4.491070588235127e-05,-4.497911764706278e-05,-4.384888235294329e-05,-4.068123529412174e-05,-3.601552941177519e-05,-3.081005882353202e-05,-2.484547058823755e-05,-1.8522999999995987e-05,-1.3650058823526379e-05,-1.0864235294113372e-05,-9.233764705882802e-06,-8.35388235294332e-06,-8.875588235292275e-06,-1.048064705881993e-05,-1.298205882352757e-05,-1.593776470588601e-05,-1.9295823529417305e-05,-2.3020117647060828e-05,-3.511729411764808e-05,-4.8443411764700905e-05,-6.317017647058248e-05,-7.877117647058993e-05,-9.403835294117743e-05,-0.00010909994117646801,-0.00012299488235294198,-0.00013479629411765337,-0.00014490552941176515,-0.00015418794117646323,-0.00016224176470588242,-0.00016907417647058984,-0.000174870529411765,-0.0001797651176470537,-0.0001838682352941108,-0.00018742794117647052,-0.0001824478235294101,-0.00016923982352941638,-0.00015585676470588478,-0.0001418407647058792,-0.00012751894117647017,-0.00011370370588235576,-0.0001005754705882371,-8.816105882353265e-05,-7.64925882352982e-05,-6.544129411765673e-05,-5.477117647059368e-05,-4.460935294118076e-05,-3.4886176470589475e-05,-2.5549588235296988e-05,-1.6562941176467838e-05,-7.92529411764234e-06,8.047058823457132e-08,3.622941176506522e-07,8.858235294104122e-07,1.2544117647013409e-06,1.1631764705866132e-06,1.030529411760045e-06,8.898823529376876e-07,8.74117647060163e-07,9.774705882377444e-07,1.1405882352939767e-06,1.23305882353264e-06,1.300705882358727e-06,1.3425294117623554e-06,1.4143529411779487e-06,1.5078235294056774e-06,1.6153529411762346e-06,2.083588235293754e-06,2.396823529409592e-06,2.031294117653404e-06,1.4321764705976792e-06,8.272352941193772e-07,2.661176470609983e-07,-1.8852941176261684e-07,-6.118823529417672e-07,-1.080117647062756e-06,-1.513294117645031e-06,-1.830588235295083e-06,-1.9954117647102976e-06,-2.0879999999973142e-06,-2.122882352940947e-06,-2.1599999999975805e-06,-2.2052352941122344e-06,-2.2068235294089855e-06,-2.476823529412586e-06,-2.2117647058873813e-06,-1.6055882352990214e-06,-9.062352941194285e-07,-2.7647058823201953e-07,3.6335294117950667e-07,8.861176470607857e-07,1.3571176470626722e-06,1.6518823529425297e-06,1.8272352941169079e-06,1.8320000000002223e-06,1.8349411764692625e-06,1.7838235294130589e-06,1.7383529411774123e-06,1.6972352941124758e-06,1.6312941176488405e-06,1.474882352945489e-06,1.315882352945913e-06,1.3051176470657566e-06,1.3041764705921943e-06,1.3936470588220284e-06,1.5381176470576075e-06,1.6976470588250803e-06,1.9641764705882747e-06,2.4967058823502364e-06,3.277647058822636e-06,4.222470588233218e-06,5.203647058821953e-06,6.148941176471051e-06,7.098882352937763e-06,8.054529411761352e-06,8.995529411758713e-06,9.913999999996287e-06,1.1142705882351278e-05,1.2163529411760021e-05,1.2943941176471463e-05,1.3392235294121951e-05,1.3609529411765658e-05,1.3846941176468008e-05,1.4061352941178995e-05,1.4137941176474433e-05,1.3963529411770148e-05,1.3602058823537766e-05,1.3107529411766211e-05,1.252929411764414e-05,1.1882647058824441e-05,1.1247235294123414e-05,1.0640823529417531e-05,1.0071117647055677e-05,9.1922352941122e-06,7.844529411760864e-06,6.54482352940855e-06,5.438999999992505e-06,4.608705882348796e-06,3.827470588236431e-06,2.962705882347816e-06,2.1309999999954976e-06,1.3995294117635781e-06,7.658235294076554e-07,2.6235294117715746e-07,-9.641176470717716e-08,-3.0870588235351604e-07,-5.097647058881216e-07,-5.021764705910592e-07,-6.481176470542194e-07,-9.932352941187383e-07,-1.0567647058846996e-06,-8.269411764759427e-07,-4.6717647058172607e-07,-2.1023529411801078e-07,-6.464705882419652e-08,1.6229411765183999e-07,3.4235294118362125e-07,5.191764705855806e-07,6.772941176444447e-07,8.390588235318575e-07,9.872352941218965e-07,1.0021764705915592e-06,9.161176470623422e-07,6.146470588261344e-07,2.161176470595605e-07,1.5117647059539885e-07,3.6976470588895305e-07,5.124117647102577e-07,4.642941176455362e-07,2.721764705906904e-07,7.511764705744883e-08,-7.588235294286871e-08,-1.282352941195386e-07,-1.1188235293779769e-07,-1.2547058823170198e-07,-2.1552941176228302e-07,-3.5911764706061944e-07,-4.87647058827062e-07,-5.195882352947157e-07,-1.473882352942546e-06,-1.5294117647023098e-06,-1.5463529411743893e-06,-1.7420000000024916e-06,-2.040999999997767e-06,-2.149117647055193e-06,-2.023529411768199e-06,-1.770882352938874e-06,-1.5485882352943292e-06,-1.4569411764704665e-06,-1.4817058823571316e-06,-1.4680000000044657e-06,-1.5098823529444139e-06,-1.5354117647060905e-06,-1.5457647058840507e-06,-1.6163529411791777e-06,-7.68588235295492e-07,3.7747058823436874e-07,7.246470588202769e-07,9.065294117628631e-07,1.10394117646892e-06,1.3130588235217566e-06,1.399235294123613e-06,1.305352941176341e-06,1.2008235294180825e-06,1.202941176472322e-06,1.3511764705882723e-06,1.5188823529431461e-06,1.7465882352907247e-06,2.054294117644767e-06,2.3817058823517867e-06,2.7927647058834104e-06,4.763117647060139e-06,5.486058823524903e-06,6.685823529407192e-06,7.964235294116717e-06,9.169588235293652e-06,1.0195058823533887e-05,1.10197058823501e-05,1.1934588235291976e-05,1.2907058823518475e-05,1.382564705881828e-05,1.4599117647059318e-05,1.532858823529576e-05,1.6051941176476597e-05,1.6698470588244474e-05,1.7297235294120444e-05,1.7842764705885972e-05,1.6793529411762015e-05,1.4547999999999645e-05,1.2742823529414415e-05,1.1142352941178463e-05,9.618588235289771e-06,8.223764705880127e-06,7.12964705882474e-06,6.225411764707728e-06,5.281117647065042e-06,4.330470588235352e-06,3.3858235294129124e-06,2.4669411764696725e-06,1.4961176470519588e-06,5.169411764656406e-07,-4.1223529411923976e-07,-1.3094705882364666e-06,-2.243647058818715e-06,-1.2814705882303878e-06,-4.698235294108011e-07,1.5447058823725435e-07,8.570000000103495e-07,1.5449411764761889e-06,2.1615882352943316e-06,2.466470588241565e-06,2.6350588235336814e-06,2.8917058823574315e-06,3.206470588233701e-06,3.5792352941210748e-06,4.008235294120782e-06,4.404352941175804e-06,4.837941176470684e-06,5.270235294115716e-06,5.760411764702683e-06,5.938647058816721e-06,5.6020000000003844e-06,5.129411764705216e-06,4.577352941171481e-06,4.036058823524841e-06,3.5551764705869793e-06,3.2241764705877307e-06,3.1361176470526275e-06,3.1065882352930563e-06,2.9687647058879163e-06,2.7384117647008543e-06,2.485999999999461e-06,2.2912352941190095e-06,2.1340588235337077e-06,1.900000000002594e-06,2.250235294116304e-06,2.2445294117698356e-06,2.4894705882363977e-06,2.7237647058850345e-06,2.8913529411776773e-06,3.0791176470583437e-06,3.1125294117709257e-06,3.175176470589236e-06,3.134411764707523e-06,3.0835882352878152e-06,3.139117647054518e-06,3.270941176469755e-06,3.3918823529426045e-06,3.4250588235307244e-06,3.396529411763688e-06,3.4597647058792758e-06,2.9148235294144953e-06,2.0797058823511516e-06,1.6711176470535216e-06,1.6238823529399204e-06,1.7916470588207056e-06,1.9299411764713004e-06,2.1839999999953563e-06,2.469529411755489e-06,2.680823529409293e-06,2.7650588235311746e-06,2.7357647058821877e-06,2.649352941176686e-06,2.5777058823527044e-06,2.6237647058786895e-06,2.712411764700662e-06,2.724999999998562e-06,1.532882352942716e-06,1.3002941176461225e-06,1.1547058823557776e-06,8.838823529373763e-07,2.0017647058695465e-07,-3.4535294117857274e-07,-8.335294117665926e-07,-1.4094705882324032e-06,-1.8653529411730152e-06,-2.2649411764684435e-06,-2.557117647059015e-06,-2.903294117648919e-06,-3.1680588235306895e-06,-3.48594117647108e-06,-3.8107058823490247e-06,-4.02052941176137e-06,-2.9599999999997684e-06,-1.0573529411750382e-06,1.58882352944284e-07,8.65352941178954e-07,1.778588235294698e-06,2.7852352941191982e-06,3.6259411764667793e-06,4.491352941175114e-06,5.2870588235255644e-06,5.999823529410919e-06,6.615117647056773e-06,7.2600000000054565e-06,7.903117647058838e-06,8.515411764706271e-06,9.06994117647053e-06,9.454647058818738e-06,1.008605882352534e-05,8.986352941175307e-06,8.455294117644396e-06,8.524999999998811e-06,8.499058823531469e-06,8.144529411766022e-06,7.779529411770791e-06,7.38552941176307e-06,7.005294117647803e-06,6.625411764708822e-06,6.232294117652221e-06,5.818411764706849e-06,5.299117647062507e-06,4.776235294118997e-06,4.188882352942902e-06,3.721705882361176e-06,3.006647058823031e-06,2.4420588235311846e-06,2.064235294113592e-06,1.2714705882356514e-06,4.603529411770224e-07,-6.105882353196757e-08,-4.108235294141005e-07,-6.944705882340474e-07,-9.96882352940348e-07,-1.3050000000000561e-06,-1.4725294117667875e-06,-1.5446470588258154e-06,-1.4815294117689892e-06,-1.304764705882533e-06,-1.0595294117655973e-06,-8.070000000054423e-07,-5.135294117650235e-07,-1.1900000000328315e-07,-1.7947058823103434e-07,1.717058823527684e-07,6.415294117635695e-07,9.58882352939533e-07,1.2262352941140586e-06,1.507647058824474e-06,1.8545882352963283e-06,2.233823529412121e-06,2.6197647058842644e-06,2.964470588236179e-06,3.1098235294159393e-06,3.1208823529429996e-06,3.1268235294104607e-06,3.2105294117644456e-06,3.2257647058810124e-06,3.3621764705914214e-06,3.7097058823536144e-06,3.9419999999998345e-06,4.1112941176514595e-06,4.2450588235327935e-06,4.242647058828181e-06,4.091176470589347e-06,3.778764705881371e-06,3.408411764705549e-06,2.9615294117602e-06,2.4739411764694574e-06,2.091823529410536e-06,1.8914705882319693e-06,1.7421176470577837e-06,1.4256470588260017e-06,-2.2623529411305854e-07,-8.284117647069933e-07,-1.49852941176698e-06,-2.102764705882304e-06,-2.624882352947333e-06,-3.0598235294145015e-06,-3.3682941176504944e-06,-3.482647058825755e-06,-3.376529411767276e-06,-3.082882352945654e-06,-2.6442941176464674e-06,-2.238294117645062e-06,-1.9617647058871313e-06,-1.8421764705865706e-06,-1.8258235294117686e-06,-1.715882352940068e-06,-2.3288235294002813e-07,1.5791764705862243e-06,2.2881764705877383e-06,2.7482352941178567e-06,3.1038235294121586e-06,3.40411764706422e-06,3.5677647058848794e-06,3.5906470588278894e-06,3.4330588235334525e-06,3.053529411767286e-06,2.4667058823556187e-06,1.8433529411776561e-06,1.4543529411811806e-06,1.2588823529412208e-06,1.1744117647052854e-06,1.1023529411686994e-06,1.634411764706023e-06,2.4111764706374883e-07,1.1470588239664847e-08,8.005882352543625e-08,3.071764705861457e-07,3.20393382349099e-07,4.212745098007564e-07,5.663067226858998e-07,8.048325791792932e-07,1.1687499999989137e-06,1.6684278074836911e-06,2.329717647055196e-06,2.985398692808422e-06,3.101633986927338e-06,3.1551045751657125e-06,3.1616339869339205e-06,2.503928104573283e-06,2.5372222222201646e-06,2.3532810457492503e-06,2.044633986932054e-06,1.7158104575198951e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
