UniprotID	Q9Y2Z2-4
pNuLoCScore	0.2914429666666667,0.29807947500000004,0.30644416818181824,0.31530255833333337,0.32453781384615393,0.33253872857142863,0.3412430266666667,0.3500435893750001,0.35695718705882357,0.3590921594117647,0.3656012711764706,0.3797079564705883,0.39528659823529416,0.41371300882352946,0.4348377694117648,0.4567007970588235,0.4659067282352941,0.4746754005882354,0.4846365011764706,0.49330131294117646,0.5010796335294119,0.5075123264705883,0.5136906547058824,0.518709784117647,0.5257279,0.5339665794117647,0.5415443776470588,0.5483113570588234,0.5547151864705882,0.5612944723529412,0.5677911958823529,0.5731882605882352,0.5780972694117648,0.582095134117647,0.5840451176470589,0.5857891258823531,0.5843180105882353,0.5828660164705883,0.5812982952941176,0.5782616994117646,0.5744024629411766,0.5669948711764707,0.5592987270588237,0.5509711094117647,0.5423005652941176,0.5335900699999999,0.5237005329411764,0.5134147329411765,0.5040357652941176,0.49417833588235294,0.48596081529411767,0.47975170294117647,0.4733630864705882,0.46962969,0.4651853547058824,0.4604283411764706,0.4465328682352942,0.43356273411764706,0.4234531376470589,0.41471942,0.40711571647058825,0.4008782082352941,0.39550664294117643,0.3898946958823529,0.38436730999999996,0.3794406988235294,0.37548542647058825,0.3716354364705883,0.36719840705882356,0.3623796505882353,0.35685885235294124,0.3521786994117647,0.3481950382352941,0.35531871705882356,0.36220474058823526,0.36655664882352934,0.36967371529411763,0.3718433141176471,0.3727777888235294,0.37351783176470593,0.374678675882353,0.3756907735294119,0.376285755882353,0.37710749294117646,0.37752568588235297,0.37864833235294115,0.38041269352941176,0.3828149817647058,0.39100041117647055,0.39779955882352935,0.40390413529411767,0.4068087394117647,0.4102913705882353,0.4136543305882353,0.41670685470588237,0.4184361676470588,0.42074909352941176,0.4237060888235294,0.4274940605882353,0.43115199941176474,0.4345864970588235,0.43762995411764705,0.4398198588235295,0.44158145411764715,0.44320613470588244,0.4384211600000001,0.4350378576470589,0.43201281999999996,0.43189838235294115,0.4311647547058823,0.4301801711764705,0.4300294358823529,0.43138991176470576,0.43171606823529407,0.4306545188235294,0.4283498552941176,0.4253047552941177,0.42206646823529415,0.41883995235294125,0.4161015094117647,0.4068324347058824,0.3993816717647059,0.39184847882352947,0.38319523647058823,0.3735598423529412,0.3635376841176471,0.35350038294117647,0.34399955117647063,0.33438837764705887,0.3245819105882353,0.3151516670588235,0.30648768588235287,0.2988652252941176,0.29184237823529413,0.28481802352941177,0.27823272235294116,0.2718472811764705,0.27245202294117643,0.27136166999999994,0.27027874117647055,0.27005235411764705,0.2707598441176471,0.2719800147058824,0.2734551647058824,0.27458198705882353,0.2754667376470588,0.2762759623529411,0.2768659223529411,0.2777262717647058,0.2783193205882353,0.27883478411764706,0.2793487282352941,0.27965375176470586,0.2813843576470588,0.28427605764705877,0.2875863470588235,0.29134474764705887,0.2951567276470589,0.2989515358823529,0.3024771688235295,0.30574429882352944,0.3084390129411765,0.31006149176470593,0.31163629764705886,0.31307276058823535,0.31432868647058826,0.3155248464705882,0.31687079588235295,0.3182824429411765,0.3196493476470588,0.31945334882352944,0.31811111588235297,0.31643011411764704,0.31446801882352937,0.31243538470588234,0.31041290999999993,0.30830702176470587,0.3063228923529412,0.30496659705882356,0.3047114729411765,0.3044626235294118,0.3041520735294118,0.30365206588235294,0.30318677470588234,0.3019287017647059,0.29982809588235293,0.29820455999999995,0.2969351423529411,0.2953767205882353,0.29409736999999997,0.29298123647058827,0.2921768282352941,0.2914085241176471,0.29092900941176475,0.2902844323529412,0.28922568882352945,0.28756182588235296,0.2856094623529412,0.2837864835294117,0.2820973882352941,0.28050022705882355,0.27974669176470585,0.27996927411764705,0.27985579470588234,0.2793894670588235,0.27918305470588234,0.2787685376470588,0.27821522235294116,0.2774550405882352,0.2768416429411764,0.2760810364705883,0.27549800294117643,0.2752430829411765,0.2754534464705883,0.2760010688235295,0.2763898123529412,0.27460474764705883,0.27494049411764704,0.2746588588235294,0.2733656258823529,0.27256780235294115,0.2719592652941176,0.27135148,0.2707940505882353,0.27035373764705883,0.2699200935294118,0.26929866,0.2686728047058824,0.2681467011764706,0.2677417788235294,0.2675165994117647,0.2674104676470588,0.26776956588235296,0.27038720058823534,0.2707138217647059,0.2715728982352941,0.2732019929411764,0.2744125635294118,0.27556855647058826,0.27651028000000005,0.27727105823529413,0.27784780235294115,0.2783832982352941,0.27888622294117643,0.2792477511764706,0.2796517476470588,0.27983887235294114,0.27995809411764705,0.2788417552941176,0.2780223452941176,0.2779756664705882,0.27854388764705884,0.2793524423529412,0.28056221882352944,0.2811806835294118,0.2816783111764705,0.28221752294117647,0.2828484882352941,0.2832799852941177,0.2835090952941176,0.28389148647058826,0.28470562411764705,0.2854836923529412,0.28631771,0.2865918770588235,0.28739576823529406,0.287480475882353,0.2868266682352941,0.2857173247058823,0.28455332294117647,0.28330877294117646,0.28254553176470587,0.2818261088235294,0.28093609764705874,0.27975286529411764,0.27876344941176473,0.27793150823529406,0.27713208470588235,0.2761559276470588,0.2751267888235294,0.2759868241176471,0.2759599629411764,0.27615791705882353,0.2769950082352941,0.2782617664705882,0.27913645470588233,0.2796882170588235,0.27990432176470587,0.27982461999999997,0.27950784941176465,0.27938554941176474,0.27958442,0.2797765594117647,0.2800673323529412,0.28038625411764706,0.2807903,0.28119900352941174,0.2796024941176471,0.27955987411764704,0.27991277117647057,0.2797518823529412,0.27909771411764706,0.2787635223529412,0.2786023494117647,0.27854991529411766,0.27850135,0.27839597470588234,0.2783960188235294,0.2784169329411764,0.2783173582352941,0.2782279205882353,0.2781040235294117,0.27620048,0.2743375582352941,0.27294994647058823,0.27184116058823526,0.2708394741176471,0.27003219352941177,0.2695636417647059,0.2692211829411765,0.2687049017647059,0.2683212429411765,0.26839427764705887,0.26889763470588235,0.26890037823529406,0.2687253617647058,0.26891198705882347,0.26933321058823523,0.2697139017647059,0.2716294276470588,0.27347361294117645,0.27532235764705876,0.27702828235294114,0.27880727235294117,0.2804526976470589,0.2816680417647059,0.2825500782352941,0.2836997923529412,0.2849533805882353,0.28621032,0.28743110882352946,0.2892172652941177,0.29094054647058826,0.29238746352941175,0.2931454488235294,0.2976451258823529,0.30363959823529413,0.3113448229411765,0.31928943882352945,0.3289134305882353,0.33876110117647057,0.3473698435294117,0.35418992764705876,0.36094655588235286,0.3670280894117646,0.37246848058823523,0.37727087352941174,0.38250601117647054,0.38743980352941176,0.39233399176470596,0.39801108529411766,0.4038321623529412,0.4062388964705882,0.40690081470588235,0.40565815588235293,0.4035189364705883,0.39979998470588235,0.395763145882353,0.3928668688235295,0.3914236952941177,0.3905867400000001,0.3903040770588236,0.39052346411764716,0.39078501705882357,0.39086195588235295,0.39070300058823526,0.3891897382352941,0.3893512264705882,0.39046536176470586,0.3909264476470588,0.39206174352941175,0.39286590058823523,0.3933450794117647,0.3937807382352941,0.39458472823529406,0.3953258670588235,0.39678488529411765,0.3980029070588236,0.39923312588235293,0.400404695882353,0.4020735329411766,0.4037984847058824,0.40585657352941185,0.40925925352941184,0.4101941276470589,0.4104624676470589,0.4113827582352942,0.4119726347058824,0.41381124,0.41659428117647057,0.4194932888235294,0.42216927999999987,0.42545105470588235,0.4288149723529412,0.43218822529411766,0.4353123870588235,0.43863613647058824,0.44280552529411765,0.45528956294117645,0.4670836388235294,0.4784586064705882,0.49036272176470597,0.5020436511764705,0.5135559594117648,0.5246966335294118,0.5349713770588235,0.5440577723529411,0.5523488529411764,0.5604340282352941,0.5680324564705883,0.5754656529411765,0.582735784117647,0.5902620341176471,0.5975851011764707,0.6040129958823529,0.6017210017647058,0.5998684747058823,0.5986478105882354,0.5975452482352943,0.5964702517647059,0.5952075964705882,0.5943995611764707,0.5937799023529413,0.5940613494117647,0.594760325882353,0.5955157023529412,0.5962086135294118,0.5963988705882354,0.5964782705882353,0.5961676941176471,0.5903999717647059,0.5836830864705882,0.5719437552941176,0.5637186023529411,0.55762754,0.5508839223529413,0.5444106370588235,0.5379563129411766,0.5311228388235295,0.5238254400000002,0.5168754005882353,0.5101444788235295,0.5036950952941176,0.49776064294117645,0.4914015423529412,0.48533322882352936,0.4791863911764706,0.4788050705882352,0.47933064588235286,0.48515060470588234,0.48779505294117637,0.48828418823529396,0.48908982176470583,0.4896841082352941,0.4902949170588235,0.4911407570588235,0.49250806,0.49355142176470584,0.4943605082352941,0.49486592352941183,0.4950546970588235,0.4960850641176471,0.49930732647058823,0.50351455,0.5078212164705883,0.5115744617647059,0.5142367635294116,0.5165286976470588,0.5184482623529413,0.5200903741176471,0.5217842941176469,0.5228310452941176,0.5235026917647059,0.5245357347058824,0.5256816917647059,0.5267169294117648,0.5271677647058823,0.5267631805882353,0.5260635547058824,0.5234799847058823,0.5211242305882353,0.5182648952941177,0.515717525882353,0.5144082582352942,0.5134982464705883,0.5129965288235294,0.5120613811764707,0.5098921264705883,0.5075702870588235,0.5060228347058823,0.5045640670588236,0.5031842211764707,0.5016758923529412,0.5011537423529412,0.5070141735294119,0.5113816111764705,0.5127615852941176,0.513036924117647,0.5129542182352942,0.5124129788235294,0.5109463188235294,0.5096984858823529,0.5079178182352942,0.5069296764705884,0.507110835882353,0.5080102223529411,0.5087192911764706,0.509007305882353,0.5087956370588236,0.5078945047058823,0.5063020035294118,0.4988171547058824,0.49270636647058824,0.48901655764705887,0.48584629999999995,0.48297737235294114,0.48096270647058825,0.47957443,0.47772523235294123,0.47646498705882356,0.47490412352941175,0.4735316388235295,0.4722178464705884,0.47093205882352945,0.46950151058823536,0.4683652676470589,0.4700058676470589,0.47142031764705883,0.4729778270588235,0.47441847882352955,0.4765493605882354,0.4786154711764707,0.4806813317647059,0.48217562235294115,0.48296607941176467,0.48430185470588233,0.4858054499999999,0.48737541529411765,0.48900113588235294,0.4908113594117647,0.49273562352941175,0.4949425247058824,0.49713764411764705,0.49737167352941175,0.4978388864705883,0.4983602435294118,0.4992870211764706,0.49969881294117646,0.500052565882353,0.5007111564705883,0.5017588058823528,0.5032393235294117,0.5042546258823528,0.50478222,0.5052296423529412,0.5053545194117647,0.5049378005882353,0.5043886264705882,0.5060469029411765,0.5069629852941175,0.5074169441176469,0.5084281170588235,0.5092946858823529,0.5096989711764705,0.5095932535294116,0.5088125711764706,0.5082358770588236,0.5078425005882353,0.5077108417647059,0.5072777205882353,0.5073453264705883,0.5075404370588235,0.5079100276470586,0.5086193405882353,0.5091270411764706,0.5072781629411764,0.5063284982352941,0.5063755099999999,0.5069469152941176,0.507906532352941,0.509589505882353,0.5112961294117646,0.5134943670588235,0.5154027552941177,0.5172245429411765,0.5190738252941177,0.5214222582352942,0.5236118700000001,0.5256362052941177,0.5275336264705883,0.5319670735294119,0.5360720029411764,0.5403388535294118,0.5434460005882353,0.5463600241176472,0.5483070205882354,0.5501325464705884,0.5510492229411764,0.5521896270588235,0.5533754599999999,0.5540356305882352,0.5546539064705882,0.5552830799999999,0.5558886152941176,0.5564158564705882,0.5568817223529412,0.5574523452941176,0.555560615882353,0.5541957747058823,0.5525857170588235,0.5519381741176471,0.5510833270588235,0.5501359076470589,0.5488134076470589,0.5481945288235294,0.5477059129411765,0.5473067735294118,0.5473499535294117,0.5474125158823528,0.547372615882353,0.5473122688235295,0.5470503335294118,0.5428783841176471,0.5396739647058825,0.53460626,0.5301327276470588,0.5261899852941176,0.5223234829411764,0.518901434117647,0.5158249611764706,0.5134186923529411,0.5112731388235294,0.5095387294117648,0.5079790394117647,0.5064962335294119,0.5048201747058825,0.5027885576470589,0.5008140788235295,0.4989898711764705,0.5009811111764706,0.5021123570588234,0.5050298147058823,0.5072905470588235,0.5089161552941176,0.5105757676470588,0.5117208929411765,0.5128326670588236,0.5135723652941175,0.5140506564705881,0.5143651835294116,0.514567648235294,0.5147430270588235,0.5150601994117647,0.5157572582352941,0.5206427458823528,0.5259066635294117,0.5315448423529411,0.5362556188235293,0.5408454329411765,0.5456321564705882,0.5506024935294117,0.5549576294117645,0.5591583058823529,0.5627033847058823,0.5665038729411765,0.5703566258823529,0.5741876670588235,0.5779077847058822,0.5814545582352942,0.5851269976470589,0.588841891764706,0.5882902929411765,0.5874507788235295,0.5863965094117647,0.58601396,0.5857318146666667,0.5851360085714284,0.5843037169230768,0.5840971058333333,0.5840881972727273,0.5849141769999999,0.5853418522222221
pNuLoCDScore	0.06551422039215687,0.06764919274509801,0.07415830450980393,0.08826498980392161,0.10384363156862747,0.12227004215686277,0.14339480274509808,0.1652578303921568,0.17446376156862742,0.17659592558823534,0.17819233299465237,0.1779987546078431,0.17654181968325794,0.17497359789915967,0.17244762803921565,0.16866619474264694,0.16877071294117646,0.17487442000000003,0.17594310647058814,0.1686034005882351,0.159428588235294,0.1475814635294117,0.13295342647058817,0.11648746352941175,0.11219054117647065,0.10741973352941164,0.0994086164705883,0.09248781294117664,0.08323837705882342,0.07535369000000003,0.06760764058823521,0.05955191529411763,0.04867456294117656,0.03302829176470601,0.017754349411764903,0.002659752352941358,-0.01241462117647052,-0.02770440235294125,-0.044090662941176584,-0.05977352764705879,-0.07406150411764711,-0.08791679823529408,-0.09808430235294124,-0.10603742294117663,-0.11095492411764707,-0.11323632647058834,-0.11611294058823518,-0.11783335823529406,-0.12786959470588238,-0.13343213705882367,-0.13584558941176478,-0.13625168941176474,-0.13518484882352938,-0.13271186176470584,-0.12819388999999992,-0.12352003705882353,-0.11966845529411768,-0.11473763705882356,-0.11047538882352942,-0.1081162664705882,-0.10616467941176466,-0.1072500394117647,-0.10832650235294117,-0.10824964176470586,-0.09833783000000013,-0.0782440170588235,-0.06124839705882362,-0.048162771176470665,-0.03744200117647062,-0.02903489411764698,-0.022728854117647024,-0.016376864117646994,-0.009688634117646977,-0.0037499252941174954,0.0008003294117647775,0.0054720564705881825,0.010327278823529407,0.01626868176470586,0.023553841176470525,0.03063628235294108,0.04280537294117648,0.04248084176470579,0.04169939470588241,0.04025209058823537,0.04061765529411765,0.041811016470588214,0.04392906588235296,0.04491833588235289,0.04607041764705877,0.04801531529411751,0.05120830470588228,0.05404450647058828,0.05706081117647055,0.058981621764705894,0.059407165294117714,0.05876647235294136,0.052205723529411885,0.040621601176470734,0.031133722352941207,0.025204080588235256,0.021607011764705863,0.017510424117646972,0.013473316470588137,0.011593268235294052,0.010640818235294003,0.008009979411764678,0.0031604582352940946,-0.0028021441176471207,-0.009281741764705809,-0.015563485882352901,-0.020979906470588228,-0.02547994470588244,-0.036373700000000064,-0.039039488235294184,-0.04318937882352941,-0.048817583529411734,-0.05833853999999994,-0.0676270705882352,-0.07667978823529403,-0.08602988470588224,-0.09700153411764689,-0.10713415764705875,-0.11550285176470587,-0.12186216941176475,-0.12643953000000013,-0.13022409000000001,-0.13402192882352948,-0.13786878705882355,-0.13498515352941187,-0.12692964882352947,-0.12048680882352952,-0.11291649529411768,-0.10350748823529415,-0.09277784,-0.08152036823529407,-0.07054438647058825,-0.059806390588235336,-0.04911517294117651,-0.03887570470588242,-0.02962176352941176,-0.021138953529411753,-0.013523057647058856,-0.005983239411764707,0.001116005882352944,0.007806470588235359,0.008932334705882394,0.012914387647058823,0.017307605882352972,0.021292393529411813,0.024396883529411828,0.026971521176470503,0.029022004117647104,0.031162311764705908,0.03297227529411767,0.033785529411764825,0.03477037529411775,0.03534648882352953,0.036009365882352984,0.036690062352941144,0.03752206764705884,0.038628691176470664,0.03826499,0.03517729117647067,0.030524768823529447,0.025085366470588177,0.019311291176470458,0.013483848823529432,0.007935741176470446,0.002562722941176432,-0.002116120588235293,-0.005094894705882369,-0.006924824705882349,-0.008610137058823575,-0.010176612941176444,-0.011872780588235265,-0.013684021176470607,-0.01635374117647065,-0.019821251764705894,-0.021248788823529485,-0.021175973529411862,-0.021053393529411768,-0.020370648823529403,-0.019454148235294066,-0.018236081764705814,-0.016898497647058752,-0.01539388294117644,-0.01468216470588235,-0.015485784117647061,-0.01690079764705882,-0.018542611176470603,-0.019865582352941225,-0.021089386470588223,-0.021428474705882328,-0.020081404117647084,-0.018235285882352903,-0.017079347647058762,-0.01598725352941177,-0.01491431529411763,-0.01421269882352949,-0.013961605882352957,-0.013953483529411892,-0.014087366470588336,-0.01420339588235292,-0.013727685882353013,-0.012318742941176464,-0.010156015882352931,-0.007785414705882232,-0.005707575882352933,-0.005895479411764715,-0.0048061976470588075,-0.005310415294117632,-0.00649016882352943,-0.006821664705882358,-0.007223789411764714,-0.0074170576470588,-0.007421171764705858,-0.007101302941176391,-0.006921549411764594,-0.006782376470588269,-0.006825198235294039,-0.007096381764705895,-0.007711667647058884,-0.008484469411764783,-0.008979344705882408,-0.006835181764705878,-0.004553293529411695,-0.003945037058823542,-0.0017927276470587894,0.0006341905882352727,0.0024532982352941657,0.004217076470588277,0.0057162294117647505,0.006917320588235298,0.007927708823529334,0.009084638235294096,0.010213418235294036,0.011101050000000001,0.011909968823529404,0.012322272941176438,0.012547626470588269,0.011072189411764632,0.00763514470588228,0.007261844705882314,0.006970989411764716,0.006150449411764791,0.006149655294117651,0.005612127058823524,0.005168031176470467,0.004946464705882336,0.005000685882352973,0.004896687058823568,0.004622872352941176,0.004643735294117657,0.005053876470588248,0.00564482000000005,0.006359615882352954,0.007750121764705908,0.009373422941176435,0.009504809411764792,0.008282780588235283,0.006364882352941081,0.003991104117647026,0.0021280894117646776,0.0008672205882353512,-0.0003914141176470931,-0.0019123905882353909,-0.00352712000000005,-0.004745645882352878,-0.0059599782352942055,-0.007573539411764696,-0.009327764705882369,-0.01119092117647058,-0.010605052941176418,-0.01143580529411764,-0.01132255882352945,-0.00983166000000002,-0.007455558235294091,-0.005416868235294137,-0.0036205558823529382,-0.002641210000000005,-0.002001488823529407,-0.0014282482352940828,-0.00036731588235289214,0.0008209705882352702,0.0018450511764706579,0.002935247647058825,0.0042303264705882415,0.00566351117647057,0.005212179411764661,0.003642531176470676,0.0034019570588235126,0.0029177629411764605,0.0014901158823529825,-3.8740588235275375e-05,-0.0009246947058823007,-0.0013019723529411609,-0.0012747047058823124,-0.001006499411764672,-0.0009895747058824012,-0.0011884011764706215,-0.0013596264705882932,-0.0017499741176471018,-0.002158333529411749,-0.002686276470588278,-0.004998523529411714,-0.005264935882352995,-0.006609927647058811,-0.0080716105882353,-0.0089124082352941,-0.009065520588235287,-0.009199880588235343,-0.009381166470588231,-0.00984501352941175,-0.010180107058823495,-0.010001697058823478,-0.00949838411764703,-0.009516554705882363,-0.009591996470588282,-0.009315933529411846,-0.008770812941176487,-0.006486578235294138,-0.0027081305882353246,0.0005236664705882133,0.003481197058823493,0.006188808235294052,0.008775078823529403,0.010889055882353005,0.012446858823529416,0.013845176470588194,0.015378549411764697,0.016559102941176462,0.01731268529411767,0.0185307305882354,0.02049190352941188,0.022028559411764792,0.023054252941176523,0.0234315470588235,0.02601569823529415,0.03016598529411768,0.036022465294117734,0.04226115647058831,0.05010615823529413,0.05830840352941169,0.0657018017647058,0.07163984941176466,0.07724676352941168,0.0820747088235293,0.08625816058823521,0.08983976470588229,0.09328874588235286,0.0964992570588235,0.09994652823529421,0.10486563647058827,0.1061870364705883,0.10259929823529407,0.09555599176470586,0.08636871705882349,0.07460550588235298,0.06103888352941178,0.048393302352941314,0.03867694117647075,0.03047713941176483,0.023558650588235475,0.017835596470588355,0.013252590588235413,0.00827900588235303,0.003422152352941188,-0.0016309911764706975,-0.008821347058823537,-0.014480935882353052,-0.01577353470588233,-0.015974367058823546,-0.013596412352941178,-0.010653035882353057,-0.00645490529411763,-0.001982407647058926,0.0017178594117645551,0.0039021717647058085,0.006198145294117552,0.00769882999999999,0.008709661764705778,0.009619678823529432,0.01121157705882364,0.01309548411764716,0.01666683529411772,0.019908027058823663,0.01972876588235306,0.0195360200000001,0.019321014705882433,0.019106734117647184,0.020466160588235305,0.02281354294117649,0.024908560588235318,0.02684341294117637,0.028666169411764697,0.03081206529411762,0.03295509941176472,0.03490769117647052,0.03656260352941165,0.03900704058823523,0.049432989411764605,0.05782438529411754,0.06826447882352926,0.07990025411764706,0.09066089294117635,0.10158332470588238,0.11088539352941174,0.1183770958823529,0.12456448352941168,0.13017957294117655,0.13498297352941174,0.13921748411764712,0.1432774276470588,0.1474233970588235,0.15162589764705886,0.15477957588235303,0.14872343294117646,0.1346373629411764,0.12140986823529415,0.10828508882352939,0.09550159705882377,0.08291429235294112,0.07051096294117642,0.059428184117647276,0.04972213000000025,0.04171249647058828,0.03432629764705886,-0.0455645993594771,-0.06163045935947711,-0.0765524617124183,-0.08897423347712417,-0.0943335693594771,-0.09590189977124183,-0.09700493765359476,-0.09774185106535946,-0.09878707988888888,-0.08820787429411764,-0.08080078764171122,-0.07512188354901961,-0.070148821,-0.06607697608403362,-0.06280475450980394,-0.06006867260294119,-0.05789809752941178,-0.042683014294117645,-0.0285087604117647,-0.01652044317647059,-0.011896543176470598,-0.010999736058823525,-0.010424286705882364,-0.01012754400000001,-0.009403336470588226,-0.008984348647058826,-0.009222877000000004,-0.008605381764705898,-0.008012114647058838,-0.007279205235294128,-0.00630389629411765,-0.005189195352941184,-0.003892538823529419,-0.002619184823529415,-0.0016327866470588273,-0.0012366038235294141,-0.0008133775294117615,-2.9601764705879108e-05,0.0006611792352941223,0.0014181119999999992,0.0020056318823529345,0.0017646245294117568,0.0020007447058823444,0.002413511470588235,0.002516650294117656,0.0024725210000000053,0.002351359705882357,0.002076463529411772,0.0008476620588235423,0.00023015199999999736,3.6250352941170905e-05,8.477405882353212e-05,5.280205882352701e-05,-0.0008273707647058759,-0.0018108911764705832,-0.0027370039999999873,-0.0032423984117646854,-0.0039048325294117406,-0.004537395647058795,-0.004851095999999978,-0.005130599823529404,-0.005276365999999984,-0.005654737764705875,-0.006498007411764699,-0.006493067411764704,-0.006174011411764706,-0.006665316117647049,-0.007257582705882344,-0.00752791276470588,-0.006796750470588239,-0.005481789470588236,-0.004483880294117656,-0.0042791806470588375,-0.004217845941176482,-0.003953281764705892,-0.003946878588235295,-0.00421213176470589,-0.004415747352941188,-0.004517556764705881,-0.0037100254705882477,-0.0020157948235294196,-0.0013761178823529438,-0.00021700041176470758,0.0009565668823529327,0.0019283963529411682,0.0019321078235294137,0.0011177871764705902,0.00021758558823529311,-0.0002017521176470652,-0.00011969905882353721,-0.00018825488235296034,-0.0003086943529411884,-5.1404941176468044e-05,0.00014127905882352354,0.00032338070588234374,0.0002825428823529305,-0.0007196259411764716,-0.0019893925882352934,-0.0030921245882353024,-0.004097790764705886,-0.004928907823529408,-0.005214029764705877,-0.004723150058823525,-0.003993763882352938,-0.0032748032941176397,-0.002691665176470577,-0.002018354294117626,-0.001399864823529412,-0.000886280588235297,-0.0004983794705882422,-4.104117647058675e-05,0.00036363029411766445,0.0018041013529411856,0.0032958647647058983,0.004667853117647072,0.006105083882352952,0.00763327517647059,0.009088329411764691,0.009973999352941167,0.010679411647058823,0.011185755117647057,0.011583522647058815,0.01190108835294118,0.012234733941176482,0.012565541823529418,0.013026234470588254,0.013558093941176477,0.013949465647058824,0.01330527735294118,0.011818703294117633,0.010527550999999996,0.00910122699999999,0.007446718823529402,0.00568672341176471,0.003974857235294116,0.0024615966470588196,0.0011971642352941111,0.00016742223529411793,-0.0008176024705882495,-0.0017569999411764792,-0.0027317127058823637,-0.003826134058823538,-0.004897408352941189,-0.005888440117647067,-0.006363907588235317,-0.006389738058823535,-0.0061912757058823695,-0.005772826647058818,-0.00507901617647058,-0.004230184882352932,-0.003457484352941173,-0.0027455810588235194,-0.0020610981764705855,-0.0013548479411764625,-0.00022533335294117052,0.0009689736470588212,0.002301862647058832,0.0033079621176470703,0.004275374058823535,0.00519462417647059,0.0057456134705882456,0.006643977470588237,0.0078040825882353115,0.008582858705882358,0.009112036117647063,0.009412086058823536,0.009939973941176475,0.010520768294117647,0.01104345000000001,0.0111319,0.010689742470588216,0.00967777970588235,0.008537867058823527,0.007552320764705869,0.007021431941176479,0.006590230411764708,0.005014965235294114,0.004055629352941188,0.0026831095294117605,0.0016653655294117664,0.0008432541764705898,0.00011985129411765105,-0.0006183985294117636,-0.001468984999999992,-0.002260378764705896,-0.002870253117647055,-0.003254546294117637,-0.003201797705882345,-0.0031985878823529365,-0.0031408308235294086,-0.0033158851764705996,-0.003638241411764706,-0.002831811235294114,-0.001325720705882355,-0.0004611461176470544,-8.162352941168405e-06,0.00031232076470588677,0.0004643205294117547,0.0004839020000000152,0.0005231702352941209,0.000279980000000013,5.690141176469682e-05,-0.00032327599999998347,-0.0006524801176470557,-0.0009247295882353068,-0.0009418311764705922,-0.0009770095294117792,-0.0009832542352941204,-0.0003748679999999935,-0.0009640719411764739,-0.0013342252941176483,-0.0016752705882353003,-0.0022488465294117632,-0.0026195988823529345,-0.00289105852941178,-0.0031669501764706037,-0.0031599000588235435,-0.0029764762941176456,-0.002806555000000009,-0.002656627352941178,-0.002428029999999984,-0.0023127798823529278,-0.002304316176470561,-0.0022842354117646943,-0.002886329294117654,-0.0038841940000000005,-0.004595933647058827,-0.004863359941176475,-0.004544462823529431,-0.003918444588235308,-0.0033404875294117675,-0.002660615117647057,-0.0018990716470588115,-0.001385872705882342,-0.0007943631764705805,-0.00010863288235293811,0.0005773568235294194,0.0012031253529411756,0.0017883102352941257,0.0022738517647058823,0.004397205823529413,0.006802740529411766,0.00904339547058823,0.010933271176470576,0.012323755705882351,0.013440466470588233,0.014572434294117656,0.015531944117647072,0.0163282821764706,0.016716804694852927,0.017187341043137253,0.01767749057563025,0.01815886814027147,0.01885718809313726,0.019832657368983944,0.02116178655882353,0.021333047601307192,0.019596070542483662,0.017896021483660138,0.016384359130718965,0.01512730989542485,0.013800964836601315,0.012435583660130714,0.011180818954248356,0.00993596895424835
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
