UniprotID	Q9Y3Q7-2
pNuLoCScore	0.18421217666666664,0.22255604399999998,0.25584799454545454,0.28134114499999996,0.2944424515384615,0.30162652214285707,0.31177019599999994,0.3206554493749999,0.33062132882352935,0.33539496999999996,0.34281090764705885,0.35666538235294115,0.37974688176470583,0.407694155882353,0.4339274288235294,0.4597789923529411,0.48691069823529404,0.5146886511764706,0.5119018223529411,0.5078450129411765,0.5047369952941176,0.5092587611764706,0.5166594511764705,0.5198144494117647,0.5112424094117648,0.5049738770588235,0.5003462447058823,0.5014036188235295,0.5072884917647058,0.514868601764706,0.5245263152941176,0.5365507541176471,0.5498810164705883,0.56480636,0.5790012305882354,0.5932958858823528,0.6060254129411764,0.6199083776470588,0.6322939335294118,0.6458263088235294,0.65878945,0.6827741223529412,0.70188489,0.7198518105882354,0.7331284517647061,0.7417168200000002,0.7473335805882354,0.7495534494117647,0.7518006164705883,0.753179648235294,0.7541574835294117,0.755290464117647,0.7562343229411763,0.7587162376470588,0.7612764670588235,0.764348802352941,0.7689355111764705,0.773750075882353,0.7793587582352943,0.7861788405882355,0.7906316405882354,0.7947472582352942,0.7980119758823531,0.8008786847058824,0.8041366758823529,0.8066936329411766,0.8087180152941177,0.8105894541176472,0.8127577682352943,0.8152765447058824,0.8180084241176471,0.8202987870588236,0.8223843488235295,0.8223542817647059,0.8235261970588236,0.8246217711764706,0.8250092829411765,0.8250477535294118,0.8248425205882353,0.8248643870588236,0.8245835158823529,0.8251475894117647,0.8259384617647059,0.8272632323529412,0.8282533911764706,0.8288875947058822,0.8296145741176469,0.8300575035294118,0.8292542347058822,0.8296494258823529,0.8302771017647058,0.8317410511764706,0.8332606594117646,0.8350437276470588,0.8370739805882355,0.839539204117647,0.8420641411764705,0.8449167741176471,0.8473468835294119,0.8494030617647059,0.8516749129411766,0.8537208717647059,0.8555230129411763,0.8571768982352941,0.8583058005882351,0.8588265505882352,0.8586385858823528,0.8574956035294117,0.8536745270588235,0.8481754094117647,0.8441089352941176,0.837415694117647,0.8306560270588235,0.8229325058823529,0.8132192764705882,0.8039565641176472,0.792251374117647,0.781673252352941,0.7698339141176469,0.7597993376470588,0.7396848082352939,0.7183769117647058,0.6986401988235292,0.6782627588235293,0.6584052364705881,0.6397216776470589,0.622240258235294,0.6025980417647059,0.5854825564705882,0.5683405435294118,0.5516556105882354,0.5361501882352943,0.5192851488235295,0.5053923476470589,0.49019493,0.4760949023529412,0.46026036352941174,0.4534872023529411,0.44923732117647064,0.4454751411764705,0.4421316282352941,0.43891787529411763,0.4365107670588235,0.43420342,0.43193282705882347,0.42917953000000003,0.4259234823529412,0.42303377999999997,0.42078003352941173,0.41977981117647056,0.41863139294117646,0.4174243235294117,0.4059241429411765,0.39880996058823537,0.3936716805882354,0.3905274441176471,0.3885930735294118,0.38742977352941177,0.38518736352941174,0.3823274523529412,0.37974311411764705,0.37787790235294116,0.376377414117647,0.37570186588235294,0.3754125805882353,0.3756305952941177,0.37533934058823526,0.3745716976470588,0.3738051464705882,0.3837722976470589,0.3898323805882353,0.3946192647058824,0.3963571911764706,0.3964657735294117,0.39573241941176474,0.3963331547058823,0.39699502882352933,0.3977760652941176,0.39855425999999994,0.3991649864705882,0.3989424188235293,0.39850119823529406,0.3973953335294117,0.3964888188235293,0.4001202947058823,0.401239328235294,0.40234652352941175,0.40311509117647054,0.4027147835294118,0.4009673594117647,0.39839275764705884,0.39541469764705883,0.3912155447058824,0.3870694582352941,0.382418464117647,0.37778473411764707,0.37284837058823533,0.3678428482352941,0.3615392364705882,0.35546974941176473,0.3496061023529412,0.3392606135294118,0.3320670241176471,0.3249216047058823,0.31743087999999997,0.3115299352941176,0.3074706523529412,0.30443593058823526,0.3017662123529412,0.3001658494117647,0.29880552588235293,0.2980057035294118,0.29691405529411763,0.29634071294117653,0.29623623117647063,0.2974822,0.30115297647058825,0.3053865988235294,0.31145729882352935,0.31584308000000005,0.3191575594117647,0.3247767488235294,0.3298022288235294,0.3346013447058823,0.3389255564705882,0.3429339005882353,0.3458404911764706,0.34861017882352946,0.35124176588235295,0.3541937905882353,0.35660744352941176,0.3590177170588235,0.3609650364705882,0.36019752470588234,0.3589622352941177,0.3563087482352942,0.35520065235294124,0.3554954511764707,0.35393079941176475,0.35288265529411766,0.3516972405882353,0.35093790705882355,0.3501384929411765,0.35025721235294116,0.35045469470588236,0.35082458352941176,0.3506820617647059,0.3511091570588235,0.3554888082352941,0.35813079764705885,0.35953755235294116,0.36062730764705886,0.36098451117647057,0.3612993258823529,0.3615767858823529,0.36188620058823534,0.3624006564705883,0.36319432058823536,0.3638414147058824,0.36462547705882353,0.3650917005882353,0.36514467,0.36493994235294125,0.36515485941176484,0.36495726882352947,0.3611497817647059,0.35956988352941177,0.35975018941176473,0.3598598470588235,0.36050663117647064,0.36035191352941176,0.35890174764705884,0.3576305611764706,0.35665258235294117,0.355798785882353,0.35484897235294116,0.35396949352941176,0.35359688,0.3540485811764706,0.35457445294117645,0.3574842117647058,0.3616003099999999,0.3651478382352941,0.36643532647058824,0.3653848600000001,0.36270472882352944,0.36024042941176476,0.35867953176470596,0.35817207411764707,0.35669512705882356,0.3542838458823529,0.3522579694117647,0.35015785588235293,0.3480428723529412,0.3453785305882353,0.3423861547058824,0.3389662488235294,0.33316303352941173,0.3267218747058824,0.32020795294117643,0.3156273923529411,0.31361783,0.31287322470588236,0.31152642647058826,0.30932450647058823,0.30703944647058823,0.3056148305882353,0.30454865058823527,0.302981568235294,0.3013691852941176,0.29963329647058823,0.2980480847058824,0.29696647647058827,0.297121585882353,0.2976762741176471,0.2980414252941176,0.29859277941176476,0.2991940676470588,0.29929373000000004,0.29990993705882346,0.30084815235294116,0.30218875058823524,0.30311386235294124,0.3035876123529412,0.3037671188235294,0.3039120105882353,0.3044152735294118,0.3047743423529412,0.30545847176470586,0.3055513217647059,0.3049603382352941,0.30384851117647055,0.30242758352941174,0.30109072941176473,0.29967866529411763,0.2983532370588235,0.2969611282352941,0.29562506588235293,0.29430843058823525,0.2932859917647059,0.29271878117647054,0.2924572588235294,0.2921058423529412,0.29145701470588237,0.28900911705882354,0.2886095152941176,0.2878567364705882,0.2862490064705882,0.2846163317647059,0.28363959647058823,0.28275431529411765,0.28267820764705887,0.2829289770588236,0.28329392411764714,0.28376758294117654,0.2845997288235294,0.2855438158823529,0.28659866882352936,0.2879336517647058,0.2895365705882353,0.29109688529411765,0.29470403882352936,0.29630414,0.29843234294117643,0.30118565999999997,0.303654204117647,0.305777904117647,0.30787494529411763,0.3093746452941176,0.3106448335294118,0.3118969717647059,0.3128071294117647,0.31358665999999996,0.31403665705882355,0.31431181588235296,0.31432013588235297,0.31178163588235297,0.30937275764705885,0.30832968705882347,0.3065475664705882,0.3052510129411764,0.3042187799999999,0.3031097005882352,0.30166755588235294,0.2995991382352941,0.29619792352941177,0.2936113752941176,0.2907000605882353,0.2883159323529412,0.28599999176470586,0.28364223470588235,0.28116079823529416,0.2784651852941177,0.2781531429411765,0.2776022047058823,0.27603643,0.2751970747058823,0.27381591058823535,0.2720406494117647,0.27049690117647057,0.26939495882352943,0.2689982552941177,0.2700475494117647,0.27003405764705884,0.2696580370588235,0.2687094958823529,0.2677955411764706,0.26718266764705884,0.2637904017647059,0.26433476176470583,0.2660327217647058,0.26886042176470587,0.2708767805882353,0.27292224764705875,0.27479537470588233,0.27703908764705887,0.27988679941176475,0.2821987829411765,0.2844410335294118,0.2865146188235294,0.28894129882352937,0.2917825047058823,0.2951901417647058,0.29854198294117645,0.30209417411764705,0.3082584852941176,0.31097047941176464,0.31250604176470587,0.31328609882352937,0.31475553117647054,0.3158865923529412,0.3169348941176471,0.3176243888235294,0.31765349882352945,0.31800048352941174,0.31839038352941174,0.3188733694117647,0.31927818352941173,0.3196449570588235,0.3194835782352941,0.31458538235294115,0.3129827488235294,0.3125034282352941,0.3111706282352941,0.3100379152941176,0.30893451588235293,0.30811254352941175,0.30732682588235294,0.30692413705882354,0.30671734882352936,0.30622426941176467,0.30550459588235296,0.3044059452941177,0.30349600647058833,0.30266114647058834,0.3021339805882354,0.3015999088235294,0.3053506382352942,0.305302445882353,0.30460516235294116,0.30440091647058826,0.30422805529411767,0.3038591094117647,0.3032506682352941,0.3029359835294118,0.3025785035294118,0.30245133176470596,0.3028067717647059,0.30354370117647056,0.30436130117647064,0.3049401552941177,0.3052930817647059,0.3047831388235294,0.30525295999999996,0.3067723576470588,0.3087242435294118,0.3109565329411765,0.313658125882353,0.3165261582352942,0.3196145329411765,0.32270334588235294,0.3259831305882353,0.32918402,0.3322116400000001,0.33467405,0.3364656188235294,0.3383800694117647,0.3405868799999999,0.3430158182352941,0.34625792764705876,0.3489320658823529,0.35082600705882355,0.3526937294117647,0.35424045705882357,0.3554083923529412,0.3563035929411765,0.35731643882352937,0.3582538564705882,0.3586975023529412,0.3592158458823529,0.3597617858823529,0.36067300941176467,0.36200856470588233,0.3634681964705882,0.36776578882352934,0.3721857652941177,0.37605499705882356,0.37989262470588236,0.3828743647058824,0.3865487752941177,0.39023259823529416,0.39358773470588243,0.39707513588235294,0.40041565647058824,0.40349375117647057,0.40621434764705877,0.40829603823529415,0.4100926976470588,0.4115592017647059,0.4128296011764706,0.41379341882352944,0.4109978011764706,0.4080718205882354,0.40594291647058833,0.40389998823529416,0.4025697376470589,0.40036253882352946,0.39805167176470596,0.3961201058823529,0.3938439323529412,0.39172531941176475,0.38989994588235294,0.3887268282352941,0.3883246558823529,0.3883389747058823,0.38878492235294115,0.391096718235294,0.3924939247058823,0.3966002835294117,0.40075561705882345,0.4050720082352941,0.40996005,0.41579865176470593,0.4222419,0.4288596058823529,0.43501755999999997,0.44068657882352946,0.4460536270588235,0.4513610370588235,0.45667127823529413,0.46199653294117643,0.4670087894117647,0.47218999999999994,0.4759650482352941,0.48079846411764704,0.4836821505882354,0.48652447411764704,0.4891297247058824,0.4911016629411765,0.49234125529411765,0.4932249976470588,0.4939851552941177,0.4951840452941176,0.49681419882352934,0.49858436647058824,0.5002100211764705,0.5018862982352941,0.5034093923529411,0.5070762723529412,0.5082168405882352,0.5077628241176471,0.5072846670588236,0.5073524376470588,0.5079559647058823,0.5088072594117647,0.5088197711764706,0.5080107105882353,0.5062453400000001,0.5036139929411765,0.5009459723529412,0.498547041764706,0.495729985882353,0.49309622705882356,0.49019804235294123,0.4871846988235293,0.4822602152941176,0.47975070235294115,0.4784466570588235,0.47687390588235296,0.47431693882352954,0.4713535094117648,0.4677442217647059,0.46460877647058824,0.4621630252941176,0.4605274617647059,0.4596386982352941,0.45868096882352943,0.4573750994117647,0.4564323817647059,0.4550361994117647,0.4490109952941177,0.4422436976470589,0.4359868788235295,0.42975827411764705,0.42375869470588234,0.4182578547058824,0.413935961764706,0.40981749470588236,0.4066551770588236,0.4035776188235295,0.40108660294117654,0.3984183270588236,0.3953979688235294,0.39195425352941177,0.388904781764706,0.3862273817647059,0.38412925470588233,0.38706814529411765,0.3912566923529412,0.3950847005882353,0.3985789558823529,0.40197413823529404,0.4053814111764706,0.4081601182352941,0.41050914823529405,0.41214916529411766,0.41404493352941174,0.41556677294117644,0.4173288670588235,0.4195570123529411,0.42239256882352944,0.42494538647058827,0.43180110411764705,0.4393605782352941,0.44647249588235294,0.45276494000000006,0.45829448411764717,0.46390040294117657,0.4689241747058824,0.4738204823529413,0.47842097764705876,0.4829961264705883,0.4873709670588236,0.49118740823529417,0.49475855411764713,0.4983235235294117,0.5015460882352941,0.5046764047058823,0.507645981764706,0.5059870547058823,0.5033784682352941,0.5009279641176471,0.4985082976470588,0.49660206529411766,0.4947021594117647,0.4932085947058824,0.4915265670588236,0.4894396470588235,0.48599177294117646,0.4822621576470588,0.47802237764705885,0.47248779058823526,0.466113064117647,0.45801299764705883,0.4359592282352941,0.4156685011764706,0.39571625058823523,0.37573614176470593,0.35528005823529407,0.3349738552941177,0.31437519647058826,0.29367576176470583,0.273068984117647,0.2525184782352941,0.23221539023529414,0.213001472,0.19403276258823532,0.17589547823529414,0.15902803035294116,0.14284819894117648,0.12853482570588237,0.1280566327647059,0.12603155158823529,0.12361666805882354,0.12115428276470587,0.11911497417647059,0.1172205618235294,0.11558682417647059,0.11413192711764705,0.11279557323529411,0.11158443970588236,0.11052560241176472,0.10967051982352942,0.1089622921764706,0.10833373947058825,0.10777761205882352,0.10692770935294116,0.10612013788235294,0.10535607788235293,0.10465364347058825,0.1039919187647059,0.10338671935294118,0.10283610347058826,0.10232170782352944,0.10182532311764707,0.10134873958823529,0.10089358141176472,0.100565909625,0.10022768426666667,0.09985849842857143,0.09945428676923077,0.09900238483333335,0.09848744527272729,0.09847084780000001,0.09849636311111112
pNuLoCDScore	0.1464091521568627,0.15118279333333332,0.1585987309803922,0.1724532056862745,0.1955347050980392,0.22348197921568638,0.24971525215686277,0.2755668156862745,0.3026985215686274,0.2921326071764706,0.2560538278074866,0.2265038679411765,0.21029454375565615,0.20763223903361355,0.20488925517647055,0.1991590000367648,0.18062108058823545,0.1695789070588235,0.15753533705882344,0.1447382364705883,0.12754160999999997,0.10717444588235292,0.09059888647058822,0.07677176176470596,0.06297031823529425,0.050117708823529394,0.06709940823529426,0.08545087294117637,0.10128841764705876,0.11064961647058813,0.11563448235294127,0.12601185941176474,0.1475470405882352,0.17780024529411775,0.2015386452941177,0.21844819176470598,0.22583996000000028,0.22684821823529422,0.22280726529411776,0.21300269529411764,0.20191959999999998,0.1883732882352941,0.17515625294117632,0.16199457823529417,0.15020890999999992,0.13880786,0.1289825335294117,0.11852249352941158,0.11014606117647052,0.09097595352941179,0.07747386823529434,0.06632703000000006,0.05750318882352934,0.053030438235294075,0.05067839529411766,0.0513252352941177,-0.05037939083006533,-0.06806963083006534,-0.08394842259477121,-0.09444952771241828,-0.10143984183006535,-0.10528597094771242,-0.10749307618300652,-0.10851718741830063,-0.10941041959477121,-0.1004182181470588,-0.09242617641711229,-0.08532172057843138,-0.07929241864705883,-0.07422604731932772,-0.06984182765882353,-0.06595810465808824,-0.06250703205882355,-0.04552661205882353,-0.0296366711764706,-0.018669817588235292,-0.011323919941176465,-0.00715262258823527,-0.00472043735294117,-0.003253778058823542,-0.0021266870588235384,-0.0009445408823529483,0.0001533885294117618,0.0008722468823529408,0.0016364700588235304,0.002457175647058822,0.0033867544117647044,0.004407735352941179,0.005531964941176477,0.0071781840588235335,0.008597011823529413,0.008955961058823535,0.008904538294117643,0.009274492352941158,0.009550962058823526,0.009510022941176484,0.009587557529411768,0.00947824088235294,0.00879059841176471,0.00802172952941177,0.006906097470588235,0.00536726464705882,0.003536678235294119,0.0016160770000000005,-0.0014325056764705885,-0.004602060970588233,-0.00827333732352941,-0.011392683147058831,-0.013982689088235294,-0.0168963163235294,-0.01970795179411765,-0.022275957911764715,-0.024598175264705886,-0.026850876382352947,-0.028234275558823536,-0.029095444617647064,-0.029796328794117647,-0.029965331558823523,-0.029716313029411762,-0.029286804676470587,-0.02794869623529412,-0.025669730558823538,-0.023421614382352948,-0.02113668285294118,-0.01884346967647059,-0.016630662441176475,-0.014296836558823526,-0.012108925205882347,-0.010074440088235288,-0.007924772294117637,-0.006192221352941171,-0.004930669529411763,-0.003646511882352937,-0.0025035178823529427,-0.0015838697647058819,-0.000822789058823532,-1.6953176470593453e-05,-0.00015420632352941034,-0.00027200761764705796,-0.00038859785294117523,-0.000513975911764707,-0.0006155466176470583,-0.000718117264705883,-0.0008052344411764722,-0.0008913780882352923,-0.0009823744117647085,-0.0010398741764705913,-0.0010872337647058836,-0.001126794941176474,-0.0011601976470588232,-0.0011862208823529442,-0.001223614529411764,-0.0012248086470588206,-0.0011468022352941198,-0.0010074460000000004,-0.0008355184117647078,-0.0006540350882352931,-0.00048326002941176394,-0.0003385988823529397,-0.00022536523529411746,-0.00013343505882353404,-2.962458823529794e-05,8.797264705882012e-05,0.00019073502941176386,0.0002860702058823522,0.00036086697058823614,0.00042042902941176463,0.0004797060882352922,0.0006610588529411734,0.0007069312647058814,0.0007108450294117646,0.000720175499999998,0.0007057174705882331,0.0006596655588235242,0.0006070080588235285,0.0005534247352941158,0.0005157252058823527,0.0004949799705882378,0.0004508453823529445,0.00041114170588235285,0.0003719202352941188,0.0003429974117647068,0.00031773070588235475,0.00029213744117647343,0.00014419767647059177,-3.3604794117644485e-05,-0.00011998097058823348,-0.00023463049999999583,-0.0003683349705882327,-0.0004700641764705856,-0.0005462058235294123,-0.000617810088235294,-0.0006759559705882354,-0.0007427904411764705,-0.0008206519117647058,-0.0008951257941176467,-0.0009706290294117636,-0.0010464175000000006,-0.0011080958529411707,-0.0011516989999999973,-0.0011596916764705888,-0.0010388296764705894,-0.0009984385000000005,-0.0009579674999999985,-0.0008841804411764704,-0.0008123021176470579,-0.0007544652352941168,-0.0006769130588235289,-0.0005926300588235279,-0.0005072700588235283,-0.0004069094705882355,-0.0003020160588235298,-0.00020099800000000084,-9.966011764706018e-05,7.878647058817342e-06,0.00010296729411764238,0.000167673676470588,0.00020232602941176563,0.0002223228529411765,0.00024157241176470633,0.00025986982352941244,0.00027651147058823516,0.00028947138235294045,0.0002909183529411774,0.00027455152941176404,0.0002485577058823508,0.00021572464705882193,0.00017248388235294003,0.0001309804705882326,0.00010153305882352852,6.776941176470618e-05,2.6429000000001424e-05,4.117129411764647e-05,2.5488000000000594e-05,1.9107294117646015e-05,5.064794117643975e-06,-1.4035823529412114e-05,-3.4660147058824045e-05,-5.037055882352835e-05,-6.428747058823472e-05,-6.88994411764711e-05,-6.0020323529410766e-05,-4.468455882352708e-05,-2.865173529411659e-05,-8.910323529407252e-06,2.82176470590631e-07,-4.0505882352957767e-07,6.582705882354073e-06,-4.206185294117551e-05,-8.752202941176429e-05,-8.238473529411511e-05,-6.645249999999783e-05,-3.728717647058684e-05,-2.935470588234096e-06,2.4095941176470112e-05,4.658935294117594e-05,6.384720588235512e-05,6.446202941176593e-05,5.8846970588234335e-05,5.580102941176411e-05,5.9804617647055136e-05,6.619635294117555e-05,7.493567647059128e-05,7.801955882352947e-05,-9.979170588235442e-05,-0.00016812067647058865,-0.00023591450000000347,-0.00027185879411764993,-0.0003194002647058849,-0.00036246520588235215,-0.00039489699999999996,-0.00039878773529411667,-0.00040226573529411613,-0.0003955014411764716,-0.0003751996764705858,-0.00035839938235293807,-0.00035861291176470314,-0.0003710342058823521,-0.00039635158823529346,-0.0004162392352941198,-0.0002498472352941185,3.7515911764703785e-05,0.0002033681470588241,0.0002775321470588239,0.00032084573529411915,0.0003532429705882332,0.000368854029411763,0.00035314429411764485,0.0003183845882352935,0.00027359370588235336,0.00021692261764705636,0.0001567503235294105,0.00010249544117647141,6.833985294117835e-05,5.964432352941092e-05,5.9093264705883594e-05,-6.994661764705631e-05,-0.0003924181764705884,-0.0006338973529411776,-0.0007829771764705905,-0.0008870634705882372,-0.0009768131176470587,-0.0010629711176470581,-0.0011382485294117624,-0.0011994082058823536,-0.0012439524999999993,-0.0012746462352941166,-0.0012960596176470607,-0.001310949382352945,-0.0013270606176470617,-0.0013527779117647066,-0.001386622911764706,-0.0012902611470588226,-0.0010533554705882322,-0.0008175747941176446,-0.0006297292647058795,-0.0004847277352941163,-0.00036395785294117584,-0.00025169508823529377,-0.000133400500000002,-1.595441176470945e-05,9.97469705882343e-05,0.00019733914705882122,0.00028578770588235346,0.00036822070588235327,0.0004395508235294134,0.0005037164117647087,0.0005648202941176475,0.000625660411764704,0.0005651703529411748,0.0004913259411764709,0.0004268670588235303,0.00038690347058823425,0.00037078564705882167,0.0003680789999999986,0.0003541755882352938,0.00032697400000000244,0.00029348473529411737,0.0002694357941176468,0.0002476985000000008,0.0002236417941176485,0.0002036181764705873,0.00019060894117646672,0.00018186917647058584,0.00017208170588235185,0.00015186358823529415,0.00012389597058823365,0.00010287788235293846,9.23127647058826e-05,7.639299999999752e-05,5.264576470588242e-05,3.586535294117579e-05,4.052447058823343e-05,5.560323529411708e-05,7.036164705882461e-05,8.393564705882345e-05,0.00010701723529411844,0.0001360576176470587,0.00015865123529411676,0.00017959670588235319,0.0002310665882352958,0.00028067864705882267,0.0003369862941176461,0.00039604167647058937,0.0004197632058823529,0.0004449372058823557,0.00045778797058823595,0.00046765938235294145,0.0004699563823529415,0.0004547972058823527,0.00043550414705882147,0.0004227879117647045,0.0004000180294117632,0.00037434923529411704,0.00035143238235294146,0.0003289894411764704,0.00026605044117646894,0.00016720402941176708,5.609382352941318e-05,-5.3138764705879665e-05,-0.00014151826470588068,-0.00020809161764705555,-0.0002630070294117638,-0.0003036254999999998,-0.0003451980882352955,-0.0003850245000000009,-0.0004187658529411758,-0.000456185911764705,-0.00048739049999999874,-0.0005132408235294095,-0.0005425279117647064,-0.0005740136764705861,-0.0006182319117647057,-0.0005784280000000024,-0.0005068565000000014,-0.0004122993529411794,-0.00033639302941176723,-0.00033027858823529883,-0.00034298811764705943,-0.00036174217647058464,-0.00037284182352940835,-0.00038215994117646833,-0.0003826693529411767,-0.0003766957058823524,-0.0003590313235294091,-0.0003498889117647067,-0.0003360736470588224,-0.0003176432941176463,-0.0002766214117647034,-0.0002506570294117643,-0.0002837818823529393,-0.00035327791176470447,-0.00040800814705882135,-0.00039843582352940693,-0.0003192235294117631,-0.0002205349411764715,-0.0001323562941176453,-4.015114705882214e-05,4.1726794117648985e-05,0.00011114549999999973,0.00016530852941176039,0.00021608520588235064,0.0002671331470588227,0.0003120903823529402,0.00029143738235293953,0.00023761855882353106,0.00023285711764705827,0.00025652982352941146,0.0003021885882352939,0.0003369307941176441,0.0003319114411764676,0.00029525897058823095,0.000247990264705877,0.0001905847058823497,0.0001347790882352904,9.16350882352937e-05,4.666391176470601e-05,7.818294117646618e-06,-3.341435294117699e-05,-6.831441176470901e-05,-4.179758823529521e-05,5.326552941176295e-05,0.00014392752941176298,0.00019822694117646936,0.00022119917647058646,0.00021558573529411804,0.00019511147058823633,0.00017357764705882607,0.00017511311764706154,0.00019539717647059154,0.00021495338235294655,0.0002171649705882371,0.00022379802941176544,0.0002317942647058844,0.00024031291176470834,0.00024465411764706263,0.000311074588235297,0.00031151794117647257,0.00030069882352941335,0.000317564294117648,0.00036084594117647036,0.0004294664705882349,0.0004918449117647054,0.0005513654411764685,0.000593444029411765,0.0006200597352941147,0.0006443083235294095,0.0006849468529411748,0.000730137647058822,0.0007735062352941177,0.0008186148823529429,0.0008667256176470624,0.000853177764705882,0.0007788310588235283,0.0007183670882352933,0.0006533060882352951,0.0005703187941176469,0.00047038844117647076,0.0003746830882352947,0.00030581320588235657,0.00025689114705882386,0.0002238330294117661,0.00019530814705882513,0.0001641616764705891,0.0001283178235294176,9.438414705882463e-05,5.793711764705625e-05,1.9529294117644203e-05,3.7881058823529407e-05,0.00012731699999999832,0.00020690320588235243,0.00024237647058823232,0.00028602699999999946,0.00034058311764705723,0.0004058725882352919,0.0004538945294117608,0.0004935733529411752,0.0005251698823529397,0.0005533995882352934,0.0005787836470588226,0.0006073256470588186,0.0006282333823529381,0.000655167470588235,0.0006845559117647036,0.0006528305294117645,0.000558247382352944,0.00046132932352941323,0.0004039079411764738,0.0003785562352941179,0.0003473891764705882,0.00031312470588235573,0.00027925532352941415,0.000246159382352942,0.0002070994411764726,0.00015290102941176338,9.493391176470557e-05,3.832285294117811e-05,-1.3267676470588713e-05,-6.705297058823625e-05,-0.000129817294117646,-0.00017317917647058888,-0.00014390832352941495,-0.00013168938235294005,-0.0001072544411764749,-0.0001016457352941199,-7.938697058823552e-05,-3.7758088235294654e-05,1.559741176470307e-05,7.2530735294115e-05,0.00013572079411764554,0.00020731367647058851,0.00030010726470588306,0.00039111373529411575,0.0004836810294117661,0.0005790743823529398,0.000695249617647057,0.0008040151470588199,0.0008837282058823531,0.0009665183235294094,0.001046637411764707,0.0011007204117647103,0.0011353268235294103,0.0011517024705882378,0.0011522001176470613,0.0011345202647058857,0.0011200543235294139,0.0011169569117647077,0.001101293970588238,0.001081203852941177,0.001063357205882352,0.001041528500000003,0.0010025426176470589,0.0010819462647058842,0.0011972280294117663,0.0013310297352941234,0.0014537841176470636,0.0015499236176470567,0.0016422025588235332,0.001718208029411767,0.001806520735294118,0.001905870970588237,0.002005893029411763,0.0020738250294117626,0.002111959499999998,0.0021487445000000008,0.0021818277352941198,0.0022152339705882353,0.0022512382058823555,0.002136940147058822,0.001844307088235294,0.0015013751470588192,0.0011352018529411714,0.000815528705882352,0.0005575827647058829,0.0003181237647058785,8.730064705882515e-05,-0.0001590501176470631,-0.000418244823529413,-0.0006542293529411755,-0.0008449698235294088,-0.001018367823529407,-0.0011949217647058766,-0.0013874432941176455,-0.0015779429411764655,-0.0018420028823529395,-0.0019562831764705895,-0.0019953346470588246,-0.00197403982352941,-0.0019285398235294113,-0.001927624000000001,-0.0019407745882352948,-0.001959460352941183,-0.0019786554411764714,-0.0019908226176470617,-0.0020070032058823566,-0.002045502029411771,-0.0021012185588235362,-0.0021493796764705947,-0.0021748200882352967,-0.0021860488529411824,-0.0021056861470588224,-0.0019201637941176422,-0.0017375994999999974,-0.001592293205882351,-0.001495485558823527,-0.0014203287941176434,-0.0013429759705882328,-0.0012619349117646977,-0.0011585069999999944,-0.0010364713823529364,-0.0008991589117647008,-0.0007453116176470553,-0.0005813670882352916,-0.0004212445588235303,-0.00026804002941176533,-0.00012524632352941406,0.00015553344117647146,0.00030801202941175936,0.0004166555588235258,0.0005309449705882333,0.0006652011470588207,0.000819182323529408,0.000992607676470584,0.0011636873235294064,0.0013141713823529352,0.0014487888823529384,0.001581796588235292,0.0017012902941176446,0.0018102265882352954,0.0019123681176470581,0.002016180764705883,0.002109043647058828,0.0020673857058823523,0.0019164003529411784,0.0018152685882352956,0.0017229898235294108,0.0016195668823529435,0.0015044714117647077,0.0013830525294117706,0.0012421060588235309,0.0011125639411764723,0.0009875093529411808,0.0008482165294117702,0.0006970341176470614,0.0005465501176470551,0.0003938118235294139,0.00023948941176470465,8.843482352940621e-05,-0.00018065023529411847,-0.00031044147058823315,-0.0005015765294117645,-0.0007808919411764707,-0.0010655481176470565,-0.0013477385882352966,-0.0016521213529411827,-0.0019611991764705884,-0.0022813319411764676,-0.0026250788235294142,-0.0029585784705882384,-0.0032843350588235287,-0.003608703470588233,-0.00393254888235294,-0.004256049647058819,-0.004582422294117643,-0.00479326082352941,-0.004881765470588238,-0.004943092470588233,-0.004901939176470584,-0.004778455823529414,-0.004637500941176469,-0.004465446941176468,-0.004263738823529411,-0.0040408666470588255,-0.0037853407058823525,-0.0035213473529411773,-0.003254695294117647,-0.0029838866470588248,-0.002704452470588238,-0.002422241470588237,-0.0021303264117647075,-0.0018669460000000013,-0.0017207691764705886,-0.0015653037647058842,-0.0014320866764705904,-0.0013628820882352934,-0.0012989835588235292,-0.0012407166176470596,-0.001196963970588237,-0.0011565072647058815,-0.001129171735294119,-0.0011116704411764725,-0.0010913578529411789,-0.0010693162058823518,-0.0010457814999999988,-0.0010257894411764713,-0.0010066377647058797,-0.0009544001176470564,-0.0008691340588235282,-0.0007871655882352932,-0.0007092844338235302,-0.0006354769803921575,-0.0005660437584033631,-0.0005012817918552039,-0.00043975816911764713,-0.00038153793048128527,-0.00032611369705882326,-0.0002734944117647048,-0.0002232942352941164,-0.0001755864705882352,-0.00012974994117647028,-8.62234705882349e-05,-4.4877911764707595e-05,-5.0828529411777595e-06,-3.0891470588229747e-06,-1.4957941176473033e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
