UniprotID	Q8NFP9-3
pNuLoCScore	0.3162576966666666,0.31187119899999993,0.30804715727272725,0.3043413666666666,0.2994265446153846,0.2946552392857143,0.2892581773333333,0.285743361875,0.28292399176470584,0.27075238705882354,0.26183696705882353,0.2551334347058824,0.24983708411764707,0.2497522094117647,0.2501033488235294,0.2508158970588235,0.25028801764705877,0.24988210647058823,0.24946467235294123,0.24967736411764707,0.250723365882353,0.2533056829411765,0.25587461588235294,0.25941028470588234,0.26933180647058824,0.27686369470588235,0.2850170370588236,0.294102275882353,0.3037551123529412,0.31217153000000003,0.319871314117647,0.3272399558823529,0.3341937194117647,0.34042583176470587,0.34563673588235294,0.35060541588235294,0.35427946058823534,0.3577390429411765,0.35991036117647063,0.3629831052941177,0.3662738111764706,0.362017085882353,0.360016754117647,0.3573038682352941,0.3536984705882352,0.34965500176470576,0.34582285470588225,0.34157917235294105,0.3379633070588235,0.3351839829411765,0.333322604117647,0.33216005764705886,0.3310861458823529,0.3307664147058823,0.33027984176470593,0.3307490194117647,0.3305219341176471,0.32927054823529417,0.3271254752941176,0.32437635117647057,0.32247596705882353,0.3208182305882353,0.3197413776470589,0.3185992082352942,0.31717265529411764,0.3148767705882354,0.3130746152941177,0.31154301058823525,0.3102425476470588,0.308745135882353,0.3076628711764706,0.30688754647058825,0.30652317117647065,0.30593416941176477,0.3068870564705883,0.30890684000000007,0.31140074470588236,0.31340903941176473,0.3149981764705882,0.3162504023529411,0.31774499941176465,0.3201009958823529,0.3233741847058823,0.3259038670588235,0.3282229747058823,0.32986508999999997,0.3312162029411765,0.3320010188235294,0.35002847529411757,0.36588622705882345,0.3812843535294117,0.39606888117647054,0.40951260764705877,0.4235984252941176,0.4378831305882353,0.4511535347058824,0.46464780294117647,0.478752514117647,0.4930752847058823,0.5074651276470589,0.5225811141176471,0.5370918288235293,0.5520302182352941,0.5676283935294117,0.583374314117647,0.5817483870588235,0.581543316470588,0.5821371194117647,0.5814274447058824,0.5808479241176471,0.5806397923529412,0.5791130929411765,0.5798496523529412,0.5803789582352942,0.5804288688235294,0.5805476805882352,0.5803262411764706,0.5801325117647059,0.5805437411764706,0.580905194117647,0.5837119588235293,0.586525554117647,0.5882969517647059,0.5914364599999999,0.5953891305882353,0.6006035423529411,0.6072609888235293,0.6128781758823529,0.6192868394117648,0.624154654117647,0.6286727776470588,0.6325989635294117,0.6357158105882353,0.6385640694117647,0.6409208517647058,0.6434006382352941,0.6459584647058824,0.6456648294117647,0.6455110458823529,0.646115734117647,0.6458575905882352,0.6449128117647059,0.6437550176470589,0.6421849976470589,0.6407991070588236,0.63928174,0.637903142352941,0.636817848235294,0.6359805129411763,0.634911122352941,0.6344823870588234,0.634417034117647,0.642505514117647,0.6508163176470587,0.6594847823529412,0.6677457088235293,0.676260646470588,0.6838073994117647,0.6910679782352941,0.6979158194117647,0.7047351311764707,0.711279307647059,0.7177044052941178,0.7239051382352942,0.7299694088235293,0.7359294829411764,0.7424845735294118,0.7485650911764705,0.7544572911764705,0.7519462735294118,0.748956525882353,0.7458339770588235,0.74258793,0.7389334364705882,0.736192174117647,0.7337041711764705,0.7316607299999999,0.7297710499999999,0.7280452147058822,0.7263283976470587,0.7250165711764706,0.7235436476470587,0.7219497176470588,0.7201625117647059,0.7006775158823529,0.6908227217647059,0.6827851582352942,0.6762236405882353,0.6711359011764706,0.6671150952941175,0.6628011394117648,0.6585145664705881,0.6549844670588234,0.6519813376470588,0.6491387329411764,0.6465391588235294,0.6440566429411765,0.6417891311764706,0.6396033870588235,0.6377215458823529,0.6362521105882353,0.6524960358823529,0.6588811976470588,0.66355473,0.6669564329411765,0.6686928270588236,0.6698946305882353,0.6716155011764706,0.6734392805882353,0.6746374847058825,0.6755589964705883,0.6763463070588236,0.676856445882353,0.6774435047058824,0.6780193876470589,0.6786456611764705,0.6759759547058825,0.6761934370588236,0.6765590699999999,0.676202814117647,0.676097437647059,0.6761738905882353,0.6763078905882353,0.6755026988235294,0.6739824811764706,0.6720548458823529,0.6701918970588235,0.6686880594117647,0.6674923276470589,0.6664343064705883,0.6654502105882354,0.6644173952941178,0.6636901188235295,0.6664067829411766,0.6663313088235294,0.6659584329411765,0.6667360152941176,0.6672580470588235,0.6676001176470588,0.6681737094117647,0.669693964117647,0.6720794264705883,0.6749852117647058,0.6779376411764707,0.6805968288235293,0.6828864423529412,0.6850542811764706,0.6870361670588235,0.6918288117647058,0.6958885100000001,0.6998166141176471,0.7033176682352941,0.7067180935294117,0.7105034758823529,0.7136657058823529,0.7162544294117646,0.7181635729411764,0.7196737970588235,0.7211703288235294,0.7225577288235293,0.7240357082352941,0.7254672817647058,0.7267967423529411,0.7280827070588235,0.7293149347058823,0.7276516111764705,0.7262930388235295,0.7246960505882353,0.7233794411764705,0.7223040211764705,0.7207062388235292,0.7197499417647057,0.7193174888235293,0.7193587564705882,0.7196985364705883,0.7198831305882354,0.7198691129411765,0.7196643041176473,0.7194638511764706,0.7193783852941177,0.721540994117647,0.7228572611764705,0.7223131870588234,0.7226742317647057,0.7232868964705882,0.7235367199999999,0.7231924635294117,0.7216129458823529,0.7190856752941176,0.71677684,0.7147961841176471,0.7130968288235294,0.7116142288235293,0.7105162729411765,0.7093566823529411,0.7082722729411766,0.7071284117647059,0.7037821300000001,0.7014122276470589,0.7008338652941177,0.6995366123529413,0.6981003105882353,0.6969772929411766,0.696514128235294,0.6970057752941176,0.698351534117647,0.6994288894117647,0.6999463911764705,0.7004053858823528,0.7006660470588235,0.7007202323529411,0.7007542994117647,0.6994755088235296,0.6986815005882353,0.6987188088235294,0.6992461558823531,0.6994936241176472,0.6992369435294119,0.6992795688235296,0.6995855535294118,0.69988353,0.7003367829411764,0.7008372947058823,0.7014777511764705,0.7024321864705882,0.7031602647058824,0.703948585882353,0.704652268235294,0.7054025505882353,0.7072953800000003,0.7087360764705882,0.7093354705882353,0.7094196000000002,0.709892011764706,0.7108099217647057,0.7114246547058822,0.7118183111764704,0.7122191817647058,0.7126643935294117,0.7130797170588236,0.7133502435294118,0.7136270064705882,0.7139466688235294,0.714227504117647,0.7151392011764706,0.7160132364705882,0.7178972070588236,0.7193472511764708,0.720678171764706,0.7218626070588237,0.7226861776470589,0.723413965882353,0.7241414058823529,0.724709014117647,0.7248157788235293,0.7241290199999999,0.7231141747058822,0.7221200323529411,0.7212016264705883,0.7203019964705882,0.7193685788235296,0.7177970582352942,0.7161981623529413,0.7136498682352942,0.7114546923529412,0.7094511188235295,0.7076543541176471,0.7062733929411764,0.7050195223529411,0.7038418288235293,0.7028482911764705,0.7022903111764706,0.7024646523529413,0.7028781194117648,0.7033350029411765,0.7037109529411766,0.7025789764705883,0.7018505352941177,0.7011922941176472,0.700904084117647,0.7009654782352942,0.7013145158823529,0.7017021041176471,0.7021074070588236,0.7025210352941178,0.7028847588235294,0.7031787735294117,0.7033029952941175,0.7032710458823528,0.7032867958823529,0.7034336370588234,0.7035194958823529,0.7036278341176471,0.7052569429411766,0.7064479988235296,0.7076007435294119,0.7083188847058824,0.7087343788235295,0.7088896494117648,0.7089093670588236,0.7088629911764708,0.7087627394117648,0.708621421764706,0.7084414511764706,0.7082793235294117,0.7082758611764705,0.708279246470588,0.7082248011764705,0.707675305882353,0.7068124252941176,0.7059653294117646,0.704833538235294,0.7037554370588234,0.702563804117647,0.7014245629411765,0.7005091629411765,0.6996960394117647,0.6988769382352942,0.6980275723529412,0.697201521764706,0.6964005982352941,0.6956022041176472,0.6947350194117649,0.693831207647059,0.6928601235294118,0.6921654452941177,0.6917018229411765,0.6910454011764706,0.6906519617647059,0.6901758476470587,0.6898252005882353,0.6893439476470588,0.6886369005882351,0.6877472729411763,0.6867727264705882,0.6857479435294117,0.6847158764705883,0.6836923729411764,0.6827773376470588,0.6819165435294119,0.6796570470588236,0.6768889194117647,0.6743462276470588,0.672070148235294,0.6697645629411764,0.6676879829411764,0.6657112417647058,0.6639027099999999,0.6621354276470588,0.6602508570588235,0.6595262376470588,0.6600719935294117,0.660402668235294,0.6608255094117647,0.6614721458823529,0.6619385223529413,0.6622828870588234,0.6640538952941177,0.6663904188235295,0.6686769223529412,0.6705917635294117,0.6726801782352941,0.6744895541176471,0.6761663570588236,0.6776698776470589,0.6791605894117647,0.6805876835294118,0.6806177952941177,0.6794643247058824,0.6785986105882355,0.6776107576470587,0.6762873976470588,0.6756380623529412,0.6752216894117647,0.6744958629411766,0.6730119629411766,0.6714399541176472,0.6696613600000001,0.667586271764706,0.6651706388235296,0.66214983,0.658644291764706,0.6543451682352941,0.6507635976470588,0.6473769211764706,0.6441692800000001,0.6409978294117648,0.6379186882352942,0.6349749976470589,0.631389274117647,0.6277892623529412,0.6245305417647059,0.6221677329411764,0.6199474005882354,0.6181688123529413,0.6165907829411763,0.6152795023529413,0.6146277435294117,0.614573514117647,0.6153062470588235,0.6155150905882353,0.6158258464705882,0.615899481764706,0.6158776229411765,0.6099467876470588,0.6083355170588236,0.6078807076470589,0.6077583864705883,0.6078214688235295,0.60737435,0.6067447635294119,0.6058816164705881,0.6052982135294116,0.6051103941176469,0.6050765235294117,0.6051485323529411,0.6050224582352941,0.6048784794117649,0.6047850435294119,0.6047361023529412,0.604860175882353,0.610688364117647,0.6119875970588236,0.6122735123529413,0.6121311505882354,0.6118264741176471,0.611951005882353,0.612309298235294,0.6128459176470586,0.6132485676470588,0.6134272464705883,0.6134733170588236,0.6133784752941177,0.6134414694117648,0.6134343400000001,0.6133747729411766,0.6100320611764707,0.6032827505882353,0.5979254917647059,0.5927736100000001,0.5883312452941176,0.5844749511764705,0.5809603358823531,0.5774462435294118,0.5737452876470589,0.5699150211764705,0.5663100235294118,0.5629332329411765,0.559720894117647,0.5566567682352941,0.5537846035294117,0.5511103270588236,0.5485706858823529,0.5492168123529413,0.5532082435294119,0.5559921317647059,0.5588123158823529,0.5609540017647059,0.5625319535294118,0.5637448129411764,0.56496291,0.5663154694117647,0.5677615011764706,0.5689385164705882,0.5699332005882354,0.570788141764706,0.5715546829411765,0.572213825882353,0.5735952023529413,0.5734386788235295,0.5721099758823529,0.5707875464705883,0.5698189088235295,0.568695555882353,0.5675875994117646,0.5667705882352941,0.5659867147058824,0.5652678176470589,0.5643753729411765,0.5633249847058823,0.5618791352941176,0.5601803188235293,0.5582183341176471,0.5560363164705883,0.5536337794117647,0.5503392882352941,0.5483520882352941,0.5475845029411764,0.5465579735294118,0.5450294264705883,0.5435297147058824,0.5418893558823531,0.5398785688235295,0.5376818335294118,0.5352909770588234,0.5329825947058824,0.5308625688235293,0.5290769358823529,0.5274005305882352,0.5259230500000001,0.5238087588235294,0.5217113235294119,0.5199001000000001,0.518196305882353,0.5166250641176471,0.5152483170588236,0.5139981488235295,0.51249864,0.5109696770588235,0.5094285323529412,0.5080711923529412,0.5068419870588234,0.505641784117647,0.5043601447058823,0.503122185882353,0.5019414164705882,0.5008034076470589,0.5004930970588234,0.5003816299999999,0.5000648329411765,0.4997780211764706,0.49930760705882354,0.4987862600000001,0.4981160735294119,0.4976754176470588,0.4972557417647059,0.4969347388235294,0.49656691,0.496197981764706,0.49588129352941174,0.49564562411764707,0.49540509470588245,0.49550576470588237,0.4953586570588235,0.495266414117647,0.4948002670588236,0.49425510529411765,0.49363574058823534,0.4929647523529411,0.49207427470588233,0.49123467882352945,0.4904127658823529,0.4897691829411764,0.4891742270588235,0.48866682294117647,0.48813423647058823,0.4876026717647059,0.4871401511764707,0.4867506276470589,0.48605053823529415,0.4855776735294118,0.485030235882353,0.48480702529411773,0.48459450000000004,0.48436692352941185,0.48429868823529415,0.4845229294117647,0.48487435294117653,0.48532108823529413,0.4857196641176471,0.48605286823529414,0.48628040411764717,0.48651625411764715,0.48674591235294123,0.4873431064705883,0.4879268805882353,0.4886329364705882,0.48941069235294116,0.4901706629411765,0.4909282958823529,0.4916868805882353,0.49252793588235305,0.4933176770588236,0.49377305000000005,0.494212055882353,0.49460281705882364,0.4947790382352942,0.49499050647058823,0.49520555647058834,0.4953443964705883,0.49550220588235294,0.4951991941176472,0.4947184823529412,0.49406662352941183,0.49322453705882363,0.4923875647058824,0.4915771270588235,0.49073500823529415,0.489917294117647,0.4891563788235294,0.48872788235294123,0.4882608323529412,0.48782151470588236,0.4875705529411764,0.4872651935294118,0.48699755705882347,0.48726932117647054,0.48775623058823536,0.48822803882352944,0.48894114117647064,0.48979109176470587,0.4906394811764705,0.49142305588235297,0.49210206176470594,0.49265823588235286,0.49299259117647054,0.4931755535294118,0.49339755647058814,0.4936342641176471,0.4938995117647057,0.4941865311764705,0.4945037535294117,0.4947272282352942,0.4944639894117647,0.4938846535294118,0.49333084941176475,0.4926634623529412,0.4918547747058823,0.4911913329411764,0.49059601764705874,0.4901255564705882,0.48985214823529405,0.4897101599999999,0.4896936364705882,0.4895585688235293,0.4894466111764705,0.48930578294117644,0.4891555547058823,0.4894658794117647,0.4895605929411765,0.48904146823529415,0.489042331875,0.48905252933333343,0.48903911571428577,0.48906728076923084,0.4890560425000001,0.4890373936363636,0.48898669699999997,0.4889282677777778
pNuLoCDScore	-0.03333370490196075,-0.04550530960784305,-0.054420729607843055,-0.06112426196078419,-0.06642061254901951,-0.06650548725490188,-0.06615434784313717,-0.06544179960784308,-0.06596967901960782,-0.061989092529411705,-0.058582484919786015,-0.05466400254901954,-0.048703178733031594,-0.0413495563445378,-0.03338356145098037,-0.026333077169117647,-0.013592185294117598,0.006111307647058806,0.023180070000000053,0.03896884117647059,0.05391802823529415,0.06241932058823532,0.0697679652941176,0.07642405882352937,0.08390570176470591,0.09054372529411764,0.09617206352941171,0.10092805176470587,0.10355609470588234,0.10443335999999998,0.10403574529411769,0.10357282058823536,0.09694200470588238,0.08515339117647064,0.07499971705882341,0.0632015923529411,0.049943358235294,0.037483471764705734,0.025951540588235233,0.014339216470588168,0.003769587647058814,-0.005241848823529349,-0.012314131764705916,-0.018445358235294085,-0.02319331470588243,-0.02697262823529417,-0.0296305194117647,-0.03223408588235299,-0.035751877058823545,-0.032746537647058815,-0.03289127882352938,-0.03292751705882352,-0.031222503529411694,-0.028836771176470488,-0.026081477058823355,-0.022979964117646856,-0.020790651764705848,-0.02030721235294114,-0.02024798882352935,-0.020617047058823612,-0.020843598235294136,-0.022021278823529333,-0.022616970588235308,-0.023861472941176465,-0.02399876294117642,-0.023336378823529402,-0.020238418823529336,-0.015469511176470496,-0.011075222352941172,-0.007409191176470542,-0.004743201176470702,-0.002348805882353089,0.0005723441176470057,0.005224225294117535,0.01029956941176463,0.014360856470588268,0.017980427058823523,0.021119954117647,0.023553331764705865,0.025113472352941146,0.043505304117646915,0.05995205764705869,0.07439729705882342,0.08716204117647047,0.09811186294117641,0.11018938588235289,0.1228849541176471,0.13490313235294127,0.14690280352941182,0.1586515182352941,0.1697011,0.18156126058823535,0.19435813941176477,0.20722673882352938,0.2208140152941176,0.23562737470588235,0.23334583882352938,0.21586216000000003,0.2002589629411763,0.18606823823529417,0.1719148370588236,0.15724949882352945,0.14275666176470586,0.12795955823529415,0.1152018494117647,0.10162644411764715,0.0873535841176471,0.07308255294117638,0.05774512705882351,0.04304068294117658,0.028513522941176483,0.013276800588235216,0.0003376447058823784,0.004777167058823473,0.006753635294117877,0.009299340588235228,0.013961685882352914,0.019755618235294037,0.026621196470588138,0.033765082941176416,0.0394371870588236,0.04377569588235286,0.04824390882352936,0.05205128294117645,0.05538956941176476,0.05843155764705876,0.06037711058823525,0.06249544411764718,0.06224650588235303,0.05913927529411778,0.057214094117646996,0.05467927411764706,0.05046845999999994,0.04430926941176483,0.03649402882352959,0.029306821764706004,0.021512267647058825,0.015127085882353009,0.009230364705882232,0.004218884705882275,0.0002647023529409598,-0.0036529470588236856,-0.006438464705882385,-0.008983604117647093,-0.0034529505882353595,0.005151488235293988,0.013973736470588305,0.02162997470588235,0.030403055882352814,0.038894587647058776,0.0473129605882352,0.055730821764705785,0.0639360241176471,0.071997567647059,0.07980126294117684,0.08708729000000026,0.09398889588235304,0.10101836058823543,0.10800218647058835,0.11414805705882347,0.11195177705882353,0.10112995588235307,0.08947174352941178,0.07808826823529413,0.06632728352941197,0.05512603705882346,0.04512419588235295,0.03578835176470574,0.026925598823529184,-0.04047790854901959,-0.05513859090196077,-0.06776911560784313,-0.07903116325490196,-0.08190541290196077,-0.08475687290196078,-0.08724373407843136,-0.08973659207843136,-0.0931752391372549,-0.09113381012941175,-0.0894290708877005,-0.08791641372549018,-0.0844366893393665,-0.07948771562184871,-0.07508816783137255,-0.07143252391911763,-0.06572147494117647,-0.04953950170588234,-0.03589336641176469,-0.023704910529411746,-0.01999496147058824,-0.016313367117647054,-0.013062721823529425,-0.009720809941176467,-0.005203672882352947,-0.00024021429411764939,0.004143861941176441,0.008032553117647029,0.011559532235294087,0.012900599882352898,0.014004760470588198,0.015328866117647028,0.014518990764705864,0.011512658941176451,0.009426623941176465,0.00764168135294116,0.005860871352941194,0.004367728764705897,0.003116535823529429,0.0019430142941176537,0.0004909512941176503,-0.0012601661176470658,-0.0024147991764705834,-0.0034614771764705787,-0.0043710339411764665,-0.004846433058823513,-0.005150915117647051,-0.005820289588235286,-0.008351985529411757,-0.00849701282352941,-0.008652584882352946,-0.008456879352941163,-0.007705426764705883,-0.007107667117647057,-0.006481357117647052,-0.006059311235294115,-0.005216618235294124,-0.0041558705882353,-0.0031549678823529353,-0.002506083764705888,-0.001549149352941176,-0.0006670123529411848,2.4134117647067743e-05,0.0010104302941176257,0.004043827705882352,0.008940704176470568,0.013517228882352933,0.01734737535294116,0.020152892176470566,0.022278483705882327,0.02404789670588235,0.025451663470588234,0.026751777588235284,0.02732581347058824,0.02777487552941174,0.028341807058823554,0.02876352535294116,0.029190551294117642,0.029152091647058814,0.028835547764705913,0.02572260011764707,0.020791295411764735,0.016561030705882357,0.01301725305882355,0.010779643647058842,0.008934165411764727,0.007200794764705892,0.005920552999999995,0.0043501127058823835,0.0028273179999999953,0.0013230547647058999,-0.00036484582352942774,-0.0020542532352940818,-0.0036610952941176222,-0.004792828588235279,-0.005195514705882337,-0.002701065529411767,0.0020992591764705942,0.005927450941176457,0.008381640941176452,0.009222555647058789,0.009553866823529392,0.0102207415294117,0.011099641823529405,0.012264689764705877,0.013805283882352914,0.015189720941176474,0.017529293294117662,0.019915209764705885,0.02194770682352941,0.023705999764705915,0.02421140447058824,0.020660745882352963,0.01620727176470589,0.013105105882352919,0.011803385882352968,0.011845860000000041,0.013191790000000037,0.013978561176470644,0.014601498235294136,0.014765496470588252,0.014614238823529468,0.014948454705882352,0.014715906470588236,0.013827264705882358,0.01316554411764706,0.012813504117647034,0.013442503529411731,0.017963674705882338,0.024512928823529373,0.02809025588235295,0.02899968705882347,0.028882438235294045,0.027569505294117586,0.026039241764705873,0.02434796235294115,0.022515474705882332,0.020988323529411768,0.01936875176470587,0.01771203294117646,0.016538500588235278,0.015220913529411767,0.014025611764705903,0.012647442941176479,0.011914777058823545,0.007412101764705886,0.004661376470588258,0.003944593529411816,0.0043107317647059495,0.00459266058823532,0.005536782941176488,0.006496374117647058,0.007901745294117635,0.009286997058823493,0.0106236511764706,0.011864228823529388,0.012921434117647068,0.014330495294117646,0.015689275882352915,0.01676126,0.017044559411764693,0.01665623000000005,0.01675143941176474,0.016602095882352952,0.015635452941176436,0.015345418823529411,0.015098891764705857,0.014811415294117641,0.01443073941176476,0.013965785294117683,0.013667649411764737,0.013314572352941229,0.012987487647058843,0.01252496176470591,0.011907365882352944,0.011397926470588238,0.011531634705882365,0.011899139411764681,0.01064797294117642,0.007737064705882313,0.004869636470588273,0.0023848988235294633,6.963176470592414e-05,-0.0019097888235293792,-0.003783388235294116,-0.005497886470588242,-0.00738173764705885,-0.009181240000000007,-0.01087880941176475,-0.012400859411764747,-0.01375661647058829,-0.014916445294117675,-0.01657805470588239,-0.018186558823529403,-0.018013356470588215,-0.01505817588235292,-0.010317899411764697,-0.005848891176470611,-0.0021100447058823857,0.000986340588235296,0.0036314117647058552,0.005978115294117625,0.008137197058823514,0.010277789411764687,0.012322285294117663,0.014200208235294137,0.0157829352941177,0.017109697058823536,0.019270215294117654,0.02169627352941178,0.02333951647058824,0.02342117764705884,0.021660654705882326,0.019809692352941166,0.0184359194117647,0.01736169705882351,0.01662315058823527,0.016224021764705887,0.015928398235294156,0.015691622352941165,0.015347145294117681,0.014978949999999963,0.014717650588235293,0.014541155294117647,0.013396168235294104,0.011430188823529308,0.009742563529411719,0.008466753529411702,0.007679597647058806,0.007104262352941149,0.006370958823529421,0.005648997058823518,0.004883942941176472,0.003941759999999989,0.0029266482352941214,0.0018512441176471162,0.0009067894117646969,2.6354705882414287e-05,-0.0008431864705882031,-0.0016607629411764524,-0.0021103605882352716,-0.0017886929411763675,-0.0017423335294117215,-0.0017471017647058273,-0.001957430588235276,-0.002491985882352915,-0.003095292941176442,-0.0036445105882352558,-0.004238065882352926,-0.005005748235294066,-0.005705230588235272,-0.006444812941176492,-0.007113312941176453,-0.007820432941176486,-0.00847725647058828,-0.009177106470588225,-0.010246174117647056,-0.011448466470588253,-0.012244472941176449,-0.012883263529411743,-0.013453390588235276,-0.013910517647058807,-0.01409276000000001,-0.014163546470588234,-0.014155422941176471,-0.013858276470588238,-0.013327783529411802,-0.012673937058823553,-0.012015930000000036,-0.011376555882352951,-0.0107574717647059,-0.01008174176470586,-0.009848395882352923,-0.009574463529411742,-0.007153844705882345,-0.0028136029411764962,0.0002842988235293997,0.0031810582352940764,0.006009020588235242,0.008280415294117605,0.010247899999999976,0.012093622941176413,0.013656418823529387,0.015118351764705856,0.016290350588235275,0.017525348823529407,0.018673664117647065,0.019708822352941135,0.021104549999999944,0.0233190835294117,0.023315861764705847,0.01862135117647057,0.013139047058823516,0.00903978823529411,0.004924983529411758,0.001057472941176446,-0.0019848123529411787,-0.004659862941176485,-0.007204265294117662,-0.009670172352941153,-0.011798998823529389,-0.01381778235294115,-0.01580080529411762,-0.01771542176470592,-0.022691014705882362,-0.028077784117647026,-0.034054233529411754,-0.03629663647058823,-0.036051838823529386,-0.03669785882352933,-0.03727763647058818,-0.03744335470588231,-0.03792908470588233,-0.03882704941176465,-0.03966705294117645,-0.040418225882352915,-0.0410549788235294,-0.04181595352941178,-0.04236024235294114,-0.04287834470588231,-0.040218778235294045,-0.03433191764705884,-0.027892603529411808,-0.022075557647058847,-0.01763321176470592,-0.013724631176470686,-0.010381191764705894,-0.00741535235294119,-0.004920969411764703,-0.002316240588235291,0.000250329411764727,0.0026097705882352773,0.004708272352941162,0.006607572941176421,0.008304522941176423,0.009892732941176458,0.012304762352941118,0.011768020588235256,0.011125649411764749,0.009991116470588257,0.00931046117647058,0.008706926470588267,0.00848274941176469,0.00843645235294116,0.008750939999999957,0.00903314823529408,0.008958148823529383,0.008948819999999968,0.008958904117647049,0.009132171764705904,0.009415257058823512,0.0098329982352941,0.009420358823529429,0.007919804117647061,0.006198648235294063,0.0044820588235293946,0.0031422376470588154,0.0022808705882352565,0.0014718864705882129,0.0006813905882353255,-0.00023986882352936,-0.0014165029411764563,-0.0021613211764705542,-0.0027773335294117296,-0.003357452352941187,-0.003946433529411764,-0.004626821176470591,-0.005406232352941159,-0.00762080764705883,-0.009141654705882324,-0.009995569999999981,-0.010554764117647053,-0.01093691176470582,-0.01158567823529405,-0.01216146705882351,-0.01262798294117648,-0.012991267647058852,-0.013100840000000002,-0.01313877823529419,-0.013259433529411835,-0.013284988235294143,-0.013303749999999975,-0.01328444882352936,-0.013207841764705852,-0.011673582352941136,-0.008683151764705854,-0.006090303529411728,-0.004260281764705803,-0.0028380558823529745,-0.0016560576470588118,-0.0006558876470588171,0.00016810470588238258,0.0008828158823529775,0.001523856470588253,0.001957494705882412,0.0023563470588236213,0.0026517905882353088,0.0028833541176470356,0.0030926929411764226,0.003309938823529368,0.003419283529411732,0.002198383529411735,0.0006357117647058652,-0.000615848823529469,-0.0019603164705882248,-0.0032956494117647173,-0.004702781176470577,-0.006134677058823562,-0.007617685882352954,-0.008991769411764716,-0.010361831764705842,-0.011608648235294144,-0.012925334117647014,-0.014228064705882365,-0.015486464117647064,-0.01676918999999996,-0.018008804117647048,-0.019273556470588205,-0.020327755882352916,-0.020938950588235333,-0.02097906764705884,-0.020540980000000014,-0.019880354117647075,-0.019002197647058794,-0.017959125294117667,-0.016830171764705887,-0.015722204705882398,-0.014680304705882385,-0.013570180588235309,-0.012322015294117639,-0.01105554588235294,-0.00980170529411764,-0.00891483705882351,-0.007971769176470578,-0.006740806823529399,-0.00569188976470586,-0.004865893294117601,-0.004454795058823541,-0.004101167411764667,-0.003852451529411771,-0.0036468974117647157,-0.00349989623529412,-0.003328510941176449,-0.003177107999999984,-0.003008236235294115,-0.002997160352941175,-0.003062247411764668,-0.0031841332941176803,-0.0029252462352941377,-0.002376615882352995,-0.00208165552941178,-0.00202614588235292,-0.002002089411764746,-0.0018767044117646847,-0.0017170650000000176,-0.0015952620588235156,-0.0014919602941176335,-0.001441979117647041,-0.0014399826470588295,-0.0014828732352940854,-0.0015631673529411527,-0.0016028820588235015,-0.0015680432352941087,-0.001452174647058796,-0.0016329540588235214,-0.0021221597058823233,-0.0023327659411764845,-0.0023096379411764734,-0.0021678646470588286,-0.002080045823529414,-0.0020531928235294344,-0.0019695892941176962,-0.0018485863529411756,-0.0017045881176470795,-0.001544599882352976,-0.0013535298823529607,-0.001151296941176494,-0.0009534875294117812,-0.0008292075294117768,-0.0006886678823529585,-0.0002065841176470684,0.0006201085882353019,0.0012121518823529631,0.0015531589411764413,0.0017136332941176807,0.00179678358823529,0.0018913208823529565,0.0019420034705882605,0.0019088952352941252,0.0018338946470588396,0.0017681134705882506,0.0017233234705882339,0.0016910046470588191,0.0017137652352941374,0.0018001011176470433,0.0019106987647058843,0.0020321308823529616,0.0012163614705882203,0.0005825752352940916,0.00017393464705883765,-0.00027354594117651176,-0.0005304759411764448,-0.0007598830588235045,-0.0010154644705882288,-0.0011902862352941024,-0.0013174791764705845,-0.0015080597647058602,-0.0017253006470588084,-0.0020099074117647248,-0.0023133385882353197,-0.0026439162352941137,-0.003050541764705872,-0.0034753038823529675,-0.0033970462352941183,-0.0029558980000000123,-0.002771090941176446,-0.0025086621176470536,-0.002208156235294162,-0.0020384580000000485,-0.0018480226470588557,-0.001656826176470616,-0.0014914126470588485,-0.0012631965294117725,-0.000950428000000017,-0.0005530409411764609,-0.00010854241176468105,0.0003220446470588445,0.0007767266470588147,0.0008500001764706056,0.0009070925294117765,0.00039820782352943673,0.000244354882352929,0.00021818605882355235,0.00012960052941177191,0.00018168676470591005,0.0002843217647059415,0.00030210499999999696,0.000334857352941198,0.0003124894705882203,0.00021422864705882005,9.639276470589653e-05,-0.00010735400000001782,-0.00027918635294121863,-0.00043840635294119246,-0.0002301871764706226,0.00041686341176472297,0.0010825031764705728,0.0015997778823529374,0.001850629058823508,0.0019826951764705947,0.0020025948235294078,0.0019416974117646701,0.0018896082941176617,0.0018707059411764565,0.0018681700036764781,0.0019090900196078453,0.0019457440966386547,0.0019924331447964128,0.0020362338725490314,0.0020462952673797052,0.0020313561176470984,0.001603192647058771,0.0011968122941176246,0.000785458764705857,0.0005711711176470402,0.0004081581764705522,0.0003128155882352601,0.00025591735294114293,0.00023604029411761207,0.00019061735294115256
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
