UniprotID	Q9H9E3-3
pNuLoCScore	0.23477768999999998,0.22672438599999997,0.21983012545454542,0.21677731249999999,0.21521183846153846,0.2124111492857143,0.21305363600000002,0.21371680312500002,0.21576373823529413,0.2045120123529412,0.19702175235294117,0.19355293411764704,0.1944532176470588,0.1957431364705882,0.19736711705882354,0.20530248294117642,0.21366861235294116,0.22105373647058824,0.22563928294117647,0.23050497,0.23261726705882355,0.23361833470588236,0.23619630117647059,0.23602122176470589,0.24346063294117642,0.2488725270588235,0.2529476541176471,0.2580430505882353,0.26192872294117653,0.26484912764705887,0.2672113617647059,0.27023118941176477,0.2721836552941177,0.27458685235294117,0.27763381117647057,0.2810620064705882,0.2843461047058824,0.28803942705882357,0.29154534470588234,0.29466237647058824,0.29752226352941175,0.2921723970588235,0.28781925941176467,0.2843899347058823,0.2808029805882353,0.2776872264705882,0.2758330311764706,0.2748688505882353,0.2743984635294117,0.27413347352941175,0.2741013111764706,0.2732604182352941,0.2727490664705882,0.2723143211764706,0.27203025058823527,0.27219139176470586,0.2645554829411764,0.2566017176470588,0.2544024052941176,0.2528142517647059,0.25230022999999996,0.2531480617647059,0.25419340411764707,0.2553436599999999,0.256209964117647,0.25712808764705875,0.257967974117647,0.25966239235294114,0.2623264852941177,0.2635665747058824,0.26558945705882353,0.26816860882352944,0.2710112464705882,0.28145613647058826,0.2923471241176471,0.2983616894117647,0.30340596000000003,0.3074425547058824,0.3103676329411765,0.31218172352941176,0.3139053123529411,0.3152785935294117,0.31624869941176464,0.31739249235294115,0.31756057411764704,0.31725861647058823,0.3179599588235294,0.3175359911764706,0.3219104670588236,0.32504844117647064,0.3282525417647059,0.3309911894117648,0.33335460470588235,0.3356790723529412,0.3369221923529412,0.33840369235294115,0.3405712976470588,0.34284244705882344,0.34515088,0.34706095235294115,0.34881231,0.35109269411764704,0.3530501147058823,0.35486218882352943,0.3566678594117647,0.3528120847058823,0.3497134552941176,0.34724901882352943,0.3455900111764706,0.34400067764705883,0.3425967317647059,0.34223369764705885,0.3416425317647059,0.34073201647058826,0.3395225329411765,0.3388654529411765,0.33844647470588235,0.33756647529411765,0.33629839470588235,0.33522926588235297,0.3309788729411765,0.32762312294117646,0.3249418076470588,0.3221484405882352,0.3189879976470588,0.3160195882352941,0.3127137517647059,0.30998931823529413,0.3076518511764706,0.30587917411764703,0.30448645529411766,0.3033613105882353,0.3025474529411764,0.3021390417647058,0.30203689176470583,0.30226175058823523,0.30224404588235293,0.30531652470588233,0.3076342611764706,0.3095279988235294,0.3116413482352941,0.31410558764705876,0.31600240647058825,0.3168835294117647,0.3164262852941176,0.3149075452941177,0.3136105829411764,0.3125916488235294,0.3116384970588235,0.31035356058823527,0.3088106735294117,0.3069436605882353,0.30055253705882357,0.2950322311764706,0.2908728247058824,0.2882801929411765,0.28495459176470594,0.2817997723529412,0.27732881411764704,0.2725755076470588,0.2698127817647058,0.26802693823529417,0.2667546276470589,0.2650356594117647,0.26265568294117647,0.2602740394117648,0.2583274894117647,0.2567952558823529,0.2555061605882352,0.25865559,0.26076626352941173,0.26126815,0.26066612764705877,0.2607855911764706,0.2612344164705882,0.26261793294117647,0.26481685117647064,0.2665617329411765,0.2680995976470588,0.2699156535294117,0.27144788764705874,0.2731834852941177,0.27486543529411767,0.27611053823529413,0.27839436176470583,0.2786191835294117,0.2770058658823529,0.27289688470588236,0.27183031117647055,0.2713632958823529,0.2715861770588236,0.27180448882352937,0.27196971823529414,0.2712016370588235,0.2688170558823529,0.2678002405882353,0.26646181647058825,0.2643991435294118,0.2617499964705883,0.2592161458823529,0.25591006,0.2510656064705883,0.24830443647058822,0.24731888058823526,0.24889650000000002,0.24793169705882356,0.24610110176470593,0.24364560352941175,0.24083398705882353,0.23812238882352943,0.23596664352941174,0.23472892176470586,0.23160457235294116,0.22877146235294116,0.22668825529411765,0.22478811647058822,0.22078176647058823,0.21701816529411763,0.21249200117647057,0.20811980588235293,0.20281411235294117,0.19590519352941177,0.18964050117647058,0.18333940858823528,0.17759175447058823,0.17243391094117644,0.16743640741176471,0.1628496968235294,0.15838411682352943,0.15482228623529415,0.151138928,0.14789070270588237,0.14512424447058825,0.14449249329411765,0.14408890741176467,0.14458903682352942,0.1448057215294118,0.14633420800000002,0.14934610623529412,0.1517058062352941,0.1537341858823529,0.1555690482352941,0.15713499529411767,0.15843152647058825,0.15953074,0.16066254529411764,0.16132000529411766,0.16210509764705883,0.16878517352941177,0.17718524705882355,0.18308573,0.18841283,0.19316922588235294,0.19800268647058822,0.20293321882352944,0.20803355588235295,0.21304870411764706,0.2178303823529412,0.22270585941176468,0.22746544058823528,0.23241359176470583,0.23734137117647053,0.2426262876470588,0.24804098999999996,0.25313956352941175,0.2516442417647059,0.2486347123529412,0.24815363470588234,0.24858233941176475,0.24976522117647063,0.25079417941176474,0.2516451370588235,0.2526858017647059,0.25371373764705885,0.25524838058823524,0.2566700376470588,0.2580642894117647,0.25929402764705883,0.2604219094117647,0.2614739382352941,0.2578508982352941,0.25712734235294127,0.2576121929411765,0.2582349717647059,0.2591350417647059,0.26050102764705885,0.2618850470588235,0.26259059999999995,0.26297759058823533,0.2633148847058824,0.26372600823529413,0.2640549964705882,0.26419567058823523,0.26404593294117645,0.2638607282352941,0.2635772747058824,0.26338034764705887,0.26768000647058826,0.2694254094117647,0.27022247470588234,0.27078056470588235,0.27088799882352943,0.2705853576470588,0.27019125529411764,0.2705376064705882,0.27089609470588233,0.27118080352941176,0.27149041176470584,0.27205760588235295,0.27287852470588236,0.27388853058823537,0.2748533247058824,0.2785356347058824,0.2822788541176471,0.2857606294117647,0.28926912,0.2919798947058824,0.2931921382352942,0.29399827352941177,0.2951404676470588,0.2959645652941177,0.2962839129411765,0.29661601470588234,0.29719709647058823,0.29779144941176466,0.29801628,0.29806223,0.2979949435294118,0.2980494811764706,0.2952531594117647,0.29214342411764704,0.2889409888235295,0.28585981,0.28366861352941175,0.2829241129411765,0.2823963452941176,0.2811956358823529,0.28007083000000005,0.27932580000000007,0.2786660952941176,0.27777981764705884,0.2766810705882353,0.27604555411764714,0.2755706611764706,0.2728274870588236,0.2707380870588235,0.26787272529411765,0.2659086894117647,0.2650037758823529,0.2641130523529412,0.26316207764705885,0.26189752117647064,0.2606223641176471,0.25962494882352943,0.25884306529411777,0.257987175882353,0.25716189176470594,0.2565222035294118,0.2561735447058824,0.2554905905882353,0.2548871288235294,0.2565624952941177,0.25760649294117643,0.2597175823529412,0.26112453,0.26176729058823534,0.26211964823529416,0.26244307000000006,0.26291844352941174,0.26355368882352936,0.2642645158823529,0.2650511917647058,0.2659886182352941,0.26694841117647056,0.2676024982352941,0.26815738882352946,0.2690988476470588,0.26931584529411756,0.26931526411764706,0.2681990423529411,0.26690934941176464,0.26512988941176463,0.2633249023529412,0.2616008270588235,0.2599737770588235,0.2586917947058824,0.2576447758823529,0.2567468076470588,0.25592215999999995,0.25501755294117645,0.25433501764705885,0.2535878611764706,0.2528232,0.25168874235294114,0.25109382999999996,0.25089760823529406,0.25183511588235297,0.2529363323529412,0.2545819452941177,0.2562666188235294,0.2578760717647059,0.2593346670588236,0.26059425176470585,0.2616152247058824,0.26250637529411763,0.2632807776470588,0.2642017535294117,0.26494943,0.2677138911764706,0.27117151823529406,0.2747734223529412,0.27817043647058826,0.28061471411764705,0.28213155764705883,0.2834422752941177,0.2843542241176471,0.2853782670588235,0.2863081511764706,0.2873429176470589,0.28838863058823533,0.2895594823529412,0.2906982223529412,0.29182678117647065,0.2928820123529412,0.29377837999999995,0.29292579529411755,0.2915184994117647,0.2901024511764706,0.28901665941176474,0.28880670235294126,0.28942698,0.29018718823529405,0.29130041,0.29231635705882353,0.2933373494117647,0.2942369111764706,0.2949566264705883,0.29543608705882357,0.2956824541176471,0.29586286117647054,0.29579281588235284,0.2963038376470588,0.2963380188235294,0.29689684941176475,0.2983093129411764,0.2995710717647059,0.30039181294117645,0.3010114029411764,0.30171390176470586,0.3023713058823529,0.30275045117647054,0.30292877647058825,0.30300866235294116,0.30299420294117646,0.3030391382352941,0.30320007941176474,0.30342233705882354,0.30393366588235304,0.30396216058823533,0.3042681764705883,0.30366261470588235,0.30212096,0.30064672470588244,0.2995536864705883,0.29863003529411764,0.29760499117647066,0.29651115176470594,0.29569300647058827,0.29508858,0.29461523647058824,0.2943598570588235,0.2941349141176471,0.29144083411764704,0.29020109529411764,0.2894769847058823,0.28908280176470585,0.2886502447058823,0.28861723882352935,0.2887275194117647,0.2887910476470588,0.28874384941176473,0.2885516423529412,0.28838115941176473,0.2882978476470588,0.28824271470588236,0.28827105705882355,0.28837951705882353,0.28826200294117643,0.2879604929411764,0.2900364023529411,0.2903855223529412,0.29004817411764705,0.2894352647058824,0.2890290335294118,0.2885497705882353,0.28800780764705886,0.28750699705882354,0.2871856911764706,0.28703516411764707,0.28691016941176467,0.2868034911764705,0.28666166705882346,0.28645419882352935,0.28610395294117646,0.28576263058823537,0.28661309588235295,0.2880277805882353,0.28874603235294116,0.289551555882353,0.2903908088235294,0.291336084117647,0.29225051058823537,0.2931182870588235,0.2938148535294118,0.29451132529411767,0.29522376647058823,0.2959801670588235,0.2966014488235294,0.2971355882352941,0.29764978705882356,0.2982780394117647,0.29908378176470585,0.2987885864705882,0.29816179235294116,0.2984755652941177,0.29882979352941175,0.2991104347058824,0.2992118576470588,0.2993157941176471,0.29946296588235294,0.2997867994117647,0.3000934370588235,0.3003498505882353,0.30049284411764704,0.3007012082352941,0.30088839176470594,0.3010748176470588,0.3014898852941177,0.30193169823529403,0.3025719147058824,0.30316680470588236,0.30337129411764713,0.30286704470588244,0.30222527470588245,0.3016701429411765,0.30112229,0.3005352547058824,0.29997694294117644,0.29942372058823535,0.29892904823529415,0.29850720999999997,0.2981952952941176,0.29789648705882354,0.29767986941176466,0.29722467941176467,0.29674985764705886,0.2961425147058824,0.29546468941176474,0.29515146352941174,0.29557362705882356,0.2960394147058824,0.29647917470588236,0.2968900570588236,0.2973629323529412,0.2978219235294118,0.29829514588235295,0.29866633882352944,0.2989643464705883,0.2998952147058824,0.3014885464705883,0.3028656382352941,0.30335492529411767,0.3037476870588235,0.30449040058823534,0.3051806570588236,0.3060196258823529,0.30690452176470595,0.3080443594117646,0.3092175729411765,0.3104036670588236,0.3116827905882354,0.31293277235294115,0.31405963,0.31520871941176465,0.3164032735294118,0.3168947611764706,0.3167991552941177,0.3168696188235295,0.31777573588235297,0.3187141741176471,0.3191858664705882,0.31978109941176464,0.3202551105882353,0.3206197664705882,0.3208120664705882,0.3208724358823529,0.32086983470588226,0.32063531117647054,0.3203592764705882,0.32017200705882354,0.31983693058823526,0.3194531888235294,0.3183673682352941,0.31700224000000005,0.31591000588235296,0.3147093911764707,0.313705355882353,0.31274141235294123,0.3116703405882353,0.31058689705882353,0.30951313529411767,0.3083882076470588,0.30739941529411763,0.3064589635294118,0.3056698376470588,0.3049732888235295,0.30428829235294114,0.3037530276470588,0.3032887147058823,0.30356475764705876,0.30410313470588235,0.3043867229411764,0.30477884235294117,0.3050694188235294,0.30540238411764703,0.3058296647058823,0.3062198747058823,0.30660795529411766,0.30708031235294125,0.30745151294117656,0.30777029352941176,0.3080492347058824,0.30642639823529416,0.3053538276470589,0.30471818058823535,0.3042109241176471,0.3036076870588235,0.30308393411764706,0.3025329817647059,0.3009582570588235,0.2991351629411765,0.2967803447058823,0.29464407000000004,0.2927327423529412,0.29082530764705883,0.2889705488235294,0.2871636829411765,0.2854899705882353,0.2838563894117647,0.28414416117647057,0.28394928352941173,0.28343579117647055,0.2828445952941176,0.2824443894117647,0.28195190235294115,0.28129337823529404,0.28176180588235283,0.28244758647058826,0.28378546352941175,0.2848908694117647,0.2857993647058824,0.2867354911764706,0.2876492652941177,0.28852071705882354,0.28914520352941186,0.2907028970588236,0.2915817076470588,0.29145426058823526,0.29083439,0.29050429411764706,0.29034055882352944,0.2903918505882354,0.2907524535294118,0.29117961705882356,0.2916367188235294,0.29207629294117643,0.29219814000000005,0.2923755705882353,0.29247922352941175,0.2925300929411765,0.2926867735294118,0.29308460705882355,0.29261108176470585,0.29278172647058825,0.29390888352941186,0.29548624647058824,0.29671572294117654,0.29767117,0.298409725882353,0.2989771376470588,0.29938733,0.2997427611764706,0.30009238470588234,0.30074987294117644,0.30133418058823525,0.3019958476470588,0.3037840358823529,0.3057412317647059,0.30712362764705886,0.3080044511764706,0.3087203205882353,0.30927087294117644,0.30977239647058824,0.31016556529411765,0.310599250625,0.311089422,0.3116565042857143,0.3122742353846154,0.31299754166666666,0.31376401818181815,0.31464601,0.31569109222222225
pNuLoCDScore	-0.019013951764705855,-0.030265677647058786,-0.03775593764705881,-0.04122475588235294,-0.040324472352941176,-0.03903455352941179,-0.037410572941176445,-0.02947520705882356,-0.021109077647058827,-0.0056706495294117365,0.00580915748663105,0.013727657500000018,0.017405428597285083,0.021207185420168057,0.023142665176470567,0.022304418639705864,0.027696894705882297,0.044360514705882315,0.05592590176470591,0.06449011647058825,0.06747550529411772,0.06910599117647068,0.06984424470588235,0.06492870647058835,0.05851504294117654,0.05353311588235293,0.0519945282352941,0.05055703647058821,0.05172883764705885,0.05442109235294121,0.05534904352941175,0.05864115470588235,0.05406163058823532,0.04329986999999996,0.03487160529411759,0.026346884117647018,0.018874257647058745,0.01283809882352932,0.008621669411764732,0.00463766117647052,0.002214808235294019,-0.0004533788235294156,-0.003532499999999994,-0.007801588235294088,-0.011597038235294177,-0.015725105882352985,-0.01951509411764707,-0.02247098470588238,-0.03296678058823532,-0.03557067941176467,-0.033416854117647055,-0.03157568294117641,-0.028502750588235315,-0.0245391647058823,-0.021639627058823552,-0.019525190588235375,-0.018188499411764703,-0.017005385882353008,-0.016133337058823582,-0.013598025882352982,-0.010422581176470547,-0.00874774647058818,-0.006440793529411737,-0.004022782941176417,0.006455763529411795,0.024854418823529456,0.037944718823529455,0.04554743764705882,0.05110573000000007,0.0542944929411765,0.056174228823529404,0.05683806352941184,0.0576953482352941,0.05815050588235293,0.05828072529411765,0.057730100000000006,0.05523408882352937,0.05369204176470582,0.05237050176470587,0.049367382352941136,0.05089922058823537,0.04359230470588238,0.035905417647058846,0.03262950000000009,0.02994864470588232,0.028236517647058812,0.02655455941176471,0.026221968823529396,0.026665985294117678,0.027563853529411764,0.02890218058823535,0.029668460000000008,0.03125173588235297,0.03383407764705881,0.035090155882352925,0.037326197647058856,0.03475739235294112,0.027763643529411686,0.021460913529411707,0.016257829411764624,0.01223540647058824,0.008321605294117629,0.005674539411764712,0.0038300052941177,0.0010712341176470908,-0.0021104305882351793,-0.00562834705882348,-0.008195499411764673,-0.010365835294117665,-0.01352621882352939,-0.01675171999999997,-0.019632922941176467,-0.025688986470588204,-0.025188961764705864,-0.024771647647058803,-0.025100578235294213,-0.026602013529411772,-0.027981089411764748,-0.029882980000000003,-0.03224437941176472,-0.03399068058823529,-0.03485284235294123,-0.03503607764705885,-0.03550414235294119,-0.03589902176470594,-0.035427433529411856,-0.034261502941176525,-0.03296751529411773,-0.028734827058823575,-0.02230659823529413,-0.017307546470588242,-0.012620441764705836,-0.007346649411764716,-0.0019140005882353206,0.0032886547058823545,0.006894211176470544,0.008774434117647001,0.009028371176470651,0.009124127647058722,0.009230338235294122,0.009091044117647107,0.00821451882352947,0.0067737817647058884,0.004681910000000067,-0.001691508823529364,-0.010284293529411737,-0.016761436470588198,-0.021247805882352866,-0.026686756470588158,-0.03230581529411758,-0.03867359235294121,-0.044308021764705885,-0.04661350352941179,-0.04688060705882352,-0.04685595529411751,-0.0475559894117647,-0.048982814117647044,-0.050079521176470465,-0.05048318411764702,-0.05014840470588239,-0.045046376470588345,-0.0363766411764706,-0.030106561176470648,-0.02701204294117654,-0.02428846411764718,-0.02101418117647058,-0.016094397647058833,-0.009957574705882322,-0.0049959305882351646,-0.001465205294117644,0.0013449699999999454,0.004879994117647002,0.008792204705882267,0.012909445882352877,0.016537945882352967,0.01931528235294122,0.022888201176470613,0.019963593529411683,0.01623960235294114,0.011628734705882382,0.011164183529411786,0.010577704705882318,0.010351760588235392,0.009186555882352898,0.007152867058823509,0.004639904117646976,0.0007174582352940662,-0.0021154129411763978,-0.004986071176470486,-0.008784341764705883,-0.01311543882352939,-0.016894392352941212,-0.02248430176470584,-0.027553577058823386,-0.02870142941176465,-0.025578004117647102,-0.02293381117647053,-0.023431598823529354,-0.02548507529411767,-0.028158885294117614,-0.031135731176470616,-0.03307924823529407,-0.032850412352941144,-0.033071318823529455,-0.034857244117647096,-0.03562768117647064,-0.03506174117647062,-0.034428029411764705,-0.03512829352941177,-0.034047441176470655,-0.03581243529411765,-0.039199074705882325,-0.04608238764705885,-0.052026503529411794,-0.05646060058823535,-0.06030619494117648,-0.0632422325882353,-0.06568847788235299,-0.06853023611764703,-0.07187922494117646,-0.07322045552941173,-0.07394917611764701,-0.07554932729411765,-0.07689741376470585,-0.07565752199999998,-0.07252567199999999,-0.06840309376470591,-0.06353076905882352,-0.05800839082352938,-0.04957098552941175,-0.040294394941176453,-0.03163360235294119,-0.023857568588235317,-0.016864862705882333,-0.01030141211764704,-0.004418170352941148,0.0011466231764705737,0.005840259058823488,0.010181077294117657,0.014214394941176461,0.023660929058823527,0.0326927537647059,0.038996822588235336,0.04382379317647059,0.04836350435294115,0.0516684784705882,0.053587112588235314,0.05632774964705886,0.059314518235294156,0.06226133411764709,0.06557086411764701,0.06903391411764703,0.07288285176470582,0.07667882588235289,0.08130628235294113,0.08593589235294113,0.08435438999999997,0.07445899470588235,0.06554898235294121,0.05974080470588233,0.055413113529411806,0.05176253470588241,0.0478609605882353,0.04361158117647057,0.03963709764705883,0.03588335529411765,0.03254252117647055,0.029204597058823528,0.02565069764705885,0.021952656470588305,0.017795621764705893,0.013432948235294118,0.004711334705882364,0.005483100588235368,0.008977480588235276,0.010081337058823553,0.010552702352941173,0.010735806470588222,0.011090867647058744,0.010945462941176431,0.010291788823529435,0.009601147058823534,0.008477627647058894,0.007384958823529408,0.006131381176470552,0.00475190529411762,0.0034388188235294215,0.0021033364705883018,0.005529449411764753,0.010552664117646993,0.011813216470588195,0.011987502941176453,0.011645522941176434,0.010386971176470583,0.008700310588235338,0.007600655294117686,0.0075600158823528885,0.007581209999999949,0.007454795294117633,0.00743541529411762,0.007861935294117717,0.00883259176470591,0.010027802352941262,0.011276050000000037,0.015155287058823519,0.014598847647058821,0.01633522000000004,0.019046645294117648,0.02119933000000007,0.02230413941176479,0.023412915882352947,0.024949212352941175,0.025426958823529466,0.02538781823529418,0.025435211176470574,0.025706684705882388,0.025733843529411715,0.02513775529411766,0.024173699411764615,0.023141618823529386,0.019513846470588236,0.012974305294117638,0.006382794705882322,-0.00032813117647051415,-0.006120084705882434,-0.009523524705882469,-0.011074160588235293,-0.0127441223529412,-0.014768929411764775,-0.01621308294117646,-0.017290214705882267,-0.018531001176470607,-0.02001163176470583,-0.0213352094117647,-0.022016675882352843,-0.022424282352941194,-0.02522199411764703,-0.024515072352941203,-0.02427069882352939,-0.023032299411764767,-0.020856034117647082,-0.01955556117647056,-0.01976203529411763,-0.020498824117646974,-0.020573271764705803,-0.020445881176470615,-0.0204827347058823,-0.02067891941176464,-0.020617925882352894,-0.020158867058823526,-0.019872009411764757,-0.0200800705882353,-0.017940358235294218,-0.014175591764705842,-0.010266232352941218,-0.006191107058823531,-0.0038792458823528886,-0.002345761764705856,-0.0010424294117646893,0.0005455488235294181,0.002296079411764629,0.003928739999999931,0.005421450588235122,0.0070640158823528365,0.008826726470588186,0.01042620764705876,0.0114289535294117,0.012666798235294152,0.014211718823529451,0.012753349999999886,0.011708771176470623,0.00848145999999994,0.005784819411764619,0.0033625988235292947,0.0012052541176470477,-0.0008422429411765742,-0.0029446664705882197,-0.004861894117646981,-0.006619739999999985,-0.008304384117647001,-0.010066458235294173,-0.011930858235294106,-0.013267480588235236,-0.014569527647058877,-0.0162756476470588,-0.01762710294117642,-0.018221434117647095,-0.017301434117647063,-0.015074233529411674,-0.012193557058823412,-0.008742957058823497,-0.005334208235294069,-0.0020977052941176244,0.0006428723529411928,0.0029494758823529477,0.004868417058823571,0.006584215294117679,0.008263224705882366,0.009866735882352873,0.0113615688235294,0.014890691176470572,0.01948277588235292,0.02367959235294126,0.0272728282352942,0.02877959823529408,0.02919522529411761,0.02886032999999999,0.02808760529411769,0.027502195294117626,0.02697348411764705,0.02674866588235303,0.02677340588235294,0.027053107058823578,0.027417444705882366,0.02762502764705893,0.027932582352941215,0.026064488823529353,0.02175427705882349,0.0167450770588235,0.011932014705882343,0.008401945294117696,0.00667514470588243,0.005984704705882304,0.005832964117646944,0.005922142941176489,0.006008205882352902,0.005994431764705821,0.005848280588235277,0.005397144117647079,0.004737864705882389,0.0038556729411764468,0.0029808488235293362,0.002014435882352894,0.0033780423529412573,0.004819519411764672,0.006794398235294152,0.009292653529411665,0.010764369411764618,0.01096483294117645,0.010824214705882351,0.010413491764705851,0.010054948823529364,0.009413101764705833,0.00869186529411764,0.00805203588235287,0.007558115882352889,0.0073566841176470055,0.007337218235294207,0.007629521176470699,0.007629828235294234,0.007624141764705938,0.00737132705882354,0.005353301764705942,0.0025498882352941177,0.00025491176470598953,-0.0014577164705881218,-0.0030838664705882257,-0.004766314705882235,-0.006239299411764598,-0.007235769999999975,-0.007920082352941171,-0.008378966470588223,-0.008679281176470599,-0.00906516529411766,-0.011981502941176503,-0.013732570588235404,-0.01448517588235304,-0.015185374705882437,-0.015012370000000053,-0.01350372117647064,-0.011919205294117718,-0.010762638823529458,-0.009886185882352905,-0.009053348823529483,-0.008129992352941207,-0.00739515882352948,-0.006845865294117626,-0.006344179411764683,-0.005980339999999973,-0.005872911176470652,-0.003480341176470614,-0.00016469294117654742,0.0009085376470588935,0.0009653723529411962,0.0007850200000000807,0.00041179470588242895,-0.00017774882352944443,-0.0007832399999999629,-0.0012368523529411868,-0.0013659511764705923,-0.0013459952941176634,-0.0013876782352941208,-0.0014392235294118372,-0.0016093900000000994,-0.0019253182352941822,-0.002158049999999967,-0.00219786235294106,-0.003423306470588139,-0.0023577417647058785,-0.0013021417647058886,0.0001162911764706065,0.0013617752941176287,0.0027863135294117214,0.004242702941176513,0.0056112899999999355,0.006629162352941198,0.007476161176470597,0.008313597058823563,0.009176675882352991,0.009939781764705946,0.010681389411764775,0.011545834117647091,0.012515408823529306,0.012470685882352894,0.010760805882352897,0.009415759999999995,0.008924009411764688,0.008438984705882335,0.00777435058823539,0.006961347058823453,0.006197507058823604,0.005648112352941159,0.005275474117647061,0.004869670588235286,0.004369683529411805,0.003891395294117639,0.0035656199999999916,0.0032386047058823864,0.0027967782352941173,0.0024061035294118405,0.0031431117647058304,0.004410122352941248,0.004691239411764692,0.004541500588235381,0.003756610000000049,0.003013417058823631,0.0023543488235294174,0.0016593241176470763,0.0007484552941176559,-0.00011649411764708129,-0.0009261299999999695,-0.001563795882352892,-0.002193998235294148,-0.002693096470588352,-0.0031783305882352453,-0.003810015882353024,-0.004707018823529363,-0.005822057058823549,-0.007024289999999989,-0.007906604705882392,-0.007715581176470698,-0.006651647647058889,-0.005630728235294091,-0.00464311529411765,-0.0036451976470587844,-0.0026140105882352382,-0.001601797058823573,-0.0006339023529411958,0.00015912882352947522,0.000769051176470692,0.001998727647058829,0.0038086770588236507,0.0056409588235294406,0.0066050676470588154,0.007605172352941114,0.009025711176470608,0.01002919352941184,0.010445998823529312,0.010865107058823542,0.011565184705882248,0.012327515882352924,0.013040734705882406,0.013860867058823612,0.014637626470588194,0.015393291176470536,0.016244372941176366,0.016508058823529403,0.01540621470588227,0.013933517058823564,0.013514693529411814,0.014028048823529482,0.014223773529411732,0.01400520941176464,0.01376147352941176,0.013350588823529352,0.012575407058823596,0.011594493529411665,0.010468768823529317,0.00918704411764687,0.007702538823529392,0.006299646470588227,0.004963287647058889,0.0034336570588234805,0.002558427647058825,0.0015682129411764278,0.00013262117647055982,-0.0018657300000000099,-0.004004782941176399,-0.005480510588235232,-0.007039687058823407,-0.00858477000000002,-0.010032869411764678,-0.011298931176470517,-0.012484228235294104,-0.013470419411764634,-0.014176347647058718,-0.01468943882352941,-0.015198718235294062,-0.015548638235294121,-0.015700161176470606,-0.01507865352941179,-0.013437482352941288,-0.011806871176470612,-0.010322668235294263,-0.008926513529411817,-0.007671993529411836,-0.006267956470588254,-0.004757232352941232,-0.0032932605882353694,-0.0017802523529411585,-0.0003191029411763746,0.0009925494117647427,0.0021004558823529695,0.0030759458823529373,0.0021381058823530252,0.0016008000000000688,0.0014294658823530426,0.0006461664705883496,-0.0004954476470588332,-0.001302788823529355,-0.0022458605882352822,-0.004111161764705884,-0.00626722117647055,-0.009049319999999972,-0.011575804705882264,-0.01387521294117644,-0.016255004705882425,-0.01848096411764716,-0.020606610588235263,-0.022559264117647138,-0.02257000882352944,-0.021209666470588306,-0.02076889705882362,-0.020775132941176555,-0.02076309176470592,-0.020639544705882362,-0.020581079411764736,-0.019664878823529464,-0.017373357058823646,-0.014332758235294063,-0.010858606470588283,-0.007841872941176498,-0.00502594294117642,-0.00223505764705878,0.0004855823529412162,0.0030307464705882636,0.005288814117647145,0.006558735882353006,0.007632424117647085,0.008018469411764706,0.007989794705882403,0.00805990470588236,0.008388656470588285,0.009098472352941367,0.00899064764705898,0.008732030588235296,0.00785125529411762,0.007185423529411705,0.006398775294117642,0.005640079411764698,0.00482995823529403,0.00400937588235295,0.0035415699999999384,0.0023817099999999813,0.0010293741176470306,0.0013274658823529961,0.003074493529411859,0.004981952352941188,0.006375164117647103,0.007279319411764573,0.007657272352941169,0.0077975205882352405,0.007750611176470634,0.007666468235294155,0.007894244705882292,0.008374302352941121,0.008854957058823498,0.00946575470588229,0.011097262352941117,0.012656624705882358,0.014512545882353012,0.015222724705882318,0.014811437058823429,0.013784626470588202,0.0130566735294117,0.012494395294117666,0.012189524742647007,0.012112284352941205,0.01226917428571428,0.012531474208144822,0.012905156960784314,0.013014145240641706,0.01331182941176473,0.013695244575163468,0.011907056339869326,0.009949860457516335,0.008567464575163386,0.007686641045751674,0.006970771633986961,0.0064202192810458025,0.005918695751634007,0.005525526928104596
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
