UniprotID	Q9UI36-2
pNuLoCScore	0.2617586411111111,0.264168935,0.2695460772727273,0.2774536625,0.28530250384615385,0.293937585,0.3043914893333333,0.31719229624999995,0.3285242258823529,0.33304586705882355,0.34245706000000004,0.3525801864705883,0.3709146652941177,0.39076940235294116,0.41107956529411765,0.42876959117647057,0.4489133105882353,0.46777539647058825,0.4812615564705882,0.4928372429411765,0.501929545882353,0.5100259576470588,0.5163640317647059,0.520317448235294,0.5197076341176471,0.5202931282352941,0.5201471635294118,0.5173198870588236,0.5162327105882352,0.5150547194117646,0.5144230564705882,0.5139170741176471,0.5140109064705882,0.5143872476470588,0.5150373752941177,0.5151105552941176,0.5144183417647059,0.5141756247058823,0.5149074423529412,0.5159909070588236,0.5168962464705883,0.5189530747058825,0.5198706982352941,0.5208355017647059,0.5226702988235294,0.5245771247058825,0.5258486882352941,0.5269853294117646,0.5279322388235294,0.5291278858823529,0.5303988035294117,0.5310371641176471,0.5323291194117648,0.5342058523529412,0.5355870570588235,0.5358860394117647,0.5319171417647058,0.5277292341176472,0.5235775917647059,0.5195002105882354,0.5160601623529412,0.5127272605882354,0.5099619170588235,0.5081557529411764,0.506491605882353,0.5049306229411765,0.5032205135294118,0.5013867688235294,0.5001845376470588,0.49994548470588235,0.5005866588235295,0.502457805882353,0.5055137970588236,0.5134669417647059,0.522383108235294,0.5319088105882352,0.5419784094117647,0.5519061188235294,0.5622879088235293,0.5727923323529411,0.5830683594117647,0.5936898005882352,0.6044726564705882,0.6155154423529412,0.6266354599999999,0.637799052352941,0.6482865994117645,0.6580628447058823,0.6721198152941176,0.6853055829411765,0.6977697123529412,0.7095090064705883,0.72065504,0.7311584258823529,0.7410043494117647,0.7497385523529413,0.7573398847058824,0.7638599552941178,0.7701587552941177,0.7760299964705882,0.7814448629411764,0.7864144217647058,0.7909282899999999,0.7952423782352941,0.7993985882352942,0.7981993094117648,0.7970301976470588,0.7958643211764705,0.7946970235294119,0.7935254764705884,0.7923689258823527,0.7912668352941177,0.7907522088235294,0.790827955882353,0.7917074294117646,0.7922470735294117,0.7926459029411764,0.7932385188235292,0.7940421282352941,0.7949674752941176,0.7958753458823529,0.7974258076470587,0.79918781,0.8008391688235295,0.8025495217647058,0.80404119,0.8054596588235293,0.8067527999999999,0.8080748199999999,0.8093290352941176,0.8106670911764704,0.8120203117647059,0.8134554264705881,0.8150744147058822,0.816593944117647,0.8180642264705883,0.819499938235294,0.8208718711764706,0.8214926035294118,0.8218712894117646,0.8222487270588235,0.822505691764706,0.8229190388235295,0.8233435270588236,0.8238226388235296,0.8242101005882354,0.82460563,0.824968924117647,0.825266535882353,0.8255315629411765,0.8257769747058824,0.8260100829411766,0.8265801888235293,0.8271405799999999,0.8276928411764706,0.8274984923529413,0.8272233217647059,0.8268067664705883,0.82626299,0.8258845664705882,0.8255568664705881,0.8251046211764705,0.8247702123529411,0.8245248235294118,0.824146861764706,0.8238897647058825,0.8236872141176471,0.8235774905882355,0.8235662847058824,0.8232569182352941,0.822983291764706,0.8227827194117648,0.8233726329411766,0.8240528347058823,0.8249090264705883,0.8259152676470589,0.8267756794117647,0.8275618,0.8285066747058824,0.829221015882353,0.82977316,0.830297684117647,0.8307089223529411,0.8311165517647059,0.8320016988235295,0.8327382552941177,0.8334795394117647,0.8341888129411764,0.8344421441176472,0.8343858970588236,0.8339204617647057,0.8334540876470589,0.8330149405882353,0.8325584264705882,0.8320209764705881,0.831546484117647,0.8312597076470588,0.830862584117647,0.8307775847058823,0.8306672317647058,0.830358164117647,0.8293077311764705,0.8282210547058824,0.8269957135294117,0.8258547399999998,0.8251117694117646,0.8246786735294117,0.824732615882353,0.8247801552941176,0.8247884876470589,0.8247889605882354,0.8248880958823531,0.8249417964705883,0.8249300117647058,0.8251278176470587,0.8251276105882352,0.8245323311764706,0.8242354123529412,0.8248250688235296,0.825775521764706,0.8268397947058824,0.8275274417647058,0.8282758123529412,0.8288995964705884,0.8291873329411766,0.8293798523529413,0.8297539435294118,0.8300784176470588,0.8304260823529412,0.8306747388235295,0.8307970688235293,0.8310423958823528,0.8313869223529411,0.8323901352941175,0.8331401864705881,0.8330292335294116,0.8326862070588233,0.8324117694117645,0.832476228235294,0.8324996964705881,0.8326217064705882,0.832980714117647,0.8333411670588236,0.8335436435294117,0.8338119658823528,0.834001948235294,0.8342001247058823,0.8345118676470586,0.8337828876470587,0.8337028052941174,0.8340326994117646,0.8346058229411765,0.8353955482352942,0.8360972805882353,0.8366671470588236,0.8369174970588236,0.8369680735294118,0.8367295811764706,0.8364242488235294,0.8362343841176471,0.8360634158823529,0.835812981764706,0.8357314229411766,0.8357278229411766,0.8357937111764707,0.8367687170588236,0.8370255258823531,0.8367027317647059,0.8362921111764705,0.8358690035294118,0.8353854329411766,0.8348378017647058,0.8345571870588235,0.8344624405882353,0.8346734170588235,0.83497762,0.8352366847058823,0.835473405882353,0.8357995523529411,0.8360174523529413,0.8372164758823529,0.8392171288235294,0.8402255247058824,0.8425636217647059,0.8449303764705881,0.8470006441176469,0.8488509464705882,0.8505979323529411,0.8522912247058824,0.8539351717647059,0.8554921029411764,0.8569362776470588,0.8583061070588237,0.859617645882353,0.8608436164705883,0.8619345429411766,0.8628234076470589,0.8626972370588236,0.8616843311764706,0.8616271317647058,0.8602166082352941,0.8588893964705883,0.8577912847058823,0.8568128705882352,0.8559475258823529,0.8551990664705882,0.8544343252941176,0.8537505370588236,0.8530956535294117,0.8524029976470588,0.8517694388235295,0.8512694917647059,0.8506099305882353,0.8503303894117648,0.8499193717647058,0.8494447011764706,0.8488101047058824,0.8480119717647059,0.8471044952941176,0.8461862394117647,0.8454279688235294,0.8448003117647058,0.8442366494117648,0.8437665411764705,0.8433031552941176,0.8429737111764706,0.8427965023529412,0.8426782282352941,0.842465095882353,0.842514595882353,0.8423997194117648,0.8424718288235294,0.8426613229411766,0.8430681170588236,0.8436615911764707,0.84436355,0.845056,0.8456007176470588,0.8460756476470588,0.8464711829411764,0.8467821264705883,0.8471425476470588,0.8474419241176472,0.8477476688235293,0.8501525770588234,0.8527201699999999,0.8548259429411764,0.8569502605882353,0.8589301923529412,0.8609497217647059,0.8629797394117648,0.8649849435294117,0.8670444570588236,0.8691584041176471,0.8712570688235293,0.8733922052941177,0.8756213211764705,0.8779541764705882,0.8802245705882353,0.8824698029411764,0.8846572617647057,0.8846955182352941,0.8846013517647058,0.8849897105882354,0.88534683,0.8857833264705882,0.8861249676470588,0.8864117482352942,0.8867206970588235,0.8869638423529411,0.8871490970588234,0.8873481205882352,0.8874933558823529,0.8875057047058823,0.8874637294117645,0.8874104235294117,0.8876377617647059,0.8876354547058823,0.8875772135294118,0.8872759347058824,0.8866493605882353,0.8860130529411765,0.8853371270588235,0.8846764211764706,0.8839524817647059,0.8832138935294118,0.8826637994117649,0.8821558447058824,0.8816697152941176,0.8812017823529411,0.8807967999999998,0.8803539788235293,0.8799131788235294,0.879212502352941,0.8787849264705881,0.878433244117647,0.8783365229411765,0.8785842188235296,0.878857977647059,0.87916784,0.8795003341176472,0.8798929458823529,0.8802852694117647,0.8805007252941177,0.8807125194117648,0.8809367752941177,0.8811921194117648,0.8814586076470589,0.8812101758823531,0.8809575994117649,0.8809224188235294,0.8809784194117648,0.8810730547058823,0.8811984876470589,0.8813241247058823,0.8816206035294119,0.8819827088235295,0.8823023382352942,0.882613459411765,0.8829310005882354,0.8832099682352943,0.8834758711764708,0.88370698,0.883885118235294,0.8840237358823528,0.8847426594117644,0.8854394499999998,0.8858713870588234,0.8861583599999999,0.8863753247058822,0.8865398976470589,0.8866695917647059,0.8866132541176471,0.88648861,0.8863628888235295,0.8862409029411765,0.8861388005882354,0.8860656417647059,0.8860010447058824,0.8859592976470588,0.8860454917647058,0.8860760682352942,0.8858659017647058,0.8857065641176469,0.88562969,0.8855979370588235,0.8855591694117647,0.8855327811764707,0.8855444752941176,0.8855416341176471,0.885530745882353,0.8855120405882353,0.8855111582352941,0.8855065605882354,0.8855121370588236,0.8854957100000002,0.8854800982352942,0.8853828658823532,0.885386371764706,0.8856007052941178,0.8857635029411766,0.8858506294117648,0.8858856035294119,0.8859211005882354,0.8859300182352944,0.8858958923529413,0.8858606747058825,0.8858381070588237,0.8858250452941178,0.8857750688235295,0.8857225217647059,0.8856627776470587,0.884789734117647,0.8842778576470587,0.8839127311764704,0.8836714582352939,0.8834573641176471,0.8833153158823529,0.8831447011764706,0.8829902582352942,0.8828526370588237,0.8827328488235294,0.8826188452941177,0.8824712470588234,0.8821819147058824,0.8818690405882351,0.8816172523529411,0.8814468441176468,0.8813507470588234,0.8821326705882352,0.8825844764705882,0.8829182441176472,0.883141475882353,0.8833916170588237,0.8835832182352943,0.8838544005882354,0.8841455576470588,0.8844500552941177,0.8847515729411765,0.885048214117647,0.8853653917647059,0.8858420094117647,0.8863863658823528,0.8869198582352942,0.8878297235294116,0.8887767352941176,0.8897272705882352,0.8906423217647058,0.8913550035294117,0.8920091417647058,0.8925963711764705,0.8932182911764706,0.8937489399999999,0.8942817576470589,0.8947159617647058,0.8951614894117648,0.8956411305882354,0.896134704117647,0.8966197629411765,0.897058727647059,0.8974766000000001,0.8974334741176471,0.8972967000000001,0.8971105470588236,0.8969184194117648,0.8969010958823531,0.8969473694117648,0.8970288517647059,0.8970769223529411,0.8971849205882352,0.8972332458823529,0.8972941594117646,0.8973167847058823,0.8972948964705882,0.8972644229411764,0.8972028464705881,0.8971365229411763,0.8971214523529412,0.89714913,0.8972169335294117,0.897220254117647,0.8972180188235294,0.89741344,0.8977288017647059,0.8980617723529413,0.898452378235294,0.8988902988235293,0.89937605,0.8999195764705881,0.9004546999999999,0.9009379588235291,0.9014693323529411,0.9020402582352941,0.9026562852941176,0.9032132482352941,0.9037415864705883,0.9042223488235296,0.9047379988235296,0.9052804947058826,0.9056206064705885,0.9058027564705883,0.905919103529412,0.9059721423529412,0.9059673529411765,0.9059226117647059,0.9058710364705883,0.9058230070588235,0.9058304858823528,0.904986454117647,0.90425472,0.9035189870588235,0.9026554123529412,0.9018440152941176,0.9012574823529412,0.9008443764705882,0.9004705711764707,0.9001412735294118,0.8998629029411764,0.8996552658823529,0.8994997976470588,0.8993162752941177,0.8991762970588235,0.8990503905882354,0.8989557052941177,0.898857711764706,0.8995832611764707,0.9001536811764705,0.9007039811764705,0.9014066194117646,0.9020475023529411,0.9024457317647058,0.9026392494117647,0.9028050882352942,0.9029411835294117,0.903039554117647,0.9031048382352942,0.9031527500000001,0.9032280794117648,0.9032929852941177,0.9033398464705881,0.9035036964705881,0.90386097,0.9041448523529414,0.9043712447058825,0.9046143958823529,0.9047378547058824,0.9048802711764706,0.9050080005882353,0.9051465770588235,0.9052599770588236,0.9053908500000001,0.9055395911764705,0.9056342382352942,0.9056694088235294,0.9056888611764706,0.9056747923529411,0.9056309011764705,0.9054395099999999,0.9050610417647058,0.9047190105882352,0.9044938558823529,0.9042286870588234,0.9041621999999999,0.9041125976470589,0.904351191764706,0.9046034682352943,0.9048453329411764,0.9050648505882352,0.9052818682352941,0.9056639741176469,0.9061987064705881,0.9067553276470588,0.908230780588235,0.9098427741176468,0.911313018235294,0.9125721688235293,0.9137925911764705,0.91490258,0.9159999664705882,0.9169639035294117,0.9178494470588235,0.9184629911764705,0.9191880558823529,0.9199203970588234,0.9206402558823529,0.9213304064705882,0.9219010652941176,0.9223516235294117,0.9227837805882352,0.9222961158823528,0.9216780823529411,0.9212182317647057,0.9209627611764706,0.9207530264705881,0.920607782352941,0.9204894388235294,0.9204073564705881,0.9203759517647058,0.9203514723529411,0.9202463547058821,0.9201402470588235,0.920033994117647,0.9199536052941175,0.9198798494117646,0.9200287117647057,0.9200133723529411,0.9199419252941176,0.91991193,0.9198372158823529,0.9197163452941176,0.9196259847058821,0.9195283994117647,0.9194633094117646,0.919378774117647,0.9192994529411763,0.9192398529411765,0.9191907788235295,0.9191404511764707,0.9190964664705883,0.9190593364705881,0.9190150717647059,0.9187602188235294,0.91866986,0.9186461717647058,0.9185787158823528,0.9185531435294116,0.918589814117647,0.9186187770588236,0.9186585623529411,0.918660184117647,0.9186481452941176,0.918611904117647,0.918548998235294,0.9184734017647058,0.9183940899999998,0.918301992352941,0.9177268458823529,0.9167536311764704,0.9166087643749998,0.9164559286666665,0.9162863735714284,0.9161241099999999,0.9159326799999999,0.9156931236363637,0.915397936,0.9150395511111111
pNuLoCDScore	0.06676558477124184,0.07128722594771247,0.08069841888888896,0.09082154535947723,0.10915602418300663,0.12901076124183009,0.14932092418300658,0.1670109500653595,0.18715466947712422,0.20360646147058825,0.21171547919786093,0.2153835804411765,0.2166270420361991,0.21608837264705882,0.2119725424313726,0.20312515198529407,0.19118340823529417,0.1872472611764705,0.17769010352941178,0.16473970058823528,0.14531804529411746,0.12428531705882345,0.10334349117647051,0.08514748294117652,0.06509759588235292,0.04661185117647054,0.033775818823529535,0.022273312352941166,0.012488795882352965,0.00414966705882347,-0.0014565894117647415,-0.004326541176470466,-0.002811387647058794,-0.0013400535294115778,-0.0002764652941177337,0.003515614705882353,0.006437588235294278,0.009522405294117853,0.011425631764705901,0.013068255294117481,0.01392133235294113,0.014740638235294146,0.015361428235293961,0.015926608823529476,0.01791077764705884,0.020030227647058862,0.02067961470588231,0.01989513235294116,0.015020895294117542,0.008776159411764684,0.003706893529411781,-0.0013352911764705766,-0.006610136470588279,-0.011849864117647102,-0.015886771176470527,-0.01882957647058814,-0.021440632941176374,-0.024197262941176412,-0.02717828999999994,-0.029650395294117726,-0.032144581764705915,-0.03426036764705881,-0.035000398235293995,-0.03342823352941171,-0.026403344705882237,-0.014262292352941297,-0.0011944835294118716,0.01240859999999988,0.025918247058823507,0.03917885823529399,0.05232599176470576,0.0646365794117647,0.07657675352941173,0.08875917764705865,0.10125214294117646,0.1141286735294118,0.1264509223529411,0.13785356764705864,0.147699940588235,0.15560503882352927,0.16660601823529397,0.17183864117647063,0.17538660411764717,0.1776001958823531,0.17867663058823535,0.17925230705882356,0.17871644058823544,0.17694622000000015,0.1742715252941177,0.1701701547058826,0.16568609882352947,0.16051455411764703,0.1548094029411765,0.14861536941176479,0.1426416905882354,0.1371795335294118,0.12727877294117662,0.11289372647058826,0.09926048529411768,0.0863553147058822,0.07404198352941183,0.06236705058823544,0.05136457647058801,0.041528282941176387,0.03341232411764694,-0.02185231335294119,-0.03151912394117645,-0.03989680864705883,-0.047359332764705886,-0.04775421864705881,-0.04434490688235296,-0.0389578715882353,-0.03339160805882352,-0.027861550058823542,-0.014539888958823494,-0.0030012649679144465,0.006863167720588231,0.01581973305429865,0.022749451491596656,0.028243560921568683,0.03201806887867653,0.03895839735294121,0.055056034999999975,0.07001790617647063,0.08410746323529414,0.09135294205882352,0.09589912852941179,0.09744303147058822,0.0980325544117647,0.09825291347058829,0.09854029464705885,0.09834057376470595,0.09803121764705885,0.09739532705882356,0.09706456647058823,0.09757115941176467,0.09846837588235291,0.09508169705882355,0.08844811411764714,0.08248199470588241,0.07702249294117652,0.0710293635294118,0.06391634588235295,0.05781189647058829,0.05250645470588239,0.04763625764705881,0.0426045752941176,0.03793463176470585,0.03335285176470587,0.02882243470588236,0.024689244117647058,0.019931959411764733,0.015500197647058844,0.011366329999999925,0.010901039999999917,0.010738650588235144,0.010698514705882234,0.010279593529411657,0.010372804117647016,0.010666498235294086,0.011248309411764634,0.012076902352941121,0.012986888235294092,0.013888590588235272,0.015235198235294123,0.017048144117647046,0.019080378235294126,0.02144649999999998,0.023885998823529375,0.026038654117647053,0.02926605176470587,0.032864518823529476,0.03427191764705889,0.035384935294117736,0.03610348823529419,0.036163740588235294,0.03589310411764712,0.03497949235294123,0.03360672000000009,0.0320134211764706,0.030158772941176526,0.027450032352941245,0.024405453529411814,0.020852671176470605,0.01711075823529412,0.013747204705882365,0.010294051176470531,0.0046740429411763484,0.0012168123529410768,-0.0005748194117647931,-0.003123935882353046,-0.003992916470588248,-0.004891969411764785,-0.006180821176470563,-0.007764855294117745,-0.009445675882352955,-0.011234334705882365,-0.012224351764705932,-0.012609848235294208,-0.01238343176470591,-0.011552452941176461,-0.010988600000000015,-0.010275278823529355,-0.008453905882352841,-0.0064963270588234145,-0.005792418823529377,-0.004696038823529314,-0.0037745541176471,-0.0035814999999999597,-0.002700428823529444,-0.0006714199999999781,0.00242273470588239,0.006065488823529308,0.009556071764705909,0.012179368235294141,0.014426201176470588,0.015840663529411825,0.014355746470588293,0.013997949999999981,0.01493749588235288,0.014941131176470446,0.015793359411764685,0.01663690176470578,0.016046169411764788,0.016693750000000007,0.017737707058823604,0.01846605352941183,0.0180853405882353,0.0167395788235295,0.01525898882352933,0.014547717647058866,0.014153537647058845,0.014014075882352872,0.016814338235294102,0.02125857117647062,0.022819730000000038,0.02280467352941179,0.02262817470588241,0.022242627058823627,0.02224202411764703,0.02211792176470584,0.02098124294117637,0.019464758823529327,0.01817562588235283,0.01785321705882348,0.017928918823529427,0.017564754117646963,0.016641214705882312,0.015415119411764655,0.011597425882352852,0.004256136470588201,-0.0014493629411764242,-0.0044231017647057835,-0.007012904117647045,-0.009193344117647106,-0.01060104294117653,-0.011997829999999987,-0.012394357647058873,-0.012387465294117661,-0.012347285882352843,-0.01309387588235289,-0.014148741176470525,-0.014861285294117565,-0.015560101764705847,-0.016205947058823444,-0.014174721764705744,-0.008636024705882317,-0.0024897323529411985,0.002262171764705778,0.005722767058823464,0.008742363529411767,0.011118637058823544,0.012571554705882337,0.013533776470588232,0.014199077058823562,0.014556267647058752,0.01603509117647056,0.017662882941176405,0.018870387647058784,0.02016455705882353,0.02194319764705882,0.023587297647058802,0.02335659764705883,0.022096597647058847,0.021101670000000128,0.02083893647058832,0.021051565882352907,0.021019782352941163,0.021225223529411807,0.020990077647058847,0.020795345882352934,0.020769615882352988,0.020346600588235286,0.0189158511764706,0.017822381176470614,0.01701989411764715,0.015940159411764743,0.014677579411764785,0.012953352941176555,0.010422338235294204,0.007939384117647108,0.005476492352941231,0.002870098235294216,0.00043610000000005034,-0.0014105805882352884,-0.0024048935294117,-0.002741251176470505,-0.002965152352941147,-0.0035713382352940415,-0.003608433529411703,-0.003813226470588238,-0.004229557058823552,-0.004669027647058788,-0.0032730417647059973,-0.00230835529411777,-0.00070952000000013,0.0010063641176469296,0.0026441835294115923,0.004763108235293967,0.007135269999999916,0.00937217117647049,0.01104147647058823,0.01200838470588228,0.013012712352941158,0.01427522647058821,0.015758246470588155,0.017462600588235344,0.0192871276470587,0.021181615882352844,0.02127618647058821,0.019892755882352953,0.01898634235294111,0.018058066470588163,0.017156352352941218,0.01618019235294127,0.014726016470588299,0.013191354705882452,0.012017041176470622,0.011235743529411757,0.010559026470588317,0.009873292941176448,0.009002957647058829,0.008084651764705797,0.007217636470588262,0.006470425882352859,0.010026396470588173,0.015347570588235326,0.019792645294117728,0.02432215941176491,0.02936339588235304,0.034574726470588235,0.03980249294117644,0.04491499941176469,0.049854850000000006,0.05435134764705879,0.05863537529411755,0.06283243,0.06697238588235288,0.07095692882352939,0.07464784999999996,0.07806960470588231,0.07717708117647065,0.07206744588235287,0.06746718176470595,0.06327819176470584,0.05850655764705881,0.05274348294117642,0.04691611000000001,0.041170301176470636,0.03560180941176461,0.03010684411764708,0.0246860894117647,0.019022285294117647,0.013292768235294128,0.007605375882352994,0.002102432941176513,-0.0032138688235292534,-0.010383785294117542,-0.01299648588235286,-0.013824927058823544,-0.015061818823529471,-0.01613079529411765,-0.016637068823529277,-0.01672261764705879,-0.01703880000000002,-0.01738970352941177,-0.017594487647058843,-0.017463950588235244,-0.016987002941176554,-0.016066361764705883,-0.014818353529411743,-0.013417315294117604,-0.012005822352941176,-0.008518508823529447,-0.0034029988235294018,-0.00045133705882349773,0.0006630435294117665,0.0018123088235293405,0.003110247058823401,0.004431090000000026,0.0060824558823529,0.007896268823529506,0.009537455294117536,0.010801472941176282,0.011668691764705919,0.012147495882352977,0.012214109999999945,0.012057814117647059,0.011895225882352867,0.013649172352941052,0.012467995882352811,0.0113987258823528,0.011952295882353026,0.012179248235294149,0.012242660588235421,0.011947898823529424,0.011306467058823544,0.01031738117647063,0.009601746470588424,0.00898659352941178,0.008524519411764686,0.00824048705882352,0.008120334117647121,0.008174445882353054,0.008200990000000075,0.006118378823529502,0.0029894411764708195,0.0009605088235296044,-0.0006869941176470551,-0.0018215882352941026,-0.002644838823529394,-0.0032770323529411893,-0.0035395582352941712,-0.0033766394117648035,-0.0032129735294118555,-0.0032342223529411296,-0.0031268752941177036,-0.00297966999999999,-0.0029098264705882393,-0.002968951764706129,-0.003110110588235404,-0.0022194682352941753,0.00020639411764700188,0.0015743235294117808,0.0024843070588236316,0.0032494905882354264,0.0037131088235292653,0.004151046470588282,0.004350657058823537,0.0043074805882352685,0.004056273529411736,0.004011834705882289,0.00394823823529411,0.0037464588235294194,0.0035249447058822714,0.003359962352941337,0.0032968647058824185,0.002279807647058929,0.0007663229411764005,-0.0001023476470589646,-0.000546717058823698,-0.0008815770588237459,-0.0013340747058823155,-0.0017932570588236052,-0.0021452029411763718,-0.0024846029411765835,-0.0028312241176470243,-0.003187105294117587,-0.0035652852941175928,-0.003849041764705907,-0.003989512352941205,-0.004110868235294274,-0.004265945882352851,-0.0040606376470587735,-0.0028848894117647905,-0.0022108617647058626,-0.0021129829411764556,-0.0031502464705882582,-0.004089574705882337,-0.0046520305882353785,-0.004753318235294235,-0.004510315882352844,-0.003954132352941175,-0.0032566417647058588,-0.002470188235294102,-0.001679419999999987,-0.0007943588235292953,2.3737058823747326e-05,0.0010277641176469343,0.0017871223529410951,0.002289792941176594,0.002916428235294033,0.003949686470588132,0.006201699411764849,0.009508706470588213,0.012628705294117748,0.015068917647058977,0.01673646764705894,0.017838537058823545,0.018641631176470663,0.019239183529411896,0.019638391176470593,0.019818097058823536,0.01988701235294099,0.019862731176470638,0.018983423529411847,0.019312925882353005,0.018896708235294213,0.01874846411764708,0.018644973529411746,0.017616068235294047,0.016403465882352974,0.015235388235294023,0.014443804705882246,0.013862755294117624,0.013425999999999938,0.013038267058823494,0.012755641764705894,0.012574315882352916,0.012634580588235411,0.012661583529411713,0.013357739411764658,0.013741513529411553,0.013677654705882336,0.013664575882353036,0.012923022941176532,0.01176850529411777,0.010560698235294153,0.009382703529411951,0.008331054705882468,0.007304239999999962,0.00633664235294118,0.005394965882352887,0.004489965882353175,0.0035444164705882297,0.0026754364705880995,0.001793424705882396,0.002799459999999976,0.003490520588235513,0.005566473529411864,0.007314361176470552,0.009549481176470365,0.011906669411764659,0.013877662941176316,0.016206002352941007,0.01859267352941174,0.021102717647058844,0.02351752058823542,0.02594248882352934,0.028361380588235008,0.0306245799999999,0.03278687058823537,0.034723837647058886,0.034618395882352826,0.03216723529411747,0.02913753352941162,0.025769033529411733,0.02229398411764727,0.019160142941176406,0.0166361894117647,0.014336252941176353,0.011618575882352822,0.008666825882353013,0.005606132352941162,0.00247525000000004,-0.0006484241176470951,-0.0035636011764705877,-0.006327056470588288,-0.008950970588235463,-0.010990324705882237,-0.01092340352941168,-0.010224051764705866,-0.009047819411764801,-0.00818733411764716,-0.007295607647058722,-0.006572704705882115,-0.006182959999999849,-0.00558746411764699,-0.004737339411764796,-0.003803313529411878,-0.002748909411764644,-0.001455677647058784,-0.00024353882352945444,0.0006161564705883249,0.001193061764706016,0.0015034076470588076,0.0014482500000000398,0.0010939394117647216,0.00041889235294134686,3.4727058823680323e-05,-0.00016254941176463422,-0.0004017170588237473,-0.0007733029411766124,-0.0011055899999998786,-0.0014032223529409915,-0.0016375076470588334,-0.0017989335294117392,-0.0021147905882351603,-0.0025769223529410468,-0.0028324411764707458,-0.0027013264705882944,-0.0035487582352941027,-0.003640667058823599,-0.003245355882352974,-0.0025442035294117593,-0.002169479999999946,-0.002431179411764739,-0.002704626470588112,-0.003044084705882355,-0.0034730252941177486,-0.004082411176470679,-0.004704302941176519,-0.005536537058823621,-0.006172195882353071,-0.006769464117647117,-0.006849534705882232,-0.006865481176470456,-0.004640022352941253,-0.0020595358823528587,-0.0005984964705880724,0.00019372941176465375,0.0012526117647057022,0.0035460294117646285,0.00660814235294116,0.009742821764705978,0.013146315882352821,0.016903894705882383,0.020638915294117766,0.024306457058823505,0.027899100000000066,0.031339405882352955,0.034319482352941244,0.03666150294117643,0.036947167058823616,0.03547575764705879,0.03626470294117634,0.0375727858823528,0.03889694882352934,0.039073912941176236,0.03793173411764694,0.036277488823529436,0.034476860000000165,0.03215617999999998,0.029555015882352875,0.027224694705882513,0.024826280588235328,0.022521748235294292,0.02012620705882351,0.018189259999999985,0.01699534294117644,0.017331658235294034,0.0156296211764706,0.012617839411764864,0.009745156470588268,0.007130966470588529,0.0053074694117648535,0.004061542352941205,0.002867624117646961,0.0019172235294118156,0.00136019705882362,0.0008401441176469904,0.0001620500000001357,-0.0003637152941174948,-0.0008074458823528197,-0.001203034117646884,-0.0010339788235294023,-0.0020397647058822965,-0.002578253529411878,-0.001737962941176563,-0.0009125870588234664,-0.00020555882352946142,0.00029494470588231625,0.000790127058823531,0.0011707394117647096,0.0015082635294115798,0.0017253517647057848,0.0017835635294116692,0.001739857058823291,0.0017324276470584987,0.001711093529411678,0.0017030370588233534,0.0010930876470589546,0.00041880588235299054,0.00010625529411778523,-0.00044944529411738987,-0.0011688382352939009,-0.001861352352941048,-0.0025108582352940667,-0.0032202329411764596,-0.003983952352941134,-0.004386236874999838,-0.004815044549019487,-0.005192516764705779,-0.005416922488687748,-0.005516132499999937,-0.0057379116042781675,-0.006088674764705981,-0.006556881960784522,-0.005919961372549132,-0.005691561372549114,-0.005317524901961024,-0.004808101960784628,-0.004258023137255096,-0.003749790196078573,-0.0032117784313726583,-0.002559651372549099
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	345...350
validnes_region	
nesbase_region	
