UniprotID	Q6IA86-2
pNuLoCScore	0.2953917466666667,0.302010526,0.3092744090909091,0.3164698066666667,0.3184251653846154,0.3103218242857143,0.30254965266666667,0.301220836875,0.3003390288235294,0.29135416058823527,0.2883696652941176,0.28757605058823527,0.28823174588235295,0.2952793976470588,0.3072141305882353,0.3067383382352941,0.3067549558823529,0.30547758823529403,0.30312187411764707,0.3003909317647059,0.29675387411764703,0.29642497941176477,0.3040976094117648,0.3115221452941177,0.3099022817647059,0.3093099476470589,0.30666135882352946,0.3048976558823529,0.3055437911764706,0.3043914188235294,0.30404913529411765,0.30296965294117645,0.3052985164705882,0.3067128676470588,0.3072360035294117,0.3078213229411765,0.3083403617647059,0.3089665117647059,0.30908088470588235,0.3110982141176471,0.3133342529411765,0.3196241811764707,0.3249040935294118,0.3319490623529412,0.33737026235294115,0.3410917817647059,0.34653342117647057,0.350517054117647,0.35449221058823527,0.35842034882352936,0.36237467882352936,0.3670655029411764,0.3705950070588235,0.37254755176470583,0.3743703235294118,0.376364795882353,0.3786859782352941,0.37832203588235297,0.3719180017647059,0.3641900094117647,0.3567744547058823,0.35140207058823536,0.3486861629411765,0.34655431529411773,0.34606743882352947,0.34568946470588235,0.34601541529411767,0.34629919647058827,0.34740879647058825,0.3486970635294118,0.3509133235294118,0.3535266505882353,0.35638234764705884,0.3573892505882353,0.3621309664705882,0.3732737770588235,0.3856621129411764,0.39784157470588233,0.4077205552941176,0.41457768823529406,0.42068224705882346,0.42403378235294115,0.4283731811764705,0.43129139117647053,0.43499858941176467,0.43846693117647056,0.44170769058823534,0.4453667282352942,0.4544968676470589,0.4620990370588235,0.4665784870588235,0.4702957917647058,0.4732575470588235,0.4755922605882353,0.47753821,0.48017314941176475,0.4834301929411765,0.4867983282352942,0.49230009647058826,0.4960630952941177,0.5006819964705883,0.5047227170588235,0.507388907647059,0.5097869105882352,0.5117188376470588,0.5077362847058824,0.5050657223529411,0.5052042811764705,0.5052546723529412,0.5058762664705881,0.5069139347058824,0.5079715229411765,0.5083288970588234,0.5088111,0.5089372452941177,0.5086877064705881,0.5084760294117647,0.5078593735294118,0.5065597429411764,0.5055879564705883,0.49800721352941174,0.4889248982352941,0.4819871823529412,0.4768857970588235,0.4708619952941177,0.46297004823529414,0.4524781194117647,0.44608020588235286,0.44175659647058824,0.4379096717647059,0.4345309617647059,0.4314947235294118,0.4280157864705882,0.4238805917647059,0.42115923294117646,0.4188040535294118,0.4166071194117647,0.4219901564705882,0.42941187588235286,0.4349749547058823,0.4393976176470588,0.44501701941176464,0.45283970176470584,0.4626482752941176,0.46831566176470585,0.4715098664705883,0.4732436029411765,0.47581545705882355,0.47833148941176473,0.4817397652941176,0.48475279588235304,0.4869630782352941,0.4898480852941178,0.49629088235294117,0.5013993235294117,0.5046657176470588,0.5055254488235295,0.5068100394117647,0.50969811,0.5133986452941177,0.5180579847058825,0.5232005611764707,0.5287240094117648,0.5356412388235294,0.5405370035294118,0.5448474188235295,0.5487840952941176,0.5541730164705881,0.5591002047058824,0.563164345882353,0.5634167694117648,0.5649019517647059,0.5678736294117648,0.5736823470588236,0.5785607552941177,0.5810371317647058,0.5832684023529411,0.5850952570588236,0.5866676123529411,0.5885654105882352,0.589935934117647,0.591986177647059,0.5940931447058826,0.5960444705882353,0.5995461235294117,0.6035112976470589,0.6085973505882353,0.6140885682352941,0.618575074117647,0.6224279064705882,0.6252950123529412,0.6281924123529413,0.630977135882353,0.6335931123529412,0.6362023535294118,0.638896698235294,0.6409039970588235,0.6427902264705881,0.6441734682352941,0.6457431370588235,0.6471596958823529,0.6459574876470588,0.6440982664705883,0.640978995882353,0.6377339723529412,0.6349761782352942,0.6325737488235295,0.6308813547058824,0.6291588294117647,0.6282447470588235,0.6271021,0.6258565494117647,0.6244032317647058,0.6235492899999999,0.6229925764705881,0.623062944117647,0.6287682458823528,0.6337200458823529,0.6377811382352943,0.64158034,0.6451670552941177,0.6483525876470588,0.6517423170588235,0.6552386682352941,0.65844808,0.6615639876470588,0.6643588794117646,0.6665941417647058,0.6688728452941176,0.671163004117647,0.6733792958823529,0.6755270476470587,0.6774296811764706,0.6733180252941177,0.6697651347058823,0.6676221411764706,0.6658301764705882,0.6646282494117647,0.6639381582352941,0.6629608994117647,0.6617506129411764,0.6606077305882353,0.6595109482352942,0.6584824000000001,0.6579088788235294,0.657004031764706,0.6558000023529412,0.6545160529411764,0.6533801529411765,0.6525674647058823,0.6499135464705883,0.647018984117647,0.6432854017647058,0.6390053647058823,0.6346748588235294,0.6302542882352941,0.6251745352941176,0.6205328294117647,0.6162141000000001,0.6121373941176471,0.6082253764705883,0.6039884100000001,0.599842615882353,0.5962716541176469,0.5928502270588235,0.5893781617647058,0.5856891317647058,0.5842130088235294,0.5836091464705883,0.5841016417647059,0.5854167064705882,0.5868741629411766,0.5884359570588236,0.5905213452941176,0.5924054747058825,0.5938646005882353,0.5951893652941177,0.59640101,0.5981934864705882,0.5999422570588235,0.6023252129411765,0.6037172364705883,0.6045678017647059,0.6044564605882353,0.6030781488235294,0.60019246,0.5966781682352941,0.5937693917647059,0.5913789235294118,0.5895843176470589,0.5883562435294118,0.5873165435294118,0.5865338941176471,0.5851129117647059,0.5836623411764705,0.5822020164705882,0.5808566988235293,0.5784856988235294,0.5770597341176471,0.5759316135294119,0.5756594552941178,0.5765187935294118,0.57848148,0.5808251194117646,0.5822613517647058,0.5830415164705881,0.5832922694117646,0.5830320376470588,0.5825702729411764,0.5819066123529412,0.5818786982352941,0.5819120894117648,0.5826084335294117,0.5836489688235293,0.5848938335294117,0.585799615882353,0.5865778629411764,0.5862641000000001,0.5862664235294117,0.5865356882352942,0.5870663547058823,0.58778323,0.5887384852941178,0.5896230911764707,0.5901243711764707,0.5901640629411765,0.5898536558823532,0.5890257111764706,0.5875319258823529,0.5848362529411764,0.5821364499999999,0.5793976676470588,0.5769294823529413,0.5747049176470588,0.5736339411764705,0.5721761135294117,0.5704659447058823,0.568546074117647,0.5665619194117647,0.5643358088235294,0.5620904617647058,0.5604460876470588,0.5593883994117647,0.5586855670588236,0.5604437964705883,0.562950214117647,0.5660781105882352,0.56862541,0.5708631041176471,0.5713924952941176,0.5714272894117647,0.5718356658823529,0.5721723447058823,0.5724724405882352,0.5729004111764705,0.5734613405882354,0.5742540223529412,0.5750590429411765,0.5758184252941176,0.5762678923529412,0.5764750770588236,0.5748329864705882,0.57312531,0.5710815305882352,0.5689154905882351,0.5668617729411763,0.5663571176470588,0.5663616323529411,0.5659516735294117,0.5656958047058823,0.5655059288235295,0.5652714611764706,0.5649461529411763,0.5645041970588235,0.5641302117647058,0.5636772617647059,0.5644065188235294,0.5648993541176471,0.5656972329411765,0.5667795600000001,0.5673546335294118,0.567864831764706,0.5683267729411765,0.5689169282352942,0.56943249,0.5699261582352941,0.5704707976470589,0.570960814117647,0.5714835229411764,0.571947278235294,0.5724747370588235,0.5730333370588234,0.5735688988235295,0.5731510141176471,0.5732739705882353,0.5729354682352942,0.571994388235294,0.5715209094117647,0.5712893664705883,0.5709693664705883,0.5705592547058824,0.570255485882353,0.5700468805882354,0.5697386705882355,0.5695129264705882,0.5692657264705882,0.5690158735294117,0.5687099776470588,0.5646225658823528,0.55966942,0.5568613417647059,0.5551592694117646,0.5542064188235294,0.5539865835294117,0.5540275388235294,0.554247885882353,0.55481878,0.5555905917647058,0.5562964758823529,0.5569703188235293,0.5575861717647057,0.5582134658823529,0.5587698805882354,0.5592673452941178,0.5597866,0.5640046176470588,0.5691066135294117,0.5720157394117646,0.5736304705882354,0.5744367647058822,0.5747740841176471,0.5749696311764706,0.5751688782352941,0.5751420194117647,0.5750375605882353,0.5748619370588235,0.5746440664705883,0.5745164782352942,0.5743438605882354,0.5742319576470589,0.5757279605882353,0.5771354047058823,0.5786500429411765,0.5800816658823531,0.5813003635294118,0.5822984264705883,0.5828223717647059,0.5831939347058823,0.5835673111764705,0.5837870611764705,0.5840881435294117,0.5841190988235293,0.5841229188235294,0.5836771035294117,0.5831530858823529,0.5827447188235294,0.5823152129411764,0.5802041711764706,0.5782108623529412,0.576271751764706,0.5745504964705883,0.5731478376470589,0.5720607888235293,0.5714576435294118,0.5710853511764706,0.5708520688235295,0.5708856894117649,0.5711563658823531,0.5716590752941177,0.5723247458823529,0.5735582847058823,0.5748972435294116,0.5767346399999999,0.5777893670588234,0.5805163176470587,0.5832431647058823,0.5858228782352941,0.5882152194117647,0.590120584117647,0.5921736347058824,0.5943153699999999,0.59636983,0.5983382005882354,0.5999410217647059,0.6009406964705883,0.6016833317647058,0.6024295811764704,0.6031559029411763,0.6038791088235294,0.6037588970588236,0.604504375882353,0.6036262935294117,0.6026350229411764,0.6013997447058824,0.5998698447058824,0.5986801211764706,0.5972177423529412,0.5955087247058825,0.5938789482352941,0.5922929835294118,0.5908602447058824,0.5898189370588235,0.5890234194117646,0.5880747052941177,0.5856960870588235,0.5844471594117647,0.5833611711764706,0.5815391888235294,0.5795673770588234,0.5778393735294117,0.5763721988235293,0.5752453458823529,0.5743789988235293,0.5748775811764705,0.5766736870588235,0.5791932900000001,0.5821770700000001,0.5855376017647059,0.5889662682352942,0.5924329917647059,0.5960009900000001,0.6013961511764707,0.6058496847058824,0.6105817282352942,0.6162409870588237,0.6220918870588237,0.6278062141176471,0.6338624870588235,0.6400770723529412,0.646202291764706,0.6512595294117647,0.6552652823529411,0.6586122941176469,0.6613884399999999,0.6640242241176469,0.6666787411764705,0.6707448088235294,0.6749970517647058,0.6786914729411764,0.6822808394117647,0.6861601311764707,0.6900490488235294,0.6940476235294116,0.6981430764705883,0.7020972564705882,0.7060345947058825,0.7100287694117648,0.714086841764706,0.7180730858823531,0.7220152564705884,0.7260225423529412,0.7298231794117647,0.733468214117647,0.7356637699999998,0.7376342111764704,0.739748478235294,0.741846594117647,0.7434572794117646,0.7448356911764706,0.7459210076470588,0.7468125511764707,0.7475263452941178,0.7479376864705882,0.7479034376470588,0.7476398888235294,0.7474721799999999,0.7473177411764707,0.7471670470588235,0.7464249905882354,0.7463849323529413,0.7467026794117647,0.746938961764706,0.7470596794117648,0.7471822647058823,0.7475277229411763,0.7478486758823528,0.7482951435294116,0.7488170905882351,0.7492364317647058,0.7497627376470587,0.7503791629411763,0.7513548158823528,0.7526052747058825,0.7545443047058824,0.7567822576470589,0.7597806764705884,0.7622423347058824,0.7645690311764707,0.7671734488235296,0.7699628135294119,0.7728176341176471,0.7755210517647059,0.77829709,0.7811719311764707,0.7839815347058824,0.7869863405882354,0.7900706347058823,0.7934602623529411,0.7965630135294118,0.7994359576470588,0.8038726752941175,0.8080562011764705,0.8121506270588235,0.8157925182352941,0.8189080276470588,0.821780512352941,0.8244211447058823,0.8268340682352939,0.8290820329411764,0.831332824117647,0.833566612352941,0.8359324182352941,0.8381802947058824,0.8403708241176471,0.8423501729411764,0.8442944217647057,0.8461377070588234,0.8455741747058821,0.844895116470588,0.8442214458823529,0.8438255164705881,0.8437767105882353,0.8438189788235294,0.8439721994117647,0.8442062464705884,0.8445304147058825,0.8446978147058825,0.8448488852941177,0.8449424558823528,0.8450650205882354,0.8452277305882354,0.8453990952941176,0.8459897129411765,0.8467544129411764,0.8471352482352942,0.8477042394117646,0.8483226770588235,0.8490120358823527,0.8496452358823529,0.8502970829411765,0.8509629476470588,0.8516093064705882,0.8522475711764707,0.8529344911764705,0.8536332282352942,0.8542962811764705,0.8549302517647057,0.8555431064705881,0.8561617752941175,0.8563292676470587,0.8562322647058823,0.856592705882353,0.8567953411764706,0.856877181764706,0.856941125882353,0.8570274082352941,0.8570737376470589,0.857099625882353,0.8571064670588234,0.8570403829411765,0.8569508176470588,0.8568692435294119,0.85675852,0.8566541905882353,0.8563939611764707,0.8554932541176471,0.8547827029411765,0.8538707270588235,0.8531129523529412,0.8523266405882354,0.8514840094117646,0.850476922352941,0.8493752164705882,0.8481375752941177,0.8468977594117647,0.84524623,0.8436117405882353,0.8420436447058824,0.84063572,0.8394432688235294,0.8384102335294117,0.8376478276470587,0.8376390799999998,0.8375423247058822,0.8377506188235294,0.837870466470588,0.8381029194117646,0.8384375229411765,0.8389659894117645,0.8396007129411762,0.840313336470588,0.8409451817647057,0.8420684052941175,0.8432341705882354,0.844384837647059,0.8454050288235295,0.8472334623529414,0.8489178058823531,0.850496711764706,0.8519409917647058,0.8532719411764705,0.8545124611764705,0.8556151411764706,0.8565518529411764,0.8574697082352941,0.8582864847058824,0.8589441611764707,0.85952372,0.8598855435294118,0.8600836494117647,0.8602611552941177,0.8603372529411765,0.8604318611764707,0.8595139317647059,0.8585675917647059,0.8576408917647059,0.856797985882353,0.85601178,0.8552665976470587,0.8546385976470587,0.8541025505882351,0.8535869329411764,0.853163374117647,0.8528852564705882,0.8527314447058822,0.8528704117647059,0.8530903094117646,0.8533267588235293,0.853549978235294,0.8536434488235294,0.8539405170588236,0.8540532782352941,0.8541483135294117,0.8543400488235295,0.8546227429411765,0.8549774017647058,0.855309134117647,0.8556166929411764,0.8558498988235292,0.8559958776470586,0.8561669835294117,0.8563060188235293,0.8564289047058823,0.8564634894117645,0.8564492288235294,0.8564184764705881,0.8564261741176469,0.8562418311764703,0.8564595643749998,0.8566995486666664,0.8567874378571428,0.856722456153846,0.8565580858333331,0.8563242890909091,0.856063228,0.85582632
pNuLoCDScore	0.004947282156862742,-0.00403758607843141,-0.0070220813725490605,-0.007815696078431411,-0.007160000784313725,-0.00011234901960788246,0.011822383921568647,0.01134659156862744,0.011363209215686232,0.0034670622352940272,-0.006152534973262014,-0.016078874901960805,-0.021671291266968373,-0.013896844873949543,0.0015479567450981113,0.010301308419117694,0.009563252941176492,0.017955787058823613,0.018291693529411845,0.017321605294117637,0.017312045294117673,0.009112021176470586,-0.0031649952941176784,-0.0037686852941176685,-0.0014564394117647095,0.001235279411764767,0.004114129411764644,0.0074303911764705965,0.011586487647058885,0.012541532352941143,0.004983275294117573,-0.0004239311764706044,0.003431971176470594,0.010314233529411798,0.018242734705882335,0.02705140647058829,0.03182647117647053,0.03670036294117651,0.04248428588235292,0.04754740117647055,0.04919369411764707,0.05170748117647056,0.055138675294117645,0.059244179999999924,0.06225464529411756,0.06358103999999992,0.06528943882352944,0.0652665817647059,0.06535172529411759,0.05869785470588229,0.04701390823529411,0.03224094705882352,0.019404192352941163,0.010310288823529468,0.0021527417647059233,-0.003962738823529266,-0.008424771764705796,-0.012730884117647001,-0.016359263529411694,-0.020766306470588136,-0.023186210588235223,-0.02385048823529401,-0.023457000000000006,-0.022838145294117707,-0.022303630588235257,-0.020932785294117684,-0.00978703529411773,0.00908376764705876,0.0288876582352941,0.04643950411764697,0.05903439235294111,0.06802337294117633,0.07461480823529398,0.07834431764705879,0.08235776588235283,0.08499219470588226,0.08758979294117641,0.08976986764705874,0.09079436705882354,0.09184007764705893,0.09811452000000004,0.1047097864705882,0.10444752058823531,0.09702201470588234,0.08759543411764709,0.07775068588235295,0.06981765470588241,0.06559546117647069,0.06274794588235305,0.06276454588235303,-0.037734007058823515,-0.04510164411764703,-0.0526129558823529,-0.050715110588235246,-0.04882519470588234,-0.05220768882352941,-0.05597055588235292,-0.05908226882352943,-0.06123906000000001,-0.05400102982352947,-0.045051932834224595,-0.03673661568627454,-0.02897855529411769,-0.02190362394957987,-0.015550344862745119,-0.010002303970588239,-0.0025018229411765402,0.012182259411764623,0.02670745647058817,0.031637359999999976,0.035078084705882334,0.04084915176470591,0.04559762705882345,0.049182866470588255,0.05016525117647058,0.05002486941176479,0.047540475882352995,0.0436918288235294,0.037832606470588254,0.030542343529411792,0.026437249999999995,0.023363852352941167,0.017058144705882378,0.006258604117647115,-0.006463444117646988,-0.02046253823529412,-0.03332909941176468,-0.040885917647058845,-0.044635329999999945,-0.04624668000000004,-0.0448303994117647,-0.04210155588235295,-0.040209801176470605,-0.036634164117647,-0.030571589411764688,-0.02169825411764703,-0.015514258235294065,-0.013438281764705878,-0.014543747647058763,-0.014479170000000041,-0.008659907058823607,0.0016963205882352395,0.016342139411764656,0.025529914117647046,0.03218329117647059,0.03694889176470592,0.04215745705882354,0.04397455823529409,0.04498507117647055,0.044200971176470566,0.04323606294117652,0.04265501823529405,0.04181481117647051,0.0453901235294118,0.05257278529411766,0.06362089117647063,0.07387829588235298,0.07614192411764706,0.07159052000000013,0.06743782000000004,0.06792368529411774,0.06730146529411771,0.06484806470588242,0.061500127647058866,0.06172695764705888,0.06446237235294122,0.0684937747058823,0.06906290117647057,0.06619425941176471,0.06335751705882342,0.06574819588235281,0.06573035941176464,0.0638841282352941,0.06520871764705882,0.07024123647058811,0.07710139117647052,0.078770128235294,0.08104344647058814,0.08352474647058816,0.08916067058823524,0.09343163529411763,0.09491657941176468,0.09358605176470591,0.09300699352941189,0.09561535647058828,0.09807597764705894,0.09418278000000013,0.08475289235294126,0.07456721294117646,0.06526246529411767,0.05591020823529419,0.04745417529411766,0.0404298735294118,0.0341767623529412,0.02709715411764707,0.019140731176470638,0.009624405294117622,0.0017127135294117135,-0.005346744117647129,-0.011051785294117766,-0.01655109352941181,-0.022865055882353102,-0.024442414117647193,-0.021612782352941284,-0.018565111176470694,-0.014865590588235333,-0.011095470000000163,-0.006962364117647113,-0.0026656964705882857,0.0020273641176470347,0.007534941176470522,0.013421917647058745,0.01995874764705885,0.026688118235294156,0.03280445529411763,0.038767801764705956,0.044199782941176546,0.04932616529411771,0.05056563529411773,0.04961197176470594,0.04893474235294132,0.048166705882353056,0.046597404117647234,0.044249617647058925,0.04074818823529419,0.03628617705882364,0.030779569411764796,0.024625275294117732,0.018944418235294136,0.01322044,0.008061300588235398,0.003156891764705849,-0.0019611047058823994,-0.006933963529411724,-0.011256150588235259,-0.012452669411764705,-0.014696427058823514,-0.016631153529411857,-0.019372425882352995,-0.022637987647058877,-0.025459338235294227,-0.027501700000000073,-0.028365829411764742,-0.029247470588235347,-0.030388271764705932,-0.031995098823529355,-0.03414108058823534,-0.03657832470588229,-0.03890175176470584,-0.04153193411764711,-0.04431337941176472,-0.04703418117647051,-0.048753972941176504,-0.049916981764705826,-0.05017757882352941,-0.04904080117647053,-0.04692915588235286,-0.04521863411764704,-0.043975408823529405,-0.042615044117646994,-0.040637128823529434,-0.03777360823529419,-0.03407584352941179,-0.02983048647058828,-0.02545667411764707,-0.020495990588235258,-0.018088135882352863,-0.013911810588235263,-0.010488124705882285,-0.00710238470588237,-0.003864476470588185,-2.2187058823619488e-05,0.00248988705882347,0.005015430588235281,0.007464946470588263,0.009910675882352893,0.011249507647058787,0.011370322941176514,0.009928155294117669,0.00758297823529408,0.0054032623529411405,0.003394458235294162,0.0038459499999999314,0.005730607058823445,0.006243798823529267,0.006290051764705817,0.005228295882352962,0.0030627682352942776,0.00045577117647072063,-0.0017979341176470043,-0.003999628235294095,-0.0057277464705881576,-0.0070314011764704976,-0.00728742705882357,-0.005956896470588224,-0.003619883529411727,-0.0013485152941176137,0.00017840470588237345,-0.0014326999999999535,-0.005155889999999941,-0.007702703529411659,-0.00989009352941167,-0.010853720000000067,-0.010880790588235378,-0.010165397647058927,-0.009657518235294205,-0.008814219411764801,-0.008010967058823648,-0.0073234011764706786,-0.006884155294117678,-0.007487558823529472,-0.00854219529411765,-0.00963565588235299,-0.010020888235294123,-0.007481400588235376,-0.003036428235294153,0.000700074705882292,0.0038494435294117446,0.006097822941176445,0.006973593529411792,0.006968579411764764,0.006349476470588256,0.005199376470588213,0.004047524705882322,0.0028957558823529683,0.001671810588235234,0.0009172105882352954,0.0004686388235293215,-0.00036121529411758946,-0.0015278064705882555,-0.003792747647058836,-0.008209497058823512,-0.012352915882352933,-0.016624951176470615,-0.01921073941176471,-0.020481002941176607,-0.020603204705882394,-0.019573056470588268,-0.01750040823529403,-0.015143682352941112,-0.013027198235294024,-0.01096109529411754,-0.009664756470588232,-0.009031344117647,-0.007930488235294186,-0.006716184705882422,-0.004547220588235368,-0.0019768705882353688,0.0008976194117646941,0.004832549411764697,0.00815486529411763,0.01007370764705895,0.010862514117647104,0.010782478823529451,0.009948241764705934,0.008469295294117551,0.007003588823529305,0.005286256470588113,0.00425306999999997,0.004047494117647099,0.0038305388235294058,0.0033899117647059884,0.003848841176470663,0.003454685294117743,0.0034961794117648326,0.002931161764705925,0.0018730041176471257,0.001284336470588232,0.0013007741176470633,0.0017900882352941405,0.002445437058823441,0.003247995882353083,0.004458525882353015,0.0058402882352942,0.007359431176470699,0.008195949411764769,0.008888003529411881,0.009758192352941175,0.009722923529411842,0.00885194352941171,0.007955881176470558,0.006934497058823541,0.005883421176470616,0.005074560000000006,0.004500068235294141,0.003834623529411718,0.003114759411764756,0.0025357305882353076,0.0017457417647059326,0.0007579405882354173,-0.0002051152941175971,-0.0010751958823529417,-0.0020969711764705634,-0.003092375882352949,-0.002407014117647044,-0.001048628235294058,-0.00013144941176479463,0.0008801858823528907,0.002138919999999933,0.003127724117647057,0.003847749999999983,0.003978939411764748,0.0034761058823528646,0.0030595964705881773,0.0028833394117646627,0.0031975352941175927,0.0037298399999999288,0.004320877058823502,0.005092508823529351,0.006116741176470597,0.0055770752941176616,0.003501105294117568,0.0020782582352941725,0.0009530982352941586,-0.000236970000000003,-0.0013922452941176333,-0.0023521011764706112,-0.0026275941176471806,-0.0017974399999999835,-0.0005545717647059134,0.0003235082352941454,0.0007685917647058393,0.0006834099999999954,0.0003444611764705785,-0.00012820058823526104,-0.0007744605882353262,-0.003046116470588278,-0.002512288823529385,-0.0023578452941176997,-0.002650907647058831,-0.0026328370588235006,-0.0024299617647059457,-0.002108830000000006,-0.0017160635294116156,-0.0017290576470587182,-0.0021995129411764847,-0.0023794617647058813,-0.0023039935294117964,-0.0020233094117648176,-0.0017745082352941255,-0.0015379605882353542,-0.0013170870588235517,0.0003426947058823848,0.0023043876470588143,0.0031588870588235562,0.004233544117647092,0.0047871664705883,0.004985272352941217,0.0049386741176470905,0.004551214117646918,0.0038207829411763816,0.0028582964705882175,0.0017908529411763685,0.0007679482352941358,-0.00016857588235286158,-0.0008648370588235643,-0.0013292147058823756,-0.0016995329411765292,0.0006740464705881077,0.002119668235294192,0.005802712352941164,0.008863216470588131,0.012116087647058738,0.015894020588235303,0.019649947058823503,0.02321152882352956,0.02665660941176473,0.030517957058823653,0.03432325058823532,0.037948760000000026,0.04132179764705879,0.04431224117647059,0.047164481176470596,0.04991294235294119,0.04990149411764705,0.04668639058823515,0.041930811764705866,0.036444723529411804,0.03141796529411761,0.026262314705882306,0.02122687176470578,0.016660804117646977,0.012526053529411774,0.008469774705882283,0.004179336470588213,4.2422941176401e-05,-0.004094014705882387,-0.008126178823529395,-0.01196659176470588,-0.01597900294117649,-0.02422241764705879,-0.02788906058823526,-0.029763179411764706,-0.0303674464705882,-0.030809321764705855,-0.03109771764705882,-0.031571437058823426,-0.03229023764705885,-0.03292380352941182,-0.03379131529411766,-0.034588942941176426,-0.03541020470588235,-0.03594785823529406,-0.03605644294117638,-0.036131318823529324,-0.035946557647058786,-0.030666687058823527,-0.02232569000000001,-0.016512329411764726,-0.011585045294117635,-0.006917845294117597,-0.0027736105882352757,0.0014499070588234741,0.005969405294117713,0.010891660588235319,0.015671698823529367,0.02093302941176467,0.026696552941176455,0.03237275941176471,0.037839358823529234,0.0434442888235293,0.04912008470588236,0.05954817764705883,0.06430165647058833,0.06936238470588246,0.07460039529411766,0.07872483470588237,0.08293092823529413,0.0872665970588235,0.09121338352941166,0.09448226705882357,0.0971465652941178,0.09938715117647057,0.10113491411764702,0.10271748235294104,0.10440557588235294,0.10571745352941181,0.10661095588235292,0.016392113594771274,0.01458013594771243,0.01516223359477123,0.02238959241830063,0.0333723153594771,0.045502808300653536,0.05566751241830056,0.06528739712418305,0.07428517183006536,0.08414511323529408,0.09288988433155074,0.0993573139705882,0.10366950212669679,0.1082685649579831,0.1088023105882352,0.10900301496323528,0.10577924882352938,0.09978122647058824,0.08845338529411773,0.07099129882352942,0.05481706823529406,0.041627134117647124,0.031512469411764776,0.020714467647058754,0.01174137882352938,0.004983984117647111,-0.0014392923529411017,-0.008928717058823477,-0.01461498470588235,-0.019241444705882293,-0.02068342588235289,-0.018763179411764752,-0.014046695882353022,0.001401421764705868,0.027729218235294062,0.054886084117647116,0.075781173529412,0.08923176764705892,0.10069921117647074,0.1128812252941177,0.12550542647058832,0.13590392529411766,0.1451782464705882,0.1552403664705882,0.16556978235294123,0.17454346000000004,0.1830976129411765,0.18841702823529416,0.1966171770588236,0.19955837529411774,0.19521736176470594,0.18953695176470592,0.1872131835294117,0.18729764588235293,0.1877281323529411,0.18565033882352938,0.18165043411764692,0.1791133988235294,0.17652132941176468,0.17247012941176465,0.16757547588235283,0.1627169399999998,0.15778032294117633,0.15233485235294109,0.14420271705882348,0.1364556011764705,0.1305628270588235,0.12394909470588222,0.11482021294117628,-0.044140476078431384,-0.05476604607843141,-0.06448143137254905,-0.0743887149019608,-0.08299320901960786,-0.08872231372549017,-0.09203170549019604,-0.08974784490196075,-0.08693197431372546,-0.0726829424117647,-0.059223567219251344,-0.04680277249999995,-0.03907425131221717,-0.03413610319327731,-0.028396866196078452,-0.022437897132352974,-0.008744183529411781,0.01041642823529415,0.028249216470588256,0.04804652529411768,0.06644776764705881,0.08341394764705876,0.09744681823529402,0.10723954941176461,0.11479195529411756,0.12310428176470584,0.13133084999999992,0.13708697705882342,0.14534278470588224,0.15684066941176467,0.16791114705882357,0.17642888176470592,0.1763948652941177,0.17107979235294116,0.16877501588235297,0.1647900705882353,0.15806580647058827,0.15221369529411774,0.14573456294117648,0.1366856029411765,0.12892900882352942,0.12028512352941179,0.109635275882353,0.09940164941176477,0.08998503352941184,0.07676328588235293,0.06320180235294115,0.05171286117647056,0.03622653529411757,0.030375963529411798,0.022109745294117633,0.011325234705882314,0.005061591764705886,-0.0038787488235293988,-0.010904498235294047,-0.017212137647058756,-0.023317623529411746,-0.031060824117647046,-0.037925112352941215,-0.04543166882352945,-0.05287013235294119,-0.06623143411764709,-0.0768769929411765,-0.08576169,-0.08871163176470587,-0.08734628823529422,-0.08688336117647066,-0.08382101352941179,-0.07956797999999998,-0.0758592388235294,-0.07232519588235292,-0.06912076705882353,-0.06441851176470587,-0.05894027470588237,-0.05168047470588233,-0.042775156470588216,-0.03410565529411763,-0.01997210823529405,0.0015056123529412213,0.018924462941176445,0.0392335123529412,0.05210289176470595,0.06407174823529416,0.07548974470588238,0.08379478588235284,0.09294136999999986,0.1006929829411764,0.10985678294117646,0.11710698235294115,0.12361066764705886,0.12982702000000007,0.13462502882352945,0.13851962176470595,0.14417759470588243,0.13719104705882362,0.129429001764706,0.11823064882352946,-0.06535721575816997,-0.08298691811111111,-0.10008709222875817,-0.11517006787581696,-0.12668015364052287,-0.13331769858169934,-0.137115148875817,-0.13969665958169936,-0.141492063875817,-0.13143242287058823,-0.1230356566417112,-0.11523764768627448,-0.10772318434841627,-0.09937543610504199,-0.0912985193215686,-0.08426318125367643,-0.07682879441176467,-0.057513753823529405,-0.03901864470588235,-0.022292283176470612,-0.009399725764705893,-0.0016075728823529353,0.0032959150000000034,0.007297228941176487,0.01071669805882354,0.013458834235294113,0.016181505823529417,0.01835790405882353,0.019850425235294115,0.02097407223529412,0.02100625088235293,0.021244026882352933,0.020212133352941183,0.018256547117647064,0.016712770058823524,0.015007517999999997,0.013685347481617649,0.012955038019607838,0.012389482621848726,0.01126333822171944,0.009493797455882351,0.007845983598930475,0.006110458799999982,0.004639995405228747,0.0037091419934640463,0.002556849052287577,0.001661474816993469,0.0005124811699346449,-0.0003999611830065447,-0.000129713183006544,1.9128875816995516e-05,8.099505228757742e-05
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
