UniprotID	Q9NZ52-2
pNuLoCScore	0.41507002777777774,0.41746218499999993,0.4197336381818181,0.4141780558333332,0.4088658299999999,0.40590979785714276,0.4015461959999999,0.3976207987499999,0.39355793235294106,0.3863694911764705,0.3828713064705882,0.37910414411764704,0.3781030805882353,0.3768862270588235,0.37515096941176473,0.37060112058823536,0.3669577411764706,0.3639933152941177,0.36156510352941185,0.35799853470588244,0.3597922364705882,0.36094137647058827,0.3601678676470589,0.3608742352941177,0.3510132594117647,0.3556788529411765,0.3648165682352942,0.3707095900000001,0.37627331529411767,0.37989451647058825,0.38575542705882354,0.39069719176470585,0.39621086823529406,0.40070444294117646,0.40697886529411764,0.4121351817647059,0.4175021817647059,0.4227542329411765,0.42909510941176476,0.4360216041176471,0.4424225676470589,0.4587085211764706,0.46050141529411764,0.45897676000000004,0.4592902835294117,0.45874505882352934,0.46036837176470585,0.4600287511764705,0.46003609823529407,0.45911656882352936,0.4582502747058823,0.4563954135294117,0.45512394,0.45464037529411766,0.4540529941176471,0.45400451411764703,0.45972060294117645,0.46586370882352934,0.47342689941176463,0.47957364882352943,0.4843946535294118,0.4891224711764707,0.49543939588235303,0.5010890782352941,0.5064169547058824,0.5115113923529412,0.516869951764706,0.5213413741176472,0.5260926305882352,0.5296106935294118,0.5330694894117647,0.5360875264705882,0.5383787417647058,0.5344374405882353,0.5313699464705881,0.5278639052941178,0.5263680817647058,0.5244351782352943,0.5237713341176472,0.5208518488235295,0.5178687605882352,0.5121248035294117,0.5045618941176471,0.4952414964705883,0.48830406529411763,0.4857796299999999,0.4845799947058824,0.4836891870588236,0.48818799294117654,0.49116560470588244,0.49385777941176473,0.49880892941176475,0.5045918235294118,0.5094020235294119,0.5153894505882353,0.5212033682352941,0.5284651358823529,0.5357064182352941,0.546047034117647,0.558785088235294,0.5730724188235294,0.5854685911764707,0.5938615294117648,0.6016524505882354,0.6093657429411764,0.6126227547058823,0.6179388547058824,0.6246604076470588,0.6282484694117647,0.6309477576470589,0.634673634117647,0.6382288264705883,0.6415520058823531,0.6448729876470588,0.6482620523529412,0.6510700670588235,0.6533978141176471,0.6555914023529411,0.6579281570588235,0.6605188129411763,0.6689349388235294,0.6750796552941177,0.6803105,0.6838659352941177,0.6858467823529413,0.6875910176470589,0.6893601470588235,0.6908387941176471,0.6924803135294118,0.6945632782352941,0.6968573582352942,0.6993482464705882,0.7016883317647059,0.70396584,0.7057636047058823,0.7069114794117646,0.7075168070588235,0.7018612070588235,0.6980824394117646,0.6944139629411764,0.6919720552941176,0.6903918317647059,0.6894844435294116,0.6881848494117646,0.6868896435294117,0.685199718235294,0.683305132352941,0.681375524117647,0.6792891947058823,0.6779492770588235,0.6767311982352942,0.6759053841176472,0.6781471870588236,0.6783263241176472,0.676579441764706,0.6744371711764706,0.6726384911764707,0.671912155882353,0.6712765735294117,0.6708605264705882,0.6705614029411764,0.6710572970588236,0.6720917164705882,0.6733158611764706,0.67436474,0.6754244929411765,0.6760479694117648,0.6766210223529411,0.67693706,0.6746094511764704,0.6745275335294117,0.6763673217647057,0.6791565352941175,0.6818170841176469,0.68362693,0.6854902947058823,0.6868402688235293,0.6883923452941177,0.6894415317647058,0.6899386729411764,0.6899706258823528,0.6897352770588236,0.6894948376470587,0.6893877964705881,0.6893851335294119,0.6886533605882353,0.6871659488235293,0.6861057635294119,0.6858310952941177,0.6857819847058825,0.6861220923529413,0.6861195835294118,0.6862077305882354,0.6859496529411766,0.6857639552941178,0.6856751923529413,0.6857412605882354,0.6860690782352943,0.6868640564705883,0.6879427370588235,0.6890823723529412,0.6900269200000002,0.6919965929411764,0.6947991458823529,0.6972566105882353,0.6991213317647058,0.7001726317647059,0.7009566541176472,0.7020905599999999,0.7030558747058824,0.7043673976470588,0.7056017676470588,0.7067004717647059,0.7074876211764706,0.7081778270588236,0.7085888917647061,0.7060701594117649,0.706318238235294,0.7104857041176471,0.7140148188235296,0.7191789599999999,0.7249454252941177,0.7311291511764706,0.73644996,0.741344118235294,0.7461633241176469,0.7507431764705882,0.7553070552941175,0.7598895535294116,0.7645400235294115,0.7694163999999999,0.7742177747058823,0.7790527076470587,0.786568734117647,0.7911448082352941,0.791755131764706,0.7929814305882354,0.7925020164705884,0.7912460170588237,0.7896856205882354,0.7891509241176471,0.7891565129411765,0.7891780217647059,0.7894920017647058,0.78983208,0.7901018664705883,0.7902400629411764,0.7903260076470587,0.7887115447058823,0.7876430617647059,0.7870324752941178,0.7858251717647059,0.7843018094117646,0.7828601782352942,0.781298754117647,0.7795067752941176,0.7779677264705882,0.7765995229411765,0.7753693852941176,0.7742013058823529,0.7729227617647059,0.7717389735294118,0.7705240811764706,0.7694705164705883,0.7684736047058824,0.7690458988235297,0.7689839764705884,0.7683949670588236,0.768482525882353,0.7688181729411766,0.7690122670588236,0.7695240082352942,0.770477685882353,0.7711443323529411,0.7717182970588234,0.772192944117647,0.772599718235294,0.773109668235294,0.7734628152941176,0.7738573976470589,0.7751319682352941,0.7763799823529413,0.7776891,0.7789620664705883,0.78006018,0.7806494188235293,0.7814762276470587,0.7823063605882352,0.7829292429411764,0.7835477852941175,0.7840112076470588,0.7845268311764705,0.7849716664705882,0.7853367064705883,0.7856219770588235,0.7860518358823531,0.7864048182352941,0.7857524829411764,0.7850920264705882,0.7844203970588234,0.7837785970588235,0.7832620635294117,0.7832267729411765,0.7829409994117648,0.7826428782352942,0.7824719494117648,0.7822544482352942,0.7823031664705882,0.7823271511764706,0.7824068570588235,0.7825366511764705,0.7826856923529412,0.783229598235294,0.7831691652941177,0.7823764594117647,0.781757321764706,0.7823588982352941,0.7835757335294119,0.7852555082352941,0.7868420458823531,0.7883471870588236,0.7898275458823529,0.7912627600000001,0.7926843923529412,0.794194254117647,0.7955227605882352,0.7968124041176472,0.7980310605882353,0.7992929017647059,0.8001078311764706,0.801527581764706,0.8036368229411764,0.8054997111764707,0.8061509435294119,0.8061740023529411,0.8057814005882353,0.805439674117647,0.805172865882353,0.8049666423529411,0.8047996305882352,0.8045855305882352,0.8040743517647059,0.8036727958823529,0.8032588229411765,0.8018833170588234,0.8003901288235293,0.7991190464705882,0.7975334994117647,0.7958144876470589,0.7944457876470588,0.7932915847058822,0.7922711905882353,0.7911935317647059,0.7899105817647057,0.7883101488235295,0.7864768935294117,0.784459384117647,0.7822971429411766,0.7797925417647059,0.7773589711764707,0.7749602947058825,0.7734884947058824,0.7720806564705883,0.7704565035294118,0.7691430388235295,0.7679766447058824,0.7666751535294117,0.7649973241176471,0.7632790558823531,0.7616402888235295,0.7601629864705883,0.7590291370588236,0.7581156805882353,0.7573663723529411,0.7567603864705881,0.7564701817647058,0.7552285852941176,0.7535904970588235,0.7514318970588236,0.750133317647059,0.7488156588235294,0.7477232147058823,0.746687881764706,0.7455377670588236,0.7446590352941176,0.7437251429411765,0.7428835411764707,0.7421445729411764,0.74131404,0.7404568776470588,0.739629565882353,0.7387994105882354,0.738076865882353,0.7382541094117648,0.7388039447058825,0.7399341505882354,0.7401689388235294,0.7402775035294118,0.7401014535294117,0.739832198235294,0.7395524335294118,0.7392202570588235,0.7389105,0.738524294117647,0.7381080258823529,0.7377448494117647,0.7374621023529412,0.7371847935294117,0.7380818147058823,0.7379652064705882,0.7378139947058823,0.7379585805882353,0.7384765958823529,0.7393566994117646,0.7405615876470588,0.7419722847058823,0.7435460670588235,0.7450897788235293,0.7466219694117647,0.7481148011764707,0.749623565882353,0.7515151164705883,0.7537144870588236,0.755823425882353,0.7579451347058823,0.7588877841176469,0.7608145082352941,0.762752246470588,0.7643887488235293,0.7657026394117646,0.7667003335294117,0.7675552423529413,0.7682771141176472,0.7688954905882354,0.7694884788235294,0.7700467352941176,0.7706501035294117,0.771187378235294,0.7713631447058823,0.7713183699999999,0.7715410229411763,0.7712857876470586,0.7707602111764705,0.7703768658823529,0.7699515511764704,0.7696006723529412,0.7692759629411764,0.7687432200000001,0.7681638035294117,0.7675393252941176,0.7667903252941176,0.7659385288235294,0.7650593488235294,0.76404469,0.7629711035294119,0.7619857841176471,0.7610848294117647,0.7599185505882352,0.7591863741176469,0.7587803152941176,0.7582483094117646,0.7577927799999999,0.757277388235294,0.7566880270588235,0.756327407647059,0.7559157035294117,0.7554934576470588,0.7551361205882353,0.7549431552941177,0.7547959117647058,0.754734205882353,0.7547374764705883,0.754506304117647,0.7541161747058823,0.7534427964705881,0.7530160905882352,0.752522696470588,0.7518582611764704,0.7512971041176469,0.7508299511764706,0.750345124117647,0.749848018235294,0.7494743829411763,0.7492189264705883,0.7489280694117646,0.748408864117647,0.7477192870588234,0.7469828947058822,0.7462824335294118,0.745723211764706,0.7451372588235294,0.7447831276470588,0.7440972629411766,0.7434352829411766,0.7428864682352943,0.7421802488235294,0.7413906194117648,0.7406664723529411,0.7399385564705883,0.7390978094117647,0.7382310817647059,0.7374484170588235,0.7368530505882352,0.7364017064705882,0.7365324970588235,0.7363243111764706,0.736061531764706,0.7360889847058825,0.7360330217647059,0.7357431805882354,0.7354451664705883,0.7351592870588236,0.7349736423529413,0.7348304894117648,0.7347761752941178,0.7349120529411766,0.735202907647059,0.7355726882352943,0.7360063882352942,0.7364283823529414,0.7368061252941177,0.7367417941176471,0.7370714352941177,0.737451948235294,0.7376629188235293,0.7380699229411763,0.7390711852941175,0.7402650711764706,0.7416372382352941,0.7430672064705881,0.7445787652941176,0.746112435882353,0.747736181764706,0.7492431858823531,0.7507409035294119,0.7522752564705883,0.7553479635294118,0.7584699182352943,0.7618195135294118,0.765050251764706,0.7681596476470588,0.7713144564705883,0.7742696947058824,0.7770293752941176,0.7796068623529412,0.7820578129411766,0.784324771764706,0.7864927741176472,0.7885675476470589,0.7902988047058825,0.7919744105882355,0.7935665729411765,0.7951002752941178,0.7951304605882353,0.7951085570588236,0.7947811241176469,0.794505368235294,0.7943635976470588,0.7941436211764705,0.7940596005882351,0.7935675435294118,0.7931981205882354,0.7927442205882353,0.7923050341176472,0.7918452229411765,0.791364925882353,0.7909852964705884,0.7906763788235295,0.7877507811764707,0.7854038235294118,0.7838241,0.7824374000000001,0.7810546494117646,0.7796941082352941,0.7786713752941176,0.7774379017647057,0.776360784117647,0.7757818570588234,0.7752788011764704,0.7749045147058823,0.7746816070588235,0.7745406452941177,0.7744429982352941,0.7743479629411765,0.7742748123529413,0.7768391829411766,0.7787900888235295,0.7799569182352941,0.7810380888235294,0.7821289864705883,0.7831983100000001,0.7839767547058822,0.7849781976470588,0.7858410076470588,0.7865426217647058,0.7870443452941176,0.7874661552941175,0.787781325882353,0.7879483729411764,0.7880896141176471,0.7874555047058824,0.7871165647058823,0.7868384058823529,0.7868790788235294,0.7867954552941175,0.7862558082352941,0.7857950229411764,0.7856716135294117,0.7853799723529411,0.7851846094117649,0.7850335464705883,0.7848361205882355,0.7846194382352942,0.7843472970588237,0.7839270794117648,0.7836077029411765,0.7833255705882354,0.7840122682352942,0.7844951294117649,0.7849522376470589,0.7851082805882355,0.7854220747058823,0.7861302135294118,0.7867994694117646,0.7871585494117648,0.7876379788235294,0.7880285164705881,0.78839454,0.7887832752941176,0.7892159576470587,0.789725745882353,0.7904598811764706,0.7917269123529411,0.7922421347058823,0.7922405188235293,0.7918538105882353,0.7915462729411766,0.7912580829411765,0.7907853829411764,0.7903000676470588,0.7895893758823529,0.7886485194117646,0.7878028252941176,0.7870378135294116,0.786276578235294,0.7854929811764704,0.7847711047058822,0.7839829894117646,0.7830729747058823,0.7815809405882352,0.7807529152941177,0.7802643429411766,0.7799966041176472,0.779559553529412,0.7789784652941177,0.7785356511764706,0.7780758717647059,0.7778044164705884,0.7776324552941178,0.7772909023529413,0.7768817299999999,0.7764866611764707,0.7761184376470589,0.7756938141176472,0.7753226588235294,0.7753693852941175,0.7754723294117646,0.7756974505882352,0.7760067711764704,0.7763611182352941,0.776814698235294,0.7774037541176471,0.7779676352941176,0.7785805358823529,0.7794042911764705,0.7803119558823529,0.7813137558823531,0.7822602223529413,0.7831085576470588,0.7839219823529412,0.7847260964705882,0.7854791847058824,0.7858524025000001,0.7861930493333333,0.7864564914285713,0.7866111946153848,0.7868249275000001,0.7869727845454545,0.787080898,0.7872822044444445
pNuLoCDScore	-0.021512095424836675,-0.028700536601307225,-0.03219872130718954,-0.035965883660130704,-0.036966947189542465,-0.03818380071895422,-0.039919058366013005,-0.044468907189542384,-0.04811228660130712,-0.053468869705882216,-0.058168534652406234,-0.05617952112745078,-0.04907359352941165,-0.04496842138655449,-0.04137832835294103,-0.036746563455882175,-0.042544672941176365,-0.030690638235294,-0.01805473823529402,-0.008394554117646946,-0.0018297652941176024,0.0030082894117647307,0.010604457647058807,0.020096071176470498,0.029253127058823436,0.03671112764705875,0.045413761764705796,0.054136647058823484,0.05770994529411766,0.06181285647058821,0.06892724176470588,0.0751473688235294,0.0914093082352942,0.10302966823529408,0.09568484705882346,0.08826716999999995,0.08301696823529403,0.07885054235294109,0.07461294470588231,0.06933155941176466,0.06382523000000001,0.058412125882352894,0.05127140941176467,0.04426023176470578,0.03762175823529412,0.03188614235294118,0.02495788470588234,0.017982909999999908,0.017298035294117553,0.007155187647058747,0.01292548411764699,0.02059688882352939,0.025104370000000098,0.030377412352941335,0.035071024117647176,0.04106032705882362,0.04638085647058837,0.05239482352941183,0.05861967705882365,0.06494596058823554,0.07096869058823518,0.07497031823529415,0.07901649529411758,0.08208301235294119,0.07865813882352934,0.06857373176470594,0.05794304705882347,0.04829025647058832,0.04197342823529404,0.03531270705882361,0.028331938235294174,0.01976277058823539,0.011451805882352728,0.000613411176470513,-0.01230805764705889,-0.026099877647058956,-0.03778856529411756,-0.04383106352941191,-0.04848949470588226,-0.05239833941176464,-0.05019074882352925,-0.04327183588235284,-0.037512167058823376,-0.029054975882353007,-0.021776258235294055,-0.015033154705882401,-0.008381883529411938,0.00035151941176458923,0.010596375294117721,0.02358161470588238,0.04148513999999992,0.06354359176470575,0.08476835352941181,0.09968896117647075,0.10928153470588242,0.11796326352941178,0.12117774999999986,0.1214571499999999,0.12408107529411766,0.12585147823529402,0.12365664588235292,0.12154573411764702,0.11928418352941172,0.1170254582352942,0.11308687000000017,0.10916656941176472,0.10221501823529422,0.09228497882352948,0.08032539529411764,0.07012281117647046,0.06406662764705862,0.05886636235294096,0.05956919588235299,0.06245690058823539,-0.042807970274509805,-0.057246890039215695,-0.07095540474509805,-0.0841734076862745,-0.08595288121568628,-0.08560488856862745,-0.0853583682745098,-0.08537215580392157,-0.0846986434509804,-0.07383507557647062,-0.06309528701604282,-0.05428364762745101,-0.04672996219457015,-0.040794226399159694,-0.0365329194627451,-0.033683565875000016,-0.03288787788235295,-0.019542628117647065,-0.0073674048235293915,0.004448845176470581,0.005034646941176474,0.0037981095882352878,0.0024523160588235116,0.0013603003529411573,-0.0007116302941176517,-0.0036393177058823417,-0.006837572176470574,-0.010268034235294113,-0.011226040117647051,-0.01125384064705881,-0.01046320617647059,-0.008581032352941165,-0.006317134705882341,-0.0033949129411764423,-0.00039197152941176927,0.0029744437647058752,0.006818303176470572,0.00978882611764706,0.013144261705882343,0.016326555882352933,0.020596460058823512,0.02534095152941175,0.02967260894117646,0.03358631923529409,0.03460459541176468,0.0333341765882353,0.03165066329411764,0.028925001529411742,0.02781901094117646,0.027466012705882323,0.02734241470588232,0.02770333529411763,0.026833554117647054,0.026218111176470563,0.026062808235294083,0.025486859647058824,0.024620830470588217,0.022881571352941166,0.02072062194117648,0.019003984294117676,0.01746425047058829,0.018439205176470616,0.01987690635294119,0.02134224576470589,0.02321489929411763,0.02277373870588234,0.022292986705882367,0.02156841705882355,0.02069541352941176,0.020613734705882375,0.019507659411764716,0.018927629411764763,0.017735797411764787,0.016814715058823593,0.016138149764705928,0.01583758270588237,0.01601499447058824,0.01623156447058821,0.01644684447058825,0.01699153505882356,0.020118596823529428,0.02381673447058827,0.02732938800000001,0.03028247176470586,0.03351467882352946,0.03516268176470591,0.03679992764705883,0.03901851235294118,0.04121582058823531,0.043580967058823555,0.04624892,0.048892056470588224,0.05074172941176469,0.05202180941176471,0.052720755882352976,0.05295352705882353,0.05036279764705884,0.04533423117647059,0.04054509529411768,0.03682348529411772,0.033460873529411794,0.03171072117647061,0.030524024117647125,0.029040935294117637,0.027536224705882295,0.026046015882352863,0.024735991176470518,0.023387931764705855,0.02267231999999994,0.022396755882352903,0.02221844705882345,0.022701558823529366,0.026779031176470486,0.03206948882352936,0.03669472823529407,0.04039776764705877,0.043002389999999974,0.04442012647058824,0.04563724705882352,0.04746603411764702,0.04964464117647055,0.05168646470588234,0.05352894705882352,0.05527718117647057,0.056763260588235304,0.05751179529411768,0.058331319999999964,0.058815127647058846,0.055336147058823615,0.04943117117647072,0.04497727882352942,0.040094122352941186,0.03617391647058821,0.03322759352941168,0.030611230588235283,0.02705464941176472,0.02322409941176473,0.019451615882353,0.015462015294117726,0.011436328235294169,0.007618381176470623,0.003934454705882329,0.00043084235294121864,-0.0027894252941176867,-0.006990522941176525,-0.007508084117647251,-0.008757246470588176,-0.009494192941176427,-0.009980881176470557,-0.010654128823529396,-0.011082613529411811,-0.010840365294117582,-0.010468261176470595,-0.009931404117647091,-0.009194174117647114,-0.008204097058823578,-0.007149967647058775,-0.006302015294117558,-0.0054295811764705215,-0.004589682941176454,-0.0025918435294116637,0.0005432629411766254,0.0036240905882352625,0.0062659564705881965,0.008452939999999964,0.010722450588235288,0.012338997647058814,0.012964678823529308,0.013250714117647,0.013180555882352896,0.012965035882352871,0.012565642941176403,0.01194054647058812,0.011551584117646951,0.011398875882352832,0.011169120588235326,0.01125336470588234,0.00999720705882351,0.008594353529411736,0.006947453529411729,0.0053872823529411695,0.0038508535294117796,0.002221864117647132,0.0010973076470588428,0.00041686294117659894,9.044352941178779e-05,0.0003396247058823909,0.0008605676470588852,0.001607735882352912,0.002472301176470626,0.002938009999999991,0.0035076294117647455,0.003656807647058724,0.0032706835294116776,0.00315511294117643,0.003851888235294143,0.0053166188235294065,0.0071061800000000175,0.009037303529411789,0.010962881176470651,0.012685408823529476,0.014194354705882373,0.01505294058823542,0.01549489941176474,0.015520536470588375,0.015417774705882292,0.01532910235294127,0.015359968823529302,0.015624765882352953,0.016481528823529434,0.017499000000000042,0.017759784705882298,0.0172856823529412,0.01595385117647058,0.014446417647058729,0.012791858823529345,0.011085674705882231,0.009572285882352927,0.008261714117646923,0.007201419999999958,0.006174481764705808,0.005351497647058834,0.0045648705882352925,0.003636125882353014,0.002443721764705864,0.0010360876470587588,-0.0005813247058824023,-0.002068059411764689,-0.0030149335294117896,-0.003647023529411708,-0.003898145882352877,-0.004054693529411679,-0.0041231294117646256,-0.004358882941176367,-0.0048978235294117045,-0.005603128235294075,-0.006177484117647014,-0.007077122941176406,-0.007933829411764681,-0.008806938823529398,-0.011384712352941084,-0.013530447647058685,-0.015484768235293989,-0.01720350529411757,-0.019018356470588194,-0.020355658235294116,-0.022272671764705876,-0.02411661941176474,-0.02588932647058828,-0.02763472882352941,-0.02900253999999991,-0.030011831764705788,-0.030777132941176455,-0.031231327058823533,-0.03154962294117658,-0.031924182352941255,-0.030563047647058916,-0.02771725411764714,-0.02507514823529422,-0.02276360823529422,-0.020609887647058844,-0.019012397058823627,-0.017500711176470618,-0.01565053529411764,-0.013981175294117631,-0.012253664705882461,-0.010503273529411883,-0.008923569411764753,-0.00751789117647067,-0.006219026470588307,-0.0050979552941176065,-0.003777592941176411,-0.002113791764705719,-0.002206468823529373,-0.0023772364705881843,-0.0028117282352940753,-0.0037880047058823085,-0.004900386470588158,-0.0054937576470587834,-0.006343791764705897,-0.006924465882352959,-0.007432481764705845,-0.008087508235294139,-0.00874697823529419,-0.009393223529411743,-0.009873317647058788,-0.010280875294117697,-0.010702148823529434,-0.011464196470588328,-0.012409252352941214,-0.013025779411764749,-0.012820938823529415,-0.01163323529411775,-0.009564190588235377,-0.007218565882353034,-0.004938590000000076,-0.0029406876470588483,-0.0011474847058823845,0.0005721864705882651,0.0023017929411764393,0.004315282941176557,0.006414464117647123,0.008289510000000055,0.010059424705882336,0.012575012941176522,0.015615882352941202,0.018460807058823525,0.02086858058823532,0.022788540588235373,0.02382876294117653,0.024559858235294163,0.02506150470588242,0.02564451941176471,0.026257151176470594,0.026863687647058765,0.027488511176470665,0.027732433529411737,0.027491380588235248,0.02730566705882359,0.02715432000000001,0.026216356470588176,0.02415986588235297,0.021863859411764774,0.019582784117647134,0.01733072588235296,0.015227951176470578,0.013178917058823514,0.011193207647058834,0.00926882058823536,0.007339673529411783,0.0054519552941177385,0.003523645294117639,0.0016268964705882238,-7.30058823528168e-06,-0.0014894217647059005,-0.0029998764705881364,-0.0050158264705881805,-0.006125717058823532,-0.006715423529411735,-0.007144695882352947,-0.007437690000000052,-0.007646579411764776,-0.007997614705882339,-0.008237763529411801,-0.008696940588235336,-0.009206378235294133,-0.009734379999999987,-0.010076168823529408,-0.010235040000000029,-0.010407455882352978,-0.010624919411764744,-0.010864162352941298,-0.01054232941176475,-0.00976160117647068,-0.009266301176470704,-0.009119188823529523,-0.009264860588235335,-0.00949597235294114,-0.009589877647058875,-0.00962005588235293,-0.009403344117647039,-0.008795887647058798,-0.00795393411764711,-0.0072172252941176684,-0.006738401764705915,-0.006395081764705879,-0.00602986647058823,-0.0055813941176470205,-0.005448224117647116,-0.006418341176470499,-0.0075209352941176255,-0.00862900117647053,-0.009436257058823505,-0.010092301176470586,-0.010748031176470552,-0.011400573529411762,-0.01197633000000009,-0.012798034117647072,-0.013948877647058766,-0.01510755470588232,-0.0160084982352941,-0.016673951176470636,-0.017276520000000017,-0.017849089411764718,-0.01805386176470586,-0.017328251764705815,-0.015841871764705806,-0.01393988529411766,-0.012031799411764632,-0.010324886470588157,-0.008664559999999988,-0.007127527647058762,-0.005822072941176426,-0.00457071411764709,-0.003115169411764762,-0.0015561047058823552,-8.898823529407407e-05,0.0012657988235294515,0.002518991176470642,0.0036553505882352955,0.005885162352941231,0.007787792352941081,0.008721972352941143,0.009487347058823536,0.010197559411764645,0.011888082941176437,0.013997277647058826,0.016419068823529392,0.01913120058823531,0.022094409411764715,0.02510048235294121,0.028300996470588202,0.0313075270588235,0.034327712941176536,0.03743096588235295,0.04054721411764711,0.042578115882352885,0.04349263470588233,0.044696468823529345,0.046195334705882274,0.04759834764705878,0.04799487999999996,0.047267345294117635,0.04585130352941175,0.043984192352941154,0.041689274705882406,0.03909363529411769,0.03601279294117654,0.03266531882352941,0.029423412941176452,0.026070875882352906,0.022662684117646992,0.019722581764705926,0.017105822352941225,0.01439935117647062,0.011404825294117737,0.008506292941176552,0.005771994705882411,0.0037965352941176644,0.0008397611764704993,-0.0012624747058823105,-0.0032519770588235186,-0.005053291764705925,-0.006602070000000015,-0.007614620588235199,-0.008615082941176466,-0.009532667058823496,-0.010579677058823456,-0.012171945294117636,-0.013398961764705841,-0.013751031176470585,-0.014078236470588257,-0.01450975647058822,-0.014892681176470579,-0.015495232352941146,-0.014594378235294025,-0.01288853882352936,-0.011550461176470628,-0.010099698235294108,-0.00867415352941181,-0.0073985935294118566,-0.006305633529411769,-0.005309706470588205,-0.004095875294117646,-0.001990130588235328,0.0004610529411763764,0.0020040405882352785,0.003759377647058859,0.005460288823529336,0.0070062947058822655,0.008757938823529376,0.010545002941176385,0.010825856470588147,0.011511143529411794,0.011939355882352898,0.012235915294117605,0.012573740588235238,0.01280783470588226,0.013130220588235209,0.013362659411764621,0.012739115882352992,0.011493390588235286,0.010546560000000038,0.009403070588235252,0.00795833411764707,0.00671845117647063,0.005691747647058765,0.004307681764705917,0.0030588823529411613,0.0019490994117646876,0.0009637752941176192,5.2952941176465096e-05,-0.000826796470588198,-0.0016556199999999688,-0.002383593529411754,-0.003066158235293992,-7.477235294117701e-05,0.002895920000000163,0.005306139411764721,0.007247725294117713,0.009411442352941224,0.01131881823529407,0.012927752941176485,0.014519373529411739,0.01603768647058823,0.01743357352941166,0.018794222352941148,0.020031814117646984,0.021281255882352912,0.02267438294117652,0.024180930588235283,0.025666220588235145,0.02336119588235297,0.0180557523529411,0.013768348235294048,0.010344476470588171,0.007402137647058771,0.004689816470588304,0.00230204764705888,6.366294117643445e-05,-0.002162929411764658,-0.004172204705882254,-0.006094892352941139,-0.007916369999999895,-0.009667778823529372,-0.011406806470588227,-0.01345213764705877,-0.015651807058823464,-0.018188317647058805,-0.017229170588235254,-0.01654774411764698,-0.01658946529411759,-0.017069226470588172,-0.017938631764705892,-0.018921847058823493,-0.01986222411764693,-0.020587461764705883,-0.02159588823529418,-0.022817611176470576,-0.02392271705882354,-0.02494329823529412,-0.025952320588235378,-0.026849147058823575,-0.027456885882352955,-0.027469825294117733,-0.026750365882353078,-0.025970553529411855,-0.02504120117647063,-0.02357210588235298,-0.021623081764705843,-0.01941766352941182,-0.017206002941176524,-0.015064814117647096,-0.012691236470588174,-0.0098656788235294,-0.006973558823529402,-0.004355629999999999,-0.0019357652941175973,0.0004251835294117323,0.0026549494117646955,0.004522582683823495,0.00582331498039218,0.006754535714285748,0.007792419276018092,0.008358473725490145,0.008760383155080098,0.008743815941176403,0.008711986535947736,0.008284013006535973,0.007758011830065359,0.006953482418300683,0.00595885300653598,0.005089113006535972,0.004356112418300695,0.0036326941830066017,0.002951554771241871
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
