UniprotID	Q9UBT7-2
pNuLoCScore	0.32185939111111106,0.32507587799999993,0.3288772581818181,0.3325202133333333,0.33584965846153847,0.3394477042857143,0.34277555066666665,0.3456568675,0.34739665764705885,0.3437038841176471,0.3434395723529411,0.34597835058823523,0.35132147588235296,0.35863229529411766,0.36766521411764713,0.37518769411764713,0.3816577082352942,0.3850356382352942,0.38716250235294125,0.38895738235294125,0.39058656647058826,0.39230677352941173,0.3941094688235294,0.39559750411764705,0.39349302647058826,0.39373347823529414,0.39294785882352945,0.39251332352941176,0.3919897823529412,0.3925654670588235,0.3937439623529412,0.395068364117647,0.3967038905882353,0.39863740588235297,0.40178906117647056,0.4036971035294118,0.4053388141176471,0.4073368523529412,0.40990779529411764,0.41218632352941176,0.4146335882352941,0.4210630223529412,0.42565582470588237,0.4287481841176471,0.43280152411764705,0.43754703176470583,0.4406851647058823,0.44425060470588235,0.4480832517647058,0.452330594117647,0.45650859705882346,0.46031478647058816,0.46505520352941176,0.47018117235294116,0.4743674505882353,0.478096525882353,0.4849192141176471,0.49404381411764703,0.5029309917647059,0.5108983729411766,0.5215913447058824,0.5305221476470589,0.5385004694117647,0.5468889247058824,0.5544172658823528,0.5613197229411764,0.5678120788235294,0.5741521523529411,0.5804104464705881,0.5855003047058823,0.5899525752941177,0.5939516264705883,0.5978706011764706,0.5976428982352942,0.5949102905882353,0.5917166099999999,0.5894799476470588,0.5865186564705883,0.5838346711764707,0.5812492323529412,0.5780825323529413,0.5746166029411764,0.5711866823529411,0.5680167676470588,0.5654398529411765,0.5622755382352941,0.5600592941176472,0.5579006605882353,0.5513095605882353,0.5489348076470589,0.5488525147058825,0.5479918023529412,0.5473304747058824,0.5459684699999999,0.5440844464705881,0.5409681052941175,0.5371317223529413,0.5346393129411764,0.5324906894117648,0.529969315882353,0.5277460829411765,0.5256236035294117,0.5239504976470588,0.5220486917647059,0.5202922741176471,0.5234250529411765,0.5220619629411766,0.5189141435294118,0.5166850929411764,0.5146140805882352,0.513854962352941,0.5134411211764707,0.5138763417647059,0.5150609811764706,0.51524022,0.5153704788235295,0.5160044641176471,0.516159955882353,0.516375755882353,0.5170038823529413,0.5224242529411764,0.5272274976470588,0.5323105570588236,0.5361723735294117,0.5388420270588236,0.5400670211764705,0.539140524117647,0.5383235799999999,0.5416823888235294,0.5444136511764706,0.5479234070588235,0.5522574988235294,0.55689294,0.5611108170588235,0.5652117405882353,0.5694446582352941,0.5734517605882352,0.5726636311764706,0.5722655805882353,0.5718298011764706,0.5723411570588235,0.5745672835294118,0.5784631129411766,0.5845026482352942,0.5901881105882353,0.5916209047058825,0.5938380482352943,0.595341427647059,0.5958042652941177,0.5950254205882354,0.5940951464705883,0.5943878911764705,0.59764875,0.6008357258823528,0.6038064464705881,0.605864672352941,0.607276064117647,0.6095031405882353,0.6111560111764707,0.6118110547058825,0.6119638694117647,0.6121346129411765,0.6127108452941178,0.6134559788235295,0.6139152470588236,0.6145205982352941,0.6158626605882355,0.61757107,0.6182348694117648,0.6151930482352942,0.61277407,0.6103264052941177,0.6087971676470589,0.6080269641176471,0.6066607935294117,0.6054810347058823,0.6044913323529411,0.6041042647058823,0.6037874194117647,0.6035199194117646,0.6033070564705882,0.6033128058823529,0.60361727,0.6040985311764705,0.608107195882353,0.6100828970588235,0.6136801741176471,0.6179375247058824,0.6229110041176471,0.6283697276470588,0.6342835,0.6404486352941177,0.6468493852941176,0.6539118752941177,0.66099014,0.6678083294117646,0.6742584882352941,0.680513561764706,0.6866724576470589,0.6926635270588237,0.6984062011764706,0.7007373564705882,0.7049898323529411,0.7080169411764706,0.7099289964705884,0.7111352352941177,0.7119534447058823,0.7122565605882353,0.7123867782352942,0.7123368788235294,0.7121116770588234,0.7116571594117646,0.7111641152941175,0.7107607035294118,0.710217544117647,0.70954804,0.7036471347058824,0.6989686035294117,0.6948605800000001,0.6918119147058825,0.6893174047058824,0.6871621752941177,0.6851505835294118,0.6835344000000001,0.6819042941176471,0.6796461200000001,0.6770347494117647,0.6742724964705883,0.6721037288235295,0.6702528552941178,0.668291325882353,0.6665282270588235,0.6648875847058823,0.6686147876470587,0.6711128811764704,0.673067328235294,0.6738214311764704,0.6739221529411763,0.673739288235294,0.6734246411764706,0.6727911623529412,0.6723569329411765,0.6723183894117648,0.6727736094117648,0.6735588270588236,0.6738329064705884,0.6739529270588236,0.6741371011764707,0.6725606952941177,0.6708325182352941,0.6703768494117646,0.6706276729411764,0.6710872747058823,0.6717327688235295,0.6727584664705883,0.6737152458823531,0.6744178694117647,0.6748817164705881,0.6751459970588235,0.6752896617647057,0.6752231205882353,0.6752912264705881,0.6752697735294118,0.6751082264705882,0.6749299229411764,0.6765948252941176,0.67845739,0.6788827058823529,0.6787008376470589,0.6783423617647059,0.6778357911764707,0.6769100152941178,0.6759078788235294,0.6751522588235295,0.6745940617647058,0.6742343900000001,0.6741882876470588,0.6742513699999999,0.6741021876470588,0.6741170917647058,0.6754912917647058,0.6756470447058823,0.6759001358823529,0.6757526223529412,0.6751145670588236,0.6743891905882353,0.6728139529411765,0.6709871411764706,0.6689826900000001,0.6674272647058824,0.6658156217647059,0.6639101894117647,0.6612805041176472,0.6580827594117648,0.6548319217647058,0.6517974394117647,0.6487306470588234,0.6443642723529411,0.6413501547058824,0.6382256752941177,0.6356151105882353,0.6334561917647056,0.6311491094117646,0.6295294152941177,0.6284353682352941,0.6276938682352942,0.6264738094117648,0.6253624111764706,0.6245647135294119,0.6243958588235295,0.6248229029411767,0.6252146582352943,0.6253041729411767,0.6248699529411766,0.6250662311764706,0.625303405882353,0.6250503294117645,0.624230221764706,0.6237294076470589,0.6234759429411765,0.6231333529411766,0.6229638035294118,0.6230201564705883,0.6232386094117648,0.6233406529411766,0.6235342664705883,0.623890095882353,0.6241522164705884,0.6242122929411764,0.6244047217647059,0.6251803152941176,0.6253822035294118,0.6255975794117647,0.6261708594117646,0.6272317082352941,0.6280982788235293,0.6289156729411763,0.6298304511764705,0.6303604035294117,0.6306688035294117,0.6309140741176469,0.6312029070588235,0.6313544147058823,0.6314154752941177,0.631690945882353,0.6320715141176471,0.6319086494117648,0.6321884170588236,0.6324559547058825,0.6328980276470588,0.633666024117647,0.6345774929411765,0.6353213364705882,0.6362161364705882,0.6373006629411764,0.6390016776470587,0.640248368235294,0.6421005094117646,0.6441865764705881,0.6468434058823528,0.6500117352941176,0.6532614529411765,0.6568807552941177,0.6613774982352941,0.6655823594117648,0.670125435882353,0.67449743,0.6787319652941177,0.683101904117647,0.68760079,0.6920621370588235,0.6965339752941176,0.700499745882353,0.7049371641176471,0.708727281764706,0.71223297,0.7161461611764706,0.7191935494117646,0.7223149376470589,0.7255031064705882,0.72854352,0.7313225235294117,0.7339277235294117,0.7366025647058823,0.7390821264705882,0.7411964835294116,0.7431648876470588,0.7451163935294117,0.7469235170588233,0.7487831817647058,0.7506155376470588,0.7524899141176471,0.7543312141176469,0.7552103894117647,0.7564280776470588,0.7573176035294118,0.7578319994117646,0.7580625111764705,0.7583656582352941,0.758488944117647,0.7584008852941178,0.7582719470588236,0.7581653352941177,0.7581677958823531,0.7580587570588236,0.7579786782352942,0.7578714194117646,0.7577172252941177,0.7572658958823528,0.7567873135294118,0.756076805882353,0.7553608564705883,0.7546377329411764,0.7538412211764706,0.7528109782352941,0.7517219429411766,0.750470894117647,0.7492670941176471,0.7481180470588235,0.7468013882352942,0.7455165017647059,0.7442233547058823,0.7430253570588234,0.7418548335294115,0.7407099158823529,0.7398743394117646,0.7391905511764706,0.7386526429411764,0.7380951217647058,0.7374759447058823,0.7369224035294116,0.7365787229411763,0.7362685111764704,0.7361720011764706,0.7361216011764706,0.7360347129411766,0.7362529364705884,0.7364715911764707,0.7367277929411766,0.7368639635294117,0.7379383988235294,0.7385785282352941,0.7383933317647058,0.7383151176470588,0.7382831023529411,0.7381213729411764,0.7381809147058823,0.738408845882353,0.7387093282352941,0.7390968929411764,0.739436171764706,0.7397739747058824,0.7401671629411766,0.7406222276470589,0.7410083323529413,0.7414095105882353,0.7417527441176471,0.7410255717647058,0.7405814158823529,0.7408940711764705,0.7410732323529412,0.7412797247058823,0.7416557599999999,0.7419112988235294,0.7420511523529412,0.742197564117647,0.7422707229411765,0.7423400199999999,0.7423650052941175,0.7423711464705882,0.74227607,0.7422244264705882,0.7415261470588236,0.7401717647058824,0.7393076605882354,0.7384769011764707,0.7375459776470589,0.7366031658823529,0.7356918970588237,0.7347756264705881,0.7338977617647058,0.7329122182352942,0.7319579535294117,0.7310473182352941,0.7302185917647059,0.7294360447058823,0.7285923423529412,0.7276383035294117,0.7266439770588234,0.726223676470588,0.7265121629411763,0.7264098547058824,0.7263825052941175,0.7265634876470588,0.7267251464705882,0.7268545758823529,0.7268188994117648,0.7267637641176471,0.726817171764706,0.7267684070588235,0.7266693835294118,0.7264970305882354,0.7262888482352942,0.7261052505882354,0.7264072188235295,0.7269842629411766,0.7277548194117649,0.7286109558823529,0.7292948699999999,0.7298299247058824,0.7301001894117647,0.73032447,0.7306364247058823,0.7309860835294116,0.7312622188235295,0.7315696111764707,0.7319633758823529,0.7322936029411766,0.7326174676470588,0.7329316382352943,0.7332496264705883,0.7331231852941178,0.7327153829411767,0.7321526400000001,0.7314107835294117,0.7306981835294117,0.7301492405882355,0.7297214741176471,0.72927607,0.7287371776470588,0.728260955882353,0.7277884852941178,0.7272279064705883,0.7266566476470588,0.726136067647059,0.7255600523529413,0.7237924664705883,0.7204891841176471,0.7171766252941175,0.7145498805882352,0.7122491970588235,0.71010685,0.7084033088235294,0.7068136382352942,0.7052996988235295,0.7039286547058824,0.7027308982352941,0.7015272176470588,0.7004157823529411,0.6994864376470586,0.6987054258823528,0.6979755635294118,0.6973147611764705,0.6978655152941177,0.6999619411764707,0.7020609470588236,0.7034503411764707,0.7045051794117646,0.7054340970588235,0.7059494676470586,0.7063860735294117,0.70686025,0.7072095858823528,0.7073200152941176,0.7074925294117648,0.7076047352941176,0.7075495411764705,0.7073542617647057,0.7077903888235294,0.708454612352941,0.7089653994117646,0.7095452794117646,0.7097071170588235,0.7101430129411764,0.7104517247058825,0.7108891423529412,0.7112900364705883,0.7113182129411766,0.7114180129411765,0.7116379917647058,0.7119944329411763,0.7123453094117645,0.7127263270588235,0.7131837994117647,0.7136030235294117,0.713297,0.7127433941176471,0.7122180152941175,0.7116575623529411,0.7115687188235293,0.7112748464705883,0.7111233229411764,0.7109205876470588,0.7108661958823529,0.711135415882353,0.7113093805882353,0.7113243747058825,0.7112891335294118,0.711215971764706,0.711044245882353,0.7100915641176472,0.7091222276470589,0.7083148158823529,0.7076543352941176,0.7072083617647058,0.706859644117647,0.7064915264705882,0.7061042852941177,0.705673745882353,0.7051036905882353,0.7045036588235293,0.7039521194117646,0.7034345076470588,0.7030261311764705,0.7026053605882353,0.7021271870588235,0.701723604117647,0.7020771899999999,0.7024897205882352,0.7027774264705883,0.7028920599999999,0.7028742452941176,0.7026950276470588,0.7024704629411764,0.7022192899999998,0.7019696470588235,0.7017934064705882,0.7015753829411764,0.701232908235294,0.7008368170588236,0.7003935717647058,0.699957454117647,0.6993160364705882,0.6988270982352942,0.6982304923529412,0.6975964947058824,0.6970077147058823,0.6962692170588235,0.6956044323529412,0.6949422088235295,0.6942382458823528,0.6936378070588234,0.6931837505882353,0.6928843388235295,0.6925679152941178,0.6921992211764707,0.6917790123529413,0.691324334117647,0.6907523635294117,0.6902671664705882,0.6896150752941176,0.6889953670588235,0.688418125882353,0.6877173611764705,0.6870621941176469,0.6862700235294117,0.6854839411764706,0.6847479011764707,0.6838276747058822,0.6827477076470588,0.6815468529411766,0.6804478470588236,0.6795573588235293,0.6787628882352941,0.6780826099999999,0.6779665411764706,0.6776590911764706,0.6773210647058824,0.6771538805882353,0.6769355747058824,0.6769898429411764,0.677196495882353,0.677382735882353,0.6775202864705882,0.6776911776470588,0.6779382747058824,0.6781846182352942,0.6783921629411765,0.6786214570588235,0.6787398276470589,0.6787056688235295,0.6785522176470589,0.6779071570588234,0.6776160394117646,0.6773676570588235,0.67700382,0.6767128,0.6762277647058824,0.6757762823529413,0.6754841952941176,0.6752817329411764,0.6750531917647058,0.6748270329411765,0.6746475305882353,0.6745001270588236,0.6743279770588236,0.6752459064705884,0.6766079447058825,0.6779662094117648,0.678916991764706,0.6797800505882353,0.6804080252941177,0.6810044570588235,0.6815671211764707,0.682110191764706,0.682684371764706,0.6832789211764707,0.6838982152941178,0.6845780447058825,0.6852274235294119,0.68590404375,0.686684504,0.6875442507142857,0.6871649469230768,0.6862863383333333,0.6853176872727272,0.684911316,0.6846307955555555
pNuLoCDScore	0.02553726653594779,0.021844493006536014,0.021580181241830032,0.02411895947712417,0.029462084771241903,0.036772904183006605,0.04580582300653607,0.05332830300653607,0.059798317124183153,0.05995976023529426,0.05828524417112313,0.056437169019607936,0.05473690800904979,0.05285906924369743,0.05133391815686272,0.04994063661764703,0.04609636882352941,0.05002959411764707,0.04950828647058836,0.04653497294117653,0.04066830647058822,0.03393317176470584,0.026078748235294047,0.019880669999999878,0.015046182352941084,0.013601767647058782,0.014626558823529312,0.014739721176470544,0.014752247647058847,0.015030078823529469,0.015798326470588264,0.01658881941176471,0.021140561764705856,0.027329544117647042,0.03270796588235292,0.03623486058823533,0.04081174176470587,0.044981564705882326,0.046941202352941136,0.04918224058823534,0.05137936117647052,0.05369318823529401,0.0547195358823529,0.05661768294117636,0.05971638941176466,0.06284431999999995,0.06445965529411768,0.06591020235294126,0.07028562588235299,0.07298079176470584,0.07727516705882354,0.08215018882352948,0.08878982058823537,0.09297511588235302,0.09781530470588234,0.10263832,0.10633401411764704,0.1089891288235294,0.11130348176470589,0.11383736588235299,0.11535524294117638,0.11531913235294117,0.11558512470588239,0.11585510058823528,0.11295138705882352,0.10359908411764712,0.0919792988235294,0.0808182370588233,0.06788860294117638,0.05599650882352947,0.04533420176470604,0.034360307647058885,0.02366526647058842,-0.017553685620915,-0.027063531503267957,-0.0351736567973856,-0.03743824620915032,-0.037860366209150315,-0.03630785797385619,-0.03327483385620916,-0.030777540326797415,-0.027733959738562103,-0.01836805529411764,-0.011228554171123006,-0.005863926421568688,-0.0006535405429864694,0.0035405608403360767,0.006633877568627405,0.008538387757352911,0.007191421176470536,0.019200840588235263,0.030880748235294075,0.035718548235294106,0.0389607082352941,0.04010180764705881,0.040316502941176474,0.040765062941176516,0.04084420999999999,0.03999145882352936,0.03819704941176469,0.03708117411764705,0.03599114882352941,0.035142805294117646,0.03553600411764701,0.03657121294117646,0.04107561117647063,0.04434430411764709,0.04227720941176477,0.04038459882352943,0.03913333235294125,0.037146199411764697,0.034800084117647095,0.03335254058823528,0.03130721764705885,0.029461368823529455,0.028957725294117637,0.028846052941176453,0.028347679411764665,0.027757418823529445,0.025661315294117665,0.023436709999999916,0.037664857058823525,0.04267383176470585,0.05102738647058819,0.060115034117647015,0.06790619588235286,0.07521461529411763,0.08153953176470585,0.08697001294117648,0.09221592823529415,0.09746365117647066,0.10143855823529419,0.10505730058823542,0.10831811470588248,0.11227805588235301,0.11710698529411773,0.12253427529411776,0.11109809647058833,0.08897377176470594,0.07386331352941178,0.05965669823529418,0.04554640588235298,0.03175231000000012,0.019158208235294183,0.009474405294117638,0.00020276411764702518,-0.008432392352941298,-0.01651761529411766,-0.02401378176470592,-0.030703080000000105,-0.03665235117647064,-0.043472498235294144,-0.05118256235294116,-0.06174703117647068,-0.05382936705882352,-0.05058488294117647,-0.04754216647058829,-0.044491481176470615,-0.04009581882352953,-0.03490580058823539,-0.03160403411764706,-0.02980759529411764,-0.02882472529411767,-0.02707880235294119,-0.025374265294117737,-0.02374738941176463,-0.023152739411764656,-0.022533186470588273,-0.0209802911764706,-0.01658051588235293,-0.010331970588235317,-0.006900031764705883,-0.00474221941176467,-0.0024137505882352306,-7.203117647053281e-05,0.0015699982352942454,0.0028060594117648163,0.005965242352941269,0.009023146470588328,0.012433393529411862,0.015623923529411887,0.01905544882352944,0.022778508235294093,0.0273907517647059,0.03186930647058822,0.04291095705882353,0.050662351176470555,0.05960972941176468,0.06846401647058825,0.07662041470588227,0.08403011411764705,0.09071200411764696,0.09665307882352936,0.10183995058823514,0.10738643470588227,0.11202014647058806,0.11632793294117638,0.11960536117647047,0.12194343764705873,0.12359736941176463,0.12446398411764709,0.11888210411764699,-0.052739525581699365,-0.06834735911111112,-0.08421840440522876,-0.095875610875817,-0.1045900626405229,-0.11166594969934641,-0.11643811840522876,-0.11934906105228758,-0.12100450034640524,-0.1127954986764706,-0.1057463123636364,-0.10002060965196075,-0.09555336916289593,-0.09179771726890755,-0.08771320809019606,-0.08426639800735292,-0.0828699242352941,-0.06976237094117647,-0.056003842352941174,-0.045222208,-0.03693280947058822,-0.03074014152941175,-0.026403232529411763,-0.023791599411764695,-0.02213058999999999,-0.019537403941176465,-0.017519698117647045,-0.01595166729411767,-0.014547348764705884,-0.012915673705882369,-0.011744810176470596,-0.011115633941176477,-0.008874632000000007,-0.005584468411764701,-0.002521636941176464,-0.000731542647058811,-0.00031913564705882136,0.0004348031764705787,0.0011081234117647012,0.0014622432352941125,0.001569483235294121,0.001628351117647052,0.0015245775882353,0.0016393066470588302,0.002100639764705897,0.002693146117647073,0.003089706823529423,0.003611648470588258,0.003675465058823553,0.0027834017647058867,0.0017024714705882321,0.0004963004705882262,0.000498857705882351,0.0005809118235294147,0.00023170923529412107,0.0001212777058823486,0.00014906847058823725,0.00023745735294118664,0.00024170552941178008,0.00043471217647059884,0.00046458635294118616,0.00020259823529412274,-0.00013658923529412392,-0.000344671823529423,-0.00016626923529412807,0.00021210311764705697,0.0006074309999999986,0.0013903710000000014,0.0019069919411764738,0.0021111466470588244,0.0024914279411764675,0.0028530184117647045,0.0030175398823529334,0.0030247349411764643,0.003104230352941169,0.0030703057647058704,0.0029176859411764663,0.0026326461764705836,0.0026169674117647174,0.002633218235294124,0.003339315529411767,0.0032516019999999923,0.002662742058823518,0.0012427629411764715,-0.0004349632941176504,-0.00174375847058824,-0.0029620242941176475,-0.004212645588235295,-0.005486872764705872,-0.0065400917058823504,-0.007516511941176467,-0.008330388588235288,-0.009091720647058835,-0.009687667117647056,-0.010230793352941185,-0.010691102411764714,-0.011937970647058836,-0.013465820117647055,-0.013913080235294112,-0.013231484529411773,-0.011782900470588234,-0.010112218941176462,-0.008734559235294113,-0.0075154908823529334,-0.006336122117647065,-0.005210659588235293,-0.004151107411764714,-0.003293449000000011,-0.0025263597058823584,-0.0015917938823529487,-0.0007425961176470638,-5.5888058823540254e-05,0.0012726431176470557,0.0036913437058823523,0.0053707175294117615,0.006295747235294122,0.006720670705882351,0.006967421588235288,0.007218064529411761,0.007418311352941166,0.007681859176470587,0.007946576882352938,0.008205131529411769,0.008607781647058832,0.009126454000000006,0.009571340647058828,0.009924903117647071,0.010315017941176487,0.009998815000000015,0.00860439252941178,0.00717094641176471,0.0061940416470588275,0.005365359411764713,0.00442785794117647,0.00355887594117648,0.002969836529411768,0.0025617255294117652,0.0020693422352941124,0.0016300938235294105,0.0011499807647058838,0.0006194458235294215,0.00012867764705882384,-0.0002785612352941211,-0.000728979529411769,0.00010852752941176158,0.002139632352941158,0.004566073882352938,0.005167926764705885,0.0067732357647058705,0.008355498117647055,0.01082713794117647,0.013956028058823532,0.016743845764705882,0.019761005117647057,0.023191869588235277,0.026597807235294098,0.030457185235294115,0.034007926647058824,0.0376214025882353,0.04159147376470589,0.04442692905882355,0.04572427141176472,0.0466879257647059,0.04917316135294119,0.05210844870588238,0.053808943235294115,0.05462921523529411,0.05383704764705882,0.0523463562352941,0.050912501882352953,0.04902289364705885,0.04684357258823528,0.04417405552941174,0.041406590058823495,0.03883629352941176,0.03578570999999997,0.03192020352941173,0.028986659999999984,0.02680051411764703,0.024674804705882347,0.02104766676470586,0.01877185617647062,0.016611048529411768,0.01529250347058822,0.01487599523529412,0.014382347588235297,0.013833398176470557,0.0134339043529412,0.012929086117647065,0.012896760235294152,0.012474675529411727,0.012070109999999995,0.01227596235294115,0.012964386470588174,0.013198020588235299,0.012754309411764642,0.01210801117647059,0.01129316823529411,0.010257399411764706,0.009259444117647092,0.008308748823529444,0.007127973529411774,0.00595362647058828,0.004920393529411787,0.0040298500000000015,0.003023500588235334,0.0020001052941176767,0.0010200847058824125,-0.000732884705882314,-0.0024923682352940846,-0.00518072588235291,-0.006915976176470551,-0.008492051117647087,-0.009574305823529389,-0.010397162882352928,-0.011156798764705878,-0.011963046411764683,-0.0125244111176471,-0.013114251117647108,-0.013630882882352952,-0.014239030529411778,-0.014880278764705934,-0.015458341117647073,-0.01586102758823532,-0.015228938764705907,-0.013851095235294097,-0.01189376111764709,-0.009207983176470563,-0.006830339705882371,-0.004874491823529503,-0.0034784153529412165,-0.0022690512352941394,-0.001155831235294169,-0.00035084064705881435,0.000424368764705918,0.001281063470588234,0.0021632264117647237,0.0032273970000000207,0.004421789941176507,0.0056434328823529445,0.00741241700000006,0.007776116411764733,0.008292096411764732,0.007859206411764713,0.0078054590588235995,0.007652560000000058,0.007934466470588236,0.008213885882352945,0.008341792941176485,0.008366295294117698,0.008501761176470585,0.008558492941176443,0.008697215882352921,0.008785594117647039,0.008784366470588195,0.008670343529411734,0.0078092617647058105,0.006623389411764685,0.005826978823529394,0.004975983529411782,0.003982581176470601,0.0029055141176470844,0.001922082941176545,0.0010018529411764676,0.0003170794117646758,1.845647058820732e-05,-8.575000000002331e-05,-0.00015768294117646242,-0.0003294858823529312,-0.0006111376470588348,-0.000968639411764699,-0.0013559399999999722,-0.00274407470588231,-0.0029448682352941347,-0.003246915294117636,-0.0033358552941176733,-0.0033514752941176673,-0.0032579758823529648,-0.0034681058823529953,-0.0036715229411764805,-0.00394928588235291,-0.00427858588235297,-0.0047558305882352825,-0.005283571764705841,-0.005620178823529387,-0.005916778823529367,-0.006136677058823481,-0.006456249411764703,-0.005706838823529403,-0.0043804276470588155,-0.00380794470588236,-0.0036598311764705904,-0.0037802423529411933,-0.0038418852941176918,-0.0036246823529411942,-0.0031697341176470384,-0.002601148235294115,-0.002033351176470549,-0.0014933529411764734,-0.0010158105882352997,-0.0006410470588235351,-0.000390701764705903,-0.0001600788235293915,0.0002500264705882216,0.00044737882352938185,-0.0002689805882352958,-0.00024278941176472668,0.00016672352941174418,0.0006548264705882323,0.0012354364705882692,0.0017243764705882347,0.002038564705882373,0.0022164288235294316,0.0022335670588234935,0.00222451882352942,0.0021346447058823437,0.0019097299999999984,0.0018082664705882379,0.0016515582352940872,0.0014176170588235115,0.0013015547058823629,0.001375925294117647,0.0010557429411764685,0.00030131823529414015,-0.00038942823529411474,-0.0010346335294117714,-0.0017656164705882327,-0.0025471094117647253,-0.003362171764705907,-0.004122772352941145,-0.00481218823529414,-0.005388637647058825,-0.005764017647058833,-0.006008425882352925,-0.006206199411764729,-0.00628368176470584,-0.006165697647058793,-0.0060290470588234835,-0.006012964705882362,-0.005678342352941207,-0.005113610000000018,-0.004486091176470586,-0.0037561982352941337,-0.002961205882352963,-0.002056064117647083,-0.0010769405882352923,-0.00018438588235292208,0.0006058152941176287,0.001288811176470589,0.0017590429411764308,0.0021114652941176537,0.002418521764705861,0.0025807747058823327,0.002274295294117601,0.0018811670588235463,0.0017787158823529547,0.001461269411764693,0.0008207364705882514,2.320941176472968e-05,-0.0008113405882353153,-0.0016147923529411523,-0.002466383529411753,-0.0032126599999999783,-0.003804244117647043,-0.00422124235294119,-0.004567755882352947,-0.0046765211764705494,-0.004727704705882352,-0.006620330588235329,-0.007258781176470608,-0.0070055188235294,-0.00678571647058826,-0.006478550588235266,-0.005902648823529449,-0.005070432941176484,-0.004271655882352926,-0.0035614223529412126,-0.002883414117647115,-0.0023947029411764964,-0.0019274294117647417,-0.0015393500000000226,-0.001197470000000006,-0.0009332652941177189,-0.0007560764705882572,0.001275365882352969,0.003997868823529427,0.0051146341176470655,0.005394229411764734,0.005410800588235287,0.005249551764705873,0.004839083529411786,0.0043888052941176425,0.004019372941176491,0.003685511764705912,0.003460891764705848,0.003336427647058854,0.0031224682352941624,0.0029197158823529856,0.002677735882352983,0.0024237911764706244,0.0014104597647059125,-0.0011583988235293885,-0.0024341290588235365,-0.0030784372941176363,-0.0033715255294117508,-0.0035829772941175786,-0.0037415467058823926,-0.0037327478823529214,-0.0037177531764705785,-0.003702227882352971,-0.003655865529411717,-0.003750996705882359,-0.0038361931764706036,-0.0039488643529412,-0.004087669058823545,-0.004237997294117668,-0.0036913805882353157,-0.002698536705882354,-0.002181939647058817,-0.0020156505882353015,-0.002098116176470599,-0.002251880294117714,-0.0023158467647058367,-0.002368063235294121,-0.0024819520588235527,-0.0026543791176470433,-0.0028528879411764962,-0.0030379261764705845,-0.0032058455882352788,-0.0033072873529411545,-0.003337799705882355,-0.0033127171176470516,-0.0029328124117646986,-0.003045439470588246,-0.002741074882352937,-0.002392109823529401,-0.002150238352941161,-0.0019277386470587798,-0.0017602239411764475,-0.0018216715882352769,-0.0020591209999999693,-0.0022391592352940942,-0.002443858411764685,-0.002613983117647045,-0.0028366610588235197,-0.003156840470588243,-0.003560137529411783,-0.003996000470588262,-0.004774187470588248,-0.0061070207647059005,-0.007743918058823546,-0.009269613647058847,-0.01029958952941179,-0.0108904627647059,-0.011298339823529444,-0.011518111000000011,-0.011382314176470607,-0.011085502058823526,-0.010776035235294135,-0.010435201352941195,-0.010061486352941199,-0.00952451700000001,-0.008824973764705854,-0.008086312823529396,-0.007457851352941178,-0.006305973647058788,-0.004915503294117635,-0.003438625941176429,-0.0022791221176470117,-0.0013943671176470523,-0.0007283459411764615,-0.00025120947058825116,4.365841176469376e-05,0.00010767241176466713,0.00020229558823528504,0.0002545658235294096,0.00032321052941176875,0.0003349082352941263,0.0002202706470588317,0.00010889064705885132,0.0001743567647059241,0.00023844529411766457,8.390405882356677e-05,-7.812388235295398e-05,-0.00017267358823530587,-0.0003136156470588125,-0.00044156652941178265,-0.0003787259411764665,-0.00013006770588232242,0.0002053517647059161,0.0005309568235294382,0.0008515768235294319,0.0011411838823529585,0.001392694470588221,0.0016415535294117545,0.001836382352941146,0.002613807941176438,0.003207887352941155,0.003881788235294073,0.004555594705882335,0.0047624363051470275,0.004989997549019604,0.005333382247899171,0.0056452832579185624,0.005814855122549006,0.0059483851604277965,0.006114581647058831,0.006385030522875784,0.006186962287581671,0.005994561699346396,0.00582795111111109,0.00567020640522875,0.004873880228758148,0.0041230349346405015,0.003434794346405215,0.0027697146405228634
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
