UniprotID	Q8WXE1-3
pNuLoCScore	0.4077599644444445,0.400985588,0.39583578909090905,0.3905485541666667,0.38465798538461543,0.3793798257142858,0.3734516913333334,0.3671472493750001,0.3628228370588236,0.35438590764705885,0.3469419947058824,0.3448572417647059,0.3431600535294118,0.3389683435294118,0.3320113847058823,0.32390691000000005,0.3221521011764706,0.32223076176470594,0.3254013335294118,0.3277141511764706,0.3299655117647059,0.33444001000000007,0.3390594170588236,0.34429282588235294,0.35793651529411763,0.36541950470588236,0.36607276941176475,0.36595376117647066,0.3659979129411765,0.364756165882353,0.36619120352941187,0.36970698294117654,0.37510105058823534,0.37988616235294126,0.3840446829411765,0.3856140994117647,0.3877155135294118,0.39023921235294123,0.39216495941176477,0.3951586064705883,0.39822454176470595,0.39353234529411774,0.3932048405882354,0.3984401952941177,0.4055928841176471,0.4125796329411765,0.42089922117647066,0.4256813717647059,0.4283498888235294,0.42946152529411763,0.4299525276470589,0.43089741000000004,0.4333731276470588,0.43596208999999997,0.43883787764705884,0.4416747482352941,0.45045725588235297,0.4592104488235294,0.46720259294117655,0.4748504035294118,0.48282476882352937,0.4900749294117646,0.4962159958823528,0.5013987252941177,0.5058731194117646,0.5105978994117646,0.5152727582352941,0.5201348147058824,0.5241019464705882,0.5277423229411765,0.5314948700000001,0.5353065341176471,0.5384699676470588,0.5346783382352941,0.5316579888235294,0.5294366035294117,0.5283882352941176,0.5273171682352941,0.5262335782352942,0.525454215882353,0.52531156,0.5257510482352942,0.5254054741176469,0.5242909717647057,0.5231174776470588,0.5225769341176472,0.5220638635294117,0.5217918023529411,0.5263241988235294,0.531184934117647,0.5356611635294117,0.5407014717647058,0.5460195423529413,0.5499005794117648,0.5543545441176471,0.55840974,0.5626279105882354,0.5669599605882352,0.5716175017647058,0.5766341994117647,0.5819763076470589,0.586883601764706,0.5916082582352942,0.5959079876470588,0.5991624464705883,0.5977752052941175,0.5960886847058823,0.5948297788235294,0.5928095117647059,0.5907788558823529,0.5898474564705883,0.588536587647059,0.5870275052941177,0.5850001994117647,0.5824812035294118,0.5797291505882354,0.5770679235294117,0.5746125294117649,0.5722901,0.5700796435294119,0.569733525882353,0.569479838235294,0.5692056529411764,0.5692962235294118,0.5692024176470589,0.5688782447058823,0.5679138005882353,0.5667164864705884,0.5660029347058824,0.5656369935294119,0.5657488052941178,0.5658003011764706,0.5657589070588235,0.5656020694117647,0.5655830364705883,0.5656783482352941,0.5653197288235293,0.5636602347058823,0.5621065364705882,0.5607174864705882,0.5591507364705882,0.5578184094117646,0.5565181623529413,0.5560126094117648,0.5559298329411765,0.5555495888235293,0.5555407476470587,0.5558622476470588,0.5566176535294118,0.5581232570588234,0.559856898235294,0.56155879,0.5699158547058822,0.5775556741176471,0.5848398270588235,0.5924683011764705,0.6003589129411765,0.6083485894117647,0.6163283435294117,0.6247516223529411,0.6333897870588235,0.6414879123529411,0.6497072858823529,0.6576071305882353,0.6653118676470589,0.6730783735294119,0.6804721611764706,0.6872877494117647,0.693735905882353,0.6934146588235295,0.6942068941176471,0.6952234570588235,0.6961799829411764,0.6966198376470587,0.697011058235294,0.6974436488235294,0.6977502547058824,0.697653851764706,0.6979706029411765,0.6981725588235295,0.6983549964705884,0.6983200929411765,0.69817765,0.6979567976470588,0.6987930594117647,0.700007444117647,0.6998718294117648,0.6991683588235295,0.6988988135294117,0.6991852758823529,0.6996616505882355,0.6999835947058823,0.700305844117647,0.7001907694117646,0.7003144635294116,0.7004188635294116,0.7004246717647058,0.7005272835294116,0.7007882088235293,0.7008815811764706,0.7009621952941176,0.7002986158823529,0.6994209452941176,0.6999922188235294,0.7011679599999999,0.7018946305882352,0.7022620194117647,0.7023253858823528,0.7024661799999998,0.7023635894117646,0.7024262699999999,0.7022535811764705,0.7021193988235295,0.7020014494117649,0.7016458700000001,0.7008787011764706,0.6977436658823529,0.6965090188235292,0.6958728129411763,0.6951547188235295,0.6936632011764706,0.6924244482352941,0.69113076,0.6900824323529412,0.6892463305882353,0.6883423070588236,0.6876349247058824,0.6870122247058824,0.6861408047058826,0.6851346164705883,0.6842065358823529,0.6833817152941176,0.6829052641176471,0.685055238235294,0.6854710676470588,0.6854239776470588,0.6856216035294116,0.6867362388235294,0.687803574117647,0.6890782976470587,0.6903094447058823,0.6915399188235294,0.6929901188235295,0.6944341523529411,0.6960961917647058,0.6982682682352942,0.700862885882353,0.7035346464705882,0.7088465188235292,0.714042041764706,0.7192389705882354,0.7241440858823529,0.7287443370588236,0.7330647447058825,0.7369370347058822,0.7408243994117647,0.7447495935294118,0.7485406964705882,0.7521398694117646,0.7555595199999999,0.7589283952941176,0.7621044111764705,0.7651038523529411,0.7678504788235293,0.7703195988235293,0.7702274088235294,0.7702166447058822,0.7701454711764706,0.7702041988235294,0.7704150729411765,0.7707278882352941,0.7712857423529413,0.7715544364705883,0.7716065305882353,0.771567715882353,0.7716159547058823,0.7716443747058824,0.7716518129411765,0.7716725482352941,0.7717114935294118,0.7704103435294117,0.7691792905882352,0.7677942988235295,0.7663290952941176,0.7646500011764706,0.7633780876470588,0.7621530229411766,0.7609924447058823,0.7596575217647059,0.7584679276470588,0.7574250535294119,0.7565049594117648,0.7553722852941177,0.7543421988235296,0.7533602841176471,0.7525066464705884,0.7517700870588236,0.7524288811764708,0.7532754835294119,0.7542058341176472,0.7552461223529411,0.7565017811764706,0.7573934841176471,0.7582220429411765,0.7589856052941177,0.7599098370588235,0.7607527229411764,0.761546218235294,0.7622060535294118,0.7629859535294117,0.7637744847058823,0.7646538494117646,0.7678658964705882,0.7706511635294118,0.7733320617647059,0.7756653652941177,0.7779841064705881,0.7802185276470589,0.7822399688235294,0.7843015811764706,0.786330577647059,0.7884556329411767,0.7906976858823531,0.7930151041176473,0.7953195829411767,0.7975114123529413,0.7995629888235295,0.8012772382352943,0.8029758023529413,0.8021423729411766,0.8017634611764707,0.8014261511764706,0.8013618629411766,0.8014184235294118,0.8015915082352942,0.8019813229411765,0.802304891764706,0.802629965882353,0.8028816911764708,0.8030130558823532,0.8032938147058823,0.8035523529411766,0.8039562058823531,0.804561515882353,0.8063323041176472,0.8079425694117648,0.809800871764706,0.8116626070588238,0.813468785882353,0.8151836329411765,0.8166956976470587,0.8180958182352942,0.8194382564705882,0.820569475882353,0.8213877735294118,0.8221042835294119,0.8228387441176472,0.8233708988235295,0.8239115341176471,0.8244798011764705,0.8250419441176471,0.8246775911764705,0.824372076470588,0.8239143270588234,0.8233823188235292,0.8229186258823528,0.8225153376470588,0.8221136688235292,0.8216854164705881,0.821107722352941,0.8207500717647057,0.8206067858823528,0.8204846182352941,0.8203050694117647,0.8199542164705883,0.8194763100000001,0.8145512782352943,0.8087717429411764,0.8035637311764705,0.7983153782352941,0.7927347782352941,0.78764031,0.7827959594117646,0.7782638711764706,0.7741559052941176,0.7702066699999998,0.7665125082352939,0.7629858552941177,0.7597130258823529,0.7566279670588234,0.7536742847058824,0.750934264117647,0.7483848229411765,0.7502435170588235,0.7527918552941175,0.7545740411764705,0.7563500611764704,0.7583074594117647,0.7596370947058824,0.7605985947058823,0.7611209417647059,0.7614080570588235,0.7616473800000001,0.7617750299999999,0.7616682888235295,0.7613786888235294,0.7609987894117648,0.7605140070588237,0.7608630588235294,0.7607286035294117,0.7607097211764707,0.7606263829411766,0.7606142941176471,0.7604489800000002,0.7603313700000002,0.7600884935294118,0.759921355882353,0.7599845711764706,0.7600049388235295,0.760037435882353,0.7601629335294118,0.7603636482352941,0.7606647835294117,0.760921294117647,0.7611673435294116,0.760492818235294,0.7601988535294116,0.7597704888235293,0.7594748947058823,0.7592809094117646,0.7592880211764705,0.7593959564705883,0.7597383835294118,0.7600927364705883,0.7603743388235294,0.7606157535294118,0.7607652535294118,0.7607939970588236,0.7607502882352942,0.7605428788235296,0.7586797917647059,0.7570361188235294,0.756116354117647,0.7553331094117647,0.7543962270588237,0.7532456829411766,0.7519897417647059,0.7507592241176471,0.7496957276470588,0.7486557105882353,0.7475725188235294,0.7465655735294119,0.7456239911764706,0.744765845882353,0.7439459694117647,0.7432651694117647,0.7427376258823529,0.7439734223529412,0.745060134117647,0.74545676,0.7457429458823529,0.7462258164705883,0.7469574605882353,0.7478007194117647,0.7485655752941177,0.7491214894117647,0.7496448882352942,0.7501963611764705,0.750633698235294,0.7509294217647058,0.7511108847058824,0.7513371694117648,0.7525592617647059,0.7535987464705882,0.754642754117647,0.7551522976470588,0.7558207011764706,0.7564947464705882,0.7570492229411765,0.7576139994117648,0.75819909,0.7588172988235294,0.7594992929411765,0.7600266223529413,0.7602949064705883,0.7605170735294118,0.7608384794117647,0.7612281764705883,0.7615906623529413,0.7608523641176471,0.7602152676470589,0.7593802100000001,0.7590192411764705,0.7585200764705881,0.7580440523529411,0.7576583817647058,0.7573389405882353,0.7570483711764706,0.7567529005882353,0.7564266947058824,0.7562904623529411,0.7564246876470588,0.7566250264705883,0.7567611852941178,0.7557712852941177,0.7551455888235294,0.7549301494117647,0.7546440670588235,0.7543362288235294,0.7541473523529411,0.7539123658823529,0.753295391764706,0.7524755482352942,0.7517205576470589,0.7509726188235294,0.7502867688235294,0.7496510452941177,0.7489887647058824,0.7483002370588235,0.7476007835294117,0.7469431382352941,0.7473764588235294,0.7473619788235294,0.7469682652941175,0.7467026329411764,0.7465981194117647,0.7464094776470588,0.7462367088235294,0.7463353123529411,0.746597944117647,0.7467355329411763,0.7467701388235293,0.7466369770588235,0.7463124652941177,0.7458689105882353,0.7453804323529413,0.7393518470588234,0.7344043599999999,0.7301216129411765,0.7265662864705882,0.7233801217647059,0.7205111894117646,0.7178662970588234,0.7153115858823529,0.7128151470588234,0.7103775870588234,0.707994278235294,0.7057214858823528,0.7035374582352941,0.7015017405882353,0.6995998699999999,0.6978280994117646,0.6961536229411764,0.7000459147058823,0.7028407352941176,0.7049905176470589,0.7064753817647059,0.7075389111764706,0.7082490347058824,0.7086339935294117,0.7088770858823529,0.7089459358823529,0.70892039,0.7088349558823529,0.7086088147058823,0.7083155835294118,0.7079203305882354,0.7074761952941178,0.705869871764706,0.7041975270588235,0.7023647882352941,0.7004679470588235,0.6988597435294118,0.6972123529411764,0.6955521447058823,0.6939091917647059,0.6923629447058823,0.6908526364705881,0.68930201,0.6878557029411763,0.6863356105882351,0.6847468635294117,0.683179928235294,0.6816951488235293,0.6802537958823529,0.6799491135294118,0.6796634464705883,0.6795101194117648,0.6794031988235294,0.6789960435294118,0.678616914117647,0.6782450811764708,0.6778427929411767,0.677430445882353,0.6770168105882354,0.6767492429411766,0.6764648347058825,0.6762858935294118,0.676242361764706,0.6762024147058824,0.6762626882352942,0.6760571500000001,0.6758815264705883,0.67578883,0.6757626882352942,0.6758377764705882,0.6761345617647059,0.6764280382352941,0.6767490852941176,0.6771282911764704,0.6775163229411764,0.6779301288235292,0.6783117905882352,0.6786641435294117,0.6790027811764707,0.6793048717647059,0.6795946011764706,0.6796801776470588,0.6799876188235293,0.6802578188235294,0.680462985882353,0.6806064017647059,0.6806481223529411,0.6804536641176471,0.6802262405882353,0.6799403817647058,0.6796406788235293,0.6792774882352941,0.6788644588235295,0.6784663147058824,0.6781099382352941,0.6777511047058823,0.6779068376470588,0.677592415882353,0.676931721764706,0.6763076682352942,0.6755444329411765,0.674998368235294,0.6745996976470588,0.6741269370588234,0.6734794805882353,0.6730001864705882,0.6726409188235295,0.6722930629411765,0.6720436335294118,0.67185991,0.671708104117647,0.6715981770588234,0.6715449111764706,0.6710305229411765,0.6709930270588235,0.6713870770588235,0.6717998805882353,0.6723791747058823,0.6727538276470587,0.6729834805882352,0.6733140999999998,0.6738289,0.6742432041176469,0.6746181776470589,0.674965848235294,0.6752737364705884,0.6755620923529413,0.6758389188235293,0.6763505047058824,0.6769744988235293,0.6771759247058824,0.6775929717647058,0.6780416747058822,0.6784518335294116,0.6787700688235293,0.6790355100000001,0.679337898235294,0.6796778488235294,0.6800288605882353,0.6802690776470588,0.6804406188235295,0.6805622188235294,0.6806960247058823,0.6808163805882353,0.6809499352941176,0.6808114152941175,0.6805448741176471,0.6807043035294117,0.6806808976470589,0.6806219388235294,0.6805840182352942,0.6806250688235295,0.6806442335294117,0.6806278947058824,0.6805307843750001,0.6804190899999999,0.6804071564285715,0.6804579530769232,0.6805912991666666,0.6807150081818182,0.6808503689999998,0.6809663844444445
pNuLoCDScore	-0.04493712738562089,-0.05337405679738566,-0.06081796973856213,-0.06290272267973862,-0.0645999109150327,-0.06879162091503271,-0.0757485797385622,-0.08385305444444446,-0.08560786326797393,-0.07875482623529406,-0.07043445556149724,-0.06283440299019605,-0.05469247361990953,-0.044939815714285736,-0.034392274274509804,-0.022854423492647158,-0.004886321764705992,0.011033597058823508,0.01913077470588237,0.02109651941176477,0.022837859411764694,0.025787822352941192,0.03417981882352955,0.045800072941176495,0.052948949411764756,0.05765540058823532,0.05864334941176469,0.057899948235294096,0.057750001764705905,0.05579920235294117,0.05310554235294118,0.050865780588235376,0.04028802647058832,0.028112840588235377,0.02713207117647065,0.03248643411764707,0.039594971176470595,0.04782346705882351,0.05470801764705879,0.05597438882352934,0.05324883823529408,0.04957536294117637,0.045907844705882384,0.045283310588235315,0.045657614117647016,0.045722877647058735,0.04667291823529407,0.04651614176470581,0.05223271411764702,0.06567810352941167,0.07399775235294115,0.0764102082352941,0.07723188470588227,0.07749529647058812,0.07531677470588216,0.07571735352941178,0.07752323058823518,0.08113637411764696,0.08532023058823518,0.08923740470588237,0.09072881882352934,0.09178023294117654,0.09265699235294123,0.09363178588235294,0.08801271176470582,0.07546788941176469,0.06445539588235288,0.05458619999999986,0.04556346647058823,0.03724223882352945,0.03001758235294133,0.024055490588235307,0.019438440588235406,0.015153148823529583,0.010132715882352872,0.004156157058823329,-0.0009844688235293164,-0.005165388823529349,-0.009431006470588366,-0.013514731764705967,-0.012145768823529357,-0.003493404117647092,0.004003174705882295,0.011264868235294156,0.017631307058823653,0.02258341117647078,0.02812096588235291,0.03295552411764702,0.03731635058823535,0.041208912352940996,0.046212027647058895,0.05234322764705901,0.05885883000000003,0.06430666764705883,0.06954439470588247,0.07411618529411768,0.07283824764705882,0.06659027117647054,0.060427521176470544,0.054128307058823544,0.04678996941176461,0.04087827647058806,0.035492912352941275,0.030126847647058974,0.024399594705882377,0.018040238823529564,0.010863701764705969,0.0030949511764706283,-0.004908384117647158,-0.012271072352941115,-0.019318158235294147,-0.025828344117646895,-0.029428920588235208,-0.028295367058823517,-0.026883031764705856,-0.025533555294117605,-0.023607094117646943,-0.021900611176470575,-0.021933655882353076,-0.021820101176470597,-0.02102457058823537,-0.019363205882352852,-0.016732398235294044,-0.013928849411764754,-0.01130901647058824,-0.009010460000000164,-0.00670706352941175,-0.004401295294117813,-0.004413797058823721,-0.005819603529411688,-0.0070991164705882515,-0.008578737058823616,-0.010051681176470706,-0.011059835294117693,-0.011395638235293992,-0.010703877058823585,-0.010073101764705883,-0.010087404705882541,-0.01020805764705901,-0.009938053529411794,-0.009141253529411641,-0.007478812352941344,-0.00572613823529422,-0.004119558235294085,0.004596125882352919,0.013895439411764743,0.022733290588235366,0.03175081470588237,0.041208176470588276,0.05053018000000009,0.05981018117647041,0.06873901294117635,0.07745995411764706,0.08593832352941178,0.0941665382352942,0.10174488294117645,0.10869421411764701,0.11495511647058854,0.12061526294117653,0.12572895941176476,0.12382005117647077,0.1158589847058824,0.1093670670588236,0.10275515588235296,0.09582106999999995,0.08827124823529398,0.08068271470588229,0.07269202647058826,0.06436046764705883,0.05616593941176484,0.048263317058823585,-0.04384170116993466,-0.05740950911111109,-0.06901720322875818,-0.0789316820522876,-0.08689142911111111,-0.09187325264052289,-0.09243340499346406,-0.09121353528758169,-0.09056903116993462,-0.08092277020588234,-0.07198976872192513,-0.06380874251960786,-0.056929572959276004,-0.051933504294117624,-0.048507877247058837,-0.045410227904411765,-0.040094303882352925,-0.02456679417647062,-0.011408232117647063,0.0005755396470588231,0.01114429670588235,0.017851216705882356,0.020195090235294103,0.02052843111764706,0.02134270611764702,0.023207204647058804,0.025086269352941157,0.025824431176470597,0.026220274235294133,0.02646175694117646,0.027318843999999995,0.028610438941176458,0.027298882470588245,0.024118868941176486,0.021831288058823548,0.01915536629411764,0.015000339588235267,0.010081493705882363,0.006662103411764722,0.0038013004705882564,0.001172309294117685,-0.0021675801176470333,-0.006233124235294124,-0.009848145411764708,-0.013410529294117665,-0.01644443317647061,-0.019442284352941167,-0.022225786705882336,-0.025133909647058833,-0.025740034705882375,-0.027353674117647067,-0.029233186470588216,-0.029818949176470558,-0.02841185688235294,-0.027212770705882364,-0.026635578647058872,-0.026069054235294153,-0.02500742276470591,-0.022414960058823527,-0.018732711823529424,-0.01452307594117648,-0.009852159470588207,-0.005117314176470586,0.00011849700000000907,0.005717048764705884,0.01167343147058826,0.018868180058823555,0.027351080647058837,0.035926584176470586,0.04399369894117648,0.05072459452941179,0.057750207764705935,0.0645505430588236,0.0706415374705883,0.0753272553529412,0.07803728323529413,0.07945866323529413,0.07999946558823527,0.08004321088235292,0.07947179794117648,0.07900335735294117,0.07837008205882355,0.07718912052941179,0.07439096817647062,0.07076395582352946,0.06700980170588239,0.06275970611764708,0.058717107294117665,0.05474071376470588,0.051113831411764676,0.047943511999999994,0.04550849588235295,0.04386833882352942,0.042749462941176514,0.04145138235294124,0.04033588705882349,0.03857261647058827,0.03595879470588234,0.03272287352941172,0.029728966470588175,0.02716046294117641,0.025031539999999936,0.023146328235294056,0.021368744117646943,0.019288067647058732,0.01704426235294118,0.014592806470588221,0.01215781941176472,0.009746958823529467,0.007156125294117632,0.004913005294117645,0.002923497058823582,0.0014402817647058697,0.0011259782352941172,7.477941176473046e-05,-0.0005031282352941091,-0.0010530229411764847,-0.0014875499999999764,-0.0015106841176470709,-0.0016344976470587524,-0.0012173741176470243,-0.0005955776470588092,0.0003820682352941307,0.001442236470588193,0.0025599476470587745,0.003643578235294126,0.004774671176470541,0.005863944705882307,0.006481424705882283,0.00637511941176469,0.007004272352941154,0.008369508823529409,0.009542561764705887,0.010564314705882316,0.0112387017647059,0.011612471764705923,0.011718332352941202,0.01166156941176466,0.011582581764705863,0.011363155882352982,0.011129814705882396,0.010974344705882405,0.010946020000000056,0.011038181764705945,0.01443100117647067,0.018198759411764742,0.022220117058823485,0.024452450000000014,0.026019751176470596,0.02649624647058829,0.027504920588235282,0.0282916664705882,0.029490917647058773,0.030836272352941174,0.03212543588235295,0.03365620764705879,0.035375874705882326,0.037124103529411756,0.03872061882352934,0.040050066470588175,0.038005111764705835,0.03265198705882344,0.028000288823529396,0.024278870000000008,0.02221628588235297,0.02204328882352946,0.022409597647058854,0.02253528352941181,0.022590551764705924,0.022296575882352954,0.021858047058823493,0.02112562411764707,0.019931341764705846,0.018467744117647067,0.017024574705882423,0.01553774588235296,0.009727812352941234,0.008455722941176524,0.007836681764705866,0.0072991882352941295,0.006364921176470584,0.004888901176470506,0.00265361176470591,0.0010192370588235078,-0.0007571105882352991,-0.0021573147058823183,-0.003364822941176404,-0.004362827647058809,-0.005061862941176498,-0.005814481764705948,-0.006636702941176464,-0.0077454364705882295,-0.004171397058823523,0.0023326211764706506,0.006257555882353105,0.008790560588235352,0.009828254705882444,0.009881582352941232,0.009171998823529426,0.00793954117647061,0.00642513823529417,0.004494353529411743,0.002056592352941089,-0.0005746288235293773,-0.0034194999999999087,-0.006034992352941082,-0.008242855882352962,-0.009998145882352927,-0.012265071176470577,-0.01827557941176472,-0.022483214117647143,-0.025342631764705914,-0.027132182352941292,-0.028018285882352945,-0.028058739411764733,-0.027491238235294257,-0.02690530058823537,-0.02641015058823537,-0.025369483529411763,-0.024278905294117692,-0.02327245823529417,-0.02233591529411777,-0.021905115294117705,-0.02136037647058825,-0.02039267882352952,-0.019267341764705903,-0.01918387352941181,-0.01943755000000008,-0.01972370294117648,-0.020324395294117725,-0.021101687058823537,-0.022101115294117568,-0.022841299999999953,-0.02270660705882349,-0.022228815294117577,-0.021732678823529417,-0.020669652352941215,-0.01943638117647062,-0.017835206470588227,-0.016105956470588323,-0.014038114705882287,-0.012557798823529476,-0.010271301764705865,-0.007806401176470579,-0.005260005294117631,-0.0028963064705881947,-0.0006833035294117051,0.0014991117647059071,0.003521038823529443,0.005051732941176557,0.0059399188235294,0.006781296470588338,0.007456798823529398,0.008074201176470674,0.008650340000000034,0.008971197647058893,0.008785267647058781,0.007893827647058815,0.0067004176470588095,0.005323238235294125,0.003842643529411771,0.0023626711764705433,0.001112094705882305,6.157529411771057e-05,-0.0008715076470589,-0.0017032970588236052,-0.0024016652941176164,-0.0029814476470589324,-0.0036706894117646827,-0.004472494117647052,-0.005375139411764707,-0.006324158235294086,-0.007867434705882304,-0.008198407058823465,-0.008191099999999951,-0.007888734117647012,-0.007622525882352904,-0.006919490588235266,-0.006133314705882409,-0.005285091764705985,-0.004455615294117643,-0.0036813664705882543,-0.002869922352941201,-0.0020658694117647314,-0.0012694747058824007,-0.0003936900000000021,0.00044677705882351093,0.001249582941176497,0.002655789999999991,0.004079676470588267,0.0047165717647059124,0.00494235705882351,0.005044362941176439,0.005071498823529419,0.00476257529411761,0.004300984117647011,0.003716901764705849,0.0030806317647058545,0.0024736923529410926,0.0017950552941176645,0.0011044941176471257,0.0005179847058823794,2.307352941172125e-05,-0.00033726235294129214,0.00022188705882353332,-0.0009144600000000613,-0.002347787058823547,-0.003353911764705897,-0.0037834029411764614,-0.004119695294117598,-0.0042506405882352105,-0.004363150588235221,-0.00448249764705877,-0.004750451176470494,-0.004988508235294009,-0.005163806470588228,-0.005198215882352919,-0.0053021147058824325,-0.00539370294117647,-0.0054780994117646364,-0.006474469999999954,-0.007186808235294051,-0.0057792794117647595,-0.0035621141176470084,-0.0018440841176470824,-0.0007177511764706601,0.00011794470588233352,0.0008151194117646532,0.001550650588235336,0.0025258929411763886,0.003588258235294073,0.004574601176470572,0.005325351764705832,0.005796562352941181,0.0060983964705882965,0.0062937158823528905,0.006519184117646903,0.007736879999999946,0.0077935252941176425,0.0067543288235293875,0.005658347058823621,0.004818929411764761,0.0042170852941176284,0.0037188041176470787,0.003075415882352883,0.002421628823529476,0.001649730000000016,0.0009297752941176407,0.00033989058823530316,3.0376470587789584e-06,-0.00021911941176472327,-0.00039092882352947944,-0.0006922688235292962,-0.0013482747058823352,-0.0023674241176470656,-0.0035043505882352832,-0.004560017647058934,-0.005476220000000032,-0.006584909999999999,-0.007758226470588214,-0.008761100000000022,-0.00960296999999996,-0.01053367000000005,-0.011531081764705825,-0.012543995882352915,-0.013615970588235271,-0.014729331764705839,-0.015789424117646916,-0.01736948176470593,-0.018440550588235266,-0.019122194705882306,-0.019330291176470643,-0.019341709999999956,-0.019258167647058844,-0.018904100588235273,-0.018214805882352914,-0.017466138235294082,-0.016835505294117675,-0.0161836917647058,-0.015554982941176465,-0.014947333529411744,-0.01442673470588235,-0.013903904705882403,-0.01355879235294119,-0.012694085882352907,-0.011511392941176535,-0.01072041411764707,-0.010160232941176489,-0.009848778823529442,-0.009676607058823533,-0.009647788235294136,-0.009943710588235316,-0.010357071176470611,-0.010826720000000012,-0.011237810588235309,-0.01161290823529415,-0.011919411764705873,-0.01208251882352937,-0.012104375294117592,-0.011976181764705857,-0.013105937058823486,-0.01422885470588231,-0.015172799411764692,-0.01619960882352936,-0.0169769370588235,-0.01756984529411762,-0.01801740882352937,-0.01830917705882354,-0.018487685882352944,-0.01858864764705881,-0.018682829411764718,-0.018780675294117616,-0.018879415294117657,-0.018996854705882332,-0.019227159411764727,-0.019464124705882352,-0.018335577647058843,-0.016339732941176494,-0.014709399411764718,-0.012790164117647052,-0.010813698823529366,-0.009133899411764679,-0.007692376470588236,-0.0064051952941176216,-0.005223597647058792,-0.004125423529411781,-0.0030792847058823403,-0.0020171641176470745,-0.0009539547058823872,0.00011465235294116916,0.0012172117647058778,0.0023227676470588265,0.003766384705882364,0.003772394117647071,0.004143750588235295,0.004241309411764704,0.004113044117647041,0.00402470588235293,0.0040508958823529395,0.004042947058823548,0.004046634117647024,0.004077186470588218,0.004142829999999986,0.0041983164705882425,0.00420176823529414,0.004141514705882338,0.0039941964705882405,0.0037441500000000016,0.003140130588235285,0.0020568147058823705,0.0010302052941176532,0.00021379058823525754,-0.0004634582352941452,-0.0010623494117647236,-0.0015659152941176757,-0.0019521464705882507,-0.002236626470588199,-0.002493364117647029,-0.002808384705882322,-0.003132413529411765,-0.003424001176470598,-0.0036704723529411565,-0.0038858876470588,-0.003958967647058831,-0.0036027152941176255,-0.00293398882352941,-0.0020952817647058586,-0.0013321894117646615,-0.0006850217647058621,-2.4362941176442332e-05,0.0005987088235294702,0.0011887952941176672,0.001677038823529431,0.002162774705882331,0.002693529411764678,0.0032713276470588137,0.0038364582352941323,0.004384682941176471,0.00498152941176469,0.005524159411764679,0.005612392352941142,0.00544852705882351,0.005276077647058813,0.005021197058823507,0.004767697058823517,0.004502275294117619,0.0041611623529411446,0.0038315735294117415,0.003509988823529403,0.003219152941176473,0.0029236399999999774,0.0025824258823529123,0.002220685294117647,0.001860272352941117,0.0014919982352940842,0.0011095523529411622,0.0008125394117646789,0.0004673435294117456,-5.255294117684217e-06,-0.00046379411764704837,-0.0008063705882352945,-0.0011244094117646986,-0.001340132941176464,-0.0015107364705882476,-0.0016223641176470738,-0.0017262264705882324,-0.001821004117647046,-0.0018958829411764577,-0.001941062941176519,-0.0019340935294117345,-0.00198882117647059,-0.0021571448897058643,-0.002427503176470558,-0.0023665256302521365,-0.0017649453393665249,-0.0010467211274510224,-0.00031771978609629326,0.0002721411176470623,0.0007738578431372711,0.0009191049019608155,0.0010302266666666893,0.0010717213725490449,0.0010981307843137555,0.0011117231372549385,0.0011203796078431971,0.0011031431372549305,0.001132659019607879
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
