UniprotID	Q96AC1-3
pNuLoCScore	0.2761675588888889,0.280417666,0.28997127363636366,0.29493512,0.29619945076923077,0.29834287785714286,0.30490568333333334,0.311526515625,0.31686631117647057,0.3032525794117647,0.30120826941176465,0.30971701352941183,0.3142457623529412,0.3232281947058824,0.3379062770588236,0.3537608570588236,0.36944541352941185,0.38633398117647066,0.39681363647058826,0.40396950705882356,0.4128467464705883,0.425418815882353,0.43726507588235297,0.44490631058823527,0.45337881411764713,0.46296441529411775,0.4835771864705882,0.4955149188235295,0.5054685805882353,0.5142910235294118,0.5230122141176471,0.5313369964705883,0.53815222,0.5438882676470589,0.5467637188235295,0.5498194176470589,0.5507246558823531,0.5517167535294119,0.5513900847058822,0.5500729376470588,0.5489196699999999,0.547254898235294,0.5443505570588236,0.5405789676470589,0.538360391764706,0.5367037405882352,0.5334662582352941,0.5294237464705882,0.5267696170588235,0.5239050388235295,0.5226451647058824,0.5225327205882353,0.5221791211764706,0.5235510741176471,0.5250803176470589,0.5254446423529412,0.5025436311764706,0.4900789594117646,0.47631941823529417,0.4647363735294117,0.45614788823529406,0.44818248117647064,0.4345752147058823,0.4233102470588235,0.4103655017647058,0.39890570352941174,0.38974045000000007,0.3800164088235295,0.3673488294117647,0.3553000152941177,0.3422298682352941,0.33363067588235296,0.3253255994117647,0.3409962782352941,0.34808678882352934,0.3549440364705882,0.36160922823529407,0.36613692235294115,0.3698878358823529,0.3794133447058823,0.3862647794117647,0.3941773541176469,0.40146309117647055,0.4071673029411764,0.4127485935294117,0.4216044541176471,0.4301282723529412,0.4399645752941176,0.44515348941176464,0.4479578529411765,0.4512794494117647,0.45490891647058823,0.4589789935294118,0.46330550176470586,0.46800749882352943,0.4720344241176471,0.47682771764705895,0.48244111529411765,0.488817374117647,0.49281429647058816,0.4970893635294118,0.5014572317647058,0.5048382005882351,0.5075046047058822,0.5096225629411764,0.5107113764705883,0.5158236923529411,0.5210149170588235,0.5245157029411766,0.5280317876470589,0.5300785464705884,0.5316926052941175,0.5325361817647059,0.5324812970588235,0.5325954970588236,0.532856255882353,0.5340561394117648,0.5348313805882353,0.5351753688235295,0.5353946864705883,0.5380840041176471,0.5408746723529412,0.5461997488235295,0.5495205605882354,0.5525883064705883,0.5552920205882355,0.5582555005882355,0.5615661264705883,0.5654218588235295,0.5695951529411767,0.5738578176470588,0.5779381852941177,0.581809832352941,0.5848029952941177,0.5875967776470586,0.5912289752941176,0.5949615517647059,0.5967861194117647,0.5989013488235294,0.5999346194117647,0.6017721076470588,0.6032171641176471,0.6044524788235295,0.6061467482352941,0.6077904988235294,0.6092388047058825,0.6105356047058824,0.6154819164705883,0.6274625370588235,0.6424282723529412,0.6591795705882353,0.6773698058823528,0.6987367494117647,0.7202311517647059,0.7413644547058823,0.7621427135294118,0.7828313194117648,0.8037995135294118,0.8249443752941177,0.8460741341176473,0.8664098223529413,0.8862906129411765,0.9057793188235296,0.92527386,0.9408197152941178,0.9494072623529413,0.9552141270588235,0.9596139505882353,0.962967474117647,0.9628392188235295,0.9626395047058826,0.9624870517647058,0.9623739258823529,0.9622553023529411,0.9621584435294117,0.9620666382352941,0.9619669352941176,0.9618702352941175,0.9617824835294118,0.9617189070588235,0.9616735752941177,0.9616277023529411,0.9615889588235296,0.9615483647058823,0.9611674000000001,0.9610380117647058,0.9609601435294117,0.9609281847058824,0.9609274376470589,0.9609344988235293,0.960949378235294,0.9609678194117645,0.96097723,0.9610003182352939,0.96102331,0.9610506264705883,0.9610824441176471,0.9611118429411764,0.9611165017647058,0.9611078394117646,0.9610311688235292,0.9613169311764703,0.9613475929411763,0.9613053441176469,0.961210644117647,0.9610710676470589,0.9609222676470589,0.9607612294117648,0.960601905882353,0.9604550017647059,0.9603086605882352,0.960154868235294,0.9599933676470589,0.9598213617647059,0.9596535123529412,0.9595035123529412,0.9594009770588237,0.959386321764706,0.9592931564705883,0.9591395164705884,0.9590242358823529,0.9589524394117648,0.9589018835294117,0.95884056,0.9587569482352942,0.9586491105882354,0.9585257747058824,0.9583553647058823,0.9582007782352941,0.9580483623529412,0.9579144741176469,0.9577957411764705,0.9576881058823531,0.957546994117647,0.957378586470588,0.9572776864705882,0.9572333588235293,0.9571827294117646,0.9571085464705883,0.9570197005882352,0.9569378182352942,0.9568892299999999,0.9568626029411765,0.9568434288235295,0.9568653152941176,0.9568859211764705,0.9569226970588235,0.9569566852941175,0.9570729811764707,0.9572344811764706,0.9573647552941179,0.9574275064705882,0.9575172799999999,0.9576254564705884,0.9577500270588236,0.9578851300000001,0.9580030023529414,0.9581351770588237,0.9582622864705881,0.9583927688235294,0.9585228947058821,0.958649918235294,0.9587523541176469,0.9588275511764704,0.9588955252941176,0.9588685835294117,0.9587816447058822,0.9587069917647059,0.9586925417647059,0.9586446123529411,0.9585828917647059,0.9585000447058822,0.9584222976470588,0.9583713188235295,0.9583153029411764,0.9582614905882354,0.9581951729411765,0.958124611764706,0.95806899,0.9580314976470587,0.9578907247058824,0.9578419505882352,0.9577844764705882,0.9577444605882351,0.9577464417647059,0.9577526211764704,0.9576997952941175,0.957673565882353,0.9576576599999999,0.9576238441176469,0.957567858235294,0.9574533311764706,0.9573146488235293,0.9571746076470589,0.9570180229411765,0.9568009711764707,0.9565846652941176,0.9565024111764705,0.9563231382352939,0.9561652717647059,0.9559779911764705,0.9557434329411765,0.955534891764706,0.9553855117647059,0.9552026323529411,0.9550147499999999,0.9548442388235294,0.954698885882353,0.9545977929411764,0.9545039547058823,0.9543990076470588,0.9543116276470589,0.9541391482352942,0.9535815188235295,0.9530329594117648,0.9524846617647059,0.9519559717647058,0.951404165882353,0.9507838076470588,0.9501475076470588,0.9494898341176471,0.9487895752941176,0.9481109635294118,0.9474498611764705,0.9467919611764705,0.9461592635294119,0.9455504164705884,0.9449563811764705,0.9443867600000002,0.9439566658823528,0.9439200105882354,0.9438749288235295,0.9438206376470587,0.9437481176470589,0.9437224058823531,0.9437972905882352,0.9438798376470589,0.943978167647059,0.9441336735294118,0.9442675323529413,0.944367155882353,0.944454945882353,0.9445266652941177,0.944592222352941,0.9446909047058822,0.9448369494117647,0.9448775947058825,0.9447984011764705,0.9446617488235293,0.9445562870588233,0.9444498670588236,0.94435714,0.944210431764706,0.9440538941176471,0.9439147870588236,0.9437683064705882,0.9435922476470587,0.9433687182352941,0.9430996105882352,0.9428599617647059,0.9426123852941176,0.9423211264705882,0.9419756764705882,0.9417259311764705,0.9415943035294118,0.9415094711764707,0.9414009629411764,0.941271935882353,0.9411430452941177,0.9410390476470589,0.9409371970588234,0.940809518235294,0.9406746964705883,0.9405701435294118,0.9405166494117647,0.9405167299999999,0.9401866005882352,0.9398350729411764,0.9393241023529413,0.9388771970588236,0.9384911382352942,0.9381368405882353,0.9378031817647059,0.9374872370588235,0.9371913988235294,0.9369532047058823,0.9367206005882353,0.9364009864705882,0.9360356394117647,0.9356381888235293,0.9352323888235294,0.9348458358823527,0.9345114747058821,0.9345066688235295,0.9345645923529411,0.9347960511764706,0.9349777329411766,0.9350914976470589,0.9351365164705884,0.9351626929411767,0.9352040141176472,0.9352295405882355,0.9352088552941179,0.935222641764706,0.9353378117647061,0.9355204235294119,0.9357532141176472,0.9360036876470589,0.9366446111764706,0.9371249723529411,0.9375628758823529,0.9379643288235294,0.9383857229411765,0.9388014164705882,0.9392061711764706,0.9396295464705883,0.94005077,0.9403822876470588,0.94074517,0.9410737,0.9413725958823531,0.9416573105882354,0.9419385011764706,0.9422101752941177,0.9424628488235293,0.9422918017647058,0.9422255388235294,0.9421648058823529,0.9421075117647059,0.942012444117647,0.941893741764706,0.9418026752941177,0.9417102041176468,0.9416033358823528,0.9415293205882351,0.941412982352941,0.9412859317647059,0.9411727888235294,0.9410564299999999,0.9409157511764704,0.9408841158823529,0.9408528176470589,0.9407558411764706,0.9406514823529414,0.940599068235294,0.9405014505882354,0.9402790976470589,0.9400459641176472,0.9398312311764707,0.9395746529411766,0.9393724035294119,0.9392286094117647,0.939123231764706,0.9390105000000001,0.9389057147058824,0.938768055882353,0.9386360647058825,0.938403911764706,0.9381463847058823,0.9379555882352941,0.9377675411764705,0.9375141552941176,0.9372728023529412,0.9371780817647057,0.9370921035294117,0.9369817399999999,0.9369318694117645,0.9368294370588235,0.9366926370588236,0.936516417647059,0.9363672764705884,0.9361987205882354,0.9360885464705884,0.9360972611764706,0.936167257647059,0.9362881300000001,0.9362882705882354,0.9363063023529412,0.9363121294117649,0.9363690235294119,0.9364180447058823,0.9364755076470589,0.9365410129411764,0.9365756129411764,0.9365878335294117,0.9366046,0.9366016411764706,0.9365550435294119,0.936498731764706,0.9363625705882352,0.9361299411764705,0.9358389152941176,0.9355280129411765,0.9353683629411764,0.9352035547058823,0.9350851217647058,0.93495741,0.9348395594117646,0.9347169629411765,0.93457756,0.9344670305882352,0.9343889482352942,0.9343166900000001,0.9342742547058824,0.9338627694117648,0.9336250064705882,0.9336301317647059,0.9336125352941177,0.9335199647058824,0.9334839529411765,0.9334538494117649,0.9333464111764705,0.9331877758823529,0.9330199323529412,0.932872355882353,0.9327458188235295,0.9326437658823529,0.9324896188235293,0.9323265129411764,0.932147034117647,0.9319609164705882,0.9321600017647059,0.9321887911764706,0.9320220035294118,0.9318518411764707,0.9317625411764707,0.9316375670588236,0.9315090841176472,0.9314313670588236,0.9313945711764705,0.9313630029411765,0.9313245088235294,0.9312780770588234,0.9312116652941177,0.9311793770588235,0.9311466735294117,0.9313161147058822,0.9313081676470588,0.9311710852941175,0.9311849382352941,0.9312313064705884,0.9313233270588236,0.9314248305882354,0.9315305188235296,0.9316303229411766,0.9317086488235296,0.9317844064705882,0.9318644947058824,0.93195021,0.9320210358823529,0.9320699652941177,0.9321476929411764,0.9322300494117648,0.9320967347058824,0.9320959482352942,0.9322405070588236,0.9322532217647062,0.9322039335294119,0.9321272070588237,0.9320067623529412,0.9318144564705882,0.9316243270588236,0.931477101764706,0.9313286047058824,0.9311672047058823,0.9309854635294117,0.9308079164705881,0.9306667282352941,0.9303433711764706,0.9299224652941177,0.9295165188235294,0.929159175882353,0.928642264117647,0.9280419347058824,0.9275738800000001,0.9271654152941177,0.9268506388235294,0.9265928388235295,0.9263418094117647,0.9260854405882353,0.9258218729411765,0.9255949117647059,0.9253932082352941,0.9252017694117648,0.9249894988235295,0.9248868400000001,0.9248565735294119,0.9247478094117648,0.9245876035294118,0.9246307800000001,0.9247567076470589,0.9247796447058825,0.9247030623529412,0.9245649111764705,0.9244187447058824,0.9242756564705883,0.9241403976470588,0.9240275594117646,0.9238781829411764,0.923708261764706,0.9239278770588236,0.9240317770588237,0.9240095652941177,0.9239243964705883,0.9239328394117647,0.9237614535294119,0.9235773123529413,0.9234160023529413,0.9233019023529413,0.9232642141176471,0.923230041764706,0.9231845805882354,0.9231496882352941,0.9231106117647059,0.9230784705882352,0.9230549729411766,0.9230214411764708,0.922567311764706,0.9222694117647059,0.9221471494117646,0.9221047376470588,0.9220071752941175,0.9221485494117647,0.9222710811764706,0.9223541929411765,0.9224106482352941,0.9224161011764704,0.9223858894117645,0.9223948052941174,0.9223923564705883,0.9223958005882353,0.9223854299999998,0.9223143770588235,0.9223847241176468,0.92234871,0.9220267,0.9216061270588236,0.9211192117647058,0.9208136111764706,0.9205655376470588,0.9204005823529412,0.9202050058823529,0.9199803505882355,0.9197633717647059,0.9195885305882351,0.9193882247058823,0.9192155364705883,0.9190516276470589,0.91883333,0.9186375047058823,0.9182729576470587,0.9180158894117646,0.9180214758823527,0.9180904441176468,0.9182263299999999,0.9182426988235293,0.9182043782352941,0.9180893429411765,0.9180257664705882,0.91797359,0.9179441064705883,0.9179040452941177,0.9178749547058824,0.917813195882353,0.9181036976470588,0.91829986,0.9185941947058823,0.9189581476470589,0.9193495929411765,0.9197571517647058,0.9201765894117645,0.9205035070588234,0.9207559717647057,0.9208996870588235,0.9210008635294118,0.9211020576470589,0.9212002517647059,0.9211497905882353,0.9209706105882354,0.92114433875,0.9213242346666667,0.9210812635714286,0.9209852376923078,0.9207726191666668,0.9204566300000002,0.920068286,0.9195597733333334
pNuLoCDScore	0.040698752287581685,0.027085020522875813,0.025040710522875764,0.03354945464052295,0.03807820346405233,0.04706063581699349,0.0617387181699347,0.07759329816993471,0.09327785464052296,0.10591631517647065,0.1068423628342246,0.10903438705882357,0.11664729570135751,0.1270759380252101,0.13235939254901963,0.13337979496323527,0.13651250294117656,0.15971183588235305,0.18236891705882358,0.18579790529411766,0.19122281823529408,0.19106282882352943,0.1851059370588235,0.1775761394117647,0.1687068064705881,0.15755428647058822,0.14995008235294122,0.14584991058823532,0.1378779094117648,0.12629793764705888,0.11412500882352927,0.10516662705882351,0.09554085588235273,0.0842904829411763,0.0607733705882354,0.045064048823529435,0.032891811176470664,0.022412717058823417,0.010454044117647054,-0.0019132500000000885,-0.011382602941176434,-0.01998322882352943,-0.024118554117647073,-0.027286697058823584,-0.028545534705882503,-0.028165679411764732,-0.026309767058823375,-0.024628295294117586,-0.04637603882352925,-0.05717593882352945,-0.06803113882352946,-0.07584259411764721,-0.0822125035294119,-0.08852125941176459,-0.09889104352941186,-0.10611349941176473,-0.1164041152941177,-0.12499933529411772,-0.13290471470588233,-0.1425163117647058,-0.15483029176470586,-0.16825105882352942,-0.18285044941176476,-0.19181396647058824,-0.1772180317647059,-0.1490826811764705,-0.12823262941176483,-0.10979233705882352,-0.09453866,-0.08204555882352949,-0.06468737882352937,-0.04389690235294119,-0.02410072235294114,-0.0047283494117648095,0.011722641176470483,0.02715089411764693,0.04539976411764696,0.06630443882352938,0.0878984041176471,0.10633389941176463,0.11982788999999994,0.10696157470588241,0.10319266058823534,0.09996488000000003,0.09736976529411773,0.09716857941176471,0.09811966294117652,0.09262107941176484,0.09056293823529427,0.08826376117647072,0.08735428294117642,0.08564699352941174,0.08434077000000012,0.07985277764705873,0.07470992823529393,0.06754002941176462,0.06446907352941172,0.06275352352941177,0.06454424294117644,0.06610600058823529,0.06553670941176476,0.06472628588235307,0.06207104764705895,0.059658181176470426,0.055708464117646905,0.05004018176470587,0.04377812294117661,0.040041959411764805,0.036966775882352976,0.033374148823529515,0.03033716823529431,0.027890081764706087,0.02846144117647076,0.030163295882352892,0.030376056470588386,0.028505643529411873,0.028072603529411766,0.02726023294117652,0.02817695411764709,0.029873521176470796,0.032885677058823615,0.037113855882353164,0.0412623205882352,0.0450819294117647,0.04775369294117626,0.049971614705882406,0.05242140882352919,0.055834288823529254,0.05687754764705877,0.05591144705882356,0.052701599999999904,0.05041405882352934,0.049183801176470476,0.047925143529411685,0.046196978235294006,0.044580621764705786,0.04236863999999996,0.039643651764705856,0.03667778705882363,0.037543731176470585,0.04565270470588245,0.057625277058823476,0.07158279294117664,0.0861408305882353,0.10377519764705878,0.12344503235294113,0.1424631058823529,0.16220809411764703,0.18105921176470596,0.20058234941176467,0.2204918964705882,0.23992738588235318,0.25861932352941186,0.27705180823529396,0.29524371411764716,0.30979194352941175,0.3133571782352943,0.30697899000000006,0.2960345564705882,0.28224414470588244,0.2642307247058824,0.24260806705882365,0.22127505000000025,0.20034433823529407,0.17954260647058817,0.1584557888235293,0.13721406823529403,0.11599250411764683,0.0955571129411763,0.07557962235294102,0.05600316470588218,0.036445047058823454,0.02085385999999989,0.012220439999999888,0.0063748317647061015,-0.019644873581699335,-0.0321907459346405,-0.04017641122875816,-0.04561268358169933,-0.04372265064052286,-0.038795490052287565,-0.033120725934640494,-0.027950928287581667,-0.023231932405228722,-0.013250421235294074,-0.004833498299465222,0.002014336411764739,0.00844019010859734,0.014252825201680752,0.01960676072156864,0.024069203433823544,0.022546436588235297,0.033516774529411736,0.03763185911764709,0.041983782882352896,0.03815660582352942,0.03006146547058826,0.020745865470588265,0.011213953352941203,0.003975126294117642,-0.002958818647058825,-0.00905958511764704,-0.014166709235294159,-0.019181541941176522,-0.025221503117647134,-0.03139373429411765,-0.03730079876470589,-0.0371612752352941,-0.03248653788235291,-0.025004649235294135,-0.01813975052941172,-0.01353290252941175,-0.008131385705882344,-0.0006205024117647284,0.00816526735294118,0.01511025652941178,0.019915286764705886,0.023857333470588216,0.02621574758823532,0.02793444582352944,0.029864369941176513,0.03319776876470587,0.03677024523529411,0.044260339941176466,0.047929065235294124,0.051334951411764695,0.05080838247058822,0.052204394470588195,0.05541774741176464,0.0566188323529411,0.05672456117647051,0.05578242729411764,0.056002751999999933,0.05686630411764704,0.0590743470588235,0.061723790588235294,0.06420103235294111,0.06601170588235294,0.06797506411764703,0.06593506117647058,0.05891830058823527,0.04987182882352939,0.042874720000000005,0.03745599882352946,0.030920534705882408,0.025055320000000048,0.020703417647058853,0.017603300588235282,0.015963492352941228,0.014231154705882376,0.012908335294117695,0.01123521235294117,0.01081997764705886,0.011027497058823527,0.010877916470588278,0.007307065294117676,0.006862389411764702,0.008779198823529427,0.011228100588235312,0.012739762941176458,0.013586378823529394,0.014565812941176481,0.014022426470588212,0.013152068235294079,0.011357853529411738,0.01018578352941174,0.00867172941176464,0.007203616470588148,0.005633617058823481,0.0024607399999999613,-0.0011235241176470734,-0.0008373435294117826,0.0023191600000000145,0.00494161235294116,0.005758096470588225,0.006561845882352951,0.007984450000000004,0.009826756470588283,0.0124142188235295,0.014133512941176568,0.01660219235294122,0.018509755882352985,0.01903684411764711,0.019485155882353056,0.01847979176470596,0.0178314170588236,0.017945321764705868,0.01226904588235292,0.0017411944117647349,-0.006781465588235253,-0.010803603823529379,-0.014797896176470593,-0.016924034999999976,-0.021196897941176462,-0.026341711470588253,-0.028666583823529462,-0.030183260294117664,-0.031756994411764716,-0.032015497941176474,-0.031053663823529448,-0.027505547352941223,-0.02275460029411769,-0.01820737205882353,-0.008986372647058816,0.008480079999999945,0.02652118499999992,0.03816783264705881,0.04750964205882349,0.05512576676470585,0.062193210882352856,0.07099469029411762,0.07796057088235292,0.08210279382352934,0.08520437264705882,0.08646598970588235,0.08661594852941182,0.08471419029411761,0.08086261147058826,0.0768705302941177,0.07450572617647064,0.06608413382352946,0.05512669882352955,0.046331947647058835,0.041227615882352964,0.03561447823529412,0.03143632529411766,0.02629794999999996,0.0214469182352941,0.018691143529411758,0.016821234705882315,0.016298727058823514,0.016737330588235233,0.01754738647058829,0.019076706470588234,0.020374195294117714,0.020160954705882417,0.018919075294117627,0.018288122941176377,0.018126860588235205,0.017227972941176395,0.01618657000000001,0.015276665882352991,0.014688271176470535,0.013639967647058882,0.012091867058823647,0.010377409411764738,0.008396075294117733,0.005852774705882413,0.0035583711764706205,0.0013805841176470768,-0.0006929770588235407,-0.007514530000000019,-0.009526180588235289,-0.012071215294117643,-0.01450483411764697,-0.01676386411764702,-0.018757404117647092,-0.020118607058823512,-0.02161663705882344,-0.02289875588235296,-0.024185095882352958,-0.025054100588235317,-0.025918077647058835,-0.026795805294117625,-0.027703638823529442,-0.028545367058823545,-0.0291852305882353,-0.024804931176470646,-0.018626727058823456,-0.015931158823529357,-0.013404655294117718,-0.011195822352941143,-0.009294558823529364,-0.007634696470588287,-0.006487718823529387,-0.005616074705882379,-0.004862602941176519,-0.0043426682352941115,-0.003805293529411835,-0.0031195705882353097,-0.002603631176470611,-0.0021661488235294457,-0.0019208194117647515,-0.004527076470588254,-0.01119705588235298,-0.012862537058823564,-0.013626329999999964,-0.01378089470588234,-0.01368921117647054,-0.013575647647058764,-0.013647209411764727,-0.013959147058823507,-0.014207584117646999,-0.014113055882352954,-0.013977977647058826,-0.013839483529411833,-0.013129917058823604,-0.01186358294117651,-0.010176171764705921,-0.0055654923529411815,0.0008486899999999298,0.00476582058823527,0.0063588452941176765,0.0069267641176470884,0.007148379999999954,0.007539191764705799,0.00827425117647057,0.009897686470588196,0.012089510588235264,0.014107849411764684,0.015766211176470646,0.017513859411764754,0.018708015882353046,0.019261284705882342,0.019342605294117632,0.020778653529411717,0.018993635882352977,0.017496941764705953,0.017027965882353002,0.017005071764705837,0.01724563882352942,0.01726994176470592,0.01707930000000002,0.016333684705882368,0.015114530588235309,0.013622735294117727,0.012372034705882273,0.010725654705882326,0.00907268470588235,0.007427995294117695,0.0059875370588236,0.0029791335294117594,-0.0013540670588235715,-0.004684072941176565,-0.006804235882353127,-0.008347886470588317,-0.009691791176470677,-0.010896751176470598,-0.011982172941176428,-0.012912267058823479,-0.013790341764705838,-0.014497600588235293,-0.015016598823529292,-0.015109374117647068,-0.014549956470588321,-0.013608221764705886,-0.012636081176470693,-0.010173984705882322,-0.007767058823529405,-0.005753675882352871,-0.003958028823529303,-0.003380861176470462,-0.0031896670588234532,-0.003252216470588265,-0.003441961764705903,-0.003893592941176527,-0.004022330000000074,-0.004147834117647131,-0.004257737647058946,-0.004374177058823536,-0.005024403529411636,-0.005913545882352822,-0.0070690535294116175,-0.009551542941176383,-0.01181822999999993,-0.012314245294117676,-0.01300363176470587,-0.013325305882352978,-0.012584106470588274,-0.011538091764705882,-0.010138681764705948,-0.008299431764705878,-0.006519818235294128,-0.004898651176470592,-0.003272629411764705,-0.001952344117647109,-0.0006581029411765749,0.0006704341176470008,0.0021618635294116673,0.0024607647058823567,0.004112166470588208,0.0041263588235294635,0.003296251764705882,0.003135672941176504,0.0026515764705882794,0.001999875294117659,0.0016675794117647635,0.0012828458823529454,0.0007450541176470815,0.00044709823529409665,0.0002028164705882296,-6.121235294115346e-05,-0.00027525882352930076,-0.0003691676470588545,-0.0004000699999999746,0.0006416611764704649,0.0030406152941175324,0.005320404705882242,0.008174695294117629,0.011410302352941104,0.013731568823529383,0.01537188470588241,0.016473321764705895,0.01720038705882354,0.017398797058823634,0.017236195882353034,0.016811971176470708,0.01635571647058831,0.016044128823529347,0.01571940176470582,0.015128829411764688,0.013732776470588237,0.011070673529411823,0.008232075294117736,0.005365607058823496,0.001654741176470631,-0.0016195094117645858,-0.004322883529411792,-0.006518204117647086,-0.00827590411764706,-0.009581471176470735,-0.010662048235294097,-0.011484015294117689,-0.01215138470588234,-0.012719506470588227,-0.013343657647058693,-0.01384764705882352,-0.013535951176470551,-0.012368814705882303,-0.01097628705882353,-0.00932294823529406,-0.0074086258823529705,-0.005253517647059003,-0.003053751764705903,-0.0011265076470588498,0.000364248235294129,0.0015102864705883179,0.002547604705882278,0.003605636470588258,0.0045878099999999145,0.005405714705882303,0.006091588235294043,0.006787801764705892,0.006527517058823484,0.0069396741176470655,0.007366448823529381,0.007347234705882333,0.006383199411764684,0.005377030588235299,0.004427181176470563,0.003095872941176525,0.0021295294117647523,0.0013126405882353254,0.00020144176470598962,-0.0008591541176470319,-0.001781573529411662,-0.0025993770588234044,-0.003266792352941139,-0.003822755882352924,-0.0034055235294117026,-0.0032788670588235758,-0.00460715705882353,-0.005689735294117593,-0.005677559999999915,-0.004985047058823466,-0.00455435941176463,-0.004060570000000041,-0.0033557211764706496,-0.002723618823529561,-0.0015719047058824764,-0.00018275470588247078,0.0009148764705881884,0.0018441317647057698,0.00261679705882345,0.0033079605882352925,0.005574006470588255,0.006289274117647126,0.007583846470588296,0.008257597058823452,0.00829437470588229,0.0068638994117646845,0.005255108823529309,0.004331592352941227,0.003273205294117676,0.002311947647058943,0.0010991188235294769,-0.00044784705882344733,-0.0018193723529412176,-0.002930040588235261,-0.0038385423529410656,-0.00459739235294121,-0.006998537058823584,-0.010593905882352983,-0.012965810588235316,-0.013922819411764653,-0.013873005882352907,-0.012861321176470597,-0.010806171176470591,-0.009065792352941249,-0.00779285411764713,-0.0066104788235294976,-0.005252219411764736,-0.003773058235294169,-0.002429314705882313,-0.0012689058823528998,-0.0003196511764706478,0.000411731764705936,0.0020456505882353038,0.005230272352941212,0.00763746470588228,0.008816052941176433,0.009491517647058856,0.00985244117647055,0.009388473529411745,0.008322662941176506,0.007752362352941189,0.00733191647058834,0.00685679823529417,0.006267784117647113,0.005730402941176493,0.005191298235294073,0.004928926470588291,0.0048324594117646336,0.003915865882352987,0.0021710094117646794,0.0007549535294118503,0.00015719176470591067,-0.00020711000000001034,-0.0009256223529410801,-0.0015381035294116385,-0.0016016335294117834,-0.0013712094117646623,-0.001142142352941189,-0.0008713564705882804,-0.000707362352941221,-0.0006095564705881906,-0.00045965235294109785,-0.0004234670588235123,-0.0006104947058822585,0.0006476929411765031,0.0023643894117647,0.0029463858823529088,0.0028872564705882398,0.002058663529411753,0.0014897364705881433,0.0011211205882351583,0.0005549117647058455,-0.00046262470588237514,-0.0014446929411765508,-0.0023822429411765045,-0.0032430511764706127,-0.0038163941176471705,-0.004374690000000125,-0.0048560782352942145,-0.00510782294117651,-0.006792740588235313,-0.00953749823529415,-0.010712451764705866,-0.010447982941176492,-0.009386681176470624,-0.007852613529411745,-0.006284199411764668,-0.004577226470588225,-0.002710728235294113,-0.0009588605882352996,0.0005817705882352753,0.0019411211764705505,0.003046140588235269,0.0040666252941177206,0.004965091764705942,0.0054973605882353005,0.005976470514705845,0.007969478784313755,0.00939960096638659,0.009734170135746623,0.00959785691176468,0.00904027556149739,0.008171838647058893,0.007186400326797404,0.006062422679738555,0.004999290326797412,0.004103485032679766,0.003362485032679774,0.0027158979738562405,0.0021283009150326326,0.0015311991503267341,0.0012241862091502687
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	147...152
validnes_region	
nesbase_region	
