UniprotID	Q9NVP4-5
pNuLoCScore	0.29474238222222227,0.28702815400000004,0.28259317363636366,0.27763691083333336,0.27659308923076925,0.27670398142857144,0.2773692466666667,0.278383348125,0.28032916058823526,0.27330026647058814,0.27188567058823526,0.2760488435294117,0.2784727835294118,0.27735843764705886,0.2777676964705882,0.28623326411764705,0.2986387923529412,0.31056459,0.32088518882352934,0.33035485058823527,0.3403612611764705,0.3481365123529412,0.35479472999999995,0.36035140882352934,0.3769868070588235,0.3943904388235294,0.40709699176470593,0.4192765505882354,0.43225556235294116,0.44627517117647064,0.4601842617647059,0.47536806176470586,0.4894875852941176,0.502570054117647,0.5154014247058825,0.5251713376470588,0.5335896347058824,0.5427195817647059,0.548358287647059,0.5576144005882354,0.5670907711764707,0.5654904429411767,0.5608730805882354,0.5606018841176471,0.5604471017647059,0.5590236370588236,0.5572073564705883,0.5546894529411766,0.5514727411764707,0.5476229588235294,0.5442825194117648,0.5403730429411766,0.5386751923529411,0.5388119058823528,0.539273474117647,0.5429095270588236,0.5496089411764704,0.5561125505882353,0.560390361764706,0.5638754770588236,0.5666959235294118,0.5681702847058824,0.5704680517647059,0.5729460047058824,0.5753744735294118,0.5772029323529412,0.5797703399999999,0.5830438782352941,0.5886168988235294,0.59311002,0.5964084941176471,0.5995991670588235,0.6034710082352941,0.6005377970588235,0.5984242288235294,0.5978004347058824,0.5992097900000001,0.6007500047058825,0.6027402611764706,0.6039094,0.6058433470588236,0.6076158876470588,0.6099057264705882,0.6122418152941176,0.6137861241176471,0.6147294129411766,0.6158599447058825,0.6174178705882353,0.6207162500000001,0.6207461382352942,0.6205105176470589,0.6201717370588237,0.6211713988235296,0.6225301788235295,0.6248478905882354,0.6263104964705883,0.6288560282352942,0.6316345670588237,0.6360188847058825,0.6401787929411764,0.643438321764706,0.6464139335294117,0.6492324270588234,0.6523648682352943,0.6555670035294118,0.6569680947058824,0.6612004476470589,0.666038918235294,0.671024142352941,0.6750697052941176,0.6786929970588235,0.6812663029411764,0.6845585441176469,0.6872664388235294,0.689398205882353,0.6908033223529412,0.6920696070588236,0.6940492170588236,0.6962870641176471,0.6984481288235296,0.6975008111764707,0.6961489641176472,0.6957098405882354,0.6958562429411764,0.6962979370588235,0.6959168523529411,0.6959602188235293,0.6957302505882351,0.6947116247058824,0.6937053929411765,0.6921426047058824,0.6900662694117647,0.6874004864705884,0.6845516252941177,0.6814174547058824,0.6784053694117647,0.6761776135294117,0.6774697370588235,0.6795039311764706,0.6803636641176469,0.680930726470588,0.6809370558823529,0.6817648205882352,0.6823568323529411,0.6832938911764705,0.6850826970588235,0.6872443170588236,0.6894211141176471,0.6918946229411764,0.6948726388235293,0.6983402799999999,0.70212088,0.7095349929411765,0.7153030752941177,0.7210537023529411,0.7257610200000001,0.7302419282352941,0.734191165882353,0.7378005982352942,0.7413947570588236,0.744877121764706,0.7485407629411764,0.7522774476470588,0.7559768258823529,0.7600417317647059,0.7640166817647058,0.7679052088235294,0.7719022300000001,0.7756816770588237,0.7754569494117648,0.7762101870588236,0.7764510258823529,0.777308482352941,0.7781786264705881,0.7792207152941174,0.7809258476470587,0.7822747711764705,0.7833384417647058,0.7842208711764705,0.7849317447058825,0.7855355605882354,0.7859764117647059,0.7864603764705883,0.7867293335294119,0.7747740094117648,0.7665473623529413,0.76129028,0.7578792323529411,0.7549283505882353,0.7528021823529412,0.7505598323529412,0.747254491764706,0.7444986623529412,0.7417755835294118,0.739451465882353,0.7371832894117647,0.735267815882353,0.7333423511764705,0.7317666411764706,0.7302452882352942,0.7287818452941178,0.7390423641176471,0.7450668970588236,0.74812325,0.749579671764706,0.7503980205882352,0.750331575882353,0.7502247170588237,0.7512800282352943,0.7518429594117649,0.7526261323529413,0.7533141323529413,0.7540396088235295,0.7545827147058825,0.7551165305882355,0.7552905305882355,0.7565590264705884,0.7577424088235294,0.7564913400000001,0.7569278805882353,0.7580811782352941,0.7583279876470587,0.761242175882353,0.7643466523529411,0.767528864117647,0.7704750829411765,0.7733870870588234,0.7765243782352942,0.7791016723529413,0.7811511758823529,0.7826853111764708,0.7837265305882354,0.7850002970588237,0.7848880894117647,0.7849535876470588,0.7880690464705883,0.7902498847058823,0.7916802164705882,0.7937412776470589,0.7932736164705884,0.7926475552941177,0.7920297611764706,0.7914047188235295,0.7908140070588235,0.7895053835294118,0.7885419682352941,0.7881670999999999,0.7879789552941175,0.7892316258823528,0.7904447594117646,0.7913542741176469,0.7919964288235294,0.792230281764706,0.7923395758823529,0.7926171552941178,0.7928753847058824,0.7932820252941175,0.79351239,0.7933416547058824,0.7926083988235294,0.7918074594117648,0.7912565917647059,0.7910564070588235,0.7907082776470588,0.7905709135294119,0.7894700076470589,0.7881091782352941,0.7872117494117647,0.7866937082352942,0.7861498494117647,0.7857538476470589,0.7854094664705883,0.7851368194117645,0.7847726558823528,0.7846343576470588,0.7849297870588235,0.7859661811764704,0.7870313441176471,0.7881072735294117,0.7890004558823529,0.7887443770588235,0.7884657623529412,0.7880549176470588,0.7869461441176471,0.7864157170588235,0.7861157876470588,0.7855123170588234,0.7856816364705882,0.7857419,0.7858659764705882,0.7861796582352941,0.7865720288235294,0.7869906464705884,0.7874211405882354,0.7878260523529413,0.7883394464705883,0.7885378852941176,0.7895639970588235,0.7902214499999999,0.7911116770588236,0.7925665705882353,0.793696194117647,0.7944897705882354,0.7955803000000001,0.7956454588235295,0.7957338594117648,0.7957755970588236,0.7956463147058823,0.7954419864705882,0.7952614511764705,0.794993198235294,0.7947950482352942,0.794194171764706,0.7945219835294118,0.7950498505882355,0.795663085882353,0.7956264152941178,0.7960935929411765,0.7964519311764706,0.7965880288235294,0.7968208876470589,0.7969557547058823,0.7966710376470588,0.7973396088235295,0.7978954052941178,0.7988660317647059,0.7997373494117648,0.800635031764706,0.80143497,0.8026600723529412,0.8030798100000001,0.8035866335294118,0.80437473,0.8054212652941176,0.8059988235294118,0.8066221441176471,0.8072455317647059,0.8079304635294118,0.8086471964705882,0.8095465605882354,0.8090929305882354,0.8087671894117647,0.8080609270588236,0.8073877270588237,0.8071590888235294,0.8062212923529412,0.8041162982352942,0.8023564570588235,0.8007904747058824,0.7997623135294119,0.7991895294117647,0.7990327588235295,0.798742517647059,0.7985698617647058,0.7981524182352939,0.7976747299999998,0.7972367323529409,0.7970650947058822,0.7966719947058821,0.7963157158823528,0.7959567123529411,0.7952273211764705,0.7952825647058824,0.7964966764705883,0.7974921494117647,0.7983320705882353,0.7986184905882353,0.7988106947058824,0.7986855564705883,0.7985751564705882,0.79850269,0.7984800164705882,0.798603934117647,0.7989404929411765,0.7993434341176471,0.7999158888235294,0.8012819064705882,0.8023270688235293,0.8024729235294117,0.8068290688235293,0.8097739723529411,0.8120933464705882,0.8142755041176469,0.8162772452941176,0.8181122017647058,0.8198487094117647,0.8213527764705882,0.8227332164705883,0.8239405823529412,0.8249828529411766,0.8256270294117648,0.8262426029411766,0.8269105835294119,0.826639815882353,0.8264872541176471,0.8268529847058825,0.8229196570588236,0.8202312952941176,0.8180368070588235,0.8158162605882353,0.8139560288235295,0.8122019052941178,0.8106446094117646,0.8092338270588235,0.8079081711764706,0.8067902023529412,0.8058470805882354,0.8051221452941177,0.8048846452941177,0.8042291888235296,0.8035961270588236,0.8032001629411765,0.8026214305882353,0.8011815717647058,0.7996385829411764,0.798612118235294,0.7979695094117646,0.7970641152941175,0.7962744352941175,0.795493732352941,0.7946903711764706,0.7940069594117647,0.7932554988235294,0.7924048288235294,0.7917133405882353,0.7906066494117647,0.7898757141176469,0.7891622052941176,0.7885153429411764,0.7881933605882352,0.7884566547058822,0.7890807505882352,0.7892411211764706,0.7891471976470589,0.7890928894117647,0.7890464105882353,0.7890064505882353,0.7890159800000001,0.7890380858823529,0.7890665311764707,0.7912354170588237,0.7925602464705884,0.793650087647059,0.7938919176470589,0.7933119500000001,0.7926161476470588,0.7923457082352942,0.7926126105882353,0.7927519099999999,0.7930766747058823,0.7935265364705881,0.7940530664705882,0.7944977723529413,0.7949063529411764,0.7953206470588235,0.7955581211764705,0.7957849482352941,0.7940169600000001,0.7931797070588235,0.7924868164705883,0.7925763841176471,0.793465584117647,0.7942817711764707,0.7946575435294116,0.7947781411764704,0.7948939905882352,0.7947784064705882,0.7945116652941175,0.7941867182352941,0.7937800182352941,0.7934221829411765,0.7931538323529412,0.7943129782352942,0.7936861335294118,0.7940853476470587,0.7943991005882354,0.7948943694117648,0.7951225282352942,0.7953241694117648,0.79547282,0.7958235123529412,0.7959478358823528,0.79614185,0.796476251764706,0.7968362488235294,0.7973004705882354,0.7978555764705884,0.7982188735294119,0.7984223005882354,0.7972773511764707,0.7977944900000001,0.7971755111764707,0.7965923147058824,0.7957516335294118,0.7951972041176469,0.7946416805882354,0.7941733805882353,0.7936941788235293,0.793548425882353,0.7933727294117647,0.7931631470588235,0.792918305882353,0.792561991764706,0.79218148,0.7923076594117647,0.7915895711764707,0.7903777476470588,0.7896187182352942,0.7888404417647059,0.7884139264705882,0.7882938370588233,0.788333066470588,0.7884311017647058,0.7883128135294116,0.7879523664705882,0.787668084117647,0.7873694641176471,0.7871668935294117,0.7870501388235294,0.7868546329411765,0.7865682999999999,0.7858934588235293,0.7861217864705884,0.786760621764706,0.7871691776470588,0.787742771764706,0.7879553517647059,0.7879528382352942,0.78786273,0.7877739747058824,0.7879859900000001,0.7883360288235295,0.7886268405882354,0.7888196547058824,0.788823095882353,0.7886976682352942,0.7857609505882354,0.7839465541176471,0.7820876952941175,0.7804448229411763,0.779367264117647,0.7782419023529412,0.7772270405882353,0.7760629252941177,0.7750012841176471,0.7740110041176471,0.7731597005882354,0.7724688029411764,0.7717817229411764,0.7709660429411764,0.770348078235294,0.7698716488235295,0.7694598605882355,0.7719170194117648,0.7733873841176472,0.7749347076470589,0.7763669964705882,0.7773745005882352,0.7783367105882353,0.7790283135294117,0.7797393352941177,0.7803013035294118,0.7808172952941177,0.7811640011764706,0.7813779894117646,0.7817203658823528,0.7821453188235296,0.7824652288235295,0.7841451464705882,0.785663275882353,0.7869845194117646,0.7880856429411766,0.7891495900000001,0.7900482947058824,0.7906770082352942,0.7914052964705884,0.7922117476470589,0.7929769082352942,0.7936409600000002,0.7942953064705882,0.7949778711764705,0.795619408235294,0.7961665817647057,0.7967430205882352,0.7973345988235293,0.7965004694117646,0.7956426282352941,0.7943451905882354,0.7935465905882353,0.7928179935294117,0.7922672447058822,0.7920037358823527,0.7916487729411764,0.7913141688235293,0.791087004117647,0.7909254052941176,0.7906052494117646,0.7901571670588236,0.7895304452941178,0.7888348305882352,0.7790216811764706,0.7744665047058823,0.7700681458823528,0.7665421252941176,0.7643101958823529,0.7623034488235294,0.7604132835294117,0.7583734658823529,0.756458824117647,0.7546455594117646,0.7528011929411764,0.7508964135294118,0.7491368747058824,0.7475024041176471,0.7460089570588236,0.7447383241176472,0.7436752270588237,0.7516422823529413,0.7543966000000002,0.7570411882352943,0.7590946323529414,0.7605190147058823,0.7613554676470589,0.7620790182352941,0.7628305476470587,0.7634228217647059,0.7639597041176468,0.7644945588235296,0.7650759458823531,0.7655487011764704,0.7660026335294117,0.7664181000000001,0.7663679176470588,0.7663655399999999,0.7662572811764706,0.7655613341176469,0.7644393105882353,0.7630056458823529,0.76095132,0.7586363199999999,0.7564419688235295,0.7546024947058824,0.7529728652941178,0.7514026552941176,0.7498510047058823,0.7483940182352941,0.7469932352941175,0.7454633070588234,0.7438055935294118,0.7423479735294116,0.7405573694117648,0.7388088929411766,0.7376662458823529,0.7368603182352942,0.736360135882353,0.7364841735294118,0.7368692323529412,0.7370290776470588,0.7368969376470588,0.7363035376470587,0.7357343276470587,0.7352350335294117,0.7347119770588234,0.7341927788235294,0.7321459864705883,0.7324097629411765,0.7332256770588236,0.7341474700000001,0.7351107288235295,0.7361729729411765,0.7373485829411764,0.7385126829411766,0.7398648417647059,0.741413735882353,0.7430033829411765,0.7445541500000001,0.7463387870588237,0.7480574364705882,0.7495656164705882,0.750614855882353,0.7513463229411764,0.7533020876470586,0.7530270052941175,0.75233637,0.7517177382352941,0.7511665029411764,0.750384861764706,0.7494687029411766,0.7484699123529412,0.7473545535294118,0.7460812300000002,0.7447550847058825,0.7433891764705883,0.7420489923529412,0.7406567629411765,0.7393263594117647,0.7382085235294118,0.736891717647059,0.736041782352941,0.7350352023529412,0.7343198494117646,0.7338643529411764,0.7329071235294118,0.7325763031249999,0.7322516966666667,0.7318695921428571,0.731379906923077,0.7307809325000001,0.7301435509090908,0.7294773800000001,0.728631888888889
pNuLoCDScore	-0.014413221633987006,-0.021442115751634128,-0.022856711633987004,-0.01869353869281054,-0.016269598692810472,-0.0173839445751634,-0.016974685751634078,-0.00850911810457522,0.0038964101307189525,0.02353643599999994,0.038292015187165684,0.05271793975490191,0.06376817194570122,0.07143253092436974,0.07742548333333327,0.08196806069852935,0.09665764647058822,0.12109017235294128,0.13521132117647067,0.14322770705882365,0.15378277882352936,0.16891673352941178,0.1824165652941177,0.18913479764705882,0.1908487929411764,0.19200546411764702,0.19451623588235312,0.19481648705882354,0.1932283735294119,0.19458306941176473,0.19356355764705901,0.19726299176470607,0.19010396411764718,0.17110000411764725,0.15377608882352944,0.14132533352941173,0.12819153941176475,0.11274846588235299,0.09702309470588238,0.07932139117647069,0.061985155882353093,0.04505290470588241,0.028881094705882293,0.015201705294117795,0.005085557647058758,-0.04541279545098037,-0.06022151898039216,-0.07284410603921568,-0.07992021427450981,-0.08736915015686274,-0.09174518662745096,-0.09472009839215687,-0.0957392240392157,-0.09677303286274509,-0.09035991354117648,-0.08437585764705881,-0.0786108562254902,-0.07355502392760181,-0.06888837162184877,-0.06432006421176475,-0.05923750662500005,-0.0505186147058824,-0.033047879411764736,-0.0190963523529412,-0.010673611411764719,-0.0013829414117647043,0.004373747999999997,0.008742919764705898,0.010978476588235322,0.013255456588235293,0.015856235647058833,0.018155001764705886,0.0197864461764706,0.021550326470588257,0.023120160235294132,0.024355887882352975,0.02526537435294121,0.021738232000000038,0.01671422552941182,0.014812329647058864,0.013870984588235324,0.012108161294117667,0.010206606000000007,0.00868871776470588,0.007278096588235319,0.006264438941176481,0.0053675045294117735,0.00463761288235294,0.004076451705882361,0.003387494294117638,0.0027429620000000016,0.002420979647058799,0.001929606705882339,0.000754983176470575,0.0032743152352940896,0.00421251994117644,0.004623755823529377,0.005642684411764673,0.007852729117647006,0.009938945588235285,0.012057259117647046,0.013988897352941163,0.015793608823529398,0.01742639052941175,0.018998948117647033,0.02027114023529411,0.021783661470588217,0.02289298382352939,0.024236305,0.026373861470588247,0.02910600764705884,0.03146969264705886,0.03300449264705886,0.033735301470588244,0.033455784411764763,0.032350373235294105,0.03114491382352938,0.029750280294117637,0.02795624205882352,0.026282385294117666,0.024677164470588264,0.02284342888235294,0.02114200323529411,0.019018901470588268,0.01648223911764707,0.011533609705882353,0.0058521097058823746,0.0003541105882352569,-0.004371585294117658,-0.007357107058823559,-0.009046995882352943,-0.009567965294117603,-0.009856295882352928,-0.009894387058823506,-0.010130549411764694,-0.009983414705882376,-0.009629622941176502,-0.008969078235294109,-0.008246945294117652,-0.007082573529411745,-0.005774959411764702,-0.0018504647058823487,0.004378312352941172,0.01081434882352944,0.016846769411764717,0.021193945294117666,0.023459785294117658,0.0246460570588235,0.02507527941176471,0.025132170588235275,0.02553175000000002,0.025884655882352947,0.026115110588235346,0.02605884647058826,0.02593402000000003,0.02573225411764707,0.025712307647058813,0.028613282941176432,0.028258407647058753,0.027544500588235266,0.02740978529411764,0.027331431176470578,0.02802141823529411,0.029263685294117686,0.030875974117647087,0.032749442941176515,0.03482051470588235,0.036484805294117684,0.038328638823529354,0.03993897411764702,0.04108546294117643,0.04210955470588229,0.04303488764705882,0.04082846294117651,0.03668937882352946,0.033513160000000014,0.029568048823529397,0.024738626470588276,0.02058772058823527,0.016754054117646994,0.01325234529411759,0.009568668235294064,0.00603836999999996,0.002389694117647001,-0.0018650582352941203,-0.005364697058823531,-0.008481635882352928,-0.011221302352941165,-0.013921931176470559,-0.01525689117647061,-0.014602720588235307,-0.014126384705882372,-0.013545640000000025,-0.011855257058823593,-0.010349912352941193,-0.010278291176470528,-0.010481347058823476,-0.010281406470588145,-0.010337068235294095,-0.01038660176470585,-0.010028559411764726,-0.009398146470588231,-0.009052574705882332,-0.008720994705882307,-0.008181799999999989,-0.008726319411764688,-0.0095436582352941,-0.010265071176470575,-0.01154981999999996,-0.012558111176470543,-0.013270249999999956,-0.012964988823529422,-0.011036895294117666,-0.009233150000000023,-0.007938734117647062,-0.005522092352941155,-0.0030476823529411168,-0.0010348341176469877,0.0009922152941176654,0.0027223217647058817,0.004365912352941204,0.0042570429411764865,0.004179178823529389,0.0026288482352941067,0.0011530076470588069,0.00016030764705879386,-0.001114669411764746,-0.002066014705882413,-0.0030133735294118336,-0.0038953241176471476,-0.004076173529411781,-0.004878415294117672,-0.006388391176470609,-0.007924911176470678,-0.009292942941176496,-0.010753577058823544,-0.01216306235294129,-0.012646184705882385,-0.010770485882352937,-0.007005847058823511,-0.0022924411764705666,0.0026242558823529327,0.006987509411764736,0.01088337647058829,0.01309575470588245,0.014080525294117713,0.014434017647058872,0.014353961764705908,0.01486034764705882,0.015290177647058839,0.015538710588235277,0.01571081058823523,0.015613098823529431,0.015024575882352897,0.013728069999999981,0.012792871764705893,0.011475682941176457,0.009649225882353007,0.008056394705882375,0.0063798952941176434,0.004943679999999978,0.004609818235294105,0.004933127647058777,0.005679064705882336,0.006683813529411775,0.007747470000000006,0.008957340588235302,0.010530756470588265,0.012462631764705884,0.015885871176470612,0.019664512941176493,0.021568183529411727,0.02214457411764706,0.022050553529411737,0.02207987999999994,0.022350787058823512,0.022614239411764686,0.022841609999999984,0.02283456705882353,0.022217454117647056,0.021285419411764678,0.01998506823529414,0.01863071588235296,0.01712163352941179,0.015371431176470635,0.013809820588235294,0.011431372941176493,0.009139399411764754,0.008311127647058852,0.0071379876470588355,0.005479855882353002,0.0030659535294118023,0.0010143047058824017,-0.001300112352941113,-0.0030078664705882052,-0.0043977364705882205,-0.005371357647058789,-0.006310499411764703,-0.006985158235294081,-0.0075215876470588194,-0.007968485294117644,-0.008857450588235255,-0.010335498823529438,-0.011769905882352966,-0.012977083529411793,-0.013492378235294145,-0.012711387058823576,-0.010462064117647135,-0.007769978235294156,-0.00536027411764714,-0.0029448270588235403,-0.0010719811764706433,0.0003466252941176362,0.001959964705882361,0.0033345352941176465,0.004260532941176509,0.005456046470588255,0.007941021176470608,0.01263747000000004,0.016764350588235333,0.02012533058823532,0.023025332352941213,0.025206805882352967,0.026306354705882384,0.0265674058823529,0.027160222352941188,0.0268664323529412,0.02652150764705888,0.026558008823529378,0.026413018823529394,0.026545262352941135,0.026911065294117575,0.02683631882352938,0.02437397058823526,0.018720464705882317,0.012090102941176434,0.006552189411764747,0.0019589341176470265,-0.0022512582352940957,-0.006218742941176469,-0.0097187688235294,-0.013081415882352926,-0.01572090294117648,-0.017225718235294146,-0.018445745294117605,-0.019666784705882345,-0.020804305882352936,-0.022172953529411732,-0.02336762352941177,-0.024931150588235307,-0.02386651294117645,-0.021322650588235265,-0.018941021176470618,-0.01691574999999995,-0.014995473529411774,-0.012784258235294083,-0.010609732941176425,-0.008516460588235297,-0.006560242352941198,-0.005404662352941181,-0.004637816470588224,-0.0038345782352941227,-0.0032453552941176522,-0.0023914347058823227,-0.0015689388235294033,0.0006916041176471266,0.0034752517647059222,0.00585640588235295,0.007926001176470576,0.009268508235294043,0.010301934705882254,0.010791874117646982,0.011927624117647029,0.01238120882352936,0.012520111176470589,0.012777537058823507,0.012968110000000033,0.01327596176470594,0.013598281764705927,0.01384622058823523,0.014093578823529379,0.012832102941176343,0.00974122470588229,0.0065692399999999485,0.003393937058823515,0.001315883529411782,-0.00042743294117641994,-0.0019752558823528943,-0.0047930788235294175,-0.008111199999999957,-0.01076974647058826,-0.013310878235294116,-0.015986393529411863,-0.018344305882353057,-0.020671882352941234,-0.022748505882352915,-0.024747564705882352,-0.025292923529411676,-0.024257004117647085,-0.022309057058823523,-0.019941350000000024,-0.01819251411764705,-0.017162814117647057,-0.016213941764705864,-0.014754057647058838,-0.011835029411764703,-0.009476601764705855,-0.007126186470588186,-0.00448725117647053,-0.00195708705882347,0.0001900476470588497,0.002112784705882359,0.003827452352941213,0.005025879411764689,0.005286671176470664,0.005282387058823557,0.004377931764705911,0.003841797058823565,0.003920741176470649,0.00432557764705882,0.004554491764705876,0.004582951764705856,0.004556282352941143,0.004057808235294058,0.003669701176470558,0.002990746470588196,0.002566332941176419,0.0021817729411764686,0.0020372894117646756,0.0024550405882352855,0.002730723529411727,0.0026682970588235155,0.002912951764705851,0.003308787058823509,0.0034100552941175866,0.003226137058823547,0.0027754823529411443,0.0019755652941176594,0.0012195776470588504,0.0012065252941176885,0.001585290588235283,0.0018585294117647033,0.0022341458823529614,0.0026334229411764387,0.002979905882352918,0.0036609182352941028,0.0038252323529411603,0.004288651176470593,0.004225212941176504,0.00375954411764709,0.003489536470588278,0.003744621176470564,0.004192286470588252,0.004928365882352959,0.005974157647058775,0.006482549411764654,0.005964175882352929,0.005569089999999999,0.005132842941176469,0.004547510588235298,0.0038517635294118002,0.0027052641176470993,0.0010273035294117716,-0.0003774794117646918,-0.0009810452941176884,-0.0010473905882353585,-0.001223157647058909,-0.0017506329411765276,-0.0025253423529411345,-0.0032856823529411883,-0.004194127058823494,-0.004894210588235248,-0.005080127647058785,-0.00481454176470586,-0.004593074705882327,-0.004203757058823504,-0.003651683529411781,-0.0024366552941176844,-0.00032148352941174796,0.0017640594117646624,0.0029284588235294062,0.0032036523529412053,0.0033839982352942,0.0033989800000000514,0.0034788588235294127,0.003646026470588315,0.003612507647058838,0.0036396735294117466,0.003502245882352928,0.0029952035294117385,0.0025222788235294002,0.0022186064705882746,0.0018364876470588487,0.0008663029411764833,-0.0010047405882353255,-0.0032393011764705604,-0.004852171176470549,-0.005515507647058854,-0.005796354117647118,-0.005863830000000042,-0.005358670588235331,-0.004976140000000101,-0.004514979411764708,-0.003964278235294133,-0.003372872941176497,-0.002732288235294089,-0.002129175882352924,-0.0018433347058823546,-0.0016416994117647021,-0.0011002029411764647,0.000501811176470579,0.0024399111764705494,0.003823745882352958,0.004350772941176528,0.004579437647058898,0.004784051764705977,0.004455208235294189,0.004193949411764791,0.004245838235294147,0.004183178235294238,0.004063707058823612,0.003994729411764708,0.003997673529411799,0.004240198823529384,0.004473781176470598,0.004366809411764733,0.003280575882353004,0.0015585423529412001,0.00025809764705883587,-0.00023778941176472168,-0.00041029705882356104,-0.0006071535294117913,-0.0005795711764706168,-0.00037451764705889734,-0.0005535341176470809,-0.0009367829411765505,-0.001463574705882431,-0.0020435929411765086,-0.0027539500000000883,-0.003614334705882377,-0.00440023117647062,-0.005960929411764709,-0.007126949411764727,-0.006946823529411755,-0.006280816470588257,-0.00602180588235296,-0.006103251764705914,-0.006008635882352981,-0.005840830000000019,-0.005812254705882369,-0.00562668882352943,-0.005291225882352979,-0.004916853529411763,-0.004593884117647079,-0.00427258647058823,-0.0038173482352941157,-0.003392613529411781,-0.0022135035294117977,5.6320588235264646e-05,0.001655074705882359,0.0022573811764705354,0.0025711847058823567,0.0029853476470588225,0.0034659288235294183,0.0037053876470588276,0.003780202941176536,0.0037532229411764984,0.003676844117647071,0.0038238705882353285,0.004150607058823613,0.004633155294117675,0.005039502941176471,0.0053771300000000355,0.006512843529411783,0.006362702941176496,0.00579551470588241,0.0059890600000001015,0.006466483529411787,0.0068639035294118245,0.006565458823529463,0.004546635882352962,0.0035462152941176384,0.002811045294117659,0.0023349788235294267,0.0018999176470588242,0.0012871123529411277,0.0006696123529411624,6.866352941178877e-05,-0.0005256670588235091,-0.0020853317647058778,-0.004219124117647077,-0.005988954117647105,-0.007736335882353007,-0.010122533529411754,-0.012248498823529436,-0.014050617647058866,-0.013500490000000032,-0.012058483529411801,-0.011687111764705937,-0.011701972941176475,-0.012109695882352944,-0.012495649411764703,-0.012942878235294109,-0.013544142941176479,-0.014131703529411788,-0.014189580588235301,-0.013277771764705876,-0.01224262235294124,-0.011076736470588266,-0.009095831176470642,-0.007037918235294122,-0.005027204117647066,-0.0033004194117647045,-0.003376911176470543,-0.0026780599999999266,-0.0019284258823528688,-0.0008500094117646628,0.0002609182352941719,0.001272880000000004,0.002415844705882353,0.0036284776470588143,0.004480485294117625,0.004968828235294126,0.0053727370588235734,0.005443726470588273,0.005226121176470588,0.004562761764705825,0.004229005882352893,0.003470664117647071,0.002488922941176419,0.0014484129411764246,0.00046172588235288137,-0.0006235400000000613,-0.0017445252941176714,-0.002677839411764693,-0.0035845976470587904,-0.004528160588235269,-0.005967697647058762,-0.006850689411764699,-0.007808147058823517,-0.009052898823529387,-0.0105077647058823,-0.012176328235294048,-0.014197704705882302,-0.01609553999999999,-0.01756930764705883,-0.018744755294117676,-0.019605925294117643,-0.020269175882352913,-0.02079667941176469,-0.021469669411764675,-0.022179388823529433,-0.023130508823529433,-0.023470990000000053,-0.023450839411764707,-0.02357567176470593,-0.02326848764705891,-0.022425698235294222,-0.02087111117647064,-0.018631075294117644,-0.016054459411764727,-0.013638207058823515,-0.011450459999999996,-0.009465225882352962,-0.007764077647058859,-0.0060899105882353255,-0.004314438823529415,-0.002506246470588225,-0.00045725176470584605,0.0023788770588235586,0.004747991764705889,0.006722834705882391,0.007462581764705933,0.007447221764705941,0.006611274117647059,0.005370064117647039,0.003861360588235302,0.0023533376470588063,0.0010728176470588269,-0.00021299352941178684,-0.0013956294117646595,-0.0026115735294117703,-0.0038572635294118474,-0.005131130000000039,-0.006400272352941189,-0.00861730117647061,-0.011580110000000005,-0.014230990588235265,-0.015322220588235236,-0.014827036470588195,-0.013438166470588209,-0.011527083529411702,-0.009784849999999984,-0.008162410588235247,-0.006721927647058784,-0.005562599080882302,-0.004436029058823593,-0.0033360810924369655,-0.002326071312217154,-0.001415375392156859,-0.0005696898395722294,0.0003274256470588155,0.0018964747712418017,0.0035292424183006044,0.004756595359477062,0.004865814771241789,0.0045611871241829915,0.0037006912418300064,0.003005147124182983,0.0023153818300653273,0.001705958300653565
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
