UniprotID	Q9UKU0-9
pNuLoCScore	0.43571283444444453,0.4571497140000001,0.4753970581818183,0.4876434200000001,0.5025998300000001,0.5175963921428572,0.5340942193333333,0.5505448325,0.5650318894117646,0.585898155882353,0.6035126682352941,0.6219387723529413,0.6437944194117646,0.6639358399999999,0.6813275794117647,0.6998257923529412,0.7215508247058824,0.7471335982352941,0.754736917647059,0.7623593964705883,0.7719030141176472,0.777980601764706,0.7824681194117648,0.7840523629411764,0.7834472611764705,0.7822632576470587,0.7813302794117646,0.7795547635294118,0.7782789694117647,0.7783044605882353,0.7775008958823528,0.7775520088235294,0.7763865123529411,0.7736941105882352,0.7704237729411764,0.766828865882353,0.7609729970588236,0.7539125282352943,0.7460367982352942,0.7371677823529413,0.7270755764705883,0.7160905176470588,0.7041079294117647,0.6902592152941176,0.6749157094117646,0.6568062658823529,0.6383495747058822,0.619856602352941,0.6021333405882353,0.5868474782352942,0.5711782623529412,0.5566011,0.5426824800000001,0.5304676494117647,0.5205602094117648,0.5117778229411764,0.513705847647059,0.5104486011764706,0.5048555482352941,0.5009759835294119,0.4979615958823529,0.4964430511764707,0.49889078058823544,0.5029046452941177,0.5078308094117647,0.5128119758823528,0.5162144700000002,0.5209977882352942,0.5259333882352941,0.5315888470588235,0.5373284288235294,0.5423317705882352,0.5470836770588234,0.5418962564705883,0.5428448747058824,0.547388618235294,0.55181161,0.5564297376470587,0.5616997705882352,0.5661639964705882,0.5699148729411765,0.5731966311764706,0.5759585982352942,0.5784413252941176,0.5804228229411764,0.58176088,0.5822666723529412,0.5826912700000001,0.5784011135294119,0.5782111035294117,0.5803918305882354,0.5829056447058824,0.5850183629411765,0.5870993394117646,0.588621678235294,0.58863491,0.5889539252941177,0.5894931723529412,0.5897821870588236,0.5900915735294118,0.5903167347058824,0.5907137782352941,0.5909733976470589,0.5912266464705883,0.5912340405882355,0.5957897847058825,0.5960528611764707,0.5941560047058824,0.5921193611764705,0.5905707170588235,0.5886985641176471,0.5874936376470588,0.5877448852941177,0.5870434935294117,0.5862672499999999,0.5854220558823529,0.5845211829411764,0.5835237452941175,0.5826499341176469,0.5819551223529412,0.5771692635294118,0.576269424117647,0.5749275270588236,0.5737451129411765,0.572915404117647,0.5712339770588235,0.5700207358823529,0.5697450064705881,0.5699728541176471,0.5701715805882354,0.5713969747058824,0.5726010358823529,0.5740811329411766,0.5758375270588236,0.5778525147058824,0.5795567470588235,0.5811523705882353,0.5869046588235294,0.5892512276470587,0.5920545276470587,0.5946242711764705,0.5969879352941176,0.6002781823529412,0.6030141882352943,0.6048207235294117,0.6060256770588236,0.60732288,0.6081788505882352,0.6086215358823528,0.6092267547058823,0.6096374194117646,0.6100146047058823,0.6037456735294118,0.5973575088235294,0.5922806735294118,0.5879113758823531,0.5837317382352942,0.5804400947058824,0.5774751688235296,0.5746104470588237,0.572109317647059,0.5704216470588235,0.5688370817647059,0.5663121082352941,0.5629534788235295,0.5597754994117646,0.5560886576470588,0.5518760147058824,0.5470891911764707,0.5485823870588236,0.5496535694117648,0.54933944,0.5475877788235294,0.5457290188235295,0.5430377505882353,0.5396964247058823,0.5361045964705883,0.5321212988235294,0.5282366729411765,0.5242099552941177,0.5208188870588236,0.5184594223529412,0.5162330164705883,0.5141882052941176,0.5132936247058824,0.5139848070588235,0.5151746952941176,0.5168266976470588,0.5176258152941178,0.5189537270588236,0.5193738952941177,0.5197283011764706,0.5194451123529412,0.5191582211764707,0.5188683741176472,0.5179010882352941,0.517349525882353,0.5169104588235293,0.5161241917647059,0.5153702211764707,0.5145965652941176,0.5129213805882353,0.5101860264705882,0.5075738052941177,0.50489184,0.5029979611764707,0.501262405882353,0.5001849176470589,0.49926263529411763,0.4989589676470589,0.49862113352941184,0.49807703235294115,0.4974100111764706,0.4967094741176471,0.49622851058823536,0.4958189600000001,0.4983320570588236,0.49969557117647057,0.4997581635294117,0.5004380335294119,0.5010470370588236,0.5019615035294117,0.5028136058823529,0.5035277994117646,0.5039859111764705,0.5038227229411765,0.5033382629411766,0.5024513705882354,0.5010399417647059,0.49957523941176474,0.4984717717647059,0.4976513117647059,0.49685803882352936,0.49339965647058814,0.49146740882352935,0.4911156011764705,0.4902430264705883,0.4891654911764705,0.4881596170588236,0.4871970052941176,0.48633271882352935,0.4859639264705882,0.48609820411764704,0.4862132935294118,0.4867262335294118,0.4880391994117647,0.48970408176470587,0.4907511670588236,0.4894583282352941,0.4904673035294118,0.490883728235294,0.4919505429411764,0.49325943117647053,0.4945972370588236,0.4964878511764706,0.4987212376470588,0.5001315435294118,0.5015831705882353,0.5030777041176471,0.5048688500000001,0.5070902347058824,0.5093995447058823,0.511660141764706,0.5138691241176472,0.5162493641176471,0.52065305,0.5227446205882353,0.5254015399999998,0.527089948235294,0.5284668923529411,0.5298444964705882,0.5310011176470588,0.5315211752941176,0.5329019729411764,0.5339782435294118,0.5349167317647059,0.5354330552941177,0.5355955447058824,0.5357298976470589,0.5359980270588235,0.5380254800000001,0.5405834829411765,0.5433369688235293,0.5454703276470587,0.5477662247058824,0.5504463576470588,0.5526076429411766,0.5547143829411765,0.5567221794117647,0.5585553094117648,0.5602865,0.5624722829411765,0.5655775711764705,0.5679098152941177,0.5710815823529413,0.574426805882353,0.5777457529411765,0.5791648529411765,0.5804045564705882,0.5814734588235294,0.5833363152941177,0.5847686417647059,0.5858240770588236,0.5873203152941175,0.5887144505882353,0.589958792352941,0.59143372,0.5932182847058824,0.5945995170588237,0.595007495882353,0.5963549635294118,0.5969964317647058,0.6004171317647058,0.6032955494117648,0.6068088394117649,0.6104331476470588,0.615006115882353,0.6192396470588236,0.6231075294117645,0.6262600823529411,0.6293523852941175,0.6324993411764704,0.6358688735294118,0.6405014094117647,0.6454420623529411,0.6508633152941176,0.6573651364705881,0.6643644541176469,0.6719477952941176,0.677359615882353,0.6834458241176471,0.6893400047058824,0.6947398576470588,0.69962926,0.7049264194117649,0.7108124805882354,0.7176123064705883,0.7244217064705882,0.7310174629411763,0.7377774688235292,0.743177264117647,0.7480406052941175,0.7528999229411762,0.7568517852941176,0.7640617176470588,0.7703108494117646,0.7749472464705882,0.7798238776470588,0.7839882894117647,0.7883982305882353,0.7922491305882353,0.7958839305882353,0.7991924223529412,0.8021301988235293,0.8051901670588235,0.8086392811764707,0.8119370147058822,0.8154364405882353,0.8188061052941177,0.8218369035294117,0.8247119788235295,0.823775781764706,0.8233891052941177,0.8238054676470589,0.8236019070588236,0.8235358129411765,0.8237151364705882,0.8242906423529411,0.8250566076470589,0.8261808194117649,0.8276566817647061,0.8291954723529413,0.830668707647059,0.8321981800000001,0.8337310482352943,0.8354114011764706,0.8383244500000001,0.8424784029411765,0.8466066776470589,0.8504982188235295,0.8542714329411766,0.8582660276470588,0.8626818900000001,0.8666603076470587,0.8703572547058823,0.8738464370588237,0.8771229,0.8801877823529413,0.8831029558823531,0.8863918852941177,0.8891034323529413,0.8917019247058823,0.8941968617647059,0.8954795852941178,0.8956793029411765,0.8961774635294116,0.8968907105882352,0.8977702047058823,0.8988925564705882,0.9003152411764705,0.9017525117647059,0.903333605882353,0.9051802382352943,0.9070371541176472,0.9091127305882353,0.9114417864705883,0.9134562335294119,0.9158677023529413,0.91948443,0.9233335194117648,0.9272217882352941,0.931015168235294,0.9347175564705882,0.9383806947058823,0.9419066594117647,0.9450731670588235,0.9478130317647058,0.9504768376470589,0.9529456376470589,0.9551013435294117,0.9572054352941177,0.9590953382352942,0.9607618794117648,0.9622975382352941,0.9637574488235294,0.9640147988235294,0.9641001352941176,0.9641276017647058,0.9641070841176469,0.9640420194117647,0.9639780164705882,0.9639827488235293,0.9639572982352941,0.9639088470588236,0.9638570411764706,0.9638144941176471,0.9637847,0.9637434970588236,0.9637021235294119,0.9636809435294118,0.9636833788235295,0.9637169258823528,0.9637550288235294,0.9637935011764706,0.9638171129411762,0.9638159658823527,0.9638276570588235,0.9638268452941174,0.9637881129411764,0.9637620052941176,0.96374053,0.9637104711764707,0.9636590241176473,0.9635898652941177,0.9634886211764708,0.9633940152941176,0.963291874117647,0.9631381505882355,0.9629591329411766,0.9627697605882352,0.9625611605882355,0.9623661017647059,0.9621920311764707,0.9620115376470588,0.9618679041176473,0.9617463947058825,0.9615970317647059,0.9614318935294119,0.9612627252941178,0.9610995047058825,0.9609369399999999,0.9607979047058822,0.960453416470588,0.960143002352941,0.9599424905882353,0.959760871764706,0.9596166911764705,0.9594683264705883,0.9593167794117647,0.9591805347058824,0.9590549935294118,0.9589394094117646,0.9588419382352941,0.9587609382352942,0.9586964323529412,0.9586497005882353,0.9586119623529411,0.9585858647058824,0.9585458470588236,0.9586872,0.9588022647058824,0.9588261794117647,0.9588196658823529,0.9587573658823529,0.9587177988235295,0.9586902105882352,0.9586537494117647,0.9586209141176473,0.9585785847058825,0.9585317670588235,0.9584883729411766,0.958430715882353,0.9583410923529412,0.95823903,0.9577210394117647,0.9572569335294117,0.956756315882353,0.9564217982352943,0.9561639070588235,0.9559641817647058,0.9557835964705883,0.9555640752941178,0.9552627199999999,0.9549711870588233,0.9546912205882352,0.9544426264705883,0.9542203541176469,0.9540097217647057,0.9538141064705878,0.9536410417647057,0.953478604117647,0.9537229005882353,0.9539358264705884,0.9542100499999999,0.9543321999999999,0.9543967529411762,0.9544240135294118,0.9544557476470589,0.954533834117647,0.9546785511764704,0.9548184076470588,0.9549410941176473,0.9550309152941178,0.9551061782352941,0.9551752752941176,0.9552465535294116,0.9554959447058823,0.9556193152941175,0.9557384011764706,0.9558854247058823,0.9560468388235295,0.95619613,0.956348641764706,0.9564776770588236,0.9565993870588236,0.9566973382352943,0.9567366764705882,0.9567595882352942,0.9567791747058823,0.9567919711764704,0.9568066376470588,0.9568242023529412,0.9568388200000001,0.9566726699999999,0.9566361876470587,0.9566005935294117,0.9565516229411763,0.9564966970588235,0.956430620588235,0.9563407970588232,0.956265258235294,0.9561900935294116,0.9561270676470589,0.9561268647058823,0.9561190882352941,0.9560998958823528,0.9560895311764703,0.9560669582352939,0.9561870347058822,0.9559322170588234,0.9555901994117645,0.9551296505882353,0.954743374117647,0.9543908447058823,0.9540586170588234,0.9537377935294117,0.9534809817647059,0.9532566382352942,0.9530396441176471,0.9527985970588235,0.9525689647058824,0.9523702058823527,0.9522074217647057,0.9520576723529414,0.9519245864705884,0.951645933529412,0.9517327652941177,0.9519189276470589,0.9522257194117647,0.9524545723529412,0.952631825882353,0.9527757329411763,0.9529158329411762,0.953008362352941,0.9530750058823526,0.9531372794117646,0.9532245264705879,0.9533017382352941,0.9533663735294118,0.9534055047058824,0.9534998658823528,0.9534397011764704,0.9533147276470588,0.9531816723529412,0.9529695605882352,0.9527819117647058,0.9526837235294119,0.9526403382352939,0.9526417964705881,0.9526600082352941,0.9526521611764707,0.9526411100000002,0.9526441464705883,0.9525973582352942,0.9525066794117649,0.9524214594117649,0.9523320217647061,0.9522002252941177,0.9522102058823531,0.9522775794117647,0.9523703423529412,0.9525537699999999,0.9527213147058822,0.9528074735294116,0.9528437029411765,0.9528583829411765,0.9528624376470587,0.95286992,0.9528592647058824,0.9528362841176472,0.9528645511764706,0.9529486570588236,0.9532211023529411,0.9533835752941177,0.9534661070588235,0.9535523911764706,0.9536262617647059,0.9536621282352942,0.9537184676470586,0.9538077305882353,0.9539394305882352,0.9540835052941175,0.9542173876470588,0.9543350976470589,0.9544741111764707,0.9546122011764706,0.9547578952941177,0.9549131576470589,0.955061671764706,0.9550112817647057,0.9550813582352942,0.9552073170588237,0.9553270935294118,0.9554618852941177,0.9556234535294117,0.9557464329411767,0.9558204488235295,0.9558589805882354,0.9558760976470589,0.9558920229411766,0.9559133111764706,0.9559278235294119,0.9559561670588236,0.9559786141176472,0.9561642376470589,0.9562838288235294,0.9564007376470587,0.9564810811764706,0.9565463988235294,0.9566064988235294,0.9566665558823528,0.9567188935294116,0.9567447729411763,0.9567697023529412,0.9568020429411765,0.9568398570588235,0.9568656729411764,0.9568796611764706,0.9568818,0.9568634382352942,0.9568590499999999,0.9567327676470588,0.9566508570588236,0.956557554117647,0.9564955723529412,0.9564532429411765,0.9564053823529413,0.9563549747058825,0.9563079841176472,0.9562846135294119,0.9562773900000001,0.9562659705882354,0.9562642382352943,0.9562749911764707,0.9562981500000002,0.9563172852941179,0.9564051670588237,0.9563624376470592,0.9562951905882355,0.9562398000000002,0.95623693125,0.95623381,0.9562184678571429,0.9562146292307693,0.9562082233333332,0.9562053836363635,0.9562081419999998,0.9561971244444444
pNuLoCDScore	0.1293190549673201,0.15018532143790841,0.16779983379084962,0.18622593790849673,0.2080815849673201,0.2282230055555554,0.24561474496732016,0.26411295790849665,0.28583799026143786,0.28998388423529403,0.27933985946524065,0.27471597647058815,0.2693031841176471,0.2603842096218487,0.2483739000784314,0.23350753044117645,0.21841537176470582,0.19636510176470579,0.17781761117647044,0.15761599117647052,0.13448455000000004,0.11436862058823538,0.09617331647058813,0.0777262164705882,0.054835687647058706,0.0265605123529411,0.015686855294117397,0.004469469411764737,-0.010930017058823571,-0.0434262509150327,-0.06166956167973858,-0.07517761262091505,-0.0854104135620915,-0.09079520303267974,-0.09369271120915032,-0.09569533826797386,-0.09751914838562092,-0.0993311275620915,-0.09257118466470587,-0.08712400403208556,-0.08272971514215686,-0.07902488285067874,-0.07574017422689075,-0.07289002439607842,-0.0703733614742647,-0.06766440947058823,-0.04999449070588235,-0.03680312370588235,-0.026758123941176475,-0.021390937117647068,-0.0185147441764706,-0.016546902764705898,-0.014656635588235298,-0.012724014058823535,-0.01064020347058824,-0.008496985647058818,-0.006386915588235287,-0.004304426999999996,-0.0024232910588235304,-0.0006793827647058846,0.0009830635882353,0.0023231080588235267,0.0031265568823529363,0.003675002235294114,0.00402356717647058,0.004147307529411764,0.0041685276470588215,0.00428549788235294,0.0043995869999999965,0.004457284058823528,0.004430500235294121,0.004266892294117648,0.004024318352941172,0.003728186470588233,0.0034137304117647094,0.003138209352941179,0.0028058523529411773,0.0023815408235294128,0.002237433941176474,0.002114797882352939,0.002048168235294124,0.0019564210000000033,0.0020182630000000028,0.002056302941176473,0.0020171913529411813,0.0019717037058823543,0.0019263442941176469,0.0018294567647058786,0.0016714673529411792,0.0015540036470588214,0.0014586485882352937,0.001368595411764706,0.0012912819411764719,0.0013020388235294167,0.0013424890000000092,0.0012778330588235388,0.0011769334117647107,0.0011500488823529414,0.0011466054117647041,0.0010254049411764707,0.0008346916470588252,0.0006403480588235352,0.00045263794117647235,0.0002548661764705945,0.00016636017647058549,0.00013976741176470464,3.9200117647054944e-05,-5.057499999999715e-05,-0.00014967747058823588,-0.00023940629411764447,-0.000560992352941176,-0.000705502117647059,-0.000728413588235298,-0.0008139065294117606,-0.0009037754117647012,-0.0009545285294117675,-0.0009533370588235383,-0.0009342737647058917,-0.0009684907058823619,-0.0009568263529411841,-0.0009238426470588243,-0.0009475989411764675,-0.0009108657647058822,-0.0008107944705882351,-0.0007069622941176489,-0.0005912986470588306,-0.00031903305882353267,1.8325117647054884e-05,0.00017945858823529073,0.0003433487058823424,0.00051346411764705,0.0006665929411764741,0.0008366189411764743,0.0009919952352941235,0.0011923790588235401,0.0014230061764705926,0.0015870861176470671,0.0016814975882352944,0.0017495134117647068,0.0017631994117647022,0.0017631542352941204,0.0013766873529411812,0.0012663321176470572,0.0010936309411764718,0.0010401690588235334,0.0009271021176470683,0.0006691024117647104,0.0004482319411764704,0.00020427270588235444,-4.193147058823704e-05,-0.00026229223529412177,-0.0005293532941176536,-0.0007806642941176577,-0.000971836117647059,-0.0010908540000000022,-0.0012141885882352953,-0.0013860014705882433,-0.001242889470588239,-0.0010225062352941204,-0.0012026512941176494,-0.0015373069411764757,-0.0018005120588235335,-0.001888283705882357,-0.0019373488823529426,-0.0019859527647058846,-0.00206621211764706,-0.0021577132352941196,-0.0022705912352941164,-0.002397783235294111,-0.002540337294117647,-0.0027404344117646987,-0.0029321059999999934,-0.0030646887647058745,-0.003310528235294114,-0.0036951892941176484,-0.003726407764705883,-0.0035980956470588223,-0.0033784640588235236,-0.003197327882352937,-0.003017144705882352,-0.002797895529411759,-0.0025643548823529386,-0.0023101866470588185,-0.0020726061764705823,-0.0018171457058823552,-0.0015866085294117642,-0.0013423132352941257,-0.0011106494705882437,-0.0009066800588235328,-0.0005098711764705936,-0.00011049582352940998,6.190241176470823e-05,0.00017167905882353035,0.0002358074117646998,0.00021607111764706047,0.00012919605882352747,1.6405882352875378e-06,-0.00011025817647059011,-0.00023921517647059257,-0.00032638923529411737,-0.00038991752941176794,-0.00042246917647058985,-0.0004280534117647068,-0.0004351868823529413,-0.0004183153529411822,-0.00072130423529412,-0.0010938741764705898,-0.0012172378823529402,-0.001273506352941177,-0.0012872029411764678,-0.0012743750000000012,-0.0012456992941176429,-0.001190351588235293,-0.001122177941176472,-0.001057897999999998,-0.0009943615882353,-0.0009557112352941155,-0.000926375294117647,-0.0009481992941176472,-0.0009777729411764684,-0.0010128172352941098,-0.0007753225294117594,-0.0004015370000000004,-0.00024163982352940969,-0.00015717647058823003,-0.00012607617647058741,-0.00012692823529411243,-0.00010725488235293831,-8.512035294117037e-05,-8.140794117646871e-05,-0.00010740464705881816,-0.0001340112352941139,-0.00016154235294116998,-0.00018252511764705465,-0.000160625294117641,-0.00010912394117646579,-4.839741176470777e-05,-4.193017647059066e-05,-0.00020450594117647075,-0.0001799764117647179,-0.00015553523529412278,-0.0001421013529411784,-7.728823529412274e-05,-3.192411764706485e-05,7.942352941124609e-07,6.0710058823527924e-05,0.00013663382352940498,0.00023344617647058294,0.0003425435882352876,0.0004203461764705832,0.00048397694117647064,0.0005316753529411751,0.0006014087647058831,0.0007715094117647057,0.0009191426470588245,0.0009360855294117711,0.0009719094117647126,0.0010738507058823538,0.0011683961176470643,0.00124992270588236,0.0013335462941176518,0.0013847036470588242,0.0014227694705882324,0.0014377328235294154,0.0014366763529411741,0.001443045941176467,0.0014790566470588157,0.0014945608823529362,0.0014880678823529399,0.0011598821764705891,0.0006730430000000051,0.0003486998235294157,0.00014791970588234893,-5.092447058823585e-05,-0.00023203500000000196,-0.00036031952941176573,-0.0005033392352941195,-0.0006045528235294126,-0.0006716126470588182,-0.0007526577647058857,-0.0008183409411764674,-0.0008583095882352884,-0.0009339386470588185,-0.000989728117647054,-0.0010092779411764695,-0.0006825161176470564,-7.319105882353308e-05,0.0005556201764705844,0.0010257447058823546,0.0013749704117647053,0.0016406215294117593,0.0018671902352941118,0.00206685811764706,0.0022608803529411796,0.0023989791176470612,0.002530268470588244,0.002664959058823538,0.0027804531176470644,0.0028862534705882403,0.0029977364705882324,0.00309457617647059,0.0031074347058823483,0.002854892941176468,0.002551590058823529,0.0022416400588235186,0.0020582461764705844,0.001941526764705881,0.0018848836470588236,0.0018670970588235275,0.0018978058823529327,0.0019488368235294103,0.002017769647058819,0.002043451647058811,0.002095729882352935,0.002171454235294114,0.0022582240588235256,0.0024295553529411693,0.0026528401176470623,0.002962862647058827,0.0033425595882352957,0.003837569647058836,0.004374228235294125,0.004968561411764709,0.0055086177058823495,0.006033965882352943,0.0064372885882353,0.006898485764705888,0.007401734882352948,0.007984257058823534,0.00862190711764706,0.009203824235294117,0.009683370705882356,0.010164533941176473,0.010691640235294116,0.01112178141176471,0.01167193823529412,0.012184922764705883,0.012693870705882355,0.01308352370588236,0.013277694352941183,0.013543373823529416,0.013772581411764705,0.01403399435294117,0.014138986647058815,0.01417245670588236,0.014081287235294115,0.013968794588235293,0.013988487235294111,0.014017532,0.01391248988235294,0.013722892764705868,0.013286079647058822,0.012589965352941171,0.011686151470588227,0.010684498235294104,0.009890164352941176,0.009099791764705878,0.008291601764705885,0.007380642705882345,0.0066716594705882315,0.006073258294117638,0.005576280941176473,0.0052344374117647,0.004927512764705891,0.00452075129411765,0.005348894529411771,0.006801214470588235,0.00830568658823528,0.009982231999999994,0.011615429764705885,0.013554698058823533,0.015464586058823525,0.01720353529411764,0.019001218176470575,0.020892226411764706,0.022841959000000023,0.0245897971764706,0.02623602952941178,0.027750591058823555,0.029135093588235295,0.030443361058823545,0.0305344334117647,0.029211189529411763,0.02705310317647061,0.024936331588235314,0.02305617658823529,0.021211383941176484,0.019328729823529414,0.01769233717647059,0.016199260588235287,0.014736380294117626,0.01340097188235291,0.01252845888235292,0.011729239823529372,0.011155702764705858,0.011005453117647057,0.010938736470588226,0.016239121529411774,0.022990919764705894,0.030415825647058803,0.03805127829411761,0.04534322682352941,0.052534322411764714,0.05980255064705883,0.06691439094117649,0.07393779917647063,0.08078880476470592,0.087105851,0.09284391982352944,0.09822882394117652,0.10340154535294122,0.10796727499999999,0.11208457088235295,0.11088951970588239,-0.021428617934640543,-0.03647746793464056,-0.04609291469934641,-0.04918695764052289,-0.048573899346405255,-0.047906463758169954,-0.047196182346405255,-0.04715870116993465,-0.04840821587581699,-0.041185453447058804,-0.036087672042780725,-0.03428727609313724,-0.03408736126244344,-0.03368081203781513,-0.03271148435686276,-0.03250928476838234,-0.031571131705882355,-0.017742203470588205,-0.007911169058823511,-0.004895430529411743,-0.005244028823529381,-0.005497539058823511,-0.0054582251764705575,-0.004878150941176468,-0.003317250941176464,-0.0018930144705882335,-0.0021305829999999915,-0.0014624524117646948,0.00033424464705880674,0.0023757805294117723,0.0035424205294118105,0.004097239352941165,0.004563712882352938,0.004478578176470585,0.00455590582352941,0.004111282588235288,0.002657371705882358,0.0010977751764705834,-0.0011065992941176606,-0.003581259999999989,-0.005519047999999999,-0.007954604235294122,-0.010475704588235296,-0.011911294882352957,-0.013495017529411762,-0.015581877529411758,-0.017473594588235303,-0.018930956941176455,-0.021340307647058812,-0.02254673205882353,-0.024778360294117646,-0.026291428529411784,-0.027064871529411783,-0.027364929176470584,-0.027482266000000005,-0.026988034000000015,-0.02655319482352942,-0.026341827176470607,-0.02592976552941178,-0.02587928529411765,-0.026018041823529403,-0.02540086535294117,-0.024560235352941176,-0.023603493352941166,-0.02137743852941175,-0.01786810005882352,-0.01487953694117649,-0.012007683764705873,-0.009386716235294114,-0.007267621058823538,-0.005230733588235281,-0.003532318823529411,-0.0022333084705882383,-0.0006499835294117573,0.0008946027058823539,0.002293718470588242,0.003729201529411759,0.004847716000000002,0.005804278117647055,0.006662885705882353,0.007135496647058814,0.005068221294117645,0.0029418275294117655,0.0011296427058823527,-0.00033040058823529533,-0.0017367088235294079,-0.002744867764705887,-0.0034720933529411857,-0.0037377709411764784,-0.004109325882352952,-0.0047244601176470585,-0.005511729882352941,-0.006186189882352942,-0.006840441588235303,-0.00740239588235294,-0.007933420529411768,-0.0082502634117647,-0.007301873294117647,-0.005290487411764702,-0.0034053062941176437,-0.0018210360588235275,-0.0003220991764705805,0.001008665647058829,0.002063693117647071,0.0028141144705882415,0.003361965235294133,0.004095039470588244,0.005236462647058827,0.006287196411764721,0.007349885117647066,0.008271591294117656,0.008952810529411763,0.011239589529411759,0.013475174235294117,0.014672300764705867,0.01582733294117647,0.01652331900000001,0.017171055176470593,0.017817042823529423,0.018638952117647066,0.019302482588235303,0.020144939470588236,0.020879307058823515,0.021428053058823525,0.02181842717647057,0.02177323664705881,0.02175422564705882,0.021959887647058828,0.020598603882352948,0.01749887800000001,0.01435152541176471,0.011262866705882349,0.008802363294117654,0.00699070594117647,0.005087425647058816,0.0032645977058823328,0.0016090589999999821,-0.00010654952941177576,-0.0018188922941176633,-0.00340019617647061,-0.004872323823529395,-0.005914903352941175,-0.006403142823529398,-0.007145976117647057,-0.008994744470588234,-0.008322423529411774,-0.007550452705882338,-0.006460032470588226,-0.006018285117647071,-0.006229766000000012,-0.006569285294117669,-0.00663962176470588,-0.006761783529411786,-0.006871016764705903,-0.00683486264705882,-0.006676148058823522,-0.006488994294117645,-0.006355633352941176,-0.006836047705882378,-0.007026547058823537,-0.006006179941176484,-0.004742161705882361,-0.004348639705882354,-0.004292876411764693,-0.003985378764705894,-0.003028017000000008,-0.0016511747647058872,-0.0004885316470588236,0.00039805717647059535,0.0012650789411764868,0.0021346501176470745,0.0027936060588235473,0.0033113785294117543,0.0038214452941176397,0.004473620823529409,0.005167015823529408,0.005999507294117662,0.005736788117647079,0.006075102235294116,0.006421497529411735,0.006773768705882366,0.00627747164705883,0.005533225176470619,0.004253843823529432,0.0034966600000000264,0.0031299690588235396,0.002818614000000011,0.002581577235294105,0.0025547468823529512,0.0022553177647058748,0.0018927127647059006,0.0015257580588235176,0.00042822458823528475,-0.0011899783529411984,-0.002393165411764722,-0.0034376774117647058,-0.003985149764705903,-0.004016892411764714,-0.00382656064705883,-0.0030982050000000066,-0.002169024411764711,-0.001645867294117656,-0.0015809663529411933,-0.0017167259999999879,-0.001915966000000005,-0.0018733530588235098,-0.001776308882352945,-0.001854803588235282,-0.0014126574705882328,-0.00011244076470587339,0.001674371941176478,0.003163357823529417,0.004330240764705881,0.004926864588235297,0.0054127642941176335,0.00567366864705883,0.005391748294117635,0.005243987117647064,0.005657113000000005,0.006391626529411762,0.007107693588235292,0.007761142176470601,0.00831928358823529,0.00919474823529412,0.009941179999999994,0.01028964976470588,0.010129746235294113,0.009612938235294105,0.009138023529411801,0.009179138235294135,0.009301287117647078,0.009408394176470575,0.00986961482352941,0.01036138952941175,0.010529801882352946,0.010161385647058804,0.009711408588235285,0.009277691764705859,0.008961525529411762,0.008432742941176463,0.008429423823529417,0.008606766411764707,0.008694430529411795,0.009393323470588272,0.010106928176470575,0.010671239352941175,0.010994318764705857,0.011389053705882363,0.01166242105882355,0.011770278411764715,0.011959484294117625,0.0122941601764706,0.012772677235294128,0.013369726647058836,0.01396108670588235,0.014420908176470598,0.014351606647058812,0.01358448288235295,0.012591456176470561,0.01139148941176471,0.010359481470588239,0.009326860294117653,0.008328692882352967,0.007354691705882363,0.006378274588235297,0.005354097235294106,0.004379146647058824,0.0035529531176470425,0.002753606647058787,0.002039178999999988,0.0012272169411764594,0.0005735828235293866,0.0013309646470588271,0.002388130882352929,0.0027592581764706026,0.0034552955294117477,0.0037749178823529433,0.003900774352941172,0.0041559005992646975,0.004398368188235288,0.004650103239495787,0.00495237914479639,0.005407707691176489,0.0059117848502673875,0.0064521312647059376,0.007076125117647075,0.007031085117647079,0.006930776000000027,0.005466028058823541,0.004279708294117654,0.003901798294117645,0.0033113629999999977,0.003046348588235284,0.0029311485882352883
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
