UniprotID	Q9BUJ2-3
pNuLoCScore	0.36216548666666665,0.365760398,0.3732952127272727,0.37674959999999996,0.3872853792307692,0.40069155928571426,0.41309104666666663,0.42665026624999997,0.43649826235294115,0.4453563976470588,0.45206931705882347,0.4574438394117647,0.46422998823529404,0.4751669529411764,0.4965678147058823,0.5193398617647058,0.5445297223529411,0.570926322352941,0.5837805947058823,0.5947521970588235,0.6076886088235295,0.6146159011764707,0.6188731288235294,0.62216388,0.6196047705882354,0.6225167705882353,0.6266520058823529,0.6327581570588235,0.6404726429411765,0.6470379335294117,0.6536966211764706,0.6604633182352941,0.6673094005882353,0.6751079888235295,0.6833054005882353,0.6909809605882353,0.697636684117647,0.704652615882353,0.7117890041176471,0.7179680764705881,0.7237605623529412,0.7329888388235295,0.7386347799999998,0.7430417388235294,0.7450593682352941,0.7460820329411764,0.7463517894117646,0.7462247541176469,0.7466209852941175,0.7467594617647058,0.7468151617647059,0.7470765005882354,0.7471446917647061,0.7469819917647061,0.7465698211764707,0.7464077035294118,0.7492546888235294,0.7529230976470588,0.7559229976470587,0.7577837329411764,0.7602849682352941,0.76271678,0.7660719535294118,0.770027951764706,0.7745460847058825,0.7784050829411765,0.7826299147058823,0.7864894970588234,0.7902056523529412,0.794326064117647,0.7986927841176471,0.8029975388235293,0.8067053976470587,0.8077205382352941,0.8084993117647059,0.8097190058823529,0.8123442276470588,0.8140179652941179,0.8156977123529414,0.8163611894117647,0.8164757835294119,0.8165835288235295,0.8174600817647061,0.8182904341176472,0.8191109752941178,0.8196487223529414,0.8201078023529413,0.8205641564705884,0.8223949488235295,0.82504319,0.8264805347058825,0.8278159311764708,0.829477707647059,0.8313640541176471,0.8330000576470589,0.8346338952941177,0.8361855564705882,0.8376649035294118,0.839131264117647,0.8404634523529411,0.8416477211764706,0.8426552358823528,0.8437831888235293,0.8448337558823529,0.8460563111764706,0.84590285,0.8453378794117645,0.8457206888235294,0.8463144100000002,0.8466717141176472,0.8466701988235295,0.8469924676470589,0.847254941764706,0.8474469858823529,0.8476506829411764,0.8479268535294118,0.8482734329411764,0.8486437447058823,0.8491192476470588,0.8497502388235293,0.8492562917647059,0.8520821094117648,0.857541684117647,0.8632837452941177,0.8690906123529412,0.8752778182352942,0.881679137647059,0.8882155670588235,0.8948161535294118,0.9013840770588236,0.9080237364705883,0.9146014982352941,0.9210659023529412,0.9274899541176471,0.9338663364705883,0.9401853129411765,0.9464750541176471,0.9539490976470588,0.957851762352941,0.9591015982352941,0.9600857899999999,0.9609790429411764,0.9614713958823529,0.9617568370588233,0.9620066217647057,0.9622032076470587,0.9623889217647059,0.96253563,0.9627126276470587,0.9628801235294118,0.9630249158823528,0.9631609335294118,0.963519278235294,0.9638577694117646,0.964135537647059,0.9644020729411764,0.964674688235294,0.9649284147058824,0.9651659105882354,0.9653889164705882,0.9655833635294118,0.9657561470588236,0.965925594117647,0.966074274117647,0.9661982764705883,0.966316508235294,0.9664102670588237,0.9665021376470591,0.9665849788235295,0.9664377223529411,0.9662829517647059,0.966160365882353,0.9660390564705883,0.9658991770588237,0.9657680888235295,0.9656542788235294,0.9655452764705882,0.9654621082352941,0.9653972223529412,0.9653291811764707,0.9652547341176472,0.9652014258823529,0.9651470023529413,0.9651109082352941,0.9647540376470589,0.9646185258823529,0.964533314117647,0.9644589229411764,0.9643775064705883,0.9642371235294118,0.9640796617647059,0.9638963294117647,0.9637303935294118,0.9635640194117648,0.963371401764706,0.9631887705882354,0.9630274735294118,0.962899061764706,0.9627852247058823,0.9627184188235295,0.9626893482352943,0.9630015458823531,0.9631119382352942,0.9631889911764707,0.9632801588235296,0.9634013105882355,0.9635910441176471,0.9638012000000001,0.9640579058823531,0.9643103176470589,0.9645699729411764,0.9648676529411766,0.9651639664705884,0.965450079411765,0.965712473529412,0.9659719870588236,0.9664209341176471,0.9668411223529411,0.9672270894117647,0.9675972088235295,0.9679420999999998,0.968266390588235,0.968558970588235,0.9688319647058822,0.9691036911764705,0.969345058235294,0.9695701376470588,0.9697797529411764,0.9699462494117647,0.9700845494117646,0.9701604611764704,0.9702094317647058,0.9702065829411763,0.9699159358823529,0.9696368864705882,0.9693505717647058,0.9690759811764704,0.9688063547058823,0.9685517229411768,0.9683186141176469,0.9681027788235294,0.9679041347058823,0.9677200300000001,0.9675408499999999,0.9673735617647059,0.9672350652941176,0.9671040711764706,0.9670290317647057,0.9670905694117647,0.9671819241176474,0.9673133447058824,0.9674179176470588,0.9675145894117648,0.9675741564705883,0.9676045211764707,0.9676044035294117,0.9676014864705882,0.9676139864705882,0.9676193070588236,0.967630985882353,0.9676373188235293,0.9676320188235294,0.9676317170588234,0.967644514117647,0.9676534164705882,0.9675593023529411,0.9674850023529411,0.9674171370588234,0.9673447135294116,0.9672966299999999,0.9672738300000001,0.9672875770588236,0.9673235388235294,0.967357888235294,0.9673791147058824,0.9674083147058823,0.9674165823529409,0.9674114623529411,0.967417203529412,0.967422275882353,0.967599702352941,0.9677890117647058,0.9679900411764706,0.9682064505882352,0.9684398952941176,0.9686832894117645,0.968918804117647,0.9691514882352941,0.96938222,0.9696090194117647,0.969833115882353,0.9700527170588233,0.9702685052941176,0.970490208235294,0.9707260047058822,0.9709543011764704,0.9711751070588235,0.9712221835294118,0.9712494835294117,0.9712611364705883,0.9712461976470588,0.9712182917647058,0.9711885894117646,0.9711678929411763,0.9711489105882353,0.9711235376470588,0.9710920352941176,0.9710622682352943,0.9710324876470589,0.970997067647059,0.9709622535294118,0.970922435882353,0.9708459688235294,0.9707698417647059,0.9705602829411765,0.9702988182352942,0.9700237652941176,0.9697685094117647,0.9695463447058823,0.9693441411764705,0.9691475164705883,0.9689643758823528,0.9688004641176472,0.9686546247058824,0.9685216747058822,0.968390571764706,0.9682673682352941,0.9681439,0.968030385882353,0.9679599135294116,0.9678901229411764,0.9679560052941173,0.9680838199999997,0.9682270058823529,0.9683566735294117,0.9684556676470587,0.9685343529411763,0.9686104682352943,0.9686712894117647,0.9687096129411765,0.9687349835294117,0.9687501805882354,0.9687643600000001,0.9687748129411764,0.9688377541176469,0.9689085152941177,0.9689689641176471,0.9690409600000001,0.9691192111764705,0.9691954552941177,0.9692507194117648,0.9692935723529413,0.9693256547058825,0.9693660811764706,0.969391251764706,0.9694237576470587,0.9694672729411766,0.9695110711764707,0.9695467123529413,0.969586718235294,0.9696313970588235,0.9696322352941176,0.9696224470588236,0.9696238429411764,0.9696105058823531,0.9695857099999998,0.9695630117647058,0.9695581523529413,0.9695614370588236,0.9695741252941178,0.9695855782352941,0.9696059629411764,0.9696187747058824,0.9696244829411765,0.9696302064705883,0.9696398805882354,0.9695665805882354,0.9695585511764707,0.969549045882353,0.9695257164705884,0.9694992347058824,0.9694584547058824,0.9694404582352942,0.9694300035294118,0.9694224600000001,0.9694181929411765,0.9694185752941176,0.969408622352941,0.9694048529411764,0.9694065147058825,0.9694105882352941,0.9694155452941177,0.9694233594117646,0.9695091594117649,0.9695232541176473,0.969528862352941,0.9695476011764704,0.9695712082352941,0.9696168764705881,0.9696463294117647,0.969669394117647,0.9696909588235293,0.9697139411764707,0.9697373705882352,0.9697696999999998,0.9697979964705884,0.9698218905882352,0.9698480758823529,0.9698763388235294,0.9698564623529412,0.9698794470588236,0.9699218823529412,0.9699915235294116,0.9700720552941176,0.9701612341176471,0.9702505458823528,0.9703306988235295,0.9704116341176469,0.9704901517647061,0.9705657735294118,0.9706330882352944,0.9706954882352942,0.970747984117647,0.9707997070588235,0.9708534694117648,0.9709062611764707,0.9710043376470587,0.9710599799999999,0.9710897594117647,0.9710999300000002,0.9710966535294121,0.9710818682352942,0.9710653564705883,0.9710545294117648,0.9710377547058824,0.9710199723529414,0.9710001064705881,0.9709859917647059,0.970977585882353,0.9709753629411765,0.9709388664705879,0.970885704117647,0.9708438305882351,0.9708049041176469,0.9707628711764705,0.9707278594117646,0.9707013711764705,0.9706794711764706,0.9706618682352941,0.9706480211764704,0.9706348952941175,0.9706196435294118,0.9706083941176469,0.9706015005882352,0.97059454,0.9705854105882352,0.9705756352941175,0.9705910470588236,0.9706180705882351,0.9706242852941176,0.9706325941176469,0.9706455705882353,0.9706598941176471,0.9706630117647059,0.9706593411764706,0.9706521729411767,0.9706372882352943,0.9706151982352944,0.9705950305882354,0.9705718052941177,0.9705454605882352,0.9705144941176471,0.9704993588235294,0.9704938229411766,0.970506058235294,0.9705086523529411,0.9705113082352942,0.9704950652941177,0.9704735282352942,0.9704511282352941,0.9704337929411766,0.9704321517647058,0.9704385929411764,0.9704458188235293,0.9704512205882354,0.9704892264705881,0.9705540029411762,0.9706264147058823,0.970709912352941,0.9707768182352943,0.9708359599999999,0.9708881364705884,0.970952248235294,0.9710237629411764,0.9711112029411764,0.9712035635294117,0.9712955870588235,0.9713833988235294,0.9714588370588234,0.9715253876470589,0.9715949429411763,0.9716732923529413,0.9717223129411764,0.9717451994117647,0.9717976464705882,0.971833475882353,0.9718404729411764,0.97186284,0.9718899305882355,0.9719154188235294,0.9719422482352942,0.9719721570588237,0.9720127276470587,0.9720558376470587,0.9720992905882353,0.9721424758823529,0.9721832111764706,0.9722222911764705,0.9722602535294119,0.972294782352941,0.9723285800000001,0.9723272252941176,0.9723367876470588,0.9723785882352942,0.9724074917647059,0.9724313935294118,0.9724572976470588,0.9724834270588237,0.9725085505882353,0.9725276682352944,0.9725482741176471,0.9725730647058822,0.97259819,0.9726280488235294,0.9726614017647058,0.9726976311764705,0.9728157429411763,0.9729383511764707,0.9730559647058825,0.9731753552941178,0.9732937988235297,0.9734108800000003,0.9735267264705885,0.9736415517647062,0.973747734117647,0.9738518576470587,0.9739518382352941,0.9740476264705881,0.9741384652941176,0.9742246694117647,0.9743084717647058,0.9743902835294119,0.9744686894117647,0.9744654605882352,0.9744565194117646,0.974451166470588,0.9744436547058822,0.9744348605882351,0.974425052352941,0.9744154370588236,0.974405984117647,0.9744022958823528,0.974397195882353,0.9743911505882352,0.9743850994117648,0.9743776111764707,0.9743736723529411,0.9743690641176471,0.9743597405882353,0.9743489252941177,0.9743430064705884,0.9743400217647059,0.9743424276470589,0.974346848235294,0.9743580629411762,0.974374304117647,0.9743889688235294,0.9744025452941177,0.9744165100000001,0.9744348688235296,0.9744561805882354,0.9744792276470589,0.9745032864705884,0.97452629,0.9745511017647059,0.9745809723529412,0.9746118435294119,0.9746379329411766,0.9746618470588234,0.9746808664705882,0.9746982458823529,0.974710207647059,0.9747186370588236,0.9747283100000002,0.9747362276470589,0.9747438805882354,0.9747477305882352,0.97474801,0.9747456064705882,0.9747437535294118,0.9747315976470586,0.9747375388235293,0.9747408094117646,0.9747383888235294,0.9747345388235293,0.9747276717647061,0.9747093170588235,0.9746897347058824,0.9746652935294116,0.9746367347058824,0.9746077323529411,0.974582165882353,0.9745556217647061,0.9745303482352943,0.9745058217647061,0.9744829335294118,0.9744608835294121,0.9744486335294118,0.9744160511764705,0.9743845923529413,0.9743604982352941,0.9743384688235293,0.9743203300000002,0.9743125182352941,0.9743044694117647,0.9743005223529413,0.9742997835294117,0.9742976794117649,0.9742948576470589,0.9742935017647059,0.9742933629411764,0.9742939629411765,0.9743001370588235,0.9743005282352941,0.9743040105882352,0.9742999517647057,0.9742898005882354,0.9742847388235295,0.9742871764705882,0.9742927805882351,0.9743020629411765,0.974315743529412,0.9743314964705881,0.9743503211764706,0.9743700047058823,0.9743916576470589,0.9744159341176473,0.9744413611764704,0.9744700611764706,0.9744908964705883,0.9745182023529414,0.9745447494117648,0.9745800764705883,0.9746224570588237,0.974657777647059,0.9746863247058826,0.9747119441176473,0.9747342852941178,0.9747515947058827,0.9747669535294118,0.9747794264705884,0.97479309,0.9748061076470589,0.9748179329411765,0.9748691270588234,0.9749167535294118,0.974965747647059,0.9750137099999999,0.9750606041176468,0.9751067205882352,0.9751484105882352,0.9751830205882351,0.9752148476470588,0.9752403064705883,0.9752643747058823,0.9752891005882354,0.9753081770588237,0.9753263652941176,0.9753425635294118,0.9753525952941177,0.9753604564705881,0.9753259894117647,0.9752907100000001,0.9752549276470587,0.9752168947058822,0.9751785476470587,0.9751401747058823,0.9751069200000001,0.975083215882353,0.9750627805882353,0.9750490982352941,0.9750358729411763,0.9750224094117645,0.9750139270588233,0.975005782352941,0.9749977676470586,0.9749782064705881,0.9749660670588234,0.9749571105882351,0.9749513852941177,0.9749383911764707,0.9749290417647059,0.9749214888235294,0.9749090947058823,0.9748967064705882,0.9748845417647058,0.9748678123529412,0.9748490358823528,0.9748312694117648,0.9748148952941175,0.9747997717647058,0.9747873599999999,0.9747781494117647,0.9747833458823528,0.9747802105882353,0.974774865882353,0.9747680005882354,0.97476958,0.974770305882353,0.9747703705882353,0.9747752117647058,0.9747792,0.9747832647058824,0.9747896411764707,0.9747959411764706,0.9748022470588237,0.9748085094117647,0.9748129705882354,0.9748371564705882,0.9748346994117647,0.9748403264705883,0.9748514147058823,0.9748536652941177,0.9748574170588234,0.9748597099999998,0.9748641923529412,0.9748688841176469,0.9748746547058824,0.9748790429411764,0.9748821876470588,0.9748868758823529,0.9748936582352942,0.9748998582352941,0.9749054252941176,0.974910230625,0.9748906860000001,0.9748988064285715,0.9748999069230772,0.9748957908333334,0.9749033081818184,0.9749083649999999,0.9749161022222221
pNuLoCDScore	0.0743327756862745,0.08319091098039216,0.08990383039215682,0.09527835274509805,0.1020645015686274,0.11300146627450974,0.13440232803921565,0.15717437509803917,0.1823642356862744,0.20516592435294106,0.2104853819786096,0.21800259705882358,0.22040322959276026,0.21392434189075643,0.20578208215686278,0.19551361375000004,0.18310650823529423,0.17716037294117648,0.17458268882352945,0.17531431764705885,0.1762426547058824,0.17187098058823536,0.15712880647058836,0.14112345647058833,0.12277967823529423,0.10418166647058846,0.09952480588235302,0.09622876352941179,0.08994807529411752,0.09003671470588226,0.09291587529411771,0.09580419647058813,0.1041557917647058,0.11047206823529421,0.1119827741176469,0.11028358176470587,0.10458672529411761,0.09904409941176462,0.09265516823529396,0.08576143588235274,0.07931158470588218,0.07165147294117624,0.06350976117647056,0.056095540000000055,0.049508007647059094,0.04232937588235319,0.03478081705882363,0.028439627058823636,0.02549412647058824,0.019934258823529283,0.0172882176470589,0.014741994117646984,0.015225600000000061,0.016634747058823618,0.01972016411764721,0.02380319764705907,0.02792509941176502,0.03164562117647074,0.03581475294117642,0.039412996470588046,0.04306096058823505,0.0473440723529408,0.052122962941176354,0.05658983529411754,0.05745070882352932,0.054797440588235324,0.05257631411764718,0.0519352729411765,0.0520592594117647,0.05130118529411787,0.0496257588235296,0.04633323764705877,0.04192969882352937,0.038178445882352974,0.0348301670588238,0.03180093705882381,0.028905322941176648,0.02532265823529445,0.021415018235294236,0.017566617647059135,0.01568955117647075,0.017322651764705932,0.017981222941176545,0.018096925294117883,0.017133480000000145,0.017346088823529282,0.01730234529411745,0.01827270588235297,0.019709772941176373,0.02108137470588234,0.021671182352940965,0.02217301823529383,0.02253674588235277,0.02300651352941141,0.023675386470587978,0.02426959941176443,0.02366136235294114,0.020859659999999947,0.018857344705882073,0.017904757647058567,0.016836702352941213,0.015307660000000056,0.013670141176470585,0.012358572352941244,0.011069385294117717,0.00978208235294109,0.008519418823529357,0.0074634011764707076,0.006625711764705833,0.005988508823529526,0.005336058823529499,0.004916482941176414,0.0031999805882352295,0.0061792594117647814,0.012203804705882448,0.017563056470588312,0.022776202352940977,0.02860610411764697,0.03500893882352951,0.04122309941176461,0.047561211764705846,0.05393709117647072,0.06037305352941191,0.06667464470588236,0.07279246941176476,0.07884620941176479,0.08474708882352944,0.09043507411764717,0.09721876235294125,0.10186698823529405,0.10031007823529403,0.0958178529411764,0.09099517764705878,0.08570122470588226,0.0797922582352939,0.07354126999999977,0.06719046823529395,0.06081913058823507,-0.0028844135947712346,-0.010971870653594756,-0.014301916535947728,-0.01042887594771244,-0.004776059477124228,0.00019040993464050637,0.00480496464052288,0.009252163464052249,0.013352391699346378,0.015207561352941185,0.019373974598930477,0.02576180205882353,0.032146044932126666,0.03836338058823527,0.04445763247058823,0.049080311176470576,0.0510081,0.06434935882352938,0.07261227176470589,0.07161333117647059,0.06909999529411764,0.0653786364705882,0.06321663411764705,0.059860611176470596,0.05563095470588236,0.05154058764705885,0.046735188235294045,0.03975753647058819,0.031041498235294118,0.023152544705882322,0.01572837705882346,0.009199968823529386,0.006373087058823473,0.002643098823529394,-0.0042393217647059,-0.009765042352941206,-0.013239519411764683,-0.015288548823529369,-0.017012434705882346,-0.019663771176470557,-0.020205345882352954,-0.019229867647058863,-0.018650744117647,-0.017299500588235234,-0.014604701176470586,-0.012025502352941114,-0.011265467647058713,-0.010226198235294054,-0.01266210294117645,-0.018963669999999988,-0.02097753705882352,-0.021321115294117593,-0.022633876470588232,-0.023402237058823577,-0.023558985882352973,-0.020008878235294153,-0.016226661764705885,-0.012905403529411746,-0.00962682647058824,-0.005838564117647133,-0.0012640558823529546,0.0025753205882352304,0.006268450588235247,0.013179292941176451,0.022653810588235263,0.03513660117647055,0.04941735470588238,0.06170643823529409,0.07243690588235305,0.08105702529411771,0.08853304529411771,0.0925959241176472,0.09460963352941182,0.09655459941176478,0.09828093823529419,0.09878379941176485,0.0984005270588236,0.09730313470588234,0.09772558470588236,0.09629037705882348,0.08983678647058824,0.08316375999999998,0.07380070705882347,0.06083529117647052,0.047770218823529276,0.0323255858823529,0.01702960823529398,0.0013235129411763302,-0.014992802941176497,-0.029864422352941233,-0.04467565000000001,-0.058358312352941255,-0.07129718941176472,-0.08256492647058811,-0.09337305235294113,-0.10498897823529402,-0.11151999705882343,-0.11679274176470583,-0.1236332129411764,-0.1248900994117646,-0.12256727647058818,-0.1159986364705882,-0.10628409999999991,-0.09372002999999995,-0.07841333647058821,-0.0625484882352941,-0.04798164823529413,-0.034541647058823566,-0.022347181764705903,-0.011397862352941213,-0.0022447623529411875,0.00659490470588231,0.020900257647058773,0.03010743588235304,0.04104845529411766,0.0501937535294118,0.05498662470588239,0.060224525882352914,0.06177956823529415,0.06218000882352942,0.06129492588235294,0.05930176882352947,0.05788458941176475,0.05597852176470591,0.055717491176470624,0.056020039411764644,0.057897851176470505,0.05987650529411759,0.05546377470588232,0.04799268823529407,0.04294057705882359,0.03751637529411761,0.03297289764705874,0.02976252941176466,0.02615281117647056,0.023718652352941183,0.02216629588235297,0.02037594999999992,0.020025737647058728,0.022482774117647042,0.02516840705882345,0.027294924117647057,0.02930656294117645,0.03134869058823536,0.04070623705882359,0.054990261764705894,0.06603950352941174,0.07840624294117648,0.09131914470588243,0.10350644411764715,0.11435397529411767,0.12414307058823526,0.13291749176470585,0.1403395829411765,0.14691024294117655,0.15006849294117652,0.15105456000000006,0.15196990823529416,0.15294816764705893,0.1532681741176471,0.14583906000000002,0.1316311147058824,0.11917768529411765,-0.01724826797385623,-0.026624503856209153,-0.033604247973856194,-0.03963880679738557,-0.03916517562091498,-0.03779953679738557,-0.03976466620915031,-0.04070598973856207,-0.04388792091503266,-0.04005061394117643,-0.03513406764705884,-0.03438567661764702,-0.037161580769230734,-0.03735747235294115,-0.0347225775686274,-0.033206828419117596,-0.027347926470588202,-0.01559969294117644,-0.006381166470588229,0.001330574117647032,0.0029362447058823293,0.002930467058823494,0.0059833464705882355,0.010383554117647048,0.017709337647058815,0.023636881764705853,0.028366908823529463,0.031019891764705876,0.03598111176470589,0.041703914117647095,0.04419408823529414,0.04497786352941177,0.04107212588235298,0.03443830882352944,0.030432624117647106,0.027244694117647045,0.02488308294117647,0.02295527176470588,0.02164537470588232,0.018680374705882324,0.015334574705882315,0.01148068999999996,0.0076983376470587395,0.0049324105882352365,0.0028509894117646484,0.0008511435294117076,-0.00188404941176476,-0.002745140000000007,0.0011916841176470017,0.009563870588235268,0.01324978294117643,0.017919868235294123,0.02374369235294116,0.03194324470588231,0.04127201764705882,0.04922424294117653,0.05489482588235298,0.06042950294117655,0.06758416411764712,0.0748101117647059,0.08144960176470592,0.08696656294117655,0.09439332529411779,0.10119780235294118,0.10269785352941169,0.10087526529411767,0.10262061588235288,0.10450345882352938,0.1028386376470588,0.09724746470588236,0.08783769294117649,0.07708168941176463,0.06881015058823525,0.06185527294117643,0.054563846470588206,0.04638444470588243,0.03892411941176471,0.03214699117647052,0.025345489411764566,0.016876264117646977,0.01244006000000003,0.012584383529411713,0.010866304117647052,0.007537489411764742,0.00569385,0.005531658823529406,0.00679688235294118,0.008762647647058808,0.010675711176470648,0.011658887647058802,0.012597774705882359,0.01410362882352939,0.01539238882352939,0.016391797058823543,0.017323965294117616,0.019818051764705857,0.019178396470588277,0.015595588235294056,0.012215213529411795,0.010026404705882341,0.00719024470588242,0.004161087647058914,0.002902482352941216,0.003413847647058932,0.005298455294117599,0.007133384705882317,0.008794806470588223,0.010310332352941154,0.010834805882352971,0.0116438752941177,0.011771768235294189,0.01152327058823538,0.007227387058823476,0.006523962352941226,0.005202075294117592,0.004250854117647029,0.005204034117646972,0.007828940588235245,0.011100529411764704,0.01288878117647052,0.0119244676470589,0.011711205294117732,0.010803415882353007,0.00995724411764709,0.01081575176470595,0.012005794705882367,0.0128740429411765,0.01421548176470594,0.019084880000000082,0.02736594647058821,0.03641182294117651,0.04437722588235299,0.049806619411764785,0.051994180000000056,0.051770691176470596,0.051575370000000065,0.05270893764705881,0.05375233058823531,0.0538138117647059,0.05415600235294116,0.053527467647058735,0.05186170352941172,0.05026192411764702,0.04827174058823519,0.049766564117647016,0.04760649352941182,0.044548680588235356,0.04024088588235286,0.036954782352941085,0.03395509117647055,0.03254053176470584,0.031634689411764616,0.031709204117646994,0.03079941529411756,0.03115916117647044,0.03166801764705873,0.032340235294117614,0.03352035647058821,0.03452480705882355,0.03535175764705889,0.033108822352941214,0.027131394117647034,0.021955521176470538,0.01780147764705886,0.014565677058823556,0.013580682352941131,0.01355720529411758,0.013587138235294116,0.01253547117647058,0.010043862352941135,0.0076385476470588465,0.005032288823529463,0.0024004547058822934,9.30352941175272e-06,-0.0018192252941176545,-0.0028505994117647426,-0.006468719999999983,0.013519779411764687,0.035041444117647036,0.05336868058823524,0.07011046117647052,0.08336706470588223,0.09371412411764712,0.1040309029411765,0.11348017352941181,0.12404987470588236,0.13390505764705884,0.14347809529411748,0.1529113017647059,0.1614799705882352,0.16985482294117643,0.17745601705882352,0.1874499523529412,0.17998428235294134,0.15112266058823537,0.12374416823529422,0.010887445882352964,0.006059280588235294,0.0039353311764705745,0.011962636470588262,0.02275469529411764,0.031881020588235304,0.04016528999999999,0.049769271764705886,0.06245347235294116,0.07995608305882351,0.09452643983957215,0.10687853534313721,0.11637860380090492,0.12359486983193266,0.1266693495686274,0.1274663431985294,0.13315759000000002,0.15004047294117648,0.1643492452941177,0.1694284205882353,0.16967425000000008,0.1715171317647059,0.17574748000000012,0.1794009894117648,0.17976111823529412,0.1810434547058824,0.18556192117647063,0.19184320647058833,0.19801960647058825,0.20678645823529412,0.2166522835294118,0.23014476294117647,0.23884336176470583,0.2418689294117648,0.24241227705882357,0.2428874105882352,0.24533378470588224,0.24758816588235288,0.24772492764705872,0.24684647764705875,0.24424043058823547,0.2403788247058824,0.23103669529411774,0.21800947588235287,0.20529195294117664,0.19093414470588255,0.17597636823529417,0.16084248176470595,0.14545242647058831,0.13337014705882344,0.12266828235294114,0.11228243588235298,-0.008439644607843105,-0.019034761078431342,-0.024767722843137205,-0.024290891078431326,-0.02119324107843132,-0.015267145196078385,-0.009537978137254877,-0.003952680490196037,0.0014609095098039315,0.011437725352941186,0.02033098879679146,0.026471917083333324,0.031146650927601827,0.0351281731302521,0.03877574013725493,0.041493913143382355,0.059047491470588215,0.08714539088235292,0.11043929558823527,0.12755188441176468,0.1404331214705882,0.14959205558823527,0.1590910255882353,0.16932884794117642,0.18003013264705892,0.19164264441176476,0.2020532002941177,0.21218852088235304,0.22328446941176477,0.23437843588235305,0.24492040705882356,0.25500027941176473,0.24942662058823534,0.2293308817647059,0.2105752535294118,0.19197102882352937,0.1748480711764706,0.1598779641176471,0.14431019058823535,0.128319661764706,0.1116792735294117,0.09456628235294112,0.0767932558823528,0.060612276470588033,0.044622464705882214,0.028935009999999928,0.013846179411764692,-0.0007854441176470828,-0.01831621235294123,-0.02027214176470593,-0.026495161176470716,-0.032338674705882364,-0.03909109411764711,-0.04745441411764717,-0.055121688823529524,-0.0615023494117648,-0.06803154294117647,-0.07353510411764702,-0.07845032705882343,-0.0829831876470587,-0.08751263823529404,-0.09230853470588235,-0.09727147764705885,-0.10233432941176468,-0.10375983411764711,-0.10126758117647061,-0.09507918058823528,-0.08668387117647058,-0.07817175294117645,-0.06841581647058814,-0.05845642705882348,-0.05052934235294115,-0.042542798823529404,-0.0343787511764706,-0.02613095117647063,-0.018374802941176493,-0.011361608823529434,-0.004531458235294161,0.002787131176470503,0.009785512352941117,0.014108273529411797,0.020276782352941225,0.029280550000000016,0.036047482941176545,0.04422802058823533,0.05249293647058817,0.06063245588235289,0.06999808294117643,0.07957842117647057,0.08892810882352936,0.09867815529411766,0.1085024394117648,0.11931924705882352,0.12949420235294123,0.13981267941176484,0.1503027970588236,0.16323518235294115,0.17340684117647065,0.17416306352941174,0.1709452388235293,0.16660583999999995,0.1607576664705883,0.15334620882352956,0.14507333647058812,0.13633595588235287,0.12788887764705892,0.11872600470588246,-0.031129401607843138,-0.04426313396078434,-0.05612004690196079,-0.058494956313725505,-0.059400433372549036,-0.05789447807843137,-0.055663003666666655,-0.0537939589607843,-0.05226331984313724,-0.044904932411764686,-0.038896987411764686,-0.03273713525490193,-0.026805627294117645,-0.022204903957983177,-0.017932654223529437,-0.015006925375000008,-0.01675262323529414,-0.006249694411764678,0.003520212058823552,0.003770379117647077,0.0026733597058823666,-0.0014957485294117695,-0.006441236764705899,-0.01102487147058824,-0.014395975882352946,-0.016389299176470584,-0.017902723588235317,-0.018864395000000034,-0.020835155000000008,-0.02219733229411766,-0.02288473317647058,-0.02334753499999999,-0.019881687999999967,-0.01333819188235294,-0.008221399294117665,-0.003870654588235281,0.00013159364705882248,0.0040734636470588365,0.00865667747058825,0.013107111294117652,0.016114968352941184,0.017696633411764723,0.019037094058823548,0.01871293405882357,0.018589812882352952,0.019142230176470598,0.019103012176470577,0.018980145176470592,0.023019231117647046,0.023908304705882358,0.023347500941176463,0.022480407764705876,0.022461247176470606,0.023469110705882368,0.024538474235294108,0.025566421588235272,0.02732161041176466,0.0292138592352941,0.031228411235294087,0.034231695941176477,0.03757398270588237,0.040164597411764744,0.04251946423529414,0.04517747129411766,0.043501355647058815,0.037676971823529415,0.03359524005882353,0.033076060294117665,0.03298424676470588,0.031381778529411763,0.02905667617647059,0.026414955000000045,0.023836507941176532,0.02127578794117646,0.01936610676470593,0.016902228529411756,0.01403617352941175,0.011884283529411732,0.009876745294117667,0.007554200588235305,0.005035727536764734,0.0065400123921568465,0.008086312184873962,0.007755967058823504,0.0060132319117646715,0.0052883043315507805,0.005424017882352944,0.005647955882352923,0.005303822352941162,0.005136370000000029,0.004346302941176466,0.003950917058823528,0.00387719117647059,0.0033420547058823635,0.0025387852941176348,0.00209267294117646
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
