UniprotID	Q8N5H7-6
pNuLoCScore	0.25427377511111104,0.24194375759999995,0.23164275599999995,0.2239222688333333,0.2176952681538461,0.2120023325714285,0.20707332706666662,0.20232659412499995,0.19615894799999997,0.1740888588235294,0.15710186788235295,0.13903333494117645,0.12211791876470587,0.12011051405882353,0.11633282582352941,0.11204277405882351,0.11087647605882352,0.10928945017647058,0.10736804664705879,0.1053444316470588,0.1030217822352941,0.10022130576470586,0.09756861576470588,0.09499181423529411,0.09153438305882353,0.09150809164705882,0.0936671714117647,0.09567743976470587,0.09741679270588234,0.0992489268235294,0.100479248,0.1011653774117647,0.10195720388235295,0.10243118152941177,0.10306509152941176,0.10355516741176468,0.1044492432352941,0.10515960347058821,0.10632776347058823,0.1076121664117647,0.10863640794117646,0.110725935,0.11136489347058823,0.1112928138235294,0.11064338788235294,0.11009434141176469,0.10938094699999999,0.10908033935294116,0.10939744641176471,0.109662857,0.11013634876470588,0.11019134994117646,0.11015895052941174,0.11006697617647057,0.10959009123529412,0.10902282476470589,0.10766235182352943,0.1069233435882353,0.10653613452941178,0.10663233923529414,0.10692190594117647,0.10742696623529413,0.10798642858823529,0.10858971305882353,0.10912487305882354,0.10956399247058823,0.11006585776470589,0.11054693247058822,0.11126195305882353,0.11214066247058824,0.11299352364705884,0.11407677835294118,0.11494554129411766,0.116401576,0.11743845658823532,0.11843101623529415,0.11900496858823531,0.11935343152941179,0.11950151411764708,0.11947011470588237,0.1193416605882353,0.1193090017647059,0.11936914617647058,0.1191804844117647,0.11898700058823529,0.11877473235294117,0.11848704705882351,0.1179816476470588,0.11718012435294117,0.11499993905882352,0.11336071435294116,0.11203814847058824,0.11100892058823529,0.11010692882352939,0.10922746176470588,0.10854211388235292,0.10776454505882353,0.10695381588235296,0.10595952294117648,0.10482146970588235,0.10371286382352943,0.10258290088235296,0.10152101764705884,0.10052764352941179,0.09963194352941178,0.09910055505882355,0.10008247358823531,0.10086626535294119,0.10139044976470589,0.10143008058823529,0.10132864,0.10127510411764706,0.10101339905882352,0.10092104141176471,0.1007675831764706,0.10080360023529412,0.10095275588235296,0.10133635352941178,0.10184358947058825,0.10238382364705884,0.10626337600000002,0.10937822305882353,0.11317706599999999,0.117224951,0.12109470982352942,0.1248178848235294,0.12856382835294117,0.13207126011764705,0.13548566129411765,0.13890783694117645,0.14180394929411766,0.14487063517647059,0.14794263870588234,0.1508686677647059,0.153749306,0.15656779447058822,0.15917585529411768,0.15842128411764705,0.1584798476470588,0.15779275470588233,0.15693643705882354,0.1562178905882353,0.1556343370588235,0.15520088294117648,0.1549931364705882,0.1547234570588235,0.15427493764705882,0.1540751805882353,0.15361306647058823,0.1532416511764706,0.15308214294117645,0.15278020411764703,0.15298316117647057,0.15387113529411764,0.15460635294117647,0.15556349882352938,0.15627086529411763,0.15686701823529411,0.15682228764705883,0.15655162529411765,0.1565278817647059,0.15659416823529415,0.15690584588235296,0.15709007588235296,0.15763468058823532,0.15830024764705883,0.1589033794117647,0.15942557058823528,0.16001586058823528,0.16022086411764708,0.15996242294117646,0.15970253294117648,0.1592340582352941,0.15903819294117644,0.15890572176470588,0.15942801117647057,0.1601520741176471,0.1606181317647059,0.16101007411764706,0.16136459117647056,0.16212897647058824,0.16277240882352942,0.16342555529411767,0.16401877588235295,0.1667174594117647,0.16924963235294113,0.17110439529411764,0.17189586882352942,0.1724136817647059,0.17258617882352942,0.1727653288235294,0.1727292629411765,0.17262535764705883,0.17210271117647058,0.17160278352941175,0.1714358058823529,0.1714963252941176,0.17165998529411763,0.17192849352941175,0.1723338411764706,0.17304723882352943,0.17156204117647061,0.1702478723529412,0.16953484058823529,0.16976787764705883,0.17057206529411764,0.17186084000000001,0.17328314941176473,0.1746251223529412,0.1761066211764706,0.17804327882352944,0.18003582705882357,0.18169968764705882,0.1831458117647059,0.18442191117647058,0.18555476588235298,0.18841159176470587,0.19148219,0.19448717235294116,0.1978383176470588,0.2014068705882353,0.20434538529411767,0.20703313470588236,0.2096707982352941,0.2115144617647059,0.21327970882352942,0.21479459000000004,0.21631342588235297,0.21754539058823533,0.21903348470588238,0.22062691058823533,0.2221229952941177,0.22366565882352943,0.22361531882352942,0.22308008294117648,0.22276474882352942,0.22219966588235293,0.2214518694117647,0.22141610529411765,0.2215955029411765,0.2217260188235294,0.22258055411764704,0.22403443823529412,0.22589197117647059,0.22793525647058827,0.23036067000000002,0.23273042882352946,0.23511287117647064,0.2431462811764706,0.2506377641176471,0.2567172358823529,0.2632512041176471,0.2698543429411765,0.2762824176470588,0.2826843482352941,0.2889538364705882,0.29508025705882346,0.3010041652941176,0.3067158488235295,0.31198340470588243,0.3170482423529412,0.321886285882353,0.3264557429411765,0.33084652411764703,0.33511158529411766,0.3338005535294118,0.33297963764705885,0.33338783823529416,0.33327454352941177,0.3330351082352941,0.33284288176470583,0.33264291,0.3325680505882353,0.3325415123529411,0.3326158776470588,0.3328478447058823,0.33317815999999995,0.3334261117647058,0.3336536788235294,0.33394800529411767,0.33616407,0.33789608117647046,0.33904557058823537,0.33915883529411767,0.33933199823529403,0.3389852552941176,0.33893993882352946,0.3388567888235294,0.3388275176470588,0.3385958588235294,0.33837413470588235,0.33820928941176465,0.33750656823529407,0.3365577970588235,0.3352958711764706,0.33426828000000003,0.33315282705882354,0.33014052352941176,0.3276519052941177,0.32586647764705884,0.3251728429411765,0.32454554,0.3245494864705882,0.32434497058823525,0.3242439147058824,0.32407368235294115,0.32404822176470593,0.3240014535294118,0.32388379058823524,0.3242790447058823,0.3249949629411764,0.3260414805882353,0.32880149647058815,0.3312842988235294,0.3337872552941177,0.33579686470588244,0.33768313470588235,0.3394718382352942,0.34056729823529414,0.34165294411764713,0.34279216235294124,0.34403513,0.34533630117647063,0.34676797,0.3481977652941176,0.3497272011764705,0.3509872211764705,0.3518478476470588,0.3528038311764706,0.35218166411764706,0.35204415117647064,0.3518256794117648,0.3521856576470589,0.3525155676470589,0.3528153088235295,0.35368953000000003,0.354512035882353,0.3551275958823531,0.35563299882352944,0.3559504370588236,0.35608209176470595,0.3561004105882354,0.35608409294117643,0.3563380517647059,0.3566831188235294,0.3572239882352941,0.35733908117647056,0.3574546623529412,0.35776198235294127,0.3578303629411765,0.3578141047058824,0.35789693705882347,0.3575721988235294,0.35732847529411754,0.3572272823529411,0.3569806823529411,0.35646774235294115,0.35587127764705884,0.3554706529411766,0.35504478000000006,0.3546750770588236,0.35458981117647065,0.35419079529411773,0.35386369000000006,0.35339944411764707,0.3527235100000001,0.35206880176470595,0.3515636105882353,0.3510552011764706,0.35088836705882354,0.35058619764705884,0.3501106435294118,0.34973021117647063,0.34968074352941175,0.3497445564705883,0.3496373635294118,0.35018113117647054,0.3494719094117647,0.3485228123529412,0.348030665882353,0.3475706005882353,0.3471135735294118,0.3467621388235294,0.3464704270588236,0.3461226623529412,0.3457921582352941,0.3455975494117647,0.3453909752941176,0.3452440729411764,0.34508611058823524,0.3449910317647058,0.34495701529411765,0.34495642941176474,0.34426721,0.34479717411764704,0.34569064235294117,0.3460882017647059,0.34648156764705884,0.3469203229411764,0.3472232129411765,0.34750750588235296,0.34780857058823533,0.34807606529411766,0.3482738811764706,0.3485224941176471,0.34874353764705884,0.34890649647058825,0.349031255882353,0.34710650058823533,0.34530137588235293,0.3433970023529411,0.3422076570588235,0.34099636529411764,0.33966311999999993,0.3381458541176471,0.3367859717647058,0.3355462935294118,0.33448697941176464,0.3335469188235294,0.3326354494117647,0.3318073894117647,0.33096663411764704,0.3301369217647058,0.3294191899999999,0.3287389388235294,0.33008517294117645,0.33136192,0.3327066147058823,0.33325892999999995,0.3337878711764706,0.3343252105882352,0.334923324117647,0.33531755470588237,0.3355468711764706,0.33557497411764703,0.33549082999999996,0.33527222882352936,0.33497218999999995,0.3346934311764706,0.33446999411764705,0.3328316576470588,0.33268305764705886,0.3332227794117647,0.33405557588235296,0.33495746529411763,0.3357819958823529,0.3361296870588235,0.3356757217647059,0.33483343529411763,0.3341538811764706,0.33322152235294117,0.33201084882352944,0.33038394352941175,0.32914733294117643,0.3278822335294117,0.32654002294117646,0.32519675000000003,0.32514502352941177,0.32361314529411767,0.3214506047058824,0.31900339058823535,0.316599664117647,0.3144087164705882,0.3126038458823529,0.31175580235294115,0.3113176158823529,0.31078199058823525,0.31056133588235296,0.3105388735294117,0.3110067999999999,0.31115535411764705,0.3113381688235294,0.3137961664705882,0.31595571823529406,0.31726157235294117,0.3186236594117647,0.3195874929411765,0.3199254435294118,0.31996854647058826,0.31956523882352944,0.3189208300000001,0.31848866058823533,0.31806415882352945,0.31747271235294117,0.3168986594117647,0.31615438647058824,0.31518540529411765,0.31415122176470583,0.31320061999999993,0.3100271529411765,0.30717961117647063,0.30527595941176466,0.3032369094117647,0.3015270394117647,0.3003814041176471,0.29948956588235287,0.29890965999999997,0.29859935882352934,0.298002674117647,0.2974340594117647,0.2968902811764706,0.29635011058823535,0.29602077941176475,0.2958272029411765,0.2941080464705883,0.29267956000000006,0.2911833964705883,0.28989314176470593,0.28879542411764714,0.2878519505882354,0.28674026823529414,0.28546757529411765,0.2843441682352941,0.2833262805882353,0.2822464935294117,0.28130722647058826,0.28033282176470586,0.2794043547058823,0.27849326529411766,0.27752942117647056,0.2764136352941176,0.2767075752941176,0.2764977841176471,0.2762533835294118,0.27586488588235303,0.27537587176470585,0.2748034076470588,0.27447607117647055,0.27435153941176466,0.27414201823529405,0.27391569411764705,0.27372765529411763,0.2734888335294117,0.27331022352941176,0.27316603470588235,0.2727628041176471,0.2692897370588236,0.2665803052941177,0.2631021805882353,0.2601598788235295,0.2574368123529412,0.2548767823529412,0.2525020852941177,0.25028469176470597,0.24817650411764708,0.24620255823529416,0.24427044235294115,0.24228913588235296,0.24027116411764712,0.23811015117647064,0.23604311588235294,0.23394143411764712,0.23202636000000007,0.23316177000000005,0.23369375176470594,0.23521927647058827,0.23637967941176474,0.2374469011764706,0.2382289717647059,0.23879757647058822,0.2391852905882353,0.23943852882352942,0.23960324588235296,0.23971253176470592,0.2398228941176471,0.24001852352941178,0.24034179705882355,0.24058255411764704,0.24377480823529407,0.24570690823529406,0.24751652294117643,0.24922089058823527,0.2507373617647059,0.2520916517647058,0.25322720294117645,0.2544131635294118,0.2555434129411765,0.25661056529411763,0.25755628764705885,0.2584093194117647,0.25915844235294117,0.2597905282352941,0.26026759352941176,0.26065147176470593,0.26053815058823526,0.2575290458823529,0.25560992058823523,0.2540051511764706,0.2525995117647059,0.25135707823529413,0.25026204647058825,0.24949174294117646,0.24869642529411765,0.24792320588235295,0.24723152411764704,0.24662597941176467,0.24611179999999996,0.24562168117647054,0.24522267823529406,0.2449408858823529,0.2446545952941176,0.24524445058823532,0.24573920882352945,0.2462523917647059,0.24661228882352942,0.24694517705882355,0.2472334429411765,0.2474330429411765,0.24743065705882353,0.24729509647058823,0.24713620294117647,0.24690276529411767,0.24667227705882352,0.24636920235294119,0.24603534882352943,0.2457364076470588,0.2454322688235294,0.24518577823529408,0.24447140529411762,0.24382840705882347,0.24336755294117646,0.24293431117647057,0.2424636558823529,0.24202333294117645,0.24157414882352934,0.24119331411764702,0.24092799823529407,0.24066075647058824,0.24043126882352941,0.24020351470588236,0.2400027664705883,0.2398454435294118,0.23788154235294118,0.23693509764705886,0.23609784705882356,0.23544728764705886,0.23497849588235292,0.2345516494117647,0.23418350352941175,0.23389253470588237,0.2336679894117647,0.23352281882352943,0.23332795529411768,0.2331749717647059,0.23302905647058825,0.2328579317647059,0.23267651823529412,0.23248409411764706,0.23234594882352938,0.2339761176470588,0.2345827852941176,0.23513608588235294,0.23555237000000004,0.23575228882352944,0.23585353176470591,0.2358364670588235,0.2356314358823529,0.23533970294117643,0.23506264470588234,0.2348112376470588,0.23448039529411766,0.23412796294117647,0.23380871823529412,0.23351258588235294,0.2343212194117647,0.23490999,0.23545797235294116,0.23593014117647057,0.2361114476470588,0.23634927352941174,0.23654319529411763,0.2367757358823529,0.23718272352941175,0.23763125647058825,0.23805909411764703,0.23845839764705884,0.23890058764705888,0.23936037352941172,0.23978206588235296,0.24020646588235295,0.24062295941176468,0.23991037529411763,0.23931951705882354,0.23885800529411766,0.2385314670588235,0.23847464529411766,0.23837438235294114,0.23835122764705882,0.2383657588235294,0.2383045994117647,0.23832162470588233,0.23838443999999998,0.23836060499999998,0.23833057066666666,0.2383254242857143,0.23838441615384617,0.2384354508333333,0.23845809272727275,0.238537,0.23877128111111112
pNuLoCDScore	-0.05811482711111107,-0.08018491628758165,-0.0971719072287581,-0.1152404401699346,-0.13215585634640517,-0.1341632610522875,-0.13794094928758163,-0.14223100105228753,-0.14339729905228754,-0.13265430742352935,-0.12427470935294116,-0.1185778371862745,-0.114673485918552,-0.11178102680672264,-0.10950471130196074,-0.10733477988970584,-0.10462456494117645,-0.08258076717647057,-0.06343469647058825,-0.04335589517647058,-0.024701126058823533,-0.020861587235294132,-0.01585357782352942,-0.010877396647058807,-0.008919272176470566,-0.00685826864705881,-0.004302955117647028,-0.0017892642352941163,0.0014274610000000049,0.004938297705882347,0.008759147705882347,0.01262035217647059,0.017102024882352934,0.019217843352941175,0.01769772205882353,0.01561537405882353,0.013226595176470596,0.010845414588235291,0.008901698999999999,0.007914961941176454,0.007440242529411764,0.007231675470588228,0.007071257235294115,0.006636182529411783,0.005709707294117641,0.00490737270588236,0.0032623277647058913,0.0014106583529411854,-0.0009740561176470319,-0.0038025914117646997,-0.004828758941176445,-0.004660474588235264,-0.003721481941176469,-0.00266737517647056,-0.001394518411764703,-0.000490626294117627,-0.00027257335294117446,-9.886452941176849e-05,-7.049099999999198e-05,0.0003555825294117576,0.001103002529411784,0.002073686294117666,0.0034034324117647174,0.005053953588235294,0.0072831894705882305,0.009478232411764709,0.010902322058823535,0.011798677000000007,0.012083062647058843,0.011926465294117658,0.011515085529411787,0.010880401647058835,0.010216787529411755,0.00974500929411766,0.009303288411764699,0.008633551941176473,0.007725047529411763,0.006634069882352933,0.005493523411764678,0.0039048692941176244,0.002234583058823514,-0.0014016369411764817,-0.0040777422352941545,-0.006392867764705906,-0.00799604800000002,-0.009246502705882398,-0.010274052352941196,-0.010928000823529446,-0.011577115529411763,-0.012355185882352931,-0.0134096232352941,-0.014359014705882342,-0.015274136764705862,-0.01619183147058821,-0.01696602941176467,-0.017454004117647012,-0.017548180823529394,-0.015899383999999975,-0.013278240764705851,-0.011171883117647052,-0.009618470823529401,-0.008676848235294105,-0.007898821764705882,-0.007267009764705859,-0.006751146000000013,-0.0060327744705882536,-0.0051919397647058885,-0.004017869470588228,-0.002760107941176468,-0.001246547352941177,0.00032257182352940506,0.0018561801176470438,0.006631432470588242,0.010277667999999976,0.01309459241176468,0.016358685647058807,0.01970426005882353,0.023387804235294116,0.02723518835294117,0.03079615599999999,0.034472262235294135,0.03798679552941174,0.04103636611764706,0.04406703494117646,0.04698988282352938,0.04953231423529411,0.051905716529411755,0.05418397082352938,0.05291247929411766,0.04904306105882353,0.04530278164705881,0.04056780370588234,0.03584172723529412,0.03140000576470589,0.027070508705882346,0.023129622823529428,0.019507475176470557,0.01581562011764706,0.012470988352941165,0.009204545411764714,0.005670427764705888,0.002372983411764701,-0.0006671630588235555,-0.0037875903529411836,-0.006192694117647113,-0.004550148823529415,-0.00387349470588233,-0.002229255882352954,-0.0006655717647059134,0.0006491276470588225,0.0011879505882353147,0.0013507423529411644,0.0015347452941176787,0.0018707111764706408,0.0026309082352941326,0.0030148952941176643,0.004021614117647093,0.005058596470588234,0.0058212364705882425,0.006645366470588249,0.007032699411764709,0.006349728823529438,0.0053560699999999906,0.0041390341176471,0.0029631929411764735,0.0021711747058823228,0.002083434117647054,0.002876385882352922,0.0036241923529412023,0.004023963529411756,0.004104228235294105,0.004274515294117598,0.004494295882352922,0.00447216117647059,0.004522175882352986,0.004593205294117664,0.006701598823529414,0.009028768235294055,0.011141972352941176,0.01219333588235294,0.013179623529411794,0.01354798588235298,0.013859607058823525,0.013301251764705924,0.012473283529411738,0.011484579411764673,0.010592709411764684,0.010071214705882348,0.009367348823529353,0.008887576470588215,0.008502938235294077,0.008315065294117657,0.006329779411764741,0.0023124088235294826,-0.0008565229411764408,-0.0023610282352941325,-0.0026458041176470604,-0.0020141135294117762,-0.0009044888235293924,0.0005538864705882385,0.0019997647058823675,0.004003910000000027,0.006440495294117693,0.008600021176470657,0.010203362352941225,0.011485826470588267,0.01249341764705883,0.013220924705882375,0.01536435294117644,0.019920148823529382,0.024239299999999964,0.028303477058823523,0.031638992941176475,0.03377332000000002,0.035172294705882345,0.03638764882352938,0.0368893394117647,0.03717308764705882,0.0367513111764706,0.036277598823529406,0.035845702941176505,0.03588767294117648,0.03620499941176475,0.03656822941176471,0.03525406705882356,0.03213312882352942,0.02859291058823532,0.024926431176470615,0.020792795294117622,0.017106484117647036,0.014382970588235289,0.011924704705882389,0.010211557058823512,0.009300845294117621,0.009239848235294085,0.009578545294117613,0.010389865882352939,0.011327185294117637,0.012103518235294125,0.012989875882352953,0.01948062235294118,0.02702244529411768,0.03363715294117642,0.04048645529411765,0.047654677058823564,0.054830548235294096,0.06126824294117644,0.0673583335294117,0.07335423823529405,0.07842361117647056,0.08268141058823536,0.08609143352941184,0.08911298588235295,0.091525615882353,0.09372531411764706,0.09573365294117639,0.09196530411764706,0.08316278941176469,0.07626240176470594,0.07013663411764709,0.06342020058823528,0.05675269058823529,0.05015853352941174,0.043689073529411815,0.03748779352941184,0.031537347058823495,0.02590002882352932,0.020864439999999873,0.016129917647058734,0.011539825882352805,0.007197935882352902,0.003101481176470633,0.0010524847058823172,0.004095527647058672,0.006065932941176522,0.0057709970588235016,0.006057454705882259,0.005950147058823518,0.0060970570588236295,0.006213878823529362,0.00625946705882352,0.006054346470588279,0.005758257058823546,0.0053614447058823456,0.004328408235294123,0.00313168529411767,0.001642192352941163,0.00032027470588236184,-0.0030112429411764396,-0.007755557647058708,-0.011393665294117672,-0.013292357647058828,-0.014159155294117542,-0.014439715294117583,-0.014390452352941285,-0.014511818235294127,-0.014583602941176443,-0.014522176470588233,-0.01432591294117641,-0.01420783588235286,-0.013622777647058826,-0.01227875235294118,-0.01030090823529417,-0.00822679941176474,-0.004351330588235391,0.0011437752941176327,0.006135349999999984,0.009930387058823598,0.012510291764705861,0.014926298235294178,0.016017811764705958,0.01730797352941188,0.01854824764705887,0.019961447647058872,0.021288079411764693,0.022766516470588194,0.02431397470588237,0.02544815647058818,0.025992258235294108,0.0258063670588235,0.024002334705882422,0.020897365294117676,0.018256895882352964,0.016028814705882355,0.014502522941176543,0.013043729411764682,0.01224801058823538,0.012036585882352901,0.011719873529411784,0.011092465882353075,0.010296697647058817,0.00918246705882364,0.007884326470588343,0.006373209411764891,0.0050968717647059125,0.004490204117647112,0.0038792876470588045,0.005042324117647046,0.00529492999999992,0.005628982941176419,0.005576324705882374,0.005314795294117602,0.004998795882352858,0.0042074070588234425,0.003060162941176392,0.002200879411764445,0.0015942835294116553,0.0010302452941174933,0.00038565058823519793,-0.00022913294117654637,-0.0006134399999998541,-0.001293271764705839,-0.002008041764705759,-0.0026341770588234614,-0.0031482858823528304,-0.0035909723529411464,-0.0043625382352942,-0.00510685294117641,-0.005745302941176422,-0.006333326470588152,-0.00651699764705882,-0.0064401082352940064,-0.006641084705882261,-0.006870038823529323,-0.006737531176470524,-0.006190534117647084,-0.005726096470588304,-0.005407416470588233,-0.004493945882353079,-0.0051179017647059455,-0.0056679829411765414,-0.005833024117647079,-0.005828843529411765,-0.005609936470588273,-0.005306662941176543,-0.005093183529411738,-0.004932538823529398,-0.005096208823529458,-0.0049886482352941575,-0.004719668235294183,-0.004486138235294201,-0.004594632941176513,-0.0047535247058824726,-0.004680348235294174,-0.005224701764705797,-0.005204699411764713,-0.0037256382352941486,-0.0023400235294118166,-0.0014823988235294072,-0.0006320058823529595,0.0001581841176470089,0.000752785882352891,0.0013848435294117611,0.0020164123529412548,0.002478515882352983,0.002882905882353015,0.0032784211764706472,0.0036574270588236035,0.003915464705882443,0.004074240588235356,0.0021500711764705915,0.0010341658823529443,-0.0014001717647059153,-0.0034829852941176687,-0.005091836470588251,-0.006818447647058912,-0.008774468823529336,-0.010437241176470657,-0.011961212352941175,-0.013321591176470693,-0.014529146470588283,-0.015638431764705918,-0.01671510470588239,-0.017776903529411803,-0.01876957470588242,-0.01961206588235309,-0.018367561764705942,-0.015216202941176482,-0.012035082352941151,-0.009501042352941191,-0.007737435294117689,-0.005875248823529355,-0.00382064352941186,-0.0018626476470587905,-0.00022873882352941743,0.0010598917647059447,0.0020280552941176477,0.0028553805882352568,0.0034648394117646752,0.004005555882352907,0.004556509411764775,0.005050804117647134,0.0040927188235294065,0.002597884705882403,0.001860859411764726,0.0013489611764706533,0.0016985352941176757,0.0019941247058823386,0.0018044764705882899,0.0007523976470588667,-0.0004841194117647385,-0.0013929899999999829,-0.0023534517647058606,-0.0034799811764705257,-0.004888285294117611,-0.005824857058823518,-0.0068111976470588975,-0.007929971176470596,-0.007634907647058764,-0.0075380341176470855,-0.009609634117647037,-0.01260497117647058,-0.015954074705882282,-0.019182331764705907,-0.0217209705882353,-0.023071875882352988,-0.023077632941176485,-0.022836265294117697,-0.022439531764705922,-0.021449512941176474,-0.019845070000000076,-0.018140532941176513,-0.01672687941176465,-0.015201854117647073,-0.011400583529411812,-0.009189305294117711,-0.006351572941176498,-0.0028269452941177,0.0005841023529411515,0.0033257794117648176,0.005559830000000043,0.006961392941176536,0.0071650276470589525,0.007171044705882423,0.007282168235294206,0.006911376470588204,0.006359785882353031,0.005147586470588328,0.004030051176470595,0.0028130529411764527,-0.0005955464705882929,-0.00592856529411756,-0.010081961176470533,-0.013347700000000018,-0.016350583529411822,-0.01839840411764715,-0.019587142352941178,-0.02007567294117657,-0.020011170000000134,-0.01988930176470599,-0.020061484705882426,-0.02003865294117646,-0.02000837823529411,-0.019804275882352895,-0.019164625882352904,-0.018324018823529353,-0.019092573529411627,-0.017347592941176437,-0.01599621470588236,-0.015382817647058733,-0.01444148529411754,-0.013675088823529302,-0.01364113588235294,-0.014021990588235222,-0.01456549176470584,-0.015273078235294058,-0.015756180588235302,-0.01612683294117645,-0.01655745941176473,-0.01694575588235303,-0.01752751411764708,-0.018297781764705923,-0.017694411176470692,-0.015971984705882458,-0.01468561235294119,-0.01363975823529412,-0.012930538235294109,-0.012476078823529524,-0.011936860588235343,-0.0109915041176471,-0.00999262882352947,-0.00918426235294123,-0.008330799411764678,-0.007579571176470623,-0.006843988235294141,-0.006094131176470563,-0.00532723058823531,-0.004766617058823475,-0.007123898235294024,-0.01012726999999991,-0.01339560352941177,-0.016093504705882333,-0.018428073529411837,-0.02049908941176465,-0.022301322352941078,-0.02419137941176458,-0.026175035294117577,-0.02793945999999989,-0.029645251764705893,-0.031438519411764676,-0.0332176694117646,-0.03520007235294112,-0.037122918823529416,-0.038821369999999966,-0.037263377058823516,-0.033418535294117646,-0.02940842882352937,-0.02494060235294121,-0.02105713294117645,-0.017429881176470596,-0.014273113529411824,-0.01148711529411775,-0.00899121352941179,-0.006764029411764738,-0.004667196470588192,-0.002576604117647041,-0.00044827000000002837,0.00190837235294114,0.0042986811764706145,0.006641119999999917,0.011748448235294001,0.012545138235294018,0.013822771176470489,0.014001614117646999,0.014357682352941159,0.014644750588235222,0.014998231176470561,0.015615587058823571,0.016358122352941207,0.01717203647058821,0.017953041764705885,0.018696787647058788,0.01933554823529407,0.019772004705882307,0.019925796470588203,0.020068917647058898,0.01676334235294119,0.011822137647058861,0.008093397647058798,0.004784260588235334,0.0018621500000000069,-0.0007345735294116973,-0.002965156470588204,-0.004921420588235331,-0.00684698764705885,-0.008687359411764684,-0.010324763529411807,-0.011783340000000031,-0.013046642352941201,-0.014168847058823542,-0.015044915294117694,-0.015710585882353023,-0.01588355529411767,-0.0122845952941176,-0.009870711764705775,-0.007752759411764704,-0.005987222941176484,-0.004411901176470584,-0.0030286035294117553,-0.002058699999999969,-0.001265768235294118,-0.0006281094117647212,-9.53211764705697e-05,0.00027678588235299784,0.0005604770588235608,0.0007475211764706446,0.0008126705882353646,0.0007955217647059032,0.0007776735294117987,-5.86723529412414e-05,-0.0012678035294118317,-0.002423984705882426,-0.003244735882352967,-0.004010865882352971,-0.0047697870588235824,-0.00540971000000004,-0.005856508235294183,-0.006101782352941204,-0.006208204705882403,-0.006242008823529432,-0.00624100823529411,-0.006165687647058826,-0.006032582352941129,-0.005890964117647002,-0.007550726470588215,-0.00825068058823522,-0.008373558235294065,-0.008381119411764615,-0.008389057058823535,-0.008382661764705868,-0.008280152352941161,-0.008130798235294084,-0.007906159411764646,-0.007670495294117591,-0.007600042941176388,-0.007485784705882348,-0.007402212352941168,-0.0073455829411764595,-0.0073262482352941805,-0.0073613494117647504,-0.0055355935294117975,-0.0029589800000000555,-0.0015150617647059494,-0.00031120176470592065,0.0005738741176471163,0.0012006394117647368,0.0016700282352941631,0.00194393235294113,0.001963446470588215,0.001816884117646994,0.0017346894117646616,0.0016362658823529108,0.0014513388235294078,0.0012700311764705652,0.0011321999999999999,0.0010284917647058744,0.0019752705882353228,0.0009338723529412063,0.0008751870588235566,0.0007940552941176349,0.0005590776470587588,0.0005969847058822919,0.0006896635294117159,0.0009392688235294044,0.0015512876470588355,0.0022915535294118217,0.00299644941176469,0.003647160000000038,0.004420192352941221,0.005232410588235259,0.005973347647058841,0.006693880000000013,0.006301739999999972,0.005000385294117615,0.003861544705882375,0.0029278641176470888,0.002420019411764701,0.0021253717647059245,0.0018311870588235135,0.001575491764705922,0.0011830352941176459,0.0006733429411764635,0.0002625305882353046,-7.395764705886432e-05,-0.0005399826470589009,-0.0010298028627450662,-0.0014566415966386637,-0.001822049728506775,-0.002187508578431363,-0.0014522825668448758,-0.0007825170588235397,-8.672418300653684e-05,0.00023981405228762354,0.0002966358169934624,0.0003968987581699779,0.00042005346405230015,0.0004055222875817277,0.0004666816993464107,0.0004496564052287877,0.00038684111111114694
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
