UniprotID	Q9ULK2-3
pNuLoCScore	0.23982209333333332,0.23562747899999997,0.23178499545454542,0.22776049249999997,0.22396615461538458,0.2207928521428571,0.21800718266666663,0.21539470999999996,0.21299511882352937,0.19688546411764704,0.1930550076470588,0.1916867288235294,0.18938852000000003,0.18813021411764708,0.1844919935294118,0.17998872764705887,0.1754988852941177,0.17200057941176472,0.16894324058823532,0.16594893705882352,0.16347520352941175,0.16120577,0.1589887982352941,0.1568935582352941,0.1573190317647059,0.15670782823529414,0.15614538,0.15610849470588237,0.15622266647058825,0.15644836411764707,0.15612572058823532,0.15602911235294117,0.15601771588235297,0.15605998411764704,0.15618282941176465,0.15683869705882347,0.1574844376470588,0.15849097470588233,0.15980803294117646,0.16092288470588237,0.16174014411764706,0.16019830352941178,0.1598401829411765,0.15955056647058824,0.15920004294117643,0.1587543888235294,0.15829944235294113,0.15845842999999998,0.15873128411764703,0.15898755647058824,0.1592657711764706,0.15976034588235294,0.16016819823529416,0.16065673882352943,0.16069959823529412,0.16071376235294116,0.16382240470588236,0.16805608705882352,0.1707284464705882,0.1739906594117647,0.17566462352941173,0.1752965970588235,0.17409675294117646,0.17350109764705882,0.17319498941176467,0.17305882764705882,0.17308583235294117,0.17357575176470588,0.1736674129411765,0.17410855823529417,0.17434493352941183,0.17443256000000001,0.17449188941176474,0.17178297764705888,0.16808359764705882,0.16602295294117647,0.16314147176470584,0.1618692882352941,0.16277486823529413,0.16473878352941174,0.16600697647058826,0.16693344823529413,0.16768612352941176,0.16810700294117642,0.16784704647058823,0.16742503352941174,0.1665898988235294,0.16630434529411767,0.16572069176470589,0.16521969999999997,0.16455600411764706,0.1641307111764706,0.16388370941176472,0.1639126194117647,0.16379239235294116,0.16358981058823527,0.16351262411764703,0.16350458058823525,0.16365444117647057,0.16390334529411762,0.16445997823529412,0.1654935858823529,0.16687430176470586,0.16819706941176468,0.16929750999999996,0.171106204117647,0.17296334470588232,0.17470954352941173,0.17609701529411761,0.17711139941176468,0.17807230529411763,0.17914864352941176,0.18004653999999998,0.18047129411764704,0.1806729,0.18067315588235294,0.18066275882352942,0.18057067411764707,0.18056454058823526,0.18076762705882354,0.18599170588235292,0.1904303005882353,0.19451667647058823,0.19697253882352941,0.1982944682352941,0.19896571999999998,0.20014378235294117,0.20079494294117645,0.2010944264705882,0.20147717176470584,0.20201729999999998,0.20245579529411764,0.20299450470588234,0.20354404588235295,0.20411834,0.20427093294117651,0.20454796882352944,0.1996877782352941,0.1955181605882353,0.19167349294117647,0.18932248,0.1882506005882353,0.18811881352941176,0.1876666482352941,0.18755863235294118,0.18762876588235294,0.18770100235294115,0.18799640294117648,0.18838704352941177,0.18874272941176473,0.18879013705882355,0.18882656058823533,0.18870289764705883,0.18748665647058824,0.18687217529411765,0.18725912529411765,0.18774940235294119,0.1885641576470588,0.1892743517647059,0.1902745876470588,0.19157505470588232,0.19322454176470588,0.1947147358823529,0.19616460117647055,0.19703865999999998,0.19769682764705881,0.19840632,0.19924754588235297,0.20026407705882357,0.2019428935294118,0.20450529705882356,0.20668110529411768,0.2077917088235294,0.20860653470588236,0.2090367123529412,0.20925421999999994,0.20896714176470588,0.20831099470588232,0.2075579370588235,0.20706610647058826,0.20656095,0.20630066058823526,0.20626513411764708,0.20620852470588236,0.20677376470588235,0.20772887058823528,0.2082683170588235,0.20884491117647055,0.20976454235294117,0.21086533,0.21189815235294118,0.21280144294117648,0.2138736876470588,0.2151522382352941,0.21653391,0.21781358470588233,0.21887861235294115,0.21981918705882353,0.2213038464705882,0.22294908647058823,0.22477177352941177,0.22602771117647058,0.22649595294117647,0.22716406764705882,0.22756938647058822,0.22768440705882353,0.22786891823529412,0.22809350764705885,0.22834307352941183,0.22848545941176474,0.22861020941176474,0.22864172529411766,0.2287436629411765,0.22896380588235296,0.22938384470588238,0.22950197411764708,0.22729553823529414,0.2269033417647059,0.22573693823529412,0.22548190999999995,0.22554396647058828,0.22571268352941176,0.22543367294117647,0.22507404588235294,0.22499259529411764,0.22492599117647055,0.22496325529411765,0.22517079529411765,0.22531363058823528,0.22524282294117648,0.2252852505882353,0.22534985705882352,0.2254700788235294,0.2279399994117647,0.22839369764705883,0.2297175011764706,0.2303206835294118,0.23070192529411765,0.23113995588235292,0.23200211058823528,0.23284091058823528,0.2334502394117647,0.23398493588235292,0.2346043782352941,0.23506468470588238,0.23561882529411768,0.23638246058823528,0.2372159388235294,0.24003618941176472,0.24306551529411766,0.24583924470588236,0.24886764941176476,0.2511084552941177,0.2529024323529412,0.2540738347058824,0.25516397588235296,0.2563042894117647,0.2574558276470589,0.25855435176470587,0.2598390694117647,0.26140018000000004,0.2629804358823529,0.26484253588235296,0.26666277882352946,0.2684557941176471,0.26813088647058825,0.2674825158823529,0.2669731205882353,0.2661323823529412,0.26599479882352944,0.2663313794117647,0.2672602711764706,0.268126185882353,0.2688259105882353,0.26954960588235294,0.2703141588235294,0.2709616605882353,0.27128428176470587,0.2715185,0.2714147482352941,0.2719437658823529,0.2723566505882353,0.27273302294117646,0.2730742011764706,0.27347939,0.27387363235294115,0.2742688235294118,0.274571895882353,0.27489114294117656,0.2752707870588236,0.2758077429411765,0.27662779764705886,0.2774336894117647,0.27814112764705884,0.2790868923529412,0.2799593605882353,0.2808066788235295,0.2809568629411765,0.2811992923529412,0.28145183705882354,0.28168286823529415,0.28187187647058826,0.2820448511764706,0.28207783647058826,0.28212049235294123,0.2821195141176471,0.2821517170588235,0.2820844317647059,0.2816530564705882,0.28132297058823524,0.2811138323529412,0.28070093235294113,0.28057877117647056,0.28017035764705883,0.27994226588235294,0.2798480576470588,0.27983892705882357,0.2799163270588236,0.27956606411764706,0.2786249029411765,0.2779337323529412,0.27688229764705885,0.2759485505882353,0.27498803588235293,0.2740890088235294,0.2732610870588235,0.27245028235294116,0.2716530835294118,0.2708772423529412,0.2698669835294118,0.26924489764705883,0.2684478035294118,0.2674455041176471,0.2663173341176471,0.2649683605882353,0.2640909647058823,0.2638014423529411,0.26338962941176475,0.2634023670588236,0.2633129747058824,0.2631780570588235,0.2628763170588235,0.2623159317647059,0.26180852470588234,0.2625046335294117,0.26011975882352933,0.2572574176470588,0.25473174529411763,0.25249283823529417,0.25082718411764704,0.24943645882352938,0.24832864823529413,0.24688618470588236,0.2457708829411765,0.24470887470588235,0.24369585,0.24275646882352941,0.24187957529411766,0.2410987847058823,0.24055826999999996,0.24005061117647059,0.23840366588235296,0.23980057352941173,0.24174414941176464,0.24339468411764706,0.2447256811764706,0.2455683405882353,0.24622203352941174,0.24687789176470587,0.24789784705882353,0.24867620764705886,0.24941379941176473,0.2500685247058824,0.2505899517647059,0.25105762764705886,0.25145901882352945,0.25184013823529416,0.2542151264705883,0.2563319982352941,0.25780414529411766,0.2592883235294118,0.2607520623529411,0.2622448370588235,0.26353002058823527,0.26470894058823524,0.2658727282352942,0.26696840705882363,0.26793190705882364,0.26871767588235296,0.2695113664705882,0.270266854117647,0.2709206052941176,0.27156610999999997,0.2722598064705883,0.27086397705882354,0.2696555788235294,0.26905925882352943,0.2684121247058823,0.2676811976470588,0.2669544529411765,0.2664464388235294,0.2660682788235294,0.2656507711764706,0.26527522529411773,0.2650228435294118,0.264947015882353,0.26491462764705886,0.26497008588235293,0.2653687376470588,0.2646918617647059,0.26412279000000005,0.26372810764705884,0.26372056352941176,0.2637190523529412,0.26379400882352944,0.26382699000000004,0.2639927135294118,0.2641858394117647,0.26438104411764707,0.2645128335294118,0.2645989264705882,0.2647244188235294,0.2648701929411764,0.2648160194117647,0.26475146882352935,0.26431535058823524,0.2650367470588235,0.26566873058823526,0.26607931705882354,0.2660499835294117,0.2660062776470588,0.2658962023529412,0.26586996588235295,0.26573442352941173,0.26547766764705877,0.26520571352941175,0.2649889994117646,0.2647766523529411,0.2645129817647059,0.2642178388235294,0.26543761411764705,0.2667857335294117,0.2683866076470588,0.2695328782352941,0.27038652999999996,0.2709068947058823,0.2713593429411765,0.2718911117647058,0.27253971999999993,0.27323858117647054,0.2740824023529411,0.2749624194117647,0.2760443676470588,0.2773157176470588,0.2787209982352941,0.2801164747058824,0.2814771223529412,0.28154243529411765,0.28156703352941176,0.28162341,0.282099195882353,0.28271941470588235,0.28386406588235297,0.2852317335294117,0.2866012452941176,0.28785908588235287,0.2890161082352941,0.2900501117647059,0.29111663529411763,0.2920231470588236,0.29274178411764706,0.29336176823529414,0.2946100505882353,0.29617481823529407,0.29741733647058816,0.2987836176470588,0.29996560470588235,0.30118270352941173,0.3023506064705882,0.30344508647058827,0.3045187076470588,0.30559044,0.3067105652941176,0.3078596588235294,0.3088654664705882,0.3098474547058824,0.31084366352941173,0.31172556705882354,0.3126131141176471,0.3127715123529412,0.31262657294117646,0.3127930858823529,0.31269541823529406,0.3127068688235294,0.31271959823529405,0.312828054117647,0.31280216764705876,0.312594185882353,0.31237441529411764,0.31207306647058825,0.3117844729411765,0.3116144823529412,0.3114382247058824,0.31121743705882354,0.31168851705882356,0.3114163252941177,0.3114616329411765,0.31157646823529417,0.31177318764705886,0.31205106823529416,0.31211792588235293,0.3122600470588235,0.31378751058823523,0.3204045252941176,0.32954041352941177,0.3381170341176471,0.3470094852941176,0.35697384764705875,0.36686973647058824,0.3774525235294117,0.38839030529411767,0.39906727823529414,0.4107292917647059,0.4224197423529412,0.43426671941176476,0.4461759623529412,0.45826365647058825,0.4706910811764706,0.48317599294117647,0.4943865329411765,0.500875484117647,0.5049799270588237,0.5097635211764707,0.5141861623529412,0.5176917694117646,0.5213724529411765,0.5270886635294117,0.5320327723529411,0.5368342735294118,0.5412592552941177,0.5455975305882353,0.5497801676470588,0.5535142270588236,0.5572023858823529,0.5604998600000001,0.5633191617647059,0.5656166876470589,0.56761672,0.5697132552941175,0.5716949588235293,0.5738204494117647,0.5758237164705884,0.5776944500000001,0.576854645882353,0.5764837047058824,0.5760036452941177,0.5755241435294117,0.5749426441176471,0.5742963788235294,0.5738578882352942,0.5733000211764707,0.5731155958823531,0.5731566058823531,0.5737230441176472,0.5743195970588236,0.5747568382352941,0.5751731482352942,0.5754841988235295,0.5749334576470588,0.5751847758823531,0.5757244647058825,0.5763646823529411,0.5767824235294119,0.57741341,0.5780465164705885,0.5787632488235295,0.5795262294117647,0.5801701352941177,0.5806684605882353,0.5811668252941177,0.5814833576470588,0.5815057870588235,0.5815960482352941,0.5817634147058823,0.5820367264705881,0.5831710558823529,0.5835450594117645,0.583648084117647,0.5836211311764704,0.5837276047058824,0.5837070964705883,0.5835781576470588,0.5833641752941175,0.5831784517647058,0.583073148235294,0.5830000894117646,0.5830012894117647,0.5831248323529411,0.5835028911764707,0.5838229329411766,0.5841818264705883,0.5844846617647059,0.5847518417647058,0.5849176417647061,0.5850455382352943,0.5850002970588237,0.58500277,0.5850183582352941,0.5851423776470588,0.5853314623529411,0.5851954152941177,0.5850513682352941,0.5848049017647059,0.5845971452941177,0.5843759105882352,0.5841816164705882,0.584019984117647,0.583678347647059,0.5832105811764706,0.5826496876470588,0.5821767147058823,0.5816741047058821,0.5811926752941176,0.5807072588235294,0.5802310805882352,0.5797084082352941,0.5790902294117647,0.5787066152941176,0.578350771764706,0.5780601676470589,0.5777693064705884,0.5774988570588236,0.5768940335294118,0.5762551864705883,0.5757640494117647,0.5751782023529413,0.5746007570588235,0.573926674117647,0.57338179,0.5727274135294117,0.5722298276470588,0.5716233923529411,0.5711043629411765,0.5706812217647058,0.5703592594117646,0.5699512911764706,0.5694405147058824,0.5693571117647059,0.5705487,0.5730256882352941,0.5761653,0.5799151317647059,0.5844820535294117,0.5896879047058823,0.5954868723529412,0.6015556311764706,0.6082140517647059,0.6149346635294117,0.6220353911764704,0.6292539047058824,0.63658559,0.6441618058823531,0.6520117647058824,0.6601214588235295,0.6725679882352942,0.683958294117647,0.6944687199999999,0.70433052,0.7134625705882353,0.7219146564705883,0.7297472464705883,0.7370516347058824,0.74397457,0.7505127376470588,0.7568499317647059,0.7629336729411765,0.7687872123529412,0.7744405235294118,0.7797813800000001,0.7849305305882351,0.7899259864705882,0.7901717929411765,0.790226348235294,0.7902046694117646,0.7901722341176469,0.7901518194117647,0.7901742694117647,0.79024394,0.7903559164705882,0.7905034988235294,0.7906673017647058,0.790799984117647,0.7909163605882351,0.7910396282352941,0.791172814117647,0.7913196552941176,0.7915786376470588,0.7918603876470588,0.7920662135294119,0.7922085423529412,0.7923071741176472,0.7924053035294119,0.7925175300000001,0.7926331594117648,0.7927498864705882,0.7928656658823529,0.792987554117647,0.7931142070588235,0.793228948235294,0.7933461817647058,0.793464114117647,0.7935898435294116,0.7937233688235295,0.7937545535294117,0.7937636888235294,0.7938194182352941,0.7939204694117649,0.7940403494117648,0.7941449582352941,0.7942331611764706,0.7943114347058824,0.794384681764706,0.7944573376470588,0.7945261317647059,0.7945920170588234,0.7946678111764705,0.7947418364705882,0.7948159070588234,0.794996736470588,0.7951835388235292,0.7952212224999998,0.795255984,0.7952943542857142,0.7953367430769229,0.7953943216666667,0.7954689645454546,0.7955567960000001,0.7956566844444445
pNuLoCDScore	-0.026826974509803952,-0.04293662921568628,-0.04676708568627452,-0.04813536450980391,-0.05043357333333329,-0.05169187921568624,-0.055330099803921506,-0.05983336568627445,-0.06432320803921562,-0.06362689958823525,-0.0628417548663101,-0.06181155544117645,-0.06049095108597283,-0.0595870821428571,-0.05901838443137253,-0.058501151764705855,-0.05567608705882346,-0.0401776358823529,-0.036909627647058796,-0.035578234117647045,-0.03316585352941179,-0.03168185000000001,-0.028366272941176496,-0.023959615294117692,-0.019481169411764726,-0.015940595294117677,-0.01276041117647067,-0.009110240000000047,-0.00599076588235295,-0.0027147952941176667,0.0008192347058823546,0.0040293264705882625,0.004421112352941153,0.00349047529411764,0.003694802941176495,0.003442071764705873,0.0029773764705881833,0.0023060247058823424,0.002173721764705816,0.0024293176470588096,0.0027135682352940615,0.0029275723529411934,0.003082941764705943,0.0029216488235294658,0.0026837605882353566,0.002165764117647101,0.0008915652941176577,-0.00020912235294121007,0.0020822605882352963,0.007857783529411744,0.010888263529411718,0.014440092941176458,0.0164645805882353,0.016542208235294092,0.01579731058823533,0.015042667647058833,0.01446370529411764,0.014071271176470584,0.013820061176470583,0.013815405882352944,0.013499214705882334,0.013451819411764737,0.01364533529411771,0.013718797647058856,0.010669484705882387,0.00372689058823536,-0.0026448488235293888,-0.007967706470588226,-0.012523151764705892,-0.01342730882352941,-0.011321884705882329,-0.00876231411764708,-0.007188012941176408,-0.006125379411764692,-0.005399708823529414,-0.005468748823529462,-0.005820366470588256,-0.006683524705882432,-0.00775503470588243,-0.008128214705882347,-0.00877119764705886,-0.006563277647058913,-0.00352759352941176,-0.001892241764705871,0.0007422376470588854,0.0020433311764705975,0.0010175241176470229,-0.0011489729411764682,-0.002494352352941237,-0.003428867647058881,-0.004031682352941185,-0.004203657647058795,-0.0033870682352941106,-0.001931447647058826,0.00028440294117645926,0.0018927241176470155,0.0035768182352940714,0.005886504117647018,0.008407340588235251,0.010578832352941131,0.012213305882352893,0.013198779999999993,0.014279912941176476,0.015558832941176493,0.01653391588235295,0.016966713529411787,0.017018458823529425,0.016769810588235318,0.016202780588235294,0.015077088235294162,0.013690238823529405,0.012570557647058861,0.016694195882352963,0.019324096470588303,0.02155333176470592,0.022262995294117682,0.022197452941176476,0.021854320588235304,0.022071477058823535,0.021646299411764686,0.021047886470588223,0.0210058776470588,0.021344399999999986,0.021782639411764698,0.022331745882352927,0.022973371764705874,0.023553799411764748,0.02350330588235297,0.018556262941176516,0.00925747764705881,0.0010014841176470557,-0.005299045882352943,-0.008971988235294104,-0.010715119411764673,-0.012024968823529408,-0.013128294705882337,-0.013535794117647021,-0.013848405882352893,-0.014316297647058829,-0.014459392352941164,-0.014607461176470576,-0.014801316470588216,-0.015328202941176455,-0.015444372352941188,-0.015845071176470604,-0.012201121764705863,-0.008645985294117642,-0.0044143676470588256,-0.0015730776470588015,0.0003135570588234937,0.001155538235294129,0.0026079394117646815,0.00401642235294114,0.005595775882352938,0.007013733529411759,0.008168198235294077,0.008651616470588208,0.008954098235294083,0.009616182941176443,0.01042098529411764,0.011561179411764738,0.014456237058823568,0.01763312176470591,0.019421980000000033,0.020042306470588217,0.020042377058823557,0.0197623605882353,0.018979632352941145,0.017392087058823558,0.015086452941176443,0.012843201176470587,0.010901505294117708,0.009522290000000017,0.008603832941176448,0.007858814117647078,0.00696097882352939,0.006509687647058782,0.005785977058823472,0.0037630199999999503,0.002163805882352876,0.0019728335294117716,0.002258795294117627,0.002861439999999993,0.003547222941176542,0.004906545882352925,0.006841243529411789,0.008975972941176497,0.010747478235294067,0.012317662352941156,0.013518526470588266,0.01503871235294113,0.01674056176470587,0.01799800882352942,0.018298840588235304,0.01822763588235296,0.018319156470588266,0.017804844117647045,0.016819077058823545,0.01597076588235294,0.015292064705882374,0.014469385882353025,0.013333221176470622,0.012076299411764746,0.010828140588235335,0.009865050588235363,0.009144618823529432,0.008079998235294178,0.006552887647058858,0.0025237647058823642,0.0008756305882353099,-0.0007590147058823549,-0.0016821576470588684,-0.0020254199999999445,-0.001971723529411773,-0.0024352452941176495,-0.0030194617647059108,-0.003350478235294191,-0.003559468235294183,-0.0036469541176470943,-0.003470930000000011,-0.0034300323529412313,-0.0037209829411764817,-0.0040985941176470975,-0.004152117058823568,-0.001825459411764735,0.0010366576470588196,0.002656759411764714,0.004235591176470654,0.004776717058823515,0.004989241764705887,0.005706282941176449,0.006928064705882336,0.007848315294117642,0.008524248235294157,0.00902168058823527,0.009433582941176438,0.009751054117647096,0.0103760023529412,0.011097209999999996,0.011866081764705882,0.014566110588235315,0.015125515882352947,0.017445547058823535,0.01915014823529415,0.020787771764705892,0.022200507058823538,0.022933878823529485,0.02316186529411768,0.02346337882352942,0.024005588235294167,0.024569415882352952,0.02523469117647062,0.02633549529411766,0.027361610588235247,0.028460075294117676,0.029446840000000057,0.028419604705882368,0.02506537117647059,0.021643271176470524,0.018105471176470544,0.015023927058823494,0.013092366470588257,0.012257544705882306,0.012096295294117654,0.011821896470588289,0.011370082941176418,0.010995254117647069,0.010475089411764671,0.00956148058823525,0.008303845882352945,0.0066759641176470375,0.004751969411764645,0.003487971764705833,0.0042257641176470795,0.0052505070588235725,0.006101080588235275,0.007347007647058812,0.00787883352941171,0.007937444117647074,0.007311624705882369,0.006764957058823573,0.006444876470588279,0.006258137058823554,0.006313638823529477,0.00647202882352943,0.006856845882352969,0.007568392352941211,0.008544612352941183,0.008862912941176582,0.008600212352941172,0.00846626941176476,0.008377635882352963,0.00820347823529416,0.007998244117647102,0.007776027647058814,0.0075059405882352825,0.007229349411764674,0.0068487270588235005,0.006343974117647033,0.005456634117647019,0.0042193670588234755,0.003181842941176405,0.002026939999999977,0.0007415717647058506,-0.00022790764705893363,-0.0007865052941176676,-0.001257026470588285,-0.0016037794117647608,-0.001843941176470576,-0.0019555494117646788,-0.0024787870588235394,-0.0034529335294117836,-0.004186760000000012,-0.005237216470588224,-0.006203166470588217,-0.007096395882352946,-0.007564047647058814,-0.008061883529411729,-0.00866355000000002,-0.009047848823529325,-0.00970152882352937,-0.010303374117647035,-0.010697368235294102,-0.011400254117647002,-0.012393422941176457,-0.013598992941176502,-0.014597703529411754,-0.014533938235294197,-0.014132290000000103,-0.013492668235294103,-0.012546183529411725,-0.011675061176470547,-0.010910951764705856,-0.010384769999999988,-0.010134350588235252,-0.00984455882352947,-0.00837260882352947,-0.009747224705882462,-0.01198748000000005,-0.013716058235294148,-0.014952665882352945,-0.015490150000000036,-0.015531901764705924,-0.01576231647058815,-0.016915257647058757,-0.017618746470588253,-0.018693492352941238,-0.019617124705882394,-0.020421588235294108,-0.020996741764705867,-0.021217147058823604,-0.021250254705882377,-0.02245402235294114,-0.02171609294117638,-0.017456844117647058,-0.012987595882352987,-0.009098154117647111,-0.006101502941176451,-0.0038681182352940935,-0.002106614705882387,-8.292941176490931e-06,0.00212696411764704,0.003967332941176516,0.005717949411764733,0.007312055882353008,0.008710376470588227,0.009958842941176549,0.010900748823529482,0.011789527058823579,0.01581146058823535,0.016531424705882397,0.016059995882353018,0.01589363941176472,0.01602638117647054,0.01667649647058822,0.017307987058823526,0.017831048823529372,0.017974881176470642,0.01829219941176477,0.018518107647058912,0.018649151176470535,0.018921414705882322,0.019209226470588148,0.019461586470588155,0.019725971764705807,0.01804467999999998,0.014531978823529412,0.011851433529411759,0.009770935294117655,0.007660062352941199,0.005436360588235267,0.003424432352941209,0.001737498235294177,0.00019555058823522709,-0.0013176358823530077,-0.0026566817647059038,-0.0036948323529411575,-0.004564350588235233,-0.0053522264705881395,-0.005950519411764665,-0.006197372352941155,-0.007567944705882401,-0.0067411870588234835,-0.005927471176470578,-0.005338695294117679,-0.004693072352941141,-0.0038871888235293417,-0.00312746294117644,-0.002453725294117637,-0.0018824394117646914,-0.0012697270588235554,-0.0007623917647059386,-0.00042391705882360853,-0.0002225970588236037,-4.443470588244569e-05,-0.0001540664705882433,-0.000617268823529471,-0.0003765111764706397,0.0009139570588234669,0.0019406229411764175,0.0023587535294117834,0.002330931176470541,0.002212268823529373,0.0020692123529411632,0.0018772523529411722,0.0015485841176470228,0.0010966235294117,0.0006928799999999513,0.00039007294117643365,5.22335294117493e-05,-0.0003572111764705288,-0.0005981805882352975,0.0006861452941177015,0.0024703829411764633,0.003349860588235276,0.0038641476470588354,0.004307212941176419,0.00485691117647058,0.005353065294117665,0.005994909411764615,0.0066697541176469755,0.007504157647058807,0.008604734705882355,0.009756705882352945,0.011055368235294183,0.01253906529411769,0.014208016470588225,0.01589863588235302,0.016039508235294153,0.014756701764705948,0.013180425882352964,0.012090531764705925,0.011712665882353035,0.011812520000000049,0.012504722941176494,0.013340621764705907,0.014061525294117694,0.014620504705882331,0.014933705882352988,0.015087692352941218,0.015072267647058823,0.014707429411764783,0.014020785882352949,0.013245293529411728,0.013132928235294106,0.014632382941176414,0.015850302941176397,0.01716020764705878,0.017866408823529356,0.018463288823529378,0.018486540588235234,0.01821335294117654,0.01791746235294117,0.017731354117647147,0.0176944570588235,0.017809547058823483,0.01774883117647058,0.01782430764705878,0.018101879411764665,0.018363798823529398,0.018003063529411778,0.016596694117647137,0.015209236470588305,0.014009468235294087,0.012729813529411715,0.01152416529411765,0.010368991764705848,0.00938296764705876,0.008283459999999965,0.007003745882352974,0.005663850000000026,0.004213407647058853,0.0029190064705882923,0.0017670276470588275,0.0005945611764706649,-0.0005081299999999955,-0.0009245970588235286,-0.0013551870588234816,-0.0011649399999999477,-0.0012166176470587153,-0.0009222305882352066,-0.0006558005882352225,-0.0006016723529411183,-0.0005680070588235386,0.0009853429411764703,0.007810339411764622,0.017165998235294133,0.026043967647058852,0.03522501235294112,0.04535936529411755,0.05543151176470584,0.06623508647058818,0.07670178823529411,0.08765095294117642,0.09926765882352939,0.11084327411764705,0.1224935317647059,0.13412489411764705,0.14614573058823532,0.15843103411764714,0.16938848235294124,0.1739820076470589,0.17133507058823527,0.16686289294117657,0.1627540358823531,0.15721231470588248,0.1508220329411764,0.1439199294117648,0.13869835823529408,0.13296549411764697,0.12610498176470591,0.11883951294117645,0.11133081117647059,0.10360420529411762,0.09525057058823533,0.08651130470588231,0.0773238670588236,0.06893262882352935,0.06474120352941182,0.0626367929411763,0.059949734117646813,0.05750879647058804,0.05612868000000004,0.054451263529411875,0.05060578647058833,0.044821873529411915,0.03964943117647057,0.03474439000000007,0.029926612941176378,0.025162476470588224,0.02078215176470577,0.01665550235294122,0.012800161176470648,0.00979643411764719,0.007539918235294207,0.006106324117647222,0.00460634176470609,0.003061879411764834,0.0013526988235295079,-0.00033951764705886234,-0.0027609923529412495,-0.0016698699999999622,-0.0007592399999999389,0.0003610370588233991,0.001258280000000167,0.0024707658823529544,0.0037501376470591152,0.004905360588235319,0.006226208235293962,0.007054539411764593,0.007511854705882226,0.0074437811764704875,0.007163760588235202,0.006748948823529388,0.006422899999999898,0.006279215882352807,0.007103268823529296,0.00798627999999979,0.007820594705882034,0.007283401764705877,0.006838707647058517,0.006314194705882348,0.005660579999999804,0.004814908823529307,0.0038379458823528667,0.0030083164705881904,0.002404687647058701,0.0018332641176469489,0.0015179317647058266,0.0016190452941176048,0.0019068429411766008,0.0020595182352942665,0.002145100000000122,0.001313605882353075,0.0012067823529413602,0.0012695576470590497,0.001424407058823851,0.0012726923529413625,0.0012956735294117339,0.001440200588235352,0.0017782023529412383,0.002153010588235249,0.002122267058823679,0.002051278823529512,0.0018036123529412418,0.0014723129411765568,0.0008730194117645418,0.0003586835294115964,-0.00016184235294125493,-0.0008063141176469779,-0.001541260588235227,-0.0022679541176472418,-0.002868823529411979,-0.003326192352941626,-0.0038100947058824497,-0.004311099411764774,-0.004911297058823538,-0.005623054117646964,-0.006105185882352981,-0.006344752941176535,-0.006454129999999947,-0.006536977647058739,-0.006606604117646797,-0.0066827594117645495,-0.007125950588235175,-0.007423161176470683,-0.007446531764705888,-0.007471485294117564,-0.007575957647058762,-0.007747430588235127,-0.007810885294117553,-0.00797984529411766,-0.008001252941176484,-0.008085015882352997,-0.007985866470588188,-0.008025393529411784,-0.007991512352941377,-0.008108876470588333,-0.008328791764706023,-0.008141745294117708,-0.006345333529411801,-0.0032294982352941703,0.00040125058823525794,0.004736929411764623,0.009881296470588219,0.01576123058823531,0.022105082352941174,0.028828217647058896,0.03598422411764712,0.0433112711764706,0.05093102823529394,0.05857268294117657,0.06622633058823546,0.07421051470588247,0.08257124999999998,0.09076434705882352,0.10201928823529416,0.11093260588235287,0.11830341999999994,0.12441538823529408,0.12898051705882352,0.132226751764706,0.13426037411764713,0.13549600352941182,0.13576051823529411,0.1355780741176471,0.1348145405882355,0.13367976823529415,0.1322016223529412,0.13027871764705878,0.12776961529411768,0.12480907176470568,0.11735799823529403,0.10621349882352948,0.0957576282352941,0.08587414941176463,0.07670966352941166,0.06823716294117643,0.06042702294117641,0.05319230529411756,0.046381346470588225,0.10919719300653596,0.11690214359477125,0.12511083183006538,0.13417871535947712,0.1447026006535948,0.16363585477124182,0.18351744300653594,0.2042186647712418,0.2234379241830065,0.23412796847058823,0.22575658780748667,0.2062890762254902,0.1857752577375566,0.16902731852941177,0.15509363278431376,0.1422220741176471,0.1341903282352941,0.13057166588235297,0.1290422517647059,0.12869071411764715,0.12588978176470583,0.11479762235294111,0.10366809588235293,0.09335047294117649,0.08503181470588239,0.07917421000000008,0.0805499676470588,0.0914576052941175,0.10695422235294111,0.12269673176470575,0.13615568764705882,0.1498207552941176,0.15996876176470592,0.16453803823529412,0.16411160529411756,0.15949820411764704,0.1544301394117648,0.14995834470588243,0.14442287941176485,0.13699600058823536,0.12846286647058813,0.11855462165441155,0.10835561399999993,0.09722123407563033,0.08549673221719445,0.07350533720588237,0.06192098096256671,0.051641565588235294,0.041232213660130634,0.03257664895424828,0.026323807777777763,0.022220863071895303,0.019565974836601163,0.016196674836601255,0.012980078366012893,0.01002335836601298,0.007655891307189577
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
