UniprotID	Q8IZ21-2
pNuLoCScore	0.2794146916666667,0.28147953550000004,0.2815140577272727,0.2820076329166667,0.283908175,0.28572164321428567,0.2870294096666666,0.2893128415625,0.2939899155882353,0.28886576970588235,0.29985813617647056,0.31423438382352936,0.33051504529411757,0.33394327117647055,0.33482054058823524,0.3373984117647058,0.3415421794117647,0.34617778705882357,0.3514628276470588,0.357955884117647,0.3637409935294118,0.3692998229411765,0.3750732976470588,0.38095826235294117,0.39216755235294115,0.39923964647058824,0.40611168176470586,0.41249864176470585,0.4183085170588235,0.42318221,0.4283676017647059,0.4350074923529413,0.4406722970588236,0.44493804176470597,0.46335658588235307,0.4887488394117648,0.514890795882353,0.5357200964705883,0.5488754305882353,0.5623491264705882,0.5748880476470588,0.5795268623529413,0.5866432305882354,0.5924585629411765,0.5960769317647059,0.6002186970588236,0.6050736770588235,0.6138247464705883,0.6171020358823528,0.6186539352941176,0.6182450747058823,0.6077347805882353,0.587346004117647,0.5652222876470588,0.5472587311764706,0.5387077982352942,0.5266896329411765,0.5222757858823529,0.5170407388235293,0.5103045105882352,0.5046427405882352,0.502464142352941,0.5005387870588235,0.49904186647058824,0.49449345764705877,0.49459153529411765,0.49647158,0.5015945123529412,0.5028728182352941,0.5061926635294117,0.5095786876470588,0.5143670441176471,0.5160909205882352,0.5208901723529413,0.5186951629411765,0.5190266747058823,0.5198092111764705,0.5220650805882353,0.5230808905882354,0.5237676258823529,0.5240700664705882,0.5233104988235294,0.5224645717647058,0.5219570717647057,0.5210097276470588,0.52011911,0.519463704117647,0.5201000994117645,0.5283963035294116,0.5362394564705882,0.5433766917647059,0.5506001776470588,0.5572843811764706,0.5637681264705883,0.569675275882353,0.575554271764706,0.5813850088235295,0.5870106652941177,0.5922655594117648,0.5971982005882354,0.6021196611764706,0.607064914117647,0.6120268876470587,0.6169711405882352,0.6212341317647059,0.617653682352941,0.614603382352941,0.6119784235294117,0.6098359294117648,0.6080463023529413,0.6064468805882355,0.6049111100000001,0.6027531476470589,0.6003318870588235,0.5982137223529411,0.5968045070588234,0.595574554117647,0.5943342641176471,0.5930229788235294,0.5917974441176471,0.5922107676470589,0.5925031770588236,0.5932827535294117,0.5943907888235294,0.5957979064705882,0.5973035770588234,0.5989364264705881,0.6010799735294118,0.60311195,0.6051088947058824,0.6067973094117648,0.6079241505882352,0.6089748482352942,0.609827445882353,0.6105374164705882,0.6107778900000002,0.6109107311764707,0.6094265370588234,0.6082410394117647,0.6067550594117646,0.6052865358823529,0.6038538770588237,0.6021613800000001,0.6000304835294118,0.5971850658823529,0.5943634599999998,0.5915944911764704,0.5894454823529411,0.5877692235294117,0.5861534317647059,0.5847203535294118,0.5834727505882353,0.5847044329411765,0.5864096099999999,0.5883802570588236,0.5903495417647059,0.5926077476470588,0.5946334652941175,0.5963697517647059,0.598197545882353,0.6001535635294118,0.6023120852941177,0.6045854029411766,0.6070845247058824,0.6094091717647059,0.6116130541176471,0.6134662105882354,0.6152667852941177,0.6172935852941177,0.6171590852941177,0.6163631458823529,0.6155939988235294,0.6151818729411763,0.6142965082352941,0.61468702,0.6150682829411763,0.6153028094117647,0.6158226311764705,0.6164359564705881,0.6170014841176469,0.6175163135294117,0.6182083152941177,0.6188864211764705,0.6199621388235295,0.6220963976470587,0.6239140094117647,0.6258837564705881,0.6278527447058823,0.6288784211764706,0.6299521917647057,0.6313614999999999,0.6316702211764705,0.6320300070588234,0.6325310576470587,0.6329506358823529,0.6333518447058823,0.6337303170588234,0.6340250935294117,0.6341546776470587,0.6342446747058822,0.6336812352941176,0.6315188235294118,0.6292539,0.6268520647058824,0.6248338323529412,0.6234894852941177,0.6213418264705882,0.6192336594117647,0.6170709911764706,0.6149332052941175,0.6128001664705881,0.6105733223529412,0.6083875017647058,0.6061609370588235,0.6039978458823531,0.601849471764706,0.6005896011764706,0.6004006582352942,0.59996037,0.5989423817647058,0.5973846758823529,0.5958432229411764,0.5945473676470588,0.593036505882353,0.5914827294117647,0.5903296117647059,0.5891360741176469,0.5879631682352939,0.5871300147058822,0.5866313294117647,0.5864151270588235,0.5863499123529411,0.586513524117647,0.5859608270588236,0.5850942976470589,0.5850973711764706,0.5857875623529412,0.58711518,0.5882566123529411,0.5896199705882353,0.5916452088235294,0.5937491817647059,0.5956096323529412,0.5974075441176471,0.5991855347058824,0.6007072264705883,0.6018415823529412,0.602770825882353,0.6060517988235294,0.6095101947058823,0.6120962270588235,0.614122256470588,0.6161293270588234,0.6181205329411764,0.6204318447058823,0.6231591605882353,0.6258817988235295,0.6282278252941176,0.6306000523529411,0.633148115882353,0.636151435882353,0.6389129117647059,0.6416453176470588,0.6447415529411764,0.6480721235294118,0.6486309623529412,0.6487811452941177,0.6495778423529412,0.6508074223529413,0.6520007988235296,0.6531607494117648,0.6540162847058825,0.6545216023529412,0.6549328888235295,0.6556511917647059,0.6561019770588236,0.6562584605882352,0.6559852082352942,0.6558435211764707,0.6557189035294118,0.6559099035294117,0.6554513858823529,0.654891772352941,0.6544734170588233,0.6547234817647059,0.6547518664705881,0.6549061970588235,0.6549910847058823,0.6547450358823529,0.6544825552941176,0.6539753723529411,0.653463894117647,0.6532418635294118,0.6531324011764706,0.6533765217647061,0.6536307952941177,0.6538394011764707,0.6537219364705882,0.6537676600000001,0.6551566935294117,0.6564684347058822,0.6570452894117648,0.6578719305882352,0.6586535294117648,0.6594590829411766,0.660619441764706,0.6617276182352941,0.6630757852941177,0.6644080047058825,0.6655145205882352,0.6666121823529414,0.6673078905882354,0.6657140494117647,0.6633648058823529,0.6604778294117647,0.6575844176470588,0.6534447917647057,0.6494601799999998,0.6455477958823529,0.6418189741176469,0.6384070123529411,0.6354010341176469,0.632657206470588,0.6301769264705881,0.6276439241176469,0.6253315476470587,0.6229387388235293,0.6206311182352942,0.6183063864705883,0.6180351070588236,0.6186416094117648,0.6194064594117646,0.6203103911764706,0.6215839170588235,0.6227140641176471,0.6238962188235294,0.6247896229411763,0.6252887405882352,0.6254746094117646,0.6251654482352941,0.6246532988235293,0.6241800599999999,0.6234783482352941,0.6229488688235295,0.6217189570588236,0.6210851629411765,0.6204984217647058,0.6206400941176471,0.6203687382352939,0.6198554864705882,0.6191536982352941,0.6182515135294118,0.6171279235294118,0.6160012270588234,0.6153323052941176,0.61457257,0.6141220117647058,0.6139531352941177,0.6136989235294116,0.6134468211764705,0.6131576564705883,0.6136667535294117,0.6135011858823529,0.6135539182352941,0.6127121752941176,0.6121404199999999,0.6118324047058822,0.6116033494117645,0.6115681194117647,0.6118164782352941,0.612107804117647,0.6119990552941177,0.6119560670588235,0.6117311629411766,0.6112445511764707,0.6107551241176472,0.6085160088235294,0.6092547911764706,0.6102721117647059,0.6107443147058822,0.6113322588235293,0.6118665117647057,0.6125334376470587,0.61336292,0.6144604552941177,0.6155608347058825,0.6168447435294118,0.618284314117647,0.6198295876470588,0.6214430170588235,0.6232561876470587,0.6251381311764707,0.626969125882353,0.6304679670588236,0.6310967670588236,0.6312368358823529,0.6320484064705884,0.6326552829411767,0.6337361476470589,0.6346812182352942,0.6354168947058825,0.6360028182352941,0.6366151241176471,0.6370857858823529,0.6374215211764706,0.6376503535294118,0.6378475888235294,0.6379846476470588,0.6384560747058824,0.6381388447058823,0.6380097094117647,0.6380030917647058,0.6378631288235294,0.637443564117647,0.63708422,0.6369556594117647,0.6369226811764706,0.6369370164705881,0.6367852811764705,0.6366219988235294,0.6363327870588236,0.6360588341176471,0.6357219929411765,0.6354093047058823,0.6350724105882354,0.6342736311764705,0.6343632935294118,0.6343781147058823,0.6342408794117647,0.6342522047058823,0.6344729723529412,0.6347146194117647,0.6344130329411766,0.6341943611764707,0.634044911764706,0.6339484470588236,0.6337290705882354,0.6336389411764706,0.6335335435294117,0.6335154494117646,0.6333621111764706,0.63282265,0.6321921411764706,0.6316636176470589,0.6312277788235297,0.6305656788235297,0.6295922300000002,0.62835068,0.6272318564705882,0.6262247623529412,0.62532723,0.6245458205882353,0.6239531764705883,0.6234591529411765,0.6229960411764707,0.6225763647058824,0.6222428705882352,0.6221068147058825,0.6224448852941178,0.6228918323529412,0.6232511635294118,0.6235137282352943,0.6239544752941176,0.6247002105882353,0.6257342694117647,0.6267005182352942,0.6275054417647059,0.6281741064705882,0.6286746270588236,0.6289754870588236,0.6291847605882354,0.6293809429411764,0.6305958052941176,0.6313760994117645,0.6312612935294117,0.6306051864705882,0.6300245864705881,0.6296981176470587,0.6296521382352941,0.6297668911764706,0.6299101523529411,0.6302247741176471,0.6307635547058823,0.6315944111764706,0.6324971229411763,0.633452708235294,0.6342550688235294,0.6351599688235294,0.6361308629411765,0.6360352429411765,0.6362613252941177,0.6373084805882354,0.638800495882353,0.6402089370588235,0.6414210217647058,0.6423634482352941,0.6431609029411763,0.6439081005882352,0.6445239376470588,0.6448700199999999,0.6448849752941177,0.6448463900000001,0.6447277870588236,0.6447002282352943,0.6430470429411766,0.6423048194117649,0.6407289864705884,0.6390912511764708,0.6376900605882354,0.6366809311764706,0.6359334547058824,0.6352156135294118,0.6342981076470587,0.632968105882353,0.6315510499999999,0.6300137617647058,0.6285393970588234,0.6271863147058824,0.6258676588235295,0.6246727052941177,0.6236340758823529,0.624212681764706,0.6238219288235295,0.6242052447058825,0.6246654447058824,0.6246811776470588,0.6242517994117648,0.6236112670588235,0.6229410141176471,0.6224867994117647,0.6224506311764706,0.6225585576470588,0.6228163223529413,0.6230931929411765,0.6233707782352942,0.623535221764706,0.62464641,0.6257601570588235,0.6264067158823529,0.6268207605882351,0.6271099388235292,0.6274218858823528,0.6276738411764705,0.6278045076470588,0.6277467223529412,0.6277763500000001,0.6283551252941177,0.628932546470588,0.6294810876470587,0.6299399052941176,0.6302626758823529,0.63050202,0.6307221505882354,0.6297527894117648,0.6287547382352942,0.6282484088235295,0.6279173229411765,0.6278252523529412,0.6277693582352941,0.6279463670588235,0.6283261670588235,0.628891308235294,0.6293277017647059,0.6292288470588234,0.6290759588235293,0.6289259447058824,0.628837485882353,0.6287798941176472,0.6293910623529413,0.6283768411764709,0.6271371588235295,0.6264120394117647,0.6255157064705882,0.6249568564705882,0.6245945447058823,0.6241526605882353,0.6237866952941175,0.6234698876470588,0.6230728817647059,0.622714584117647,0.6223607370588236,0.622091995882353,0.6217533335294116,0.6214305417647059,0.6212115511764705,0.6203619923529411,0.6212185923529412,0.6223911276470588,0.6230534729411765,0.623823005882353,0.6242047382352941,0.6243556752941177,0.6245372829411765,0.6246220123529411,0.6246283688235293,0.6246992629411765,0.624773421764706,0.6248376941176471,0.6248742588235293,0.6249467294117648,0.6255029505882354,0.6260483711764706,0.6263912347058823,0.6267615464705881,0.6269917547058823,0.6269546094117646,0.6270620270588235,0.627320062352941,0.62741949,0.6273779111764706,0.6274250205882351,0.6274176229411764,0.6274893129411767,0.6275295247058824,0.627578787647059,0.6275902876470588,0.6276374288235294,0.627084458235294,0.6265000611764705,0.6260825941176469,0.6256042529411764,0.6252813623529412,0.6251914935294118,0.6250290288235294,0.624735795882353,0.6246209694117648,0.6246273682352941,0.6244819182352941,0.6242462870588233,0.6239036411764706,0.6235787058823529,0.6232242705882353,0.6236244411764706,0.6237852529411765,0.6237475529411766,0.6232802264705883,0.6230295735294119,0.6227668911764707,0.6223974617647058,0.6218736388235293,0.6213624711764707,0.6207733335294118,0.6200304982352941,0.6191454194117646,0.6183799135294118,0.617779475882353,0.617278305882353,0.6168293529411765,0.6162681352941176,0.6149500270588234,0.6139206741176471,0.6132035652941176,0.6129210005882353,0.6125029799999999,0.6121743270588235,0.612084474117647,0.6122243976470588,0.6122282441176471,0.6124093594117648,0.6127259329411764,0.6131721623529411,0.6135654511764705,0.6139478023529411,0.6142041105882353,0.6145447517647059,0.6144641188235296,0.6144525447058824,0.6138997976470588,0.6127581770588236,0.6114398447058823,0.6102645182352943,0.6091256476470588,0.608245762352941,0.6072748270588235,0.6064311511764704,0.6054994417647058,0.6045504911764706,0.6037060911764706,0.6028181258823528,0.6020209452941176,0.6013110217647059,0.6005400417647059,0.6003914364705882,0.6002182752941175,0.6004758929411764,0.6013600670588235,0.6024418729411765,0.6033625611764705,0.6042887611764706,0.6049697758823529,0.6057156617647058,0.606400968235294,0.6071693858823528,0.6079962217647058,0.6087811629411765,0.6095809694117647,0.6109042135294116,0.6119400488235295,0.6127834288235294,0.6135433811764707,0.6138560776470589,0.614224054117647,0.6145227976470589,0.6149352594117647,0.6152662506250001,0.6155610606666666,0.6158142435714286,0.6160711007692309,0.6163941375,0.6166934045454545,0.61696642,0.6172103333333333
pNuLoCDScore	0.01457522392156857,0.009451078039215632,0.020443444509803843,0.03481969215686265,0.051100353627450856,0.05452857950980383,0.055405848921568523,0.05798372009803909,0.062127487745097965,0.06469825155882353,0.06994876991978605,0.07594825120098031,0.07983281852941182,0.08357817972689086,0.0880438879803922,0.09164542079044119,0.09817763676470587,0.11037387676470589,0.1062535455882353,0.09826425794117649,0.08779347176470592,0.08923893882352946,0.09354706117647066,0.09760908058823548,0.09913011764705892,0.0987602547058824,0.1118937582352943,0.13079295529411777,0.15114980235294118,0.16642027352941174,0.17380213294117647,0.18139086411764704,0.18272049529411766,0.18028721588235302,0.18053154882352956,0.17995992117647064,0.1777684147058824,0.17703648705882358,0.17670607529411764,0.17881725411764698,0.1764297388235292,0.17371589352941164,0.15488848882352924,0.11898594117647049,0.07245520823529406,0.02950219117647057,-0.0016166994117646771,-0.023641328235293968,-0.048198414705882264,-0.05725107647058836,-0.06960249176470612,-0.048272752241830044,-0.06512836283006532,-0.07905491812418297,-0.0852833945947712,-0.09069996906535943,-0.09368743612418297,-0.09521150988888885,-0.09401701330065354,-0.09293906194771237,-0.07966126448235289,-0.06881463755080211,-0.059604130499999984,-0.05174887425791854,-0.04483033909663864,-0.038862945176470556,-0.03393552494485293,-0.028944017764705857,-0.008906918235294117,0.008229802000000008,0.018613050823529417,0.028593534705882363,0.036403825647058824,0.04279183058823532,0.04539632894117648,0.048195051411764715,0.049657005882352924,0.05122580752941177,0.053233513764705885,0.0554233114117647,0.05825718747058824,0.06151388464705883,0.06455284500000001,0.0672575587647059,0.06809100535294117,0.06809040276470588,0.06698536723529411,0.06477854547058826,0.06159790394117649,0.058141259823529426,0.055585276058823505,0.05305952752941172,0.05019736811764702,0.048134487764705844,0.045816907999999976,0.04372488447058823,0.04089356211764707,0.03727959529411767,0.03315290647058822,0.027256613529411777,0.02297801211764708,0.020349770352941193,0.018149787058823558,0.016607215294117628,0.015755159411764696,0.014536188235294095,0.01318183411764709,0.012048217647058851,0.011301178823529434,0.010268964705882372,0.00910031470588235,0.007772212941176498,0.006419607058823551,0.0059348117647058385,0.005917070000000024,0.008026394705882345,0.011186915882352905,0.012553057058823508,0.012877334705882315,0.013109179411764732,0.013634017647058821,0.01459252352941176,0.016019009411764706,0.01722255882352941,0.017635035294117668,0.01811272764705882,0.018558181176470595,0.018968984117647053,0.0190568176470588,0.018721681764705872,0.018139462352941116,0.01689353529411758,0.013429234705882337,0.011171238823529384,0.010779641176470595,0.01027769764705877,0.008695541764705855,0.006506468823529427,0.004106358823529388,0.0014487105882353135,-0.0004549794117646999,-0.0020686529411764465,-0.0035923452941176437,-0.004964760588235306,-0.005922227058823559,-0.006549279411764725,-0.006804585882352915,-0.00629372882352941,-0.0049540835294117624,-0.003557537058823529,-0.0035631058823529516,-0.004439089411764713,-0.004356027058823514,-0.002893040588235307,-0.0008624223529411501,0.0014340276470588276,0.0036496900000000387,0.005464338823529452,0.007139903529411823,0.00861177823529416,0.010001381764705913,0.011097591176470606,0.011912147058823541,0.010286962352941187,0.008710880588235298,0.008611267058823535,0.0077770952941176585,0.011077308823529447,0.013901975294117686,0.015611912941176476,0.016947447058823506,0.018112177647058775,0.0188370917647058,0.019606234705882325,0.020628883529411696,0.021679942941176394,0.0228060617647059,0.023909652941176446,0.02502673176470585,0.028409864117647066,0.03317481764705882,0.035196384117647084,0.03657645941176471,0.035814844117647016,0.03230671882352937,0.02956912764705885,0.027112189411764714,0.024574948823529424,0.022206345294117663,0.019998067647058776,0.017707424117647058,0.015420308235294111,0.013065582352941113,0.01032541823529412,0.007421913529411767,0.001459178235294123,-0.006112922941176463,-0.011786257647058845,-0.015980081764705917,-0.0218331876470588,-0.02437607647058823,-0.027096797647058884,-0.029927510000000018,-0.032348845294117634,-0.03471293176470586,-0.03693995470588235,-0.03914272352941178,-0.04113134176470584,-0.04316307294117647,-0.04466014529411763,-0.04532154588235293,-0.04274970647058829,-0.03762266235294123,-0.03390768352941173,-0.030809925294117635,-0.02647031176470588,-0.021934279999999973,-0.017636206470588195,-0.013616884117647055,-0.010203374117647018,-0.00711553294117645,-0.004175004705882335,-0.0013132664705881592,0.0015183911764705682,0.004354277647058841,0.007115734705882337,0.009316729999999995,0.01303709352941182,0.01321713352941184,0.013790970588235252,0.015116887058823525,0.015731409999999973,0.01613722882352936,0.016925890588235237,0.01775603941176468,0.01887110235294115,0.020200309411764678,0.021512728235294154,0.022745535294117603,0.023763625294117657,0.024671480588235345,0.02552498941176476,0.026462977058823556,0.025558184117647043,0.023348765294117613,0.02189642352941179,0.020647615294117683,0.019906592352941205,0.019256274117647104,0.018254490588235334,0.017023658823529436,0.015787814705882364,0.01464500352941181,0.013695948823529397,0.01275695823529413,0.012013661764705919,0.011546998235294065,0.011171227647058829,0.010563235882352945,0.009675486470588274,0.010389587647058857,0.010827450000000016,0.01111925352941176,0.011198872352941203,0.010972498235294115,0.010859935882352956,0.010914570000000012,0.011120099999999994,0.010986937058823476,0.010454451764705885,0.009925252941176466,0.009410855294117643,0.008708121764705895,0.007788572941176408,0.006983164117647045,0.006652463529411762,0.006924722941176464,0.007273044705882387,0.007226598235294174,0.007159724705882359,0.007011882352941146,0.006683860588235252,0.006226426470588242,0.005507777647058759,0.00504166999999997,0.005037798823529421,0.005247679999999977,0.00547042764705874,0.00568331470588232,0.005954878823529408,0.006414140588235279,0.005169724705882284,0.01021606352941179,0.013646295294117594,0.01579820588235295,0.01770033411764707,0.019447597647058862,0.02106287000000004,0.02280731705882358,0.024503177647058838,0.026237287647058877,0.02758243882352937,0.02856283352941172,0.029489863529411797,0.030233590588235326,0.03086389294117653,0.031204328823529415,0.03281881764705888,0.029241585882352872,0.02004708588235299,0.013594496470588135,0.008759671764705823,0.004401769411764678,0.0005780317647058886,-0.00290312823529415,-0.006086346470588144,-0.009071673529411739,-0.011963237647058755,-0.014431765882352843,-0.01685606411764695,-0.019080829999999993,-0.021177479411764732,-0.02307581529411759,-0.024536932352941188,-0.027684829411764644,-0.024338640000000022,-0.021685762941176412,-0.020323963529411737,-0.019243157647058806,-0.018495562352941225,-0.01823176588235295,-0.018018645882353024,-0.018349254117647068,-0.018636831764705902,-0.01898567647058827,-0.019470247647058903,-0.019802906470588244,-0.020155397647058843,-0.02039869117647064,-0.020608060588235277,-0.020326344117647083,-0.01940198470588239,-0.018473552352941208,-0.017853085294117665,-0.017306497647058827,-0.016534531764705818,-0.015544633529411767,-0.014396375294117608,-0.013013617647058856,-0.011309795294117658,-0.009662619411764689,-0.007996873529411752,-0.0064861105882352554,-0.004970867647058813,-0.0034824970588235027,-0.002859050588235268,-0.0021796164705882026,-0.0021261641176470447,-0.002739257058823552,-0.0031141000000000085,-0.003369727058823546,-0.003579268823529491,-0.003770230588235335,-0.004118486470588212,-0.004433627058823553,-0.00500806176470589,-0.005741532352941198,-0.00643570941176469,-0.007184055294117642,-0.007910927058823486,-0.008527038235294104,-0.008416672941176484,-0.00793685235294117,-0.007394607647058848,-0.006421657058823554,-0.005103198235294121,-0.00373213,-0.0024205423529411185,-0.0013042288235293742,-0.00018499294117652054,0.0010478500000000446,0.002229821176470581,0.0035100870588235245,0.004954183529411765,0.006434755882352872,0.007970190588235254,0.009330335294117642,0.012074049411764681,0.013762351764705832,0.015617086470588237,0.01681975176470593,0.018503388235294155,0.019589202941176498,0.020241703529411736,0.020991942352941134,0.021726915882352954,0.02234457176470586,0.0228390647058824,0.023245944117647133,0.0235119288235294,0.023781646470588308,0.02395277764705886,0.024063299411764688,0.022763221764705882,0.020311503529411773,0.01815126117647059,0.016475515882352937,0.01436551176470588,0.012034386470588215,0.010502079411764731,0.009207714117647092,0.00774345294117651,0.006287936470588257,0.004869880588235231,0.0035689129411763942,0.002262686470588221,0.0009251952941176089,-0.0004159394117647097,-0.0017233694117647358,-0.0035666617647058807,-0.00363594705882353,-0.0036789911764705807,-0.0035628870588235717,-0.003932435882352953,-0.003585570588235276,-0.0037509841176470715,-0.00410622941176475,-0.004264042941176521,-0.004412246470588244,-0.0046508305882352885,-0.004834204705882361,-0.005007538235294123,-0.005087014705882353,-0.005115012352941178,-0.0051599652941176355,-0.004679334705882415,-0.0037741047058823807,-0.003343022941176471,-0.003392372941176447,-0.0035354447058823235,-0.0036016594117647405,-0.0035406405882353054,-0.0036000252941176536,-0.0037136264705882327,-0.0037809841176470182,-0.003574932352941179,-0.0033094288235294145,-0.0030674541176470838,-0.002880284117647014,-0.0026734094117646934,-0.0023932317647057944,-0.0005339594117646229,-4.159176470577841e-05,0.00026508235294125937,0.0007839394117647447,0.0014594511764705886,0.002171537058823586,0.002826607058823538,0.003560693529411796,0.0042291241176470595,0.004838962941176389,0.005233048823529429,0.005352725882352971,0.005375047647058873,0.005427449999999945,0.005517824117647063,0.005550085294117574,0.003900570588235286,0.001403852352941104,4.289647058819401e-05,-0.0007817364705882679,-0.0014192752941176723,-0.002061528235294152,-0.0027076882352940757,-0.0032597082352941453,-0.0036977647058822893,-0.003934958235294106,-0.004008635882352923,-0.0038644111764706,-0.0035684758823529283,-0.003167083529411724,-0.00280961647058825,-0.00248062823529413,-0.0018259900000000273,0.0008671823529411982,0.002893812941176438,0.004404513529411791,0.005735230588235329,0.006904101176470584,0.008050285294117582,0.009031094705882342,0.009935752941176351,0.010576787058823561,0.010950728235294027,0.011203271176470603,0.01130818999999994,0.01115193647058818,0.010923437058823537,0.010721741764705944,0.010177655882352948,0.008920847058823511,0.007191127058823521,0.005579802352941143,0.004112262941176448,0.002690775882352947,0.0012616582352941441,-0.0002676117647057996,-0.001770125294117575,-0.003209032352941149,-0.0044026535294116875,-0.005445873529411727,-0.006363185882352906,-0.007054962941176468,-0.007483852352941189,-0.007842555882352997,-0.007740090000000005,-0.007910002352941176,-0.007626917647058862,-0.007833864117647027,-0.00824814294117654,-0.008521599411764752,-0.00867540647058826,-0.00857285529411772,-0.008277853529411738,-0.007788538823529423,-0.007219252352941158,-0.0066693570588235995,-0.006043694117647047,-0.005642764117646998,-0.005390865294117642,-0.005157454117647037,-0.005280668823529372,-0.005231978235294116,-0.004633537647058761,-0.003581545294117666,-0.002044683529411756,-0.0006444211764705665,0.0004788517647058843,0.0014143629411764724,0.0022585088235294037,0.0028996105882352907,0.0033216623529411238,0.0035508670588235702,0.0035743399999999537,0.0036136823529411832,0.003693308235294096,0.0036221199999999787,0.003501541764705879,0.003997898235294117,0.003784079411764729,0.0037533452941176937,0.0034293923529411796,0.0032062729411765356,0.0032827864705882726,0.003501271176470644,0.003542813529411798,0.003512617647058819,0.003506762352941145,0.0036011141176470474,0.0038400276470587913,0.004126436470588107,0.004353985294117596,0.0046016511764705725,0.004893772941176461,0.005001692941176472,0.004898999999999931,0.004760476470588193,0.0043910100000000285,0.0037860399999999073,0.003051955882352936,0.00217981176470583,0.0013401176470587695,0.0006886858823529352,9.432470588238706e-05,-0.0004283605882353103,-0.0010112905882352363,-0.0015515264705881493,-0.002024135294117546,-0.0024132494117646286,-0.0029382347058823644,-0.0039012435294117354,-0.004394265294117572,-0.004943264705882328,-0.0055315788235294205,-0.005890761176470555,-0.006134790000000001,-0.006285680588235282,-0.006330379411764703,-0.0063598094117647275,-0.006315678235294081,-0.006306988823529397,-0.006222765882352904,-0.00611517882352941,-0.006074195294117679,-0.006009768235294172,-0.005789127647058884,-0.0048796688235294705,-0.0037200570588235837,-0.0028722323529412064,-0.0018605341176470558,-0.0007851058823529211,6.328647058823078e-05,0.0007704523529412088,0.0014128382352941171,0.001908226470588248,0.0023298129411764568,0.0026496911764706255,0.0029005447058823297,0.0030837958823529132,0.0032641811764705653,0.003380376470588281,0.003754023529411815,0.0036276935294118073,0.0028115070588235758,0.0020602594117646866,0.001320152352941223,0.0005866099999999874,-0.00011105470588237965,-0.0005729552941176608,-0.0009834676470588388,-0.0014319535294118058,-0.0020327611764706377,-0.0025995988235294476,-0.0030878617647058793,-0.003517421176470553,-0.003915197058823511,-0.004246164117647083,-0.004804908235294059,-0.005486904117647018,-0.005688651764705899,-0.005463001764705849,-0.005086112941176529,-0.004874101176470608,-0.004716354705882331,-0.0046450482352941025,-0.00473268941176469,-0.004755284705882323,-0.004502491764705796,-0.004039305882352906,-0.003600039999999999,-0.0031945764705882396,-0.002897162352941157,-0.0026615258823529664,-0.001651031764705907,-0.0005146452941177104,0.00033681117647058056,0.001009722941176433,0.001457972352941178,0.0020279276470588914,0.0028106847058823603,0.003317829999999994,0.004029438823529408,0.004811239411764728,0.005469515882352921,0.00590759764705881,0.00634237529411763,0.006700780000000017,0.007090925882352939,0.007520127647058894,0.007133721176470625,0.0060290441176471254,0.00504475588235298,0.004035804117647118,0.0029719694117648077,0.0018368982352940932,0.0006219035294117714,-0.00042003705882348585,-0.0013248276470587683,-0.0023280735294117505,-0.003316204705882342,-0.0041983435294117855,-0.005105999411764678,-0.005911124705882342,-0.006605290000000014,-0.0072593823529412405,-0.007081624117647123,-0.006243903529411843,-0.005756902352941212,-0.005032563529411782,-0.004115752941176554,-0.0031769264705882594,-0.0021347811764705626,-0.000995824117647065,-5.712235294125234e-05,0.0008949941176470133,0.0019097711764705094,0.002913758235294134,0.003944716470588222,0.0049377582352940486,0.0058176094117646515,0.006644549411764733,0.006612766470588283,0.006057274117647116,0.005967827058823538,0.005969782941176449,0.005706375294117633,0.005476099926470579,0.005115926313725427,0.004645638277310876,0.004055646606334867,0.003531369019607822,0.0030432881818182045,0.002431611117647059,0.001710512483660137,0.0011657013071895983,0.0006513060130719506,0.0001603877777777707,-0.00028948869281048006,3.567542483659536e-05,0.0001728583660130789,-4.3342222222186866e-05,-0.00010562222222218476
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	81...85
validnes_region	
nesbase_region	
