UniprotID	Q96PQ7-4
pNuLoCScore	0.31544831777777776,0.29548879299999997,0.2762721990909091,0.2593699858333333,0.24367304661538464,0.22919992992857144,0.21665107953333335,0.2053533119375,0.1952423437647059,0.170602644,0.14646737976470592,0.12469312305882356,0.11074662088235294,0.09829474617647059,0.08166123205882354,0.06156286235294117,0.05133706388235293,0.04081185429411764,0.034789815882352935,0.030662613941176465,0.027138940117647056,0.024642944529411764,0.02297600505882353,0.021317898411764707,0.019810331705882357,0.018603087470588232,0.017692868029411765,0.016932574558823524,0.016251891852941173,0.01572815008823529,0.01540194244117647,0.015317718794117648,0.015451178852941175,0.015845240205882353,0.016470602088235295,0.017236568147058824,0.017951299794117647,0.018750066970588238,0.019583299088235293,0.020461782205882354,0.021305921147058825,0.022382517382352942,0.023308918794117645,0.02420336505882353,0.025048050176470583,0.025831909764705886,0.02662598741176471,0.02728577405882353,0.027778746647058823,0.028248784529411763,0.02864828376470588,0.028989317764705883,0.029254661705882347,0.029524681176470585,0.02977508605882353,0.029984376117647052,0.030294036999999996,0.030317371882352943,0.030154351294117646,0.029783802352941174,0.02942092982352941,0.02907034088235294,0.02874791329411765,0.028432198529411767,0.028155510588235295,0.02795778382352941,0.027747383647058824,0.027596038176470588,0.02747863423529412,0.02737244005882353,0.027332423,0.027289468058823527,0.027333983647058822,0.027386943176470585,0.027709923647058828,0.028162507941176473,0.028804968647058827,0.02936725,0.029867186235294125,0.030343454058823528,0.030773748647058827,0.031176908588235297,0.03153931229411765,0.031866533058823525,0.032161132882352936,0.03243284405882353,0.03268649547058823,0.03287971588235293,0.03315053747058823,0.033316662,0.033305096000000006,0.03331267194117647,0.03339063329411765,0.03356186005882353,0.03369994905882353,0.03386121505882352,0.03402563864705882,0.03426504335294117,0.03453786735294117,0.03485096570588236,0.035195519823529406,0.03556404005882353,0.03601175341176471,0.03647277576470589,0.036947091294117655,0.03722032758823529,0.03762561052941176,0.03809755252941176,0.03864554599999999,0.03914758888235294,0.039634125352941176,0.04027191223529412,0.040937815647058826,0.04161340905882353,0.042325631176470584,0.043049759470588235,0.04380059217647059,0.04459418335294118,0.04544774311764706,0.04611652035294118,0.049412773058823536,0.052698205000000005,0.056081805941176475,0.059539731235294116,0.06300075923529412,0.06651655841176471,0.07011642258823529,0.07369952552941177,0.07726255905882352,0.08072972141176471,0.0841348351764706,0.08746930394117647,0.09063306064705882,0.09363890958823529,0.09641762194117647,0.099175819,0.10216392870588234,0.10231433094117647,0.10251750035294117,0.10265698264705882,0.10264521147058822,0.1026443432352941,0.10236792382352941,0.1019506952352941,0.10156585170588235,0.10116802229411763,0.1008353764117647,0.10060253523529411,0.10033473023529411,0.10022320141176472,0.10032207611764705,0.10059211435294119,0.10182130764705881,0.10297559264705881,0.10455677299999999,0.10629748711764707,0.10838526623529411,0.11050390035294119,0.11276178623529412,0.11549266152941176,0.11865605800000001,0.12226198270588234,0.12632301564705883,0.13074727211764706,0.13504527035294117,0.13951583564705883,0.14398602741176472,0.14847611152941176,0.15325691505882352,0.15731071235294117,0.16174169058823532,0.16610480000000002,0.17054876588235293,0.1749895705882353,0.1794131994117647,0.18384873000000002,0.18809753352941178,0.1919856511764706,0.19554260470588236,0.1987831594117647,0.2017279576470588,0.20492560235294116,0.2082057564705882,0.21161745470588234,0.2200998270588235,0.2289417158823529,0.23724102941176461,0.24497163941176467,0.25254035999999996,0.2598195023529412,0.26653643470588234,0.2726822617647059,0.27830684294117647,0.28313868941176473,0.2881502905882353,0.29293201529411766,0.2975861694117648,0.30198648941176476,0.3063174447058824,0.3104060464705883,0.3143513441176471,0.31305475352941187,0.3109515911764706,0.30909335,0.30733924588235295,0.30547942647058823,0.30367017647058825,0.3019757105882353,0.30077673588235293,0.2996634576470589,0.29923029588235295,0.2985257164705883,0.2978606011764706,0.29713487294117646,0.2965728823529412,0.29585245,0.2934018470588235,0.29219134117647055,0.2915106776470588,0.2911646164705883,0.2904967623529412,0.28999873705882356,0.28912922647058825,0.28798661235294126,0.28681437352941186,0.28575121352941174,0.28490310764705873,0.2839164147058823,0.2827768088235294,0.2815306311764706,0.2801881623529412,0.2789981276470589,0.2779457652941177,0.2787242264705882,0.2783093570588235,0.27745331117647054,0.2764765417647059,0.2759026958823529,0.27522080176470587,0.27496477882352943,0.2743911017647059,0.2740893182352941,0.27382049764705885,0.2735998905882353,0.27348742470588233,0.27358137235294117,0.2738749988235294,0.2743288182352941,0.2766712552941176,0.2791047952941177,0.28156586470588235,0.2838319576470588,0.2853589094117647,0.2865216105882353,0.28763151235294115,0.28865731000000006,0.28979297764705886,0.2916068011764706,0.2933443111764706,0.29493555352941175,0.2965926758823529,0.29829229235294114,0.299995864117647,0.30157267,0.3029693994117647,0.30212920764705886,0.3011909094117647,0.3001027047058823,0.2991554223529412,0.2988166647058823,0.2987047235294118,0.2984297305882353,0.29824840117647056,0.29805021882352944,0.29762461411764707,0.2972068823529412,0.29683063235294116,0.29641892058823527,0.2960144570588235,0.295572504117647,0.29262169529411763,0.2917457094117647,0.2914299152941176,0.29086903235294115,0.2904433923529412,0.2901257205882353,0.29000023882352943,0.2900683682352941,0.29024423352941175,0.29033126176470586,0.2903317535294118,0.2900307570588236,0.28973942529411767,0.28944713588235293,0.2891910217647059,0.2889429935294118,0.2886568241176471,0.2908864917647059,0.2911257882352941,0.29080353882352944,0.290579405882353,0.29014255058823535,0.28960239882352945,0.28900043588235297,0.28833273294117645,0.2877452135294118,0.28726192470588235,0.28679908941176474,0.2867596117647059,0.28671574235294117,0.2867338988235294,0.28669267,0.2865223970588235,0.28549925470588233,0.28368790588235293,0.2825223894117647,0.28168452235294117,0.28098654823529406,0.28023285411764703,0.27949357647058826,0.27788275411764707,0.2757258029411765,0.27375188352941177,0.27184308,0.2701767164705883,0.2685605235294118,0.26705568176470584,0.2656224829411765,0.26420268117647056,0.2628667747058824,0.26238475235294123,0.2628217829411765,0.26272837352941175,0.26255231705882354,0.26223867058823536,0.26191049529411764,0.2615104435294118,0.2618812805882353,0.2626529476470588,0.2631961535294117,0.26366396705882356,0.263903185882353,0.2640860482352942,0.26411917647058825,0.2616837217647059,0.25908850294117647,0.25723043647058824,0.2560128723529411,0.2546342335294117,0.2530415347058823,0.25109044941176467,0.24942220235294113,0.24804954235294113,0.24686773411764704,0.24580880941176464,0.24481602647058823,0.24383437941176467,0.24280971647058824,0.24175198058823527,0.24068652823529407,0.23970256588235295,0.24115807352941174,0.24269552058823532,0.24356547529411762,0.24370744058823532,0.24393578882352945,0.2442732782352941,0.2447639288235294,0.24497766999999998,0.24492824823529413,0.24477993941176474,0.24454206941176468,0.24432420764705878,0.24404033823529409,0.24368335,0.2433914876470588,0.2427570258823529,0.24113192882352935,0.23986528294117648,0.23878980117647058,0.23774042764705883,0.23685021,0.23609046,0.23555501823529412,0.23522430529411764,0.23505285764705883,0.23505282941176472,0.23500741235294118,0.23496305705882348,0.23492748294117644,0.2348423752941176,0.23481723999999995,0.23474811176470586,0.23505222705882353,0.23628715294117644,0.23704948352941174,0.23767511705882355,0.23813491117647057,0.2384885676470588,0.23863533058823527,0.23825494176470585,0.23752723647058827,0.23657257352941177,0.2354440052941176,0.23423108235294116,0.23305527,0.23186796705882354,0.23078142352941178,0.22902311470588235,0.22666252294117648,0.22368807235294116,0.2205962811764706,0.21770892647058823,0.2150194294117647,0.21239715647058824,0.21002310529411766,0.2076384894117647,0.2054999482352941,0.20378051058823526,0.20224050352941175,0.20085737470588236,0.19959096705882354,0.19830583352941178,0.19704174647058825,0.19578119235294117,0.19521924588235298,0.19531788000000003,0.19600107882352943,0.19674729823529416,0.19734258529411766,0.19773467,0.19819181,0.19850984470588234,0.1988925035294117,0.19937978529411762,0.19969781999999997,0.19997827235294116,0.20020616,0.2003428982352941,0.20044599235294117,0.19777836,0.19480976058823526,0.19223722764705878,0.19037725235294117,0.1890531776470588,0.18783670588235293,0.18646358352941178,0.18504159117647062,0.1836792817647059,0.1824306647058824,0.18133667176470591,0.1803854870588235,0.17954110294117648,0.17879940294117647,0.17814856588235295,0.17757842823529413,0.17699653000000004,0.17918255235294123,0.18166457823529417,0.18380268000000005,0.18523227823529417,0.1861170470588236,0.18700107647058828,0.18795300764705886,0.18883973235294121,0.1896692229411765,0.19039106000000003,0.19091907764705884,0.19133748470588233,0.19164643647058827,0.19184424411764703,0.19179954764705884,0.19018001588235292,0.18937809647058823,0.1884468788235294,0.18769465588235293,0.1874691905882353,0.18734117705882355,0.18733923529411767,0.18725494588235292,0.18725919117647058,0.18735659058823528,0.18741470705882352,0.1874650888235294,0.18753699411764704,0.1876154405882353,0.18772353647058823,0.1877345588235294,0.18785550352941177,0.1894018017647059,0.19016224411764707,0.19101308470588235,0.19164300882352941,0.19167400588235295,0.1914218311764706,0.1909525705882353,0.19045014352941178,0.18990218529411762,0.18931272588235293,0.18869102000000001,0.18802684647058823,0.18735568117647053,0.1866114488235294,0.18586122941176467,0.18324081294117645,0.18100158823529408,0.17927156470588232,0.17769125411764705,0.17612246058823527,0.17472135588235294,0.17330089941176471,0.1719029594117647,0.17067256352941176,0.1695728594117647,0.16854065117647057,0.1675433794117647,0.16657515470588238,0.16563781647058826,0.16468357705882353,0.16379049,0.16289554294117647,0.16393599176470589,0.16456171,0.16470950000000004,0.16463339470588237,0.16455411705882356,0.16430747470588236,0.16407957647058824,0.16398535705882353,0.16383268529411762,0.16360240999999998,0.16332751588235295,0.16305288647058824,0.1627715082352941,0.16241897588235293,0.16206394764705878,0.16031113999999996,0.15903526647058824,0.15789170294117644,0.15681702823529411,0.15561148882352943,0.1543933347058824,0.15321552058823532,0.15214236764705885,0.15116102823529415,0.15022646705882356,0.14931210000000003,0.14847742,0.14770900647058824,0.1469996011764706,0.14632057529411766,0.14562839058823532,0.14493819882352943,0.14561045058823532,0.14584753470588233,0.14597807588235293,0.1461463270588235,0.1464654876470588,0.14676936647058825,0.14707548117647057,0.14733962882352938,0.14754021294117645,0.14770429647058822,0.14783552411764705,0.14787280470588238,0.14779235000000002,0.1476380905882353,0.14745088294117648,0.1464295211764706,0.14558441647058828,0.14510935941176473,0.14484858529411768,0.1447707494117647,0.1445840982352941,0.14454472823529413,0.14468531176470587,0.14480938882352945,0.1449339570588235,0.14505968176470588,0.14518552705882354,0.14530481588235294,0.14543189823529415,0.14560042294117648,0.14558032882352942,0.14553017235294122,0.146071025882353,0.1462981117647059,0.14608712058823528,0.14547892352941177,0.1446339688235294,0.14380473647058825,0.1428165164705882,0.14170656588235292,0.14053823117647057,0.13934964411764705,0.1381223882352941,0.13687056823529412,0.13560090352941176,0.13433809647058825,0.1330937111764706,0.1316449429411765,0.1302725829411765,0.1293115341176471,0.128528408,0.12777677129411766,0.1271913191764706,0.12669738623529414,0.12615774829411763,0.1255097441764706,0.1249640641764706,0.12445637652941176,0.1238633845294118,0.12333299923529414,0.12285415100000001,0.12237051064705882,0.12189468147058824,0.12145271264705881,0.12145709147058824,0.12142036111764706,0.1212823814117647,0.12112287517647058,0.1210269148235294,0.12089511988235294,0.12072604694117646,0.12066165988235295,0.12077685247058823,0.1208143454117647,0.12085016247058823,0.12096053564705883,0.12103707505882355,0.12107590152941175,0.12113452835294118,0.12130783223529414,0.1214393334117647,0.12124132776470586,0.1209565665882353,0.1205223492352941,0.12009316276470589,0.11975650776470588,0.1194305868235294,0.11902763152941176,0.11859122594117645,0.11815873947058823,0.11777325500000002,0.11742059147058825,0.11708707147058822,0.11671348323529411,0.11637805029411764,0.11606578088235296,0.11565982970588236,0.11527688852941177,0.11516957652941176,0.11514396982352941,0.11528756894117648,0.11545103541176471,0.11552259688235295,0.11562446723529411,0.11580177488235294,0.11599258547058823,0.11618970547058823,0.11637485229411762,0.11653461229411764,0.11667797758823528,0.11685408758823528,0.11727648994117647,0.11751592170588235,0.11767970935294117,0.11788250994117648,0.1181100164117647,0.1182603493529412,0.11836758435294117,0.11842525964705883,0.11840497176470588,0.11833426176470588,0.11825082941176471,0.1182132123529412,0.1181710174117647,0.11812493035294117,0.11807828329411765,0.11798786947058823,0.11781461064705881,0.11733532829411766,0.11698342594117649,0.11664321947058826,0.11623897441176471,0.11579742441176472,0.11561540031250002,0.11543321233333333,0.1152690425,0.11517818838461537,0.11511452574999999,0.11504956445454545,0.1149301089,0.11475571433333334
pNuLoCDScore	-0.12020597401307187,-0.14484567377777777,-0.16898093801307185,-0.1907551947189542,-0.20470169689542483,-0.21715357160130716,-0.23378708571895424,-0.2538854554248366,-0.26411125389542484,-0.2546769387058823,-0.24148238320855617,-0.22870737189215684,-0.21653410649773758,-0.20455698539915967,-0.19367507447450982,-0.1840354135257353,-0.17543201205882353,-0.15199955652941177,-0.12877451173529414,-0.10776054850000004,-0.09449472902941178,-0.0825665960882353,-0.06625928961764707,-0.046245143558823525,-0.03588588502941176,-0.02496661408823529,-0.01831921379411764,-0.01342604579411764,-0.009187640323529409,-0.005892877558823527,-0.0033927059705882376,-0.0008561162058823533,0.001495589441176469,0.0037794299117647097,0.005616050764705879,0.007270790500000006,0.00879615832352941,0.010103759676470595,0.011224044970588239,0.011968055264705884,0.012327567794117648,0.01240354432352941,0.012177681676470584,0.011752749617647058,0.0113033619117647,0.010774614205882348,0.010191786970588236,0.009522593911764698,0.00898811585294117,0.007934854500000001,0.006845432500000002,0.005580437294117644,0.004372879647058826,0.0032384311176470552,0.002121925882352941,0.001146424470588235,0.00037676394117647227,-0.00029100070588235216,-0.0009009001176470549,-0.0013932795882352945,-0.0017760274705882276,-0.0021522411176470545,-0.002442663058823527,-0.0026949080588235252,-0.0029600533529411735,-0.0029304287058823583,-0.0024444276470588187,-0.001621294411764701,-0.0006159611764705829,0.0002969091176470602,0.0011192729411764746,0.0019112555294117616,0.0026182380588235313,0.0032191247647058857,0.003791928647058823,0.004270494882352937,0.0046824986470588165,0.005060404000000001,0.0053540724705882295,0.005590247823529404,0.0058165538235294065,0.005929718823529412,0.005595172352941179,0.005150163999999999,0.004585664647058823,0.004194610058823527,0.0038327628235294044,0.0035177609999999943,0.0032518899999999934,0.0030881347647058743,0.0029985550588235224,0.0029844326470588323,0.00303438694117647,0.003131195999999996,0.003325257941176482,0.003593059882352957,0.0037965538235294263,0.0039036655882352944,0.004320514529411755,0.004784880588235285,0.005254912705882339,0.0055857288235294095,0.005934176294117646,0.006410697176470595,0.0069121770000000055,0.007348365705882362,0.007787763823529414,0.008198793764705878,0.008605072352941182,0.009030143294117651,0.009435989705882344,0.00964374458823529,0.012465681764705881,0.015477877411764714,0.018456195411764714,0.02144217870588236,0.024355213235294132,0.02736896952941177,0.030482297235294116,0.03342761329411765,0.0363247434117647,0.03911631235294118,0.04180920400000001,0.04441954447058823,0.04683246847058824,0.04904472623529411,0.05096987882352941,0.05305929864705882,0.0527511556470588,0.04961612594117646,0.0464356944117647,0.0431172514117647,0.0396444522352941,0.036127784823529394,0.03225150123529412,0.02825116970588233,0.024303292647058827,0.02043830088235292,0.016700541235294103,0.013133231294117642,0.00970166958823529,0.006584291823529431,0.00390445417647059,0.0014162953529411881,-0.00034262105882353067,0.0006612617058823489,0.002039272647058818,0.0036405044705882517,0.00574005476470589,0.00785955711764709,0.01039386241176471,0.013541966294117663,0.017090206294117657,0.021093960411764714,0.025487639235294138,0.030144736882352946,0.03471054011764706,0.03929263423529411,0.04366395129411767,0.04788399717647057,0.051435607411764714,0.054335119705882354,0.05718491758823532,0.059807312882352956,0.06216349964705882,0.06448567023529411,0.06665141317647058,0.06835606847058825,0.06944147552941177,0.06972366847058825,0.06921958905882353,0.06803588729411764,0.06668268729411764,0.06540976670588233,0.06421972905882348,0.06314134317647058,0.06684291199999998,0.07163100352941174,0.0754993388235293,0.07886683941176464,0.08199159411764703,0.08482993176470591,0.08712323529411764,0.08883353176470588,0.0902093094117647,0.09115303823529414,0.09260768588235296,0.09414885588235297,0.09585821176470599,0.0970608870588236,0.0981116882352942,0.09878859176470595,0.09425151705882359,0.08411303764705896,0.07371056176470597,0.06412171058823532,0.05479888588235299,0.04565992411764702,0.03713374176470591,0.02929344882352941,0.02246989294117646,0.01652476823529414,0.011080005294117623,0.005593701176470622,0.0002744317647058181,-0.004851616470588294,-0.009744562352941188,-0.014553596470588293,-0.020949497058823596,-0.020863412352941313,-0.019440913529411796,-0.01792873352941171,-0.016842483529411756,-0.01548068941176467,-0.014540949999999997,-0.01398909823529404,-0.013962362352941071,-0.013912244117647132,-0.01432718823529422,-0.014609301764705984,-0.015083792352941217,-0.015604241764705873,-0.01638472000000002,-0.016854322352941098,-0.015456081764705809,-0.013467114705882355,-0.01320132058823531,-0.013711305294117737,-0.014020220588235321,-0.014096041176470675,-0.013908424705882383,-0.01302183352941183,-0.012423271764705979,-0.011661895294117652,-0.011082609999999882,-0.010316524117646997,-0.00928938411764707,-0.007949258823529426,-0.006313163529411803,-0.004669309411764799,-0.001274510000000062,0.0003805688235294924,0.0032565076470588705,0.006378646470588278,0.008882367647058853,0.010618914705882387,0.012410710588235285,0.013692531176470624,0.015401875882352978,0.0175174829411765,0.019523813529411738,0.021335662941176448,0.023105251176470554,0.02471091999999997,0.026120865294117612,0.027243851764705895,0.026298144117647082,0.02302441235294117,0.019625044705882333,0.016270747058823476,0.013796512941176453,0.01229505411764703,0.011073211176470643,0.009772420588235242,0.008455423529411699,0.006443417647058858,0.004280302941176484,0.0022713288235294282,0.00023795647058827418,-0.0018733717647058667,-0.003981407058823494,-0.00600016588235297,-0.010347704117647072,-0.010383498235294164,-0.009760994117647082,-0.009233672352941147,-0.008712029999999982,-0.008690944117646981,-0.008704484705882365,-0.008361362352941215,-0.008004167647058802,-0.007718957058823583,-0.00729286058823525,-0.007176125294117597,-0.00709120705882349,-0.0069717847058823335,-0.006823435294117608,-0.006629510588235243,-0.003964871176470541,-0.0008592176470588186,-0.000304127058823489,-6.549352941170872e-05,0.00013601352941178257,1.6830000000023215e-05,-0.00039783999999998265,-0.0010679323529411144,-0.0019115005882353042,-0.0025860482352940695,-0.0030698288235294635,-0.0032316676470588446,-0.00297981352941179,-0.002731393529411763,-0.002457122941176504,-0.0022503235294117907,-0.002134427058823607,-0.005387237058823546,-0.007437882352941183,-0.008281149411764721,-0.008894883529411812,-0.009156002352941284,-0.009369544705882416,-0.009506859411764712,-0.010449978823529382,-0.012019410588235302,-0.013510041176470589,-0.014956009411764726,-0.016582895294117606,-0.018155218823529384,-0.019678217058823555,-0.021070187058823464,-0.02231971588235293,-0.022632479999999955,-0.0213031535294117,-0.019700606470588244,-0.018956148823529417,-0.018434231176470528,-0.017994183529411678,-0.017583081176470616,-0.016372310588235295,-0.013844522352941202,-0.011098935882352945,-0.00864692647058829,-0.006512749411764718,-0.004657337647058779,-0.0029696335294116527,-0.0015033064705882726,-0.002518959411764665,-0.0037782717647059094,-0.005154315882352989,-0.006808910588235351,-0.008094140000000027,-0.009510782352941227,-0.011148221176470685,-0.01248829294117651,-0.013460901176470641,-0.015013546470588252,-0.01684413823529418,-0.018380127058823498,-0.01982958764705889,-0.021093469411764765,-0.02233406764705892,-0.023432648235294173,-0.021981155882352943,-0.01793042941176473,-0.014534915882352922,-0.0124473970588235,-0.010926792941176405,-0.009105745882352856,-0.006817171176470571,-0.004658273529411727,-0.003071872352941152,-0.0019394858823529038,-0.001028869999999904,-0.0002739570588235485,0.0004898282352941152,0.0012306217647058415,0.0019313694117647218,0.00270495941176474,0.0030544599999999533,-2.6144705882386043e-05,-0.0028302376470588364,-0.0047756741176470385,-0.005967012941176492,-0.007085578823529448,-0.008182818235294098,-0.00920891058823528,-0.00975336470588234,-0.009875390588235305,-0.009727110000000011,-0.009534657058823504,-0.009361150588235306,-0.00911285529411765,-0.008840974705882382,-0.008574247647058858,-0.008008914117647037,-0.006079701764705819,-0.0035781300000000404,-0.0017403176470588422,-6.531058823527891e-05,0.0012847011764705596,0.002398107647058806,0.0030803123529411502,0.0030306364705882105,0.0024743788235294384,0.0015197441176470483,0.000436592941176428,-0.0007319747058823212,-0.0018722129411764266,-0.0029744082352940737,-0.004035816470588177,-0.005724997058823511,-0.008389704117647057,-0.012599080588235279,-0.01645320235294115,-0.019966190588235316,-0.023115481764705875,-0.02609141117647057,-0.02861222529411761,-0.030616452352941165,-0.03202728823529416,-0.03279206294117651,-0.03320350176470585,-0.0333737076470588,-0.03346430294117647,-0.03356213352941176,-0.033739677058823525,-0.03324192235294118,-0.03144327705882349,-0.028370192352941137,-0.02459520235294116,-0.020961628235294072,-0.017676844117647028,-0.014662486470588237,-0.011831295294117666,-0.009128644705882344,-0.006607444705882398,-0.004400725294117641,-0.0025426835294117822,-0.0008791023529411968,0.0006151929411764567,0.00203706470588233,0.003404245882352913,0.0019971676470588173,-0.0004094852941177174,-0.003080652352941249,-0.005623826470588261,-0.007694120588235348,-0.009505879411764728,-0.01127108647058822,-0.013150218823529375,-0.014830562941176434,-0.016461838823529307,-0.01804311352941171,-0.019312332941176458,-0.020437169411764683,-0.021406757058823528,-0.02219433235294116,-0.022867564117647038,-0.020781829999999946,-0.015627208235294038,-0.010572649411764612,-0.0065745723529411215,-0.003820899411764639,-0.0017196588235293409,0.0005374929411764984,0.002911416470588235,0.005160450588235305,0.007238558235294096,0.009054388235294114,0.010533590588235331,0.011796381764705849,0.0128470335294118,0.013695678235294079,0.01422111941176471,0.01318348588235288,0.010195544117647004,0.006782300588235229,0.003891975882352877,0.0022369123529411283,0.0012241299999999622,0.00033815882352938864,-0.0006980617647059373,-0.0015805411764706345,-0.002312632352941213,-0.0029763529411765133,-0.0034539888235294303,-0.0038004905882352835,-0.004030995882352978,-0.004120707647058797,-0.004064988823529431,-0.0023245123529411493,2.3705294117659648e-05,0.0017153652941176711,0.0033184288235294235,0.004173818235294113,0.004332828823529394,0.004082595882352935,0.003697624705882391,0.003190952352941201,0.002545594705882337,0.0018980188235294126,0.0012259311764706016,0.0004898523529411891,-0.0002597594117647595,-0.0011120876470588348,-0.0018733294117647403,-0.004614690588235326,-0.00840021352941181,-0.010890679411764748,-0.0133218305882353,-0.01552054823529414,-0.016952650000000014,-0.01812093176470589,-0.01904961117647061,-0.019777580000000017,-0.020329325882352922,-0.020772074705882354,-0.021147640588235317,-0.02145169176470585,-0.021717864705882273,-0.02192787176470587,-0.022070739411764656,-0.02034526999999997,-0.017065596470588196,-0.01470985470588232,-0.012981754117647015,-0.011489065882352906,-0.010167238823529379,-0.008993424705882352,-0.00782338294117646,-0.006687206470588236,-0.005740174117647073,-0.004938241176470598,-0.004215863529411751,-0.0035222682352941403,-0.002866308235294157,-0.002264601176470593,-0.0017265423529412294,-0.0025844029411765113,-0.004900725294117642,-0.006670007058823563,-0.007892471764705922,-0.009021905882352937,-0.010160782352941156,-0.011091954117647046,-0.011937208823529388,-0.01282432882352938,-0.013606218235294065,-0.014290309999999945,-0.014850095882352948,-0.015343880000000004,-0.015771907058823503,-0.01609840058823528,-0.016435557058823463,-0.015372941176470534,-0.01342481588235292,-0.012044168235294112,-0.010838952352941189,-0.009465161764705937,-0.0079278470588236,-0.006446154117647068,-0.005066886470588283,-0.0038213994117647643,-0.0026862541176471133,-0.001607803529411811,-0.0006418958823529441,0.00016379823529413806,0.0007927488235294211,0.0013175152941176382,0.0018224923529411574,0.0014913223529411657,-2.6034117647039112e-05,-0.000738175294117599,-0.001129490588235249,-0.0013755776470587844,-0.001881389411764689,-0.0022246382352941185,-0.002390169411764703,-0.0025302399999999337,-0.0026062558823529425,-0.002644614705882342,-0.0026499970588235167,-0.0025679888235294324,-0.0023604517647058676,-0.002037667647058816,-0.0018705541176470553,-0.0008993488235293778,0.0004866094117647046,0.0011887523529411637,0.0012385352941176042,0.0007081741176470646,4.9870588235301216e-05,-0.0007399917647058774,-0.0018687952941176533,-0.0031028229411765307,-0.00439572588235293,-0.005710037647058824,-0.007063138823529436,-0.008434247647058829,-0.00983099470588239,-0.011262326470588224,-0.012486617647058829,-0.013885229411764705,-0.015798442941176494,-0.016986577647058798,-0.01755871258823527,-0.017702152235294116,-0.0174426496470588,-0.01710735023529411,-0.01665876817647058,-0.016196821705882325,-0.015574166999999972,-0.014893267588235296,-0.014259003705882303,-0.013537568999999972,-0.01274675252941175,-0.011967585823529428,-0.011199029705882352,-0.010192230294117699,-0.008815491470588258,-0.007891173000000029,-0.00724602658823531,-0.006653896117647079,-0.006164404352941216,-0.005802266352941204,-0.005431701352941173,-0.004848084294117649,-0.004187211705882377,-0.0036420311176470627,-0.003013222058823567,-0.002372463588235313,-0.0018170759411764575,-0.0012946091176470748,-0.0007601531176470583,-0.00014488041176467792,-1.7758058823535983e-05,-0.00017903335294119915,-0.00032581482352940505,-0.0006005259411764746,-0.0009337520588235115,-0.001138612117647056,-0.001295460117647057,-0.0016340283529411859,-0.0021856265294117744,-0.0026556059411764615,-0.003076907470588211,-0.0035399441764705775,-0.003950003588235329,-0.00436241829411764,-0.004756478058823538,-0.005242051352941174,-0.005779503705882344,-0.005964439235294092,-0.005786990058823535,-0.005378379411764694,-0.004805593823529408,-0.004305472352941167,-0.003907989941176457,-0.003403164294117647,-0.002789451058823514,-0.0021661540000000035,-0.0015835495294117957,-0.0010457391764706336,-0.0005524591764705794,-3.5505647058828305e-05,0.0004760372941176316,0.0012107090588235059,0.0018560919999999898,0.0024028208235293974,0.0027129334117647202,0.0029660465882352938,0.0029727804117647277,0.002916548941176461,0.0029026627647058822,0.0027805045294117675,0.002532486882352941,0.002258243941176477,0.0020235068823529767,0.001796165117647075,0.0015903180588235227,0.001400305705882371,0.001133781882352955,0.0005381207058823417,-0.00018059341176468457,-0.0006962834117646838,-0.0012392904705882252,-0.0018710419999999894,-0.002462924941176489,-0.002752184040441155,-0.0029920473137255016,-0.003135929264705878,-0.00315607338009051,-0.0031363036617647194,-0.0031636478983957522,-0.0032409085117647007,-0.0033692160196078236,-0.003322568960784311,-0.0032321551372548885,-0.0030588963137254677,-0.0025796139607843216,-0.002227711607843144,-0.0018875051372549134,-0.0014832600784313726,-0.0010417100784313738
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
