UniprotID	Q8NEU8-3
pNuLoCScore	0.44700423666666667,0.462381083,0.4825950481818182,0.5013581908333333,0.5169932684615385,0.5318345921428571,0.546795108,0.56077386625,0.5741479800000001,0.594457135882353,0.6111137594117647,0.63046942,0.6530685611764706,0.6579711905882354,0.671388225882353,0.6966463670588237,0.7212820229411766,0.745779301764706,0.7561659488235294,0.7620910547058823,0.7673257276470589,0.7729141835294118,0.777393365882353,0.7797805147058824,0.7801759535294118,0.7798339982352942,0.7810813094117648,0.7811480352941177,0.7819706647058823,0.7827848176470589,0.7843972647058823,0.7870144117647059,0.789130185882353,0.7922819494117648,0.7961945141176471,0.799089105882353,0.8019330823529413,0.8038793211764705,0.8055962652941177,0.8067951617647059,0.808579575882353,0.8115550758823529,0.8142619547058823,0.8151708758823529,0.8175893094117647,0.819970335882353,0.8219386811764707,0.8234525635294119,0.8248957870588236,0.8266233988235294,0.8275204523529412,0.8282738582352943,0.8288061700000001,0.8291694935294118,0.8294643229411766,0.8300152194117647,0.8314231405882353,0.8316164258823528,0.8313446023529412,0.8304531935294117,0.8307553441176471,0.8307604105882352,0.8310932429411765,0.8321207005882352,0.8333316505882352,0.8347296799999999,0.8361707211764705,0.8376134188235294,0.83847186,0.8392355682352941,0.8399368917647059,0.8409657117647058,0.841919477647059,0.8424544188235294,0.84377712,0.8455808511764706,0.8479609717647059,0.8488927364705882,0.8500046752941176,0.8503804870588235,0.8502863817647057,0.8500447235294117,0.8496568764705881,0.849168788235294,0.8486220852941175,0.8482766264705881,0.8478018794117645,0.8470771911764705,0.8468211382352939,0.845469064117647,0.8432005670588234,0.8413568688235292,0.8396535647058821,0.8381238529411762,0.836693008235294,0.8352475182352941,0.8337751476470587,0.8326562970588234,0.8315731964705881,0.8305456611764706,0.8298359817647057,0.8292141023529411,0.828313252352941,0.8274577758823528,0.8265716052941176,0.8252677464705882,0.8249142052941176,0.8252881964705883,0.8254484082352941,0.8253718900000002,0.8251768935294119,0.8251964788235295,0.8251206970588235,0.8254384929411767,0.8256057341176471,0.8257949576470589,0.826139445882353,0.8263228699999999,0.8265009758823529,0.8268836494117646,0.8268435470588235,0.8261607176470587,0.8265863529411765,0.8272029764705883,0.8278251352941175,0.8280118611764705,0.8277201664705881,0.8264101217647059,0.8246926735294117,0.8236964652941176,0.82299094,0.8224671047058824,0.8215678958823529,0.8205462664705884,0.8195247411764707,0.8184998705882353,0.8177020647058825,0.8174497788235293,0.8181967294117648,0.8178268000000001,0.8174332135294119,0.8172213782352943,0.8173600111764707,0.8179526358823531,0.8193843594117647,0.8212340517647059,0.8224858376470587,0.8232633376470588,0.8238932729411765,0.8248334494117647,0.8257398199999999,0.8265348594117646,0.8295785035294116,0.8322164211764704,0.834791968235294,0.8365317411764706,0.8378512117647059,0.838683384117647,0.8394838800000001,0.8404116917647061,0.8414605647058825,0.842709305882353,0.8436557376470589,0.8446744635294118,0.8457623517647059,0.8467175576470588,0.8476073870588235,0.8484820635294118,0.8494420870588234,0.8480425429411764,0.8467378370588236,0.8454350782352942,0.8447464329411765,0.8444110247058823,0.8444593211764707,0.8445759194117647,0.8445080547058823,0.8444789547058823,0.8442918605882354,0.8441917494117647,0.843889481764706,0.8435330088235296,0.843243411764706,0.8431126841176471,0.8436752347058823,0.8439911388235294,0.8446856211764707,0.844964897647059,0.845161785882353,0.845071901764706,0.8451662135294119,0.8453245870588236,0.845491177647059,0.8457877541176472,0.8464067423529412,0.8474033070588235,0.8488292782352941,0.8505121517647056,0.8522735188235293,0.8540679041176469,0.8558453258823528,0.8569517223529409,0.8583868617647057,0.8594199523529411,0.8610784547058823,0.8627072252941176,0.8645981841176471,0.8663368805882353,0.868030451764706,0.8696682994117648,0.8711434523529414,0.8722484111764707,0.8730865670588236,0.8736011870588237,0.873943457647059,0.8742393870588238,0.8749472047058826,0.8749669458823531,0.8749977752941178,0.8748316047058824,0.8750217576470589,0.8753191670588236,0.8756643929411764,0.87593164,0.8762039811764706,0.8764533811764705,0.8767242605882353,0.8769555111764706,0.8772246582352943,0.8775544223529412,0.8778867664705883,0.8782805664705882,0.8787004217647059,0.8786416276470589,0.8792799947058823,0.87997585,0.8807838417647059,0.8812855217647059,0.8815684652941177,0.8818218723529413,0.8821444052941176,0.8824227288235295,0.8826709329411765,0.8828726835294118,0.8830540782352941,0.8831363923529411,0.8831364664705881,0.8831105417647058,0.8834033476470587,0.8839540864705883,0.8844616370588235,0.8848537405882353,0.8851221300000001,0.8854229947058824,0.8857839870588234,0.8862512947058824,0.8868005164705881,0.8873775894117647,0.8879494482352942,0.8883980188235294,0.8888898064705881,0.8895101576470588,0.890183504117647,0.8908998747058824,0.891629081764706,0.8919923741176472,0.8920304482352941,0.8920994623529411,0.8922465976470588,0.8925100294117647,0.8927080605882353,0.8928596505882352,0.8928821347058824,0.8928413235294118,0.8927429294117647,0.8926224470588234,0.8926345511764705,0.8926171482352943,0.8925673047058824,0.8924908911764707,0.890959873529412,0.8898015705882354,0.8891642782352943,0.8886187064705885,0.8882272535294121,0.887938647647059,0.8875654005882355,0.887239045882353,0.886997751764706,0.8867875870588237,0.88658182,0.8864053552941177,0.8862367905882352,0.8860314064705881,0.885379838235294,0.8848031735294117,0.8841611911764706,0.8848922652941177,0.8850475888235295,0.8845920064705882,0.8839888776470589,0.8831889399999999,0.8822165400000002,0.8812067811764707,0.8801468305882354,0.8789762129411764,0.8776954382352941,0.8763006347058823,0.8747351229411765,0.8732697035294117,0.8717955229411763,0.8707541323529411,0.8692207117647057,0.8676462647058822,0.8659666317647057,0.8641802258823529,0.8624156611764704,0.8607502405882352,0.8591760782352942,0.8575307547058822,0.8560692335294117,0.8547182017647059,0.8534158041176472,0.8522604100000001,0.851257575882353,0.8502811905882355,0.8492594335294119,0.8482741547058825,0.8472667958823531,0.8466515952941177,0.8461367423529411,0.8458095776470589,0.845687798235294,0.8456917688235295,0.8457279805882354,0.8457633570588236,0.845918217647059,0.8459436094117647,0.8458030682352943,0.845495883529412,0.8451627347058824,0.8447668229411766,0.8444748670588236,0.8441588817647058,0.8442676488235294,0.8445876041176469,0.8450334723529411,0.8451690488235293,0.8453510817647057,0.8456557811764704,0.8458230752941175,0.8457618341176469,0.8455277811764705,0.8453980088235292,0.8453260517647058,0.8453436694117648,0.8455341129411765,0.8456856047058825,0.8457915500000002,0.8459359770588236,0.8460838152941177,0.8458283152941177,0.8454473600000001,0.844956974117647,0.8446519470588234,0.8441801964705881,0.8436295158823528,0.8431026629411765,0.8427632864705883,0.8425678605882354,0.8422710288235294,0.84199198,0.8417051123529412,0.8414102905882352,0.8411076988235294,0.8408012264705881,0.8398759582352942,0.8392444423529412,0.8389651364705883,0.8388460011764707,0.838820945882353,0.8389729670588236,0.8391653670588234,0.8393520688235294,0.8394713688235295,0.8395097923529412,0.8394950594117647,0.8393376029411767,0.8391759770588239,0.8390584976470591,0.8389450229411766,0.8388436388235295,0.838796874117647,0.8394191505882355,0.8397622105882354,0.8397605164705882,0.8396269223529411,0.8395367652941177,0.8394260770588235,0.8393855829411764,0.8394577864705882,0.8397077729411764,0.8400992905882353,0.8405952117647056,0.841261208235294,0.8419792047058823,0.842711628235294,0.8434728164705882,0.8455814394117647,0.8468593129411764,0.848256604117647,0.8498867717647058,0.8515932952941175,0.8532888952941176,0.8548306052941177,0.8562499017647058,0.85757257,0.8588429517647059,0.8601090982352941,0.861376127647059,0.8626781452941179,0.8639944470588237,0.8652767176470589,0.8665106588235295,0.867713805882353,0.8675205435294117,0.868110264117647,0.8684957317647057,0.8686360611764706,0.868627582352941,0.8685623617647057,0.8685226205882353,0.8685541652941177,0.8686613558823529,0.8687427088235296,0.8687623082352942,0.8687256788235295,0.8686270988235295,0.8685137970588235,0.8683716617647059,0.8674829970588235,0.8662996594117648,0.8652888829411765,0.8644870123529412,0.8638288570588235,0.8632317394117647,0.8627927088235294,0.8623580294117646,0.8620047117647057,0.8616861235294118,0.8614302764705882,0.8611675970588235,0.8609083447058824,0.8606350564705882,0.8603690388235294,0.8600693482352941,0.8597752388235296,0.8602482682352942,0.860957611764706,0.8614103764705883,0.8617438647058824,0.8619853082352941,0.8621777758823529,0.8622512970588234,0.8623525970588235,0.8624007935294117,0.8624366699999998,0.862386458235294,0.8623533758823527,0.862318728235294,0.8623047005882354,0.8622927300000001,0.8625239735294118,0.8629249182352943,0.8632091535294119,0.8635863476470588,0.8641627905882354,0.8647634729411766,0.865352451764706,0.8658576470588236,0.8663451823529413,0.8667765588235296,0.867142924117647,0.8675133041176472,0.8679223276470589,0.8683642100000002,0.8687791129411765,0.8691243082352941,0.8694977376470587,0.8697644117647058,0.8699049,0.8701358235294118,0.8702529488235294,0.8702881058823531,0.8702545764705882,0.870196585882353,0.8701756817647059,0.8701570135294119,0.8701850347058825,0.8702401552941177,0.8702640247058825,0.8702395247058824,0.8701483035294117,0.8700790229411764,0.87038552,0.8707688629411765,0.8708768629411764,0.8708232394117648,0.8707753070588236,0.8707518111764706,0.870618464117647,0.8702932911764706,0.8700416529411763,0.8698098788235293,0.8695899705882352,0.8693690670588234,0.8691982964705883,0.8690562647058823,0.8689312176470588,0.8688059329411765,0.8686360252941175,0.8681407135294117,0.8675333564705882,0.8670451882352941,0.8666675705882354,0.8662790358823529,0.8658948852941176,0.8656045852941178,0.8655081664705883,0.8653257811764706,0.8651484399999999,0.8649866017647059,0.8648267576470587,0.864634728235294,0.8644258047058823,0.8641900576470587,0.8638879517647058,0.8635606694117647,0.8633581517647059,0.8632085011764705,0.8631283611764706,0.8630114082352941,0.8628790105882352,0.8627159811764706,0.8625039017647059,0.8623429970588237,0.8622424811764706,0.8621592435294118,0.862060652352941,0.8619749847058822,0.8618910670588233,0.8618320582352942,0.8617968229411764,0.8618483782352941,0.8619604017647059,0.8619528194117647,0.8619080111764708,0.8618287929411766,0.8617758870588236,0.8617401929411765,0.8617574023529413,0.8618501523529412,0.8619009488235294,0.8619032117647057,0.8618728570588233,0.861816492352941,0.8617410947058823,0.8616684064705882,0.8616788058823529,0.8617161764705882,0.8614696064705881,0.8613819535294117,0.8612687358823531,0.8611504947058823,0.8609142005882353,0.8606762335294119,0.8604029276470588,0.8599825488235295,0.8595881223529412,0.8591923129411765,0.85881304,0.8584905535294117,0.8582300858823529,0.8579763129411766,0.8577365482352941,0.8574298164705882,0.8571173517647059,0.8571145994117648,0.8569615664705884,0.8568414252941179,0.8567087311764707,0.856651857647059,0.856596271764706,0.8565447482352941,0.8566597711764706,0.85676456,0.8568769676470588,0.856988675882353,0.8570689252941176,0.8571246135294117,0.8575428635294117,0.8574419576470588,0.8570893164705882,0.8564602305882353,0.855575241764706,0.8547423982352943,0.8539317588235296,0.8532110847058825,0.85258714,0.8520273223529412,0.8514890829411764,0.8510223388235295,0.8505567176470589,0.8500403276470587,0.8495808547058824,0.8491413994117647,0.848733205882353,0.8479359088235294,0.8476854347058825,0.8476981952941175,0.8480081635294116,0.8485697058823529,0.8490926764705882,0.8495813788235295,0.850000308235294,0.8503741764705882,0.8506726882352942,0.8509879723529413,0.8512507458823532,0.8515000929411766,0.8518166258823531,0.8520815264705883,0.8529753558823531,0.8539208758823531,0.855029193529412,0.8561296282352943,0.8570658794117648,0.8578135323529413,0.8585299164705884,0.859243957647059,0.859818167647059,0.86044453,0.8611273064705882,0.8618775417647059,0.862652667647059,0.8634316617647061,0.8642561347058824,0.8651074523529412,0.8659927541176472,0.8662413994117647,0.8664124582352941,0.8664493405882353,0.8664535211764707,0.866589597647059,0.866880391764706,0.8671816447058825,0.8674830329411767,0.8679287741176471,0.8683141823529412,0.8686425117647059,0.8689280317647058,0.8691683494117646,0.8693474993749999,0.8695002966666666,0.8696111035714286,0.8696743807692306,0.8697161233333333,0.8697438981818183,0.869760128,0.8697712422222222
pNuLoCDScore	0.12714374333333345,0.14745289921568638,0.16410952274509805,0.18346518333333328,0.20606432450980394,0.21096695392156872,0.22438398921568636,0.249642130392157,0.27427778627450994,0.28339821876470594,0.2735709006417112,0.260732863872549,0.2503324591855204,0.24107959138655466,0.230598257882353,0.21900664845588236,0.2060279735294117,0.18537686235294115,0.16996755000000008,0.15067861529411775,0.12890210352941167,0.12481362705882348,0.1130090388235293,0.09036804470588222,0.06784816294117635,0.046502647647058803,0.04002856529411769,0.0369980511764707,0.03460735470588239,0.03096513764705877,-0.022941330823529393,-0.03574746082352942,-0.044089843764705886,-0.048613648470588244,-0.04935455494117648,-0.04811179994117648,-0.04886480700000001,-0.048621873176470584,-0.04795837811764707,-0.043212962105882366,-0.03917661109625668,-0.03473301491176471,-0.03100949778733035,-0.028607125705882377,-0.02654331686666668,-0.025161771213235318,-0.01899728805882353,-0.004089296882352933,0.006770815470588262,0.013708042529411796,0.015855868411764715,0.015604016941176524,0.01694171723529414,0.018008731647058837,0.01818829364705886,0.019009398411764702,0.020993614058823537,0.022814777588235316,0.02423571723529415,0.026043208882352967,0.027677724411764706,0.02866436582352941,0.025176302882352897,0.01970312288235293,0.01687099523529409,0.014093955235294081,0.012789466411764705,0.012409801705882295,0.012953389058823539,0.013152942588235295,0.012700257882352961,0.012485052588235346,0.010816507529411767,0.008661394588235283,0.006376223999999986,0.0039729590588235,0.0015346711764706034,-0.00019325764705882542,-0.000558729411764658,0.0031660405882353304,0.0031452811764706157,0.0033443858823529737,0.0024917188235293874,0.0006387747058823889,-0.0014292382352941724,-0.003939346470588245,-0.005219570588235384,-0.006648630000000072,-0.007390519411764718,-0.007568388823529448,-0.007458832352941175,-0.007304605882352905,-0.0070535999999999655,-0.006551724117647012,-0.007449375294117655,-0.009226048823529454,-0.00985356941176474,-0.010271347058823516,-0.01016234411764702,-0.009277074705882349,-0.008414404705882311,-0.007439912941176463,-0.006685564705882302,-0.0062477311764705945,-0.005576601764705896,-0.0052086588235293885,-0.004798196470588267,-0.004419962352941231,-0.004057720000000042,-0.003797540000000016,-0.0021910823529411594,0.0011112123529411766,0.0037583105882352807,0.005577324117647026,0.007011446470588212,0.00842339882352941,0.009573915882352957,0.010675208823529403,0.011474724117647023,0.011906901176470586,0.011266622941176446,0.010576635882352914,0.010210968235294104,0.010036191176470588,0.009900211764705902,0.009156726470588211,0.006996985882352924,0.003151280588235328,-0.0007156147058823004,-0.0035025982352940854,-0.0053315711764705676,-0.006656834117647087,-0.008375894117647081,-0.00994965882352944,-0.011021542941176438,-0.011382211176470536,-0.010471648823529356,-0.00866772117647055,-0.007231669999999968,-0.006429882352941146,-0.006018665294117653,-0.00511536999999998,-0.003989641176470576,-0.001831346470588191,0.00018869058823522966,0.002408966470588192,0.004326151764705882,0.005813495882352943,0.007161881764705891,0.008280686470588244,0.008985069411764718,0.009547672352941156,0.009932361176470561,0.009826995294117624,0.00966978470588234,0.009673289999999973,0.010150728235294088,0.010731935294117617,0.011002238823529409,0.011876574705882326,0.013442801764705942,0.014516095882352975,0.014427802352941166,0.01347050352941176,0.01271330294117648,0.012383925294117665,0.01248707176470587,0.012652562941176476,0.012620913529411776,0.012137890588235306,0.011427177647058834,0.010875771764705916,0.010257454117647058,0.009220150588235276,0.007683711764705864,0.00637583176470588,0.005463001764705877,0.004471035882352925,0.004380211176470639,0.00513357705882353,0.005995428823529408,0.006400608235294147,0.00642873294117649,0.006369292941176469,0.006340541764705887,0.0065285723529411865,0.00677992235294117,0.00754523058823528,0.00868497117647063,0.010624804117647074,0.013488952352941175,0.016583611764705852,0.018559741764705845,0.019687992352941164,0.020548151176470547,0.021326510588235315,0.02186094823529411,0.02309403176470587,0.0244744076470588,0.025936855882352977,0.027303024117647068,0.028712158235294105,0.02994394117647059,0.030722043529411713,0.030726094705882334,0.02993013529411767,0.030253289411764694,0.029036021176470556,0.027972446470588302,0.02755549117647063,0.026969620000000055,0.02614309823529415,0.02533695352941176,0.02437179705882353,0.023486280000000026,0.022482834117647038,0.02146672176470585,0.020414470000000018,0.019414055294117633,0.01865421764705888,0.018173763529411746,0.0180093505882353,0.01654095470588235,0.014175773529411767,0.01285305176470583,0.01170642529411764,0.010937475882352915,0.010702914117646983,0.011044415882352943,0.011206961764705814,0.011142055294117575,0.010752088823529349,0.01044786529411762,0.010261857058823431,0.01004469999999999,0.009732249999999998,0.009358047647058776,0.008859657058823495,0.006707710588235272,0.006852492941176513,0.006611179411764728,0.00636298117647055,0.006606434117647025,0.006504841176470627,0.006234665882352941,0.0056503029411765215,0.00542720294117649,0.005546260000000025,0.005864605882352991,0.006233954117647156,0.006726690588235329,0.007269167058823522,0.007705097647058845,0.00834441352941176,0.010823621764705943,0.014286351176470619,0.016767338235294138,0.01858788647058829,0.019720656470588183,0.020178474117647033,0.020458679411764685,0.02076082647058819,0.021021045882352984,0.02098475823529411,0.020656803529411766,0.01994873352941179,0.019042978823529483,0.017985973529411753,0.017051267058823594,0.01621685294117653,0.013919337058823561,0.010405472352941175,0.007805912941176496,0.00507657235294115,0.0025707605882353546,0.0008388700000000471,-0.0006160517647058605,-0.0018512111764705241,-0.003043684705882399,-0.004198153529411719,-0.0051685329411764735,-0.005811222941176475,-0.006286831176470636,-0.006632112941176438,-0.006852967058823545,-0.007266215294117723,-0.006553612941176512,-0.006014401764705912,-0.005859517647058943,-0.005660389411764721,-0.0049616817647058775,-0.004852246470588267,-0.005236929999999973,-0.0059669258823529525,-0.007033845294117574,-0.008184356470588239,-0.009498288235294083,-0.01095348058823531,-0.012594122941176455,-0.014416941764705954,-0.01647601470588239,-0.018856163529411774,-0.021247774705882377,-0.023982357058823567,-0.025915639411764668,-0.02760563411764705,-0.029645863529411787,-0.031399423529411746,-0.03260662117647059,-0.03360146235294115,-0.034230020588235294,-0.03452523352941178,-0.034773251764705915,-0.03474355999999998,-0.03450461941176472,-0.03403637176470578,-0.033180244705882295,-0.03181594882352934,-0.030233975294117588,-0.0282798417647058,-0.026839671764705808,-0.024933056470588216,-0.023184751764705885,-0.02139686941176469,-0.01961622647058822,-0.01776359058823529,-0.015894858823529423,-0.014092962352941135,-0.012228551176470565,-0.010487214117647137,-0.008923379411764742,-0.007557620588235364,-0.006576810000000016,-0.005800292941176455,-0.0054228488235293915,-0.005295148235294145,-0.005306550588235315,-0.005322892941176466,-0.004996676470588213,-0.004501269411764708,-0.004262428235294186,-0.004080343529411834,-0.0038838400000000273,-0.0038463611764706362,-0.004006007647058857,-0.004418099411764659,-0.004612246470588222,-0.004577957058823495,-0.004248741176470616,-0.003716101764705937,-0.002972728235294181,-0.001954810000000029,-0.000796066470588247,4.128235294115212e-05,0.0004663523529411795,0.0005536305882352655,0.0006146458823529655,0.0006201988235294553,0.0002970423529412014,-2.062176470585264e-05,-0.00017143117647056005,-4.306764705880317e-05,8.843764705884771e-05,4.523235294118244e-05,-0.00010086529411762468,-0.00047377823529407004,-0.00019363999999999493,-0.0005257170588235105,-0.001767337058823537,-0.0029270382352940827,-0.00384211470588236,-0.0044280276470587965,-0.004735056470588195,-0.004939652941176459,-0.004764000000000018,-0.004415950000000002,-0.004029570588235304,-0.003817975294117648,-0.0037706547058823647,-0.003655524117647052,-0.0036659776470588934,-0.0036552141176470765,-0.004202236470588233,-0.004919262941176505,-0.004546269999999991,-0.0034263247058824164,-0.0022982829411764827,-0.0014186211764706247,-0.000825598235294156,-0.0004305511764706449,-0.00021809235294117935,-0.00012733000000000883,-2.7100000000002122e-05,0.000185081176470564,0.0005955411764705931,0.0011539058823529513,0.001914183529411806,0.0028202311764705945,0.0058897511764706145,0.009635211764705942,0.012900968235294102,0.015426116470588253,0.017328039411764723,0.01923931647058827,0.021418707647058832,0.02371409294117649,0.025950544705882345,0.02806616647058824,0.030008632352941128,0.03174968764705882,0.033283251176470574,0.034689531176470556,0.03601060352941182,0.03722001,0.03623426117647058,0.032990992352941145,0.029687732941176465,0.026468365882352934,0.02375336470588235,0.02156125235294115,0.01924288470588234,0.01678744058823528,0.014253431176470571,0.011847042941176444,0.00962252411764708,0.00760468882352941,0.005752627647058806,0.003892270588235297,0.001974999411764655,-3.128294117649144e-05,-0.0023289923529411505,-0.002097715294117619,-0.0017931294117646268,-0.0018283505882352447,-0.002177597058823477,-0.0029835870588235114,-0.0036705929411764704,-0.004180927058823503,-0.004568012941176425,-0.004784898823529393,-0.005053401176470573,-0.0053409276470588185,-0.005699134117647026,-0.0059857058823529485,-0.006224919999999995,-0.006411117647058845,-0.006339057058823594,-0.0063837794117647395,-0.006796128823529479,-0.006910699411764726,-0.006361592352941231,-0.005547645294117637,-0.004938664705882334,-0.004363984117647046,-0.0037996064705882737,-0.0033635900000000274,-0.0029964329411764634,-0.0026461599999999807,-0.0023580423529412364,-0.0021229335294117857,-0.001958924705882381,-0.0017672041176470532,-0.0017413188235294308,-0.0015910841176470791,-0.0010383911764706155,-0.00041825176470586256,-8.353529411753158e-06,8.241000000000498e-05,0.0003992017647058699,0.0009445552941176327,0.0015235600000000349,0.0021061152941176386,0.0026948358823529195,0.0032284982352940306,0.003743188823529392,0.00419203999999998,0.00473543999999998,0.005303118235294113,0.006102051764705907,0.0067199670588235505,0.006930778235294116,0.007114349411764642,0.007292259999999967,0.007470564117647016,0.007566352941176441,0.007264047647058791,0.006837198823529372,0.006316559411764733,0.005825397058823539,0.005359000000000058,0.004935390588235333,0.004624249411764758,0.004322800588235337,0.00392613470588235,0.0026094452941176627,0.0008937141176470209,-0.00021626470588234636,-0.0009838670588234733,-0.0016478599999999177,-0.00237425823529408,-0.003199775882352901,-0.003827128823529341,-0.004271009999999936,-0.004707194117647057,-0.005280091764705869,-0.005782881176470578,-0.006237411176470559,-0.006713664705882333,-0.00720612117647057,-0.007586956470588213,-0.007047190000000009,-0.0054277047058823025,-0.0038584011764705717,-0.002901672941176492,-0.002468810588235365,-0.0021755335294117994,-0.0018888417647058842,-0.0016536523529412095,-0.001573721176470616,-0.0014632058823529082,-0.0011154988235294039,-0.0006748664705882312,-0.00037998058823526804,-0.00011535411764707071,0.0001532452941176432,0.0003472788235294455,0.0004993517647058909,-0.0004043970588235579,-0.0018400782352940848,-0.0029115935294117823,-0.003591689411764687,-0.003913261176470562,-0.004092178823529413,-0.0041807294117647276,-0.004218263529411792,-0.0042091711764706274,-0.004266702941176509,-0.004541798235294131,-0.004654857647058863,-0.004693982352941217,-0.004720285294117665,-0.0047549652941176745,-0.0047743417647058695,-0.004622417647058785,-0.0038811641176471345,-0.0029047841176470524,-0.0021158317647058944,-0.0014696335294117902,-0.0009940241176470688,-0.0006675541176470456,-0.00038186470588233434,-9.574705882350876e-05,0.0002029064705882655,0.0005733888235294471,0.0009549847058824001,0.0012226770588235902,0.0014148035294117844,0.0015803841176470768,0.0007041541176470156,0.00035396470588233697,-2.3988235293703752e-06,-0.0006370447058823558,-0.0010838199999999854,-0.0016308223529411248,-0.0019495070588235186,-0.002225522352941156,-0.0024474117647058646,-0.0027696711764705895,-0.0030918517647058885,-0.003486313529411811,-0.004095445294117733,-0.004634150588235353,-0.005123938235294168,-0.005557587647058881,-0.004908940588235267,-0.003690856470588255,-0.0031881729411764592,-0.002969939411764655,-0.0029059511764705503,-0.0027631864705882636,-0.00258229352941175,-0.002509838235294104,-0.0024206382352940925,-0.0022513164705882105,-0.0020342152941175973,-0.0017851958823528746,-0.0013907623529410829,-0.0008509247058822722,-0.0003146782352940469,0.00021675176470595248,0.001068238823529466,0.000842008823529472,0.0010801764705882233,0.0015393588235293743,0.0018109529411764191,0.0019212105882352726,0.0016142535294117188,0.0011723241176470056,0.0007099494117646654,0.0002422923529411536,-0.00023290823529414917,-0.0006346452941176361,-0.0009968794117647117,-0.0015211264705882743,-0.001989368823529458,-0.0024817682352941683,-0.0034130647058824015,-0.004652619411764758,-0.0058486299999999936,-0.007027502352941223,-0.008000998235294154,-0.008468370588235269,-0.008456419411764698,-0.007922102352941163,-0.007140111764705914,-0.006315792941176512,-0.005524250588235358,-0.004826190000000091,-0.004177836470588309,-0.0035905229411765383,-0.0030163694117647244,-0.002458552352941179,-0.0018569788235294482,-0.0004477617647058729,0.0009629300000000007,0.0024059070588235976,0.003977752941176527,0.005436327647058814,0.006706670000000026,0.007602472941176469,0.008105411764705889,0.00858015705882359,0.00905617647058829,0.00941916823529415,0.009853838823529443,0.010405046470588292,0.011001904117647093,0.01166177705882357,0.012351239411764747,0.012638000588235304,0.012560120588235302,0.012411535882352914,0.012128864117647048,0.011591144117647084,0.010886507058823575,0.010218330588235347,0.009784228823529445,0.009485530588235314,0.009171724117647106,0.008987772941176475,0.00889182882352943,0.008671542941176474,0.008312973529411793,0.007875169411764693,0.007296242941176478,0.00662859313725489,0.006291150588235261,0.005900861131221707,0.005513446911764669,0.005181499518716548,0.004960156470588201,0.0047910481045751185,0.004482096339869263,0.004050065163398647,0.0036224310457515785,0.003200694575163393,0.0026327410457516187,0.002125296928104564,0.0016764739869280787,0.001274053986928092
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
