UniprotID	Q5H8C1-2
pNuLoCScore	0.31033636666666664,0.29688553399999995,0.2851870009090909,0.27478044416666664,0.26635916846153845,0.25872582714285713,0.25148901399999996,0.24483633437499996,0.2389095947058823,0.22082687999999998,0.2064585458823529,0.1941565488235294,0.18166831823529409,0.16854583235294118,0.15561371,0.14688372764705881,0.1387694311764706,0.1344854435294118,0.13085368647058826,0.12774915764705883,0.12498552999999998,0.12206132705882353,0.11937105823529412,0.11750685264705883,0.11537346464705885,0.11274955405882355,0.11034482052941179,0.11028501641176472,0.11161778758823529,0.11321567347058824,0.11489695641176471,0.11683552052941178,0.118761327,0.12058486582352942,0.12238378464705883,0.12409709523529411,0.12579728229411766,0.12764768405882354,0.12931571288235294,0.13109783288235297,0.1324116767058824,0.13411995529411766,0.1364004911764706,0.1386506882352941,0.13948294176470588,0.1396433429411765,0.13970503176470592,0.13913635529411764,0.13846232117647062,0.13761453823529413,0.1367711294117647,0.13576956094117648,0.13442208152941174,0.13304851505882348,0.1317321438823529,0.13056491388235292,0.1301450074117647,0.1287015185882353,0.13049937858823532,0.13391091505882352,0.13855342211764707,0.14403329152941177,0.15010242917647057,0.15642509211764707,0.1629482491764706,0.1697210432941176,0.17657621741176466,0.18376924094117647,0.19117705588235293,0.19857719058823528,0.20592125176470583,0.21265694235294116,0.21885831647058818,0.22339563941176468,0.22737093352941176,0.2297801394117647,0.23109286235294116,0.23160473588235295,0.2319792117647059,0.23207003470588236,0.23167823764705886,0.23156674058823531,0.23139891058823528,0.2310200717647059,0.23071642529411762,0.23056517117647057,0.2301150088235294,0.22968584235294118,0.23483918176470586,0.2392739111764706,0.24261074705882352,0.24901594705882357,0.25448409176470593,0.26026235294117644,0.2656868982352942,0.27060725529411767,0.2756456076470588,0.2811813047058824,0.2865350547058823,0.2918287105882353,0.29749983058823526,0.3030470411764706,0.308062404117647,0.3132986658823529,0.3185751905882353,0.318551825882353,0.3193640641176471,0.32221877411764704,0.3237960270588235,0.32479688823529407,0.3249473252941176,0.32512972470588236,0.3254793029411765,0.32567398941176473,0.32557157176470586,0.3252798835294118,0.32500604588235293,0.3243328888235294,0.32310830823529413,0.3222245923529411,0.3180955088235294,0.31389292058823526,0.30997540176470595,0.30590875235294124,0.30307667823529405,0.3009462470588235,0.29937237999999994,0.29821570999999997,0.2974330076470588,0.29685560000000005,0.29638364176470594,0.2954608770588236,0.29466268117647065,0.2937815870588235,0.2933290088235294,0.2933717435294117,0.29346010823529406,0.2966762764705882,0.3002209417647059,0.30389481470588237,0.3082675876470588,0.3114267017647058,0.31390809058823527,0.31583191647058817,0.31734167647058825,0.31819611999999997,0.31874165529411763,0.31906240176470585,0.3199308688235294,0.3207538564705882,0.3216513523529412,0.32245817294117646,0.32200386294117644,0.3223499570588235,0.3230898158823529,0.3237031917647059,0.32425022705882356,0.32444948882352936,0.3243173858823529,0.32406960235294113,0.32308356823529416,0.3224043829411765,0.3221991441176471,0.3222332164705883,0.3226501929411765,0.32313971705882355,0.32369072352941175,0.32434713352941175,0.32500667823529406,0.3267064411764705,0.32749752588235287,0.32829250941176463,0.3290400147058823,0.32954683999999995,0.32997853941176464,0.3308102735294117,0.33173465999999996,0.33326622941176465,0.33454505588235284,0.33552415588235296,0.33634947000000004,0.3368769064705882,0.33722633,0.33746243941176474,0.33697883941176476,0.33684613823529413,0.33746979941176464,0.33886625235294116,0.34084144529411764,0.34306406,0.3455127623529412,0.34837698941176476,0.3513575741176472,0.35456829470588236,0.3581573917647059,0.3615167917647059,0.36456449176470584,0.3671303135294118,0.3695611541176471,0.3718288276470588,0.3738575929411765,0.3766236635294118,0.37877204235294115,0.38037082,0.38111080117647056,0.38136079529411765,0.38129555411764704,0.38125460882352946,0.3810035052941177,0.3805738676470588,0.37999743529411767,0.37923826294117646,0.37868204529411764,0.37849642529411764,0.3787200052941177,0.37909231352941175,0.37998599294117646,0.3783600835294118,0.3765206052941177,0.3760295494117647,0.37528643764705877,0.37480044411764696,0.3745376,0.37449010823529405,0.37417156235294113,0.3741443364705882,0.3741716005882353,0.37429429823529414,0.3745206876470588,0.37457217,0.37461851352941183,0.3744863635294118,0.37384341294117646,0.37260465705882356,0.3741153894117647,0.3754543994117647,0.37569648941176476,0.3762153223529412,0.3767072935294118,0.3769100911764706,0.3769517511764706,0.37718709999999994,0.3771286764705882,0.3770313382352941,0.3768309682352941,0.37650984117647057,0.3763275964705882,0.37621450588235295,0.37661261764705883,0.3780685447058824,0.37919601705882355,0.37914048117647053,0.37996330352941177,0.3811768870588235,0.38238688235294116,0.38362744117647063,0.38503065588235297,0.38641643470588244,0.38762343058823534,0.3887422282352942,0.38981654764705886,0.3908321705882353,0.3917182111764706,0.392441744117647,0.39314860117647055,0.3934400294117647,0.39296947411764704,0.3926064076470588,0.39320448294117644,0.3931529347058823,0.39252836588235296,0.39186666705882356,0.39100565117647057,0.39005414058823523,0.38904548941176464,0.38818253647058815,0.38743371117647063,0.38645639,0.38549558647058824,0.38459678,0.37919637882352947,0.3768875652941177,0.37530135764705885,0.3740078352941177,0.37339907235294123,0.3729986935294119,0.3721731735294118,0.3714513247058825,0.3705404935294118,0.36981006705882363,0.3689017282352941,0.36766187764705877,0.36648424058823525,0.36520401529411767,0.36406543058823526,0.3624378147058823,0.36081800058823527,0.36386986882352934,0.3639225335294118,0.3634762523529412,0.3628730605882353,0.36200752764705885,0.3611201282352941,0.3605392058823529,0.3598861982352941,0.35927599411764705,0.3584751058823529,0.35745124470588235,0.35683887000000003,0.35620068,0.35569732411764704,0.3552340076470588,0.35373740176470586,0.35299391823529414,0.35192105941176466,0.34966557470588233,0.34783216764705877,0.3461859958823529,0.34455383882352936,0.34277858764705876,0.34088401529411766,0.33917001529411767,0.33766661411764703,0.3360884717647059,0.3345557482352941,0.33282223294117647,0.3311693888235294,0.32949498176470593,0.3279761782352942,0.3280600541176471,0.32749464058823535,0.32734890000000005,0.32831299823529414,0.32872022176470583,0.32885290529411765,0.32872227117647057,0.32874553470588236,0.32903414764705885,0.3291815811764707,0.32915039,0.32917901352941176,0.3293970205882353,0.32954171470588234,0.32966296470588236,0.3310210982352941,0.3320385064705882,0.3330602317647059,0.3338875570588235,0.33481218470588237,0.33588131470588234,0.33715341470588234,0.3384596029411765,0.3398922782352941,0.3412947911764706,0.34254138882352936,0.34360230999999997,0.34435871999999995,0.34521620588235297,0.3461908788235294,0.3473343352941176,0.3483616017647058,0.34800675117647056,0.3477790588235294,0.34738588352941174,0.34708142058823527,0.34660387823529415,0.3458839488235294,0.34484741235294125,0.3438385494117647,0.34283780823529414,0.34181873588235295,0.34081274411764706,0.33999999705882344,0.3394546911764706,0.3387934829411765,0.3379830205882353,0.3385557464705883,0.33932194000000004,0.33912137882352944,0.33868060235294123,0.3383432311764705,0.33817534705882357,0.3374881517647059,0.3366109670588235,0.33548458117647045,0.3345832711764705,0.33359249941176466,0.33278928352941173,0.3321565176470588,0.3316223311764705,0.3312301694117647,0.33098892999999996,0.33077286882352946,0.3291846170588237,0.32744650882352955,0.32677523647058826,0.32606426529411764,0.32539455999999994,0.32450344235294115,0.3241861505882353,0.32405916,0.32410306058823535,0.3239210247058824,0.3238999282352941,0.32363221352941174,0.3233196764705882,0.3231525358823529,0.3229831482352941,0.32576994411764704,0.32874124941176464,0.3318835082352941,0.3351352552941176,0.3383073147058824,0.3417617488235294,0.34522657764705883,0.3488021982352941,0.35239387647058823,0.35597916117647055,0.35976006529411764,0.3634990629411764,0.3672986605882353,0.3711628505882352,0.37488297470588233,0.378375428235294,0.38173034823529406,0.3820809305882353,0.38246316999999996,0.38281353294117654,0.38313258588235294,0.3836964564705883,0.38441164588235294,0.38503851647058823,0.38569630176470593,0.3862715370588235,0.38694316352941177,0.38768973176470595,0.388606675882353,0.38955640235294126,0.39057607823529417,0.3917435541176471,0.39496499588235295,0.3979610841176471,0.4012409941176471,0.4046677517647059,0.4077466323529411,0.4108188088235294,0.4136462076470588,0.41641598470588237,0.4191498376470589,0.4217530100000001,0.4241138852941177,0.4259961335294118,0.4277474511764706,0.4294102582352941,0.43096662705882355,0.4324565935294118,0.43396979058823526,0.4336200576470588,0.43364863411764704,0.4335504958823529,0.4332068005882353,0.43310684764705876,0.4329982052941176,0.4331504052941176,0.4333975752941176,0.43372724,0.43408228352941175,0.4347461335294117,0.4358845105882353,0.43716043941176475,0.4384940364705882,0.4399653188235294,0.44237406235294113,0.4435020664705882,0.4437070323529411,0.4446087511764706,0.4450701411764705,0.44579402588235295,0.4463510876470589,0.4467037064705882,0.4468961247058823,0.44701532529411764,0.4467955064705882,0.44663039470588234,0.446200084117647,0.4459045047058824,0.4457474182352941,0.4457413717647059,0.4459127,0.4452268447058824,0.4458323435294119,0.44723143058823545,0.44785577058823534,0.44867377647058826,0.4494841611764706,0.4508395935294118,0.4524427170588236,0.45398986588235296,0.4556385094117647,0.4577357741176471,0.45980906588235293,0.46194298352941177,0.4639202570588235,0.4657288829411765,0.46954714999999997,0.4729952441176471,0.4754518852941177,0.47775095588235295,0.4795566317647059,0.48111862882352946,0.48263810529411766,0.483556645882353,0.48429648,0.48488265058823526,0.48555255411764714,0.4862195911764707,0.48674276764705887,0.48743275999999996,0.48817904588235306,0.48880076764705876,0.4894721982352941,0.48799070999999994,0.4866111323529412,0.48616702647058824,0.48587368176470586,0.4860904388235294,0.48656672882352947,0.4871430652941177,0.4880753941176471,0.4887670364705882,0.4895095552941176,0.49025559882352937,0.49089757529411765,0.4914760052941176,0.4918935670588236,0.4924269711764706,0.4926177870588236,0.4932233211764706,0.49315898176470585,0.49275796529411764,0.49177050235294123,0.490272934117647,0.48860044705882344,0.487035774117647,0.48542170470588236,0.483673318235294,0.48179462117647054,0.4798671435294118,0.47785366529411766,0.47587788764705885,0.47390925117647065,0.4720276482352941,0.4701549464705883,0.4687265894117647,0.4666909682352941,0.46530817235294114,0.46418727352941175,0.4634867470588236,0.4631039923529412,0.46288503647058826,0.46241775764705884,0.4618413229411765,0.46133970117647066,0.4609585347058824,0.46061192705882353,0.4601579582352942,0.4595836535294118,0.4590029029411764,0.45632361470588234,0.45487343235294114,0.4540484376470588,0.45329945941176464,0.4524755723529411,0.45156434352941166,0.45112781117647055,0.45096541470588236,0.4509567982352941,0.45124940764705873,0.4515697370588235,0.45202292294117646,0.4522319758823529,0.4524604452941176,0.45278213352941177,0.45322098823529405,0.45346623705882344,0.4557171170588235,0.4567541170588235,0.457152738235294,0.4575581058823528,0.4579978929411764,0.4584614823529411,0.45843942529411763,0.45818545294117635,0.45760855235294107,0.4565572488235293,0.4554606341176471,0.45413035529411766,0.4531126482352941,0.4521081176470588,0.45111031352941183,0.4508103376470589,0.45039573588235293,0.4477470488235294,0.44522239411764697,0.44299363999999997,0.44046529882352936,0.43786130176470583,0.4356248299999999,0.43363072352941173,0.4315248870588235,0.42966500235294114,0.42834410411764706,0.42736651235294115,0.4263880247058824,0.42535819117647056,0.42434804647058816,0.4235364270588235,0.4219847623529412,0.42080690529411763,0.4219272535294118,0.42285317882352946,0.423304075882353,0.42411085352941186,0.4250188711764707,0.4257419652941177,0.4264444152941177,0.4273915623529412,0.42831696352941173,0.42899414058823526,0.42950590941176475,0.4300741194117647,0.43071495,0.43148240705882346,0.4326978935294118,0.4341414776470588,0.4354853011764706,0.4365381052941176,0.4376882623529412,0.43896150176470583,0.4397131735294118,0.4397177047058824,0.43741226,0.4338372641176471,0.4302062035294118,0.4272157717647058,0.4245879294117646,0.4221853523529411,0.41991214647058817,0.4176093635294117,0.4151836576470588,0.4123015464705882,0.4090389635294117,0.4061198535294117,0.40349820117647056,0.40055908941176466,0.39699380411764706,0.39369971294117656,0.39093711176470597,0.3906821635294119,0.3916061670588236,0.39246679176470595,0.3926108823529412,0.39237448470588243,0.3919855152941177,0.3920017764705883,0.39199720941176475,0.39162470000000005,0.3908134247058824,0.3903844694117647,0.3898028147058823,0.3892660782352941,0.38890229764705875,0.3892141582352941,0.38948755588235295,0.38958241705882346,0.3894533041176471,0.38925249764705894,0.3891496394117647,0.3888054147058824,0.38815687000000004,0.3874041700000001,0.3861795452941177,0.3849313923529412,0.38398816823529414,0.38336244764705885,0.382497764117647,0.38143281117647065,0.38009266352941173,0.3788368458823529,0.37756396058823527,0.3764714176470588,0.37577538529411764,0.37497214117647054,0.3743093635294117,0.37361271647058814,0.37312431058823525,0.37398705882352934,0.3764190952941176,0.3790075323529412,0.3815493794117647,0.38338135764705883,0.3849488135294118,0.38605650352941173,0.38728997176470586,0.388698144117647,0.3899123888235294,0.39083330294117646,0.39204268437500006,0.3933520866666667,0.3949465871428572,0.39676221692307695,0.39886334500000004,0.4013197490909091,0.402505602,0.40105426111111114
pNuLoCDScore	-0.07142677196078434,-0.08950948666666667,-0.10387782078431373,-0.11617981784313725,-0.12866804843137256,-0.14179053431372546,-0.15472265666666665,-0.16345263901960783,-0.17156693549019605,-0.16240009047058815,-0.15433331443850262,-0.1470312865196078,-0.14137363846153847,-0.1366645000840336,-0.13211795576470584,-0.12732948172794112,-0.12353613005882345,-0.10807732594117643,-0.09611372535294112,-0.08387153241176468,-0.0700505306470588,-0.055330158882352945,-0.040716753588235274,-0.03004820711764704,-0.020008104176470587,-0.013900577705882378,-0.008469901823529427,-0.003652062411764717,0.0008117522941176736,0.005586357000000014,0.00994465464705882,0.013590980235294134,0.01703821205882354,0.021370401235294115,0.026055670647058812,0.028365671823529393,0.02786515417647059,0.026427669470588264,0.024808075352941203,0.02230083476470586,0.019700994176470615,0.0170296724117647,0.014387344764705864,0.011672465705882373,0.008624799235294078,0.005400830999999939,0.002416430999999969,-0.0005329190000000483,-0.0022666692941176736,-0.005418436705882351,-0.00590111258823528,-0.004739773176470591,-0.000929519647058813,0.004389948588235271,0.010397397411764653,0.017288736823529438,0.02448592799999999,0.03210650505882348,0.03980508799999996,0.04799967999999999,0.05675497435294119,0.0655286755294118,0.07418910788235292,0.08209202847058825,0.08871330905882346,0.09469412082352938,0.09687155494117644,0.09586922435294118,0.09253944023529409,0.08757144435294117,0.08187678258823533,0.07564494258823529,0.06872998847058825,0.06184569729411771,0.05482269317647062,0.04725083082352943,0.0395393694117647,0.03198798058823529,0.024193757058823567,0.017028900000000013,0.015980865294117685,0.01587827176470591,0.015239813529411755,0.019235807647058872,0.023391229411764775,0.028657617058823498,0.03370768647058828,0.038537220588235305,0.04396736999999995,0.04961456411764706,0.05513614411764703,0.06080863882352938,0.06678340529411764,0.07248187,0.07794739529411762,0.08361282352941171,0.08373600882352944,0.07927791470588239,0.0767533170588236,0.07320282705882347,0.06931193529411755,0.06453453529411762,0.059260427058823395,0.054522469411764696,0.049833695294117686,0.04449268470588236,0.03903651705882355,0.0334511729411765,0.027506215294117675,0.02128584764705882,0.015045904117647113,0.008925926470588208,-0.0004796817647059193,-0.004658905294117721,-0.009388662352941168,-0.016310021764705807,-0.020719348823529438,-0.023850641176470566,-0.025574945294117635,-0.026914014705882394,-0.028046295294117674,-0.028818389411764678,-0.029187929999999918,-0.02981900647058816,-0.03034336470588228,-0.030551301764705885,-0.029779299411764715,-0.028852848823529398,-0.024635400588235323,-0.017216644117647062,-0.009754460000000076,-0.002013937647058872,0.005190909411764755,0.010480454705882325,0.014535710588235329,0.017616206470588203,0.01990866882352943,0.02134051999999992,0.02235801352941169,0.023601524705882226,0.025268187647058737,0.02697226941176467,0.028322343529411764,0.029086429411764758,0.028543754705882385,0.025673680588235326,0.022868874117647042,0.019808377058823545,0.015982639411764754,0.013022787058823537,0.01040929529411766,0.008237685882352963,0.005741891764705909,0.004208262941176544,0.0034574888235294754,0.00317081470588243,0.0027193241176470817,0.0023858605882353667,0.0020393711764705724,0.001888960588235289,0.003002815294117611,0.004356484117646997,0.004407709999999954,0.004589317647058722,0.00478978764705873,0.005097351176470588,0.005661153529411711,0.006740671176470592,0.008651091764705798,0.010861846470588132,0.01234591176470573,0.01329093941176468,0.013699277058823567,0.013737189411764661,0.013535606470588268,0.01311530588235299,0.011972161176470708,0.010139697058823616,0.009972273529411768,0.010573742941176523,0.011801430588235351,0.013517220000000052,0.015534222941176568,0.017566715882353034,0.019622914117647217,0.02130206529411771,0.023612335882353064,0.025992635882352955,0.028215021764705805,0.030253407058823567,0.0323348241176471,0.03436638823529409,0.03687875352941172,0.039777525294117655,0.041302242941176515,0.04150456764705884,0.04026935588235292,0.038296735294117645,0.035782791764705835,0.0328776194117647,0.02964593117647052,0.026005572941176447,0.021840043529411768,0.01772147117647055,0.014117553529411797,0.011366111764705866,0.009158851176470584,0.007263485882352927,0.006128399999999978,0.0017364200000000163,-0.002251437058823469,-0.004341270588235302,-0.005824363529411791,-0.006560351176470691,-0.006757954117647014,-0.0067645005882354114,-0.006831942941176561,-0.006429531176470604,-0.005825834705882382,-0.00494396470588232,-0.004161357647058828,-0.003924255294117662,-0.004101491764705867,-0.00460594999999997,-0.006142580000000009,-0.005755426470588243,-0.0024052158823529846,-0.0005751499999999687,0.0004100517647059876,0.0014148782352942368,0.0021696935294117647,0.0024199829411765683,0.0027801888235294836,0.0030427635294117406,0.0029570758823528887,0.0027370399999999684,0.0023102805882352917,0.00193767117647059,0.0017090829411763875,0.0017281423529411644,0.0027692047058823777,0.0054638876470588515,0.005080627647058855,0.0036860817647058064,0.004266814117647011,0.0049615647058823265,0.005679588823529369,0.006717350000000011,0.00807890470588235,0.009229334705882497,0.010494754117647165,0.011710890000000085,0.012985579411764758,0.0143223294117647,0.015390614705882377,0.01622723823529404,0.016535983529411713,0.015371484705882288,0.01377345705882349,0.013465926470588252,0.01324117941176467,0.011976047647058785,0.010141483529411799,0.00823922588235293,0.005974995294117602,0.003637705882352793,0.0014220588235293041,-0.0005596917647060495,-0.0023828364705882343,-0.00437578058823529,-0.0062226247058823625,-0.007844964117646958,-0.01395222235294108,-0.016552464117646992,-0.01766811647058819,-0.0185985723529411,-0.019805410588235206,-0.02015424117647041,-0.020355192352941143,-0.020415342352941068,-0.02046515764705875,-0.0202440735294116,-0.020143761176470543,-0.02052065882352938,-0.020949470588235375,-0.021252374705882315,-0.021430155882352975,-0.022158965294117705,-0.0183783782352942,-0.013017696470588369,-0.011378824117647068,-0.01053158294117651,-0.010526011764705911,-0.010991165882353049,-0.011053045294117714,-0.010912118823529604,-0.01065429529411771,-0.010534072941176587,-0.010426622352941228,-0.010210632941176412,-0.009645370588235225,-0.009003335294117676,-0.008368106470588221,-0.007203807058823508,-0.007080598823529405,-0.010875950588235206,-0.012001474117647126,-0.013810677647058844,-0.015040892941176554,-0.015821531764705965,-0.016566289411764745,-0.017760618235294123,-0.01900218294117645,-0.02010597882352938,-0.02080849176470584,-0.021362772941176444,-0.022283121764705927,-0.023378447058823526,-0.02452793529411762,-0.025739025882352884,-0.02576122352941168,-0.02493386411764703,-0.024426418823529306,-0.022316674705882278,-0.019519169411764625,-0.017465774117647048,-0.01570093352941171,-0.014056316470588193,-0.0121384805882353,-0.010135867647058816,-0.008485032941176363,-0.0069380817647058945,-0.005376734705882347,-0.003425212352941187,-0.0016276741176470821,0.00016798294117642554,0.0030449199999998955,0.0039784523529410865,0.005565591176470541,0.006538657058823449,0.006499186470588225,0.007161092941176506,0.00830050941176469,0.009737331764705925,0.011146743529411751,0.012260643529411752,0.013359807647058686,0.014451919999999951,0.015179706470588195,0.015819185294117688,0.016649164117647053,0.017671370588235258,0.017340503529411744,0.015968244705882373,0.014718827058823492,0.01349832647058824,0.012269235882352902,0.01072256352941181,0.00873053411764707,0.0063878094117647555,0.003946271176470617,0.001543017058823537,-0.0007226529411764049,-0.002789565882352907,-0.004358722941176507,-0.005761514705882376,-0.007397395882352886,-0.009351314705882297,-0.009805855294117538,-0.00868481117647052,-0.008657679999999945,-0.008705281176470514,-0.00873818941176474,-0.008428531176470577,-0.008395797058823484,-0.008236445294117767,-0.008353968235294273,-0.008254537058823619,-0.008226236470588288,-0.008023460588235332,-0.007843479411764664,-0.007832360000000094,-0.007563313529411808,-0.006994090588235358,-0.007782877647058817,-0.010137322941176363,-0.011674869999999893,-0.01190536588235297,-0.012278965882352888,-0.012780787058823628,-0.012984709411764772,-0.012424816470588185,-0.01142542117647044,-0.010480210588235173,-0.009671474705882255,-0.008889355294117607,-0.008524304117647041,-0.008302654705882317,-0.00807763352941182,-0.008005781764705844,-0.005002924705882428,-0.0004433676470590453,0.004436999411764564,0.008360018823529325,0.01224304941176474,0.016367188823529444,0.02072313529411768,0.024616047647058825,0.028334716470588217,0.0318761005882352,0.03583904058823523,0.03959913470588228,0.043666447058823554,0.04784317411764705,0.05173043882352946,0.055392279999999905,0.05596040411764702,0.053339681176470644,0.05057966176470585,0.04767827764705895,0.04482527117647056,0.04193470764705892,0.03918506823529411,0.03623631823529411,0.0333024252941177,0.03029237588235295,0.027183098235294134,0.02419066882352955,0.021308015294117688,0.01839355176470603,0.015693103529411834,0.013368125882353088,0.013234647647058895,0.0158801535294118,0.018777824117647113,0.021854218823529337,0.02461404647058818,0.02712235235294108,0.029234561764705846,0.03137746823529414,0.03345353588235295,0.035481472941176595,0.03717072176470593,0.038306401764705844,0.039140775294117636,0.03985385588235285,0.04039054882352938,0.040713039411764684,0.039004794705882306,0.03565897352941172,0.03240763999999996,0.02888274411764702,0.02546016823529418,0.022288038823529366,0.019351997647058805,0.01673442058823521,0.014247737647058722,0.011974229999999919,0.009968398235294051,0.008749999999999925,0.00813705941176468,0.0077501811764706385,0.007527409411764663,0.007508725294117613,0.008404271764705873,0.009882008823529409,0.010058398235294086,0.011058255294117691,0.011863340588235183,0.012687178235294194,0.013352882352941298,0.013553301176470633,0.013498549411764704,0.013288085294117624,0.012713222941176439,0.011884261176470623,0.010315573529411703,0.008744065294117642,0.007253381764705913,0.005776052941176502,0.003538637647058862,0.001724778235294211,0.002125311176470801,0.002622679411764861,0.002785629411764856,0.002879750588235308,0.003133073529411723,0.004135887058823562,0.005546592352941304,0.006974540588235323,0.008843002941176514,0.01110537941176476,0.01360898176470593,0.01603847882352938,0.01817283882352938,0.019987511176470574,0.023634449999999974,0.027768399411764677,0.02961954176470577,0.0305195252941175,0.031700861176470585,0.0324448523529412,0.03315394411764705,0.0327170523529412,0.03185376294117637,0.030892784705882304,0.029914044705882437,0.02848381705882358,0.026933701764705942,0.0254897764705882,0.024258788823529553,0.023071884705882284,0.01992504823529412,0.014995465882352843,0.011159247058823485,0.008416070588235292,0.006317049999999935,0.004971809999999965,0.003928623529411812,0.0035864194117647408,0.0037789141176471364,0.0038843858823529587,0.003957001176470465,0.0040360076470586925,0.004154807647058778,0.004043245294117648,0.003714521176470531,0.003626203529411842,0.0031455888235294993,0.0052326111764706695,0.006547849411764672,0.006590938823529402,0.005896820588235374,0.004182495294117572,0.0020337182352939687,-0.00010729117647073627,-0.002653689411764748,-0.005093718235294198,-0.007714934117647065,-0.010388455294117582,-0.013043909999999992,-0.015598117647058762,-0.01798431588235294,-0.020399322941176523,-0.022462840588235278,-0.024496731764705904,-0.02646801352941175,-0.0274497929411765,-0.027583228823529482,-0.026786187058823407,-0.025496454705882243,-0.024150737647058718,-0.023003947058823526,-0.0218319952941175,-0.020454919999999877,-0.018908608823529405,-0.017241738235294124,-0.015719929411764644,-0.014325597647058874,-0.013024745294117679,-0.013831331764705967,-0.013853157058823562,-0.012642530588235279,-0.012008712941176503,-0.011711701176470635,-0.011922403529411929,-0.011976181176470646,-0.011919621764705901,-0.011460959411764726,-0.010591915294117793,-0.00976996411764719,-0.00893561176470592,-0.008379951176470612,-0.007697512941176599,-0.006801520000000005,-0.005781914705882352,-0.0028573776470589007,0.0008436847058823638,0.0027056794117646943,0.0038532788235293713,0.005082533529411681,0.006433549411764716,0.0073336711764705464,0.007474010588235269,0.007228654705882243,0.006359144705882336,0.004987511764705854,0.003437711176470626,0.001898379411764739,0.0006522029411765162,-0.0006740158823529407,-0.0021106747058822206,-0.0026558994117645285,-0.005321381176470574,-0.009007068235294124,-0.01193034411764704,-0.014564465882352828,-0.017532594117647016,-0.020600180588235262,-0.022814595294117723,-0.02455472941176462,-0.026083665294117542,-0.026892246470588188,-0.027116530000000028,-0.026763842941176508,-0.02672462352941174,-0.02674992647058827,-0.026762267058823674,-0.027273910588235417,-0.028410973529411743,-0.026940143529411764,-0.023295140588235175,-0.020140461176470503,-0.017161222941176335,-0.013750448235293977,-0.010605958823529216,-0.007888758235294058,-0.0050804717647058295,-0.00227343999999996,-2.7140588235330387e-05,0.0016276282352941096,0.0031178847058823678,0.004715928235294153,0.006366903529411827,0.007945979999999964,0.010713131176470603,0.013334572352941165,0.013558047647058813,0.01368492647058811,0.0143841864705882,0.014850648235293973,0.014694302352941113,0.01397573941176472,0.010967844705882301,0.006445701764705936,0.0018892400000000698,-0.0017783688235294415,-0.004917980000000155,-0.007888767058823631,-0.01080280352941182,-0.013873043529411766,-0.017514235882353013,-0.021839931176470595,-0.026446337647058893,-0.03041825176470586,-0.034190061176470665,-0.03840241235294117,-0.04271936941176474,-0.046017991764705835,-0.04647514823529403,-0.04315510058823524,-0.038600036470588184,-0.034748979999999874,-0.03197704705882337,-0.029810867647058648,-0.027926631176470484,-0.025607587058823378,-0.023186448235294033,-0.02067684647058815,-0.01822553882352934,-0.015735384117647022,-0.013695386470588267,-0.01129301117647058,-0.008091506470588317,-0.004485554705882466,-0.0014495558823530152,-0.0010997464705884141,-0.0021528629411765032,-0.0032142941176470097,-0.003461242941176501,-0.0035690700000000075,-0.0038286452941176385,-0.004597606470588211,-0.005817664117647059,-0.006693307647058833,-0.006825256470588237,-0.007022021764705844,-0.007305050588235273,-0.007833267058823423,-0.008809634117647014,-0.010377312352941204,-0.011923595294117684,-0.013110999411764634,-0.013677918823529478,-0.014280356470588396,-0.014840275882353038,-0.015192698235294289,-0.01503255941176479,-0.013417111176470764,-0.009760450000000087,-0.005923860000000003,-0.0024387888235294364,1.8909999999983107e-05,0.002451049411764772,0.004623692352941078,0.007197308235294131,0.009861298235294136,0.01234842823529414,0.014361885294117638,0.016267299080882425,0.01837994549019617,0.0206372236134455,0.023149500452488814,0.025739034411764783,0.027332690267379778,0.026086506705882417,0.02204672875816993,0.019504881699346444,0.017672903464052314,0.01610544758169935,0.014997757581699411,0.013764289346405278,0.012356116993464117,0.011141872287581733,0.01022095816993468
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	500...504
validnes_region	
nesbase_region	
