UniprotID	Q8NE01-2
pNuLoCScore	0.26801922666666667,0.255293717,0.24362823272727271,0.2343460583333333,0.22384851723076918,0.21427779921428566,0.20467979459999996,0.19532241787499996,0.1867415924705882,0.16283212982352938,0.14158205794117648,0.12268866617647056,0.10699705523529411,0.09247549952941177,0.08228010235294117,0.07368650988235297,0.06645662811764708,0.0607594031764706,0.0539292984117647,0.047874528000000006,0.041504143176470595,0.037138935529411776,0.03324062905882353,0.030473753411764705,0.028393706470588236,0.026629185705882356,0.025359850235294117,0.024458143294117645,0.02371970211764706,0.02306576970588235,0.022456600235294114,0.02192483023529411,0.021475048882352937,0.02109785358823529,0.020743608352941173,0.02041780694117647,0.02012362382352941,0.01983661352941176,0.019568223470588234,0.019298064941176474,0.01903925858823529,0.018995865647058824,0.01896302794117647,0.018919415,0.018890996176470585,0.018905853235294118,0.018938555352941176,0.018962300941176475,0.018975401470588234,0.01897581311764706,0.018970619588235295,0.018962480294117647,0.018956754882352943,0.018955297588235297,0.01894999029411765,0.018937955176470588,0.01893969088235294,0.018919860176470585,0.018909527764705877,0.018885694588235292,0.018885166,0.01889378994117647,0.018907400352941178,0.018914637470588237,0.01892211741176471,0.018933198941176475,0.018946382941176475,0.01895184811764706,0.01895833817647059,0.01895955917647059,0.01895518905882353,0.018945865529411767,0.018936891764705883,0.01891304935294118,0.018907658764705886,0.01888704211764706,0.018869148000000002,0.018812809588235297,0.01874140717647059,0.018664757941176474,0.018590171470588238,0.018507321411764706,0.018413984941176468,0.018312819294117648,0.018213989,0.01810950370588235,0.018007699411764704,0.01790891117647059,0.017711415,0.0175235705882353,0.017345987176470592,0.017177191411764704,0.01700714652941176,0.016848815352941176,0.01670143347058824,0.016562590882352943,0.016426002000000002,0.0162948865,0.016169995088235294,0.016053512970588234,0.015941207382352936,0.01583175220588235,0.015726559088235295,0.015625343147058823,0.015527833970588234,0.01553727905882353,0.015540196764705883,0.015539756235294118,0.0155389525,0.015543633676470589,0.015544943264705883,0.015548344470588237,0.015549936470588235,0.015553636470588236,0.01555746061764706,0.015560796382352941,0.015562060970588236,0.015563611441176472,0.015565475205882352,0.01556623238235294,0.015575998382352943,0.015571042676470588,0.015560838882352941,0.015545593235294116,0.015533867117647057,0.015539011911764704,0.01553722238235294,0.015530205911764702,0.015520322999999999,0.015510997235294114,0.015500577999999997,0.015487889705882349,0.015473879411764705,0.015455989823529411,0.015433938882352942,0.015409272176470586,0.01538172976470588,0.015340575852941175,0.015309805264705881,0.015278409205882349,0.015248476617647059,0.015211961794117646,0.01515672026470588,0.015108219029411762,0.01506427732352941,0.015020958911764706,0.014976015117647058,0.014930016941176467,0.014883779117647059,0.014836785294117645,0.014792047647058822,0.014749674764705881,0.014680884588235292,0.01461114294117647,0.014558170617647057,0.014514708029411762,0.014484354735294115,0.014462539323529408,0.01444906244117647,0.014441512088235292,0.014436820382352939,0.014434442264705883,0.014436840088235295,0.014442089470588235,0.014449839352941177,0.014459713529411763,0.014471774176470588,0.01448489488235294,0.014500154000000001,0.014544034470588236,0.014592292705882352,0.014625829411764706,0.0146520035,0.014669845029411764,0.014682952088235295,0.01469067873529412,0.014696806382352942,0.014703355441176472,0.014708843441176471,0.014711404852941179,0.014711808382352946,0.01470919173529412,0.014703784794117651,0.01469356561764706,0.014605089617647058,0.014505857264705883,0.014412096852941175,0.014325764264705883,0.014248565735294118,0.014175885264705881,0.014104195499999998,0.014032013323529411,0.01395656855882353,0.013875496382352942,0.013791879029411765,0.013705907911764705,0.013617224970588234,0.013528622441176471,0.01344094267647059,0.013353541794117648,0.013268042147058826,0.013258971323529413,0.01325780691176471,0.013249451735294118,0.013231163911764708,0.01320165867647059,0.013167095823529413,0.013130167529411766,0.013092814529411766,0.013058009411764706,0.013027337352941178,0.012997034764705883,0.012968201235294116,0.012941407941176472,0.01291405194117647,0.012886889764705882,0.012837864941176471,0.012790453470588235,0.012745875470588237,0.01270413717647059,0.012663905647058826,0.012626091823529414,0.012590989529411765,0.012557166352941174,0.012523539176470587,0.012490432999999999,0.012458387823529411,0.012426609352941174,0.012395991882352941,0.01236632555882353,0.012337459088235296,0.012309378970588238,0.012281944441176473,0.012277375441176472,0.012273173323529413,0.012267996617647062,0.012262010558823531,0.012256517676470588,0.012251092147058823,0.012245787323529413,0.012240655264705882,0.01223665832352941,0.012233331794117645,0.012230099382352939,0.012227265382352939,0.012224277147058822,0.012221284529411763,0.012218310647058821,0.012214011,0.012208622588235294,0.012204649000000001,0.012200918470588237,0.01219678211764706,0.012192402000000001,0.012188070588235294,0.01218384067647059,0.012178392823529411,0.012172295823529411,0.012165572999999999,0.012159447411764708,0.012153407529411762,0.01214715405882353,0.012140139588235293,0.012132752117647059,0.012124971647058821,0.012117930176470587,0.01211173217647059,0.012103974705882354,0.012095807588235294,0.012087910058823528,0.01207997123529412,0.012071728117647057,0.012063322735294117,0.012056037647058824,0.012049375529411765,0.012043374882352941,0.012036951117647061,0.012030663,0.012024719235294119,0.012019478882352944,0.01200940844117647,0.011999876617647058,0.011990716852941178,0.011982362970588236,0.011974427264705882,0.011966691735294119,0.011959184588235295,0.01195200894117647,0.01194524388235294,0.011938951294117645,0.011933063058823528,0.011927515705882352,0.011921751470588235,0.011916234764705881,0.011911087411764705,0.011906121411764708,0.011901326,0.011901579264705885,0.011901665029411767,0.011901907088235296,0.011901697264705881,0.011901496088235293,0.011901231323529412,0.011901003882352941,0.011900791529411765,0.01190049105882353,0.011900181352941176,0.01189983488235294,0.01189935294117647,0.01189925394117647,0.011899102882352939,0.011898871352941175,0.011897436088235293,0.011897121088235294,0.011898023852941177,0.011897376088235294,0.01189500432352941,0.0118920065,0.011888755323529412,0.011886501558823526,0.011884616911764706,0.011883100676470588,0.011881817735294118,0.011880545911764703,0.011879052382352942,0.01187780655882353,0.011876757911764705,0.01187581144117647,0.01187492544117647,0.011875296588235294,0.01187442844117647,0.011872607264705883,0.01187236838235294,0.011873651264705883,0.011875707147058824,0.011878172147058823,0.011880014264705882,0.011881626235294115,0.011882935176470587,0.01188406294117647,0.011885087235294117,0.01188627652941176,0.011887226882352938,0.011887878529411762,0.01189169988235294,0.011895492058823526,0.01189924605882353,0.011902419911764705,0.011905464794117648,0.011908477970588235,0.0119112145,0.011913618970588237,0.011915995205882355,0.0119183675,0.011920621941176473,0.011922310764705886,0.011923800470588237,0.011925074529411767,0.011926405852941179,0.011927693676470591,0.011929021911764707,0.011926964088235296,0.011924782499999998,0.011922670205882351,0.011921285852941176,0.011920018264705883,0.011918970088235295,0.011918157323529412,0.011917324294117647,0.011915960529411766,0.011913994176470587,0.011911921764705883,0.011910325176470588,0.011908798470588233,0.011907429529411763,0.01190595026470588,0.011904575147058824,0.011901429323529411,0.011899575617647056,0.011898368970588234,0.011897600441176468,0.011896745323529408,0.011895999911764705,0.011895027029411764,0.011894257088235294,0.011893512117647059,0.011893356647058824,0.011893916088235295,0.011894686147058825,0.01189529167647059,0.011895664852941176,0.011896311088235294,0.011897040382352942,0.011897710441176471,0.011900237088235295,0.011901694029411766,0.011902629323529413,0.011903032147058824,0.011903281970588236,0.011903311676470588,0.011903489294117648,0.011903770352941176,0.011904284294117648,0.011904590235294119,0.011904654882352941,0.011904514352941176,0.01190452488235294,0.011905085176470586,0.011911262470588234,0.011914252352941175,0.011918357176470587,0.011921577352941177,0.011923326411764705,0.011924311764705884,0.011924863411764706,0.011924850882352941,0.011924366411764708,0.011925446852941179,0.011932625911764708,0.01193910755882353,0.011945014735294118,0.011950409705882353,0.01195560582352941,0.011960335411764706,0.011964400029411765,0.011962143352941176,0.011962562941176473,0.011961533000000003,0.01196119,0.011962116823529411,0.011963625470588235,0.011965194058823528,0.011967150294117646,0.011969370705882354,0.011969805,0.01196384323529412,0.011958415029411766,0.011953495088235296,0.01194902361764706,0.011944735970588235,0.011936816970588234,0.011931265411764706,0.01192643026470588,0.01192392667647059,0.011922320088235294,0.011920205794117646,0.011917708794117647,0.011914848911764708,0.01191217479411765,0.011909582382352943,0.011907259382352943,0.01190503761764706,0.011903062794117649,0.011901172352941178,0.011899250529411766,0.011897381235294118,0.01189560988235294,0.011897829352941177,0.011898054705882354,0.011897940117647058,0.011895897647058822,0.011893273647058823,0.011891192970588235,0.011889476029411764,0.011888164147058823,0.011886912852941176,0.011885884794117646,0.011884791941176469,0.011883716176470587,0.011882535117647057,0.011881418,0.011880536705882353,0.011885996647058824,0.011889291294117647,0.01189142752941176,0.011893729411764706,0.01189628605882353,0.011898729000000002,0.011900991764705883,0.011903283794117647,0.01190584161764706,0.011908451970588239,0.01191130867647059,0.011914174558823529,0.011916981117647059,0.011919678470588235,0.011922348647058822,0.011924970058823528,0.011927446470588233,0.011923612058823528,0.011921686588235295,0.01192091994117647,0.011919728470588238,0.01191846617647059,0.01191732423529412,0.011916393705882355,0.011915632705882355,0.011914779941176472,0.011913948,0.011913054529411765,0.011912004,0.011911015352941179,0.01191000805882353,0.011908873647058824,0.011900259764705884,0.011888827823529414,0.011879236,0.011868829764705881,0.011859831470588233,0.011852001941176468,0.011845318411764703,0.011839406117647059,0.011834135176470587,0.011829102705882352,0.011824428764705885,0.011819823294117649,0.01181555961764706,0.011811724382352942,0.011808117500000001,0.011804705617647059,0.011801617382352941,0.011806266558823532,0.011813951088235295,0.01181993779411765,0.011827120735294117,0.011833097676470587,0.011838291794117647,0.011842098735294114,0.011845047441176468,0.011847387735294116,0.011849522205882352,0.011851342617647058,0.01185306826470588,0.011854429529411762,0.011855544764705881,0.011856421235294115,0.011859190411764704,0.011863102941176469,0.011867219470588233,0.011871091382352941,0.011874426088235291,0.011877865970588231,0.01188133938235294,0.011884864264705879,0.011888577558823527,0.011892461029411763,0.011896326499999998,0.011900049264705882,0.01190400532352941,0.01190806738235294,0.011911967323529412,0.011915788441176474,0.011919646264705886,0.011921712617647061,0.011922546852941179,0.011923233088235296,0.011924034294117647,0.011925248264705882,0.011926287441176471,0.011927202323529411,0.011928029382352939,0.01192884744117647,0.011929574911764705,0.01193019573529412,0.011930868205882354,0.01193121044117647,0.011931401911764707,0.011931555323529412,0.011924839911764705,0.01192091632352941,0.011918556088235293,0.011915603382352941,0.011912793205882354,0.01191010067647059,0.011907582117647059,0.011905176352941176,0.011902816764705879,0.011900609999999999,0.011898641470588235,0.011896782882352939,0.011895285941176467,0.011894090411764705,0.011892871411764705,0.011891549176470588,0.011890301235294118,0.011895949882352942,0.011898763117647058,0.01189982705882353,0.011901589323529412,0.01190277073529412,0.011903766147058825,0.011904635676470588,0.011905376411764706,0.011906064411764705,0.01190649788235294,0.011906617352941174,0.011906619941176469,0.011906289705882351,0.011905671176470586,0.011905111470588233,0.011905991058823527,0.011906175529411764,0.01190625194117647,0.011906699,0.011907385999999999,0.01190814779411765,0.011909123735294116,0.011910161029411765,0.011911082794117648,0.011912070117647059,0.011913031352941177,0.01191440817647059,0.011915889588235294,0.011917242147058821,0.01191860055882353,0.011919958941176471,0.011921428529411766,0.01192168505882353,0.011922735294117649,0.011923869117647059,0.011924594235294116,0.011925027352941176,0.011925184588235296,0.011925336529411768,0.011925332588235296,0.011925347882352942,0.011925252588235295,0.011925171264705882,0.011924722794117647,0.01192420026470588,0.01192376276470588,0.011923359941176472,0.011923877735294117,0.011924160029411766,0.011924441029411766,0.011924424852941177,0.011924592764705881,0.011924880764705882,0.011925301588235293,0.011925869882352941,0.01192635194117647,0.011927031941176471,0.011927742588235294,0.011928517823529411,0.011929351852941177,0.011930181558823529,0.011930992764705883,0.011931853411764707,0.011932705176470588,0.011932617529411766,0.011932607029411766,0.011932527031250001,0.011932770966666667,0.01193288314285714,0.011932976230769228,0.01193308675,0.011933162636363636,0.011933331799999999,0.011933365555555554
pNuLoCDScore	-0.08127763419607847,-0.10518709684313729,-0.12643716872549018,-0.1453305604901961,-0.16102217143137254,-0.1755437271372549,-0.1857391243137255,-0.19433271678431369,-0.2015625985490196,-0.19453431382352937,-0.18969893431550802,-0.1864715303333333,-0.1823443740542986,-0.1771388636848739,-0.17143916554117644,-0.16484866446323526,-0.15834788599999997,-0.13620294411764702,-0.11622220770588236,-0.09823052288235291,-0.08327735311764706,-0.06940972982352941,-0.05982350211764706,-0.051761679647058856,-0.04498157923529414,-0.03966154958823531,-0.033185690058823526,-0.027456721058823536,-0.021380519352941184,-0.017302322000000016,-0.013672405588235296,-0.011175688470588231,-0.009354447882352946,-0.007633320058823532,-0.006396822294117647,-0.005538728294117647,-0.004828705941176476,-0.004159916470588231,-0.0035180448823529387,-0.002962529294117635,-0.002499647411764703,-0.0021220404705882302,-0.0017729887647058781,-0.001455326647058823,-0.001166868941176468,-0.0008813159411764637,-0.000618233176470584,-0.00036010976470588624,-9.956770588235089e-05,-7.600547058823903e-05,-5.3500176470593075e-05,-3.372041176470664e-05,-5.830176470586479e-06,-1.2063294117646561e-05,-3.115499999999799e-05,-4.766347058823839e-05,-5.3284058823523106e-05,-4.261417647058452e-05,-2.4236647058820115e-05,-1.0632176470588145e-05,1.58329411764635e-06,4.2615882352922685e-06,5.198764705879877e-06,7.910352941179616e-06,-2.799117647056537e-06,-6.810823529403848e-06,-1.8689999999911555e-06,1.3475294117666625e-06,-1.601799999999612e-05,-8.098035294117414e-05,-0.00016599317647058784,-0.0002498795294117624,-0.0003319459411764737,-0.0004258775294117695,-0.0005323980000000068,-0.0006390288235294111,-0.0007443491764705899,-0.0008500554705882374,-0.0009474896470588259,-0.001036954352941176,-0.0012254767647058816,-0.0013894787647058815,-0.0015616715882352944,-0.001709850705882355,-0.0018620014705882405,-0.001963994235294121,-0.0020399737058823496,-0.0021021670588235314,-0.0021641694705882356,-0.0022124349117647046,-0.0022439898529411743,-0.002259306323529414,-0.0022727816176470635,-0.002277751500000001,-0.002281140323529409,-0.002283568029411768,-0.002183581029411767,-0.001986291529411769,-0.001805790411764709,-0.001637435176470586,-0.001468194029411762,-0.0013051816764705869,-0.0011564902058823576,-0.0010142464117647056,-0.0008760655294117667,-0.0007412500294117653,-0.000612534470588233,-0.0004927165882352928,-0.0003791464117647008,-0.0002681407647058785,-0.00016108388235294355,-5.9110764705883057e-05,4.816441176470898e-05,3.376361764705765e-05,2.0642117647058297e-05,5.8369999999981215e-06,-5.085382352942869e-06,-4.621764705885212e-06,-7.720882352941702e-06,-1.8138558823535197e-05,-2.9613470588236296e-05,-4.263923529412156e-05,-5.688261764706312e-05,-7.29066764705924e-05,-8.818155882353053e-05,-0.00010762161764706069,-0.00013153632352940967,-0.00015696020588235396,-0.00019426861764706288,-0.00023046682352941342,-0.0002510336176470597,-0.0002671840294117666,-0.00028539049999999795,-0.00032705011764705763,-0.0003805021176470601,-0.0004219868823529399,-0.0004560456764705883,-0.0004900383235294081,-0.00052456288235294,-0.0005578727647058811,-0.0005901002941176466,-0.0006192045294117661,-0.0006418912352941196,-0.0006595974117647053,-0.0007008451764705884,-0.000729432911764704,-0.0007516346470588242,-0.0007637011764705867,-0.0007641218823529437,-0.0007494224705882381,-0.00070765782352941,-0.0006667069411764696,-0.000627456941176472,-0.0005865166470588237,-0.0005391750294117623,-0.0004879274705882324,-0.00043393976470588146,-0.0003770717647058816,-0.00032027347058823444,-0.0002647798823529404,-0.0001807305882352908,-6.71084705882348e-05,3.4122088235295084e-05,0.00011112138235294319,0.00016764876470588483,0.00020730570588235568,0.0002338896470588242,0.000249166647058827,0.0002599860000000037,0.000268913176470589,0.0002720033529411761,0.0002693153823529436,0.00026196902941176894,0.0002494782058823572,0.0002320106176470632,0.00020867073529412007,0.00010493561764705721,-3.817720588235318e-05,-0.00018019585294117707,-0.0003000651470588221,-0.0004034377647058815,-0.0004939597647058824,-0.000578756588235297,-0.0006586654117647084,-0.0007402378235294126,-0.0008278590588235296,-0.0009169644117647067,-0.0010054969411764734,-0.0010945834117647123,-0.0011805692941176497,-0.0012628421176470606,-0.0013400238235294123,-0.0013370474705882325,-0.0012468859411764698,-0.001154289941176466,-0.0010763125294117656,-0.0010174018235294107,-0.000974226588235292,-0.0009370996764705847,-0.000901845794117645,-0.0008637540294117643,-0.0008174869705882357,-0.0007645416764705867,-0.0007088731470588222,-0.0006490237352941176,-0.0005872144999999988,-0.0005268907352941211,-0.0004666520294117661,-0.0004301772058823549,-0.00046851785294117765,-0.0005119314411764723,-0.0005453145588235273,-0.0005672582647058815,-0.0005755668529411756,-0.0005761062941176485,-0.0005730011764705917,-0.000569275352941179,-0.0005675764117647076,-0.000568949529411767,-0.0005704254117647085,-0.0005722093529411752,-0.000575082382352942,-0.0005765928529411733,-0.0005775107941176447,-0.0005559204999999977,-0.0005130780294117631,-0.00047270214705882364,-0.0004361405588235289,-0.00040189508823529514,-0.00036957414705882617,-0.00033989738235294144,-0.00031137902941176174,-0.0002828839117647048,-0.0002537746764705879,-0.00022505602941176595,-0.00019650997058823574,-0.00016872650000000246,-0.00014204841176470792,-0.00011617455882353273,-9.10683235294165e-05,-6.793344117647301e-05,-6.87528529411778e-05,-6.852432352941196e-05,-6.707814705882512e-05,-6.522844117647086e-05,-6.411567647058615e-05,-6.302155882352903e-05,-6.194664705882341e-05,-6.226244117647078e-05,-6.436249999999984e-05,-6.7758794117646e-05,-7.065197058823101e-05,-7.385785294117611e-05,-7.712308823529246e-05,-8.11449411764701e-05,-8.555852941176216e-05,-8.903935294117885e-05,-9.069241176470726e-05,-9.291682352941151e-05,-9.694376470588233e-05,-0.00010097452941176636,-0.00010449194117647352,-0.00010809935294117494,-0.00011211255882353187,-0.00011507008823529417,-0.00011625817647058743,-0.00011619747058823349,-0.00011607252941176621,-0.00011645641176470135,-0.0001164910588235292,-0.00011542035294117431,-0.0001132732352941146,-0.00011556320588235192,-0.00011805355882352903,-0.00012101532352941195,-0.0001216117352941179,-0.00012138032352941239,-0.00012121832352940919,-0.00012078664705882439,-0.00011971917647058718,-0.00011807885294117665,-0.00011708635294117864,-0.00011631247058823714,-0.00011585917647058928,-0.00011519964705882652,-0.00011442823529411901,-0.00011363182352941426,-0.00011335747058823648,-0.00010808244117646928,-9.829735294117348e-05,-8.905182352941104e-05,-8.045588235294082e-05,-7.273000000000002e-05,-6.519564705882545e-05,-5.7953264705883425e-05,-5.100505882352918e-05,-4.445235294117493e-05,-3.846023529411463e-05,-3.28817058823528e-05,-2.7680823529411744e-05,-2.239852941176429e-05,-1.6980823529411104e-05,-1.1984529411765768e-05,-7.250058823533162e-06,-3.889911764707113e-06,-4.458176470590464e-06,-3.641176470590285e-06,-4.531000000002061e-06,-6.692941176470943e-06,-9.489588235293486e-06,-1.2475999999999113e-05,-1.4502323529414635e-05,-1.6174617647059242e-05,-1.7390382352941783e-05,-1.836361764705717e-05,-1.9288970588237503e-05,-2.0300558823528256e-05,-2.1447382352940067e-05,-2.234497058823358e-05,-2.305991176470429e-05,-2.251064705882308e-05,-2.1824499999999886e-05,-2.359541176470692e-05,-2.4768823529410997e-05,-2.263594117647011e-05,-1.8355235294116937e-05,-1.3048176470588022e-05,-8.32941176470356e-06,-4.602647058824308e-06,-1.4744411764733983e-06,1.117441176468753e-06,3.5170294117661816e-06,6.034852941174534e-06,8.46997058823011e-06,1.0468970588232637e-05,1.2067088235291623e-05,1.677444117646927e-05,2.0195470588232206e-05,2.4817617647060128e-05,2.9812647058822042e-05,3.309641176470722e-05,3.4826705882352524e-05,3.5507352941175144e-05,3.544682352941454e-05,3.5980941176473255e-05,3.674126470588554e-05,3.7686764705885736e-05,3.824782352941647e-05,3.871323529412024e-05,3.879800000000655e-05,3.917897058824081e-05,3.981514705882899e-05,3.7322029411767516e-05,3.14720294117693e-05,2.5536441176468236e-05,2.025029411764634e-05,1.5821058823528578e-05,1.1540294117647759e-05,7.755588235295457e-06,4.5383529411746615e-06,1.3290882352919031e-06,-2.406970588234719e-06,-6.627764705885789e-06,-1.0389000000003007e-05,-1.3475294117649278e-05,-1.6276058823533682e-05,-1.8976323529415473e-05,-2.1743411764710285e-05,-2.4446764705882834e-05,-2.5534764705884352e-05,-2.5206882352942286e-05,-2.4301235294116666e-05,-2.368541176470812e-05,-2.3272941176474826e-05,-2.2970176470590506e-05,-2.3130294117648317e-05,-2.3067205882352712e-05,-2.2448411764706966e-05,-2.0637529411763125e-05,-1.8005676470587637e-05,-1.563902941176254e-05,-1.3506794117643106e-05,-1.1764676470587057e-05,-9.63917647058693e-06,-7.534764705881963e-06,-3.718882352940489e-06,6.614705882392741e-07,3.3250588235313183e-06,5.028882352944852e-06,6.28682352941598e-06,7.282058823531931e-06,8.284647058823952e-06,9.23220588235421e-06,1.0258235294116624e-05,1.0927647058824042e-05,1.0674147058823899e-05,9.968735294116349e-06,9.222676470585847e-06,8.860029411764114e-06,8.774088235291924e-06,1.4222088235291835e-05,1.6541911764703793e-05,1.8120088235292278e-05,1.9883323529411648e-05,2.0697088235292413e-05,2.1279617647059282e-05,2.158144117647004e-05,2.1539205882353807e-05,2.0877117647059504e-05,2.1676500000003193e-05,2.834161764705967e-05,3.451732352941113e-05,4.035985294117625e-05,4.589535294117694e-05,5.1080941176470315e-05,5.5250235294120736e-05,5.313755882353083e-05,4.7891000000001294e-05,4.4205764705885706e-05,3.995564705882616e-05,3.7863588235294635e-05,3.7805058823527776e-05,3.876205882352886e-05,4.0343176470586384e-05,4.278388235293834e-05,4.3923852941175553e-05,3.717908823529237e-05,2.4735676470589302e-05,1.3400294117648856e-05,3.0853823529426033e-06,-6.582205882350867e-06,-1.5599441176471912e-05,-2.7583058823530543e-05,-3.087794117647043e-05,-3.613267647059257e-05,-3.760632352941412e-05,-3.8869911764705806e-05,-4.191102941176507e-05,-4.591667647058789e-05,-5.034514705882023e-05,-5.497549999999678e-05,-5.978832352941145e-05,-6.254561764705742e-05,-5.8805617647058814e-05,-5.5352235294117355e-05,-5.232273529411774e-05,-4.9773088235293556e-05,-4.735473529411671e-05,-4.1207088235293773e-05,-3.3436058823528916e-05,-2.837555882352627e-05,-2.5986558823531264e-05,-2.6422441176471995e-05,-2.6932147058823797e-05,-2.651582352941259e-05,-2.5372882352943382e-05,-2.4010647058826315e-05,-2.2669529411767364e-05,-2.137458823529663e-05,-2.024567647059168e-05,-1.9346617647061914e-05,-1.863723529412116e-05,-1.7832529411766773e-05,-1.684452941176466e-05,-9.613235294116118e-06,-8.538058823530023e-06,-6.627176470593715e-06,-4.210705882351853e-06,3.8841176470787164e-07,5.4553529411794505e-06,9.798794117648474e-06,1.3807764705883047e-05,1.7677470588237446e-05,2.1539117647063205e-05,2.5423882352944294e-05,2.9382617647059905e-05,3.326494117647169e-05,3.714335294117792e-05,4.0930647058822975e-05,4.443335294117452e-05,4.1449823529408555e-05,3.432076470588109e-05,3.025905882353408e-05,2.719052941176428e-05,2.3442411764707655e-05,1.9737176470588716e-05,1.6332470588235892e-05,1.3109911764707868e-05,9.791088235294385e-06,6.327970588233464e-06,2.63932352941032e-06,-1.1200294117632431e-06,-4.977117647058521e-06,-8.66311764705606e-06,-1.2340588235291647e-05,-1.6096411764704097e-05,-2.7186705882349324e-05,-3.4784235294113564e-05,-4.2450588235294975e-05,-5.2090176470589306e-05,-5.989700000000493e-05,-6.646423529412318e-05,-7.200582352941652e-05,-7.698758823529613e-05,-8.149752941176772e-05,-8.567723529412027e-05,-8.95192352941155e-05,-9.32312352941167e-05,-9.644438235294032e-05,-9.929097058823666e-05,-0.00010189055882352943,-0.00010416802941176466,-9.864238235294219e-05,-8.25612647058823e-05,-6.528491176470419e-05,-4.889197058823187e-05,-3.2710735294115556e-05,-1.8904264705880622e-05,-7.026617647055283e-06,2.692617647055348e-06,1.0912264705880553e-05,1.828502941176452e-05,2.5093441176467224e-05,3.151932352940881e-05,3.750864705882005e-05,4.27051470588205e-05,4.742726470587967e-05,5.171561764705582e-05,5.7573029411762955e-05,5.683638235293685e-05,5.326838235293792e-05,5.1153588235292036e-05,4.730535294117377e-05,4.476829411764402e-05,4.304758823529299e-05,4.276552941176459e-05,4.353011764705872e-05,4.5073294117646545e-05,4.680429411764615e-05,4.870664705882398e-05,5.093705882353028e-05,5.363785294117823e-05,5.642255882353127e-05,5.936720588235918e-05,6.045585294118215e-05,5.860967647059248e-05,5.532738235294529e-05,5.2141705882354644e-05,4.96082058823559e-05,4.73822941176507e-05,4.494805882353063e-05,4.2338058823532254e-05,3.945182352941244e-05,3.6386411764706764e-05,3.324841176470701e-05,3.0146470588238508e-05,2.6862882352943207e-05,2.3143058823529156e-05,1.9434588235294273e-05,1.5766882352937633e-05,5.193647058818543e-06,-7.962941176511973e-07,-3.99076470588601e-06,-7.62970588235462e-06,-1.1241088235292712e-05,-1.514758823529215e-05,-1.87053235294124e-05,-2.2025970588234953e-05,-2.5212617647060384e-05,-2.8237441176470757e-05,-3.0933441176470705e-05,-3.341285294118125e-05,-3.55822647058867e-05,-3.712002941176455e-05,-3.853050000000163e-05,-4.000614705882387e-05,-3.453867647058677e-05,-2.496644117646815e-05,-1.9792970588234163e-05,-1.5776323529411926e-05,-1.1203882352942007e-05,-7.329941176468721e-06,-3.815970588233811e-06,-5.406764705881417e-07,2.559647058827594e-06,5.454411764705888e-06,7.85641176470446e-06,9.834470588235278e-06,1.1334000000001732e-05,1.21992941176461e-05,1.2799764705881053e-05,1.3562294117645118e-05,1.5689823529408883e-05,1.0225647058822313e-05,7.48882352941127e-06,6.8719411764704e-06,5.796676470586765e-06,5.377058823528499e-06,5.357588235291311e-06,5.5253529411773e-06,5.70638235294213e-06,6.005705882354204e-06,6.533470588238055e-06,7.790823529415375e-06,9.269647058825908e-06,1.0952441176470193e-05,1.292938235294451e-05,1.484747058823864e-05,1.5437470588238605e-05,1.5509529411766518e-05,1.6483352941179183e-05,1.717011764705914e-05,1.7208235294116983e-05,1.687955882352654e-05,1.6060852941179524e-05,1.5175500000002423e-05,1.424979411764754e-05,1.3277764705882725e-05,1.2221235294117283e-05,1.0763088235292775e-05,8.83320588235259e-06,6.958117647058379e-06,5.1622058823488914e-06,3.4010000000000984e-06,2.449205882350952e-06,2.474970588235356e-06,1.7057352941166753e-06,5.557352941183008e-07,-1.470588234520065e-09,-1.465882352932879e-07,1.1699999999739696e-07,5.333529411732929e-07,1.019352941174223e-06,1.6840588235294413e-06,2.48999999999909e-06,3.3465588235286753e-06,4.629058823530166e-06,5.9812941176490275e-06,7.2300000000039e-06,8.493470588235089e-06,8.827441176471537e-06,8.457499999999646e-06,8.166000000000423e-06,8.102178308823718e-06,8.178201960785947e-06,8.002378151256845e-06,7.674642533934961e-06,7.2168676470592275e-06,6.810695187165969e-06,6.29985882352746e-06,5.622967320260616e-06,4.847732026143359e-06,4.013702614377029e-06,3.183996732025393e-06,2.3727908496709582e-06,1.5121437908476726e-06,6.603790849660923e-07,7.48026143788591e-07,7.585261437882684e-07
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
