UniprotID	Q7Z5H3-2
pNuLoCScore	0.15018759933333334,0.13894781109999998,0.12982978618181817,0.12224368358333332,0.11623066099999999,0.11147678235714285,0.1076647298,0.1051843816875,0.10278810747058822,0.08034162923529413,0.06618907964705883,0.05633421494117647,0.05004389552941177,0.051391987411764706,0.05406211335294117,0.05690191364705882,0.05992404152941176,0.06294970305882353,0.06601803264705883,0.06909891870588235,0.07189066464705882,0.0746366975882353,0.07664632376470587,0.07893868729411765,0.08483658376470588,0.09019860847058823,0.09430401376470587,0.09852230158823529,0.10303303688235294,0.10690152982352942,0.110360811,0.11308128794117647,0.11543175229411765,0.11732560641176469,0.11713881135294117,0.1163434492352941,0.11580389394117646,0.11565636652941176,0.11570415382352939,0.11624384352941175,0.11644378094117645,0.11177504447058824,0.10759880658823529,0.10466763070588236,0.1019146145882353,0.09883736694117645,0.09615821870588236,0.09402743223529411,0.09253985847058822,0.0908252844117647,0.08927065911764706,0.08988733823529413,0.09099828117647059,0.09209879682352942,0.0930286741764706,0.09374983099999998,0.0990288398235294,0.10351332747058824,0.10758316041176469,0.110583013,0.11267068711764705,0.11453740029411764,0.11733440735294118,0.11940092794117646,0.12176441617647059,0.1244838261764706,0.1274018229411765,0.13011776176470588,0.13271422911764708,0.13568270711764707,0.1385719579411765,0.1414539823529412,0.14349776823529414,0.14099890352941177,0.13899754941176473,0.1380225217647059,0.13833638705882356,0.13934626941176473,0.14076936235294119,0.1414591817647059,0.14248240470588236,0.14308071470588238,0.1433094341176471,0.14380502882352944,0.14482550235294123,0.14575500411764708,0.14656747,0.14723830176470587,0.15357844294117645,0.16002471,0.16573363764705884,0.1700330805882353,0.17390843,0.17749087823529414,0.1807684411764706,0.18413815882352944,0.18712260352941176,0.19009999647058823,0.19302863941176468,0.19586134470588235,0.19876026000000002,0.20130254411764706,0.20379756647058822,0.20627790588235295,0.20862017352941176,0.20545906470588235,0.20257567235294116,0.20019298705882355,0.19929814352941175,0.1986681764705882,0.1983731476470588,0.1985732417647059,0.1985293488235294,0.19875807235294118,0.1988694682352941,0.1987171094117647,0.19854006411764707,0.1982208629411765,0.19795012,0.19788843176470589,0.2064085523529412,0.21416342529411767,0.2211330023529412,0.22858668294117646,0.2363845123529412,0.24438267411764714,0.2526276252941177,0.260452105882353,0.26794663764705884,0.27536888941176474,0.28265996764705886,0.2899336882352942,0.29729138352941176,0.30455591235294116,0.31170329588235296,0.3185999358823529,0.32453838294117643,0.3210382264705882,0.3183909705882353,0.3160123788235294,0.3135240294117647,0.31073251529411766,0.3076267588235294,0.3043417270588235,0.3014193470588235,0.29874744470588227,0.29596358352941166,0.2933231311764706,0.2908159723529411,0.2882740282352941,0.2859850258823529,0.28403859411764704,0.28130563529411773,0.2807746176470589,0.28199290000000005,0.2827857205882353,0.2837917264705882,0.28551588882352935,0.28753563941176463,0.28928180647058827,0.2905512335294118,0.29165617823529416,0.29282865705882355,0.2940854505882353,0.2951121776470588,0.2961760976470588,0.29740008588235295,0.29848774647058823,0.29929496705882347,0.30093734470588235,0.30113535647058826,0.3004154405882353,0.2999113041176471,0.29947601,0.2979184829411765,0.29628617,0.2951276100000001,0.2943678329411765,0.2937294664705883,0.29299333000000005,0.2922999447058824,0.29177566352941176,0.2909763352941177,0.28993680823529416,0.2907235023529412,0.29116143000000005,0.28979214882352944,0.2862775782352941,0.2839905164705882,0.2822093752941176,0.27978109529411765,0.27804853294117643,0.27670416235294115,0.27536032352941175,0.2742960794117647,0.27337841176470584,0.2725835082352941,0.27200446117647054,0.2716089970588235,0.2714940376470589,0.27151741176470584,0.26959417999999996,0.2681847211764706,0.26862997470588235,0.27118593941176466,0.27234771470588237,0.27328868647058824,0.2750262017647058,0.2763195529411765,0.2770691105882353,0.2777406270588236,0.2781601741176471,0.27862028000000005,0.27900996117647064,0.27926340235294117,0.2794413623529412,0.2818973547058824,0.2833252888235294,0.2852813852941176,0.2856569123529412,0.28627713411764705,0.28719578529411766,0.2877601170588235,0.2881910111764706,0.28854234235294113,0.2887170541176471,0.2892025811764705,0.28992594588235293,0.29065765352941175,0.2912832229411764,0.2920586235294117,0.2928049270588235,0.2933851358823529,0.2916052476470588,0.29080793411764705,0.2894967576470589,0.28975815176470593,0.28985358,0.2894809864705883,0.2894627864705882,0.28923826764705884,0.28894080882352946,0.28878007941176476,0.2883900917647059,0.28787685764705884,0.28735466882352945,0.2868523088235294,0.2862623788235294,0.28886429705882355,0.29048969999999996,0.2917119511764706,0.29289183882352937,0.29403240705882355,0.29483964,0.2956291017647059,0.2959614235294118,0.29663278647058827,0.29778432176470593,0.29907306882352946,0.3002232211764706,0.3013126217647059,0.3019117694117647,0.3022742229411765,0.3027088376470588,0.30306658235294115,0.3001166623529412,0.2983539888235294,0.2969746352941177,0.2959315035294118,0.29530654,0.29508706705882354,0.2948771270588236,0.2951558929411765,0.2952483817647059,0.295131475882353,0.29514441882352943,0.29534701882352943,0.2955589329411764,0.2961051005882353,0.29698950764705884,0.30007888470588234,0.3035066847058823,0.30706580411764706,0.3100817582352941,0.31286983941176466,0.31553222176470586,0.3179095564705883,0.32013120000000006,0.3219241747058824,0.3239337017647059,0.3257761617647059,0.32737257823529414,0.32889033941176465,0.3301041652941176,0.3312829347058823,0.33220167941176465,0.33283954529411763,0.3312,0.32920216294117643,0.3272923076470588,0.32595736176470586,0.3248941111764706,0.32382427176470585,0.32283880294117645,0.32175027352941177,0.3212598605882353,0.3207655188235294,0.3204083382352941,0.3202548629411765,0.31999265294117646,0.3197610976470588,0.3195339882352941,0.32022550529411764,0.3217657776470588,0.32359652647058823,0.32518024470588236,0.3262314917647059,0.3270911941176471,0.3277950111764707,0.3277958623529412,0.32774288705882354,0.3280811170588236,0.3285086052941177,0.32873611941176467,0.3287422747058824,0.3288041252941176,0.32904077470588233,0.32960329000000005,0.3302415329411765,0.33036572117647056,0.32993617411764703,0.32930526,0.32896360823529414,0.3289967588235294,0.3289277629411765,0.32873077647058824,0.32925061176470594,0.32976399,0.33001469235294123,0.33009135588235294,0.3301806035294118,0.3303853229411764,0.3305041205882353,0.33046729705882355,0.32908721647058825,0.3281385088235294,0.3290396500000001,0.33086015352941184,0.3321302723529412,0.33175741176470586,0.3315867235294117,0.33115529705882346,0.33100096176470584,0.3307364529411765,0.33060732647058827,0.33042742235294115,0.330081214117647,0.32975471764705877,0.3292467035294117,0.3288523835294117,0.3285668282352941,0.3296514623529412,0.33039061235294115,0.3292925723529412,0.32728290705882346,0.32577703058823526,0.32600072647058825,0.3260789170588235,0.32659391470588234,0.3271281488235294,0.3277103858823529,0.3282312564705882,0.32887515647058824,0.3295102611764706,0.33016556823529414,0.33108722941176477,0.33298133529411766,0.3314282205882353,0.33035164529411765,0.32978579235294125,0.32924558647058827,0.3288226582352941,0.3281662005882353,0.3272589376470588,0.3262516264705882,0.32548068764705884,0.3248510194117647,0.32428225294117646,0.323781025882353,0.32334957882352944,0.32323681882352945,0.3232254535294118,0.3232572876470588,0.32231911058823526,0.3247849688235294,0.3266612494117647,0.3278791911764706,0.32888167999999995,0.32964884941176464,0.330579814117647,0.33167861705882346,0.3328573670588235,0.3338024305882353,0.3345082211764706,0.3351318870588235,0.3356699276470588,0.3360628158823529,0.3362033235294118,0.3346113417647059,0.3318701076470589,0.3291866664705883,0.3257974941176472,0.3227774870588236,0.3199935923529412,0.31748996764705883,0.3150275435294118,0.3126580770588236,0.3103520223529412,0.30813406352941175,0.3060443276470588,0.30406347588235294,0.3021241882352941,0.3001815970588235,0.29802476941176465,0.29601845823529405,0.29542922588235293,0.2959635494117647,0.2962561100000001,0.29713003823529416,0.29753448294117646,0.29772353764705883,0.2976678235294117,0.2975275211764705,0.29732467588235295,0.2971215976470588,0.29672597882352936,0.29609888411764707,0.2954549088235294,0.2947494770588235,0.2940024382352941,0.29403581,0.2942843605882353,0.29491199764705883,0.29512376,0.2956380658823529,0.29602364705882356,0.29655005411764707,0.29699514411764705,0.2975850352941176,0.2982767964705882,0.2987684805882353,0.2991263911764706,0.29958211411764707,0.30019998705882356,0.3008279323529412,0.3014617005882353,0.3020974405882353,0.3022223494117647,0.30204084352941174,0.30176615176470584,0.3018119011764706,0.30149418529411764,0.3013753070588235,0.301218124117647,0.30111288823529414,0.30091877176470594,0.30070160470588236,0.3005627311764706,0.30045149,0.30021113764705876,0.2999331705882352,0.29961020764705876,0.29935066882352934,0.2994807276470588,0.2995935835294117,0.29942765294117635,0.29921963823529407,0.29906875176470593,0.2991578735294118,0.2991948441176471,0.2990862729411765,0.2989903817647059,0.29897616411764705,0.2990461323529412,0.2993569629411765,0.29980939999999995,0.3003467964705882,0.3007456305882353,0.3010300205882353,0.3013098994117647,0.3013195376470588,0.301324175882353,0.3016816670588236,0.30205894117647064,0.3024577,0.30276704941176474,0.3031019135294118,0.3035917923529412,0.30408063411764713,0.3043363947058824,0.304525435882353,0.30463612764705883,0.3046437011764706,0.30468980705882354,0.30456551058823533,0.30483050058823524,0.30515549705882344,0.30534117764705876,0.3054437764705882,0.3056154182352941,0.3058857099999999,0.30600992764705875,0.3061877476470588,0.3065032794117647,0.30679394235294116,0.30692504823529415,0.3072126994117647,0.30739980058823535,0.30750191882352945,0.307353354117647,0.30716836000000003,0.3066484541176471,0.30504200941176474,0.3027079105882353,0.30029395764705885,0.297975545882353,0.2957350964705882,0.29351871,0.2915164270588235,0.28949442352941174,0.2874826294117647,0.2855355647058823,0.28384884999999993,0.282127534117647,0.28051429588235294,0.27897257411764703,0.2755809058823529,0.27191388705882347,0.2690472823529411,0.2675260152941177,0.2675838847058824,0.2680431052941176,0.26883420941176467,0.2697152470588235,0.27073835176470584,0.27185111941176465,0.27290041352941175,0.2738953194117647,0.27495755352941176,0.27599854588235295,0.2770212252941176,0.2780213294117647,0.2790048647058823,0.2821582841176471,0.2855519982352941,0.2886899882352941,0.2910828788235294,0.2924145464705883,0.29355018529411764,0.29443225,0.29507570470588235,0.2954590747058824,0.29569219176470585,0.29604166117647057,0.29640568705882353,0.2967162605882353,0.29696713529411767,0.29731425176470594,0.2997230000000001,0.30058929000000006,0.3016355635294118,0.30258347882352943,0.30379274352941177,0.3051832682352941,0.30675531705882353,0.3082880605882353,0.30977425,0.31114490294117647,0.3125996805882353,0.31409529294117644,0.31544723647058825,0.31674816941176465,0.3179760705882353,0.31918389941176467,0.32030721058823525,0.3193334858823529,0.31987732529411755,0.3201690094117646,0.32061643,0.3208941294117647,0.3212325294117648,0.32142911647058825,0.32162103823529414,0.3217653517647059,0.3220040123529411,0.3221483541176471,0.3221947852941177,0.32226534764705883,0.32235271705882357,0.32241829058823535,0.32063218705882357,0.31896056941176476,0.31702585176470593,0.31527994588235286,0.3136707047058823,0.31204365176470583,0.3103519123529412,0.30875178352941174,0.3071679658823529,0.30553639058823523,0.3038827082352942,0.30221838,0.3006570029411765,0.29906083705882347,0.2975243752941176,0.2959768917647059,0.2944327817647059,0.29464997352941175,0.29457684705882353,0.2947357352941177,0.29473730470588233,0.2946118070588235,0.2944985147058823,0.2944342435294118,0.29404487470588236,0.29367863000000005,0.29326351176470583,0.2928443970588235,0.2923684311764706,0.2916924935294118,0.2911764888235294,0.2905891588235294,0.28907993764705886,0.28748172941176475,0.2857273435294118,0.28407472294117647,0.28214759705882353,0.2802991764705882,0.2784040505882353,0.27647924117647055,0.2743336035294118,0.27229593117647055,0.2702085947058824,0.2682017517647059,0.26619744882352947,0.26416363117647057,0.26213951705882355,0.2600541229411765,0.25801899411764706,0.25683459705882355,0.2557891088235294,0.25502726176470586,0.2543653135294117,0.25390782470588236,0.2532623188235294,0.25257038411764704,0.2517984205882353,0.25119740764705883,0.25058157000000003,0.24997109117647057,0.2494070194117647,0.24882563235294117,0.24827886411764707,0.24773313411764708,0.24710956823529415,0.24684510529411763,0.2468042288235294,0.24688769294117646,0.24682968352941176,0.2466666205882353,0.24651049176470585,0.24649928999999998,0.24663663352941173,0.24684945588235294,0.24710777764705885,0.24736358823529409,0.24749996176470593,0.24747560411764707,0.2474450064705882,0.2473559288235294,0.24722448117647058,0.24718191764705885,0.2467296,0.24611833,0.2453704952941176,0.24475434588235298,0.24422748588235296,0.2437362511764706,0.24310270823529406,0.24235970294117645,0.24159357352941171,0.24059868117647057,0.2395502976470588,0.23859043588235296,0.23758357235294117,0.23652911823529413,0.2311857311764706,0.22499193764705883,0.2183557211764706,0.21160991058823528,0.20474868999999996,0.19783961117647056,0.1908654170588235,0.18388427411764705,0.17697172705882355,0.17009273882352943,0.16587869812500003,0.1611596046666667,0.15601792642857146,0.15027390923076925,0.14365152166666667,0.13605599272727276,0.127075598,0.1243812711111111
pNuLoCDScore	-0.04739949186274511,-0.06984597009803921,-0.0839985196862745,-0.09385338439215687,-0.10014370380392157,-0.09879561192156863,-0.09612548598039217,-0.09328568568627452,-0.09026355780392158,-0.07599810804117646,-0.06381175353475935,-0.05314476487745097,-0.04433999635294117,-0.03684008476890756,-0.031018406035294127,-0.02624569439338234,-0.01795152370588235,0.009856979235294105,0.02811493411764704,0.042188086647058816,0.052989141352941166,0.055509542411764715,0.05629869764705883,0.05617937429411765,0.055507710764705884,0.054375903352941166,0.051120778705882344,0.04724453052941176,0.043913229294117645,0.041019668941176465,0.03905783005882352,0.037305156235294096,0.03160719717647058,0.021576436000000004,0.013294792823529411,0.0061453291176470776,-0.0011184222941176408,-0.008064162882352968,-0.014202592294117647,-0.01905385570588236,-0.02289189382352942,-0.026500321999999993,-0.02786815223529411,-0.026456110999999977,-0.024805612764705873,-0.02355756970588234,-0.022675479647058794,-0.022494012529411772,-0.017414941117647048,-0.008261717000000002,-1.5646176470596185e-05,0.00591538229411763,0.010756072529411756,0.015700033352941192,0.021176188647058822,0.02537349570588235,0.029224557705882365,0.033658541764705896,0.038131163823529435,0.04023042352941175,0.04171594794117649,0.04358391029411765,0.0455432837647059,0.04770415135294123,0.04446892841176474,0.037485576058823536,0.03141438900000004,0.027439508764705897,0.025665699941176512,0.024808869117647084,0.023434955000000007,0.02205825382352944,0.02071798852941177,0.018596888529411784,0.015907611176470604,0.01368726705882356,0.012111273235294151,0.010072297000000008,0.007995512058823512,0.00578431941176466,0.010080674705882309,0.019025806470588214,0.02673608823529411,0.032010558823529406,0.03557204294117644,0.03814460882352941,0.039999078823529405,0.042678977058823536,0.0446401988235294,0.04701928176470585,0.04971920529411758,0.052056315882352905,0.053934757647058795,0.05554753999999998,0.057230096470588215,0.05903960411764708,0.055041730588235305,0.04543435470588236,0.03684203470588232,0.03015990647058825,0.025389713529411745,0.021177298235294073,0.017604706470588205,0.014435082941176458,0.011406745294117643,0.008658075882352956,0.0058408288235294314,0.002855764705882363,-0.00022019588235294707,-0.003081681176470563,-0.005847446470588213,-0.008389474117647067,-0.0022116211764705573,0.008704360588235316,0.01855733000000004,0.02839369588235291,0.03708636882352945,0.04571449764705893,0.0542544776470589,0.06187886411764712,0.06941728882352943,0.07661081705882355,0.08379049941176475,0.09121657882352949,0.09875131941176468,0.10633504941176466,0.11375317588235295,0.12071150411764703,0.11812983058823523,0.10687480117647055,0.09725796823529409,0.08742569588235294,0.07713951705882352,0.06634984117647053,0.054999133529411715,0.043889621176470495,0.03347270941176467,-0.03666823196078428,-0.05074105843137253,-0.063821031372549,-0.07457932784313724,-0.07598118431372547,-0.07516751460784311,-0.07343944519607841,-0.07109161166666664,-0.06850427107843135,-0.05608448418823528,-0.046316928304812835,-0.03824349849019611,-0.031128597995475155,-0.024765361142857156,-0.0192565418392157,-0.014806343279411785,-0.010547492647058843,0.005892316176470569,0.021943041470588245,0.03587529911764707,0.040070473823529434,0.04232901941176469,0.044067037352941194,0.04512614676470589,0.04564643405882354,0.045734780764705885,0.045508616882352956,0.04617185770588238,0.0464103467647059,0.04634553441176473,0.04569441147058824,0.045729158882352974,0.04592074982352942,0.0456653004117647,0.04452923041176471,0.042425430999999986,0.04051007982352936,0.03851813688235295,0.03523882423529409,0.031306313058823504,0.027941633999999965,0.02473198341176469,0.02130425552941176,0.01716730729411764,0.013405641176470584,0.010046617647058831,0.007107510000000011,0.004558675294117659,0.005432681176470583,0.005504749411764709,0.00594050352941175,0.006962330588235283,0.007992528235294089,0.009030927058823468,0.011314641176470547,0.014691800588235243,0.01793266470588234,0.02034248352941176,0.022846750588235265,0.026045051764705895,0.029294769411764704,0.031574964705882363,0.03440525176470585,0.03706421529411763,0.03565439000000001,0.03139886588235294,0.028222102352941175,0.02515333647058826,0.02277503470588238,0.02038139058823535,0.017592973529411776,0.01420520176470591,0.010760264705882372,0.008122709411764684,0.006185715882352921,0.003929475882352873,0.0019570729411764465,0.0009776629411764326,-0.00018208235294117636,-0.0019351705882353076,-0.0034695141176470656,-0.00151772235294112,0.0008853141176470847,0.0042466864705882346,0.007062969411764736,0.009373589411764721,0.012116834117647107,0.014879997647058829,0.01717187647058821,0.019245393529411764,0.02060661117647064,0.021637284705882387,0.022569358235294157,0.022945115882352984,0.02276819000000002,0.022783514705882357,0.02233116647058822,0.02227956352941174,0.021259551176470604,0.01794587294117647,0.014015671176470595,0.010430381176470632,0.006607962352941171,0.0028310805882353074,-0.00035423588235292125,-0.0030854011764705758,-0.0056531758823530065,-0.007320282352941215,-0.00909389058823537,-0.010606534117647115,-0.01142417588235295,-0.012257458235294144,-0.009207871764705888,-0.004287286470588264,-0.000812643529411794,0.002802211764705881,0.00662564647058822,0.008797166470588202,0.010357199999999983,0.012577592352941175,0.014641248823529435,0.016241461764705895,0.01850477117647062,0.020484501176470632,0.022735309411764743,0.02550227588235296,0.028002801176470526,0.030166078235294075,0.028805411764705857,0.022918378235294107,0.016736615882352923,0.013374344705882307,0.011834868823529382,0.012285949999999962,0.014241856470588232,0.016531876470588208,0.018404838823529363,0.0202975564705882,0.0215710005882353,0.022088808823529427,0.022044440000000082,0.02106528294117646,0.019823998235294238,0.018954970000000154,0.014877314117647145,0.01670791823529416,0.019569717058823516,0.020382458823529487,0.01982184529411768,0.01810873058823531,0.015369880588235352,0.011451040588235373,0.00722531529411774,0.0031813852941176557,-0.0009633205882353391,-0.0037838282352942176,-0.006047960588235368,-0.007678589999999985,-0.008518498823529508,-0.009380190588235415,-0.007264822941176585,-0.003944170000000025,-0.002706651764705914,-0.001122644705882414,0.0007936776470587881,0.0028228011764705463,0.00468997588235287,0.006865253529411697,0.010838610588235209,0.015443465882352958,0.020185866470588232,0.02424573470588237,0.026981084117647103,0.02921627235294122,0.030832381176470636,0.03126568235294125,0.03230768647058829,0.03182956882352944,0.03380189588235305,0.03463929882352945,0.034244242941176506,0.034699096470588275,0.03567495058823533,0.03767665117647062,0.03861522647058824,0.038648257058823465,0.0386118176470589,0.03863062411764717,0.03936958058823525,0.04043576705882346,0.04105388705882351,0.0420025905882353,0.04380653823529418,0.042137324117647035,0.03793294882352932,0.034188459999999976,0.03195709999999996,0.03018867941176462,0.028007934705882254,0.024589665294117602,0.020851672941176458,0.01725778235294123,0.013807449999999943,0.01047986117647054,0.006779800588235352,0.0013427929411765627,-0.002195783529411688,-0.004896351176470526,-0.008248844117647036,-0.011247659999999937,-0.01093203058823522,-0.009766754117647047,-0.009796880588235246,-0.010343713529411713,-0.011217764705882316,-0.011601891764705885,-0.011277542941176444,-0.010420017058823505,-0.00931018764705882,-0.008302456470588249,-0.007070938823529438,-0.00375579823529415,0.00028053529411764533,0.003198017647058793,0.006153993529411761,0.010021459411764633,0.012735889411764623,0.014804039411764613,0.017463864705882237,0.02019332470588231,0.023394929411764742,0.026926428823529414,0.029704942941176482,0.030783461176470572,0.03134688588235296,0.031721700000000075,0.031935727058823526,0.031680808823529416,0.0292406576470588,0.027632461176470446,0.025049271764705727,0.02348547588235289,0.022439232352941207,0.022124012352941202,0.021761072941176463,0.02122684823529425,0.021167450000000032,0.020554102352941195,0.02018455705882355,0.021075995882352982,0.0228551111764706,0.02451909999999996,0.026152430588235243,0.027733457058823463,0.029327865882352866,0.03111438823529411,0.03341914941176477,0.034593465294117665,0.0337796588235294,0.03219138705882357,0.030453168823529553,0.02868552235294114,0.026149747058823503,0.023194883529411736,0.020244336470588153,0.017066762941176428,0.012967645294117647,0.009025804117646974,0.005460478823529402,0.0021522017647058744,-0.0008443305882352425,-0.0038587917647057712,-0.008145231176470591,-0.012706800588235256,-0.015571452352941162,-0.017504975294117597,-0.019147650000000016,-0.020771333529411795,-0.022330204705882317,-0.02415009411764696,-0.02570337294117636,-0.0275746617647058,-0.02903281058823526,-0.03041442999999988,-0.03183867352941172,-0.033495721176470594,-0.035133437647058896,-0.03670085647058835,-0.036979514117647105,-0.035972786470588325,-0.035044730000000024,-0.03475263529411765,-0.03499024176470589,-0.03513970588235288,-0.035164924117647156,-0.034486935294117727,-0.033261957647058915,-0.03150410294117656,-0.02932561352941182,-0.02707247235294119,-0.024523714117647033,-0.02162001411764697,-0.01862904705882351,-0.015760489999999905,-0.010892784705882286,-0.007357242352941051,-0.005032913529411709,-0.002733918823529413,0.00034076235294117074,0.0037573252941176527,0.007180234705882416,0.01054596529411772,0.013141588823529449,0.01576036882352949,0.01758319764705879,0.01942775588235285,0.02079140470588231,0.02156266235294113,0.022074040000000072,0.022647919411764805,0.0211674529411765,0.017678572352941235,0.015397418235294114,0.014357128235294059,0.013172655882352946,0.011158800588235207,0.00894242823529412,0.006598138823529387,0.004211495294117629,0.0019346582352940955,-0.00029228117647056573,-0.0024603664705882267,-0.004506225882352943,-0.005988784705882377,-0.007074517058823615,-0.008058127647058988,-0.009608738823529472,-0.008696882352941304,-0.007359448235294108,-0.006457585882352845,-0.005228678823529398,-0.003387061764705823,-0.0012341388235294626,0.0006749982352941553,0.002379197647058795,0.004115475294117543,0.0060252041176471205,0.007894974705882407,0.009858242941176432,0.01163825764705878,0.013069574117647031,0.014364841176470577,0.016144330588235223,0.01800406941176469,0.018878807647058737,0.01857885705882345,0.01736896352941175,0.015705611764705918,0.013727470588235424,0.012257937647058792,0.011312832941176632,0.010470797647058994,0.009347221176470633,0.00809101000000001,0.006737911764705895,0.005382104117647113,0.004049260588235404,0.0027141217647059235,0.0017810900000000962,0.0007567752941177175,8.924117647135521e-06,-0.0005641952941176642,-0.0004573411764706714,-0.0004520164705883456,-0.00042302588235298977,-0.0012961588235294585,-0.0023944811764707308,-0.005087644117647172,-0.009044864705882505,-0.01367724294117656,-0.018280837647058845,-0.022474035294117678,-0.026024890000000078,-0.02917109588235295,-0.03226192647058823,-0.03597145588235301,-0.03964178176470595,-0.04238248470588235,-0.044580325882352945,-0.04652650941176473,-0.04791712647058832,-0.0483125170588235,-0.048255844117646995,-0.047056371176470546,-0.04306694058823518,-0.03670360588235283,-0.029209009411764575,-0.022096997058823453,-0.015888228235294066,-0.010587807058823562,-0.002450742352941182,0.005494317647058877,0.012859832941176486,0.019417521176470554,0.02505054764705894,0.03053533705882361,0.03544400058823538,0.0399589641176471,0.04384960470588234,0.0482878276470588,0.05134080941176461,0.05270877647058819,0.052468954705882254,0.05187185470588229,0.05164842470588221,0.05207988411764708,0.0493095952941176,0.04336925588235291,0.03827075117647061,0.03439421705882362,0.03096754764705878,0.02783097235294113,0.024918623529411765,0.022468945882352875,0.020259851176470556,0.01764443352941175,0.015047057058823532,0.012760907647058783,0.011140488823529415,0.010262118235294049,0.009347498823529476,0.008250804117647004,0.00862305529411761,0.011729831764705878,0.015023699999999973,0.017660900588235273,0.019591930588235273,0.02132477352941181,0.02285293411764705,0.024012841176470623,0.02492299352941174,0.025783086470588246,0.026694163529411896,0.027383038823529493,0.027872062352941207,0.02797775529411778,0.02801325058823534,0.028066377647058938,0.02667246705882359,0.024390748823529484,0.02251032352941179,0.020206424117647004,0.018029345882353,0.016118164705882343,0.014414523529411694,0.012799262352941154,0.011306064705882357,0.009869646470588134,0.008287074117646953,0.00675192823529408,0.00518033999999995,0.0035575682352940174,0.0017669576470588644,-7.836470588273858e-06,-0.002811911176470505,-0.0040933594117646965,-0.00604435058823527,-0.007652706470588189,-0.00881676941176468,-0.010214954117646946,-0.01158080352941171,-0.012976754705882276,-0.014337378823529368,-0.015757899411764642,-0.01734024647058824,-0.01882322647058826,-0.020179002941176416,-0.021413247647058764,-0.02247004411764708,-0.023352142352941196,-0.02345757529411774,-0.022334796470588336,-0.021212780588235336,-0.020132011176470677,-0.01937604705882362,-0.0188714288235296,-0.018151826470588273,-0.017478611176470704,-0.016823650588235317,-0.016074345882352847,-0.014956465882352887,-0.013622428823529376,-0.012458049999999887,-0.011419385294117623,-0.010518739411764677,-0.00976626588235291,-0.011346652352941133,-0.013301455882352875,-0.015134427058823452,-0.016655272352941064,-0.017997066470588186,-0.01902772705882344,-0.020321928235294107,-0.021544439999999887,-0.02262781058823521,-0.023752068823529482,-0.024879588235294126,-0.026173491764705903,-0.027308681764705967,-0.02840816529411766,-0.029535901764705885,-0.03066812058823537,-0.029314825294117608,-0.026173241764705923,-0.02376227000000003,-0.021840834705882384,-0.020134982941176494,-0.018503818235294123,-0.01685586176470588,-0.015219941176470686,-0.013840846470588308,-0.012465242352941275,-0.011103439411764782,-0.00989506882352953,-0.008843576470588366,-0.007806718235294219,-0.006552012352941228,-0.005098887647058792,-0.0020631664705882957,-0.0018161429411764352,-0.0009633523529412602,-0.000105075882353034,0.0005663635294117508,0.001086880588235195,0.0015720570588235727,0.0019759682352941677,0.002429567647058928,0.003058774705882561,0.0035085158823530693,0.003976502352941391,0.004504137058823687,0.0051110005882353815,0.005612562941176569,0.005927056470588332,0.004630041176470534,0.0021841694117646915,8.029705882356408e-05,-0.0020853011764704887,-0.0038048470588235572,-0.004988248235294035,-0.006174455882352992,-0.0073391329411764405,-0.008519468823529441,-0.010025774705882395,-0.011934541176470581,-0.014064015294117715,-0.016481853529411783,-0.019182250000000012,-0.022157443529411902,-0.02527330764705893,-0.03211002529411755,-0.03230658216911758,-0.03304251294117638,-0.03372391899159666,-0.03451016013574659,-0.03565860049019609,-0.03710597106951874,-0.038683467235294144,-0.04059282941176473,-0.03928352529411766,-0.037477229411764734,-0.03544074588235291,-0.033105759999999984,-0.030522119411764637,-0.02767270705882341,-0.02463713058823519,-0.017753384705882336
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
