UniprotID	Q5JTW2-5
pNuLoCScore	0.2528838322222222,0.241642221,0.23267297818181817,0.22458664583333332,0.21704283923076922,0.21145204642857143,0.20649063066666667,0.20179047437500003,0.19760615823529415,0.17916452705882357,0.17379719941176475,0.16184960000000004,0.14817086294117646,0.13624382705882349,0.1322632911764706,0.13126267611764705,0.12951565470588233,0.12942636205882352,0.12850897205882353,0.1275018585294118,0.12698948970588234,0.12716318382352942,0.12654873205882353,0.12615906500000001,0.1270669932352941,0.12860121029411764,0.1299410055882353,0.13185600382352944,0.13198087205882353,0.13199927147058824,0.13216684264705883,0.13336187852941178,0.134943933,0.13647142970588233,0.13765113470588233,0.1392585511764706,0.14091327176470592,0.14261995529411764,0.1442299270588235,0.14616067647058822,0.14788614588235294,0.1484183482352941,0.14840815117647058,0.14823206058823532,0.14809613176470587,0.14950950588235296,0.15118761705882355,0.15267904294117648,0.15367196529411767,0.1542876711764706,0.15446119588235294,0.15476503352941173,0.1545672188235294,0.1538999347058823,0.15311353294117644,0.1519737211764706,0.1476313482352941,0.1430063505882353,0.14058921588235296,0.13868533411764705,0.13727350705882355,0.13590592235294116,0.13453296176470592,0.13370975117647063,0.1324611411764706,0.1309623682352941,0.12992634235294118,0.12915781235294116,0.12816253588235293,0.1281573211764706,0.12893060470588236,0.12910835294117645,0.12953812941176468,0.13235141411764703,0.13605450470588232,0.13756590529411766,0.13834410941176473,0.1390111105882353,0.14008448823529412,0.1412387288235294,0.14226439000000002,0.14351824705882354,0.14504515529411766,0.14578953588235294,0.14716136764705884,0.14888174058823533,0.15006391882352943,0.15079731941176472,0.15971845882352942,0.16846605117647057,0.1760096394117647,0.18282714470588235,0.18830706176470588,0.19311387058823526,0.19873284705882352,0.20414110882352943,0.2094228788235294,0.21439196117647058,0.2199651005882353,0.22550687058823526,0.2309450923529412,0.2351452605882353,0.2392934070588235,0.24302017470588233,0.24685439470588236,0.2426621005882353,0.23821902705882353,0.23557325058823533,0.23328015705882357,0.23237069705882357,0.2324869535294118,0.23176871411764707,0.23087753058823535,0.22987483470588235,0.22895005529411766,0.22761728588235297,0.22633735588235296,0.22588728882352943,0.22614219176470593,0.22641398764705886,0.22645131588235295,0.22753489000000002,0.22736591705882353,0.22710407941176472,0.22761589470588237,0.22908076352941178,0.23102196882352943,0.23346154058823534,0.23585255352941178,0.23823956823529416,0.23993902117647062,0.24039300882352943,0.23982262999999998,0.2396773188235294,0.23840421117647057,0.23732453235294115,0.23667249058823525,0.23600262764705882,0.23474093764705883,0.23518292529411763,0.2364447882352941,0.2369033482352941,0.23637709117647057,0.23554646941176471,0.2341449582352941,0.23280593,0.23139101823529412,0.2306541982352941,0.23158800411764707,0.23340630294117648,0.23539430823529414,0.23809191058823528,0.2435886529411765,0.2520589105882353,0.2592573682352941,0.26479215705882353,0.2706745870588236,0.2775765629411765,0.28459249941176473,0.29079371352941175,0.2963576205882353,0.30249976058823524,0.30801112470588227,0.3135791023529411,0.31897498294117643,0.32449022941176464,0.33049207823529414,0.33561738882352943,0.3406669729411765,0.3425912423529412,0.34092634588235293,0.3409675435294117,0.342161244117647,0.342789454117647,0.34234442823529404,0.34184378529411763,0.3419168482352941,0.3424334729411765,0.3419281270588236,0.34193121705882357,0.34196718176470586,0.3406930517647059,0.3400713947058824,0.33813210882352934,0.326521775882353,0.3207018052941176,0.31841750588235296,0.31607392588235295,0.3145427276470588,0.3125432723529412,0.31024582529411765,0.3072271341176471,0.30442735705882357,0.30147417117647063,0.29946516176470594,0.29817920941176473,0.29649076470588237,0.2951520352941176,0.2952661711764706,0.2945843788235294,0.2954439794117647,0.3065763494117647,0.31228649941176473,0.31344328235294117,0.3145804152941177,0.3153916311764706,0.31687734,0.31895016176470586,0.3216314170588235,0.3237517547058823,0.32635571470588237,0.32819243000000003,0.32985235529411766,0.33204791000000006,0.3338051758823529,0.3357454417647059,0.3335211947058823,0.3286921147058824,0.32295709705882353,0.31675291000000005,0.3116473464705883,0.3079190164705882,0.3043696870588235,0.3011053158823529,0.2979267876470588,0.2949605905882353,0.29299727882352944,0.29059696,0.28789363352941183,0.2854145735294118,0.2829532435294118,0.2803762129411765,0.27729092588235293,0.2785089729411765,0.2819908264705882,0.2857316776470588,0.2896144158823529,0.29302809823529413,0.2949545894117648,0.2956657911764706,0.29569620529411766,0.2956052311764706,0.2951939276470589,0.2938433747058824,0.2926704147058824,0.2918568882352941,0.29071590823529414,0.2891659894117647,0.28168891529411755,0.27632507941176465,0.27100096,0.26569959176470587,0.26042941764705885,0.2557881576470588,0.25165609941176476,0.24857733352941178,0.24717751411764705,0.24568753470588234,0.2443733682352941,0.24333898823529415,0.24284222529411767,0.24257820823529416,0.24239473176470594,0.24213226,0.24200915764705885,0.24767240000000001,0.2515103288235294,0.2548097147058823,0.2577442370588235,0.26103360882352944,0.2638398794117647,0.2664784811764706,0.26839379176470585,0.2690222005882353,0.2699185682352942,0.2706203164705882,0.27105709294117647,0.2711439335294118,0.27104051588235295,0.2708311864705882,0.2670715323529412,0.26612474882352943,0.26529962176470584,0.2647722858823529,0.2637877017647059,0.26258896941176474,0.26117233058823536,0.2598595035294118,0.25836028588235294,0.2571844370588236,0.25623796941176474,0.2555054447058824,0.25464884,0.25418140470588235,0.2536655917647059,0.2532615670588236,0.2528589982352941,0.25587262882352946,0.2559916435294118,0.2561216458823529,0.2559109888235294,0.2562110170588236,0.25703173470588236,0.25798496,0.2589094535294118,0.26009895117647064,0.26096667,0.2615919670588236,0.2619216052941177,0.2624332411764706,0.2626348647058823,0.26278166176470585,0.26510951941176464,0.26584854529411767,0.2640716470588235,0.26137198352941177,0.2592778399999999,0.25854721,0.25891699705882354,0.25960255,0.26021537470588235,0.2613279111764706,0.2629003994117647,0.2648196129411765,0.2665638217647059,0.26852366117647064,0.2703953800000001,0.2720989541176471,0.2741574411764706,0.2738078276470588,0.27575087764705886,0.28096403000000003,0.2873597705882353,0.293940205882353,0.29873382411764704,0.3021518088235294,0.3049825688235294,0.3080154376470588,0.3099932141176471,0.31162018117647056,0.3127407558823529,0.3139612347058824,0.31487301882352936,0.3157572329411765,0.31555532235294115,0.3138324658823529,0.31288356588235294,0.3111317358823529,0.3088088182352941,0.30621996411764707,0.3023863835294117,0.29786443411764707,0.29393728588235296,0.29009594941176475,0.28597766,0.2824997323529412,0.2790792829411765,0.27592661529411766,0.27302879882352943,0.2704538347058824,0.26800349470588236,0.266644345882353,0.26670502647058825,0.26620933705882355,0.2658040070588235,0.265425045882353,0.26507218000000005,0.2654214929411764,0.2667929994117647,0.2677407464705882,0.26876032588235294,0.269817914117647,0.27077492117647056,0.2716092947058823,0.27224967882352946,0.27274535411764705,0.27942466941176475,0.2847317688235294,0.28922648,0.29321253647058826,0.2968154741176471,0.29993328352941173,0.30243898764705884,0.3047921658823529,0.30658226,0.30841757941176473,0.3103587729411765,0.31218126999999996,0.3141008982352941,0.3158411117647059,0.3174199811764705,0.31860470294117643,0.31979042882352937,0.31464781941176473,0.31203897294117644,0.3102528705882353,0.3088441211764706,0.3079214670588235,0.307398634117647,0.30714376294117646,0.30705163176470596,0.30746609588235296,0.30796624294117647,0.30863375352941175,0.30933885588235294,0.30975361470588236,0.3100663835294118,0.31073103294117643,0.3131946976470588,0.3174732647058823,0.3238327564705882,0.3291681664705882,0.3340899582352941,0.3386336370588236,0.3428416323529412,0.3468963688235295,0.35098180411764707,0.3547954335294118,0.358226224117647,0.3613761417647059,0.36437636117647054,0.36744459823529413,0.37069201705882354,0.3741613052941176,0.3773440835294118,0.37911684470588236,0.37900825705882357,0.37676086294117656,0.3743029705882353,0.37234244235294117,0.3707361435294118,0.3693080847058824,0.36819206,0.36742077058823536,0.36710737470588234,0.3671728229411765,0.3676444288235294,0.36813048882352944,0.36855256294117644,0.3690685235294118,0.36980431470588243,0.37077637117647066,0.37186936764705886,0.3722638835294118,0.3726206388235294,0.3730834617647059,0.37327150411764703,0.3736372794117647,0.3740351505882353,0.3744441035294117,0.3746722670588236,0.3746677370588236,0.3746089947058824,0.3745282335294118,0.3742484264705882,0.3737048741176471,0.3731846311764706,0.3725047788235294,0.37132606941176466,0.3699056752941176,0.3691135264705882,0.3684756947058824,0.3676868188235294,0.3670864035294117,0.36640382588235293,0.36560718294117645,0.3645696876470588,0.36343337588235297,0.3623447094117648,0.36121219647058833,0.35994071411764716,0.3587660329411766,0.35599138588235296,0.3547198935294118,0.35286244647058823,0.35130042588235294,0.34987983470588235,0.34870351764705887,0.34746691647058825,0.34618999,0.3450421229411765,0.3438503358823529,0.3428445852941176,0.3420723352941176,0.3414263435294118,0.3408655670588236,0.3402570282352941,0.3396983152941177,0.3392352376470589,0.34061715411764704,0.3404129017647059,0.3407286376470589,0.34107511235294125,0.3413620617647059,0.3415212335294117,0.3417003582352941,0.34192424235294117,0.3420439611764706,0.34215957588235296,0.34210235941176476,0.34196085647058827,0.34185671882352947,0.34172857000000006,0.3416327229411765,0.34183268235294123,0.34194850823529416,0.34182020941176483,0.3411703117647059,0.3408967882352941,0.34096564941176466,0.3413370582352941,0.3417931535294118,0.342214935882353,0.34261791,0.34306253235294115,0.34354226882352945,0.34383036941176476,0.34412780176470587,0.34438175882352934,0.34462521999999995,0.3448133505882353,0.3446993241176471,0.3444832205882354,0.34451124882352946,0.34504170529411776,0.3451192752941177,0.3447634794117647,0.34404580764705883,0.3432543847058824,0.3424544070588236,0.3415972805882354,0.34068082588235304,0.33975099705882367,0.3390349576470589,0.33829388941176475,0.33750651058823533,0.3363835747058823,0.3350677570588235,0.3336942629411765,0.33226740294117646,0.33094458411764704,0.3296199747058824,0.3285478535294118,0.32755616705882357,0.3263808164705883,0.32557064,0.3250976235294118,0.32498275,0.3251816682352941,0.3254885776470588,0.3259774394117647,0.3266005323529412,0.3273678335294118,0.3285385847058824,0.3301043858823529,0.33194540058823524,0.3341110923529411,0.336331104117647,0.33864595705882344,0.34087692941176473,0.34311261411764704,0.3456277017647058,0.34779896235294117,0.34970301235294116,0.3513952229411764,0.35301553588235296,0.3544250805882353,0.35572603764705885,0.35832470529411764,0.3594321,0.35993462823529415,0.36025806235294117,0.3604176311764706,0.36069523235294115,0.3611454458823529,0.361629904117647,0.3617332217647058,0.3617352670588235,0.3617810929411764,0.3619148088235294,0.36186045470588235,0.3618050441176471,0.36160881588235294,0.36146129235294117,0.3612238605882353,0.35959659999999993,0.3594403864705883,0.35986942882352946,0.3603941358823531,0.36091308882352946,0.36114550117647065,0.36114808882352945,0.3610360141176471,0.3612329617647059,0.36142031529411767,0.3614802194117647,0.36131281647058827,0.3612173635294118,0.36111449764705883,0.36099144352941176,0.3609124694117647,0.3600942764705882,0.35893988411764705,0.35747770705882354,0.35611334529411764,0.3543803370588235,0.35261582999999996,0.35097828882352944,0.34921997588235293,0.3474458088235294,0.3455921111764706,0.34381037117647056,0.3420733588235294,0.3404412894117647,0.3388100888235295,0.3371372841176471,0.33543583117647063,0.3337181376470588,0.33272327999999995,0.33203863588235283,0.33160898294117636,0.33107372705882343,0.33086176823529406,0.3306459799999999,0.33031553117647056,0.3300487664705883,0.32980627470588236,0.3296190147058824,0.32944247941176463,0.3292790676470587,0.3290906794117646,0.3289690052941175,0.32885292176470576,0.32834758352941174,0.32794162176470587,0.32759497941176474,0.32728090588235287,0.3268941470588235,0.32646108000000007,0.32602063764705885,0.3254975870588236,0.32467780823529413,0.32374618470588234,0.32282795294117644,0.32187039882352936,0.3207427988235294,0.31968516176470585,0.31847226352941177,0.3173260047058824,0.3162122605882353,0.315584135882353,0.3148840888235295,0.31418156705882355,0.3134840394117647,0.3128655988235294,0.31228754588235286,0.3117391647058823,0.31131193588235295,0.31124968764705885,0.3113327641176471,0.31137476823529414,0.3114776164705882,0.31172018705882354,0.3118847435294118,0.3113029888235294,0.31085653235294114,0.31030828352941175,0.3096994276470588,0.3090763182352941,0.3083062894117647,0.30756011470588235,0.3068400923529412,0.3061259552941177,0.3053723847058824,0.30445027470588243,0.3033679452941177,0.3022383570588235,0.3010717611764706,0.2999366129411764,0.2988671364705882,0.2979412782352941,0.2978257147058823,0.2975136264705882,0.29720874705882355,0.2968402270588235,0.2964604647058824,0.2962251752941177,0.2959648423529413,0.2956368335294118,0.2953182235294118,0.29502642941176466,0.2948877029411764,0.2948996570588235,0.29492305941176467,0.29504480647058823,0.2951195894117647,0.29561240999999994,0.29604740117647055,0.29608406249999997,0.29611401333333326,0.2962132964285714,0.2963933161538462,0.2965946191666667,0.29681071000000003,0.297006461,0.2973133677777778
pNuLoCDScore	-0.055277673986928066,-0.07371930516339864,-0.07908663281045747,-0.09103423222222218,-0.10471296928104576,-0.11664000516339873,-0.12062054104575162,-0.12162115610457516,-0.12336817751633988,-0.11221585894117647,-0.10416400612299465,-0.09708478730392153,-0.09005334952488689,-0.08428886260504201,-0.07994189860784315,-0.07563140937500001,-0.07053916500000004,-0.050563316764705935,-0.043856193823529455,-0.0299935961764706,-0.016189990882352928,-0.004244555588235249,-9.64485294117634e-05,0.002099202411764728,0.0054282782941176555,0.007045067647058811,0.009142162647058805,0.011756692647058808,0.01392378205882358,0.015456771470588215,0.017681194999999983,0.02000161147058821,0.02081915264705883,0.019817137941176455,0.018467145588235284,0.016376056764705882,0.016115259705882345,0.01751023441176472,0.019020774411764724,0.019317164411764703,0.01872803229411768,0.017816241470588273,0.016810061176470603,0.015506482352941137,0.013653947058823473,0.011279979411764673,0.00888360588235293,0.00581304470588237,-0.00025479764705882424,-0.005411997647058797,-0.007818935294117618,-0.009546726470588268,-0.010822624705882328,-0.013603583529411795,-0.016654655294117637,-0.018969291764705853,-0.021210824117647076,-0.02332530294117649,-0.02453485352941176,-0.025607221176470574,-0.026404682941176455,-0.025742613529411706,-0.024182928235294082,-0.022865368235294142,-0.018093218823529433,-0.010654936470588267,-0.0045347111764706405,-0.0011194288235293892,0.0010706023529411801,0.0031051882352941262,0.005551526470588208,0.00752897764705876,0.009803248823529426,0.012555878823529432,0.01511881294117648,0.01663172352941178,0.018998831764705904,0.020724419411764727,0.021133314117647073,0.021688966470588267,0.03018032941176474,0.036114637058823534,0.039955134705882384,0.04526123941176469,0.04996295235294115,0.05410275999999997,0.058648358823529395,0.06290238000000004,0.06715848882352937,0.07087371411764704,0.07491994529411763,0.07971733470588233,0.08378372470588236,0.08626351999999995,0.08922948823529406,0.09222285529411761,0.08713593588235294,0.07419604941176475,0.06220938764705883,0.052746105882352984,0.04497309529411769,0.03925682647058831,0.03375410647058827,0.027627605294117646,0.021454651764705956,0.015482873529411773,0.00898495470588237,0.002110415294117707,-0.004607736470588236,-0.009257971764705858,-0.013151215294117558,-0.01660618705882347,-0.020403078823529402,-0.015127210588235296,-0.01085311,-0.008469171176470613,-0.005664262352941207,-0.003289933529411787,-0.001464984705882355,0.0016928264705882712,0.004975022941176438,0.008364733529411805,0.010988965882352958,0.01277572294117646,0.013485274117647023,0.013790029999999981,0.012262019411764635,0.010910544705882291,0.010221174705882297,0.008467737647058798,0.007375020588235304,0.008078845882352914,0.008828893529411741,0.007822584705882318,0.0053551223529411385,0.0020849288235293695,-0.0017075952941176809,-0.005433638235294164,-0.008548002941176497,-0.009738810588235336,-0.008234625882352908,-0.006271015882352932,-0.0030099029411764233,0.0007673782352941305,0.006916162352941235,0.016056282941176503,0.024516430588235272,0.029609231764705896,0.03422979882352947,0.04067321470588239,0.04821540823529416,0.05524724411764703,0.06221266235294118,0.06969383058823525,0.07662010647058815,0.08292490411764702,0.08738697882352936,0.09108392647058816,0.09509777,0.09752547823529414,0.09707832,0.09053233176470588,0.08166897764705883,0.07617538647058819,0.0714866570588234,0.0652128911764705,0.05775192882352931,0.051050071764705884,0.04555922764705883,0.03993371235294124,0.03391700235294132,0.028352114705882447,0.02299219882352943,0.016202822352941237,0.00957931647058824,0.002514719999999915,-0.0141451970588235,-0.02188943705882357,-0.022508839999999974,-0.024893617647058774,-0.02761851647058816,-0.030246181764705782,-0.03209860294117639,-0.0346166511764705,-0.037489491176470546,-0.04095930176470586,-0.04246296529411764,-0.04375200764705883,-0.04547641705882349,-0.04554101647058828,-0.0448052235294118,-0.04354772999999995,-0.03107779647058828,-0.014125455882352922,-0.0061310064705882295,-0.0026306435294117803,3.768764705885941e-05,0.0028483588235294066,0.006631514705882358,0.011723027647058737,0.01720405999999991,0.02227758352941167,0.026890552941176427,0.0300132205882353,0.03336159058823529,0.03689587470588246,0.03853900470588234,0.041161062941176496,0.03807721529411762,0.022115765294117684,0.0106705976470588,0.003309627647058888,-0.0029330688235293945,-0.007472614705882397,-0.012507652941176506,-0.017844845882352967,-0.023704629411764655,-0.028791164117646983,-0.03335843588235293,-0.03759547000000002,-0.04195872176470583,-0.04663333647058826,-0.05085193235294111,-0.055369228823529404,-0.056230268823529383,-0.050183141764705896,-0.04096627058823532,-0.03102123235294124,-0.022032930588235355,-0.014890918235294093,-0.009415097647058723,-0.0054395247058822704,-0.0022305823529411573,0.0006446405882352679,0.0021966488235294346,0.0032464147058823833,0.004776781176470568,0.006442314705882302,0.007762664705882327,0.008789776470588206,0.0043979894117646134,-0.00218389352941184,-0.010989866470588194,-0.020032085882352946,-0.02918499823529408,-0.03723994058823532,-0.04329849000000002,-0.04708845764705885,-0.04851869117647062,-0.049917696470588246,-0.050820559411764776,-0.05050438647058825,-0.04982818941176473,-0.049278679999999936,-0.0483211764705882,-0.0470337294117647,-0.039679757647058694,-0.028652679411764637,-0.019490631176470596,-0.01088987705882355,-0.0026851805882353585,0.005245451176470628,0.012183779999999922,0.01790114764705883,0.0212162776470588,0.023334665882352945,0.0255452000000001,0.027281328235294056,0.0282148676470588,0.028565725294117633,0.02864578411764701,0.028698926470588193,0.025062374705882323,0.01845234882352942,0.013789292941176423,0.009962571176470592,0.0060434647058824065,0.0015553605882352994,-0.00266754882352932,-0.006618977647058821,-0.010033505882352911,-0.011837763529411682,-0.013680598823529455,-0.015114871764705828,-0.016408252941176482,-0.016962528823529444,-0.017374924117647073,-0.017569619411764603,-0.014212534117647058,-0.010252119999999976,-0.009307978235294057,-0.008650639999999987,-0.007876712941176478,-0.006377952352941141,-0.004140595882352993,-0.0018745435294117985,0.000549167647058868,0.002914514117647038,0.004728700588235268,0.006086522352941215,0.007272765294117689,0.008251836470588247,0.008969272941176443,0.009520094705882276,0.012250521176470519,0.009975916470588209,0.008080003529411739,0.005250337647058845,0.003366851176470509,0.0023361929411764293,0.001885262352941175,0.001617590000000002,0.001305921176470548,0.0012289599999999457,0.001933729411764673,0.003227645882352914,0.004642216470588212,0.006090420000000041,0.0077605152941177535,0.009317292352941264,0.00904792176470598,0.007959282352941133,0.011679230588235334,0.019592046470588265,0.028081930588235382,0.03539299588235295,0.0398168270588235,0.04254925882352939,0.04476719411764707,0.046687526470588214,0.04709281470588239,0.04680056823529405,0.046176934117647006,0.045437573529411746,0.044477638823529286,0.043658278823529406,0.04139788117647053,0.04002463823529412,0.03713268823529409,0.030167705882352847,0.021449047647058794,0.012279758235294091,0.0036525594117646776,-0.0042873747058823075,-0.01104528294117646,-0.017919488235294045,-0.024015554117647053,-0.029120448823529377,-0.033661472941176385,-0.038034619411764725,-0.04184421999999993,-0.04530339823529411,-0.047551827647058786,-0.047188119999999945,-0.046178539411764696,-0.04492239882352933,-0.04300481117647059,-0.040794918235294075,-0.03731420352941167,-0.032442941176470674,-0.027144286470588253,-0.022355202941176544,-0.017217334117647087,-0.012681818235294184,-0.008304361764705948,-0.004317320588235363,-0.0007791199999999665,0.002291519411764642,0.011421174705882386,0.018087422941176434,0.02252145352941176,0.02700319941176471,0.031011467058823572,0.03450823764705874,0.0373668076470588,0.03937067294117652,0.03978926058823529,0.04067683294117652,0.04159844705882354,0.04236335588235296,0.04332597705882352,0.04423181705882362,0.04517030235294106,0.04585934882352938,0.04036575941176462,0.02991605058823532,0.022812492941176432,0.01704033411764705,0.012028647058823505,0.007988183529411774,0.004959646470588164,0.00235159705882354,0.0004693717647059614,-0.0009514835294117674,-0.002392530000000004,-0.003547516470588208,-0.004762042352941143,-0.006087497058823554,-0.007353597647058729,-0.00787367,-0.006595731176470554,0.0028254452941175456,0.011793783529411739,0.01891529588235291,0.025245837058823495,0.030712170000000094,0.035442998235294176,0.03975260588235302,0.04393017235294111,0.04732933764705882,0.050259981176470514,0.052742388235294146,0.055037505294117606,0.057690983529411766,0.06062563352941175,0.06343027235294119,0.06414938588235297,0.06164358000000009,0.05517550058823539,0.047592696470588336,0.040213012352941224,0.03370880529411757,0.027894511176470627,0.02241171588235291,0.01721025588235292,0.012625337058823571,0.008881150588235354,0.005796681176470586,0.0032680676470588366,0.0006858905882353161,-0.0021394541176470994,-0.005092781764705845,-0.007539768823529358,-0.008340473529411696,-0.007138889411764715,-0.0044969794117647455,-0.001682331764705891,0.0007410194117647428,0.002535360588235225,0.004329194705882333,0.005843090588235289,0.007023332941176352,0.007564892352941277,0.0074949141176471334,0.006964565882353002,0.006397744705882336,0.00569586352941176,0.004636350588235305,0.003380316470588174,0.0017284076470587273,-0.0005432982352941984,-0.0023582082352942013,-0.0035071123529412107,-0.004607767058823542,-0.005584685294117653,-0.0065508758823530355,-0.0076313247058823475,-0.008836920588235264,-0.01010257941176479,-0.011234361176470642,-0.012264285294117605,-0.013316037058823449,-0.014307712352941038,-0.014938841176470485,-0.017193245294117643,-0.01778488529411759,-0.018463622941176427,-0.01860524941176467,-0.01923369176470585,-0.019772177058823504,-0.020219902352941133,-0.020896413529411684,-0.021361702941176453,-0.021756847058823525,-0.021725102352941228,-0.021361040588235347,-0.020918365882352963,-0.02034662941176474,-0.019683685882353086,-0.01906771764705889,-0.016756148235294088,-0.014102739411764764,-0.012449544705882332,-0.010571788235294033,-0.008804722352941108,-0.007341455882352965,-0.005945682941176533,-0.004489631764705904,-0.003117880588235311,-0.0018063747058822965,-0.0006850094117646366,3.0024117647131643e-05,0.0005345129411764571,0.0009911517647058776,0.0014715417647059859,0.0019344076470588223,0.002597444705882357,0.001331354117647121,0.0014073076470589307,0.00044167411764700626,-0.00017832411764712175,-0.00039641235294124444,-0.00018417529411762779,9.279529411770904e-05,0.0002906935294118562,0.0005739488235294021,0.0009029564705881898,0.0014399094117646949,0.0018695129411764877,0.0022710829411763944,0.0026531888235292733,0.002992497058823429,0.0029806682352940816,0.0027508158823529305,0.0026630111764705533,0.0033409370588235454,0.004144917058823638,0.004153625882353018,0.0034264211764706287,0.002252654117647024,0.0010394488235293542,-0.00016350294117645214,-0.001465251764705744,-0.0028614429411764064,-0.004079372352941091,-0.0050928441176469885,-0.00608786941176459,-0.007118709411764623,-0.008429775882352997,-0.009631567058823565,-0.010788957647058894,-0.012243845882353,-0.014097121176470717,-0.015499300588235287,-0.016215625882352924,-0.016489640588235266,-0.016873568235294067,-0.01688376705882355,-0.016499657058823614,-0.015698075882353058,-0.01456932882352957,-0.01354638000000008,-0.012316450000000034,-0.010905978235294156,-0.009015741176470526,-0.006529172352941148,-0.0035898770588235762,-0.0003220023529412197,0.0031665082352940743,0.006711129411764605,0.01009810352941165,0.013320762352941162,0.016731797647058733,0.020057061764705786,0.02270133882352937,0.02472026235294117,0.026213554705882325,0.027526958235294163,0.028447641176470584,0.02912550529411767,0.03095687176470585,0.0308935152941176,0.02983024235294124,0.028312661764705926,0.026306538823529457,0.024364128235294158,0.02249948882352948,0.020752974705882277,0.01862060764705875,0.016107565294117665,0.01398213058823522,0.012211796470588232,0.010465231764705929,0.008789508235294119,0.0071837352941176436,0.00573525470588232,0.0028991552941176613,0.00016449999999995635,-0.0004942417647058606,-0.00038863352941170826,-2.3495294117492627e-05,0.00021785647058830682,5.5294117728976744e-08,-0.0004818152941175602,-0.0006972076470587174,-0.0005023052941175998,-0.00036077764705871873,-0.00043458941176466315,-0.000547638235294079,-0.0005876805882352731,-0.0004943182352941111,-0.00046984882352940627,-0.0003113911764706101,0.000497676470588293,-0.0005005023529412456,-0.002391721764705923,-0.004280790588235439,-0.0065327517647059685,-0.008529671176470688,-0.010169800000000007,-0.011816038235294146,-0.013787152941176495,-0.01582820411764707,-0.01766984823529416,-0.019239457647058866,-0.020776074117647092,-0.022304408823529354,-0.023854159411764664,-0.025476638235294058,-0.026376138823529405,-0.02621660411764709,-0.025439071176470707,-0.02450436235294129,-0.02330661000000006,-0.0217540617647059,-0.020332308823529543,-0.018904444705882373,-0.017397042352941094,-0.015785836470588233,-0.014191356470588168,-0.012630879411764773,-0.011162221764705993,-0.009719409411764857,-0.008168278823529607,-0.00658290941176487,-0.005370554117647086,-0.004781658235294084,-0.0044436564705880865,-0.004328077058823487,-0.004179579999999905,-0.0044006882352939924,-0.004625342352941042,-0.004817944117646966,-0.005370958235294154,-0.006060090000000018,-0.006791061764705952,-0.007572080588235275,-0.008536268823529314,-0.00940551764705877,-0.01049674176470572,-0.01152691705882336,-0.012135322941176419,-0.012357485882352859,-0.012710890588235269,-0.013099338823529316,-0.0134101076470588,-0.013595481176470692,-0.013733091764705996,-0.01375842235294128,-0.013365872352941177,-0.012496497058823497,-0.011495188823529345,-0.010495630588235216,-0.009265182352941215,-0.00796497470588231,-0.006587519999999958,-0.006023015882352989,-0.005355728235294177,-0.005275852352941257,-0.005184661176470651,-0.0051052488235294735,-0.0051777500000000365,-0.00530548411764703,-0.005447453529411672,-0.00561320941176463,-0.005939551176470548,-0.006799412941176419,-0.007964818823529396,-0.009136411176470627,-0.010405855294117583,-0.011783574117647133,-0.0130176070588236,-0.01336171058823532,-0.013030817647058823,-0.012794657058823544,-0.01249068058823527,-0.012236091176470565,-0.011845824705882302,-0.011334939411764666,-0.010875249999999892,-0.0104891217647059,-0.010054161176470622,-0.009423845294117772,-0.008480242352941314,-0.007338700000000031,-0.006148701764705944,-0.004891806470588178,-0.0037475470588235194,-0.002328868235294157,-0.001778313529411768,-0.0014295639705882435,-0.0010947337254902934,-0.0006269306302520983,-6.71485520362114e-05,0.00036944387254900235,0.0008458676470587401,0.0013696274705882194,0.0019951442483659987,0.002286938366013125,0.0024256648366013933,0.0024137107189542983,0.0023903083660131164,0.002268561307189554,0.0021937783660130883,0.001700957777777845,0.0012659666013072335
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
