UniprotID	Q9HCM4-4
pNuLoCScore	0.15633468444444445,0.1435704854,0.13314392309090908,0.12442631250000001,0.11703171200000001,0.11066214571428572,0.10518144133333335,0.10034822987500001,0.09614576752941179,0.07154897076470589,0.05562218288235295,0.043986067823529415,0.03631551017647059,0.033448080176470586,0.03134354211764706,0.030596874705882356,0.030339744941176475,0.03046155817647059,0.030868142058823527,0.03126021029411765,0.031695067,0.03212957899999999,0.03261871688235294,0.033101333117647055,0.03338342441176471,0.033839611470588234,0.03434403205882353,0.03475239376470589,0.03513568647058824,0.03556781411764706,0.036126739117647064,0.0366394565882353,0.03720293988235295,0.03758340858823529,0.03778152282352941,0.03785686476470587,0.03783928341176471,0.03786389164705881,0.03792775717647058,0.03797845352941176,0.03799607611764705,0.03812597805882353,0.038182040647058824,0.03815836682352941,0.038115142294117645,0.03823936158823529,0.03821666947058824,0.03809399523529411,0.03806375652941177,0.037998893294117646,0.03801404623529411,0.03819166523529411,0.03840315611764706,0.03868142570588235,0.038931225705882345,0.0390828215882353,0.03820060964705883,0.037958956705882355,0.03828602005882353,0.038598255117647064,0.038835387000000006,0.03937937005882353,0.039979665941176475,0.040480408647058826,0.0407287375882353,0.04075861176470589,0.04093314617647059,0.04071973000000001,0.040874040470588235,0.0409188204117647,0.04090354688235293,0.0412350024117647,0.041764870176470584,0.04346954764705883,0.04440050547058823,0.0449896285882353,0.04547192782352942,0.04607860182352941,0.046471998,0.046723744117647056,0.046758522000000004,0.04745712088235294,0.04849146717647059,0.04929450852941177,0.05065040947058824,0.051704199000000006,0.052907302705882356,0.05428749447058824,0.054445529176470595,0.05494358623529411,0.05600402182352942,0.05748680047058824,0.05893526170588236,0.06017630188235294,0.06153283835294118,0.06253516629411766,0.06346306535294119,0.0645568618235294,0.06524770147058823,0.06583939323529413,0.06635356482352942,0.0665949287647059,0.06677893170588235,0.06699975523529411,0.06717008523529412,0.06806640558823529,0.06836235052941177,0.06798931788235293,0.06739309435294116,0.06673926529411763,0.06626228,0.06562231176470588,0.06521033352941177,0.0648644525882353,0.06460758376470588,0.06437008729411765,0.06414067176470588,0.06406114705882354,0.06415846176470587,0.06426159529411765,0.06466259529411766,0.06495891270588235,0.0654432868235294,0.06629618094117648,0.06722835947058822,0.06807716358823529,0.0688877844117647,0.06964929111764706,0.07021153552941176,0.07075775494117648,0.07124120670588235,0.07176632529411767,0.07205347352941177,0.07244883670588237,0.072866232,0.07316543435294118,0.073503702,0.07357055964705883,0.07371152105882355,0.07375183223529413,0.07361177870588236,0.0733030184117647,0.07301745429411764,0.07270145852941177,0.07250880005882354,0.07244784388235294,0.07248704823529412,0.07261210764705883,0.07279816705882354,0.07318408,0.07344053647058824,0.07363795294117648,0.0748051,0.07565700729411766,0.07626365494117646,0.07670345847058824,0.07698486317647059,0.07737189811764707,0.07783639164705881,0.07848003458823528,0.07922109247058823,0.07992438894117647,0.08066927070588235,0.08141465164705883,0.08220556752941177,0.08285340752941177,0.0835470428235294,0.08424727576470588,0.08492787047058822,0.08473877988235294,0.08481961317647059,0.08510882494117648,0.08557221811764706,0.08623327223529413,0.08673764941176469,0.08720038411764705,0.08750053847058822,0.0877759714117647,0.08799427847058823,0.08823277494117647,0.08839733435294118,0.08847470494117647,0.08863752905882354,0.08867727023529412,0.0880807708235294,0.08782269376470586,0.08800377729411765,0.08833117752941176,0.08877261752941176,0.08929762705882352,0.08979287529411764,0.09024111929411763,0.09062121341176468,0.09088271788235291,0.09114635294117646,0.0913454994117647,0.09135963235294117,0.09135788176470588,0.0914254194117647,0.09141567,0.09147170588235295,0.09216158352941178,0.09254766647058825,0.09245982764705883,0.09222942270588236,0.09185866447058826,0.09139769411764707,0.09095246764705883,0.09056670211764706,0.0902511985882353,0.09003432505882353,0.08975304023529412,0.08953540670588235,0.08951596905882353,0.08951581882352944,0.08946205500000001,0.08878383029411764,0.0876496975882353,0.08674901729411766,0.08608678023529413,0.08562977111764707,0.085057087,0.08457789347058824,0.08415340964705882,0.08381240729411765,0.08352889811764706,0.08329323423529411,0.08306520505882353,0.082897251,0.08270044276470588,0.08248034452941176,0.08228930417647058,0.08213651470588236,0.08270716352941176,0.08374492211764706,0.08455546594117647,0.08504553947058822,0.0853405874117647,0.0857252194117647,0.0860196008235294,0.08623878288235291,0.08637026905882353,0.08644958941176469,0.08648796999999998,0.086535128,0.08657871535294118,0.08666156300000001,0.08674893182352943,0.08601716770588234,0.08569230217647061,0.08549077688235295,0.0854255921764706,0.08538199100000003,0.08530688629411765,0.08512219158823531,0.08496869664705883,0.08483105523529412,0.08469656435294116,0.08452264523529414,0.08414705252941176,0.0836610195882353,0.08303545282352941,0.08218278194117647,0.08116962605882354,0.08007472664705882,0.07970256935294118,0.078869267,0.07784329905882353,0.07658074729411767,0.07521487670588235,0.07387682711764705,0.07257617788235293,0.07118191905882354,0.06975074199999999,0.06830542864705884,0.06688494429411765,0.06562926347058824,0.06444569205882354,0.06339514270588235,0.06256493652941175,0.061945764470588215,0.06147167417647057,0.061148929470588226,0.06080804417647057,0.06036070652941177,0.05997569535294118,0.0596247191764706,0.059323591470588244,0.05905492329411765,0.058836256235294114,0.05861709841176471,0.058399562647058825,0.05817275935294118,0.05795170229411765,0.05773709523529412,0.057521976647058826,0.05730471752941177,0.0570400055882353,0.05669204411764707,0.056275907529411764,0.05586948435294118,0.055594761294117646,0.055334636000000006,0.05509571888235294,0.05485930147058824,0.05463740611764706,0.0544232194117647,0.05422646605882352,0.05405886017647058,0.05394241564705882,0.053854375411764695,0.05380919411764705,0.05422173470588235,0.05462886752941177,0.05495762658823529,0.05532913494117647,0.0556663891764706,0.05605252841176472,0.05646777511764706,0.056906591411764705,0.05735180282352941,0.05782138988235294,0.05826824476470588,0.05874486794117647,0.059235462647058826,0.05972699288235293,0.06019512711764706,0.06065791147058824,0.06111389117647059,0.06110631235294117,0.06106046847058823,0.0610941008235294,0.061097579529411764,0.06115174899999999,0.06119482705882353,0.06122986135294117,0.061239017,0.061245761999999995,0.06121215070588235,0.06121276717647059,0.06119064323529413,0.061147372058823535,0.06109742335294118,0.06105755011764707,0.06054121052941177,0.060320477882352924,0.06017527505882352,0.06009761305882351,0.05996648594117646,0.059858738117647046,0.059726145941176464,0.05954977505882352,0.05935432564705882,0.059157696941176466,0.058918727235294115,0.05869602870588236,0.05846418176470587,0.05825938652941177,0.05806609552941176,0.057884824,0.05769566988235294,0.057968772882352936,0.0579461524117647,0.057860625235294116,0.05773666247058823,0.05785832429411765,0.05787975611764706,0.057938798470588235,0.05805477970588235,0.058205623823529416,0.05838598311764706,0.058603562823529416,0.05884558005882353,0.059104608235294114,0.05933345447058822,0.05956776370588234,0.05942229841176469,0.059390163117647055,0.05950596770588235,0.05960570476470588,0.05974162811764705,0.05994910447058824,0.06000260905882353,0.06014033105882352,0.0602818444117647,0.060411337,0.06051719488235293,0.06061378117647059,0.0607131408235294,0.06080370435294118,0.060899671352941186,0.06100781370588237,0.06111970547058824,0.06160979429411764,0.06199375370588235,0.06223809747058823,0.06250035064705883,0.06272036141176471,0.06288998294117648,0.06301844623529412,0.06313208229411765,0.06320887423529412,0.06328818952941177,0.06337835252941176,0.0634592895882353,0.06354059388235295,0.0636093005882353,0.06365920588235295,0.06363891470588236,0.06365378823529413,0.06367089411764705,0.06372841529411766,0.06372023176470588,0.06370956647058823,0.06370105588235293,0.06365793176470587,0.06362049823529412,0.06360373794117648,0.06361337735294116,0.06361769352941175,0.06363491794117648,0.06363116294117646,0.06364214235294118,0.06366244470588235,0.06367561788235294,0.06375071494117647,0.0637854102352941,0.06381128552941176,0.06379358788235294,0.06383714282352941,0.0638713608235294,0.06390296317647058,0.06396732141176471,0.06402832670588235,0.06409366788235295,0.06414362376470588,0.064176187,0.06416094464705883,0.06414574552941177,0.064093414,0.06365011223529411,0.06346362494117647,0.06326864917647058,0.06315917711764707,0.06306949182352942,0.06294082864705883,0.0628456401764706,0.06277704311764705,0.0627165551764706,0.06267239105882354,0.06262862611764707,0.06255394964705882,0.062496314941176474,0.062449721411764705,0.06243728611764706,0.062414730235294126,0.06239483152941177,0.06277148094117647,0.0629056194117647,0.06304189635294118,0.06309062605882353,0.06311610394117646,0.06318201652941176,0.06322109535294118,0.06323487417647058,0.0632245585882353,0.06320217270588234,0.0631776382352941,0.06317992941176469,0.06317239352941174,0.06316516176470588,0.06315513529411765,0.06327704529411765,0.0634634414117647,0.06361120647058822,0.06370479941176471,0.06379422794117647,0.0638180752352941,0.06382332794117646,0.063808805,0.06376551470588235,0.06371932264705882,0.06367090311764707,0.06360797135294116,0.06355486464705883,0.06350910935294117,0.0634816664117647,0.06346729994117646,0.06345759911764705,0.06334811970588237,0.06316775147058824,0.06302398170588236,0.06292838523529412,0.06284308435294117,0.06280664764705882,0.06279581623529412,0.06279786129411766,0.06282582394117646,0.062855176,0.06288042164705882,0.06288664905882353,0.062870849,0.06284873252941175,0.06280192017647057,0.06290936723529411,0.06305981747058823,0.0632243898235294,0.06340566864705881,0.0635674898235294,0.06371683299999999,0.06384091652941175,0.06392465241176469,0.06398916499999999,0.06405297876470589,0.06410220500000001,0.06415881088235295,0.06423055711764704,0.06430576264705881,0.0644001805882353,0.06448927270588235,0.06457257094117648,0.06447168682352943,0.06432169211764706,0.06415088447058823,0.06399420917647058,0.06385183505882353,0.06372192894117647,0.06361649541176471,0.06355951600000001,0.06349955011764707,0.0634142971764706,0.06333051082352942,0.0632455775882353,0.06314990935294118,0.06304569676470588,0.06292441594117647,0.06294264705882353,0.06288801617647058,0.06284617794117647,0.0627433432352941,0.06267739829411764,0.06262980670588235,0.0625846908235294,0.06253963729411764,0.06249588288235293,0.06246786111764706,0.06245306288235293,0.062433312588235285,0.06241988947058824,0.06239964117647059,0.06239526564705883,0.062452932,0.0625255328235294,0.06245678252941177,0.06245131164705883,0.062456211058823534,0.06252665835294118,0.06254578770588234,0.06252955870588237,0.06249321376470589,0.062450482,0.06241293082352941,0.06236616788235295,0.06232501935294117,0.06231315411764706,0.06230058105882352,0.06228193511764706,0.062245447411764694,0.06192042617647059,0.061644556411764695,0.061318223882352925,0.061074031705882346,0.060895876,0.06077639388235294,0.0606613604117647,0.06053884052941177,0.060434120411764713,0.060343724411764714,0.06022990147058824,0.06009883029411764,0.0599592154117647,0.0598273701764706,0.059703753882352946,0.059595962411764715,0.05951320135294119,0.05969051235294118,0.05980740682352942,0.059978576705882365,0.06008377629411766,0.06012290905882353,0.06009803247058823,0.06007901947058822,0.060080943058823534,0.06008397023529411,0.060086298588235276,0.0601162824117647,0.06016134988235292,0.0602119954117647,0.060260142647058826,0.06030074611764706,0.060325253470588244,0.06023038088235294,0.06022469576470588,0.06026277205882352,0.06028839823529412,0.06032598258823529,0.060344841823529415,0.0603515644117647,0.06031436611764705,0.060260035352941166,0.06017961923529412,0.06007443864705882,0.059993154529411764,0.05993495882352942,0.05989503335294117,0.059872756882352954,0.05986419152941176,0.059876449941176475,0.060000898705882356,0.060034354000000005,0.06002138105882354,0.06003106635294119,0.06003349270588236,0.06005320364705883,0.06009814229411765,0.06019479752941176,0.060309120352941156,0.06045035376470588,0.060611076823529404,0.06074175799999999,0.06084415799999999,0.0609197244117647,0.061030430882352944,0.061063527235294124,0.06105814511764707,0.06110056723529413,0.061166371764705886,0.061225966294117654,0.061228982588235295,0.06125635423529412,0.061293475470588235,0.061326763529411764,0.061346749058823535,0.06134672035294117,0.06133998417647059,0.06133983388235294,0.06134526888235294,0.06136521770588235,0.061398227,0.061372989941176466,0.06141891923529412,0.06148817147058822,0.06149804435294118,0.061468607294117635,0.06145953599999999,0.061495773823529394,0.06147992535294117,0.06142543005882353,0.06135919264705882,0.061304640823529405,0.06126444058823529,0.06121138894117646,0.0611501598235294,0.06108157347058823,0.060671504823529405,0.06013175852941175,0.05959321123529411,0.05902653876470588,0.05846859452941176,0.057859878235294114,0.057272320588235295,0.05669524376470588,0.05612069535294117,0.055582739529411763,0.055074406352941176,0.054571148352941176,0.054059236823529415,0.05356357882352941,0.053087341235294114,0.0526363605625,0.05212830013333333,0.051952302785714284,0.051910926615384614,0.05186375583333333,0.05184280745454546,0.05180613860000001,0.051868939555555556
pNuLoCDScore	-0.06018891691503267,-0.08478571367973857,-0.10071250156209151,-0.11234861662091504,-0.12001917426797387,-0.12288660426797388,-0.1249911423267974,-0.1257378097385621,-0.12599493950326798,-0.11310892722352942,-0.10227578103208555,-0.09316610220588237,-0.08533664500000002,-0.07853256671428573,-0.07256272445098041,-0.06724689675735296,-0.06276234311764708,-0.03770935929411765,-0.021278150823529414,-0.009233674058823527,-0.001179823705882349,0.0021197339411764757,0.004783197000000003,0.006042581882352946,0.006863194941176477,0.007121850411764701,0.006913380764705882,0.006596654470588222,0.006144216411764707,0.0057343126470588215,0.005309040294117641,0.004877120411764704,0.004612651705882341,0.004286366588235294,0.0038380085882352907,0.003405973058823522,0.0029794558235294033,0.0026715474705882314,0.002089930352941173,0.0014545386470588076,0.0008608166470588166,0.00041548470588235326,0.00023252341176470404,0.0003348004705882382,0.0005638727058823526,0.000817534058823538,0.0010034685294117648,0.0011043680588235377,0.0002045335294117781,-0.00016702135294117265,0.0001039794117647097,0.00043988829411765323,0.0007202447058823613,0.00114000847058824,0.0017629964705882378,0.0023864134117647165,0.002664981058823533,0.0027597184705882433,0.0029190999411764784,0.0025280647647058993,0.002470884352941176,0.0022373947058823493,0.0019723211764705872,0.002152180823529401,0.003564260529411757,0.005510590941176473,0.006114485411764695,0.006391373470588234,0.006636540823529415,0.006699231764705875,0.006492332058823526,0.006243335470588231,0.006029784411764702,0.00669850911764705,0.007558321,0.008574778529411763,0.009776369000000007,0.010785378588235306,0.012003755823529423,0.013052492058823542,0.01268065900000001,0.011474038588235286,0.011603516352941191,0.012497171882352942,0.013463333882352942,0.014097700058823534,0.015060840352941182,0.015811422176470608,0.016704543352941185,0.017099740941176465,0.016756234294117635,0.016544884705882355,0.015703155352941173,0.014890729764705887,0.013871628999999996,0.012712260764705871,0.012724556058823527,0.013122819352941177,0.012358328705882347,0.010502517411764695,0.0084578326470588,0.006562963411764683,0.004729441647058824,0.0030871454705882206,0.0017472681764705844,0.0003075907647058923,-0.0006401177058823482,-0.0014693059411764742,-0.002212893058823537,-0.0025337817058823514,-0.0026204699411764842,-0.00273815994117646,-0.002507489941176458,-0.003107492882352944,-0.002919063705882366,-0.001693136941176454,-0.00016473488235294043,0.0013378982941176648,0.0026255044117646925,0.004026979352941176,0.005001201999999982,0.005893302352941179,0.006633622941176476,0.007396238000000013,0.007912801764705893,0.008387689647058827,0.008707770235294135,0.008903839058823526,0.00884110670588234,0.008611646941176485,0.008268234235294145,0.0074556512941176545,0.006383419235294133,0.005225854823529413,0.004129669882352943,0.003052167411764714,0.0022972645294117855,0.0016900889411764625,0.001245841529411762,0.0008457823529411657,0.000744693529411769,0.0007352432941176296,0.0005743044705882328,0.0004725185882352989,0.0013013979999999953,0.0020864476470588283,0.002552133882352911,0.0029516262352941025,0.0033730844705882335,0.004068879705882364,0.004818937352941172,0.005778576058823509,0.0067122924117646865,0.0074765450588235305,0.008182222470588238,0.008802543999999995,0.009407400470588231,0.00966932752941177,0.010106506352941164,0.010609322823529402,0.010122770470588224,0.009081772588235282,0.008555958235294134,0.008405366470588246,0.008587354941176475,0.008861374117647064,0.008901257764705878,0.008720349529411767,0.008279445999999996,0.007851582470588231,0.0073250077647058764,0.006818123294117642,0.006191766823529413,0.005621297411764703,0.005090486235294137,0.004429994470588242,0.0031529003529411764,0.0030839138823529205,0.003184164117647062,0.0032223525882352777,0.0032003994117646983,0.003064354823529389,0.0030552258823529493,0.003040735176470577,0.00312067494117646,0.0031067464705882147,0.003152074470588226,0.0031127244705882323,0.0029622979999999882,0.0028831768235294125,0.0027878903529411636,0.0027383997647058844,0.003390935058823555,0.004338889764705922,0.004543889176470597,0.00412865011764707,0.0034568051764705954,0.0025610374117647355,0.001604818823529433,0.0007113483529412046,-5.451129411762623e-05,-0.0006315192941176162,-0.0011120278823529284,-0.0015924591764705787,-0.001824225647058822,-0.0018419127058823537,-0.0019096005882352635,-0.001953614999999992,-0.002687875588235314,-0.004511885941176477,-0.005798649176470591,-0.0063730474117646985,-0.006599651588235292,-0.006801577470588252,-0.006819800647058838,-0.006799058000000011,-0.006754294823529405,-0.0067223004705882355,-0.0067410908235294165,-0.006687835176470591,-0.006638155705882345,-0.006815526294117649,-0.0070354742941176746,-0.007172750823529431,-0.006647315588235281,-0.004942534058823542,-0.0030040951764706003,-0.0015313142941176666,-0.0005842316470588416,0.00028350041176469776,0.0011473259411764608,0.0018661911764705774,0.0024263755882352606,0.002841370941176466,0.003156355176470574,0.003422764941176451,0.0036378769999999977,0.003878272588235296,0.004181218470588249,0.004459627647058845,0.003880652999999984,0.0029851386470588492,0.001745854764705887,0.0008701262352941302,0.00033645152941180756,-3.3701117647055856e-05,-0.0006030278235293896,-0.0010509041764705657,-0.001407727647058793,-0.0016737047058823645,-0.0019269441764705464,-0.002340917470588219,-0.002874108411764706,-0.0035432625294117698,-0.004478781058823544,-0.005579305764705889,-0.005942441058823522,-0.005989732823529437,-0.006621509882352938,-0.007582293117647063,-0.008801243705882367,-0.010092009588235293,-0.011245364470588257,-0.012392518764705901,-0.01364913617647058,-0.014945822352941174,-0.0162172165882353,-0.017262108235294116,-0.018031756117647055,-0.018589760764705865,-0.018787639235294112,-0.018604689529411786,-0.018128962176470607,-0.018230895176470606,-0.01772033752941178,-0.01703525488235296,-0.016220040764705894,-0.015239181352941174,-0.01425210794117645,-0.013252586411764689,-0.01212699576470589,-0.010914485764705877,-0.009688330235294126,-0.008485381647058823,-0.0074565041176470614,-0.0064939897647058945,-0.005658047470588234,-0.0050429598823529265,-0.004641046941176445,-0.004431668588235273,-0.004456885352941156,-0.004532136647058808,-0.004491222176470591,-0.004380934058823532,-0.004290083176470595,-0.004227872588235301,-0.004195621823529408,-0.004198850117647056,-0.0041938790000000115,-0.004173096588235302,-0.004113899176470599,-0.004009286647058831,-0.003882719823529425,-0.003712782529411776,-0.0030829828235294163,-0.0024111380588235296,-0.0017344175294117803,-0.0009467725882352923,-0.00020309517647058156,0.00045776711764707045,0.0011331391176470501,0.0018108725294117625,0.0024925013529411705,0.0031839837647058833,0.003845025352941178,0.004518401882352946,0.005176602470588244,0.005784577235294117,0.006340751705882365,0.006848717352941187,0.0068921564705882385,0.006477444823529403,0.0061028418823529385,0.005764965882352931,0.005431190352941165,0.0050992205882352745,0.004727051941176473,0.004323269941176468,0.003887214176470588,0.0034243721176470537,0.0029439059411764737,0.00246789923529412,0.0019551805882353016,0.0014203791764706014,0.0009022962352941213,0.0003996386470588309,-0.0005726806470588222,-0.0007858344705882481,-0.0008851934117647051,-0.0009964877647058931,-0.0011310935882353004,-0.0012930108823529449,-0.0014686811176470652,-0.0016800862941176511,-0.0018846913529411771,-0.0020880650588235294,-0.002293423470588238,-0.0025167384705882326,-0.0027264614705882553,-0.002887985529411767,-0.0030313278235294186,-0.0031727261176470664,-0.0028455406470588307,-0.0023517049999999887,-0.0022291226470588232,-0.0022369878235293933,-0.002229823470588234,-0.002000413823529397,-0.0018463898235294013,-0.001610976588235287,-0.0012995459411764693,-0.0009520731176470495,-0.0005327441176470535,-9.246588235294062e-05,0.00038139829411765885,0.0008452217058823458,0.0012673589411764594,0.00168293970588234,0.0017266285294117514,0.001421390235294119,0.001559815294117653,0.001745079529411761,0.0020049656470588206,0.0020907801764705886,0.0021228529411764646,0.002201532588235286,0.0022270647058823465,0.002205713176470586,0.002131211764705869,0.0020102183529411705,0.0018675607647058723,0.0016990961176470698,0.0015662168823529637,0.001440050000000026,0.0016974070588235482,0.002219631176470588,0.0024877859999999988,0.00263239270588235,0.0027587225294117834,0.00277125694117647,0.0028873738823529532,0.0028781151764706026,0.002850237882352953,0.0027975372352941133,0.002770994647058843,0.0027645713529411767,0.0027461487647058927,0.0027368895294117637,0.0027096292352941156,0.0026513921764705836,0.002519209235294119,0.002043993941176492,0.0016771404117646993,0.00149031782352943,0.0012198811176470509,0.0009892050588235224,0.0008110729411764522,0.0006394855294117457,0.0004884159411764621,0.00039486370588236175,0.00032518782352938813,0.00023934099999999014,0.00017562835294118728,9.056905882351418e-05,3.2841764705873744e-05,3.238823529400081e-06,3.6703176470587184e-05,9.692670588233587e-05,0.00011451611764705383,8.287023529410242e-05,7.335611764705541e-05,0.00012757635294118053,0.00017030494117646622,0.0002450314117647123,0.0003468231764705981,0.0004245887647058716,0.0004802905294117865,0.0005259302352941253,0.0005412690588235125,0.0005297817058823734,0.0005036031764705934,0.00043096929411765017,-2.550564705883218e-05,-0.00028709000000000373,-0.00051676105882352,-0.0006521084117646903,-0.0007240960588235229,-0.0008963141764705834,-0.0010257206470588032,-0.0011259200588235319,-0.001250766235294118,-0.0013559356470588119,-0.0014650417647058822,-0.001589674117647058,-0.0016798720588235214,-0.0017112232352941292,-0.0017084594117647081,-0.0016786837647058753,-0.0012552807058823431,-0.0006921439999999918,-0.0003630297647058828,-0.00011728076470589321,2.1134235294109627e-05,0.00017527529411763554,0.00033637635294116175,0.00044405223529413174,0.0005183189999999893,0.0005521675294117567,0.0005735465882352742,0.0006236885882352772,0.0006836144705882133,0.0007226721176470385,0.0007278756470588191,0.000740405058823522,0.0008822137647058817,0.0006919604705882265,0.000705587058823523,0.0006629030588235357,0.0007036018823529389,0.0007019712941176426,0.0006413114117646973,0.000587709647058815,0.0005306405294117633,0.0004947640588235241,0.00046873041176473396,0.0004303331176470637,0.0003749352352941382,0.00033671582352942653,0.0003165046470588184,0.00031216464705881297,0.00018055382352939742,-0.00011532170588232638,-0.0004434549999999815,-0.0006808177058823528,-0.0008658427058823442,-0.0009749908823529357,-0.001016680294117639,-0.0010129887647058744,-0.0009676534117646907,-0.000893498705882359,-0.0008157271176470748,-0.0007275497058823466,-0.0006682155882352936,-0.000638260352941164,-0.0006329338823529429,-0.0006653797647058896,-0.000548231882352937,-0.00028830223529414944,5.663835294116015e-05,0.0003816869411764484,0.0006391045882352814,0.0008737486470588168,0.0010342688823529317,0.0011288361764705684,0.0011913037058823295,0.0012271548235294333,0.0012470290000000106,0.0012783892352941362,0.0013439080588235064,0.0014349136470588053,0.0015514480588235402,0.0016873525294117814,0.0016632037058823684,0.0014118693529412002,0.0010973022941176552,0.0007452158235294187,0.00042671935294118224,0.00013500205882353844,-0.00011898758823528088,-0.0003081569999999756,-0.0004296489999999764,-0.0005534286470588179,-0.0006879078235294128,-0.0008283000588235334,-0.0009849795294117336,-0.0011558532941176314,-0.0013544838235294149,-0.0015648567647058853,-0.001629923882352946,-0.0015836706470588463,-0.0014755141764705854,-0.0014075412352941297,-0.0013168108823529423,-0.0012220283529411763,-0.0011372381176470714,-0.0010768581176470726,-0.001063633117647081,-0.0010316890000000162,-0.000961234294117666,-0.0008971982352941332,-0.0008256881176470637,-0.0007502681764705935,-0.0006504311176470517,-0.00047148394117646486,-0.0004171142352941276,-0.0004312336470588124,-0.0003948662941176406,-0.00028713217647056283,-0.00015073994117646705,-8.401900000000462e-05,-5.513211764703041e-05,-4.6423529411754316e-05,-4.540088235292783e-05,-5.493029411764855e-05,-8.689499999998268e-05,-0.00010829323529411294,-0.00010673535294117992,-9.906011764706374e-05,-0.00011333052941176619,-0.00020748458823530852,-0.0006051066470588173,-0.0008122261176470719,-0.0011330877647059076,-0.0013821793529411874,-0.0016307823529411736,-0.0017693938235294054,-0.0018681982941176623,-0.00195437323529412,-0.002016361588235288,-0.0020692064117646958,-0.0021362664117647104,-0.002226189058823533,-0.0023539387058823594,-0.0024732108823529234,-0.0025781812352941164,-0.0026494849999999792,-0.002407224823529397,-0.0019540440588235175,-0.0015108170588235062,-0.0010954549999999813,-0.0008120997058823423,-0.0006534848235294072,-0.0005633279411764724,-0.00045982105882354934,-0.0003531773529411794,-0.00025975417647060295,-0.00014360288235296115,1.7452117647059895e-05,0.00020213447058822082,0.0003846252352941032,0.0005563887647058799,0.0007047837058823461,0.0008120521176470524,0.0005398685294117633,0.000417288941176458,0.00028419535294115644,0.00020462194117645827,0.00020307352941175555,0.00024680935294118383,0.00027254494117648354,0.00023342305882351894,0.00017606511764705485,9.332064705884491e-05,-4.184376470588169e-05,-0.0001681953529411584,-0.00027703658823528127,-0.0003651092941176562,-0.00042798923529410726,-0.0004610619411764827,-0.00035393094117646545,-0.00022379705882352025,-0.00022841805882351657,-0.0002670171764705756,-0.00029491623529409594,-0.00031134911764705425,-0.00029836076470587253,-0.0002162238235294059,-6.52378235294071e-05,0.0001295011176470351,0.0003759151176470632,0.0006179222941176399,0.0008067991764705712,0.0009491246470588188,0.0010469675294117464,0.0011662393529411827,0.0011870772941176486,0.0010572464117647104,0.0010662132352941278,0.0011449907058823441,0.0011948999411764624,0.0011954898823529347,0.0012031505882352939,0.001195333176470588,0.001131966000000005,0.001037628705882379,0.0008963665882352895,0.0007289073529411841,0.0005980758823529442,0.0005011108823529536,0.00044549329411765204,0.0003677961176470554,0.0003094627058823421,0.00036077411764705303,0.0003876042352940895,0.00033167258823529194,0.00024264099999998096,0.00023055341176469318,0.00023941958823527065,0.00018644988235293203,9.866652941176862e-05,1.244358823528774e-05,-4.207952941176485e-05,-7.554358823529811e-05,-0.00012844494117647542,-0.00019510905882354213,-0.000283644235294124,-0.0007267221764705942,-0.001241231411764715,-0.0018257080000000092,-0.002461632705882344,-0.003029449823529415,-0.0036087290588235205,-0.004187215411764693,-0.004800530058823513,-0.0053592299999999995,-0.005842690529411769,-0.0062847862941176474,-0.006733492470588229,-0.007205203764705875,-0.00764781011764705,-0.008062818588235286,-0.00844521290808823,-0.008543204690196073,-0.008179455743697467,-0.007682284619909496,-0.007162782931372548,-0.006625787074866302,-0.0060537396352941045,-0.00540338103267974,-0.0048263042091503255,-0.004251755797385612,-0.0037137999738562077,-0.00320546679738562,-0.0027022087973856204,-0.002190297267973859,-0.0016946392679738562,-0.001218401679738558
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
