UniprotID	Q8WXH0-10
pNuLoCScore	0.28396109555555554,0.275838028,0.2717640927272727,0.26765965166666666,0.2667286192307692,0.264577525,0.2628569673333333,0.26104895562499997,0.25917762764705876,0.24533385764705884,0.2364484558823529,0.22925014705882352,0.2238030058823529,0.21909147294117642,0.2125936694117647,0.21056850588235293,0.20976421588235292,0.21129391117647056,0.20992056058823527,0.20696611705882353,0.20467792470588234,0.2005430311764706,0.1977550688235294,0.19532804058823527,0.1944746094117647,0.19611560176470585,0.19866592470588235,0.20063408588235296,0.20264210117647058,0.2051670994117647,0.20831757764705885,0.21137524235294117,0.2134699817647059,0.2153901505882353,0.21656080411764708,0.21717841058823528,0.21723054,0.2181682188235294,0.21960919529411768,0.22152697764705886,0.22310364352941178,0.22435481588235295,0.2236257752941177,0.2231974223529412,0.22359782294117653,0.2253074452941177,0.2268852717647059,0.22839353470588242,0.23066267352941175,0.23395676470588236,0.2380532835294117,0.24311153176470585,0.24932879000000002,0.2560115811764706,0.2619496105882353,0.2680502788235294,0.2710119717647059,0.26908730999999997,0.2671834129411765,0.26735623941176473,0.26770757588235294,0.26935428352941176,0.27007089647058824,0.27098870941176467,0.27258648941176467,0.2749764482352941,0.27772668705882353,0.2796067223529412,0.28111680823529417,0.28222947941176474,0.2840289105882353,0.28585237294117644,0.2871049111764706,0.29048745117647057,0.29823591058823534,0.30584099705882345,0.31150644058823523,0.3170122394117647,0.3209227564705882,0.32608339117647056,0.33117649470588234,0.3346089523529412,0.33749984529411764,0.33997272117647054,0.34172203588235295,0.3429309847058824,0.34511521294117653,0.34618783176470597,0.35123162235294125,0.3568560723529412,0.3638755405882353,0.37035814705882353,0.37630277411764707,0.38170425352941173,0.3864906594117647,0.39084289941176464,0.39331227294117643,0.39571705588235284,0.39946219588235293,0.40358432352941176,0.40753320882352945,0.41273865176470587,0.4192735382352942,0.42501355647058825,0.43155677588235297,0.4337356376470588,0.43462855764705877,0.43372763529411756,0.4341698664705882,0.4344105605882352,0.4349436858823528,0.43644535411764707,0.4388808388235294,0.4422084623529412,0.4450691505882352,0.44744248235294115,0.44927157352941177,0.45103967352941177,0.4526706217647059,0.4537904682352942,0.458142215882353,0.45757542294117654,0.45682611705882364,0.45746110647058824,0.45753909705882356,0.45606598058823533,0.45239274470588237,0.4493190429411765,0.44602387882352956,0.44269883000000004,0.44065462529411775,0.43949460117647066,0.4379094676470589,0.4370413523529412,0.4363485600000001,0.43577303823529406,0.43539538411764706,0.43174158764705883,0.43288987999999995,0.43437677294117644,0.4352891635294117,0.4377258523529411,0.44153482058823523,0.4477276588235294,0.4533726976470588,0.45863604647058825,0.46365505941176477,0.4673972182352942,0.470471935882353,0.47394868000000007,0.4769049035294118,0.47984472411764706,0.47972408764705887,0.4809040170588235,0.48094458470588236,0.48085603058823523,0.48154529529411755,0.48240297176470576,0.4833114205882353,0.484082424117647,0.48446049294117643,0.48480359529411754,0.48540784823529404,0.4859902588235294,0.4867694470588236,0.48743666117647055,0.48816084705882357,0.48870481529411774,0.4887862770588236,0.4915144100000001,0.4927359582352942,0.49496932,0.49709907882352944,0.49855294352941165,0.49967101411764714,0.5006186611764707,0.5016045647058823,0.5026325223529412,0.5036519070588235,0.5045288129411765,0.5050505641176469,0.505742464117647,0.5064066288235294,0.5070908029411765,0.5096336070588235,0.5128679052941176,0.5159298747058824,0.5193035558823529,0.5228705188235293,0.5258728276470588,0.5286387188235293,0.5310770276470588,0.5334870394117647,0.5355975276470588,0.5379068988235295,0.540144281764706,0.5422583970588235,0.5445440735294117,0.5466907029411764,0.5488143323529411,0.55088145,0.5511431223529412,0.5510694400000001,0.5512849947058823,0.5511700652941177,0.5507597535294118,0.5509522235294118,0.5511977147058823,0.5517101235294117,0.5522141229411766,0.5529238611764706,0.5535340635294116,0.5541514517647057,0.55463666,0.5549390629411765,0.555198284117647,0.5542774664705883,0.5534124688235295,0.55287691,0.5523432423529412,0.5514818111764707,0.5510663876470588,0.5504928911764706,0.5500451535294116,0.5498914535294117,0.5498429829411764,0.5498553505882353,0.549941235882353,0.5498495947058822,0.5497015229411765,0.5497085817647059,0.5499360223529413,0.5502394129411766,0.5518349364705882,0.5533949105882352,0.5546834958823529,0.5556954252941175,0.5570421135294118,0.557988095882353,0.55912691,0.5601211923529412,0.5606333805882352,0.560866525882353,0.5609909829411764,0.5610288123529412,0.561300444117647,0.5616044482352942,0.5619629894117647,0.5622152752941176,0.5626815735294117,0.5629687852941175,0.5633319058823529,0.5646014970588235,0.5659194082352941,0.5671881935294119,0.5689530935294117,0.5706342641176471,0.5721966264705882,0.5738177323529412,0.5753936788235294,0.5768499394117645,0.5778534276470589,0.5785052464705882,0.5790277052941176,0.5797708170588234,0.580247052352941,0.5805072894117647,0.5806623011764707,0.5803617182352943,0.578942144117647,0.5775651158823529,0.5762332305882353,0.5746622776470588,0.573216421764706,0.5718457947058824,0.5706616711764707,0.5696441205882353,0.5686934823529413,0.568031917647059,0.5677118494117648,0.5679762811764706,0.5683777223529412,0.5686026164705882,0.568510254117647,0.5683522423529411,0.5686668500000001,0.5687973888235295,0.5692578835294119,0.5698139717647058,0.5701025364705882,0.5703626829411764,0.57068783,0.5710666064705883,0.5714804217647059,0.5719026152941177,0.5723995741176472,0.5726968947058824,0.5722755511764706,0.5712357511764706,0.5705101905882354,0.5700503705882353,0.5698435352941177,0.5695366135294118,0.5695851664705883,0.5694720329411764,0.5692520976470588,0.5689837247058822,0.5687420752941176,0.5684278929411765,0.5678850282352942,0.5673289270588237,0.5668033541176472,0.5642308776470589,0.56326981,0.5623430747058824,0.561835298235294,0.5616833235294117,0.5612084705882352,0.5607343176470587,0.5603611611764706,0.5596572470588235,0.5583966294117646,0.5569455805882352,0.5553045911764706,0.5534387205882353,0.5517802147058823,0.5503418235294117,0.548876785882353,0.5475065623529412,0.5486242623529411,0.5483909447058823,0.5484028035294117,0.5482898352941177,0.5480765529411764,0.5480767511764706,0.5481003017647058,0.5479050964705882,0.5479131282352941,0.5483416829411766,0.5489453164705882,0.5490870494117646,0.5490114611764705,0.5487565905882353,0.5483432817647058,0.5478299582352942,0.5485876170588235,0.5488571205882353,0.5492377582352941,0.5494276970588237,0.5495398417647059,0.5497609888235294,0.5498709729411765,0.5495583852941177,0.548543505882353,0.5472248205882352,0.5456119223529411,0.5440878282352941,0.543676645882353,0.5438084576470589,0.5441032841176471,0.5443819194117647,0.5448544641176472,0.5440129994117646,0.5431863488235295,0.5422098464705882,0.5413312635294119,0.5404503752941177,0.5393704194117648,0.5383564394117647,0.5376509647058824,0.5376424352941177,0.5380746182352941,0.5389312247058824,0.5396424988235294,0.5398121282352941,0.5397486282352941,0.5381490135294119,0.537107781764706,0.5366514488235293,0.5361361694117646,0.5348936105882354,0.5332114376470588,0.5315644664705883,0.52993429,0.52838554,0.5270064435294117,0.5258233064705882,0.5246741535294117,0.5233350205882352,0.5220010105882353,0.5208099223529413,0.5197363988235294,0.5185893311764707,0.5188893900000001,0.51868541,0.5177194952941175,0.5167913747058823,0.5166252594117646,0.5168338029411764,0.5170817688235294,0.5173265747058824,0.5175024476470589,0.517624424117647,0.5175821376470588,0.517617214117647,0.517758405882353,0.5179728470588235,0.5181462964705883,0.5179342629411764,0.5171893717647058,0.51658516,0.516278075882353,0.5157752317647059,0.5153214258823529,0.5148187294117648,0.5140981058823529,0.5136478670588236,0.5136610105882352,0.5141496023529413,0.5149163935294118,0.5162170076470588,0.5177451958823529,0.5195776394117647,0.521513448235294,0.5237824605882352,0.5267324976470588,0.5304233588235293,0.5340833558823529,0.5374406694117647,0.5411874694117648,0.5449336664705883,0.5488949994117648,0.5531808405882354,0.5572868670588235,0.560957114117647,0.564117402352941,0.5671363600000001,0.5695475711764706,0.5718522005882354,0.5739856570588235,0.5780263541176471,0.5818703511764705,0.585501255882353,0.5890021123529412,0.5923746135294118,0.5959024394117647,0.5992819905882353,0.6024080817647058,0.6051944688235295,0.6076261570588235,0.6097535694117647,0.61184852,0.6137607111764707,0.6153793623529411,0.6168263035294118,0.6180320329411765,0.6191031294117648,0.6181089029411765,0.6170905558823531,0.6161946211764706,0.6157605005882353,0.6157403399999999,0.6166457764705883,0.61821589,0.6205290782352942,0.6240863011764707,0.6286749188235295,0.6337222894117648,0.6392659364705883,0.6457048123529413,0.6527648594117649,0.6603756188235295,0.674545771764706,0.6886371364705883,0.7024364429411766,0.716272595882353,0.7296016164705883,0.7425809629411765,0.7550353311764707,0.7665296417647058,0.7773925652941177,0.7875216005882351,0.7966837811764705,0.8050054147058824,0.8130778682352942,0.8205865952941176,0.8274485835294118,0.8338227582352941,0.8398988558823529,0.8395187852941176,0.8392328405882352,0.8391947605882354,0.8389718547058824,0.8390287400000002,0.8390439141176472,0.8391278964705885,0.8391274882352943,0.839122727647059,0.8392549452941178,0.8393362511764708,0.8394229647058826,0.8394797923529413,0.839587641764706,0.8396686570588238,0.839595921764706,0.8391488570588236,0.8384310688235294,0.8376983370588236,0.8368411488235296,0.8361234370588236,0.8354321164705882,0.8347899282352941,0.8342514305882353,0.8335860617647061,0.8328696164705882,0.8322363952941175,0.8316214188235294,0.8310825335294117,0.8305421370588235,0.8299334547058824,0.8292631135294117,0.8286916447058824,0.8284955094117648,0.8284963211764707,0.828538274117647,0.8286694388235294,0.8286285800000001,0.8284729858823532,0.8282276035294119,0.8278814188235297,0.8276286917647061,0.8274281623529414,0.8271308929411765,0.8268031635294119,0.8264178135294118,0.8260402782352942,0.8258272405882353,0.8258837052941175,0.8259157935294118,0.8256026288235294,0.8251910935294117,0.8246005229411764,0.824014964117647,0.8234917447058824,0.8230433917647058,0.8226953935294117,0.8223682405882353,0.8220963205882353,0.8218078647058824,0.82153982,0.8212943435294118,0.8210222647058824,0.820727211764706,0.8203633670588236,0.8197778552941176,0.8193161082352942,0.8192463229411765,0.8193218288235297,0.8195889170588238,0.8199182564705884,0.820232187647059,0.8205748170588236,0.8208686917647059,0.8211292388235295,0.8214097782352942,0.8217117694117647,0.8219764752941177,0.8222203535294117,0.8222441088235294,0.8224494617647058,0.8225030047058823,0.8225720929411765,0.8225791164705881,0.8225413164705881,0.8223967005882352,0.8221926123529412,0.8219655888235294,0.8217351670588235,0.8214858882352942,0.8212334211764706,0.820992585882353,0.8206868682352944,0.8204149741176473,0.8201772388235297,0.819945795882353,0.8199129252941176,0.8196560429411766,0.8194438411764706,0.8192159176470589,0.8190176058823531,0.8188240088235293,0.8187302335294118,0.8186718688235294,0.8186174235294117,0.8185678888235294,0.8185060264705882,0.8184193464705883,0.8183196082352941,0.8182221517647059,0.8180702282352942,0.818148213529412,0.8179923135294119,0.8175557864705884,0.8171668711764707,0.8168656982352942,0.8165571629411764,0.8162411864705882,0.8159235276470588,0.8155948041176471,0.8151849770588235,0.8147213888235294,0.8142294394117646,0.8136991747058823,0.8132049899999999,0.8126737194117648,0.8121440288235294,0.8116844170588235,0.810973631764706,0.8104045435294118,0.8100231470588237,0.8094681364705884,0.8086730682352944,0.8075562705882354,0.8059657705882354,0.8040241970588236,0.8018129388235296,0.7991517105882353,0.7965142811764706,0.7938050576470588,0.7909768594117647,0.7879586517647058,0.7847876111764704,0.7768882170588234,0.7676744758823527,0.7587025994117647,0.7494841464705884,0.7401764347058825,0.7312846523529412,0.7227109994117646,0.7145420464705882,0.7068052347058824,0.699505614117647,0.6925032576470588,0.6860852047058824,0.6797849223529413,0.6736119782352941,0.6675223264705883,0.6616144929411765,0.6559447976470588,0.6550264447058823,0.6553937470588236,0.6554577000000001,0.6558770823529412,0.6565423352941177,0.6569671670588234,0.6573434758823528,0.6577575352941176,0.6583012564705881,0.6587705858823528,0.659001085,0.6591983666666666,0.6593068714285713,0.6593809038461538,0.65958485,0.6598039218181818,0.65996598,0.6601105111111111
pNuLoCDScore	-0.02478346790849678,-0.0386272379084967,-0.047512639673202656,-0.054710948496732026,-0.06015808967320263,-0.06486962261437912,-0.07136742614379085,-0.07339258967320261,-0.07419687967320263,-0.06454411682352945,-0.06184353213903743,-0.06069353460784313,-0.062050694524886846,-0.06403449382352938,-0.06510189850980391,-0.0657209150367647,-0.06470301823529406,-0.049218255882352985,-0.03778253117647054,-0.02861606117647056,-0.021160904705882333,-0.013924373529411727,-0.004276091764705836,0.0008067364705882374,0.003705765882352996,0.004096239411764735,0.00664024352941181,0.010212293529411748,0.012552615294117664,0.01762518764705881,0.021854126470588292,0.02619893705882359,0.028629034117647084,0.0282392141176471,0.024959850588235355,0.022563336470588252,0.020955721764705948,0.020140345882353,0.018567694117647054,0.01701829235294125,0.017192691764705836,0.018566614117647068,0.02149247941176463,0.025933121176470564,0.03209825000000002,0.037843362352941196,0.04234041529411761,0.04652330117647052,0.04790832823529409,0.044732494117647015,0.04355763764705878,0.04415881705882352,0.04410975294117642,0.04404683823529407,0.04318562470588233,0.042595174705882255,0.041923815882352916,0.04101968352941174,0.039673403529411816,0.03649519058823536,0.031788018235294146,0.026217898235294135,0.022079300000000024,0.01780209411764705,0.016092939411764706,0.0214001411764706,0.031052497647058863,0.03848475764705872,0.04379886470588229,0.04765795588235294,0.05085185999999997,0.05509468176470589,0.058590005294117675,0.05963250411764709,0.05977315823529411,0.06036599882352933,0.06060522764705878,0.060701505294117664,0.06108630235294121,0.06033545882352953,0.06412671117647067,0.06636862117647063,0.06563962999999995,0.06451715000000008,0.06479633352941183,0.06469201411764702,0.06556790294117648,0.06475950823529408,0.06213577823529409,0.06110810352941165,0.06196235058823529,0.06361160235294122,0.0658111729411765,0.06980766705882346,0.07415832529411764,0.07882572470588228,0.08032515352941172,0.0768795652941176,0.07075301705882348,0.06336948823529404,0.05786709235294113,0.052706307058823454,0.048453026470588134,0.04560245470588242,0.045568565882352974,0.04649140647058836,0.045606954705882274,0.04385815882352939,0.041738364705882325,0.0383010217647059,0.03339708352941173,0.028776911764705926,0.026585440000000016,0.023839785294117732,0.022197559411764878,0.023733471176470677,0.023369230588235368,0.021655420000000147,0.01744905882352954,0.012873688823529461,0.007143040000000156,0.0004903676470588425,-0.004414525294117455,-0.007947881176470495,-0.011362105882352869,-0.01399832117647054,-0.016322061764705798,-0.018017430000000112,-0.022746831764705933,-0.025833835294117702,-0.023936237058823695,-0.023084333529411805,-0.022249933529411847,-0.01834012823529424,-0.010857924117647133,-0.0015913841176471433,0.007348818823529224,0.01593721647058821,0.023000434117647017,0.02790261705882352,0.03256246823529407,0.03690732764705884,0.040556343529411676,0.044071685882352996,0.04432870352941182,0.049162429411764685,0.04805470470588241,0.04647925764705879,0.04625613176470583,0.044677119411764665,0.04177660000000005,0.03635476529411763,0.03108779529411765,0.026167548823529285,0.021752788823529268,0.018593040588235243,0.016297511176470603,0.013487981176470487,0.011255943529411783,0.008860091176470686,0.009062189411764732,0.010610392941176605,0.011791373529411842,0.014113289411764762,0.015553783529411891,0.016149971764705895,0.016359593529411853,0.016536237058823677,0.017144071764705893,0.017828927058823663,0.01824405882352942,0.018538554117647044,0.01828111705882335,0.018305802941176452,0.018245781764705815,0.018385987647058732,0.020847329999999942,0.021353495294117508,0.02319391647058816,0.024334235882352895,0.025771439999999868,0.02731988411764713,0.02896770470588217,0.030458366470588083,0.03188247470588235,0.03296500529411761,0.03425499176470603,0.035615468823529506,0.03720783294117658,0.03880160941176469,0.040284074117647006,0.041723529411764604,0.04124784294117645,0.03827521705882353,0.03513956529411777,0.03198143882352944,0.02829954647058841,0.024886925882352973,0.022313504705882448,0.020120687058823528,0.01822308411764706,0.016616595294117742,0.015016962352941143,0.013389781764705622,0.0118930547058822,0.010092586470588305,0.008248360000000066,0.006383951764705964,0.0033960164705882923,0.002269346470588296,0.0018074699999999222,0.001058247647058863,0.00031174588235294287,0.0003066341176470866,-0.00045933235294115526,-0.0011525611764706678,-0.0018186700000000222,-0.0023711400000001603,-0.003068510588235318,-0.003592827647058594,-0.004301857058823466,-0.0049351370588235355,-0.005230481176470514,-0.005262261764705789,-0.004038053529411667,-0.0015775323529412244,0.0005180005882351457,0.0023402535294116955,0.004213614117646869,0.005975725882352956,0.007495204705882386,0.009081756470588398,0.01022973882352951,0.010790397647058803,0.011011175294117659,0.011049747058823445,0.011179217647058981,0.011598921176470545,0.011895866470588268,0.012026967058823446,0.011975862352941014,0.010846637058823494,0.009573874705882335,0.00864841000000005,0.008906071764705925,0.008877294705882277,0.009200097647058869,0.00982618352941167,0.01051307176470584,0.011563245882353024,0.012951206470588228,0.01440269588235299,0.015821127058823325,0.016552983529411924,0.016900798235294,0.01706471588235292,0.01755554176470575,0.017565478823529324,0.017538504117647125,0.01733039529411773,0.0157602211764708,0.01302273588235292,0.010376922352941076,0.007280137058823577,0.004028013529411734,0.0010197952941177757,-0.00197193764705883,-0.0047320076470587225,-0.00720581882352922,-0.009159945294117677,-0.010473328823529249,-0.011315855882352843,-0.011794535882352797,-0.0118693299999999,-0.011904672941176475,-0.012152047058823667,-0.012009475882353127,-0.010275294117646938,-0.008767727058823449,-0.006975347058823411,-0.004848305882352966,-0.003113885294117824,-0.0014831117647059466,2.6158823529298658e-05,0.0014224858823529418,0.002786939411764666,0.0038706976470587184,0.004687724705882412,0.004720613529411777,0.0038978288235294034,0.002633134705882445,0.0019999364705883815,0.0016981282352941385,0.0011766852941176298,0.0007392247058822798,0.0003272829411764544,-0.0003419388235293974,-0.0008504388235294202,-0.0013789582352942142,-0.0019457547058824298,-0.002638713529411807,-0.003595393529411739,-0.004573688235294027,-0.005596220000000041,-0.008466017058823438,-0.009005741176470572,-0.008892676470588223,-0.008674892352941388,-0.008367047058823518,-0.00863506470588249,-0.00880229588235304,-0.00922400529411771,-0.009814785882352961,-0.010855468235294152,-0.012038144117647032,-0.013437484117647003,-0.014989172352941171,-0.016104813529411843,-0.016987103529411907,-0.01792656823529415,-0.016724315294117775,-0.014645547647058832,-0.013952130000000063,-0.013432494705882259,-0.013393488235294071,-0.013131917647058788,-0.012657566470588133,-0.012260859411764802,-0.01175215058823531,-0.010483501176470456,-0.0086038976470586,-0.006359274705882378,-0.004351671176470728,-0.0027687535294118604,-0.0015852329411764066,-0.0005335041176471877,0.0003233958823530836,-3.6645294117620963e-05,0.0004661758823529816,0.0008349547058823514,0.001137861764705983,0.0014632888235295294,0.0016842376470588283,0.0017706711764706728,0.0016532888235295529,0.0006303776470588662,-0.0011168623529413946,-0.003333394117647104,-0.0049992211764704475,-0.005334815294117501,-0.004948132941176464,-0.004239997647058735,-0.003448038823529509,-0.0037331529411763764,-0.004844121176470706,-0.00605140941176463,-0.0072178505882354305,-0.008208578235294084,-0.00931061352941176,-0.010500553529411705,-0.011201945882353015,-0.01089254117647065,-0.00958238529411748,-0.00753730411764697,-0.0051566035294117185,-0.004034147058823545,-0.003996329411764754,-0.0043546558823529535,-0.006232905882352813,-0.007746682352941181,-0.007361550588235288,-0.00705017941176489,-0.007316235882352862,-0.008119825882353049,-0.008885908823529354,-0.009436129411764749,-0.009970899411764655,-0.010644521176470634,-0.011819128823529534,-0.013400464705882409,-0.015596204117647172,-0.0176414882352941,-0.019002205882352796,-0.020012229411764726,-0.019559682352941254,-0.018218391764705855,-0.017966038823529318,-0.018416674117647025,-0.018102235882353046,-0.01658617823529418,-0.01473066352941188,-0.012852521176470622,-0.01105896529411765,-0.009503995882352845,-0.008198882352941195,-0.0070920158823528645,-0.0057178064705881715,-0.004242604705882336,-0.002837075294117808,-0.001590102352941103,-0.0006550682352942649,-0.0017000182352943094,-0.0021002500000000257,-0.0014414194117645662,-0.0010161429411764678,-0.0013038335294117687,-0.0020150735294116595,-0.002983662941176468,-0.0036787076470587987,-0.0038414370588236713,-0.0034748217647057045,-0.002665744117647084,-0.00140020647058825,-1.3210000000096755e-05,0.0016047923529411978,0.0033671517647057003,0.005848197647058795,0.009543125882352954,0.013838198823529324,0.017805279999999923,0.02166543764705886,0.02586604352941191,0.03011493705882351,0.03479689352941184,0.03953297352941176,0.04362585647058825,0.04680751176470577,0.04920100882352929,0.050919352352941316,0.051802375294117686,0.05227456117647067,0.05247220882352954,0.054243893529411946,0.055137853529411696,0.05507789705882371,0.054918756470588304,0.05493394411764707,0.05471496999999992,0.05434832411764701,0.053513082352941055,0.052013628235294096,0.050339290000000037,0.04879645529411769,0.04773111764705895,0.04662435117647057,0.045831791176470515,0.04497410294117643,0.04404637588235294,0.041076775294117684,0.03623855176470603,0.03158930000000004,0.027192508823529415,0.023385887058823496,0.019837900588235202,0.01736378588235299,0.015807808235294152,0.015334609411764788,0.01646014411764718,0.01892134941176482,0.021873769411764776,0.025505225294117584,0.030325450000000198,0.03593855588235306,0.042343585882352985,0.05544264235294116,0.07052823352941184,0.08534588705882351,0.10007797470588242,0.11384111588235302,0.1268406229411766,0.13838955470588243,0.14831375176470585,0.15686348705882347,0.16343529941176438,0.168008862352941,0.1712831252941176,0.17381193176470588,0.1748817829411763,0.17468372411764688,0.1734471394117646,0.16535308411764693,0.15088164882352928,0.13679639764705864,0.12292216470588235,0.10937023823529413,0.09644777705882368,0.08400858294117652,0.07259825470588266,0.06173492294117655,0.051601127058823915,0.042571164117647275,0.03433083647058843,-0.021520512810457526,-0.02897049104575164,-0.0361075075163399,-0.038166387516339884,-0.04083749457516342,-0.04043360575163399,-0.03921239692810455,-0.041357801045751624,-0.04164011633986925,-0.03742242100000001,-0.033641472994652394,-0.03004632475490196,-0.026344763484162925,-0.023108658823529388,-0.021425625999999975,-0.02138374602941176,-0.01747078764705881,-0.007535453529411762,0.002612530588235351,0.007675707058823589,0.01233225235294122,0.013247274705882328,0.012958344117647042,0.016535151764705852,0.018513609411764664,0.02111867823529412,0.024130965882352917,0.0263672388235294,0.027293750588235327,0.026888232352941188,0.027568158823529393,0.029269282941176478,0.02733324941176471,0.021528225882352953,0.016280819999999974,0.010791233529411748,0.00622260235294117,0.0035339817647059013,0.0020793041176470906,0.0006024152941176975,-0.0015750229411764516,-0.0036938499999999985,-0.006774918823529402,-0.008911360000000035,-0.01008431294117651,-0.009976537058823565,-0.009203847058823544,-0.00959845176470589,-0.006931161764705873,-0.00013328823529415446,0.00544568647058824,0.011301322941176445,0.016788362352941177,0.0207728982352941,0.023942432352941134,0.026371738235294068,0.029504829999999982,0.03290183705882346,0.03709573176470585,0.04130562705882354,0.04511312000000001,0.04818796411764706,0.051096205882352946,0.054099330588235295,0.053695266470588254,0.05098565529411772,0.0490784117647059,0.04693312705882355,0.04511722294117648,0.043889645882352946,0.04278010705882354,0.041697394705882435,0.04042171058823524,0.03806467882352954,0.03526649294117651,0.031914717058823594,0.02816036999999999,0.02443601882352947,0.02047205411764713,0.016525658823529465,0.011638486470588294,0.010052521176470597,0.007327772941176425,0.005269271176470525,0.0034803129411764,0.0014492617647058337,-0.0005669635294118791,-0.0022766005882353113,-0.004087832941176428,-0.005356065882352989,-0.0060256117647058405,-0.006462068823529454,-0.0065213494117646875,-0.006187468823529441,-0.005680913529411802,-0.004913428823529464,-0.003111911176470694,-0.0006895594117647952,0.0019311758823529757,0.004332654705882399,0.006118347058823581,0.007826820588235361,0.009302940000000148,0.010515758235294048,0.011684635294117673,0.012715117647058738,0.013250971176470505,0.013518329411764674,0.013601102352941152,0.013492517058823428,0.01313282176470576,0.012520739999999864,0.011187735294117596,0.008469934117647016,0.0067834688235293705,0.004773908823529349,0.0035706541176470097,0.003100667058823503,0.002832932941176425,0.0021860123529412467,-0.0009278188235293805,-0.010508292352941095,-0.022311653823529343,-0.03531813994117644,-0.04932681641176467,-0.06372798123529402,-0.07815511805882341,-0.09277905417647048,-0.1065678659411764,-0.11925011323529408,-0.13222436894117645,-0.145862388117647,-0.15982696676470584,-0.17487951311764702,-0.19086343300000003,-0.20643305241176477,-0.21895263711764712,-0.22249957888235294,-0.21715228447058826,-0.20794133111764707,-0.19626733541176472,-0.1831588,-0.16944311600000003,-0.1552358354117647,-0.14080739400000003,-0.1270509788823529,-0.1138276026470588,-0.09995893129411763,-0.08606661076470587,-0.07175459488235295,-0.0566453902352941,-0.04128449976470586,-0.026514446705882343,-0.014257347058823526,-0.008405176470588242,-0.005049567823529423,-0.0030958406470588326,-0.002118149058823543,-0.0015373250588235285,-0.0011861383345588283,-0.0012108361960784311,-0.0011892654243697703,-0.0011882663574660848,-0.0010756025049019693,-0.0008321808716577617,-0.0006284943705882479,-0.00046701400653595404,-0.000415653888888895,-0.00028604753594771437,-0.00023215247712418674,-0.00021163012418300153,-0.0001419489477124114,-9.56418300653572e-05,-8.782224183005727e-05,-0.00012931577124182525
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
