UniprotID	Q96PC5-11
pNuLoCScore	0.25832807888888887,0.270270177,0.2760112572727273,0.27638961916666666,0.27531080076923076,0.27909930285714285,0.28076439333333336,0.28264733625000005,0.28457122235294124,0.27648870470588244,0.2769888670588236,0.2828822164705883,0.28973375764705883,0.3001253182352941,0.3122229952941176,0.3212208094117647,0.3231859747058823,0.3238033129411764,0.32328095176470584,0.3258556676470588,0.3321345217647058,0.3399253958823529,0.3440749747058824,0.34929880823529413,0.3505941729411765,0.3589275376470588,0.36849786705882354,0.3784532447058824,0.3869254647058823,0.39726425882352934,0.40455278647058823,0.41375025,0.42141175823529403,0.4288547323529411,0.4376068558823529,0.4448461747058823,0.4518879788235293,0.4584971435294117,0.4647427176470588,0.4710619252941176,0.47774182647058827,0.48794248647058824,0.4897602588235294,0.49151732647058827,0.49214555117647063,0.49241567235294115,0.4917855317647059,0.49238497882352944,0.4922258394117648,0.49219154058823533,0.49224322647058827,0.4921146029411765,0.49205123588235294,0.4920019505882353,0.49224795529411763,0.4933266352941177,0.4952105082352941,0.49627289352941184,0.4941059964705882,0.49290544470588243,0.49317815352941174,0.49315921705882354,0.4952773382352941,0.4974007435294117,0.49898072588235287,0.5012715552941176,0.5039085364705883,0.505807808235294,0.5079139052941176,0.5093723994117648,0.5106579847058823,0.5115483805882353,0.5119937217647059,0.511563595882353,0.5123227882352941,0.5168225382352941,0.5215289611764705,0.5233797435294116,0.5259775411764704,0.5277586529411764,0.5290534094117647,0.5312651035294118,0.5322456823529412,0.5328764270588235,0.5339693447058823,0.5348941229411766,0.5365453088235296,0.5380411676470589,0.5441526811764708,0.5513349111764707,0.5592034052941176,0.567234044117647,0.5729552676470588,0.5785044676470588,0.5839500052941177,0.5887449223529412,0.5931753164705882,0.597890454117647,0.6023764247058823,0.6067187188235293,0.611126654117647,0.6156786364705882,0.6194598288235293,0.621908015882353,0.6241862611764706,0.6220990399999999,0.6180920688235296,0.6126863135294117,0.6064247529411765,0.6024033352941176,0.5982904682352941,0.5949364600000001,0.5928270547058824,0.5907705547058822,0.5886348641176471,0.5863349323529413,0.5843152541176472,0.5817830364705883,0.5793195805882353,0.5771888652941177,0.5721846158823529,0.5719240382352941,0.5720521735294116,0.5723220229411765,0.5734184194117647,0.5753290782352941,0.5770109958823529,0.5789918817647058,0.5809442170588236,0.5825014694117646,0.5842500547058823,0.5862298429411765,0.5885160311764706,0.5911581364705882,0.5937545364705883,0.5964704982352942,0.599241181764706,0.6058734023529412,0.6083641700000001,0.6103229435294119,0.612572902352941,0.6145564111764705,0.6160414970588235,0.6168623752941177,0.617369674117647,0.6179372329411764,0.6185860947058823,0.6188389623529412,0.6189750652941176,0.6190078058823529,0.6188377494117647,0.6190675905882354,0.6160980176470588,0.61525492,0.6137702876470589,0.6116027382352941,0.6093283882352941,0.6071633529411764,0.6053535770588235,0.6040822064705883,0.6037403811764707,0.6032786411764707,0.6024196529411766,0.6013720235294118,0.6001311882352942,0.5988654029411764,0.5977086452941177,0.5966380941176472,0.5955185588235296,0.5975985023529411,0.5977781200000001,0.598667231764706,0.5999809988235295,0.6013301694117648,0.6025695611764705,0.6032911870588235,0.6033663188235294,0.6029802247058823,0.6028855211764705,0.6030090741176469,0.6034013858823528,0.6039762976470587,0.6044668476470588,0.6047441847058824,0.6027497358823529,0.5976954164705883,0.5927143282352941,0.5897125576470588,0.5870578694117647,0.5844563341176471,0.5817312223529412,0.5792060776470588,0.5768524029411765,0.5746839070588236,0.5728343047058824,0.5714827435294119,0.5701310494117647,0.5685783788235294,0.5673414935294117,0.5665015435294117,0.5661625929411764,0.5682123482352942,0.5733178294117647,0.5784316494117647,0.581470094117647,0.5843913235294118,0.5872698705882353,0.5902862805882352,0.5931581394117645,0.5960300452941175,0.5989108394117646,0.6015459570588235,0.6037692558823529,0.6060612288235293,0.6084988170588236,0.610487414117647,0.6115500223529411,0.6137846435294116,0.61636212,0.6190847111764706,0.6224040088235295,0.6250361323529413,0.62742835,0.6295002852941177,0.6313247376470589,0.6327694517647059,0.6339044264705882,0.6345462752941176,0.6349268894117647,0.635354722352941,0.6356829376470587,0.6358810376470587,0.6361094435294118,0.6366775741176471,0.6357244770588234,0.6342617717647059,0.6327545835294117,0.6304612011764705,0.628729258235294,0.627168758235294,0.6257716994117648,0.6246063694117647,0.6237735964705883,0.6232163082352942,0.6230362611764706,0.6230590335294117,0.62301841,0.6229780747058825,0.6187176782352941,0.6164218923529413,0.6157668335294119,0.6152997752941176,0.6152556194117649,0.6153656252941176,0.6155326688235294,0.6160367847058824,0.6162885494117647,0.6165516705882352,0.6165153464705881,0.6166160817647058,0.6167698429411764,0.6169154723529412,0.6169617529411765,0.616952755882353,0.6168918011764707,0.6210226152941177,0.6231331211764707,0.623721355882353,0.6240051170588236,0.6238912876470589,0.6235237111764707,0.6231116441176471,0.6224325364705884,0.6219327870588236,0.6214298217647058,0.6210918252941177,0.6205856488235293,0.6199661564705882,0.6193812211764707,0.6188707976470588,0.6179907182352942,0.6170300788235294,0.6155543552941176,0.6145543529411764,0.6139393323529412,0.6135696088235294,0.6132487482352942,0.6130022164705883,0.6124642664705883,0.6114683329411765,0.6106065705882352,0.6100665205882352,0.6093714282352941,0.6083317635294118,0.6071518064705883,0.6058848594117647,0.6044769923529411,0.6034663847058823,0.6027336347058823,0.6026499052941175,0.6020674252941177,0.6013233900000001,0.6004500488235294,0.599544974117647,0.598628966470588,0.5980654400000001,0.5978938635294118,0.5974802870588235,0.5967854223529412,0.5962862029411765,0.5960180676470588,0.5957395305882353,0.59447058,0.5934275470588235,0.5926301805882352,0.5914976482352943,0.5904896070588236,0.5891515988235295,0.5877809305882353,0.5862773894117647,0.5849455658823528,0.5834558323529411,0.5820619088235294,0.5808382970588234,0.579576438235294,0.5779538441176468,0.5762355852941176,0.5744672011764705,0.5727326182352941,0.5721589235294118,0.571574994117647,0.5706139388235295,0.5697592423529412,0.5687489094117646,0.5682626717647059,0.5676847811764705,0.5671845870588235,0.5664981223529412,0.5659212858823529,0.5651213723529412,0.5641840135294118,0.5634016076470588,0.5627953135294118,0.5622784429411765,0.5597882417647059,0.5618762852941177,0.5648148717647059,0.5723275229411765,0.5797910582352941,0.5857143047058823,0.5910910294117647,0.5959573699999999,0.6004472464705882,0.6044522288235294,0.60810187,0.6113328764705883,0.6143610958823529,0.6169845688235294,0.6195489252941178,0.6221102052941176,0.62424587,0.6285186988235294,0.6280117282352942,0.6266239752941176,0.6203955982352941,0.614099171764706,0.6094166482352942,0.6052539505882353,0.6015851164705883,0.5981295694117649,0.5950347788235294,0.592204043529412,0.589773981764706,0.587627187647059,0.5859115441176472,0.584097458235294,0.5806537929411766,0.577527534117647,0.5739764223529411,0.5710313005882353,0.5682963929411765,0.5658642776470589,0.5638899017647059,0.5619451047058823,0.5600915552941176,0.5581773864705883,0.5565531770588236,0.5551623235294117,0.5538335564705883,0.5525145211764706,0.5510411035294117,0.5496494411764706,0.5484864470588233,0.5490796088235295,0.5498073441176471,0.5509650452941177,0.5518063300000002,0.5524188082352941,0.5528397123529412,0.5528742305882351,0.552881498235294,0.5528905535294117,0.5529698141176471,0.5529880235294117,0.5528846205882353,0.5527086500000001,0.5524967764705883,0.5524248764705882,0.5520342770588236,0.5511702535294117,0.55053493,0.5494782535294117,0.5487544264705881,0.5483549635294116,0.5475828164705882,0.5468462182352941,0.5462269223529411,0.5458218252941176,0.5454479547058824,0.5451499764705882,0.5448846529411766,0.5446627294117647,0.5444803358823529,0.544285688235294,0.5439764152941177,0.5439392147058824,0.54442477,0.5447226323529412,0.5454583676470588,0.5458480652941176,0.5458211623529411,0.5461906005882352,0.5466615270588235,0.5472173717647058,0.5476135188235293,0.547910998235294,0.5481381217647059,0.5482191394117648,0.5482992747058824,0.5484400529411765,0.54940678,0.5502097823529413,0.5507943882352941,0.5510406705882352,0.55119642,0.5513087435294117,0.5512686105882353,0.5513590588235294,0.5514671205882353,0.5518630058823528,0.5521900847058824,0.552432464117647,0.5525514452941178,0.5527027488235293,0.55293969,0.5531938641176471,0.5533535170588236,0.5527145288235296,0.5522628700000002,0.5520009382352943,0.5519996517647059,0.5520153164705883,0.5519444811764707,0.5519928223529411,0.5519795770588236,0.5519006694117646,0.5514981711764705,0.5511393923529412,0.5508416364705881,0.5507087582352942,0.5505555782352941,0.5503861017647058,0.5515022476470587,0.5528453341176469,0.5540575870588235,0.5553722694117648,0.5566955952941177,0.5578318558823528,0.5590695147058823,0.5603934011764705,0.5618252835294117,0.5631908188235295,0.564345438235294,0.5653914505882353,0.5664183917647059,0.5672871505882353,0.5680383182352942,0.568706261764706,0.5693338264705883,0.5685932535294117,0.5674705552941176,0.5665204611764706,0.5654961376470586,0.5643928276470588,0.56341656,0.5623962811764707,0.5614041123529413,0.560315235882353,0.5593083964705882,0.55848412,0.5577230941176471,0.5569604688235292,0.5563702570588234,0.5558639599999999,0.5553469070588237,0.5549747694117647,0.5543309264705882,0.553919544117647,0.5535133264705883,0.5536023176470589,0.5534582394117649,0.5534212129411766,0.5533933623529412,0.5533816835294119,0.5533041035294118,0.5531415311764707,0.5529195529411766,0.5528447647058823,0.5528088311764706,0.5528442976470588,0.5531134741176471,0.5536172188235295,0.5540733741176471,0.5548380170588235,0.5555776305882352,0.55616034,0.5562720664705882,0.5567214817647059,0.5571548017647059,0.5575353076470588,0.5578537452941177,0.5582261076470587,0.5588281900000001,0.55951547,0.5600654170588236,0.5605824547058824,0.5615785923529412,0.561787235882353,0.5616938182352942,0.5606312905882352,0.5597006670588236,0.5589963594117647,0.5587709941176471,0.5587380470588235,0.5588194470588235,0.5588831117647058,0.5590927470588235,0.5593398211764706,0.559741285882353,0.5600639152941177,0.5604792488235295,0.560908275882353,0.5613571852941178,0.5613219576470589,0.5618714905882354,0.5626076905882353,0.5642792852941175,0.5658364064705883,0.5672237270588234,0.5682505888235293,0.5691482982352939,0.5698467370588234,0.5703634782352941,0.5708180988235293,0.5712598111764705,0.5716017817647058,0.5719098699999999,0.5721421817647059,0.57365959,0.574698407647059,0.5758124511764707,0.5770426711764706,0.5782653770588235,0.5794858452941176,0.5805784300000001,0.5815788094117648,0.5826231270588235,0.5835871764705882,0.5844277258823529,0.5854519,0.5864790323529413,0.5874738752941177,0.5884417164705882,0.5894280947058823,0.5903439476470589,0.589983504117647,0.5900517805882354,0.5899655135294116,0.5897593111764705,0.5895373876470588,0.58932468,0.589192291764706,0.5890640723529412,0.5888507452941178,0.5886755494117648,0.5886767905882353,0.5886551552941175,0.5885468435294117,0.5884522905882353,0.588327151764706,0.5886549794117648,0.5887913382352942,0.5886721582352942,0.5883434847058824,0.5880874529411766,0.5882561294117649,0.588700194117647,0.5889761723529412,0.5890962958823529,0.5891686094117646,0.5891669441176469,0.5891255576470588,0.5890922988235294,0.5890845694117647,0.5890465023529412,0.5889261288235295,0.5888288382352941,0.5882362888235294,0.5879113182352942,0.5878223476470589,0.587941385882353,0.5879962323529412,0.5876315911764705,0.586949255882353,0.586368424117647,0.58595443,0.585580818235294,0.585308151764706,0.5850799076470589,0.5849332223529412,0.5847401811764705,0.5846085035294118,0.5871698447058823,0.589634474117647,0.5920784152941175,0.5944768682352941,0.596598274117647,0.5983521976470588,0.599797824117647,0.6011344023529412,0.6022721635294118,0.6033435247058824,0.6043900541176469,0.6053773658823529,0.6063675776470587,0.6071159923529411,0.6076785870588235,0.6082919311764705,0.6090813670588234,0.6074879311764706,0.6061339370588235,0.6049226723529411,0.6038453429411765,0.6031244723529411,0.602906084117647,0.6032022135294117,0.6037573294117647,0.6045869947058824,0.6055671711764705,0.6066175594117648,0.6077719535294117,0.6089765035294117,0.6104447329411764,0.6120531647058823,0.614508788235294,0.6156140323529411,0.6167338770588235,0.6185040623529412,0.6201913335294117,0.6218649511764707,0.6234840647058824,0.6250625623529411,0.6267669052941178,0.6280283429411765,0.629130765882353,0.6301447952941177,0.6313640676470588,0.6325542999999998,0.6337351147058824,0.6348950705882351,0.6359888058823531,0.6361373405882353,0.6374542052941177,0.6386954723529412,0.6392548970588235,0.6399019341176471,0.6404286047058824,0.6409383735294117,0.641365493529412,0.6414502405882354,0.6417825852941178,0.6422218182352942,0.6427045711764707,0.6429210341176472,0.6431527723529412,0.6433683582352941,0.6437461788235295,0.643825111764706,0.6435044247058824,0.6430503364705884,0.6430391282352943,0.6430924005882355,0.6429952005882353,0.6429636158823528,0.6430324470588233,0.6430400882352941,0.6430027688235295,0.6429827100000001,0.6429071923529412,0.6428398747058823,0.6428051217647058,0.6428266541176472,0.6428350652941175,0.6426766417647058,0.6428433,0.6434506923529412,0.6441942856249999,0.6443653846666666,0.6443413907142856,0.6443742976923077,0.6443505841666667,0.6441724527272727,0.644076728,0.6440502200000001
pNuLoCDScore	0.026243143464052376,0.01816062581699357,0.018660788169934717,0.024554137581699442,0.031405678758169964,0.041797239346405224,0.053894916405228754,0.0628927305228758,0.06485789581699342,0.053533135941176424,0.04726969449197854,0.049466048480392155,0.05682372099547506,0.060826093025210026,0.06331058137254902,0.06665147198529409,0.06602295058823526,0.08243883294117638,0.09150899999999995,0.09557102823529406,0.09719170705882346,0.09713894058823525,0.09232979117647061,0.09252944058823531,0.09822578352941175,0.10505141941176466,0.11432590411764704,0.11899050705882347,0.11975345705882351,0.1185717476470588,0.12066774294117644,0.12176311705882348,0.12714765352941176,0.12901494882352943,0.12126239176470588,0.11306408176470589,0.10522008647058834,0.09515141352941181,0.08723274529411768,0.07863472882352945,0.07081408117647076,0.06333680823529425,0.054636370588235394,0.0472684282352942,-0.05978296313071904,-0.07426602607189547,-0.08738130430718957,-0.09804513842483663,-0.10134826901307191,-0.1068323625424837,-0.11182328960130722,-0.11682353077777781,-0.11727965371895428,-0.1066683167647059,-0.09591040620855613,-0.08578979373529406,-0.07666569628054296,-0.06857190802100835,-0.06093276526666663,-0.053664687694852886,-0.04789572464705874,-0.0307663146470588,-0.015675017588235293,-0.0032873581764705784,0.0014366753529412024,0.0075744135882353375,0.014404854176470597,0.02166864123529412,0.0255583235882353,0.029788460647058812,0.03163906417647057,0.032501299470588205,0.033462370647058814,0.034172112117647035,0.03481490682352939,0.034366682941176424,0.03428843235294113,0.033730602941176455,0.032764951764705855,0.03278497529411763,0.032907884117647015,0.033893151764705864,0.03344620235294114,0.03261968235294119,0.03052381411764704,0.027380198235294112,0.02586648117647064,0.024202060000000025,0.022852824117647053,0.021440045294117666,0.019797462941176458,0.018872922352941218,0.017535304705882382,0.017022760000000026,0.017913110000000038,0.01725549000000004,0.015200997647058845,0.013031162941176455,0.011452319411764778,0.00936720588235293,0.006780876470588254,0.004787335882352944,0.0035917147058823207,0.0017635582352940882,0.00013107882352941802,-0.0007714399999999566,-0.0018977794117646385,-0.0029866564705882392,-0.0035441994117647313,-0.00465565176470592,-0.007779871764705931,-0.010212478823529464,-0.010499795882352975,-0.009316464117647083,-0.008119973529411822,-0.00694279705882353,-0.00499142176470585,-0.002206045882352875,-0.00011039823529410131,0.001878475294117693,0.0036711717647059106,0.004805891764705861,0.005522819999999984,0.006233462941176465,0.009492288235294133,0.011938591176470614,0.016339716470588267,0.020181185882352987,0.023550084117647085,0.02536324176470589,0.02656918058823529,0.02847164294117646,0.030345985882352877,0.03190136882352937,0.033158524117647026,0.034649210000000014,0.03546313588235295,0.03616239058823534,0.03735287470588239,0.038604613529411774,0.03727725941176474,0.03359876705882353,0.029787059411764738,0.02647385235294117,0.024005222941176463,0.02139857705882356,0.019268878235294135,0.01709977882352945,0.014202823529411823,0.011000277647058826,0.00775168882352939,0.004627921764705806,0.0021879958823528833,0.0006015211764704709,-0.0010373164705883287,-0.002930955882353009,-0.006040514117647083,-0.0068982535294117575,-0.007580317647058854,-0.007717606470588223,-0.008575458823529392,-0.009188704705882345,-0.00973906411764705,-0.010342527058823575,-0.010383615882352953,-0.009988377647058816,-0.009410731764705832,-0.008737188823529363,-0.008291843529411758,-0.008641612352941114,-0.009140178235294089,-0.009285310588235257,-0.007965082352941216,-0.005076290000000039,-0.0024168852941176544,-0.0005236888235294612,0.000714104705882318,0.0017090523529411372,0.0021619417647058548,0.002257380588235325,0.0022963964705882134,0.00222166176470584,0.0018517152941175952,0.00128381176470585,0.0008066076470588379,0.0005774129411764417,0.0005182647058823708,0.0004065835294118081,0.002429808235294151,0.0018205911764706817,0.0003575070588235918,-0.0003404647058823096,-0.00017157823529409533,0.0007283335294117621,0.002020662352941155,0.0036157558823529112,0.005447876470588198,0.007035385882352918,0.008858269411764708,0.010922327058823511,0.013108775294117608,0.015263804117647023,0.01737199235294115,0.019475422941176435,0.01937284235294115,0.018272063529411686,0.019120053529411707,0.020302865882352916,0.02057493882352937,0.019954588823529407,0.018829511764705903,0.017582159999999986,0.016333564705882375,0.015254307647058873,0.014058626470588281,0.012747235882352964,0.011253593529411798,0.009670355294117694,0.007942906470588262,0.006098088235294119,0.0016109900000000343,-0.00031976235294114974,-0.0026641558823528866,-0.005503848235294068,-0.007829432352941146,-0.009643408823529376,-0.011282147647058788,-0.012767939999999978,-0.014345660588235276,-0.01579705176470586,-0.017247802352941155,-0.01862321882352941,-0.019833741764705898,-0.020929754705882347,-0.021800850000000038,-0.02246024470588237,-0.020337139411764765,-0.015993029411764753,-0.012806229411764763,-0.0105409329411765,-0.008522987058823539,-0.006740673529411795,-0.0047290252941176725,-0.002528627058823535,-0.0005410370588235514,0.0012401852941175961,0.0029399264705882167,0.004532438823529383,0.006143015882352942,0.007596596470588218,0.00889663235294122,0.009911187647058867,0.012051296470588307,0.01138369000000003,0.010704000588235313,0.010411260000000006,0.010232977647058883,0.010034536470588273,0.009719640588235323,0.008897338823529444,0.00801610058823532,0.0071460864705882865,0.006435704117647045,0.005761449411764735,0.005029012352941203,0.004360627647058829,0.0037275770588235113,0.003256711176470556,0.0015550776470587835,-0.001254474705882358,-0.0035369605882352995,-0.005060846470588243,-0.00615838058823534,-0.007051709411764723,-0.007722158823529446,-0.0080355217647059,-0.007921832941176488,-0.007596049411764755,-0.007231928823529465,-0.006913819411764749,-0.006630333529411808,-0.006395449999999997,-0.006281038235294134,-0.0061306017647058675,-0.004070642941176428,-0.0023811047058823476,-0.0017931064705882238,-0.0018158182352940866,-0.0022071211764705667,-0.002783420588235247,-0.003403236470588239,-0.003956893529411726,-0.004625681176470581,-0.005636941764705888,-0.006606193529411775,-0.007452511764705877,-0.008223085294117638,-0.008844203529411787,-0.009224664705882346,-0.009607580000000004,-0.012058388823529442,-0.014740205294117653,-0.014743017647058848,-0.013670725882352991,-0.012474822941176467,-0.01109342764705884,-0.009705011176470546,-0.008610025882352934,-0.007844648823529365,-0.0069427999999999435,-0.006064381176470485,-0.005364662352941113,-0.0048389123529411215,-0.004417244705882312,-0.004236330588235332,-0.0041483723529411876,-0.0034264947058823825,-0.0015789270588235926,-0.002091100588235306,-0.003499715882352955,-0.00497963764705886,-0.006442441764705931,-0.007849087647058856,-0.009015747647058897,-0.010030750588235327,-0.011038422941176518,-0.012119480000000071,-0.012959380000000048,-0.01369645176470588,-0.014338711176470592,-0.014851288823529374,-0.015247813529411763,-0.016186246470588223,-0.016808156470588198,-0.015884951764705862,-0.014427542941176486,-0.01295428294117651,-0.0115196588235294,-0.010057082941176493,-0.008812461176470554,-0.0070738435294117885,-0.005241245294117625,-0.00354495941176472,-0.0019600888235293823,-0.0004026429411764787,0.0011076876470588193,0.002543745294117661,0.003860471764705914,0.004634577647058824,0.005983620588235317,0.00619547294117645,0.006008405882352963,0.005985760588235328,0.005719152941176475,0.005386722352941187,0.004871959999999953,0.003923305882352929,0.0023343705882352683,0.0008035023529412155,-0.0005367641176470817,-0.0018515499999999796,-0.003134691176470583,-0.004416624117647039,-0.0056567029411764835,-0.006308531176470594,-0.006497824117647072,-0.0064903464705881875,-0.006306967058823526,-0.006461238235294098,-0.006499902941176472,-0.0064774882352940655,-0.006328604117646991,-0.006065006470588219,-0.005291883529411734,-0.004422627058823542,-0.0036613205882352617,-0.0029076288235294623,-0.0022112705882353367,-0.0015230664705882524,-0.0007634023529411726,0.0007439994117647286,0.0014239217647059044,0.0020374805882352742,0.0020263758823529654,0.0022477664705882194,0.0026472723529411546,0.0028361299999999645,0.003171512352941136,0.003456726470588256,0.003769152941176468,0.004058975882352961,0.0041620376470588305,0.004113744705882411,0.004061212941176506,0.004099185294117624,0.004093931764705877,0.0033553205882352888,0.0021440252941176408,0.0012592941176470251,0.0007772617647058278,0.0005185699999999682,6.52005882352813e-05,-0.00042717470588235495,-0.000914847058823498,-0.001509307058823517,-0.002058196470588247,-0.0025530305882353332,-0.003026460000000064,-0.0032632858823530286,-0.003346901176470657,-0.003414689411764704,-0.0035308858823529243,-0.0032881417647058486,-0.0023673411764705554,-0.0016933735294117347,-0.001164622352941097,-0.0010121288235293568,-0.0009127082352940741,-0.0007229641176470236,-0.0004505011764705802,-0.0001038005882353088,0.00030830176470589277,0.000646729411764746,0.0009136647058823888,0.00119447176470594,0.0013970229411765234,0.0015971552941176637,0.0018181335294117362,0.0016420458823529216,0.0011291835294117425,0.0006059941176470296,0.00021975647058819492,5.344647058821983e-05,0.00016690294117646665,0.00039614294117643056,0.00048503058823526346,0.0004482823529411706,0.0003145158823529559,0.00016814117647059867,0.00013412529411768737,0.00012866470588238088,4.255411764708672e-05,-8.033823529410289e-05,-0.00023093470588234077,-0.0006545258823529576,-0.0009424282352941127,-0.000930424117647044,-0.0008464252941176587,-0.0008043717647058801,-0.0009515976470588217,-0.0012556935294117388,-0.0015906294117647157,-0.0018022611764705876,-0.0019432594117647084,-0.002075472352941199,-0.0022505388235294355,-0.002522485882352987,-0.002791657647058826,-0.00306513352941179,-0.003325252352941177,-0.0032538423529411553,-0.002652572352941196,-0.002018968823529421,-0.0017564294117646817,-0.0016692576470588028,-0.001592021764705881,-0.0014263899999999718,-0.0011812941176470027,-0.0008687523529411489,-0.0005868623529411976,-0.0003059000000000256,9.536764705880829e-05,0.0005674058823529338,0.0010986094117646783,0.0016501094117647164,0.002195048823529444,0.0025791041176470575,0.002887700000000021,0.0026380952941176816,0.0025329082352940624,0.002490646470588165,0.002535839999999956,0.0024895658823528843,0.0022106917647058133,0.00189493941176469,0.0015415088235293806,0.0011530011764706027,0.0006965405882352893,0.00016545058823527747,-0.000374823529411733,-0.0009542788235293864,-0.0015058417647058897,-0.0019100947058823259,-0.0024310211764705936,-0.0028994117647059003,-0.002988884117647028,-0.0029940335294117437,-0.0029991088235294394,-0.0029838882352941354,-0.0027827288235294234,-0.002447929411764721,-0.0021496429411764217,-0.0017452317647058402,-0.0013228517647058957,-0.0008863605882352688,-0.0005032788235294627,-0.0001348158823529788,0.00021532941176466425,7.522294117642825e-05,-0.00012804529411766796,0.0003052247058823454,0.0005390382352940815,0.0008213323529411565,0.0013722641176471262,0.0020784494117647156,0.002820211176470633,0.0033619288235293976,0.003940132352941161,0.004316054705882311,0.0046120588235294135,0.004930605294117624,0.005292101176470609,0.00564239941176467,0.005977970588235265,0.00677491999999999,0.008092621764705904,0.008961464705882355,0.009313057647058864,0.009442423529411853,0.009173210000000043,0.008445636470588297,0.007528709411764756,0.006521909411764754,0.005570340588235301,0.004803504705882394,0.004292880000000054,0.0037766370588235565,0.00324524764705883,0.0027277523529412318,0.002298717058823563,0.001984120588235272,0.0015066335294117439,0.0009423647058823259,0.000888907058823496,0.0008888558823528792,0.001001059999999887,0.0014579111764705388,0.002103337647058723,0.002890444117647023,0.0037271664705882113,0.004530359999999928,0.0051816864705881704,0.005735956470588194,0.006301401176470572,0.006818747647058809,0.007135223529411816,0.007365938823529483,0.0071184058823529905,0.006644117647058884,0.006122802352941242,0.005580766470588305,0.005148207058823628,0.0046765041176470845,0.00416390411764711,0.0036526305882353116,0.003059676470588274,0.0024940776470588344,0.0019011364705882883,0.001332491176470607,0.0007930976470588436,0.00030791647058822647,6.164705882327759e-06,0.00020805176470584108,0.0005885664705881644,0.0011736152941176081,0.0016894917647058694,0.0023007411764705554,0.002713030000000005,0.0030972017647059036,0.0034880347058823535,0.0038171229411764485,0.004142635294117625,0.0044493994117646984,0.004760905294117601,0.005077337058823489,0.005322233529411746,0.005528881176470574,0.005703183529411737,0.005383256470588238,0.0045990300000000595,0.003811096470588249,0.003191828823529419,0.002543152941176463,0.0019945511764705715,0.0015581452941176022,0.0011327841176470843,0.0007405123529412028,0.00036400294117647225,1.1493529411821246e-05,-0.00032834411764701144,-0.0006769864705881701,-0.0009890317647058555,-0.0012247364705881836,-0.001438879999999948,-0.0018750382352940853,-0.0018142535294117523,-0.0015079529411764492,-0.0014282705882352753,-0.0014702747058823462,-0.0014652947058823307,-0.001573844117647022,-0.0016214341176471192,-0.0016663294117646998,-0.001710593529411747,-0.0017747535294117267,-0.001875134705882353,-0.0019925688235294114,-0.0021337694117647132,-0.0022762852941176914,-0.002456255294117693,-0.0024312352941176507,-0.002332301176470597,-0.0023830105882353125,-0.002453798823529474,-0.002280595294117671,-0.001943742941176524,-0.0015663211764706253,-0.001177025882352939,-0.0007982276470588634,-0.0004159076470588441,-4.656764705887606e-05,0.00031426882352939,0.0007078499999999821,0.0011137770588235396,0.00153501411764706,0.0019837747058823463,0.0022590229411764418,0.0025429447058823162,0.0024263517647058475,0.0023144688235293975,0.0022675294117647238,0.0023274129411764433,0.0026092611764705342,0.0029701264705882247,0.0033928229411765154,0.0038744800000000135,0.004404344705882357,0.005078471176470589,0.005975997647058806,0.007016148823529356,0.008075271764705877,0.009139959411764709,0.010372548823529393,0.011570990000000003,0.01304008000000001,0.015066448235294155,0.016967467058823543,0.0183920952941177,0.019186872941176547,0.01954845764705887,0.01973315058823527,0.019732927058823485,0.019589942352941175,0.019278465294117614,0.018676467647058853,0.01782144411764708,0.016705780588235297,0.015528337647058799,0.014129148235294126,0.013569254117647034,0.012988841176470617,0.011903373529411732,0.010716298823529424,0.009587771764705877,0.00871234882352942,0.008182901764705874,0.007940265294117621,0.007868647058823591,0.008002561764705901,0.008125419411764756,0.00830409705882354,0.00855746352941178,0.008929301764705938,0.009373380588235392,0.010042777647058881,0.009883340588235368,0.008869670000000024,0.008110943529411802,0.007438179999999961,0.006905261764705906,0.006564181176470563,0.006256600000000029,0.005763601176470595,0.00508955117647053,0.004192591176470528,0.003242544705882311,0.0023711864705882046,0.0015837282352940962,0.0008956535294116774,0.00018395411764698943,-0.000623701764705914,-0.001773807647058867,-0.001782325882352942,-0.0019250164705882922,-0.001975607647058869,-0.002073151764705905,-0.0022179111764706327,-0.00241701882352946,-0.00257030613970588,-0.0025702850196078486,-0.002525784411764681,-0.002398207782805445,-0.0023232074509804135,-0.0023169342245989433,-0.0023760368235293816,-0.0024534544444444195,-0.0022257203267973813,-0.0018443856209150178,-0.0015417015032679893,-0.0013129897385620315,-0.0012114209150326238,-0.0011013626797385656,-0.001001384444444392,-0.0009285650326797124
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
