UniprotID	Q8TAF3-3
pNuLoCScore	0.3662809388888889,0.36468334500000005,0.35841528363636366,0.3531789825,0.3491006584615385,0.34745006142857143,0.3470012573333333,0.348764861875,0.3516847052941176,0.3503701676470588,0.3511108376470588,0.35520466176470583,0.3626346470588235,0.3643828158823529,0.3695297217647059,0.37575930647058825,0.38271936764705883,0.390523655882353,0.39795930647058836,0.4082802594117648,0.41964808352941185,0.43057159352941177,0.4403518894117648,0.4498384229411765,0.4648910111764706,0.4768637405882353,0.4865214135294118,0.4962076941176471,0.5059876835294118,0.5166028494117647,0.5280518905882353,0.5386370788235294,0.54839164,0.5576956788235293,0.5661574017647059,0.5756565688235294,0.5850767176470588,0.5932600623529412,0.6014158794117647,0.6087067364705883,0.614128244117647,0.6125692011764706,0.6133685035294119,0.615278491764706,0.61756209,0.6182126752941176,0.6194203929411765,0.619159822352941,0.6174169847058824,0.6157844823529411,0.6141605317647059,0.6127531041176469,0.6123542958823529,0.613265294117647,0.6142497447058823,0.6163788664705883,0.6300600105882354,0.6450534047058825,0.6576349047058825,0.6690001535294118,0.6799289905882353,0.6916102552941177,0.7035845794117648,0.7157809970588236,0.7285864552941178,0.7419229947058824,0.7548803735294118,0.7681517335294119,0.780647735882353,0.7921874029411766,0.802599345882353,0.8133845164705884,0.8230960164705885,0.8217314623529413,0.8203048682352942,0.8203696858823532,0.8192641288235295,0.8177070623529412,0.8170013447058824,0.8166022647058825,0.8158913882352942,0.814939974117647,0.8135165782352941,0.811983184117647,0.8090915488235295,0.8068994464705883,0.8049267464705883,0.8033959582352942,0.7990318405882353,0.7936809976470588,0.7894840076470588,0.7822412723529412,0.7724596664705882,0.7656283488235294,0.7593483841176469,0.7513249705882353,0.7454869682352941,0.7403645917647057,0.7337411505882352,0.7264757005882352,0.7220702770588234,0.7179645264705883,0.7138989558823531,0.7096196323529412,0.7056598323529414,0.7044534500000001,0.7045211535294118,0.7028765535294118,0.7047566535294119,0.7095070241176471,0.7138864864705882,0.7178706664705883,0.723292168235294,0.7267817747058821,0.7292841747058822,0.7330842629411765,0.7380985911764706,0.7402012911764705,0.7430114470588234,0.7454109470588234,0.7527808511764706,0.7587357100000001,0.7646870570588234,0.7699799964705882,0.775282557647059,0.7799503400000001,0.7837304811764705,0.7878349447058824,0.7927096823529411,0.7971340000000001,0.8017393782352942,0.8063240764705882,0.8112094252941175,0.8157984923529412,0.8203093158823527,0.8249364564705882,0.8293593976470587,0.8289469347058821,0.8295761994117646,0.83002307,0.8310870699999999,0.8327364029411765,0.8346602088235295,0.8374624464705882,0.839206244117647,0.8406104088235296,0.8417561970588237,0.8426608794117648,0.843425457647059,0.844133953529412,0.8447469611764707,0.8455787258823532,0.8481190511764707,0.8493922747058825,0.8491232747058826,0.8490673923529414,0.8485568335294119,0.8474322,0.84588958,0.8444237211764707,0.8435157564705883,0.8426393505882351,0.841860562352941,0.8412112094117647,0.8403189211764706,0.8391045270588234,0.8377592605882351,0.836464572352941,0.8350103664705882,0.831965497647059,0.8302700588235294,0.8300959176470588,0.829414,0.8291505352941178,0.829389195882353,0.8300686364705883,0.8306040188235295,0.8302438494117647,0.8300426317647059,0.8297651294117647,0.82935432,0.8291973694117647,0.8291772723529411,0.8291897688235295,0.8263297335294117,0.8220402747058825,0.8175458335294119,0.8141561252941178,0.8103896347058824,0.8069393482352942,0.8027096047058825,0.7992271405882354,0.7963889111764706,0.794416865882353,0.7933398211764706,0.7922314976470588,0.7909418941176469,0.7898278411764705,0.7887440888235294,0.7878022935294119,0.7867058423529412,0.7888696541176471,0.7926085088235295,0.7966278770588237,0.7996410558823529,0.8029860264705881,0.8062628870588234,0.8101556129411763,0.8132925911764705,0.8158178435294117,0.8174878570588234,0.8187182982352941,0.8197601511764705,0.8209958894117646,0.8221310141176471,0.8232198505882353,0.82233139,0.8231524664705883,0.8234837311764707,0.8246433429411766,0.8269790488235294,0.8281200782352941,0.8287140982352941,0.8289054123529411,0.8290290441176471,0.8288136364705883,0.8276810694117647,0.8260529070588236,0.8240334776470588,0.8215680423529411,0.8179437541176471,0.8145661152941176,0.810860084117647,0.8079440547058824,0.8047935752941174,0.801778234117647,0.7973254323529412,0.7909242523529412,0.7845675970588236,0.7786636205882352,0.772650924117647,0.7675388823529411,0.7627414094117646,0.7583159588235294,0.75488192,0.751575275882353,0.7484537582352941,0.7462264141176471,0.7427982123529413,0.7395826452941178,0.7357362452941176,0.7315841541176472,0.7270904347058824,0.7231319976470589,0.7198680270588236,0.7180420152941176,0.7162325541176471,0.7147647329411765,0.71233894,0.7093201647058823,0.7061574623529413,0.7021312276470589,0.6990392223529412,0.6962729911764706,0.693734218235294,0.6921926494117646,0.6909322964705882,0.6918023082352941,0.6915428023529411,0.6917134541176471,0.6918916470588236,0.691880805882353,0.6912115235294117,0.690173358235294,0.6896584052941176,0.6896327117647059,0.6900182617647057,0.6910724011764705,0.6925332041176471,0.6932843299999999,0.6949410758823528,0.6951457335294117,0.6917770541176468,0.6903143011764703,0.6894633247058822,0.6898134576470587,0.6902502752941176,0.6911119017647058,0.6919907564705883,0.6934506564705881,0.6955383241176468,0.6977484535294116,0.7001898176470588,0.7028776376470587,0.7051489394117647,0.7064269335294118,0.7071739217647058,0.7064578211764706,0.7069048894117648,0.7106557011764707,0.7121322482352942,0.7130389423529411,0.7128305623529411,0.7124114576470588,0.7112312829411763,0.7100439305882352,0.707681904117647,0.7050477864705882,0.701916054117647,0.6984173688235294,0.6946259699999999,0.6911674558823531,0.6914933829411763,0.6926358917647057,0.6938288505882352,0.6950462947058823,0.6963504094117647,0.6979448470588235,0.6992249352941177,0.7007765882352941,0.7017751547058824,0.7033622270588235,0.7051598541176469,0.7079769923529412,0.7102772570588236,0.7120120894117647,0.7136349247058825,0.7156589300000001,0.7175764382352942,0.7164444641176472,0.7150953847058823,0.7139290094117647,0.7127039005882353,0.7112602617647059,0.7099616358823531,0.7088406394117648,0.7076409805882353,0.7071587394117649,0.706450741764706,0.7054563829411765,0.704132512352941,0.7030502947058824,0.7025034123529411,0.7019674476470588,0.701484054117647,0.6990398858823529,0.6952537270588235,0.6931102505882353,0.69040779,0.6880566588235294,0.6857078188235294,0.6819780011764706,0.6791160447058824,0.6769536329411766,0.6745081564705884,0.6722833152941177,0.670497091764706,0.668812297647059,0.6673034582352942,0.66594715,0.6646204352941175,0.6635618670588235,0.6647280394117647,0.6675604805882352,0.6684174241176472,0.6700586488235295,0.6717614058823529,0.6736372688235294,0.676417565882353,0.6774393894117646,0.6783339188235293,0.6795155776470588,0.6804450482352942,0.6809343482352942,0.6815493517647059,0.6820279323529411,0.6783516788235293,0.6762523052941176,0.6764726670588236,0.6783889982352941,0.6804091,0.6827108947058825,0.6845053764705883,0.6858906329411766,0.6878049958823531,0.6900068788235294,0.6932144729411764,0.6960865452941177,0.6991978805882354,0.7021342276470589,0.704936931764706,0.7074451341176473,0.7102113576470589,0.7168787052941178,0.7219254347058823,0.7237549470588235,0.72374608,0.7233714370588235,0.7228955517647059,0.7230280635294117,0.7235311694117648,0.723336245882353,0.7229684676470588,0.7224530794117647,0.721589571764706,0.7205781364705883,0.7197693952941178,0.7191593347058824,0.7207351723529412,0.7229332488235294,0.7254413864705882,0.72787881,0.7307058123529413,0.7329000794117647,0.7346829147058824,0.7360402794117648,0.7377165264705883,0.7396188970588236,0.7420665235294118,0.7448133652941177,0.7470836570588235,0.7487258394117647,0.7497275241176471,0.7504486652941177,0.7499037100000001,0.7462524488235295,0.74190824,0.7359001341176471,0.7304498223529413,0.7260765494117648,0.722079131764706,0.7183809570588237,0.7149384452941178,0.7111306270588237,0.7069685329411765,0.7025265917647059,0.6979486717647058,0.6937858152941176,0.6901706364705882,0.6869878852941175,0.6843941794117646,0.680506288235294,0.6755058882352943,0.6709172070588236,0.6677405658823532,0.6645603129411766,0.6607615123529413,0.6574015158823531,0.6540115752941177,0.650515945882353,0.6475669294117647,0.6450752270588236,0.6430008552941177,0.6412097452941177,0.6398106452941177,0.6381071623529412,0.6357177735294117,0.6332742005882352,0.6336234064705881,0.6365459147058822,0.6392861047058823,0.6421937635294117,0.6447557399999999,0.6471707488235293,0.6495982076470588,0.6525919994117646,0.6560873523529412,0.6591454611764707,0.6619381164705882,0.6644625205882353,0.6668205188235294,0.6688298482352941,0.6736348629411765,0.6796054241176471,0.6851978970588235,0.6901805788235295,0.6949775605882353,0.6998202523529412,0.7045431611764708,0.7093395023529413,0.7139123458823531,0.7182370364705883,0.722231771764706,0.7260049623529412,0.7293980388235295,0.7324158411764706,0.735349194117647,0.7381219147058823,0.7406067382352939,0.7405950794117646,0.7401433970588235,0.7397882229411765,0.739883744117647,0.7400156600000001,0.7399119411764705,0.7397421170588235,0.7394923288235293,0.739200038235294,0.7389036029411763,0.7385507558823529,0.738047624117647,0.7375636629411764,0.7370600347058823,0.7363321111764707,0.7280794376470588,0.720498137647059,0.7134416376470589,0.7071773494117648,0.7009009705882354,0.6951138117647059,0.6892177352941177,0.6830053564705882,0.6764254247058824,0.6701075835294117,0.6642398952941175,0.6588286011764705,0.6537484270588234,0.6490313858823529,0.6446895800000001,0.6406588864705883,0.6369677511764706,0.6409089894117648,0.6443345129411765,0.6473323011764707,0.649389365882353,0.6515682776470588,0.6533574364705883,0.6551293970588236,0.6572156229411765,0.659738995882353,0.6620429547058824,0.663799384117647,0.6651648252941177,0.66617558,0.6670837682352941,0.667754155882353,0.6668237752941176,0.6657597694117647,0.6659454588235294,0.6659339176470588,0.6656930529411764,0.665616784117647,0.6654752876470587,0.6651041817647058,0.664731474117647,0.6645115835294115,0.664133428235294,0.66353644,0.6631014417647059,0.6627630629411765,0.6624102647058824,0.6619424788235295,0.6618262405882354,0.6636601700000001,0.6656295994117647,0.6663349129411764,0.6675391188235293,0.6691403247058823,0.6708521141176469,0.672644834117647,0.6745540870588235,0.6765268576470588,0.6784309194117647,0.6804270135294118,0.682587415882353,0.6848798141176471,0.6871322635294117,0.6895441576470587,0.6939147023529412,0.6974818464705882,0.7009219017647058,0.7045417229411763,0.7083027405882353,0.7118409817647059,0.7153788035294119,0.7187584499999999,0.7219324382352942,0.7248807970588236,0.7275527441176471,0.7299385323529414,0.7324317205882354,0.73495473,0.7372714711764706,0.7393659847058823,0.7415296376470589,0.7416363523529411,0.7421180494117646,0.7421334276470588,0.7418026417647059,0.7411889123529412,0.7405903711764706,0.7398227788235294,0.7390765294117646,0.7384201176470588,0.7380001158823529,0.7377446335294117,0.737692434117647,0.7375488835294117,0.7373813623529412,0.7372388800000002,0.7376947047058824,0.7375120694117648,0.7377645135294119,0.7377156841176471,0.7377931664705882,0.7379971488235293,0.7383837623529411,0.7387623235294116,0.739177705882353,0.7393833941176471,0.7396108235294118,0.739787091764706,0.7400375800000001,0.7402192970588237,0.7403471805882356,0.7404285370588238,0.7404558841176472,0.739948595882353,0.7400235764705883,0.7397326176470588,0.7397462941176469,0.7396774576470587,0.7395127988235293,0.7391781676470588,0.7387396917647059,0.7381066476470588,0.7376679500000001,0.7372177029411765,0.7368241364705883,0.7363602952941178,0.73595951,0.7356228005882354,0.7364683905882353,0.7370886082352941,0.7375003876470588,0.7380333270588234,0.73851536,0.7390139658823529,0.7395887476470588,0.74002133,0.7402664182352942,0.7405302423529412,0.7408417688235296,0.7408395135294119,0.7404894076470588,0.7401342347058825,0.7399592264705884,0.7399135852941179,0.7399452341176472,0.7389483294117649,0.7382755723529413,0.7379610047058823,0.7375063123529411,0.7371775382352941,0.7368550617647059,0.7365800388235293,0.7364554799999999,0.736499168235294,0.7366403411764706,0.73685228,0.737103585,0.7377349173333333,0.7384215928571428,0.7389643415384615,0.7394242699999999,0.7397922190909092,0.7400165160000001,0.7401745144444445
pNuLoCDScore	-0.014596233594771302,-0.0159107712418301,-0.015170101241830103,-0.011076277124183076,-0.003646291830065429,-0.0018981230065360233,0.00324878287581698,0.009478367581699343,0.01643842875816992,0.025840310882352946,0.0395440228342247,0.05510127691176481,0.07054742506787337,0.08312153210084033,0.09335063207843147,0.10107356106617649,0.11320630588235298,0.12649357294117647,0.135410575882353,0.14100303235294126,0.14335303647058834,0.15222003352941182,0.15852216882352943,0.16287777235294115,0.16567227235294113,0.16717202294117633,0.1681980952941175,0.16737630941176462,0.16542863411764697,0.1626884688235294,0.16106398999999988,0.15886831352941178,0.1492372329411764,0.13570546058823535,0.12684709000000005,0.11907079764705886,0.11157440647058814,0.1016098258823529,0.09136850235294114,0.08052274352941158,0.0690253447058824,0.058088803529411814,0.048003130000000005,0.037096535294117494,0.027277578235294087,0.02000523176470581,0.012833865294117675,0.007672129999999999,0.01593176647058836,0.03248420352941184,0.04426640117647063,0.05372166176470583,0.06236690058823535,0.07339758000000007,0.08416418647058832,0.0966211747058826,0.11116947058823545,0.12613851235294127,0.14071984176470598,0.15539862941176497,0.16829344000000013,0.17892210882352966,0.1883496011764707,0.19700565000000014,0.19303600588235315,0.1766780576470588,0.16266996352941177,0.15136953235294137,0.1393351382352942,0.12609680705882353,0.1134167652941176,0.1008212676470589,0.08730493294117636,0.07301697941176455,0.05863620470588227,0.04383145058823512,0.028443812941176483,0.01471204352941169,0.0023274005882352178,-0.04874428290849675,-0.06686114190849674,-0.08329685643790852,-0.09210059267320264,-0.09832638208496734,-0.10293499479084971,-0.10441721790849676,-0.10380993708496736,-0.10320154667320264,-0.09210541745882356,-0.08328312452941178,-0.07621252722058823,-0.07041659671040723,-0.06555497655462185,-0.060873922294117644,-0.05673812531985294,-0.05238924111764706,-0.03352468811764708,-0.016406521058823537,-0.006879719117647058,8.565982352940621e-05,0.005165467235294121,0.007341188176470597,0.007468381647058826,0.007613387823529414,0.007995423294117655,0.008516566411764712,0.009128595176470591,0.010005076764705884,0.010991330470588232,0.011873752176470583,0.012327694941176463,0.01211703376470587,0.011295567058823522,0.010794555058823534,0.010182716058823524,0.009631610058823528,0.00936478694117647,0.009031161647058819,0.008667830470588236,0.008185915058823531,0.007808874588235294,0.007350713764705884,0.006917530588235292,0.006519007823529405,0.005963957352941168,0.005434293294117654,0.005136351823529416,0.004980303823529424,0.0059810396470588376,0.006729417000000001,0.007728741764705886,0.008982349764705883,0.0101631264117647,0.011349574588235281,0.01256884923529411,0.013947118058823517,0.015351897352941159,0.01655970029411763,0.017856453882352928,0.019060160647058844,0.020239788294117662,0.021279977470588234,0.022396652058823525,0.023175529823529405,0.023567091882352946,0.023768382941176468,0.023653014764705882,0.022773742647058844,0.021710921470588257,0.020372613117647077,0.018734968588235312,0.016879891823529426,0.01491046888235295,0.013236585588235317,0.011423374294117647,0.00961096647058822,0.00788584711764706,0.00608198294117647,0.004135674764705874,0.0013500681176470686,-0.0011142071176470647,-0.0034750688823529385,-0.00555265117647058,-0.006972178941176493,-0.007798551882352955,-0.008694554235294125,-0.009259767470588237,-0.009552031882352943,-0.009660291647058825,-0.009995807529411774,-0.010675792235294107,-0.011044864529411766,-0.011372811823529408,-0.011586401764705885,-0.011523944999999987,-0.010552671529411771,-0.008947361294117662,-0.007427732705882359,-0.006199001647058833,-0.005467253999999998,-0.005131553529411775,-0.004866276470588238,-0.00457579800000002,-0.004515973882352947,-0.004505988352941165,-0.00443350729411765,-0.0037953834117646842,-0.0030826412352941007,-0.002661989235294128,-0.002367661176470588,-0.0021803222941176453,-0.0015924336470588274,-0.0019701495882352912,-0.002479123058823529,-0.0024532772352941212,-0.0019389751764705906,-0.0011261812352941075,-2.3802176470598402e-05,0.0011046622941176532,0.002425777000000004,0.0035463974117647123,0.004480209764705895,0.005288160470588242,0.005651630882352945,0.006281932235294128,0.007096288000000006,0.007987928999999998,0.00848481217647059,0.008688756764705867,0.009370217999999986,0.010009856823529409,0.010043509823529403,0.009754360117647048,0.009396396352941198,0.008514255176470586,0.007458187882352932,0.006380479117647039,0.005669233352941158,0.004957583470588209,0.004101227941176441,0.003100355411764691,0.0019345571764705777,0.0005073280588235168,-0.002633850764705875,-0.005144361647058782,-0.007750867235294091,-0.010756738823529392,-0.013213628764705866,-0.015436124529411746,-0.017692711,-0.019765513588235285,-0.021566161823529405,-0.02324380994117646,-0.025120273058823528,-0.026873325705882356,-0.028261334647058815,-0.029338746411764705,-0.030120602588235283,-0.0307246412352941,-0.02951556005882354,-0.026868598411764734,-0.024533095882352966,-0.02222076323529413,-0.019940783529411768,-0.017986881764705885,-0.016102089176470595,-0.01396609029411764,-0.011949973941176459,-0.009799002294117648,-0.007631896470588227,-0.005537047999999989,-0.0036177027647058754,-0.001971732823529408,-0.0005043152941176451,0.000832447,0.00297382276470589,0.003228669411764716,0.0035872477058823612,0.003942024470588237,0.004156619352941177,0.004604713882352937,0.005066948294117642,0.0054962107647058694,0.005841011470588214,0.005988373823529403,0.006017165588235292,0.005917755058823526,0.005961165117647049,0.006109246058823535,0.0062520958235294105,0.006500221235294111,0.005878462647058824,0.004594248294117642,0.003663118764705882,0.0029123321176470554,0.0021327884117647022,0.0013179298823529431,0.0006111768235294093,1.3811764706245233e-07,-0.0005672772352941016,-0.0010530812941176304,-0.001409930823529415,-0.0015667407058823496,-0.0016691764705882295,-0.0018475581764705942,-0.002018431764705883,-0.0021724197058823475,-0.002663492411764702,-0.0026743884117646916,-0.0029517292352941107,-0.003336468882352943,-0.003636582999999999,-0.0038578205882353056,-0.004089360058823523,-0.004374329470588231,-0.00466446017647059,-0.004957283176470595,-0.005299529294117637,-0.00572238529411765,-0.006351250352941179,-0.0069691395294117706,-0.007601225117647062,-0.008288949176470592,-0.008665908823529418,-0.008310247176470602,-0.007475911058823531,-0.00658142517647059,-0.0057117716470588276,-0.004965930999999993,-0.004206533705882358,-0.0034941237647058837,-0.002839768411764705,-0.0022313050588235323,-0.0016612395294117663,-0.0010602312941176487,-0.00037033094117645826,0.00042579447058825604,0.0012012272352941236,0.0019579208823529426,0.0027966307647058902,0.0035175519411764777,0.003753129470588243,0.0038274845882353067,0.003925697176470594,0.003980433882352939,0.003965027411764709,0.003863939352941173,0.003855704999999994,0.0038977396470588205,0.004015112411764707,0.0041518660588235265,0.0042588411764705805,0.004241941999999985,0.004213947764705878,0.004203267882352937,0.004145634999999988,0.0037878988235294023,0.0032913724117646925,0.002913273764705876,0.0025317699999999888,0.002172225470588228,0.0018947813529411744,0.0017732398235294072,0.0016581344117647043,0.0013894325294117674,0.0010991710588235185,0.0007260071764705889,0.0003177928235294017,-5.47941176470626e-05,-0.00033808576470589075,-0.000595166588235295,-0.0009122359411764674,-0.0009891587647058858,-0.0009002327647058828,-0.0006832838823529475,-0.00043768464705881,-0.00011378423529410236,9.833305882353538e-05,0.0002640924705882494,0.0004004188823529542,0.0006382917647058742,0.0008727121764705928,0.0008881628823529386,0.0010551392941176574,0.0012728402941176511,0.0014401132352941243,0.0015512502352941285,0.0017289071176470605,0.0018055115882352965,0.0017211593529411762,0.0015360129411764734,0.0011797254705882276,0.0007915042941176384,0.0004904419411764643,0.00024156976470587205,-4.374541176471042e-05,-0.00033886688235293394,-0.000550321705882352,-0.00046320470588235435,-0.00024515223529412294,-0.00014750458823530044,-1.3720058823531167e-05,0.00010674294117645616,3.770064705881787e-05,-0.00011944035294116778,7.097305882353133e-05,0.00029479917647059345,0.0006102911176470646,0.0007071605882352991,0.0007819301176470658,0.0007752103529411886,0.0008019068235294163,0.0009349321176470651,0.0010458707647058862,0.0009897476470588223,0.0006951295882353034,0.00047582858823530527,0.00021058388235294795,1.174917647060042e-05,3.761235294117565e-05,0.00028399141176469606,0.0004217134117647098,0.00039699764705881935,0.00036043988235293783,0.0005375657647058857,0.0009379279999999976,0.001294829411764696,0.001634060941176456,0.0018525812941176459,0.0020358108235294103,0.002307274588235299,0.002693025352941164,0.0031142044705882235,0.003451832941176465,0.0036958952941176307,0.003214464588235301,0.002642544352941187,0.001636642529411772,0.0005389070588235345,-0.0005543628235294001,-0.0017626382352941145,-0.003126426352941171,-0.004346887294117641,-0.005490675529411758,-0.006568455529411765,-0.007628725941176466,-0.008700340764705876,-0.00987236370588234,-0.011088100764705879,-0.012186363882352932,-0.01310307170588234,-0.01328555541176471,-0.012933437764705888,-0.012286090529411764,-0.011114722647058824,-0.009809734176470596,-0.008387320176470599,-0.006909469000000001,-0.005541677941176479,-0.004353874823529412,-0.0032312641764705927,-0.002178363058823539,-0.001125835352941175,-5.127658823529668e-05,0.001025099705882354,0.00208132929411764,0.0030274375294117584,0.00513589517647059,0.005810184823529414,0.006000191823529406,0.006060092823529407,0.00615565082352941,0.006396049352941184,0.006584567235294117,0.006841694000000009,0.007163106352941179,0.00758710823529412,0.00806222564705883,0.008674706117647042,0.009330201294117636,0.009973683058823533,0.010658090470588237,0.01135035023529412,0.010843471941176484,0.009904513235294121,0.01035578935294118,0.01118346911764706,0.011633302647058821,0.011779342823529403,0.011805883117647048,0.011757006823529398,0.011707788411764702,0.011637434352941171,0.011480245058823522,0.011196971529411778,0.010760908470588249,0.010300722000000005,0.009736445764705885,0.009081666588235296,0.00870379941176469,0.009490799411764707,0.009153759588235284,0.008173998176470583,0.007450143352941183,0.0069016412352941245,0.006503712470588237,0.006189221411764714,0.005892374470588227,0.005540363647058823,0.005250092352941181,0.0049659072941176455,0.004731244470588217,0.00447845329411764,0.004213215000000006,0.00400697305882354,0.0034408537058823532,0.0025519342941176387,0.001905734294117653,0.0015401287647059045,0.001140656176470585,0.000624022941176465,-4.205076470586988e-05,-0.0007826957058823525,-0.0016315826470588157,-0.0025472504117646927,-0.0035072459411764553,-0.004432415470588223,-0.0052938686470588095,-0.006052767882352934,-0.0066727830000000085,-0.0071891744705882485,-0.007441542058823525,-0.007290917529411765,-0.007001031058823534,-0.006863749529411781,-0.006780496470588232,-0.006603059235294112,-0.006397538000000008,-0.006093616764705885,-0.00563439317647059,-0.005052114294117657,-0.004361378647058843,-0.0036378245882353055,-0.0029617857647058835,-0.002405037705882365,-0.0019170486470588208,-0.0015575988235294116,-0.0013805196470588268,-0.0013809382352941157,-0.001409899117647058,-0.0015438160000000034,-0.0015957549411764749,-0.0015672069411764786,-0.0014672034705882422,-0.0013887797058823523,-0.001374537294117642,-0.0014482627647058807,-0.0015859808235293982,-0.0017616116470588264,-0.001931128882352938,-0.0020562987058823506,-0.00211037164705883,-0.002094494411764708,-0.002358384117647057,-0.002352459882352942,-0.0020669177647058834,-0.0014695912352941168,-0.0008249763529411813,-0.0002727681176470584,0.0003823548823529421,0.0010630461764705793,0.0018339785294117505,0.002682936470588232,0.0035195535882352816,0.004354910176470599,0.005205578117647054,0.006075882411764703,0.006890306705882351,0.007739493823529418,0.008830060352941177,0.010121157235294116,0.01095928935294118,0.011197602235294118,0.011118808176470603,0.01101125476470588,0.010794378058823523,0.010412789647058836,0.00994453411764707,0.009414840176470596,0.008878797,0.008333628235294106,0.007768004411764701,0.007178893764705881,0.006645432235294124,0.006093226588235294,0.005710300764705904,0.004712073176470592,0.004022221000000013,0.0035765914117647166,0.003316190529411768,0.0029890355294117793,0.0026621821176470925,0.0023982489411764757,0.002211427941176465,0.0020499077058823492,0.0019362477058823477,0.0018396642352941153,0.0018065260000000027,0.0018228692352941153,0.0018181487058823442,0.0017626518235294014,0.0015363715294117591,0.0014245555882352878,0.0014531889999999797,0.001367684294117641,0.001420055705882342,0.0016156906470588261,0.001894152588235276,0.002168050470588226,0.002401280705882358,0.0025852795294117603,0.0027190868823529363,0.002778079470588238,0.0027811806470588313,0.0027498703529411916,0.0026869147647058944,0.00263277917647059,0.0025488707058823334,0.0026627365882352927,0.0024180225882352996,0.002272534352941169,0.002119526705882363,0.0019334126470588187,0.0016325194117646907,0.0013007799999999875,0.0009943712352941114,0.0007395059411764715,0.000500479176470614,0.0002617932941176432,7.56944705882362e-05,-7.874111764706593e-05,-0.00022004758823530868,-0.00035350905882353123,-0.0004460444117647122,-0.00048767382352941924,-0.00048225205882353184,-0.0003647879411764615,-0.0002416729411764823,-0.00017429147058824201,-9.877882352939127e-05,7.478588235297623e-05,0.0002727944117647124,0.00043163529411764656,0.0005798835294117538,0.0007860473529411743,0.0009911109411764735,0.0011323627058823643,0.0011988989411764878,0.0012519569411764825,0.0018506113529411922,0.002359147470588255,0.002820847117647074,0.003262763941176472,0.0035942812941176516,0.003948099529411761,0.004271390647058823,0.0045396318235294,0.004680851235294117,0.004843418588235296,0.005042008941176457,0.005211199823529397,0.005357164764705866,0.0055673178749999774,0.005907758231372531,0.006362052294117654,0.006328495533936648,0.005635409137254896,0.005016151470588245,0.00437902395294118,0.0037059943333333373,0.0032669360980392276,0.0028819435098039192,0.0025023582156862706,0.002198554098039221,0.0019105564509803996,0.001611996098039234,0.001333263156862774,0.0010422875686274674
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
