UniprotID	Q8ND30-3
pNuLoCScore	0.12396555100000001,0.1192953019,0.11474003536363636,0.11079709658333332,0.10797798684615384,0.10590988778571428,0.10450978993333333,0.10355259056249999,0.10276351935294116,0.08208816994117646,0.076744217,0.07420092435294118,0.07606357258823529,0.08016527,0.08478797623529412,0.08919044917647058,0.09296467800000001,0.0955717582352941,0.09814280117647056,0.10159198882352939,0.10521346647058824,0.10881960647058823,0.11166834,0.11385923529411765,0.12190814705882351,0.12874377470588236,0.13195775,0.13463543411764703,0.13778880147058822,0.1413333626470588,0.1454505091176471,0.14994238641176474,0.15462654523529415,0.15837974611764705,0.16119187411764704,0.1637973670588235,0.1654352011764706,0.16721398764705883,0.1679193311764706,0.16975216529411763,0.17222319411764705,0.1683592270588235,0.16619746999999996,0.16749023235294114,0.16939771058823527,0.1703992511764706,0.17112624647058824,0.1718064741176471,0.17216217705882356,0.17167792117647063,0.1723322594117647,0.17375178235294117,0.17516427058823528,0.17733169529411766,0.17963992470588236,0.1829415976470588,0.18826216529411766,0.19130564411764706,0.19611609352941178,0.20163354764705885,0.2076557711764706,0.2131954264705882,0.21823567411764708,0.22276970176470587,0.2262649835294118,0.22857303705882356,0.2308314976470588,0.2325242776470588,0.23464953647058823,0.23732139000000002,0.23988859470588236,0.24238180647058827,0.24476144647058823,0.24473452352941175,0.2466448070588235,0.24710514588235294,0.2465355076470588,0.24486381941176472,0.2438783105882353,0.24284390529411765,0.24191250764705885,0.24137393352941175,0.24172275999999998,0.24266062352941176,0.24370353176470588,0.24413941411764709,0.24431595529411765,0.2446384405882353,0.24686351352941174,0.24775181588235295,0.24906293999999995,0.25056268058823533,0.2533682535294118,0.2564212370588235,0.260092295882353,0.2636735382352941,0.2672208105882352,0.27087714235294114,0.27439704235294116,0.27816211294117643,0.2818520311764705,0.2857180364705882,0.28953261058823526,0.2934412411764706,0.29703964764705887,0.29825671117647057,0.30065565235294117,0.30241359705882354,0.3040989111764706,0.3044009088235293,0.30429451235294125,0.3039672576470589,0.30338825294117655,0.3029867788235294,0.30268718470588235,0.30279793411764705,0.30274660647058826,0.3027347682352941,0.30264823588235296,0.3028273423529412,0.3039357223529412,0.3049295411764706,0.3064273847058824,0.3075785417647059,0.30890860352941174,0.3102382788235294,0.3116752117647059,0.3126960464705883,0.313807455882353,0.31477937705882353,0.3155051582352941,0.3160089676470588,0.3157609176470588,0.3152328117647059,0.31495487529411764,0.3148887282352941,0.31485424764705877,0.31379159882352936,0.3128660241176471,0.31156902,0.31042282764705886,0.3091910552941176,0.30796667294117647,0.30681034235294113,0.30590414705882346,0.3050781423529412,0.3043739388235294,0.3038820776470588,0.3036599523529412,0.30430117,0.3052211135294117,0.3058314494117647,0.3055042776470588,0.3040984982352941,0.30193076823529413,0.2987872635294118,0.2961968982352941,0.29406107470588233,0.2913554711764706,0.2886349282352942,0.28557858705882355,0.2825532282352941,0.27926726235294114,0.27616381176470584,0.27309221117647053,0.27006906529411756,0.2667797094117647,0.2635123858823529,0.26031255294117644,0.25787801705882357,0.25638861764705884,0.2557640905882353,0.2562835452941177,0.2563961547058823,0.2562286576470588,0.2565361929411765,0.25674329470588236,0.2571515688235294,0.25756708058823524,0.2580849847058823,0.2584711682352941,0.2589456547058823,0.25945066000000006,0.26020286352941174,0.26207115000000003,0.2638088123529411,0.2654706723529412,0.26699008235294114,0.2684388364705882,0.26932229941176467,0.2691864494117646,0.2688192905882353,0.26843817647058826,0.26810002470588234,0.26769255882352944,0.26722545058823527,0.26692660941176466,0.2667223952941176,0.2665682082352941,0.2664488223529412,0.26628456470588235,0.2648967741176471,0.26352220176470587,0.2622025388235295,0.26115137941176475,0.2601250747058823,0.259610465882353,0.26021253470588235,0.26102361235294114,0.2616382976470588,0.26226056117647056,0.2629148217647059,0.26371041588235294,0.26433223470588235,0.2647689929411765,0.26506301882352945,0.2662971923529412,0.2690368917647059,0.2722283576470588,0.2746023423529412,0.2763837394117647,0.27792150764705886,0.2788593135294118,0.2797110005882354,0.28021926823529414,0.2807521494117647,0.2813508111764706,0.2817944805882353,0.28216036882352946,0.2825043682352941,0.28266462,0.28272266058823525,0.2825628905882353,0.28132970647058825,0.2784286358823529,0.2751811976470588,0.2727867347058823,0.2709609776470588,0.26938044352941176,0.26831840823529407,0.2672837470588235,0.266461895882353,0.2656417152941176,0.2649396447058824,0.26433459764705886,0.2638279582352942,0.26325881411764707,0.2626930805882353,0.25767117352941177,0.2556432470588235,0.25445939117647054,0.25396497117647054,0.25367856705882347,0.2536851623529412,0.25366900411764703,0.25368521470588234,0.25372763,0.25371110294117644,0.25374158705882355,0.2539021194117647,0.2538776723529412,0.2539522994117648,0.2540697205882353,0.2542876358823529,0.25466604294117656,0.2595603664705882,0.2616120182352941,0.26289063411764707,0.26362854,0.26401245058823525,0.2640046352941176,0.26397535529411764,0.2638522905882353,0.26368626529411765,0.2635740770588236,0.2633390047058824,0.2628849105882353,0.26247281529411765,0.26196970705882355,0.2613571741176471,0.26012398352941174,0.25932693470588236,0.258918095882353,0.2587785235294118,0.2587600694117647,0.2589075705882353,0.2591016223529412,0.25925625117647066,0.2592077770588236,0.25921219352941177,0.25926159352941175,0.2595740288235294,0.25990408176470586,0.2601530552941177,0.2602716123529412,0.26045077823529406,0.26064630294117647,0.26149870588235297,0.26196562705882354,0.26212708235294113,0.2621039682352941,0.2619839588235293,0.26173065352941166,0.26150883647058826,0.2614000158823529,0.2615137347058823,0.26151968411764703,0.2615068623529412,0.2612867694117647,0.2610984476470588,0.26110958352941177,0.2614025511764706,0.26245543705882357,0.2624389794117648,0.2628337529411765,0.2636026917647059,0.26440261529411774,0.2650940252941177,0.2656375023529412,0.26616322764705885,0.26655340294117646,0.2670990394117647,0.26761832705882355,0.2682231476470588,0.26884130705882353,0.2693394470588235,0.26985041,0.27034630176470587,0.27083094294117643,0.2705124205882353,0.27130292,0.27165269764705885,0.27162075117647055,0.27158417705882354,0.2716732770588235,0.27186592705882356,0.2720487835294118,0.2723477782352942,0.2725319164705883,0.2727394688235294,0.2729264505882353,0.2731291994117647,0.27335048411764706,0.27387930000000005,0.27336457823529414,0.2727038252941177,0.2712983070588235,0.27007220647058827,0.26881729352941175,0.2673037670588235,0.2654861352941177,0.2637078588235294,0.2620974082352941,0.26021591,0.2581791094117647,0.25596310529411764,0.25354354764705883,0.2511191823529412,0.24874278588235293,0.2465388970588235,0.24411550529411763,0.24280604588235294,0.2417318076470588,0.2414485623529411,0.2408795782352941,0.24035946588235296,0.24017249294117646,0.24029862823529408,0.24039495411764708,0.24035269764705885,0.24063371705882353,0.24113436058823529,0.24189971352941175,0.24287214647058822,0.24384049941176467,0.24471719235294115,0.24629293941176472,0.24791306529411763,0.24936063941176473,0.25063556176470586,0.2517849529411764,0.2529694917647059,0.25395131764705886,0.25464184941176476,0.25542552588235296,0.25619101352941176,0.2568449123529412,0.25747109588235295,0.2580824464705882,0.25866655235294117,0.25922285411764706,0.2598539835294118,0.2605835458823529,0.2604044088235294,0.2600336058823529,0.25978125529411766,0.2595241964705883,0.25937175117647054,0.2593183835294117,0.25942918176470586,0.2597481964705882,0.25992139294117644,0.26010650058823526,0.260374194117647,0.26059928235294116,0.2608228105882353,0.2609793947058824,0.26118125470588227,0.26128495294117643,0.26181397647058824,0.26202184294117653,0.26198108647058826,0.2614103205882353,0.26075615235294114,0.2597510394117647,0.2586278847058823,0.25766118823529416,0.2569310411764706,0.25630846705882354,0.25578450882352943,0.25531362647058825,0.25484516470588237,0.2544330717647059,0.2539246070588236,0.25338946176470584,0.25281824411764703,0.25176253823529415,0.25098157352941175,0.25053203,0.2506172076470588,0.2507857576470588,0.2512298694117647,0.25175267705882354,0.2521227623529412,0.2522679494117647,0.2523459788235294,0.25233209235294113,0.2522519052941176,0.2521484105882353,0.25196982823529407,0.25099281705882354,0.2504309747058824,0.2504840041176471,0.25071454529411763,0.25131775352941177,0.2520638147058824,0.2529263311764706,0.25365575705882354,0.254516875882353,0.25533675058823535,0.25616692529411766,0.25690229588235297,0.25748081647058824,0.25803398999999994,0.2586121494117647,0.2591878952941177,0.2597794011764706,0.26127947117647066,0.26226267,0.2626002264705882,0.26258594882352937,0.26232147058823535,0.26184246470588235,0.26114732,0.2606206458823529,0.25996013176470584,0.2593141070588235,0.25860375705882355,0.2579650552941177,0.25745900352941176,0.25691668882352947,0.2563822076470588,0.2568888347058823,0.25707766411764704,0.2566616464705882,0.25651007,0.25628514647058825,0.25615099,0.2558549982352942,0.2557253529411765,0.2557233417647059,0.25568164176470587,0.25533557000000007,0.25483961294117646,0.25435172529411765,0.2538787288235294,0.2532534041176471,0.2524463652941176,0.2516820582352941,0.2500233947058823,0.24866238294117646,0.24797476941176472,0.24714468529411762,0.2464754117647059,0.24589775470588235,0.2454162970588235,0.24474749588235292,0.24406465529411764,0.24349904470588235,0.24329181411764705,0.24326991823529412,0.24331528705882352,0.24337803411764702,0.24358728647058825,0.24428501235294117,0.24535340764705882,0.24616208117647062,0.24675438411764705,0.24716509588235294,0.24754071470588238,0.2480600352941177,0.24826619705882352,0.24856522294117642,0.2489400152941176,0.24920194882352942,0.24928460529411764,0.2495211717647059,0.2498297229411765,0.2500879329411764,0.2502592023529412,0.25033275411764705,0.2501436329411764,0.2495108282352941,0.24905027176470587,0.24887394352941178,0.24890065647058823,0.24897975823529409,0.2489547594117647,0.2492525170588235,0.24956572529411764,0.24989276529411764,0.25025728294117644,0.2507378929411765,0.25094822529411764,0.25103055647058825,0.25109102294117647,0.2525372382352941,0.2537560782352941,0.2542185917647059,0.25491514529411763,0.25564111411764706,0.2562033682352941,0.2565874064705882,0.2569485858823529,0.2573376988235294,0.2577838176470588,0.2582814164705883,0.25855320176470586,0.25877361176470587,0.2590814311764706,0.25951471705882356,0.25996611411764703,0.2604886329411765,0.25968129882352947,0.25925468058823536,0.25963122058823535,0.2598118835294118,0.2599650270588235,0.26020904529411776,0.2605830905882353,0.26095900647058823,0.2612922947058824,0.26153175941176476,0.2616964047058823,0.26204085294117646,0.2624628823529412,0.2627942305882353,0.26312825647058824,0.26398529176470586,0.2646761594117647,0.2651189270588235,0.26532759764705877,0.2651481417647059,0.2651318211764706,0.26505954352941175,0.2649542147058824,0.2648403123529412,0.26479179764705885,0.2647070435294118,0.26467300000000005,0.26463339235294114,0.2645437605882353,0.2644765217647059,0.26428467470588235,0.2640211841176471,0.2631877976470588,0.2625033423529412,0.2620486135294118,0.26176937647058823,0.26183933882352944,0.26173781117647066,0.26168065058823536,0.2616750270588235,0.26161833588235295,0.2614619388235294,0.26128566352941174,0.26103464941176474,0.26072050823529413,0.2603551741176471,0.25982999235294124,0.25964254823529415,0.26013300647058824,0.2604339852941177,0.2605483464705882,0.26052474176470586,0.2602845117647059,0.2600993988235294,0.2598905370588235,0.2595989647058823,0.2592199752941176,0.25888964882352944,0.2585748170588235,0.25814112647058823,0.2577675329411765,0.25741076117647066,0.25718372705882353,0.25724340647058824,0.2571278917647059,0.25632544352941183,0.2557574182352941,0.25532987000000007,0.25499285588235293,0.2548725964705883,0.2546653805882353,0.25446602411764707,0.25432364058823526,0.2542644382352941,0.2542093011764706,0.2542340476470588,0.2544176205882353,0.25460728470588234,0.254861614117647,0.2555342,0.25548364705882354,0.25477737999999994,0.2543185888235295,0.2535367352941177,0.2528160300000001,0.25245704,0.25231074058823527,0.2523807670588235,0.25239462,0.2524725435294118,0.2526431594117647,0.2527064317647059,0.25246304294117655,0.25210702058823525,0.25171168000000005,0.2513775364705882,0.25062603941176476,0.2503740488235295,0.250809255882353,0.2511100982352941,0.25175601647058826,0.2523890258823529,0.2527440858823529,0.25288153941176467,0.2528026935294118,0.2526890570588236,0.2524808982352942,0.2521127976470588,0.25188060058823536,0.25188328823529416,0.25207970235294114,0.2548316964705883,0.2569144670588236,0.25840164823529416,0.2598741070588236,0.261179565882353,0.2623181541176471,0.26340942411764706,0.26453805058823526,0.26552470176470594,0.26648957294117653,0.26734424941176477,0.268181885882353,0.26900491882352945,0.2699070523529412,0.2708706823529412,0.2719166735294118,0.27295165529411763,0.2714414358823529,0.27059990588235294,0.2702444482352941,0.26996807529411765,0.26971646352941175,0.26960975411764704,0.2696086794117647,0.26961598411764703,0.26982661823529414,0.2701432717647059,0.2706356176470588,0.2712603270588235,0.2719661194117647,0.2726958470588235,0.27335364352941177,0.2753782623529412,0.27694742411764706,0.27819480823529413,0.2792092005882353,0.27981570588235294,0.2805116929411765,0.28124473529411764,0.28169836705882356,0.28211219000000004,0.28250450764705887,0.2827822405882353,0.28302689823529414,0.28328371588235296,0.2834977876470588,0.28376946588235297,0.2840267405882353,0.28427811705882355,0.2830827288235294,0.2822351970588235,0.28173204235294114,0.2814045864705883,0.28157081529411765,0.28168603882352944,0.2818989782352941,0.28236593,0.2828202505882353,0.2832478223529411,0.28368275058823533,0.28408188588235295,0.28429731625,0.2845471073333333,0.2847303821428572,0.28491004461538466,0.2850764816666667,0.2852521890909091,0.28548416200000004,0.28566903555555556
pNuLoCDScore	-0.021202031647058847,-0.04187738105882355,-0.047221334000000004,-0.04976462664705883,-0.04790197841176472,-0.04380028100000001,-0.03917757476470589,-0.03477510182352943,-0.031000872999999998,-0.0237235436647059,-0.0165972341871658,-0.009205107759803932,-0.002764520375565599,0.002909718684873955,0.007158550066666672,0.010306644731617659,0.01914462770588235,0.0466556047647059,0.05521353300000001,0.06043450976470585,0.061725228882352934,0.06116809264705882,0.060662532882352974,0.060751937235294165,0.06166186723529414,0.06280798788235295,0.06304907294117648,0.06220537823529411,0.06022173470588235,0.0583943811764706,0.05625099117647059,0.05589292999999998,0.050315047058823545,0.039615452352941144,0.034239719999999946,0.03285479823529411,0.03160890911764705,0.029065888529411776,0.025675737352941153,0.021864087705882357,0.017535631823529407,0.01329817505882358,0.01114038529411765,0.009954415294117669,0.009729069411764685,0.010117707647058827,0.011720593529411766,0.013189432352941177,0.0160389711764706,0.022946417058823554,0.029918623529411825,0.03414331529411771,0.03825806058823533,0.04279617529411761,0.04710942764705883,0.05096322764705877,0.05410280647058824,0.05689511588235294,0.0584992382352941,0.05877249529411763,0.05948526588235295,0.05998969470588236,0.060248670000000004,0.05944020882352946,0.05649928117647057,0.05342887941176469,0.05052871352941171,0.04547159823529409,0.038879736470588205,0.031668392941176515,0.02564263647058823,0.020074203529411777,0.015647524117647055,0.012800896470588186,0.010891262352941189,0.01013634588235296,0.009053995294117656,0.006818024117647065,0.004427360588235285,0.0022566341176470384,0.0021020670588235146,0.003017292352941209,0.0024181329411764596,0.0034575347058823924,0.00683274588235297,0.01155741764705881,0.01621398529411769,0.020829632941176457,0.025308302941176364,0.029503208823529387,0.032674282352941175,0.035501489411764675,0.038148499411764625,0.0415786223529411,0.045216655294117614,0.04880280058823527,0.050176134117647125,0.05050489529411761,0.05159271235294122,0.051850916470588204,0.05073065764705881,0.0479796717647058,0.04420221647058825,0.040293719411764795,0.03616744235294134,0.03210963647058829,0.028290142352941194,0.024635821176470618,0.020894575294117756,0.017016731764705917,0.013115625294117694,0.009386101176470596,0.006896074705882327,0.0066728300000000185,0.005771732352941206,0.005164944705882357,0.004809692352941153,0.005837370000000064,0.0073806994117646685,0.008728788823529399,0.01041920294117643,0.011792598235294105,0.012817973529411775,0.013211033529411775,0.013014311176470561,0.012498043529411806,0.012306639411764686,0.012061385882352949,0.010918525294117576,0.008862057647058774,0.006438639411764702,0.0039904782352940815,0.0015142241176471227,-0.0010472235294117782,-0.0037085388235294503,-0.005885704117647161,-0.00790330882352952,-0.009701234705882356,-0.011131219411764703,-0.012126890000000001,-0.012100965294117638,-0.010931641764705902,-0.009733761764705917,-0.009057278823529413,-0.009349969999999985,-0.009693100588235248,-0.010935255882352946,-0.012781756470588157,-0.01422592941176476,-0.015129980588235281,-0.016611201764705874,-0.01817541411764695,-0.02032555999999991,-0.022524914117647066,-0.025106676470588285,-0.027718265882352988,-0.030567741176470653,-0.03423210470588245,-0.038441404117647016,-0.04231906352941184,-0.04519172470588234,-0.04622048117647054,-0.0455421505882353,-0.043023172941176524,-0.03991335294117643,-0.037664920000000046,-0.03512681352941177,-0.032098735294117664,-0.02883529235294119,-0.0254016594117647,-0.021700181764705895,-0.01807882705882352,-0.014621042941176443,-0.011123410588235239,-0.007329049411764654,-0.00330952235294113,0.0017585970588235855,0.005930795294117552,0.009082054705882359,0.011225991764705845,0.012155291176470517,0.01292614470588238,0.012957791764705795,0.01228309764705876,0.0116948817647059,0.010948455882352937,0.010125478235294194,0.009140465882352955,0.008455441176470568,0.007776740588235298,0.007117548235294036,0.006245958823529463,0.0042134147058823235,0.0010879617647059914,-0.0019484705882353293,-0.004787543529411631,-0.007287457058823443,-0.009197224705882356,-0.009575983529411636,-0.008606755882352934,-0.007414564117647127,-0.00646172705882353,-0.005431997647058873,-0.004310628823529394,-0.003216193529411715,-0.0023901605882352683,-0.0017992152941175843,-0.0013858035294117554,1.2627647058838232e-05,0.004140117647058794,0.008706155882352962,0.012399803529411668,0.015232359999999945,0.017796432941176554,0.01924884764705881,0.019498465882353044,0.019195655882353002,0.01911385176470587,0.01909025000000003,0.018879658823529433,0.018449952941176517,0.01817213352941177,0.01789562705882347,0.017659641764705802,0.016265698235294113,0.012292814705882338,0.0062002782352940655,0.0005788552941176084,-0.0035970047058823673,-0.006960530000000076,-0.009478870000000028,-0.011392592352941322,-0.012935521176470621,-0.014290253529411712,-0.015709095882352975,-0.016854835882352925,-0.017825771176470606,-0.01867640999999992,-0.01940580588235291,-0.020029579999999936,-0.024891717058823537,-0.025686459411764728,-0.023969244705882353,-0.02121622647058824,-0.01910816764705886,-0.01727581529411759,-0.015711439411764727,-0.014633193529411725,-0.013556117058823536,-0.012750792941176536,-0.011900128235294072,-0.011037525294117667,-0.01045692529411768,-0.00987565882352942,-0.009189093529411774,-0.008405444705882392,-0.0030051305882352053,0.003917119411764702,0.00715262705882358,0.008925662941176526,0.009949972941176555,0.010327288235294052,0.010335631176470572,0.010290140588235297,0.010124660588235301,0.009975162352941214,0.009832490000000027,0.00943688529411768,0.009007238235294146,0.008520515882352864,0.00789998647058826,0.007069538235294159,0.005457940588235177,-0.00023343176470586036,-0.002693922352941136,-0.004112110588235296,-0.004868470588235307,-0.005104879999999923,-0.004903012941176399,-0.004719104117646977,-0.004644513529411698,-0.004474071764705878,-0.004312483529411826,-0.003764975882352972,-0.0029808288235294578,-0.0023197599999999485,-0.001698094705882336,-0.0009063958823530283,0.0005223194117647267,0.002171771176470605,0.0030475311764705526,0.0033485588235293573,0.0033438988235293676,0.003076388235293992,0.0026290311764704533,0.002252585294117593,0.0021922388235293133,0.002301541176470523,0.002258090588235284,0.0019328335294117593,0.0013826876470588445,0.0009453923529411101,0.0008379711764705533,0.000951772941176543,0.0018091341176471043,0.0009402735294118392,0.0008681258823529658,0.0014756094117647778,0.002298647058823655,0.0031100664705883685,0.003906848823529541,0.004654391176470596,0.005153387058823566,0.005585304705882421,0.006098642941176513,0.006716285294117608,0.007554537647058823,0.008240999411764705,0.008740826470588214,0.008943750588235266,0.008375505882352863,0.00807344117647052,0.008469167058823501,0.00805000588235294,0.007218135882352816,0.006490151764705854,0.006035774705882291,0.005702699411764711,0.0054953805882353435,0.005248738823529497,0.004913589411764729,0.004516321176470606,0.00408514352941175,0.0037897523529412114,0.0035000741176470784,0.0035329982352941824,0.0025336352941177087,0.0021914047058823605,-4.61294117648503e-06,-0.0015804911764705776,-0.0028034576470588046,-0.004280410000000012,-0.006187141764705806,-0.008158068235294191,-0.009951375294117715,-0.012131868235294219,-0.01435280705882358,-0.016776363529411753,-0.01938290294117645,-0.02201001705882355,-0.02460769823529413,-0.02734040294117654,-0.029249072941176513,-0.029897779411764747,-0.02956649941176473,-0.028623644117647173,-0.02793771529411765,-0.026944301176470564,-0.02531364235294123,-0.023409230588235297,-0.021702454117647013,-0.01986321235294114,-0.01754539235294117,-0.014828744705882357,-0.011643834117647078,-0.008247035882352954,-0.0049022864705882685,-0.0018217047058823599,0.0021774341176470924,0.005107019411764696,0.00762883176470594,0.009186999411764762,0.01090537470588232,0.012610025882352938,0.013778824705882403,0.014343221176470689,0.015030571764705875,0.015838315882352905,0.016211195294117686,0.016336735294117666,0.016182732941176448,0.015794405882352952,0.015382354705882395,0.015136791176470654,0.014290606470588163,0.012491343529411753,0.010672966470588185,0.009145693529411802,0.0077392435294118544,0.006402259411764644,0.005367065882352862,0.004787332352941098,0.004322670588235267,0.003730379411764684,0.003261588235294044,0.002903098235294055,0.0025168358823529635,0.0021562582352941395,0.0017565405882353224,0.001327271176470468,0.0007014070588235444,0.0014095676470588514,0.0019882370588236165,0.0021998311764706013,0.0018861241176470478,0.0013844011764705955,0.0004326558823529725,-0.0008012970588235357,-0.0020870082352940633,-0.0029903517647058564,-0.003798033529411715,-0.004589685294117574,-0.005285655882352913,-0.005977645882352944,-0.006546322941176463,-0.007256647647058689,-0.007895491176470593,-0.00899573235294121,-0.010259304705882377,-0.010999512941176515,-0.010878290588235306,-0.010138944705882336,-0.008965281764705901,-0.007398015294117655,-0.005908511176470621,-0.0048082788235294105,-0.004040517647058817,-0.0034385300000000507,-0.002981534117647122,-0.002593259411764748,-0.002284661176470637,-0.0019547788235295127,-0.0023966447058823004,-0.0023872694117646476,-0.0012785341176470566,-0.00026702823529412,0.0007857235294117526,0.0014466070588236013,0.0021405735294118267,0.0024258876470588664,0.0027641988235294623,0.003213988235294174,0.0038989758823529397,0.004556317058823589,0.005148724117647108,0.005782084705882318,0.006463738823529408,0.007218067058823607,0.008786584117647045,0.010848496470588276,0.011778665882352879,0.011885681176470597,0.0112681952941176,0.010257655882352945,0.00891613352941173,0.007491562941176477,0.006103769999999897,0.004623381176470487,0.003147181764705853,0.0017014611764705756,0.00048423882352943703,-0.0005749864705881791,-0.0016954605882352203,-0.002805687647058852,-0.002890566470588274,-0.0042018070588236145,-0.005601023529411775,-0.006090156470588248,-0.006300802352941115,-0.0061704805882353275,-0.005987466470588176,-0.005421967058823529,-0.0048973041176469945,-0.004278489999999968,-0.00397853705882345,-0.0037641441176470836,-0.0036133300000000257,-0.003580274705882347,-0.003663284705882397,-0.003935842352941199,-0.005206776470588204,-0.007054269411764735,-0.007999263529411743,-0.008535300588235262,-0.009140461176470632,-0.009675578235294136,-0.009957243529411824,-0.01030905588235298,-0.01097584588235298,-0.01161698647058823,-0.011836525294117717,-0.01154779882352941,-0.011081807058823528,-0.010563441764705889,-0.00987537000000005,-0.008859078823529376,-0.007397045882352932,-0.004669987058823488,-0.0025003017647058368,-0.0012203852941176652,2.041058823532005e-05,0.001065302941176488,0.002162280588235338,0.0028499000000000163,0.0038177270588234946,0.0048753599999999675,0.005702904117647067,0.0059927911764705855,0.006251253529411777,0.006514435882352981,0.006709898823529403,0.006671915882352941,0.006047741764705877,0.0047902252941176005,0.003348747058823487,0.0022958876470588196,0.0017088476470588365,0.0013599417647058576,0.0009197229411763985,0.00068856235294118,0.0006872941176470915,0.0006257100000000293,0.000690816470588218,0.0009726776470588006,0.001216721176470592,0.001118502352941142,0.0009426235294118235,0.0008318205882352769,0.0022044841176470653,0.0036124452941176943,0.004707763529411796,0.005864873529411757,0.006767170588235283,0.0073027117647058715,0.007607648235294112,0.007993826470588217,0.008085181764705907,0.008218092352941186,0.00838865117647064,0.008295918823529425,0.00803571882352938,0.008133205882352945,0.008484160588235312,0.008875091176470562,0.007951394705882409,0.005925220588235358,0.005036088823529461,0.004716075294117716,0.004170769411764752,0.0037616588235294124,0.0036216388235295605,0.003634504705882391,0.0036213076470588135,0.003508477058823567,0.0032503429411764873,0.003143202941176426,0.003267241176470592,0.0033814511764705957,0.0032795135294117483,0.0031621423529412107,0.0034966588235293417,0.004994860588235228,0.005864246470588141,0.005696377058823421,0.0053362582352941,0.005166794117647089,0.004850498235293987,0.004371124117647063,0.00388130588235297,0.0034995029411764578,0.003175284117647059,0.0029765952941177565,0.0025925394117646827,0.0020808782352941257,0.0016822911764705628,0.00115641823529411,3.589235294121362e-05,-0.0014883617647059033,-0.002615584705882301,-0.003278984117646988,-0.0033787652941176805,-0.0032924823529411618,-0.003321732352941087,-0.00327356411764701,-0.0031652852941176923,-0.0031734617647058982,-0.0032451047058824067,-0.003387336470588309,-0.0035987429411764027,-0.0038232523529411755,-0.004121347647058793,-0.004454682352941108,-0.0043786358823529326,-0.0030547911764705615,-0.0020693570588234955,-0.0015002670588235567,-0.0012446347058823748,-0.001554827058823538,-0.0016384123529412653,-0.0017901135294118853,-0.0020760623529412214,-0.0023983605882353376,-0.002572289999999977,-0.002710846470588224,-0.0028935229411765073,-0.0029529752941176435,-0.002944412941176422,-0.002646265294117711,-0.0023991417647059032,-0.003005114705882328,-0.004108541764705875,-0.004790928235294145,-0.0051948717647057885,-0.005291655882352975,-0.005226802352941096,-0.005225156470588188,-0.005132940588235213,-0.004896334705882355,-0.00462521058823534,-0.0043655158823528994,-0.00390707882352942,-0.0033499123529411867,-0.0028034764705883175,-0.002322112941176513,-0.0017092064705882537,-0.0016442447058823695,-0.0015480635294118916,-0.0014388294117645972,-0.001793134705882382,-0.002176825882352851,-0.002415556470588276,-0.002354640000000019,-0.002085257058823564,-0.0019290205882352418,-0.0017918947058823131,-0.0015661417647059306,-0.0015276158823528951,-0.001954577647058753,-0.0025002641176470886,-0.0031499341176469686,-0.004156663529411797,-0.0048576076470587815,-0.00440333117647046,-0.0035093329411765017,-0.0024266370588235664,-0.0010600135294118185,-6.80141176471194e-05,0.00043334529411764855,0.000500772352941159,0.00040807352941180097,0.00021651352941182145,-0.00016226117647050176,-0.0005936341176471238,-0.0005824423529411926,-0.00022373235294109728,0.00036802235294108865,0.003454160000000095,0.006288427647058836,0.008027599411764674,0.0090648511764706,0.010069467647058905,0.010562137647058822,0.01102039823529416,0.011793964705882343,0.012643162352941273,0.013686879411764719,0.01465519235294116,0.015700987647058795,0.016892121176470654,0.018026451764705853,0.01898739411764705,0.019836971176470652,0.018119958823529347,0.01452696882352933,0.012198257647058786,0.01037034117647051,0.008788509411764622,0.00739830941176467,0.006200329999999976,0.005070628823529433,0.004091282352941095,0.003337045294117602,0.002799022352941105,0.0024537317647058132,0.0022554082352940763,0.0020590670588234716,0.0018251647058822873,0.0014369699999999819,0.002426607058823582,0.005505988235294135,0.007594902352941191,0.008964752352941197,0.00984763058823529,0.01079522941176475,0.011634981176470605,0.012089687647058867,0.012496205882353006,0.012677889411764731,0.01263896882352944,0.012391280588235354,0.012023388823529435,0.011531668235294112,0.011073618823529474,0.010673097058823522,0.008899854705882337,0.006135304705882361,0.004040388823529362,0.002522841764705852,0.001588880588235364,0.0010591223529411442,0.0004413035294117962,0.00020061117647052207,0.0002537399999999468,0.0003157429411764223,0.0004655817647057914,0.0006558523529411886,0.0007981699999999869,0.0007995286029411908,0.0007776414509803597,0.000703641554621881,0.0006319275565611071,0.0019937528431372975,0.003016992032085608,0.0037521196470589047,0.004264449084967259,0.004098220261437913,0.003982996732026123,0.0037700573202614773,0.0033031055555555744,0.0028487849673202725,0.0024212132026144584,0.0019862849673202287,0.0015871496732026147
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
