UniprotID	Q86VS3-2
pNuLoCScore	0.29988063444444446,0.287151674,0.27389032636363636,0.2629439983333333,0.25293620538461536,0.24287734642857142,0.23575233133333334,0.229079266875,0.22478043411764706,0.20770146941176473,0.1959542923529412,0.18473859529411762,0.17734454705882352,0.17157164294117644,0.16363099647058824,0.15664193470588236,0.1514871241176471,0.14941218058823533,0.15024326705882354,0.15276106823529415,0.1550257394117647,0.15825761117647058,0.16347278941176469,0.16716002235294117,0.17125266,0.17289802352941175,0.17469095235294116,0.1764272194117647,0.18034031999999994,0.18514131941176468,0.18833068999999997,0.19185625176470583,0.19484051411764702,0.19798492470588233,0.19773031823529408,0.19603849352941174,0.19300505294117642,0.1895269782352941,0.18526879058823528,0.18075047211764705,0.17603324129411765,0.17029483329411765,0.16788436682352942,0.16577699917647057,0.1642893144705882,0.16246601329411764,0.15876025094117646,0.15524706858823528,0.15161025388235294,0.14865062211764704,0.1463214338823529,0.14514754211764705,0.14573142270588235,0.14751356211764705,0.1506379062352941,0.15463177976470588,0.1649904882352941,0.17268565199999997,0.17952351588235294,0.1830892676470588,0.1838677176470588,0.1858305676470588,0.1869166782352941,0.1895980776470588,0.19254419470588233,0.1952284770588235,0.19690494764705882,0.1970384570588235,0.19895280235294113,0.2010504494117647,0.20349021470588233,0.20597656294117644,0.20844304235294117,0.20402208470588232,0.20268837764705883,0.20287611352941176,0.20336784529411764,0.20638925705882352,0.20814067764705885,0.2090261588235294,0.2105214217647059,0.2116257223529412,0.21262724882352943,0.21434853941176474,0.21763762705882356,0.22008500764705885,0.2222139647058824,0.22483546117647063,0.2358841611764706,0.24473486588235296,0.25348132411764707,0.26160920411764704,0.27076334764705884,0.28022724529411763,0.2896950282352941,0.2988077435294118,0.3090734258823529,0.3184719729411765,0.32826408411764707,0.33845226176470583,0.34902524058823525,0.35956030823529406,0.36947439,0.37872264411764706,0.3871194182352941,0.38672541235294117,0.38851868,0.3907246770588235,0.3937013194117647,0.39622225058823524,0.39921340705882347,0.40201226882352936,0.4049499147058823,0.40722594117647054,0.40924091882352936,0.41065493058823527,0.41222529235294114,0.41318826294117644,0.4140679747058823,0.4136210505882353,0.40158499000000003,0.3883545223529412,0.37425494470588233,0.36006313647058824,0.3464815647058823,0.3335735964705882,0.321233574117647,0.3090114711764705,0.29670728176470584,0.28459296,0.27213972647058826,0.25972507529411765,0.24786234588235292,0.2361015523529412,0.22492848470588236,0.21375955764705884,0.2032803247058823,0.20494218294117647,0.20856021647058823,0.2133689558823529,0.21834598235294117,0.22227189176470588,0.22558540117647058,0.2279525035294118,0.22996906176470586,0.23065876117647058,0.23073670294117646,0.22798854411764705,0.2227183167647059,0.21492221064705877,0.20627629182352947,0.19761263417647063,0.18669244347058828,0.17682418711764714,0.16659633417647066,0.1558874077058824,0.1444302849411765,0.13241090223529411,0.1205036545882353,0.10827954929411765,0.09628210076470588,0.08427875311764707,0.07361734782352941,0.06344919576470588,0.056565123058823524,0.052384362176470585,0.05035083205882353,0.048782775882352934,0.04663903088235294,0.046652308235294114,0.04669185,0.046796971529411764,0.04694227152941176,0.0471169944117647,0.047310598,0.04754791976470589,0.04778617764705883,0.04796500952941178,0.048090119352941184,0.04819741976470589,0.048251868882352944,0.04829422629411765,0.04831784629411766,0.048334397235294126,0.048434964588235305,0.048560662705882364,0.048715440882352946,0.048852792764705874,0.04893935799999999,0.04901911017647059,0.04902677794117647,0.048949931764705884,0.04889169782352941,0.048821666529411764,0.048768657588235294,0.048747146882352946,0.048726408235294116,0.04874416688235293,0.048718581,0.048700482470588224,0.04870189029411764,0.04861679558823529,0.048501594823529406,0.04835091235294117,0.04822899623529412,0.04816927276470589,0.04810325176470588,0.04810467682352941,0.048213554352941175,0.048302166529411765,0.048410407,0.048510953470588244,0.04859703570588236,0.04869754023529413,0.04878935835294118,0.048918453647058824,0.04929521876470588,0.04952826717647058,0.04977641599999999,0.04997862129411764,0.05010680758823529,0.05008998535294117,0.05012043523529413,0.05014098135294118,0.05013283917647059,0.05014613252941176,0.05016591135294118,0.050183333117647055,0.050201408705882355,0.050207212647058824,0.05020035900000001,0.05017138105882353,0.05009828752941176,0.04976368682352941,0.049517628352941184,0.04924742929411765,0.04901972105882353,0.048874614764705886,0.048865930705882354,0.04881601182352941,0.048797711588235294,0.04881566082352941,0.048799736999999996,0.04877074523529411,0.048731418588235285,0.04865969117647058,0.04857348411764705,0.048474194411764704,0.04813164476470588,0.047810949,0.04745432452941177,0.047210532764705895,0.046966423294117654,0.04677013682352942,0.04658653976470589,0.04639495747058825,0.04620647070588236,0.04599357635294118,0.04580257005882354,0.04563397947058824,0.045492993,0.04535957764705883,0.04527355858823529,0.04523485170588235,0.04521016264705883,0.045461010764705885,0.045746228411764706,0.04607565429411764,0.04634758494117647,0.04662239147058824,0.04684004382352941,0.04703380382352941,0.04721552064705882,0.04736688958823529,0.047508512764705885,0.04760600847058824,0.04768807741176471,0.04774971741176472,0.047809495588235294,0.047840739117647066,0.04762017494117648,0.04741176341176471,0.04718272052941176,0.04702429882352941,0.046925171705882354,0.046809043647058825,0.04673286270588235,0.04668562211764707,0.046652143588235294,0.04666257417647059,0.046715819882352946,0.04684256870588236,0.04700367782352941,0.04717914300000001,0.04737983594117648,0.04759593270588235,0.04782556723529412,0.048352923588235286,0.048868990882352935,0.04944407841176471,0.049925645294117645,0.050316675117647064,0.05070063970588236,0.0510172161764706,0.05129383029411765,0.05150880847058823,0.05171748870588235,0.051911244999999995,0.05206385888235294,0.05219756829411765,0.052317628294117645,0.05241767064705882,0.05285406947058824,0.053370274823529414,0.053800376176470585,0.05417495170588235,0.05441374152941176,0.05444921329411765,0.054595250352941174,0.05472719029411765,0.054890870470588236,0.0550957545882353,0.055290424647058835,0.055449168294117654,0.05556914123529413,0.05559376582352942,0.05556285964705883,0.05550944964705883,0.055384329823529414,0.05489803764705882,0.05432513270588235,0.053763646411764704,0.05328493517647059,0.052912095176470594,0.052773902352941174,0.05256137311764705,0.05235012117647059,0.05214694394117648,0.051920528235294125,0.0517717561764706,0.051661079941176476,0.05156889523529412,0.05156729011764707,0.05160914952941177,0.05141870323529412,0.05097365641176471,0.050584868882352946,0.05033001982352941,0.05015283770588236,0.05007902111764706,0.05003626170588235,0.049982764764705895,0.04993377194117647,0.04987737929411765,0.04975932223529412,0.049629664176470585,0.0495104124117647,0.04938966299999999,0.049285428941176455,0.049176541470588225,0.04905863870588235,0.04916314264705882,0.04953749423529412,0.04983597452941176,0.050011153647058826,0.05011984717647059,0.05009645511764706,0.050039950411764705,0.049998091764705876,0.04997495247058823,0.04998975276470588,0.05006859394117647,0.05014636747058824,0.05021225529411765,0.05026502452941176,0.05031232364705882,0.05094218441176471,0.050661608000000004,0.05062288876470588,0.05064308923529412,0.05072514217647058,0.0508227864117647,0.05100500329411764,0.05120820917647058,0.05141363370588235,0.05159668388235294,0.05178720523529411,0.05204628523529412,0.05231313505882353,0.052621478647058836,0.05294703594117648,0.053261408588235304,0.05361470900000001,0.05340291988235295,0.05412487170588236,0.054655324117647064,0.05522652576470588,0.055785003235294124,0.0563402855882353,0.05681986676470588,0.057279092941176474,0.05772229470588235,0.058163887823529416,0.05855938176470588,0.05887991252941177,0.059156649000000006,0.05941843964705882,0.05966314217647059,0.06032317970588234,0.06049855370588234,0.0608514432352941,0.06138368058823529,0.06192667329411764,0.06244570211764705,0.06281359735294118,0.06303461811764706,0.06321171888235295,0.06337464952941177,0.06349494205882351,0.06364272105882351,0.06379978476470588,0.0639389128235294,0.06412393005882351,0.06431172170588235,0.06449613523529413,0.06428019464705882,0.06451172611764705,0.06458644376470588,0.06452340670588234,0.06444718729411764,0.06434624729411764,0.06431786847058822,0.06441524082352941,0.06455645670588236,0.06471070952941177,0.06492154247058823,0.06511590329411765,0.06530626129411765,0.06552704188235293,0.06573179741176471,0.06646211735294119,0.06722006323529413,0.06789634264705882,0.06863590323529412,0.06938898794117647,0.07013718711764705,0.07085415123529414,0.07152019652941177,0.07221399323529411,0.07278721147058823,0.0732805420588235,0.07373246182352941,0.07420608535294117,0.0748238747647059,0.07554357852941176,0.07627228500000001,0.07697584770588234,0.07716997388235293,0.07729405505882354,0.07755160976470588,0.07772301711764706,0.07788978829411765,0.0781236455882353,0.07842195735294118,0.07881271264705884,0.0792833535882353,0.07983487741176469,0.08046307388235294,0.08116967211764706,0.08179760358823529,0.08235289535294117,0.08282721329411763,0.08407313564705882,0.085364228,0.08642295505882353,0.08684879535294118,0.0875592324117647,0.088510428,0.0896247191764706,0.09072430094117648,0.09180573682352942,0.09297754447058823,0.09418416117647059,0.09565852441176471,0.0972186544117647,0.09848960088235292,0.09981622235294116,0.10111487200000001,0.1024361646470588,0.10293215288235294,0.10355342076470588,0.10440893370588235,0.1059640234117647,0.10714218247058822,0.10820236423529411,0.10915719305882353,0.11011049129411765,0.11109413776470589,0.11198956011764706,0.11292877658823529,0.11380496835294117,0.11467496541176471,0.11593811717647058,0.11732655482352941,0.123033514,0.12753442694117648,0.1318342028235294,0.13611668376470587,0.14044064905882353,0.14466116552941177,0.14902912411764707,0.15330043764705883,0.15758820941176468,0.16159921882352943,0.16560009470588236,0.16958803588235294,0.17352321294117645,0.17732176529411764,0.18103439,0.18468224294117647,0.1882313182352941,0.18745791294117645,0.18787345529411764,0.18853438823529411,0.18905639647058822,0.18952271,0.19002297117647057,0.19044933529411764,0.19087994117647056,0.1911807682352941,0.1916650594117647,0.19212672882352938,0.19254717999999998,0.19284728235294116,0.19305766352941178,0.19326326588235293,0.19387042588235293,0.19476741235294118,0.1959348270588235,0.19683589294117645,0.19771950352941176,0.1987783876470588,0.19995987,0.20122486352941177,0.2025212288235294,0.20389755294117648,0.20531756529411768,0.2066196547058824,0.20787641294117648,0.2091636805882353,0.2104111888235294,0.21173024764705883,0.2130480294117647,0.21389836117647062,0.21436497352941178,0.21452638705882357,0.21497185823529413,0.21545709647058822,0.21579983117647059,0.21599600058823526,0.21617237058823527,0.2162753664705882,0.2162990852941176,0.21625264176470585,0.2163522064705882,0.21640996588235292,0.21641469470588232,0.21645848647058827,0.2150412905882353,0.21483101999999998,0.21446180941176474,0.2136491617647059,0.21294575058823528,0.2123046835294118,0.21191372764705885,0.21153031117647061,0.2112202,0.21088352764705887,0.21038582000000003,0.20999049529411765,0.20968862764705887,0.20944194411764705,0.20932312470588232,0.20924649235294118,0.20926748470588238,0.21076512235294118,0.21107541411764708,0.21152419941176473,0.21236568588235297,0.2129199717647059,0.21304388,0.21284393,0.21268607235294118,0.21241469470588234,0.21205180352941175,0.21182700999999998,0.21150607764705878,0.21121296176470586,0.21080626705882352,0.2102676235294117,0.21242365352941173,0.2140962976470588,0.2150624964705882,0.21570250352941178,0.2158517264705882,0.2155740894117647,0.21551424882352938,0.21593505235294116,0.21639466235294116,0.21689291588235293,0.21741914352941172,0.21802724588235292,0.21862949529411763,0.219139724117647,0.2195948364705882,0.22018065999999997,0.22088188470588238,0.21888568470588238,0.2173465882352941,0.21648752000000002,0.21592166411764707,0.2157571805882353,0.2160473694117647,0.21631322470588235,0.21646754117647057,0.21666316411764702,0.2167306682352941,0.2168450705882353,0.21697509470588233,0.21716093882352944,0.21745348411764703,0.21773097764705882,0.21932211588235298,0.22073811000000002,0.22220240764705884,0.22356746529411767,0.22487357058823532,0.22611597941176476,0.22728968058823532,0.2285046111764706,0.22965289941176473,0.23061428647058826,0.23149355411764708,0.23241560647058823,0.23326913705882354,0.23415445882352942,0.23500970764705884,0.2357689729411765,0.23642066529411768,0.23566903823529414,0.2350315464705883,0.23434169588235298,0.2336818370588236,0.23310855764705884,0.23262854764705887,0.23227636058823528,0.2318466288235294,0.2314349582352941,0.23117926470588235,0.23099163647058824,0.2307852405882353,0.23063097411764708,0.23045122470588236,0.23029946647058822,0.2311393617647059,0.23121497529411764,0.23146838882352944,0.2319239517647059,0.23212902352941178,0.2322126264705882,0.23221955294117644,0.2322462082352941,0.2322166594117647,0.23228850411764704,0.23228909235294118,0.23219895,0.23238825875,0.23257311933333333,0.23275723357142858,0.23294482846153847,0.2331167133333333,0.23188184272727275,0.23185001700000002,0.23146094444444446
pNuLoCDScore	-0.0751002003267974,-0.09217916503267973,-0.10392634209150325,-0.11514203915032684,-0.12253608738562094,-0.12830899150326802,-0.13624963797385622,-0.1432386997385621,-0.14839351032679737,-0.1377394934117647,-0.12364705930481282,-0.11018293009803917,-0.09791046597285066,-0.08461973525210084,-0.07227954192156866,-0.061919244522058825,-0.05352777411764706,-0.034803445882352985,-0.021263340000000047,-0.008311375882352923,0.0029957729411764222,0.013569676470588238,0.02469969352941173,0.03521431705882347,0.043353389999999936,0.048572744117647004,0.047487051176470535,0.0432774252941176,0.03797931352941172,0.03126936705882352,0.021796001176470597,0.013590449764705886,0.004780581294117653,-0.002603190235294095,-0.0068065855294117406,-0.010650220235294133,-0.016051005529411744,-0.022675306117647037,-0.029570439058823506,-0.03660918317647055,-0.04323026023529408,-0.04933430258823529,-0.051408884352941164,-0.050890951411764696,-0.04727363023529407,-0.04201341611764706,-0.03463088435294118,-0.026118692352941175,-0.011042753058823546,0.002390818705882314,0.011639149058823517,0.017312268470588227,0.01957840317647061,0.023364554352941158,0.02815642729411763,0.03435100905882352,0.040933940823529386,0.04657785494117647,0.050583513764705906,0.05189091494117645,0.05322137964705878,0.05353688729411765,0.05285230847058822,0.051344783176470565,0.04345255411764706,0.03133643270588235,0.02316486176470589,0.019786845882352966,0.01950012764705883,0.020558689411764725,0.021223999411764755,0.019428081176470602,0.01797722705882357,0.01639724529411768,0.01572230117647061,0.017310082352941236,0.018684824705882425,0.019034558235294152,0.018723750000000067,0.018858898235294186,0.027441118823529426,0.04071278117647065,0.05079294647058824,0.05873309058823528,0.0673955023529412,0.07383798823529411,0.08155435058823524,0.0897815847058824,0.09855200411764703,0.10684625058823533,0.11563683529411764,0.12410372235294109,0.1313876135294117,0.1394753005882352,0.1472604252941176,0.15388718294117643,0.1512352570588235,0.1419905464705882,0.13503735588235294,0.12911547294117648,0.12293797176470589,0.1159950052941176,0.10951837882352938,0.10320452529411756,0.0958764888235294,0.08875396823529402,0.0809768347058823,0.07220266882352944,0.06320005176470589,0.053627954705882386,0.044593584705882316,-0.04323342270588236,-0.06115786823529411,-0.07611745782352941,-0.08514222335294117,-0.09090055876470587,-0.09578582464705881,-0.09990511917647059,-0.1033902111764706,-0.10643830935294117,-0.10100851589411763,-0.09640896175935829,-0.09256788275980393,-0.08937187463800902,-0.08650519967647058,-0.08414318229019604,-0.0822892579485294,-0.08047334947058822,-0.06408948041176471,-0.0499218818235294,-0.04165363094117647,-0.03622281823529412,-0.031466234176470584,-0.02731222276470588,-0.023862508647058817,-0.020858090588235293,-0.018124268882352947,-0.01566765241176471,-0.013591490176470586,-0.011629089529411756,-0.010130324294117646,-0.009119697,-0.008216082882352937,-0.007792522705882356,-0.007610109735294121,-0.008105786323529422,-0.007998268617647072,-0.008372406617647064,-0.00903159573529412,-0.009983566617647058,-0.010970944970588235,-0.011941385205882355,-0.012896449735294118,-0.013822669029411766,-0.014578989147058822,-0.015101503088235295,-0.015244191558823526,-0.01480032944117647,-0.013956326264705884,-0.012924826205882351,-0.011539261470588234,-0.010242914735294113,-0.009603994970588229,-0.008909736088235292,-0.008125106823529411,-0.007207831470588235,-0.006181730588235292,-0.005164115411764706,-0.004101906352941177,-0.0030762289411764704,-0.0020657638235294113,-0.0012480695294117636,-0.0005145035882352933,-0.00016840405882353159,-3.9040588235296145e-05,-2.8882235294120165e-05,-5.824932352941313e-05,-8.549641176471001e-05,-9.987600000000221e-05,-0.00011526635294117904,-0.00013210826470588452,-0.00014748376470588402,-0.00016535623529412118,-0.0001847824705882347,-0.00020936382352941367,-0.00023038541176470528,-0.0002375464117647056,-0.00023846058823529664,-0.00023890882352941255,-0.00023031129411764557,-0.00021675620588235134,-0.0002571879117647044,-0.00028261935294117413,-0.0002744100294117622,-0.00025052085294117316,-0.00022415285294117432,-0.00020168332352940924,-0.00017953094117646902,-0.00015644899999999948,-0.000135397941176469,-0.00011464205882352752,-8.858582352941e-05,-6.316423529411676e-05,-3.81859411764697e-05,-1.7197088235294117e-05,3.64702941176194e-06,2.057823529411952e-05,9.233102941176574e-05,0.00018979111764705868,0.00024309779411764779,0.000269786029411764,0.00028279061764705654,0.0002916130294117643,0.00029448861764705576,0.00028683708823529566,0.00028305602941176324,0.00028037838235294224,0.00027121255882352896,0.0002611989117647061,0.00024898702941176555,0.00023551749999999733,0.00022161358823529625,0.00020364161764705596,0.00018266123529411642,9.064655882353063e-05,4.955941176471024e-06,-6.137464705882265e-05,-0.00012743399999999745,-0.00018221352941176668,-0.00022925688235293784,-0.0002609262352941191,-0.0002852736764705887,-0.00030897535294117755,-0.00032708935294117544,-0.0003400907058823538,-0.00035373105882352887,-0.000366696970588231,-0.00038012270588235093,-0.0003974293235294076,-0.0004148329999999964,-0.00041595994117647403,-0.0003805506764705882,-0.00032817961764705986,-0.000272044764705881,-0.00021128129411764063,-0.00016400552941176275,-0.00012797494117646954,-0.00010446091176470607,-8.802491176470618e-05,-8.045111764706271e-05,-8.148952941176499e-05,-8.28263529411774e-05,-8.303311764706195e-05,-8.087770588235607e-05,-7.265758823529755e-05,-2.1010970588240113e-05,4.437573529411827e-05,8.507050000000106e-05,0.00010806438235294244,0.00013850823529411652,0.0001573524999999975,0.00018467361764705655,0.0002180812647058824,0.0002526082647058836,0.0002889663529411779,0.00032468997058823605,0.0003597740882352943,0.0003909600882352898,0.0004162210882352937,0.0004399324411764709,0.0004620380294117661,0.0004435435882352949,0.0003753888235294156,0.000305540470588235,0.00024315326470588164,0.00017688702941176353,0.00011198311764705655,4.990823529411707e-05,-1.6078058823532082e-05,-7.797188235294204e-05,-0.00013432852941176396,-0.00018382164705882213,-0.000221904235294116,-0.00024894335294117255,-0.000262973823529411,-0.0002722326470588222,-0.00028104011764706026,-0.0002522276764705886,-0.000191877382352941,-0.0001282617352941183,-5.5096411764708406e-05,1.5603794117647826e-05,9.435273529411793e-05,0.00016328732352941314,0.00022449985294117902,0.0002813110294117658,0.00032905379411764767,0.00036991955882353066,0.00039437479411764606,0.0004148462647058839,0.0004288662647058839,0.0004374397941176462,0.00044544332352941356,0.00041603820588235335,0.0003552549117647012,0.00030871373529411765,0.00025403020588235514,0.00018731788235294353,0.00011797029411764887,4.685835294117313e-05,-1.3326764705884689e-05,-5.846047058823654e-05,-9.378394117647362e-05,-0.00011939447058823861,-0.00012985111764706077,-0.00013413758823529846,-0.00014303905882353217,-0.00015442476470588565,-0.00016949500000000214,-0.0002493025294117643,-0.0002764726470588213,-0.0003216732941176449,-0.00037165235294117464,-0.0003994274705882341,-0.00042979023529411686,-0.00044313729411764313,-0.00044969129411764376,-0.0004576314117647074,-0.0004686433529411758,-0.0004870434117647069,-0.0005069247647058808,-0.0005341187647058803,-0.0005531519411764666,-0.0005650583529411713,-0.0005713874117647035,-0.0005083667058823522,-0.00039724147058823635,-0.000292152294117649,-0.00018714576470588336,-9.580611764706086e-05,-1.3627705882351265e-05,5.58460588235294e-05,0.00011057635294117567,0.00014904861764706082,0.0001810680882352953,0.00021250491176470938,0.0002421129117647046,0.0002654873823529427,0.0002818838529411744,0.00029209926470587927,0.00029804423529411657,0.00029501441176470536,0.0002223814705882357,0.00015843852941176302,8.393252941176453e-05,1.135482352941121e-05,-5.82451176470624e-05,-0.00012202976470588288,-0.00017577717647058837,-0.00022416238235294095,-0.00026368176470588194,-0.00029628094117646955,-0.00032619264705882264,-0.00034779994117647116,-0.0003628444705882361,-0.0003759344117647088,-0.000385412441176472,-0.0003892280882352942,-0.00038221214705882155,-0.00036058285294117247,-0.00032959026470588335,-0.0002852509117647062,-0.00022717973529411822,-0.00016745073529411854,-0.00011409497058823513,-6.140461764705951e-05,-1.2757941176470486e-05,2.855411764705884e-05,6.163117647058937e-05,8.847929411764759e-05,0.00011112247058823674,0.0001320523529411803,0.00015413376470588443,0.00020280652941176425,0.00023209373529411645,0.00026128173529411415,0.0002831827941176448,0.00030071032352941077,0.0003079033235294116,0.0003202638529411772,0.0003376773823529425,0.00035803191176470885,0.0003785550294117656,0.0004009908529411764,0.00042624532352941377,0.00045373791176470633,0.0004780674411764708,0.0005017274411764708,0.0005212434411764715,0.000513080147058826,0.0004915895294117668,0.0004770765294117678,0.0004564632352941217,0.0004350502352941203,0.00041705664705882564,0.0003882029117647078,0.00034887497058823554,0.00030491214705882265,0.00025843808823529206,0.0002117812647058799,0.00016692179411764534,0.00012292244117647136,8.345608823529145e-05,4.85698529411778e-05,1.682197058823151e-05,7.7785588235256e-06,2.3069205882349925e-05,1.8871617647055194e-05,2.194708823529193e-05,2.14567941176462e-05,1.8845088235294044e-05,1.9180823529410182e-05,2.8963911764703573e-05,4.035273529411597e-05,4.791355882353271e-05,5.700085294117925e-05,6.638914705882522e-05,7.589379411764713e-05,8.571094117647456e-05,9.35137058823525e-05,0.00010024847058823748,8.547535294117781e-05,5.40475294117642e-05,3.199417647058861e-05,1.7763117647057527e-05,6.29152941176124e-06,-2.2017647058822365e-06,-1.3615058823529189e-05,-2.7693588235292582e-05,-4.036747058823453e-05,-4.4815176470588275e-05,-4.0627705882355716e-05,-3.755682352941589e-05,-3.563029411764694e-05,-3.6515911764706255e-05,-3.7844470588235465e-05,-3.644935294117718e-05,3.535229411764755e-05,0.00010672411764706298,0.00015557435294117836,0.00019595094117647212,0.0002223917058823549,0.0002507687647058804,0.00027790570588235274,0.00031129638235293834,0.0003531850588235283,0.00039725635294117316,0.00043527097058823627,0.00047654126470588615,0.0005163838235294118,0.0005574355294117646,0.0006020169705882351,0.0006411991470588255,0.0006095749705882381,0.000528551323529412,0.0004872840882352951,0.0004676035294117666,0.000461602823529415,0.0004552067058823557,0.00044770005882353164,0.00043995388235294405,0.00042154744117647164,0.0003920440882352952,0.0003567806470588242,0.00031837452941176243,0.00028143435294117336,0.0002533353823529396,0.00022490720588235272,0.0001937993235294113,0.00015113667647058578,0.00019625073529411577,0.00023234791176470447,0.0002455064411764681,0.000276257999999998,0.0003073037058823509,0.00035037682352940733,0.0003815497058823527,0.0004210955294117625,0.00047541870588235086,0.0005396637647058812,0.0006088144117647066,0.000679842823529413,0.0007502788235294114,0.0008303312352941176,0.0009215458529411753,0.0010419802058823542,0.0011724111470588234,0.0012831375000000016,0.0013835667647058847,0.00147171423529412,0.0015479947058823565,0.001615127294117653,0.0016882777058823527,0.0017740941176470609,0.0018478348823529438,0.0019179618823529417,0.001963747000000002,0.002015830323529413,0.002063180764705883,0.0020963130588235283,0.0021106233823529417,0.0022308695294117626,0.0023635328823529405,0.002503357352941174,0.0026552358235294084,0.0027983057352941113,0.00293746897058823,0.0030586502058823455,0.003177358323529408,0.0032661837352941127,0.0033541487941176444,0.00343647097058823,0.0035222837352941114,0.003609340970588234,0.003683659970588232,0.0037492572647058776,0.0038103367352941165,0.003731770647058822,0.003480163823529411,0.00317699629411765,0.002866679764705884,0.0025541231176470607,0.0022503400000000034,0.001972614000000001,0.0017100452941176437,0.0014654447058823523,0.0012417731764705862,0.0010187556470588263,0.0008170414117647101,0.000613805000000002,0.0004200770588235342,0.0002364735882352982,7.8151999999998e-05,-0.0001160586470588254,-0.00011393129411765152,-3.968811764706523e-05,5.448523529411747e-05,0.00013924070588235138,0.0002300663529411738,0.00033680641176470766,0.00044416029411765284,0.0005518810000000041,0.0006387178235294118,0.0007307894705882341,0.0008141495294117645,0.0008885148823529372,0.0009521332941176443,0.001025594647058821,0.001079835588235295,0.0011769944117647063,0.0012627030588235298,0.0012696998823529468,0.001255587764705881,0.0012379911176470665,0.0012124015294117732,0.0011535873529411808,0.001065470470588241,0.0009645134705882387,0.0008546290588235285,0.0007400800000000006,0.0006198477647058852,0.0004923272352941183,0.00037758611764705796,0.0002616191176470599,0.00015370964705882506,0.00015251141176470667,6.8823764705888e-05,6.451058823529407e-05,7.76159999999991e-05,9.559805882352473e-05,0.00010976429411763827,0.00011279994117646339,8.429394117646233e-05,-2.5615647058829794e-05,-0.00011670023529411488,-0.0001701597058823487,-0.00022305505882352916,-0.00027781570588234633,-0.00032599305882352603,-0.00038040711764705457,-0.0004141739999999998,-0.000557881823529411,-0.000770205000000003,-0.0009478772352941207,-0.0011387855294117608,-0.001316724176470583,-0.0014805764117647065,-0.0016216622941176428,-0.0016926008823529362,-0.0016149224117647035,-0.0014433697647058819,-0.0013197187647058864,-0.0012085691764705912,-0.0010809339411764762,-0.0009467400588235309,-0.000814971588235295,-0.0007079115882352924,-0.0004932219411764686,-0.00011284711764705802,0.00023215058823529422,0.0005481916470588197,0.0008561451764705838,0.0011491367058823546,0.0014263335294117663,0.0016613331764705926,0.0018250947647058882,0.0018856081176470627,0.001955906117647066,0.0020574722941176446,0.0021407017647058803,0.0022186452352941193,0.0022983954705882367,0.0023924032941176447,0.0023963664117647096,0.002220317411764705,0.001975944058823533,0.0017618369411764728,0.0015775188235294148,0.001407563764705886,0.0012632410000000018,0.0011533732941176426,0.0010834323529411716,0.0010447259411764664,0.0010008588235294047,0.0009334422941176534,0.0008710782941176512,0.0008024640588235286,0.0007255172941176488,0.0006424874117647097,0.000607771470588235,0.0006265614705882397,0.0006606327647058832,0.0007070032352941187,0.0007327339411764659,0.000752260823529402,0.0007475472941176411,0.0007381989999999949,0.0007052665882352933,0.0006422422352941187,0.0005628646470588299,0.0004940850588235311,0.0004427371764705902,0.00039535941176470704,0.000358469823529408,0.0003302224117647072,0.00024933988235293844,0.0001758044705882332,0.00019750923529411601,0.0002396459999999996,0.0002688041176470632,0.0002971851176470676,0.00032671005882353374,0.000353472470588239,0.00036181770588235296,0.0003681800588235286,0.0004004432352941144,0.00045652411764705164,0.0005016087647058791,0.0005312578345588216,0.0005524197019607831,0.0005607749201680633,0.0005610519547511322,0.0006093652058823534,0.0005856317058823557,0.0005229378882352954,0.00048070619607843215,0.0004306092549019626,0.00039228149019607944,0.00034854843137255287,0.00031695331372549526,0.0002914772549019659,0.00026331507843137605,0.00021419913725490708,0.0001668619019607881
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
