UniprotID	Q9BU23-2
pNuLoCScore	0.17690897422222224,0.16978829380000002,0.16547692890909094,0.1630460756666667,0.16145263369230772,0.15910393842857148,0.15676460160000005,0.15537147650000005,0.1543574955294118,0.13628484964705884,0.12280516552941177,0.12467604435294118,0.12592765023529412,0.12682818435294116,0.12949210788235296,0.13137443729411769,0.13429027352941178,0.13731274388235293,0.14003378094117647,0.14208935447058824,0.14234974270588233,0.14271077623529413,0.1440461250588235,0.1455741929411765,0.1452876823529412,0.14886741882352944,0.1535848011764706,0.1597630405882353,0.1663317211764706,0.17237435470588236,0.17734956411764705,0.17888343411764707,0.18344527352941176,0.1883692888235294,0.19444188294117645,0.1998065247058823,0.20418316588235294,0.21013831588235293,0.2156803688235294,0.22178082823529413,0.22795633176470592,0.23527172941176472,0.23931504823529415,0.24168714823529414,0.24283446941176473,0.2438662917647059,0.24597158235294117,0.2488963394117647,0.25528307529411765,0.25856769588235295,0.26061601411764707,0.2608228647058824,0.26126958529411765,0.2628415776470588,0.26358822411764704,0.2633283505882353,0.2521413205882353,0.24106113552941177,0.23000275023529412,0.21791962670588239,0.2059473816470588,0.1931657907647059,0.1799965693529412,0.16667308776470588,0.15353021641176468,0.14012117788235293,0.1266293294117647,0.11389771635294117,0.10210881023529411,0.0904899694117647,0.07834521764705882,0.0664233215882353,0.05539167629411765,0.05443950494117647,0.053244972647058825,0.051909742882352936,0.05064424029411765,0.049562450647058824,0.048755664117647056,0.04796879100000001,0.04700808811764706,0.04599860476470589,0.04492099641176471,0.04376667488235294,0.04254935911764706,0.04128587388235294,0.04002937729411765,0.03882147652941176,0.037118645470588234,0.03546104282352941,0.03394668405882353,0.032627187764705884,0.031498469470588236,0.030539145411764702,0.029700697764705884,0.028970917647058822,0.02830474794117647,0.027705732705882356,0.02717792835294118,0.02668737747058824,0.026237823999999996,0.025827093647058822,0.02544750976470588,0.025094230941176472,0.02476825488235294,0.02493741405882353,0.025131319058823532,0.02529467947058824,0.02540127588235294,0.025496309470588233,0.025566870117647057,0.025619417058823528,0.025663127764705883,0.025702165176470587,0.025732843588235292,0.02575347411764706,0.025765943882352944,0.02577278211764706,0.025772948647058827,0.02576828623529412,0.025792109058823533,0.025819397117647063,0.025836372823529418,0.025859355117647063,0.025891207647058826,0.025916033882352946,0.025939236235294122,0.025959974588235298,0.025977306352941182,0.025994587,0.026012815941176465,0.026033802117647057,0.026053996058823525,0.026074654764705874,0.02609239164705882,0.026102364705882352,0.026107985529411758,0.026083310529411763,0.02605298370588235,0.026028425058823527,0.0260003004117647,0.02596992582352941,0.02593883752941176,0.025908701764705878,0.02588038747058823,0.025850501235294115,0.025814721999999995,0.025771040117647057,0.02572249958823529,0.025674070235294114,0.02562610088235294,0.025579005117647057,0.025472883882352942,0.025349435647058823,0.025236394294117646,0.025135235470588237,0.02504363505882353,0.024945865823529412,0.024857635764705878,0.024777039941176467,0.024692162294117647,0.02459357664705882,0.02448520688235294,0.02437439847058823,0.02426593270588235,0.024156672588235294,0.024047072588235296,0.02393588770588235,0.023817133117647053,0.02376441058823529,0.0237303924117647,0.023689074941176468,0.023637010941176467,0.023580585529411762,0.023530194058823534,0.02347484905882353,0.023416401235294117,0.02336261129411765,0.023325167000000004,0.02330131329411765,0.023285277,0.02327129488235294,0.02325890458823529,0.02324726894117647,0.023258894588235293,0.023280752117647057,0.023298561,0.02331595229411765,0.023331400823529417,0.02333419941176471,0.023333978176470593,0.023338284529411772,0.023340375470588242,0.023338256058823535,0.023335466941176473,0.023332071882352944,0.023329043294117648,0.023324552823529413,0.023320942823529412,0.02331812594117647,0.02331417170588235,0.023285860176470587,0.023257048529411763,0.02323255605882353,0.023210839411764703,0.02318920488235294,0.02318029958823529,0.023175318529411765,0.0231678464117647,0.023162354470588235,0.02315980994117647,0.023155071352941176,0.023149953,0.023140004000000006,0.023130862764705884,0.023121110705882356,0.023070825294117654,0.02303022817647059,0.022992498647058827,0.022955873823529413,0.022918606352941177,0.02288279917647059,0.022844762,0.022811188470588238,0.022779936470588236,0.022752121176470592,0.022728732823529413,0.022710314,0.022700400235294117,0.022694703411764706,0.02269799394117647,0.02270592658823529,0.022718780176470586,0.02277523264705882,0.022825575882352938,0.02287824358823529,0.022933599470588234,0.022991665352941178,0.023052429235294117,0.02311882770588235,0.02318226205882353,0.02324396941176471,0.023304453470588238,0.023362102647058826,0.023418983117647063,0.023471321352941183,0.023520527058823532,0.02356174488235294,0.023526201352941176,0.023513431,0.02350722670588235,0.02347305864705882,0.023413983294117643,0.023347567705882352,0.02327950894117647,0.023207510647058824,0.02313102894117647,0.023050807941176473,0.02296513,0.022874898294117648,0.02278283205882353,0.022689213117647055,0.022593441529411756,0.02249592052941176,0.022400888235294115,0.022378438588235294,0.02232869811764706,0.022267592058823532,0.022232075235294118,0.02222008888235294,0.022210138588235295,0.022200737058823528,0.022191900176470585,0.022183203999999998,0.022176237764705876,0.022170818,0.022167617352941177,0.022165226352941176,0.02216185464705882,0.02215836894117647,0.022149675235294118,0.022136445294117648,0.02212875776470588,0.02212054788235294,0.022110752352941174,0.02209542476470588,0.022082762411764705,0.022072575647058824,0.022062600941176475,0.02205275617647059,0.022041995117647064,0.02203181617647059,0.022022242764705886,0.022011858470588237,0.022000445941176477,0.021988335647058828,0.02197719635294118,0.02197227017647059,0.02197234535294118,0.021966703529411765,0.021961304941176468,0.021958798117647057,0.021961715588235294,0.021961234411764705,0.021958577176470588,0.02195502341176471,0.021951193823529416,0.021949291529411767,0.02194697341176471,0.02194553894117647,0.021945192647058825,0.021946273411764708,0.02193860688235294,0.021939084941176468,0.02194280447058823,0.02194634252941176,0.021951104647058822,0.02195710094117647,0.021961999588235293,0.02196673323529412,0.021969214,0.021971922882352946,0.021976603000000004,0.02198190329411765,0.021988767823529414,0.021996641352941184,0.022003790411764708,0.02201167605882353,0.022018531352941177,0.02203528976470588,0.022043297176470585,0.022047457117647055,0.022051561176470585,0.022054784,0.022057835470588236,0.02206189,0.02206481141176471,0.022069872705882357,0.02207215823529412,0.022069959470588235,0.022063616411764707,0.022053482294117643,0.022039821058823527,0.02202372382352941,0.021907278176470587,0.021812110294117643,0.021722692058823528,0.021634946176470583,0.0215492364117647,0.021464699823529415,0.021379379058823526,0.021292673999999994,0.02120580670588235,0.02111960070588235,0.021033562588235296,0.020950447352941177,0.020870177411764706,0.020792741352941176,0.020717488058823532,0.020643622470588235,0.02057164823529412,0.020599081823529413,0.02060560105882353,0.02060575311764706,0.020604247764705885,0.02060048470588235,0.020595650352941173,0.020591585647058822,0.020588810941176466,0.0205862854117647,0.02058455164705882,0.020583179176470588,0.02058155,0.02057974247058823,0.020577824941176475,0.02057530411764706,0.020576689058823528,0.02057597482352941,0.02057316176470588,0.020569333588235292,0.020564479470588235,0.02055685894117647,0.02054624876470588,0.02053429376470588,0.020520805117647055,0.02050592182352941,0.020490971235294118,0.02047511947058823,0.020459190176470587,0.020442263000000002,0.020425063235294118,0.020408201,0.020392202882352942,0.020372908705882355,0.02035597129411765,0.02034114023529412,0.020327434823529413,0.020315368352941173,0.020306032999999998,0.020299570588235293,0.02029441958823529,0.020289843999999998,0.020285657529411763,0.02028124364705882,0.020277613352941176,0.02027384941176471,0.020270754352941178,0.02026779505882353,0.020263538941176475,0.020258162000000003,0.02025374505882353,0.02024973488235294,0.020245882529411764,0.02024384894117647,0.02024346764705882,0.020244769705882352,0.020246827294117645,0.02024953264705882,0.02025270088235294,0.020257153588235294,0.02026206405882353,0.020266988823529414,0.02027210741176471,0.020277322823529415,0.02028262135294118,0.02028927352941176,0.020296823529411766,0.02030317370588235,0.020309331764705882,0.020315559647058824,0.020320361117647057,0.020323753235294117,0.020325772352941175,0.02032739211764706,0.020328517999999997,0.02033010988235294,0.02033144905882353,0.020332684235294118,0.020334004470588234,0.02033498129411765,0.020340131294117648,0.020344552470588237,0.020348815235294117,0.020352948941176473,0.020355369588235295,0.020356952705882357,0.020358842470588237,0.020360376705882352,0.02036206576470588,0.020363490588235295,0.020363972176470593,0.020362793352941177,0.020361071294117645,0.020359274235294118,0.020357613941176474,0.02035608511764706,0.02035477829411765,0.02034943929411765,0.02034491382352941,0.020340541470588235,0.02033679970588235,0.02033546188235294,0.02033481794117647,0.02033370547058824,0.02033287123529412,0.02033175511764706,0.02033078488235294,0.020330742411764705,0.02033237029411765,0.02033451135294118,0.020336496823529414,0.020338357705882354,0.02033835629411765,0.02034084476470589,0.020344071764705887,0.020346747411764707,0.020349193588235295,0.02035140829411765,0.020352864352941175,0.02035443205882353,0.02035591441176471,0.02035801517647059,0.020359505411764706,0.020360963117647058,0.020362447176470587,0.02036397605882353,0.02036564164705882,0.02036713811764706,0.020368318823529415,0.020370983529411763,0.02037124258823529,0.020370313411764703,0.020369439294117643,0.02036824917647059,0.020366791764705884,0.020365537529411764,0.020363971705882354,0.020362783411764705,0.02036112835294118,0.02035988376470588,0.020358735823529407,0.02035767588235294,0.02035652211764706,0.020355152529411762,0.020353940411764703,0.020351725294117644,0.02034997111764706,0.02034886217647059,0.020348494058823528,0.02034956076470588,0.02035127517647059,0.020352728705882357,0.020354110470588237,0.02035477764705882,0.020355053882352942,0.020355169352941176,0.020355520588235292,0.020355423176470586,0.020355288764705885,0.020355309470588237,0.020356018647058827,0.020356858588235296,0.02035851552941177,0.02035972317647059,0.02036015970588235,0.020360125176470584,0.02035918247058823,0.020357957058823522,0.020356645647058823,0.02035526894117647,0.02035451452941177,0.020353266117647064,0.020351564352941175,0.020349684764705882,0.02034820211764706,0.020346733764705884,0.020347014470588235,0.02034777864705882,0.020348521411764707,0.020349547235294117,0.020350776705882354,0.020351339529411767,0.020348939588235297,0.020346088352941178,0.020342949588235293,0.02034005688235294,0.020337057058823525,0.020334090235294117,0.020332046117647058,0.020330789058823528,0.02032974529411765,0.020328554411764708,0.02032734205882353,0.02032447594117647,0.020320616588235297,0.020316923705882357,0.020313384529411765,0.02030983088235294,0.02030714888235294,0.02030763317647059,0.02030856217647059,0.020309798411764706,0.02031121182352941,0.020312992764705877,0.02031498458823529,0.02031657588235294,0.020317864176470586,0.020319109117647057,0.020321075529411765,0.020323156352941175,0.020323540352941174,0.020324553,0.02032585194117647,0.020326393352941174,0.020327236588235292,0.020328115764705883,0.020329745647058826,0.020331244411764704,0.020332706941176473,0.020333915470588233,0.02033511476470588,0.02033619158823529,0.02033723423529412,0.020338329470588237,0.02033930888235294,0.02033955864705882,0.020339418176470586,0.020340779235294117,0.020341420176470587,0.020341712294117645,0.02034282864705882,0.02034340994117647,0.020343750235294115,0.020343128470588234,0.02034264070588235,0.020342275529411768,0.020342061588235295,0.020341886823529415,0.02034192494117647,0.02034204117647059,0.020344462352941177,0.02034577711764706,0.020347202529411766,0.02034849994117647,0.02034934417647059,0.020349496647058825,0.020348638941176472,0.020346610764705883,0.020343838705882352,0.020339855176470592,0.020334540352941178,0.02032807411764706,0.02032091564705882,0.020313023176470588,0.020303846117647063,0.02029349835294118,0.020282507235294123,0.020268587705882357,0.02025531329411765,0.020241639823529414,0.020227805352941178,0.020213889058823528,0.02020026252941176,0.020187072705882353,0.020174795117647054,0.020163055117647058,0.020152682529411763,0.02014362482352941,0.020135637235294122,0.02012830276470588,0.02012173217647059,0.02011640688235294,0.02011149594117647,0.02010678188235294,0.020102986235294117,0.020099930000000002,0.02009756882352941,0.02009578882352941,0.020094689647058826,0.020093595529411763,0.020095239117647056,0.020099638470588235,0.020106607588235292,0.02011570617647059,0.020127006294117646,0.020138261823529412,0.02014889,0.02015955605882353,0.02017032523529412,0.020181773235294118,0.02019365935294118,0.020205045823529413,0.02021618594117647,0.02022704194117647,0.020237760352941177,0.020248218000000002,0.020259065235294117,0.020267588294117646,0.02027342011764706,0.02027707788235294,0.020278505647058825,0.020277811647058826,0.02027693729411765,0.02027665494117647,0.02027741688235294,0.020278245294117647,0.020279131117647058,0.020279551529411764,0.020279976470588237,0.02028021764705882,0.020280213058823524,0.020279832058823527,0.020279523411764703,0.020279815176470584,0.020280046937499997,0.020280422733333334,0.020280833857142855,0.020281287846153847,0.0202817665,0.020282691818181816,0.020283778300000003,0.020282984333333334
pNuLoCDScore	-0.022551478692810434,-0.0406241245751634,-0.054103808692810465,-0.05223292986928106,-0.05098132398692812,-0.05008078986928108,-0.047416866339869274,-0.04553453692810455,-0.04261870069281046,-0.03247554991764709,-0.02544314796791447,-0.02095672119607847,-0.019102890986425397,-0.016393162193277355,-0.012718476541176554,-0.00979728355882356,-0.009069813176470598,0.012582569176470604,0.030779635647058837,0.03508699623529411,0.040404070941176484,0.0455461703529412,0.04785745623529408,0.04750899682352938,0.049154999999999976,0.05105654494117648,0.054408101999999986,0.057717170235294074,0.061833423176470614,0.0674275396470588,0.0716342437647059,0.07620663529411764,0.08266864941176472,0.08640431058823528,0.08573024705882354,0.08192410764705885,0.07650274823529413,0.07149193705882353,0.06862201823529412,0.07001290529411763,0.07183780176470589,0.07019840705882355,0.06617413117647061,0.061016340000000086,0.057086419411764705,0.052703261764705855,0.047907855294117646,0.04154752235294115,0.024184988823529374,0.005789406117647056,-0.009312298000000024,-0.02376752152941175,-0.03688708776470592,-0.05070050099999998,-0.06597501299999997,-0.08222325164705882,-0.10175285888235297,-0.11844651800000003,-0.13398668470588238,-0.14692514835294124,-0.15916077505882353,-0.1723516082352941,-0.18524300647058822,-0.19690502899999998,-0.19674964429411765,-0.1866216305882353,-0.1767577775882353,-0.16600988382352944,-0.15530314135294115,-0.14360334011764708,-0.13124090523529414,-0.11870429676470587,-0.10652212829411761,-0.09412257311764705,-0.08170833299999998,-0.07013104147058824,-0.05955945111764705,-0.049204095529411754,-0.038315840352941166,-0.027601845058823543,-0.018273030823529414,-0.01897846211764706,-0.019298288588235298,-0.01928255511764705,-0.01914577082352941,-0.019023305235294122,-0.019054966352941172,-0.01899787335294119,-0.01870334017647059,-0.01829287205882353,-0.01774306805882353,-0.0170792974117647,-0.016311535117647064,-0.01545878023529412,-0.014581867529411773,-0.013727245588235286,-0.012350390588235293,-0.010523628764705879,-0.008815364999999995,-0.007332508294117645,-0.0060971935882352946,-0.005042835941176469,-0.004133827647058826,-0.003351500588235294,-0.002641620176470589,-0.002003567529411769,-0.0014450847647058881,-0.0009339033529411796,-0.00047188011764705273,-5.431152941176229e-05,0.00032543888235294846,0.0006740552941176467,0.0010238541764705927,0.0008819830588235322,0.000705053764705886,0.0005646756470588238,0.0004899317647058844,0.0004197244117647124,0.0003723661176470647,0.00034055752941176964,0.00031417858823529904,0.00029242182352941237,0.0002799723529411727,0.00028032799999999636,0.00028805217647058165,0.0003018726470588144,0.0003194429999999922,0.0003340784705882331,0.0003158764705882243,0.00026391341176469976,0.0002166108823529328,0.000169069941176464,0.00010909276470587315,5.389194117646351e-05,-3.9870588236165516e-07,-5.127282352941978e-05,-9.691888235295251e-05,-0.00014408576470588408,-0.00019809394117646997,-0.0002627619999999997,-0.0003314964705882356,-0.0004005845294117599,-0.00046629076470587963,-0.0005233595882352948,-0.0006351016470588153,-0.0007338748823529397,-0.0008165894117647052,-0.0008931895882352894,-0.0009566653529411683,-0.0010240599999999968,-0.0010812017647058823,-0.0011316618235294104,-0.0011882251764705823,-0.0012569245882352968,-0.0013295151176470552,-0.0013966416470588272,-0.0014565668823529401,-0.00151739764705882,-0.0015790282941176431,-0.0016431174117647086,-0.0016557507647058899,-0.0015850250588235332,-0.001506001882352944,-0.0014461605294117698,-0.0014066241176470644,-0.0013652802941176503,-0.0013274417058823443,-0.001302190882352939,-0.0012757610588235296,-0.0012309653529411699,-0.0011600398823529354,-0.0010730851764705791,-0.0009806557058823495,-0.0008853777058823557,-0.0007881680000000058,-0.000688618764705877,-0.00055823852941176,-0.00048365847058823297,-0.00043183141176470277,-0.0003731226470588163,-0.00030561011764704965,-0.00024638611764705304,-0.0001962158823529403,-0.00013656452941175623,-7.602576470587541e-05,-2.4355235294114264e-05,1.029994117646843e-05,3.0758588235292594e-05,4.376629411764754e-05,5.325794117647456e-05,6.203823529412136e-05,7.085699999999709e-05,5.527711764705817e-05,5.1080588235295765e-06,-4.151247058823554e-05,-8.339623529412046e-05,-0.00012056141176471427,-0.00014499452941177035,-0.00015367858823530506,-0.00016296600000000744,-0.00017252905882354092,-0.0001759015882352999,-0.00017565700000000267,-0.00017700052941176797,-0.0001790902941176467,-0.00018454882352940752,-0.0001900800588235281,-0.00019701523529411236,-0.00024334641176469718,-0.0002556319999999952,-0.0002645498823529366,-0.00027668223529411784,-0.0002922330588235253,-0.0003064057058823483,-0.0003355375882352872,-0.0003641300588235266,-0.0003879099411764654,-0.00041023329411764287,-0.0004310771176470572,-0.00044475735294117677,-0.0004495527647058843,-0.0004453005882352999,-0.00043286882352941425,-0.0004151841176470647,-0.0003520451176470679,-0.0002549955294117723,-0.0001669227647058888,-7.763023529412313e-05,1.499311764705663e-05,0.00010886617647058727,0.0002076672352941157,0.0003076392352941125,0.0004023255882352958,0.0004918482352941171,0.000575720647058825,0.000651788647058827,0.0007185828823529465,0.0007766179411764773,0.0008225331176470625,0.0008558182941176481,0.0008074211764705908,0.0007381983529411822,0.0006816508235294137,0.0005948150588235314,0.00048038382352940875,0.0003559023529411745,0.00022707970588235413,8.868294117647321e-05,-5.1233117647059984e-05,-0.00019316147058823577,-0.00033932347058823753,-0.0004872043529411778,-0.0006361510588235343,-0.000782108235294128,-0.0009270855294117759,-0.0010658243529411797,-0.0011253131176470615,-0.001134992411764707,-0.001178528588235292,-0.0012054665882352891,-0.0011819080588235248,-0.0011274788235294125,-0.0010693703529411763,-0.0010067735882352963,-0.0009391287647058863,-0.0008676039411764751,-0.0007888922352941238,-0.0007040802941176497,-0.0006152147058823519,-0.0005239867647058791,-0.00043158688235293494,-0.0003375515882352888,-0.00025121299999999666,-0.00024199329411764628,-0.0001999403529411789,-0.00014704417647059057,-0.00012132288235294428,-0.00012466411764705879,-0.0001273761764705901,-0.00012816141176470383,-0.00012929923529410997,-0.00013044782352940668,-0.00013424264705881248,-0.00013900182352940757,-0.00014537458823529054,-0.00015336788235293872,-0.00016140870588234393,-0.00017003329411764342,-0.00017247888235293746,-0.0001641751176470578,-0.00015641241176470033,-0.0001538443529411765,-0.00014944741176470613,-0.000136626647058824,-0.00012104682352941099,-0.00011134123529411843,-0.00010402376470588712,-9.773276470588163e-05,-9.080129411764837e-05,-8.252464705882367e-05,-7.526935294117562e-05,-6.631952941176661e-05,-5.525329411765201e-05,-4.2062235294119954e-05,-3.858947058824058e-05,-3.318523529412254e-05,-2.954088235294916e-05,-2.036100000000346e-05,-1.0200294117645309e-05,-1.6971764705865644e-06,2.8399999999970116e-07,5.498823529414415e-06,1.0636823529412698e-05,1.689947058823582e-05,2.5409176470588685e-05,3.2611764705883783e-05,4.179441176470344e-05,5.110241176471339e-05,5.859776470588246e-05,6.540264705882232e-05,7.99244705882371e-05,9.620482352941384e-05,0.0001004927058823532,0.00010111458823529318,0.0001004565294117632,9.768305882353057e-05,9.583588235294316e-05,9.515676470588097e-05,9.559741176470848e-05,9.794982352941128e-05,9.555523529411469e-05,8.805617647058422e-05,7.48485882352927e-05,5.684094117645866e-05,3.6030647058819115e-05,1.2047764705879621e-05,-0.00011125317647059027,-0.00022317947058823895,-0.0003206051176470569,-0.00041251094117647144,-0.0005023247647058839,-0.0005900841764705858,-0.00067845641176471,-0.0007692160000000066,-0.0008590047058823595,-0.0009502720000000055,-0.001038595647058823,-0.0011195121176470584,-0.001193439000000001,-0.0012607409411764664,-0.001322332999999995,-0.0013801013529411744,-0.001335629941176468,-0.0012130284705882295,-0.0011170909999999971,-0.0010291930588235236,-0.000944988647058817,-0.0008642151176470637,-0.0007837287058823535,-0.0007010883529411718,-0.0006169957647058841,-0.0005333152941176499,-0.0004490109411764767,-0.0003672681764705886,-0.0002886274117647053,-0.00021299888235294662,-0.00013966311764705697,-6.831835294117405e-05,5.040823529409155e-06,-2.3107000000001376e-05,-3.2439294117649065e-05,-3.641952941176724e-05,-3.976829411764943e-05,-4.3625764705880477e-05,-4.940158823529134e-05,-5.729188235294169e-05,-6.800582352941079e-05,-8.03635882352903e-05,-9.358041176470155e-05,-0.00010805970588235667,-0.00012235982352941377,-0.0001374794705882275,-0.0001527617058823573,-0.00016710311764706054,-0.00018448617647058574,-0.00020306611764705704,-0.00021719047058823063,-0.00022819335294117088,-0.00023704464705882194,-0.00024149058823529773,-0.0002402157647058839,-0.00023472317647058732,-0.00022638552941176351,-0.00021607782352941335,-0.00020531370588235467,-0.00019387582352941093,-0.0001815768235294106,-0.000168413588235293,-0.00015430888235293955,-0.0001404059411764698,-0.0001286639411764677,-0.00011474670588235147,-0.00010222623529412139,-9.140535294118249e-05,-8.1552294117649e-05,-7.151941176470472e-05,-6.256535294117682e-05,-5.4800882352941394e-05,-4.7592294117645983e-05,-4.031135294117749e-05,-3.295664705882384e-05,-2.4090058823526828e-05,-1.5549294117647022e-05,-6.860588235294701e-06,1.3530588235319274e-06,9.527764705884179e-06,1.9082411764705792e-05,3.111152941175782e-05,4.3078470588236994e-05,5.3438823529410734e-05,6.344923529411767e-05,7.171070588235517e-05,7.689347058823653e-05,7.898352941176565e-05,7.894505882352978e-05,7.785947058823808e-05,7.581711764705762e-05,7.295629411764593e-05,6.938500000000167e-05,6.569541176470323e-05,6.189705882352417e-05,5.7658470588233673e-05,5.750994117646735e-05,5.5278941176475915e-05,5.199170588235033e-05,4.9775235294122894e-05,4.6037823529413574e-05,4.139305882353353e-05,3.8481352941179686e-05,3.6623470588234563e-05,3.629341176470541e-05,3.6098470588236814e-05,3.5454176470595816e-05,3.2683470588237146e-05,2.9622235294114035e-05,2.6589999999999947e-05,2.360947058823934e-05,2.1103823529412813e-05,1.4647000000003046e-05,4.886823529413886e-06,-3.901411764706264e-06,-1.2407470588237518e-05,-1.8569882352943712e-05,-2.149082352941728e-05,-2.402452941176539e-05,-2.6671235294113e-05,-2.9194529411760706e-05,-3.173547058823653e-05,-3.318729411765434e-05,-3.205094117647231e-05,-2.8700999999995563e-05,-2.476288235293833e-05,-2.1117117647059813e-05,-1.7727411764707768e-05,-1.6422000000002046e-05,-8.594529411761614e-06,-8.420588235233395e-07,6.205941176472274e-06,1.2393882352943614e-05,1.5946411764708457e-05,1.8046411764702924e-05,2.0726588235292498e-05,2.304317647058851e-05,2.6260058823529553e-05,2.8720529411767337e-05,3.022070588235351e-05,3.007688235293765e-05,2.946470588234898e-05,2.9144823529406172e-05,2.878041176470475e-05,2.996252941176586e-05,3.013876470587401e-05,2.7170823529404364e-05,2.35659999999957e-05,2.0245705882347698e-05,1.6840882352941317e-05,1.3927411764709519e-05,1.1105470588232413e-05,8.057294117645719e-06,4.768235294116269e-06,1.622941176473297e-06,-1.0793529411773362e-06,-3.7113529411797463e-06,-6.300176470588892e-06,-9.119529411759364e-06,-1.1985588235296357e-05,-1.4378411764711524e-05,-1.9258235294118686e-05,-2.1271470588231367e-05,-2.1451235294112775e-05,-2.0945235294115433e-05,-1.868841176470848e-05,-1.551658823529395e-05,-1.2808823529407432e-05,-9.86123529411742e-06,-8.00576470588385e-06,-6.074470588236791e-06,-4.714411764705079e-06,-3.21523529411491e-06,-2.252705882353767e-06,-1.2333529411760746e-06,1.569411764747175e-07,2.0782352941235704e-06,5.133294117651288e-06,8.544411764708354e-06,1.0861000000000898e-05,1.16656470588207e-05,1.0564411764703296e-05,7.907294117641406e-06,5.2283529411653595e-06,2.535176470586098e-06,4.912941176486718e-07,-5.393529411736042e-07,-1.9032352941115993e-06,-3.956235294116928e-06,-5.738411764703855e-06,-7.086647058823087e-06,-8.575705882352819e-06,-9.004176470591568e-06,-9.079941176475675e-06,-9.994117647061512e-06,-1.0175941176474718e-05,-9.382999999994757e-06,-8.785647058816987e-06,-1.0242882352934357e-05,-1.1868705882343844e-05,-1.3696058823529922e-05,-1.521205882352994e-05,-1.7457470588243956e-05,-1.91758823529474e-05,-1.9518235294117142e-05,-1.889570588235398e-05,-1.845682352941136e-05,-1.8179352941176397e-05,-1.9672411764704023e-05,-2.330270588234845e-05,-2.7904823529410067e-05,-3.2623529411759944e-05,-3.739217647058882e-05,-4.150864705882579e-05,-4.179070588235592e-05,-3.845517647058788e-05,-3.43874117647025e-05,-3.0258470588233333e-05,-2.584523529411409e-05,-2.1097470588239686e-05,-1.7061529411766668e-05,-1.4213176470587174e-05,-1.188111764706401e-05,-9.44529411765066e-06,-6.2665294117657255e-06,-1.3195882352969035e-06,2.923764705876908e-06,7.629294117642016e-06,1.2467411764704311e-05,1.656247058823279e-05,2.0087705882351065e-05,2.048258823529256e-05,2.1183470588236053e-05,2.1445999999997883e-05,2.149511764706208e-05,2.0922705882355647e-05,2.013017647058829e-05,1.9615705882349704e-05,1.9370058823534042e-05,1.9220352941180102e-05,1.823335294117573e-05,1.64022941176456e-05,1.5877823529412277e-05,1.622623529411865e-05,1.556823529411805e-05,1.531894117647037e-05,1.5592058823527682e-05,1.5294176470587173e-05,1.4004588235288357e-05,1.188405882352958e-05,9.933764705878645e-06,8.360058823535244e-06,6.94682352941553e-06,5.695235294124468e-06,4.6907058823507375e-06,3.7117058823525617e-06,5.153470588235842e-06,6.218470588240793e-06,7.784352941180017e-06,7.720705882351825e-06,7.924000000002901e-06,7.784352941180017e-06,5.810294117652298e-06,3.2008235294131437e-06,8.847058823729936e-08,-3.2732941176415176e-06,-8.100352941173283e-06,-1.4201411764707544e-05,-2.1145941176473754e-05,-2.8863647058827158e-05,-3.807882352940828e-05,-4.854282352940997e-05,-6.195511764705425e-05,-7.718941176470401e-05,-9.18892352941153e-05,-0.00010686011764705558,-0.00012153882352941223,-0.00013560758823529667,-0.00014837641176471128,-0.00015953805882353012,-0.00016904358823529794,-0.0001768000588235341,-0.00018185782352941535,-0.0001844492941176501,-0.00018527841176469925,-0.00018472041176470846,-0.0001821139411764712,-0.00017709147058823926,-0.00017101129411765253,-0.00016180582352941578,-0.00015232705882353356,-0.0001417098235294116,-0.00013023652941176675,-0.00011810023529411698,-0.00010557288235293547,-9.347717647058967e-05,-7.955599999999799e-05,-6.341664705882336e-05,-4.607494117647021e-05,-2.7918647058821494e-05,-8.630941176476087e-06,9.959058823533207e-06,2.7157823529407737e-05,4.314917647059088e-05,5.88292941176502e-05,7.499135294117623e-05,9.067311764706168e-05,0.00010511582352941071,0.00011861711764706018,0.00013125311764706007,0.00014307070588235118,0.0001546224705882386,0.0001638261176470611,0.0001679498235294119,0.00016681252941176672,0.000161371705882353,0.00015149935294117914,0.00013954982352941403,0.00012804729411764956,0.00011709888235294022,0.00010709164705881985,9.64720588235296e-05,8.547176470587864e-05,7.450570588235159e-05,6.37905294117655e-05,5.3175705882348157e-05,4.245270588234748e-05,3.1614058823525165e-05,2.045817647058565e-05,1.222688235293784e-05,6.6268198529381706e-06,3.3448509803926663e-06,2.3282100840293918e-06,3.4761990950205046e-06,4.829205882350696e-06,6.036877005344277e-06,6.361417647062634e-06,4.739039215686386e-06,3.853215686275974e-06,3.432803921569333e-06,3.007862745096901e-06,2.7666862745141796e-06,2.7712745098093516e-06,3.1522745098065685e-06,3.4609215686307038e-06,3.1691568627492672e-06
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	275...279
validnes_region	
nesbase_region	
