UniprotID	Q9UBD5-2
pNuLoCScore	0.33141039222222224,0.333286403,0.3320372754545455,0.33506380500000005,0.3378981530769231,0.3426855350000001,0.3510557426666667,0.3619767181250001,0.37453215058823536,0.3816117741176471,0.3929788935294118,0.4132405623529411,0.4443638994117647,0.47773917823529405,0.5211883070588236,0.5648057664705882,0.6067836076470589,0.64268589,0.6784947605882353,0.7164146547058823,0.7513740094117647,0.7861861076470589,0.8191766352941175,0.8483807617647059,0.8745407670588234,0.8976727747058822,0.9211766629411764,0.9436238511764706,0.9573822941176471,0.9604547352941175,0.9628568882352941,0.9647436876470588,0.9665705258823529,0.9679417258823529,0.969455237647059,0.9703839141176469,0.971030908235294,0.971772763529412,0.9724271752941178,0.9729751123529413,0.9735887535294119,0.973852215882353,0.9742177805882354,0.9746777305882351,0.9749889305882351,0.9752029817647059,0.9753877429411766,0.9755167252941177,0.9756053152941175,0.9757551529411765,0.9759700141176472,0.9761948435294118,0.9764343941176472,0.9766594529411766,0.9768920000000001,0.9771622411764708,0.9776316647058825,0.9781017529411767,0.9785575852941178,0.9790058105882354,0.9794175523529411,0.9797859658823529,0.9801340188235294,0.9804755576470586,0.9807897852941174,0.9810721252941176,0.9813386464705881,0.9815868558823527,0.9818233382352941,0.9820585347058823,0.9822781052941176,0.9824865052941175,0.982685364117647,0.9826742111764705,0.9826603405882353,0.9826698258823529,0.9826957435294117,0.9827236223529411,0.9827550617647058,0.9827770794117647,0.9827919235294118,0.9828102076470588,0.9828374988235294,0.9828611635294117,0.9828846070588236,0.9829078894117648,0.9829244011764707,0.982942474117647,0.9828819035294117,0.9828652388235294,0.9828747188235295,0.9828841188235294,0.9828988752941179,0.982915641764706,0.9829346505882354,0.9829533352941177,0.982970805882353,0.982989267647059,0.9830039411764706,0.9830175470588235,0.9830292117647061,0.9830393388235296,0.9830486705882353,0.9830585117647059,0.9830711229411766,0.9831622388235294,0.983209291764706,0.9832280235294119,0.9832452205882353,0.9832542170588235,0.9832520994117648,0.9832458164705882,0.9832399788235295,0.9832342729411766,0.9832300494117646,0.983227964117647,0.9832255464705881,0.9832246258823528,0.9832245652941177,0.9832238158823529,0.9832374805882352,0.9832481611764706,0.9832593452941177,0.9832518299999999,0.9832405911764707,0.9832311529411764,0.9832267235294115,0.983226758235294,0.983233455882353,0.9832405064705881,0.9832447476470588,0.9832506005882353,0.9832510005882353,0.9832521476470587,0.9832548858823529,0.9832594611764707,0.983262447647059,0.9832510682352942,0.9832405447058825,0.983227375882353,0.9832333499999999,0.9832410388235295,0.9832438505882353,0.983242668235294,0.9832440770588236,0.9832427611764705,0.9832424070588234,0.9832441364705882,0.9832446247058821,0.983249477647059,0.983247242352941,0.9832366952941176,0.9832953041176469,0.9833436082352942,0.9833827582352943,0.9834262347058825,0.9834657523529411,0.9835058564705884,0.9835496270588235,0.9835973329411767,0.9836469270588236,0.9836959682352943,0.9837419605882353,0.9837863735294117,0.9838306147058825,0.9838737088235293,0.9839167852941176,0.9839647382352943,0.984017944117647,0.9839985970588238,0.9839873388235295,0.9839849229411767,0.9839780794117646,0.983977877647059,0.9839764541176473,0.9839736494117649,0.9839711023529413,0.9839693494117645,0.9839681611764708,0.9839683523529413,0.9839686641176473,0.9839705035294118,0.9839718858823531,0.9839743000000001,0.9840022082352943,0.9840186082352941,0.9840366582352942,0.9840627300000001,0.9840913282352941,0.9841168041176469,0.9841317529411765,0.9841420400000002,0.9841523417647062,0.984160367647059,0.9841661205882355,0.9841732170588235,0.9841817847058822,0.9841914970588237,0.9842017664705881,0.9842128723529411,0.9842240464705881,0.9842112070588234,0.9842110835294117,0.9842107188235292,0.9842068205882352,0.9842018294117648,0.9842004029411766,0.9842076047058823,0.984217501764706,0.9842259052941178,0.9842323911764707,0.9842396911764705,0.9842461417647058,0.984252285882353,0.9842586758823529,0.9842644376470588,0.9842739347058824,0.9842781523529412,0.9842834776470587,0.9842842011764706,0.9842819982352943,0.9842793276470589,0.9842765894117648,0.9842754458823528,0.9842749541176471,0.984270665882353,0.9842634858823528,0.9842553152941176,0.9842468188235294,0.984238142352941,0.9842301864705884,0.9842225305882352,0.9842150511764707,0.9842038011764707,0.9841982894117647,0.9841924623529411,0.9841916917647059,0.984193568235294,0.9841950005882353,0.9841939064705881,0.9841894205882354,0.9841813264705882,0.9841729735294118,0.9841674294117647,0.984161805882353,0.9841567400000002,0.9841509788235294,0.9841437005882353,0.9840391388235294,0.9838993694117647,0.983730451764706,0.9835710305882354,0.9834140576470588,0.9832514435294117,0.9830795258823528,0.98290167,0.9827282052941176,0.9825574252941178,0.9823846429411764,0.9822125841176472,0.9820394752941176,0.9818675105882354,0.981690914117647,0.981507451764706,0.9813195847058824,0.9812286435294117,0.9811695452941177,0.9811299099999999,0.9810798529411763,0.9810264570588233,0.9809758652941175,0.9809341147058821,0.9808958582352939,0.9808510994117647,0.9808059088235294,0.9807651029411764,0.9807263176470588,0.9806881841176471,0.9806517194117648,0.9806182341176469,0.9803134517647057,0.9801783617647059,0.9800641835294118,0.9799435894117647,0.9798367629411764,0.9797322199999999,0.9796360688235296,0.9795449941176472,0.9794599841176472,0.9793754364705883,0.9792947288235296,0.9792125623529413,0.9791252800000002,0.9790217300000001,0.9789066811764707,0.978787651764706,0.9786597017647058,0.9788006135294118,0.9787699217647059,0.9787135176470589,0.9786610705882353,0.9785982994117648,0.9785292029411764,0.9784487382352942,0.9783593599999999,0.9782585676470591,0.9781548541176472,0.9780416970588235,0.9779248964705883,0.9778140023529412,0.9777184552941175,0.9776344376470587,0.9774789082352942,0.977338952352941,0.9772132311764705,0.9770958347058822,0.9769477464705881,0.9767962994117648,0.9766373323529413,0.9764729382352942,0.9763184888235295,0.976168291764706,0.9760278605882351,0.9758910135294118,0.9757536017647058,0.9756246241176469,0.9754966505882353,0.9753706782352942,0.9752369511764707,0.9751814688235295,0.9751233264705883,0.9750630805882352,0.9750011452941177,0.9749763217647059,0.9749611041176471,0.974956404117647,0.9749562335294117,0.9749279652941176,0.9748868835294118,0.97483215,0.9747826029411764,0.9747446464705881,0.9747039147058824,0.9746607058823529,0.9749702464705884,0.9752974582352941,0.9756131464705883,0.9759450005882354,0.9762779558823529,0.9765827029411767,0.9768687441176468,0.9771429147058823,0.9774057817647059,0.9776663035294119,0.9779326388235293,0.9782122088235293,0.978497275882353,0.9787716876470588,0.9790400735294118,0.9793010264705883,0.9795563088235293,0.9794546288235295,0.9793433676470588,0.9792391005882354,0.9791147829411765,0.9789835752941177,0.9788747929411765,0.9787799205882353,0.9786963405882352,0.9786228147058822,0.9785562576470587,0.9785038164705879,0.9784519664705881,0.9784021611764703,0.9783563847058823,0.9783139552941177,0.9782593470588234,0.9781755294117647,0.9780916588235296,0.9779817,0.9778747376470589,0.9777803305882353,0.9776983105882353,0.977603251764706,0.9774793476470589,0.9773587864705882,0.9772457570588234,0.9771439041176468,0.9770528982352941,0.9769655117647059,0.9768854676470586,0.976810061764706,0.9767343935294117,0.9766777723529411,0.9766599811764705,0.9766498517647058,0.9766668164705882,0.9766862282352942,0.9766958,0.9766925535294116,0.9767080770588235,0.9767570158823529,0.9768048276470589,0.9768458100000001,0.9768812805882353,0.9769088182352943,0.9769339611764707,0.976950031764706,0.9769787729411763,0.9769531647058822,0.9769153864705883,0.9768977776470588,0.9768739599999999,0.9768531694117646,0.9768298305882354,0.9768113511764708,0.9768010664705884,0.9767891605882353,0.9767746594117649,0.97675431,0.9767302394117647,0.9767013747058824,0.9766697529411763,0.9766389670588235,0.9766140964705881,0.9765779435294119,0.9765965111764705,0.9766282276470588,0.9766407923529411,0.9766569194117648,0.9766653335294119,0.9766679488235295,0.976660121764706,0.9766439947058824,0.9766263888235294,0.976611315882353,0.9765982905882353,0.9765908241176471,0.9765819594117647,0.9765696176470586,0.9766373235294116,0.9767059352941176,0.9767669329411762,0.976826586470588,0.9768534129411762,0.9768666158823528,0.9768804335294118,0.9768976982352942,0.9769186629411766,0.9769456841176473,0.9769757229411766,0.9770109405882356,0.9770435111764709,0.9770745152941177,0.9771046758823531,0.9771311817647058,0.9771563252941178,0.9771007370588236,0.9770433994117648,0.9769896135294116,0.9769326041176472,0.9769049688235294,0.9768834094117648,0.9768517294117648,0.9768129723529413,0.9767747723529413,0.9767278117647059,0.9766705688235293,0.9766101829411764,0.9765492511764707,0.9764979952941177,0.976458897647059,0.9766728329411767,0.976845297647059,0.9769910682352941,0.9771537,0.9773258529411765,0.9775075276470588,0.9776903552941176,0.9778786352941176,0.9780789294117647,0.978287304117647,0.9784956605882352,0.9787076388235292,0.9789410347058823,0.9791733970588234,0.9794077817647058,0.9796343258823531,0.9798494647058822,0.9798137647058823,0.9798230000000001,0.979857415882353,0.9798727847058823,0.9798800470588236,0.9798832164705883,0.9798870947058825,0.9798898617647062,0.9798890523529413,0.9798886211764706,0.9798893470588236,0.9798919117647058,0.9798845823529412,0.9798787564705881,0.9798710741176471,0.9798840447058824,0.9798847094117648,0.9798861094117648,0.9798878858823531,0.9798906582352942,0.9798919623529414,0.9798927441176472,0.979885294117647,0.9798753470588236,0.9798624411764708,0.979849968235294,0.9798335835294119,0.9798179070588238,0.9798058447058824,0.9797931976470589,0.9797761858823529,0.9797582447058825,0.9797188623529413,0.9796943123529411,0.9796686676470587,0.9796458529411763,0.9796217211764704,0.9795977564705881,0.979575812352941,0.9795642770588233,0.9795552829411763,0.9795514099999998,0.9795488135294115,0.9795511176470588,0.9795535970588235,0.9795557394117647,0.9795576747058824,0.9795548064705883,0.9795902905882353,0.9796318023529413,0.979668287647059,0.9797071617647061,0.9797557823529411,0.9798080870588235,0.9798630529411765,0.9799188035294117,0.9799766447058824,0.9800372594117647,0.9800960358823528,0.9801544588235295,0.980210192352941,0.9802664070588234,0.9803162188235294,0.9803685799999999,0.9804276829411764,0.9804489223529411,0.9804658929411765,0.9804870576470587,0.9805103929411763,0.9805213311764708,0.9805286994117647,0.9805338958823531,0.9805366100000003,0.9805378294117649,0.9805366088235296,0.9805342794117647,0.9805320141176469,0.9805315829411764,0.9805301794117647,0.9805479029411763,0.9805722417647057,0.9805955564705883,0.9806181035294117,0.9806262094117647,0.9806307682352942,0.9806341564705884,0.9806367535294119,0.9806343888235295,0.9806353594117648,0.9806357594117647,0.9806306223529413,0.9806255317647059,0.9806229964705883,0.9806196235294117,0.980614474117647,0.9806101305882353,0.9805909152941176,0.9805600129411767,0.9805324452941176,0.9805064688235293,0.980493515882353,0.9804830864705882,0.9804708770588235,0.980461951764706,0.9804586635294117,0.9804529282352941,0.9804458835294118,0.980441454117647,0.9804363529411766,0.9804292152941178,0.980419985882353,0.9803469211764707,0.9802711176470588,0.9802035647058824,0.9801451729411766,0.9800915082352941,0.9800502982352941,0.9800129747058821,0.9799772394117646,0.9799414488235293,0.9799105211764705,0.9798820958823531,0.9798560958823529,0.9798352111764705,0.9798105111764706,0.9797841088235293,0.9797519347058822,0.9797237111764706,0.9797607035294118,0.9798004917647058,0.9798328152941176,0.979861374117647,0.979886224117647,0.9798970023529411,0.9799039847058824,0.9799091905882352,0.9799136747058824,0.9799122629411765,0.9799054082352942,0.9798978294117648,0.9798871764705882,0.979880594117647,0.9798742382352943,0.9798999711764708,0.9799245476470588,0.9799468023529412,0.9799610194117649,0.9799784311764705,0.9799922664705882,0.9800061488235295,0.9800267017647059,0.9800476958823529,0.9800719370588233,0.9800976617647059,0.9801221147058823,0.9801491088235295,0.9801733188235292,0.9801970070588235,0.9802186952941175,0.9802412958823529,0.9802366747058824,0.9802291747058822,0.98022051,0.9802187641176471,0.9802120611764706,0.9802016494117647,0.9801922317647059,0.9801790870588233,0.9801670635294117,0.98015294,0.98013799,0.9801245958823529,0.9801120264705881,0.9801012835294118,0.9800902276470588,0.9801114429411766,0.9801314217647059,0.9801529952941178,0.9801659305882353,0.9801656364705886,0.98016652,0.9801642817647059,0.9801666741176471,0.9801679188235295,0.9801596364705882,0.98015266,0.9801459364705882,0.9801406776470588,0.9801358070588236,0.9801312488235294,0.9801246817647059,0.9801191458823529,0.9800807811764706,0.9800415082352941,0.9799999170588236,0.9799661876470589,0.9799416088235294,0.9799143105882353,0.9798921076470587,0.9798698711764705,0.9798448088235296,0.9798293052941178,0.9798109347058824,0.9797920723529413,0.9797744958823529,0.9797576158823529,0.9797398882352941,0.9796831517647059,0.9796507729411765,0.9796174635294117,0.9795884247058825,0.9795257423529413,0.9794428305882353,0.9793328529411767,0.9792055435294119,0.9791767056249999,0.9791440826666666,0.9791097242857142,0.9790691307692307,0.979023325,0.9789685145454545,0.9788996059999999,0.9788138355555556
pNuLoCDScore	0.04312175836601312,0.050201381895424835,0.06156850130718955,0.08183017013071886,0.11295350718954245,0.1463287860130718,0.18977791483660134,0.23339537424836598,0.2753732154248366,0.309399487,0.34645748513368985,0.38135084970588223,0.4134758563348416,0.4435005726470588,0.4681208926274508,0.4864040436397058,0.5000086164705881,0.5160610005882351,0.5281977694117646,0.5303832888235296,0.5130183947058824,0.48271555705882346,0.44166858117647056,0.39993792117647053,0.3597869182352941,0.32525583588235296,0.29096047705882366,0.2539692594117646,0.21965689882352935,0.18558665588235312,0.15325054000000027,0.12459435058823543,0.09904798647058843,0.0761794411764708,0.05304111764705899,0.031053879411764518,0.017606636470588022,0.014748246470588366,0.012530854705882444,-0.01444695269281046,-0.01950696916339867,-0.021384142692810415,-0.016221482104575136,-0.003869070928104512,0.010712468483660198,0.024738959954248463,0.03880823936601313,0.05389002642483667,0.07771603119411771,0.10013391682887707,0.12234129956372555,0.1422754522488688,0.15952112401260513,0.17218653527450986,0.17999742134191185,0.19582009558823538,0.21950759911764714,0.23558664911764712,0.24000357382352946,0.2365426379411765,0.22893989558823527,0.22193449235294113,0.21695218470588237,0.20902368411764705,0.1978670268235294,0.18625160682352937,0.17440591270588235,0.1635940991764706,0.15451416941176466,0.14673710588235295,0.1413847058823529,0.1293088764705883,-0.03511497430718952,-0.04940184136601307,-0.06071495489542482,-0.06440386489542482,-0.06894350783660129,-0.07097104195424833,-0.07145262018954246,-0.072656877248366,-0.07216322077777777,-0.06435270470588234,-0.058126839898395705,-0.05267298741176468,-0.04789815964253391,-0.04386207184033611,-0.04032231342352938,-0.0369414011727941,-0.034163096470588225,-0.019719131764705855,-0.008065123529411758,-0.004773381411764699,-0.0006481169411764742,0.000869676588235252,0.0008239268235294,0.0015188168235294175,0.0006643103529411637,0.0004126427058823573,0.0006175344705882241,0.00092479388235292,0.001055993882352918,0.0010536835294117503,0.0008843305882352825,-0.0003326608235294376,-0.0013167325882353226,-0.001738377000000027,-0.002235300529411788,-0.0017401550000000071,-0.0009028921764705905,-5.205252941174743e-05,0.001037347470588229,0.002084421647058826,0.002800238705882377,0.0031893751764705824,0.0028751516470588434,0.0022194745882353067,0.0011949198823529572,0.00012635988235296103,-0.00042711805882350573,0.00021542811764709013,0.0008569945882353075,0.002447566764705894,0.0037302275882353103,0.004174126999999986,0.004605473823529396,0.004338042411764706,0.0042115280588235215,0.004296381882352929,0.004841819235294101,0.005059022411764688,0.005614367117647026,0.006248450352941179,0.007364925647058804,0.009120058588235266,0.010314724470588219,0.010802155294117627,0.011070565588235284,0.010858976647058816,0.009676221647058808,0.009175790823529428,0.008683072235294131,0.008864985764705874,0.009300771647058795,0.008451850705882336,0.006633628941176459,0.0060558204705882385,0.005738020823529422,0.0052953846470588095,0.005462166117647077,0.004835583764705886,0.004705222882352908,0.005575006764705889,0.011724597999999975,0.01701470329411764,0.02301576276470589,0.028149491529411763,0.03272331776470587,0.03742416282352942,0.04124371811764713,0.04623823458823534,0.052546654294117714,0.058175708705882415,0.06211629835294122,0.06574962129411768,0.06911252629411764,0.07211932982352945,0.0756941333529412,0.0785642854117647,0.0761793697647059,0.06918439564705886,0.06294671799999998,0.05777045241176468,0.05331474005882353,0.04892562499999997,0.04516879147058822,0.04114548852941177,0.036706094999999966,0.032346731764705816,0.02932139999999997,0.02692444529411761,0.02496465529411762,0.023356122352941128,0.021051351176470584,0.01816081882352935,0.01417048823529407,0.015875937647058747,0.01696835705882352,0.01745852058823527,0.018055438235294097,0.018913295882352993,0.01963285294117645,0.020624800588235265,0.021594891764705887,0.02220064588235296,0.022647825882352923,0.023126027058823523,0.02297000823529413,0.022888904705882313,0.023065229411764726,0.02401226705882359,0.026427237647058816,0.02861076941176474,0.02983194588235294,0.031060361764705918,0.03187383000000002,0.03195438176470583,0.03161310235294118,0.031156537058823514,0.030332964117646993,0.029310755882353046,0.02829765529411768,0.02715094470588239,0.025773338235294097,0.024265464705882395,0.02244392352941174,0.02027957882352932,0.019195401764705883,0.016926814117647015,0.01449893176470593,0.011705589999999988,0.008511657058823563,0.0057262647058823335,0.0032247964705882093,0.0010146882352941589,-0.0008993805882352435,-0.002509530000000093,-0.003768886470588151,-0.004870556470588205,-0.005677140588235263,-0.006041814705882331,-0.006197744117647064,-0.006139908235294089,-0.007570416470588204,-0.01019296647058826,-0.011396731176470665,-0.010973832941176431,-0.00945266117647059,-0.007860845882352807,-0.006190322352941091,-0.0050143047058823775,-0.004291508235294117,-0.004264708823529473,-0.0049981223529413366,-0.006561454705882402,-0.008387560588235393,-0.010806660588235345,-0.013809758823529417,-0.017125960588235234,-0.02478462823529412,-0.03010515764705876,-0.03504898764705877,-0.04090801235294117,-0.047299285882352965,-0.05392545529411774,-0.06026035294117657,-0.06672671882352943,-0.07303947705882355,-0.07886745176470583,-0.08367602235294114,-0.08745770117647059,-0.09073910117647047,-0.09363548705882349,-0.09577118235294116,-0.09722559235294115,-0.09380915176470589,-0.08666904294117644,-0.08063220294117648,-0.0747648447058824,-0.0689384111764706,-0.06285216941176472,-0.05720724882352937,-0.05112125647058821,-0.04472848529411763,-0.03812235352941176,-0.03182737411764702,-0.026020319999999986,-0.02057134000000005,-0.01510328352941176,-0.009992155882352943,-0.005252257647058833,-0.0009044670588234938,-0.0009522276470588231,-0.0004135147058823563,0.00030954117647058466,0.0006970576470588241,0.0008117835294118025,0.0005543147058823528,2.0147058823555275e-05,-0.0006811835294117663,-0.001599918235294151,-0.0026555852941176628,-0.0037324070588235503,-0.004757502352941173,-0.005867799999999979,-0.00689651588235296,-0.007861560000000045,-0.008839563823529434,-0.010016422647058848,-0.011268167941176452,-0.012445374705882334,-0.013666367058823542,-0.014764872941176496,-0.015363411764705875,-0.015422016117647097,-0.0152339825882353,-0.014886217294117626,-0.014409419058823536,-0.013738407294117627,-0.013030926117647057,-0.012373332588235322,-0.011691563764705856,-0.011027236470588217,-0.010954566764705867,-0.010446945058823515,-0.009628292117647055,-0.00882508388235291,-0.0079156688823529,-0.006964438294117636,-0.006092955352941173,-0.0055542504117646885,-0.005208694294117633,-0.004976250176470562,-0.004851980999999991,-0.004788657117647074,-0.004743551235294102,-0.004640151588235289,-0.004478134529411759,-0.004277367117647049,-0.003425122058823518,-0.0023513287647058817,-0.0018454251176470565,-0.0015796836470588493,-0.001460917176470608,-0.0013221971764705992,-0.001173951882352961,-0.0010633110588235684,-0.0009834089411764751,-0.0007071430588235506,-0.0002980731176470547,0.0001118067647058879,0.0005780399411764725,0.0010585932352941418,0.0014174957058823573,0.0017462478235294038,0.0030093874705882373,0.003466733058823543,0.0044961826470588245,0.0055480958235294,0.006941988470588231,0.00838051317647058,0.009670757882352957,0.010971254705882366,0.01225429917647057,0.01337524447058823,0.014205035352941153,0.01494023011764703,0.015533281058823512,0.01597141399999996,0.016387560352941172,0.01679126435294119,0.016191604,0.014839616941176442,0.013589845470588224,0.012396416999999993,0.011223951117647069,0.009853902294117659,0.00852031935294116,0.007234438176470598,0.0059951519411764465,0.004826115470588227,0.003816196058823551,0.002869708117647085,0.0019200663529411743,0.001088712235294137,0.0003334604705882427,-0.0003969256470588711,-0.0017587923529411853,-0.0025572208823529397,-0.0032943505882352953,-0.0038288658823529,-0.00441576823529416,-0.004736705882352921,-0.004970505294117633,-0.0051429705882352905,-0.005269131176470543,-0.005411029411764717,-0.0055353705882353055,-0.00561606529411765,-0.005604544705882342,-0.005565506470588233,-0.005507597058823532,-0.0054675052941176305,-0.004808914117647056,-0.0030355244117647173,-0.0010902308823529383,0.00044831999999994654,0.0016311935294117952,0.0025203788235293734,0.003223657058823548,0.0037857435294118003,0.00418144294117645,0.004535117647058856,0.004787164705882363,0.0049289623529411575,0.005014936470588233,0.005035312352941135,0.005037317058823515,0.005020112941176463,0.0052697958823529345,0.004880978235294153,0.003984886764705903,0.003292024705882385,0.002662485882352933,0.0020987441176470722,0.0016260470588235487,0.0011856717647058812,0.0008685894117647364,0.0006210911764706062,0.0004545729411764565,0.0003773323529411843,0.00034449882352940997,0.0003713258823529464,0.0004137617647058667,0.0004309029411765086,0.00017867588235295773,-0.0004134952941176606,-0.0009898982352941066,-0.0014514094117646925,-0.0017552905882352587,-0.001899410588235284,-0.0018941752941176726,-0.0018818188235294464,-0.0019120888235293898,-0.001975320588235324,-0.002057772352941134,-0.002177766470588205,-0.0022948829411764404,-0.0024607905882352288,-0.0026740964705881942,-0.002837368823529418,-0.002681252941176493,-0.0022489741176470734,-0.001555620000000063,-0.0008171717647058874,2.677411764701043e-05,0.0007129270588235315,0.0012306111764705807,0.0017380817647059121,0.002236393529411712,0.0026973941176470784,0.0031417717647058696,0.003595103529411753,0.00399935823529407,0.004364550588235261,0.004767067647058781,0.005133931176470569,0.005153032941176472,0.004882102352941148,0.00445381764705885,0.0037057299999999627,0.002642366470588242,0.0015180964705882316,0.0005152158823529263,-0.0003357194117647455,-0.0010220688235293984,-0.0015484394117647182,-0.001971402941176509,-0.0023850223529411907,-0.002709938823529434,-0.0029032864705882677,-0.002998092352941184,-0.0030105047058823498,-0.001213059411764722,0.001034461764705924,0.0032437847058824076,0.005584115294117703,0.008013872352941181,0.0109756788235294,0.013794434705882347,0.016499339411764707,0.01901734294117649,0.021287341176470603,0.023336373529411814,0.025307522352941203,0.027200992941176505,0.028941365882352965,0.03053695823529412,0.032047925882352946,0.031819706470588266,0.029733670000000045,0.02754877235294112,0.025511131764705874,0.02362152529411768,0.02143703823529411,0.019037500000000013,0.016711700000000024,0.014435257647058802,0.012301403529411753,0.010324997058823504,0.00847066764705881,0.006678727647058819,0.004973513529411777,0.0033142923529412005,0.00167600176470592,-0.0006008123529411824,-0.0010197770588235289,-0.0012935458823529478,-0.0015269929411764749,-0.001906521764705904,-0.0023314064705882154,-0.0023601641176470567,-0.0024708941176470878,-0.0026578123529411857,-0.0028782717647058698,-0.0031392670588235583,-0.0033858647058823688,-0.003717681176470561,-0.004019240000000007,-0.004327829999999977,-0.0046395905882353206,-0.004259160588235306,-0.00335843411764708,-0.002683520588235261,-0.002115721764705869,-0.0015583288235293813,-0.0009625217647058759,-0.0004893800000000115,-5.3688235294113706e-05,0.0004601276470588278,0.0010765817647058473,0.001757935882352929,0.0023947541176470577,0.00301322411764704,0.003652430000000012,0.0043109694117647035,0.005005024705882349,0.006334168235294119,0.007008602352941179,0.007983105882352931,0.008988280588235309,0.009993359999999979,0.01086844352941177,0.011672822941176497,0.01249015235294118,0.013141340588235295,0.013749652941176471,0.014205217647058871,0.014564379411764694,0.014959092941176477,0.015307027058823502,0.015662524705882308,0.0158986894117647,0.01542444941176474,0.014222079411764676,0.012826655294117612,0.011292037647058745,0.00979441176470583,0.008359134705882315,0.007063574117647048,0.00587128823529412,0.004862195882352954,0.00395737529411766,0.0031171794117646756,0.0024543200000000376,0.0018493158823529587,0.0012044647058823688,0.0005165941176470956,-0.00010949294117643116,-0.0008907282352941248,-0.0011442305882352621,-0.0010911794117646478,-0.0009012970588234692,-0.0007766676470587763,-0.0006522252941176254,-0.0004906517647058628,-0.0004252764705882095,-0.0003923888235293771,-0.0004915382352940478,-0.000567902352941102,-0.0008064611764705687,-0.0010851958823529795,-0.0013335570588235424,-0.0015529811764706247,-0.0017338111764706177,-0.0017419570588235456,-0.0013351441176470968,-0.0009780817647059015,-0.0008608200000000121,-0.0007026941176470347,-0.0005223529411764738,-0.00045465882352943576,-0.0004449570588235252,-0.00046165235294123863,-0.000524354705882385,-0.0006312352941176824,-0.0006832364705882943,-0.0007031329411764653,-0.0007272694117646805,-0.0007420782352941246,-0.0007373341176470649,-0.0008308176470588347,-0.0013179294117646734,-0.0017725958823529286,-0.0019474617647058934,-0.0020042535294118036,-0.002030691764705883,-0.002186551176470569,-0.00233375294117652,-0.0025519341176470367,-0.002668654117647079,-0.002700325882352972,-0.002682189411764707,-0.002676581764705893,-0.0025981841176471177,-0.0025311288235294327,-0.002559587058823559,-0.002495145294117679,-0.002182144705882405,-0.0019608564705882736,-0.0020486788235294373,-0.0023167652941176453,-0.0026846347058823716,-0.002932950588235339,-0.0029515194117646637,-0.002808489999999997,-0.002611425294117675,-0.0024741376470588106,-0.002363804117647056,-0.0022875305882353036,-0.0022639111764705677,-0.0022921470588235238,-0.0022378170588235324,-0.0014153923529411638,-0.0009646305882352879,-0.0005446335294117532,0.00013304588235296677,0.0008843570588235594,0.0016830105882353341,0.002455084117647083,0.003043486470588219,0.0035488300000000306,0.003937462941176528,0.004332984117647071,0.004667106470588267,0.004956165882352981,0.0052475470588235484,0.005533268235294125,0.0057062617647059,0.005160481764705904,0.004205744705882392,0.003462715882352946,0.0026364182352941468,0.0018659829411764861,0.0011431670588235299,0.000526585294117643,-1.6350588235319874e-05,-0.0004989835294118283,-0.0009495323529412347,-0.001349026470588266,-0.0016803211764706283,-0.001926544117647061,-0.0021597241176470605,-0.002343407647058815,-0.0023969394117646925,-0.0023448082352940935,-0.0016268358823529339,-0.0015821076470587947,-0.0013883976470588366,-0.0011608323529412046,-0.0009608017647058931,-0.0007807235294117754,-0.0006280952941176421,-0.000501884705882305,-0.00039937705882350794,-0.00035145117647059076,-0.0003601858823529258,-0.0004192652941176489,-0.0005239982352940875,-0.0007073635294117253,-0.0009515705882352787,-0.0013062741176470827,-0.0016818900000000192,-0.001742420588235316,-0.001511842941176511,-0.0014319952941176384,-0.001435071764705892,-0.0014566129411764384,-0.0015090370588234925,-0.0015845329411764697,-0.001693951764705881,-0.0017976652941176507,-0.00186614058823531,-0.001889537058823526,-0.0019514976470588752,-0.0019634976470588317,-0.001938459411764737,-0.0017250668014705817,-0.0015012183137254886,-0.0012262299159663814,-0.0012935457013574514,-0.0012725909803921742,-0.001190881069518701,-0.0011258325882353148,-0.0011224986928104752,-0.0010240551633987072,-0.0009161404575163401,-0.0007864681045751387,-0.0006583533986927737,-0.0005498263398692749,-0.0003787763398692412,-0.00018170045751633723,1.2736013071917851e-05
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
