UniprotID	Q8WYL5-4
pNuLoCScore	0.11352565211111111,0.1065760419,0.1013944721818182,0.09771165658333335,0.09540561607692308,0.09479080778571428,0.09395604433333334,0.09365019625,0.09366017976470588,0.07235120917647057,0.05799155858823529,0.0583713465882353,0.06111134817647059,0.06380855017647058,0.06563820364705882,0.0699605454117647,0.07276695470588235,0.07544353970588234,0.0779021767647059,0.08105025852941178,0.08394025294117646,0.08636387882352942,0.08762906647058824,0.08985937729411765,0.09529860641176469,0.10330739252941176,0.11259563605882351,0.1219035178235294,0.13032535782352941,0.13961663782352943,0.1481473034117647,0.15637628382352942,0.16211425529411766,0.16769681941176473,0.17059468029411765,0.17531818441176472,0.17942617117647058,0.18263874764705884,0.18588458294117652,0.18910332705882357,0.19101953,0.19008928058823532,0.18657459941176469,0.18224384411764705,0.17822736,0.1751423017647059,0.17225688235294115,0.16972545941176467,0.16769149176470585,0.16608468529411763,0.16555645352941176,0.16599701705882353,0.16565954529411764,0.16538275,0.16580142117647056,0.1654823494117647,0.16620719117647056,0.1666810652941176,0.16331100147058825,0.16054012294117648,0.15804543294117646,0.15605046705882356,0.15395996352941174,0.15368585647058824,0.1523499105882353,0.15220489352941177,0.15263818,0.15219814176470586,0.15224250588235294,0.1517415405882353,0.15119123176470586,0.15072472529411762,0.15040460352941173,0.14888108882352943,0.14760981588235295,0.1495418397058824,0.15104054588235294,0.15257163529411763,0.15372772705882354,0.1552961023529412,0.15468220705882355,0.15535445705882353,0.15519259352941175,0.15445019588235295,0.1539236470588235,0.15421962588235288,0.15370231058823525,0.15293757529411758,0.1501814720588235,0.1479729320588235,0.14796885499999998,0.1488573332352941,0.15006418088235293,0.14970949441176473,0.14974473735294122,0.14959666323529414,0.1497955973529412,0.14960920441176473,0.1494084355882353,0.14880475735294119,0.14863599441176473,0.14834153499999997,0.14823214499999998,0.14863507147058824,0.14915596794117647,0.15137109470588236,0.15420655470588235,0.15508704235294118,0.1553960382352941,0.15531609588235296,0.15649392235294116,0.15726121,0.1583979470588235,0.15908322235294114,0.1601973652941176,0.16133964294117645,0.1623720182352941,0.1636753123529412,0.16577444588235293,0.1679098005882353,0.1766711717647059,0.1855582205882353,0.19207798294117648,0.19895913941176468,0.2060217558823529,0.21279249117647056,0.21877840647058822,0.22526150235294115,0.23156001941176468,0.23770855235294117,0.2431467582352941,0.24883250058823528,0.25432081588235295,0.2604113988235294,0.26605334941176473,0.2708934805882353,0.27502376,0.2722273647058824,0.2693537505882353,0.26958514058823535,0.2691489047058824,0.26889774647058823,0.2697470335294118,0.27185210000000004,0.27381766588235296,0.2756476052941177,0.27811317764705884,0.28215814411764706,0.28619874647058824,0.2909491417647059,0.29594677235294115,0.3012472552941176,0.3154412476470587,0.3283175129411764,0.3415695364705882,0.3542794282352941,0.36629691000000003,0.37792386,0.3888850300000001,0.3988273900000001,0.40794678647058835,0.4166522664705883,0.4253432635294119,0.43328720764705897,0.4403284635294118,0.44727118941176475,0.4535072941176471,0.45945186176470587,0.46498508588235293,0.46203328882352945,0.4610318082352941,0.45999817529411763,0.45910479647058827,0.4583225364705883,0.4573814617647059,0.45683632117647066,0.45693574352941185,0.45736095823529416,0.45762704882352945,0.4580209723529412,0.45840989882352945,0.45869033882352944,0.458790935882353,0.45892365764705884,0.46038614588235294,0.46414755529411766,0.4662888782352941,0.46753354705882344,0.4669938899999999,0.45993867941176464,0.4468330258823529,0.43935125647058826,0.4329449229411764,0.4265500752941177,0.4209914652941177,0.41657048294117655,0.41272865823529414,0.40876667000000005,0.40451804882352943,0.40074552705882355,0.39751349,0.39319062705882357,0.38673013176470583,0.38234418058823527,0.37912209999999996,0.37771977235294113,0.3830819094117647,0.39472327470588237,0.4006835588235294,0.40550023823529413,0.41002117117647063,0.413725865882353,0.41661533176470594,0.4191460352941177,0.4218545117647059,0.4249193882352942,0.4280117300000001,0.4319122700000001,0.4353176935294118,0.4380807911764707,0.4395879364705883,0.4411646070588236,0.443042054117647,0.444675204117647,0.44583966352941173,0.44721157058823524,0.44909908529411763,0.45120090705882343,0.45333458176470587,0.4552104135294117,0.45662165705882346,0.4578290829411764,0.4589989770588236,0.45965048,0.45890203294117643,0.45842117470588234,0.4584643811764706,0.45930518294117645,0.45982169705882353,0.46006682058823534,0.46042138235294117,0.4611078894117647,0.4617169211764706,0.4614863623529412,0.46133373058823535,0.46092991470588235,0.4606428305882353,0.4605580323529411,0.457118974117647,0.4533352976470587,0.4494073623529411,0.44462542235294117,0.4410294776470588,0.43783193352941174,0.4350109629411765,0.4326344900000001,0.4305978682352941,0.42831128294117654,0.4260259582352941,0.42391335470588243,0.42231991352941173,0.4207307,0.4194976741176471,0.4181525635294118,0.4166294852941177,0.41882666705882354,0.4214180588235295,0.4243232188235294,0.42813467294117646,0.4306641641176471,0.43281981117647056,0.4345274376470588,0.4358126352941176,0.43669627941176475,0.4377395488235294,0.43871231941176464,0.4395062158823529,0.4400067188235294,0.4402860394117647,0.44031247235294113,0.43500881294117644,0.4317807070588235,0.42917078117647056,0.4262196464705883,0.4231794364705882,0.420218074117647,0.4175208988235294,0.41475397999999997,0.4122677264705883,0.40990471705882353,0.4076928429411765,0.4054441923529412,0.4030372394117648,0.4007753447058824,0.39864616705882355,0.39665999647058825,0.39479559647058826,0.39822091588235287,0.39980615117647056,0.4004791011764705,0.40134180647058815,0.4022143905882352,0.40286135352941166,0.4032501058823529,0.4036494835294117,0.4036229505882353,0.4034178135294117,0.40317945470588235,0.40310439823529415,0.4033126917647059,0.4035059135294118,0.4037072558823529,0.4074960588235294,0.41013351529411757,0.4114806782352941,0.41194307823529414,0.41177364823529417,0.4114827682352941,0.41017680764705877,0.40945295764705886,0.4086091117647059,0.4076624776470588,0.4067733864705882,0.40598266235294117,0.40535850352941183,0.40436927529411765,0.4032113723529412,0.4021397370588235,0.40073400176470586,0.39558363235294114,0.3917788576470587,0.38912151588235283,0.3869801676470587,0.38526134352941166,0.38384867764705877,0.3835343852941176,0.38282031,0.3824057652941177,0.3821666405882353,0.38212915647058826,0.3820651764705883,0.3818384694117647,0.38192331294117654,0.3821811894117647,0.38330973411764707,0.3856267723529412,0.3871844870588235,0.3871952523529412,0.38819697882352944,0.38997369647058827,0.3922945505882353,0.3945913047058824,0.3967202988235294,0.39880173882352943,0.40068932470588237,0.4022903070588235,0.40339792294117655,0.4040508600000001,0.4048133364705883,0.40563860352941183,0.40637045882352957,0.40605886294117655,0.4047181911764706,0.4041909235294118,0.4050437035294118,0.4050463241176471,0.404472585882353,0.40366102647058827,0.40285285235294116,0.4021398617647059,0.40145796,0.4007807235294117,0.4003753552941176,0.4003840676470588,0.4007195188235294,0.40092373411764703,0.4018204894117646,0.40353932235294115,0.40489734235294117,0.40610784352941176,0.40747721882352944,0.4088864964705883,0.4100177035294118,0.4112120629411765,0.4121861605882354,0.41313527705882364,0.4141317735294119,0.4152598705882354,0.41648627294117657,0.41776988352941175,0.41924533352941173,0.42110811235294116,0.4231926688235294,0.4244200894117647,0.4246961364705882,0.42523244529411763,0.4262790770588235,0.42718522999999997,0.4280132405882353,0.4292031982352941,0.4303898635294118,0.4316773811764706,0.43285535294117655,0.43397953352941177,0.4349319488235294,0.43588500882352943,0.43670917470588233,0.43740537647058825,0.43820841529411764,0.4385859564705883,0.43905292764705883,0.43960297882352944,0.43979705117647067,0.4395266017647059,0.4393645370588236,0.43946352117647064,0.440127805882353,0.44086752058823536,0.4416439052941176,0.4423017476470589,0.44267872941176467,0.44310766411764707,0.443617444117647,0.44424995117647054,0.444752824117647,0.4448862847058823,0.4451430529411764,0.4454108211764705,0.44556407,0.4460216788235294,0.44659884,0.44702535764705886,0.447032851764706,0.44649908294117646,0.4458902741176471,0.44518932470588235,0.4445011070588235,0.4439695841176471,0.4433145252941176,0.4425477776470589,0.4421463564705882,0.4393384094117647,0.43765049588235294,0.4356072382352942,0.4333142617647059,0.4311876735294118,0.42999291294117653,0.4292608588235294,0.42855114,0.4281632435294118,0.4277625994117647,0.4274293623529412,0.42704095647058826,0.4266083194117647,0.42641805823529416,0.4264147423529412,0.4264649229411765,0.4260659205882353,0.4281629676470588,0.4288932235294118,0.42985487941176476,0.43114448,0.4325210135294118,0.43297599000000003,0.43304062117647063,0.43305477176470586,0.4327141276470588,0.4324203070588235,0.43209376823529416,0.4319200235294117,0.43184967470588237,0.43150477294117656,0.42730872235294115,0.4244897035294118,0.4227782976470588,0.42177730588235296,0.4212859323529412,0.4211138764705882,0.4203851570588235,0.41953185882352945,0.41878629000000006,0.41802008411764713,0.4172898782352942,0.4168058970588236,0.4159613105882354,0.4150683894117647,0.4140084929411765,0.4131705547058824,0.4125526694117647,0.4158474405882353,0.41789088176470596,0.41895571,0.41929071941176466,0.4191542947058823,0.41903952999999994,0.41942352588235293,0.42010794705882354,0.4207745823529412,0.42151553,0.42240919235294117,0.4232912676470588,0.4245208776470588,0.4258853994117647,0.42740563,0.43180231235294114,0.43567707,0.4382806788235294,0.4408181329411765,0.44299747000000006,0.44533625117647063,0.44769293647058833,0.44968642235294126,0.45146036647058835,0.4531559182352942,0.45491789941176486,0.4567208764705884,0.45839788705882367,0.4601291617647059,0.4619271958823529,0.46363103,0.46537939705882353,0.46438630588235297,0.46391847647058826,0.4645297882352941,0.4650800211764705,0.46585693294117647,0.46653557529411765,0.46727957470588244,0.46821160352941177,0.4693048094117648,0.47014214647058816,0.47096881823529424,0.4716523100000001,0.4723556394117647,0.4728347599999999,0.4731804652941176,0.4731499035294117,0.47361062647058816,0.47361137764705874,0.4736460076470589,0.4739094335294118,0.4742864405882352,0.47446791176470576,0.47431776294117645,0.47405938176470597,0.47381127882352947,0.47368642117647064,0.47354531941176475,0.47336640470588226,0.4732784405882353,0.4730655829411765,0.4728664205882353,0.47245314,0.47238866,0.47184066529411767,0.4714824935294118,0.47093606176470587,0.47011807411764706,0.46913399882352946,0.4683420529411765,0.4678637799999999,0.46740671882352947,0.46693390117647066,0.4663306470588236,0.4657608052941177,0.46511331117647053,0.4643979835294118,0.4637605582352941,0.4632079717647059,0.462324565882353,0.4617204517647059,0.4611172405882353,0.46049021411764707,0.45986787411764707,0.4590985829411765,0.4579788747058824,0.4568957452941177,0.45577043588235294,0.45511101235294116,0.45475331235294114,0.4543338064705882,0.45378724235294116,0.4530013305882353,0.4522094164705882,0.45129116117647056,0.45045079529411763,0.4501788305882353,0.44966042117647065,0.44916007882352943,0.4486959652941177,0.44823909235294124,0.4480086394117647,0.4480080052941177,0.44799591705882363,0.4479909423529413,0.4475864552941178,0.4467901082352942,0.44606536352941184,0.4454199905882354,0.44496058411764716,0.43900354470588243,0.43578276411764716,0.4336966729411765,0.4321180694117648,0.43103241117647056,0.4301544064705882,0.4294114729411765,0.4286937388235294,0.42808819470588233,0.4276832535294118,0.42729258294117645,0.4268406358823529,0.426436914117647,0.4260904952941176,0.4258282211764705,0.4257022388235294,0.4257583394117648,0.43135781411764706,0.4344447694117647,0.43638313411764706,0.43769024352941177,0.4385549770588235,0.43919537117647056,0.43966782411764704,0.4401401994117647,0.44047317764705884,0.4406363758823529,0.440726644117647,0.4409061205882353,0.44109001000000003,0.44128551,0.4413381494117647,0.44197213882352937,0.44212762411764706,0.442272145882353,0.4424637741176471,0.4426250447058824,0.4425732529411764,0.4425346082352941,0.4423635935294118,0.44203966529411765,0.44149245941176474,0.44089785352941174,0.44023601764705883,0.43946699882352946,0.4384620305882353,0.43734194882352945,0.43621558411764705,0.43507233705882353,0.4333191805882354,0.43199804235294126,0.43068383882352945,0.4292174835294118,0.4276136070588235,0.42700896,0.4263576176470588,0.4258262864705883,0.4255378664705882,0.42538270999999994,0.4251947111764705,0.42505084,0.42481705294117633,0.4248427741176469,0.4250109029411764,0.4239883658823529,0.42306145117647054,0.42139966117647054,0.41997701000000004,0.41864967941176473,0.41757921,0.4169449782352941,0.4157046335294118,0.4145903829411765,0.41352938823529417,0.4124050482352941,0.4112858976470588,0.4103477582352942,0.4096228141176471,0.40918114588235294,0.40865263,0.40804539882352947,0.4085159476470588,0.4090144123529411,0.410297234117647,0.4114032635294117,0.4124457188235294,0.41328020352941175,0.4137588688235294,0.4141212335294118,0.4143683523529412,0.4145584441176471,0.4147471123529412,0.4150318676470589,0.4152076852941176,0.4152514882352941,0.4152248917647059,0.4164946529411765,0.41803948117647066,0.4194212217647059,0.4207415041176471,0.4218384876470589,0.42285792000000005,0.4236733517647059,0.42451791411764705,0.42542197823529415,0.42624059,0.4268451529411764,0.42736520705882347,0.42786304058823527,0.4281682782352941,0.42842312352941175,0.42871839470588236,0.4290194982352941,0.42793094882352944,0.42660706647058827,0.4255045270588235,0.4244019364705882,0.4233350164705882,0.42232433235294115,0.421427284117647,0.4204176882352941,0.4193977158823529,0.4185063547058824,0.4178372876470588,0.41717607235294124,0.41644055647058825,0.4158511805882353,0.4152673070588235,0.4151140823529411,0.41474636125000003,0.4144770033333333,0.4141869592857143,0.4139478638461538,0.41370411416666664,0.41362399909090913,0.413478409,0.4133678566666667
pNuLoCDScore	-0.019865472346405233,-0.04117444293464054,-0.05553409352287582,-0.05515430552287581,-0.05241430393464052,-0.04971710193464053,-0.047887448464052296,-0.043565106699346406,-0.040758697405228764,-0.03113250219411766,-0.0234922954171123,-0.01666139805392157,-0.011465363135746615,-0.00842692896218486,-0.006326977862745095,-0.003790818955882347,0.0016384266470588077,0.03095618335294119,0.05460407747058822,0.0635321712352941,0.06921400964705882,0.07580808764705885,0.0825090997647059,0.08641573841176471,0.08934730058823531,0.09225327970588239,0.09269250352941175,0.09426792588235294,0.09548591823529412,0.09627486882352942,0.09825551647058828,0.09924394976470592,0.09572092358823531,0.08678188805882356,0.07397896335294117,0.06034032629411765,0.04790200217647059,0.03552566394117648,0.024109578941176435,0.013349175588235257,0.005577236470588193,-0.0016121341176471016,-0.005038226764705889,-0.009321167352941195,-0.013766625882352945,-0.017255997647058846,-0.020083161764705953,-0.023620977647058866,-0.02481233882352943,-0.023408215294117712,-0.02326359794117644,-0.02170372117647057,-0.020181927058823546,-0.019091834705882355,-0.018296918823529407,-0.01603960294117643,-0.015341581176470553,-0.013879791764705857,-0.012918273529411745,-0.013798875294117663,-0.013417039411764697,-0.013641209411764693,-0.014610189411764701,-0.014757624117647083,-0.01580258764705883,-0.017799976470588175,-0.0157011855882353,-0.010998283235294087,-0.007004887058823517,-0.0034788317647059253,-0.00023223647058820407,0.0016102458823529509,0.0023322964705882465,0.0031495635294117585,0.002554413529411742,0.00225205411764709,0.0016811411764705575,0.0024780852941175824,0.0025110788235293835,0.0022128499999999607,-0.00022313147058822258,-0.0009081567647059308,0.00035903911764703644,-0.000684506470588292,-0.0009763650000000068,-0.002862140882352898,-0.003982989705882317,-0.005699439117647059,-0.004886609705882339,-0.005745252647058802,-0.005784157941176454,-0.005645438529411767,-0.0052876526470587715,-0.0058780908823529154,-0.005470165588235265,-0.004302503823529341,-0.0010255041176470414,0.003398162647058861,0.006237699705882366,0.0062297091176470865,0.005331857352941172,0.005606601470588224,0.006749184999999935,0.007664546764705876,0.008602349705882306,0.009474017941176416,0.0107889297058823,0.012534885588235262,0.01373602382352937,0.015333777352941225,0.01754230088235295,0.01927472911764705,0.027515203823529427,0.034187125882352926,0.03787142823529413,0.0438720970588235,0.05062571764705881,0.057476395294117605,0.06228448411764706,0.06800029235294114,0.07316207235294117,0.07862533000000002,0.08294939294117651,0.08749285764705883,0.09194879764705885,0.09673608647058823,0.1002789035294118,0.10298368000000002,0.09835258823529411,0.08666914411764709,0.07727576764705882,0.07062600117647067,0.06312714882352946,0.05610525529411767,0.0509686270588236,0.04659059764705889,0.04225764647058827,0.037939052941176526,0.03496641941176473,0.03332564352941178,0.03187793058823529,0.03053774294117645,0.029893422941176417,0.030353774705882297,0.040417487647058714,0.05609014823529401,0.07221578588235289,0.08469428764705877,0.09714800529411766,0.10902611352941177,0.11913799647058826,0.12697529000000007,0.1341291205882354,0.1410046611764706,0.14723008588235303,0.1511290635294119,0.15412971705882356,0.15632204764705887,0.15756052176470597,0.15820460647058826,0.1495438382352942,0.13371577588235306,0.11946227176470592,0.1057187470588235,0.09280788647058824,0.08039867647058829,0.06849643176470582,0.058008931176470546,0.0489889570588235,0.04070869176470587,0.03228378529411757,-0.031614478758169945,-0.04110325052287586,-0.049651074052287636,-0.057348901111111156,-0.06079406111111116,-0.06143727287581702,-0.06185075228758172,-0.06272617169934644,-0.06439196405228761,-0.060694892352941204,-0.05688778727272731,-0.05680036475490202,-0.0585452624660634,-0.06013047603361352,-0.06365090584313735,-0.06833275486764712,-0.07301021494117652,-0.0682737608235294,-0.06399426729411764,-0.0608798425882353,-0.062339695529411765,-0.06630777552941179,-0.07020129376470594,-0.07338021817647063,-0.07601974935294124,-0.07782394905882359,-0.07896436200000002,-0.07566187905882354,-0.06617843641176471,-0.05644072294117647,-0.04795664241176467,-0.0391161956470588,-0.030165103588235292,-0.022928842411764724,-0.017612965117647053,-0.012542899823529408,-0.006812954294117657,-0.0007659178235294162,0.004845745117647071,0.010075406000000023,0.015206261000000054,0.01932309105882357,0.02252898135294118,0.02453137370588236,0.02240412429411763,0.01785955105882353,0.014860890235294133,0.012780205529411753,0.014172041705882349,0.01423710435294119,0.015435723529411763,0.0166823562352941,0.01675415305882355,0.015908604352941155,0.015104266117647064,0.014431900823529409,0.013910597235294073,0.013658083588235281,0.014082453529411773,0.014837984117647043,0.015413874352941184,0.015840921411764713,0.01637658788235291,0.01675607935294117,0.013589827529411791,0.0077289863529411695,0.003656642823529399,0.00018445070588232748,-0.0019130187058823966,-0.0030561994117646735,-0.004010955058823554,-0.0050816250588235495,-0.005988392941176479,-0.007064918411764709,-0.008042208882352908,-0.009308000647058792,-0.010470090294117634,-0.011538275529411779,-0.012618120823529408,-0.01394307141176468,-0.01623442782352942,-0.014148715176470594,-0.012753137235294115,-0.011531682764705856,-0.010433117470588213,-0.01029265747058826,-0.010582282999999998,-0.010204061235294104,-0.009421644176470553,-0.008188046000000018,-0.0068144466470588805,-0.005598233117647081,-0.00413349488235297,-0.0027324802352941407,-0.0012714511176470517,0.0005221518235293959,0.003572252411764676,0.007080315352941166,0.00933815188235293,0.011316550941176479,0.012718077647058817,0.014266328235294112,0.016038848235294154,0.017691215882352965,0.018656821764705886,0.019014049411764725,0.018786082647058833,0.01866792911764706,0.018303566764705917,0.017835019705882374,0.017415845882352954,0.01676927823529413,0.017050874117647066,0.015535918823529435,0.01383001317647059,0.012701698470588246,0.011858720588235297,0.01132569235294123,0.010980092352941173,0.010328569411764715,0.009967961176470586,0.009780751764705914,0.009737238235294127,0.00986187294117652,0.009813336470588213,0.00989463235294119,0.009842364117647051,0.009617098235294108,0.008195504117647079,0.006324850000000021,0.005902973529411798,0.00598691470588239,0.005769298823529417,0.005361596470588176,0.004844247058823525,0.004161871176470572,0.0035497229411764752,0.002921106470588214,0.002300372352941199,0.001718532941176465,0.0010179382352941413,0.0006840200000000352,0.0002989252941176246,0.00011834882352940168,-0.0013142135294117452,-0.0008042341176471013,-0.0005174164705882278,-0.0016471829411765226,-0.0028579270588235117,-0.0038458635294117693,-0.00520325647058828,-0.00672706235294121,-0.008016292352941184,-0.00931701588235298,-0.010863152352941219,-0.012703227058823596,-0.014022770588235312,-0.015205032941176533,-0.01639344000000001,-0.017303059411764687,-0.016791821176470656,-0.015424420000000022,-0.01526578882352947,-0.014974391176470592,-0.013752513529411786,-0.012440148823529396,-0.010989132941176455,-0.008944364705882307,-0.007126541764705896,-0.0056343558823529205,-0.0034708264705882175,-0.0006525435294117421,0.002313052352941186,0.004671806470588263,0.0069179241176470785,0.008880159999999998,0.011121821176470648,0.011015965294117691,0.010634810235294168,0.010327532588235294,0.009756787294117636,0.009203129058823561,0.008970854941176526,0.008418764352941172,0.007688369647058851,0.007479194352941199,0.007152562588235323,0.006181104352941169,0.0046720867058823445,0.0033591578823529145,0.0023242955294117407,0.0014169237647058963,0.00013860964705880718,-0.0009312938823529682,-0.0003235147058823773,0.001613403882352954,0.003518993294117645,0.004695464470588218,0.005511790941176459,0.006193209176470538,0.006926434470588189,0.007645981529411733,0.008086887411764693,0.00866408858823528,0.00939462329411761,0.010186398000000013,0.010780803882352974,0.01120784447058823,0.012758954470588252,0.015109092705882343,0.016560597411764744,0.017208075294117636,0.01767507000000007,0.01901159705882352,0.0208579176470588,0.02250390647058828,0.023856922352941207,0.02497254235294119,0.026324081176470587,0.027672980588235335,0.02897446705882356,0.030207480588235358,0.031427209411764745,0.03266524294117645,0.03264609941176469,0.031178534705882388,0.029520062941176428,0.02799108999999994,0.02613118470588227,0.023663638235294104,0.020559338235294128,0.0174406070588235,0.014918868823529441,0.012879004117647086,0.01071184470588235,0.008334603529411788,0.0060620011764705994,0.003814301764705791,0.0017898341176469934,-8.027705882354685e-05,-0.0017714129411765256,-0.0026784411764706473,-0.0037300982352941048,-0.004643407647058784,-0.00510508176470581,-0.005094925294117619,-0.004785001764705893,-0.004059035882352902,-0.003567835882352932,-0.0033180111764705977,-0.0033667541176470583,-0.0031976876470588556,-0.0031009594117647477,-0.003092509411764699,-0.003352511176470535,-0.003736967647058803,-0.004224904705882326,-0.004365819411764671,-0.003667473529411769,-0.0028929376470588353,-0.0027736847058824066,-0.0032629323529411725,-0.0038709029411764517,-0.004642973529411759,-0.0054545623529412,-0.006350992941176498,-0.007146538235294125,-0.007684864117647072,-0.00794868058823528,-0.008055382352941148,-0.00798718529411771,-0.007715442352941221,-0.0068805494117646915,-0.005992253529411767,-0.005911565294117682,-0.0064513317647058865,-0.006266674705882325,-0.0054844817647058675,-0.004353490000000015,-0.003152180588235326,-0.001757479999999978,-0.0005950611764705682,0.0005315405882352908,0.0016294099999999978,0.002582894705882355,0.0031883252941176388,0.0037267152941176385,0.004066944705882369,0.003687978823529392,0.0028272535294117385,0.002465671764705857,0.0028679100000000013,0.003189051176470531,0.002815103529411722,0.0020119647058823575,0.001044725882352937,-9.781058823535305e-05,-0.0009369994117647273,-0.0014352799999999555,-0.0018782294117646314,-0.0026079323529411003,-0.003197620588235278,-0.003621594705882275,-0.00401758235294114,-0.004434458823529386,-0.0037846029411764404,-0.00401264647058816,-0.004796465294117591,-0.006153388235294044,-0.006758428235294073,-0.006725105294117656,-0.006194428235294092,-0.005380815294117575,-0.004432592352941134,-0.003769539411764694,-0.0034746147058823673,-0.0028261976470588535,-0.0019591658823529534,-0.0009522258823529972,2.7782941176446307e-05,0.0012723441176470118,0.002322591176470601,0.0038329976470588,0.006164263529411712,0.008855534705882295,0.011446484705882276,0.01353873588235291,0.015068110588235262,0.01601727705882347,0.016606253529411724,0.01704329529411755,0.01770704882352936,0.018322486470588206,0.018590760588235306,0.018522005294117627,0.018296290588235314,0.01876764823529417,0.01910745176470585,0.019540025882352957,0.01934525705882356,0.01917910764705888,0.01861542823529419,0.018243778235294134,0.018310158823529432,0.018771352941176517,0.019400751764705904,0.020211297058823574,0.02096176823529411,0.021552255882352933,0.022292842941176477,0.023109511176470587,0.024102405294117668,0.024162989999999995,0.023285226470588255,0.022327981176470585,0.02136219882352941,0.019948950588235287,0.018508422941176467,0.01714287529411765,0.01556682294117645,0.01355530058823523,0.011473748823529362,0.00952536411764704,0.007568861176470626,0.005615930000000019,0.003659407647058799,0.0017418294117647615,-0.00013728058823533895,-0.0011887135294117446,-0.0021003088235294343,-0.002750708823529402,-0.00337885294117643,-0.003908151176470587,-0.004265694705882339,-0.005016373529411727,-0.005816334705882359,-0.00618961941176463,-0.0063982805882352445,-0.006736962941176483,-0.007140153529411775,-0.0075046564705882335,-0.007713649411764695,-0.007857547058823577,-0.008101735294117618,-0.008984890000000051,-0.009911178235294138,-0.010123104117647108,-0.01051129117647065,-0.010793990000000031,-0.010849611176470625,-0.01046597470588237,-0.009771886470588242,-0.009096301176470645,-0.00855897176470588,-0.008041239411764656,-0.0074396641176470435,-0.00683352000000001,-0.006407825882352919,-0.0061303970588234835,-0.005827488235294109,-0.0031426770588234842,0.00026004470588239514,0.0020562535294117723,0.003137585294117673,0.003631400588235273,0.0038762982352941455,0.0037748247058823625,0.0035015476470588724,0.003246660588235334,0.0030406717647059045,0.0029340135294117498,0.002838918823529407,0.0027010558823529207,0.002717234117647044,0.0027292723529411533,0.0028544047058823296,0.0005824588235293915,-0.00412386823529412,-0.008057935882352901,-0.010307852352941183,-0.011179679999999942,-0.011360126470588289,-0.011446832941176488,-0.011384497647058872,-0.011491360588235355,-0.011597678823529467,-0.011711183529411778,-0.01188307176470596,-0.012035371764705899,-0.012220038823529455,-0.012352712352941192,-0.012409147058823539,-0.011935677058823563,-0.009561660588235321,-0.006989435294117691,-0.005359610588235281,-0.004271763529411776,-0.0036979805882352557,-0.002825498823529421,-0.0020391511764705494,-0.0011190076470588006,-0.0001312847058823341,0.000672092352941217,0.0014973123529412324,0.002331887058823562,0.0031087941176470846,0.0038795370588235456,0.004479765294117644,0.0044472382352941375,0.004248026470588251,0.004502834705882364,0.004777866470588227,0.004968044705882302,0.00483623352941176,0.00450216235294118,0.003922873529411758,0.003292045294117668,0.0025622999999999896,0.0019034676470587875,0.0013412470588235192,0.000761107647058834,0.00017687411764713556,-0.0004170705882352854,-0.0010068023529411219,-0.002010069999999975,-0.0026470441176470183,-0.0038013329411764607,-0.0052750341176470705,-0.006840059411764687,-0.008125940000000026,-0.009344448823529444,-0.010458934705882356,-0.011491455882352952,-0.012401627647058822,-0.013258644705882339,-0.014274054705882333,-0.014528865294117649,-0.014768015882352964,-0.01495518235294116,-0.01499106647058826,-0.014555454705882376,-0.01343065705882357,-0.012014601764705896,-0.010424171176470598,-0.00847201470588238,-0.006533292941176494,-0.0047586705882352864,-0.003032252941176511,-0.001526687058823556,-0.00012329705882352382,0.0012100576470588098,0.0026318282352940925,0.0034157347058823284,0.003505594117647004,0.003588444117647055,0.0035363194117647156,0.00346984588235294,0.002692475882352968,0.0020111188235293898,0.0017189276470588044,0.0013953347058823784,0.000836577647058856,0.00026874764705886456,-0.0004457088235293727,-0.0009371517647058791,-0.0012435335294117555,-0.0014244505882352876,-0.0015598341176470687,-0.0018153570588235468,-0.0014165182352940953,-0.001078140000000033,-0.0007276370588235326,-0.00031893529411761157,0.00032821411764707986,0.0009989382352942056,0.0011148405882353551,0.0007344376470588554,0.00040519588235296555,0.0003392594117647141,0.0005613223529411515,0.0009188023529412004,0.0011067141176470396,0.0011978199999999883,0.0011873217647058731,0.001134504117647095,0.0011616894117646714,0.0012551141176470604,0.0013832199999999628,0.0006343429411764245,0.00016715235294115227,-0.0004453729411764973,-0.001026123529411782,-0.0013617141176470726,-0.0014530399999999888,-0.0015896064705882562,-0.0020196605882352447,-0.0026561923529411224,-0.003323818823529362,-0.003945075882352905,-0.004624384117646985,-0.00520720235294117,-0.005807640588235269,-0.006511671176470557,-0.007210828823529386,-0.006999309411764659,-0.006146537058823537,-0.005810214117647067,-0.0055128194117647356,-0.005033932941176461,-0.004749938235294127,-0.0045774530882352615,-0.004375464039215682,-0.0040433825630252496,-0.0037062693665158852,-0.003319732892156896,-0.002861815935828904,-0.0022961568235294327,-0.0018167535947712365,-0.001244123006535952,-0.0007038971241830061,-0.00020170888888890182,-0.0006005059477124097,-0.0006903341830065413,-0.0005043141830065045,-0.0005289141830065458,-0.0005017577124183104
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
