UniprotID	Q8NHY2-2
pNuLoCScore	0.30777804666666664,0.298314711,0.29184276818181815,0.2862450975,0.2814037830769231,0.2772654857142857,0.2739591466666667,0.27160606125000003,0.2695371564705883,0.2574250705882354,0.2465241911764706,0.23941035058823534,0.23312606647058826,0.22995424588235294,0.22756945647058827,0.22698801000000005,0.22927318235294122,0.23131714647058826,0.23237923705882355,0.23258881823529418,0.2329695123529412,0.2334669429411765,0.23385527823529412,0.23398436529411765,0.23380891235294118,0.2336772723529412,0.23395256235294118,0.23515754235294115,0.23731154058823525,0.24096372588235293,0.24529539352941174,0.24939104,0.2527804411764706,0.25593158529411764,0.2586320123529412,0.26096426352941177,0.26270218941176476,0.2642417911764706,0.2657351364705883,0.26728500411764705,0.2689406288235294,0.27040450882352945,0.2719494852941176,0.27283777117647057,0.27250427235294117,0.2716613394117648,0.2695637676470588,0.26672896470588237,0.2638375241176471,0.2619528347058824,0.2604384170588235,0.25941052294117645,0.2589465682352941,0.2592423411764706,0.25983331117647057,0.26059545235294124,0.26441987176470594,0.26730520117647066,0.27056501470588235,0.2735687794117647,0.27615451117647055,0.27855019176470586,0.27981875764705877,0.28146818823529407,0.28363662470588236,0.28592444,0.28784527529411763,0.2897136988235294,0.29167457235294114,0.29375868352941176,0.2958170329411765,0.2979596111764707,0.30016768058823534,0.2994321311764706,0.29953591,0.2991874782352941,0.29895405823529414,0.29893497058823526,0.2993846164705882,0.3007428570588235,0.3018631541176471,0.30261357941176464,0.3031805988235294,0.30366325764705876,0.3038744470588235,0.3039037458823529,0.3038673482352941,0.30381618823529416,0.303189395882353,0.3024692323529412,0.30212070529411766,0.30206868647058827,0.30226902294117647,0.3026371782352941,0.3032257164705883,0.3038132005882353,0.3044666252941177,0.3049194176470588,0.3054043105882353,0.3063099382352941,0.30746721470588234,0.3090036564705882,0.3105139135294117,0.3117543370588235,0.3143342276470589,0.32018340999999995,0.3265305335294118,0.33334412058823526,0.33989730764705883,0.34575431058823525,0.3512812294117647,0.35573690235294125,0.36001186647058825,0.36468535999999996,0.36990148352941177,0.3746680688235294,0.37984791588235295,0.3852684264705882,0.3898709776470588,0.39534797764705887,0.40927606352941176,0.41784301294117654,0.4239781635294118,0.42959303764705886,0.43466538588235293,0.43946750941176466,0.4444690529411765,0.4485276088235294,0.4536505894117647,0.4583511747058824,0.46248233941176475,0.4646549317647059,0.46831820529411766,0.4718604288235294,0.47489971000000003,0.47896922,0.4824389776470588,0.47770013000000006,0.4764422488235295,0.47433213058823526,0.47238422705882355,0.47002148176470593,0.46731166176470595,0.4650286688235294,0.4642145252941176,0.46350272,0.46337153000000003,0.46285175117647054,0.4633126529411764,0.4629265600000001,0.4617210382352941,0.46077544411764704,0.4638810994117647,0.4669580558823529,0.47007694117647053,0.4733348070588235,0.47712208411764706,0.4811078582352941,0.48529389411764706,0.4897906258823529,0.49399716058823523,0.4970954058823529,0.49999795588235285,0.5025479323529412,0.5048459158823528,0.5069503017647058,0.5086650523529412,0.5109309105882351,0.5132320911764705,0.511327501764706,0.5093620770588236,0.5071534947058823,0.5055175747058824,0.5038376847058823,0.5016856764705881,0.4990428035294117,0.4967644776470589,0.4947949770588236,0.49360037705882354,0.4923520852941176,0.49145965117647056,0.49132013705882366,0.49211834117647063,0.4930561917647059,0.48993689294117654,0.4862553770588236,0.4828389229411765,0.48084122411764707,0.47877113588235287,0.4772672635294117,0.4760325794117646,0.4750300223529411,0.474773822352941,0.47459178470588226,0.4739980576470588,0.47339416176470583,0.4731527052941176,0.4738076917647059,0.4749952623529412,0.47926600352941184,0.48541025529411774,0.49743245882352943,0.5111317670588236,0.5253283670588235,0.5388820411764705,0.5531790647058824,0.5667336311764706,0.5808609047058824,0.5949600194117646,0.6088030429411765,0.6231273382352941,0.6381644299999999,0.6532366435294117,0.6682173564705881,0.6823020252941177,0.6959821958823529,0.7112034605882352,0.7245933547058824,0.736123821764706,0.7464363011764705,0.7555763247058823,0.7637765052941178,0.7714184229411765,0.7788829229411764,0.7853776023529411,0.7916510258823529,0.7977185023529411,0.8030959470588235,0.8079001723529411,0.8125660664705882,0.8170788705882353,0.8215608735294118,0.8259025123529412,0.82548683,0.8250567535294119,0.8244952776470589,0.8238604041176472,0.8233373805882352,0.8228080705882354,0.8223139794117645,0.8219351970588233,0.8215851711764706,0.8212704594117647,0.8210209100000001,0.8208228247058825,0.820751393529412,0.8207492952941178,0.8206994323529413,0.8203144823529414,0.8206251905882354,0.8207111376470588,0.8206503982352942,0.8206325717647058,0.820872765882353,0.8212795052941178,0.8217061758823531,0.8220709023529412,0.8223529258823531,0.8225096723529414,0.8226649100000002,0.8227540329411767,0.8228269652941177,0.8228797017647059,0.8231972788235294,0.823555675882353,0.8242202382352941,0.82421337,0.8244179794117646,0.8247138570588235,0.8249448894117647,0.8248256894117647,0.8245414594117647,0.8241552041176471,0.8237836823529412,0.8234307352941177,0.8231631911764705,0.8228635447058824,0.8226038711764705,0.8223155770588233,0.8220055941176468,0.8205467858823527,0.8190205564705881,0.8173781882352941,0.8157808211764705,0.8140907382352942,0.8124008447058824,0.8107895123529412,0.8093170770588235,0.8079194323529411,0.8065591817647058,0.8052554076470587,0.8039951099999999,0.8026827688235294,0.8012431188235294,0.79986925,0.7985887594117649,0.797353285882353,0.7970579800000002,0.7966573064705883,0.796410841764706,0.7961298535294118,0.7959625917647059,0.7959240117647057,0.795911962352941,0.7959034358823528,0.795871524117647,0.7958422217647058,0.7958207647058825,0.7957946623529412,0.7958606152941177,0.7960651935294117,0.7961750152941177,0.7947934429411765,0.7943076464705882,0.79413507,0.7940037617647059,0.7935860088235295,0.7933754876470589,0.7933573111764707,0.793344275882353,0.7933423488235294,0.7933407752941176,0.7934085194117647,0.7935434511764707,0.7936508394117648,0.7937406594117649,0.794322935882353,0.7952490105882353,0.7964742223529413,0.7992537323529412,0.8011877817647058,0.8027521323529412,0.8044416788235293,0.8064611105882352,0.8082675347058823,0.80989698,0.811438294117647,0.8128668794117647,0.8142176323529412,0.8154990447058823,0.8167493388235294,0.8180128882352942,0.8192980329411765,0.8200844094117647,0.8208160564705882,0.8212693329411767,0.8214659352941176,0.8217034,0.8220641170588235,0.8224995705882353,0.8229785152941176,0.8234202276470587,0.8238200705882353,0.824169685882353,0.8245993088235295,0.8251082676470589,0.8255752141176472,0.8260355517647059,0.8265081788235296,0.8269411694117648,0.8273744282352942,0.827516107647059,0.827589901764706,0.82774445,0.8278107029411764,0.827734788235294,0.8275317964705882,0.8272087905882352,0.8269050752941175,0.8265574247058822,0.8262513011764705,0.8259398694117647,0.8256246147058823,0.82533975,0.8250515711764707,0.8247395329411766,0.8237774894117648,0.823042371764706,0.8223168429411766,0.8218476152941177,0.8210231470588235,0.819975005882353,0.8188977352941177,0.8180269494117648,0.8172421141176471,0.8163655082352942,0.8156278235294118,0.8148802294117647,0.8142069117647059,0.8135878576470588,0.8129451758823528,0.8122955052941175,0.8116845082352941,0.8117768082352941,0.8115999670588235,0.8114652605882352,0.811133394117647,0.8112612705882353,0.8116298435294117,0.8121087376470587,0.8123514617647057,0.8125713794117646,0.8128481676470587,0.8130375676470587,0.8132152676470588,0.8132886064705882,0.8132976270588235,0.8133066623529411,0.8133660829411764,0.8134758241176471,0.8132051947058824,0.812809535882353,0.8122349858823528,0.8117762329411766,0.8113336464705883,0.8108517264705883,0.8105854529411765,0.8103741476470588,0.8103097652941176,0.8104019417647058,0.8105539829411764,0.8107336476470587,0.8110045970588234,0.8113745088235292,0.8118177076470587,0.8122338105882352,0.8126392929411764,0.8134219635294118,0.8144201870588235,0.8155200929411764,0.8165545400000002,0.8175605894117647,0.8186281070588236,0.8194778900000002,0.8203604488235295,0.8210751700000003,0.8216383152941179,0.8220862858823531,0.8225281152941178,0.8228913835294119,0.8226590752941177,0.8227025729411764,0.8224894200000001,0.8221715511764704,0.8220101217647059,0.8218046670588235,0.8217538588235296,0.821775415882353,0.8216581982352941,0.8215348241176471,0.8213411088235295,0.8210992194117649,0.820856227647059,0.8206395505882353,0.8204573447058824,0.8203080447058824,0.8202079441176471,0.8206734288235294,0.8207798088235296,0.8211713347058825,0.8216425588235294,0.8219691852941178,0.8223013223529412,0.8224978305882352,0.8225102947058823,0.8227173435294117,0.8229626705882352,0.823307298235294,0.8236734370588235,0.824064695882353,0.8245014864705883,0.8250126182352941,0.8263229105882354,0.8278382488235295,0.8292018170588236,0.8305269758823529,0.8316923794117647,0.8329169770588234,0.8341883999999999,0.8354715452941176,0.8368173529411763,0.8382076494117646,0.8395140317647058,0.8406861700000001,0.8415357041176471,0.8423304882352941,0.8431121799999999,0.8439191976470588,0.8447045694117647,0.8446918064705882,0.8444415205882353,0.8442680994117647,0.8442131929411765,0.8442956264705882,0.8442660176470588,0.8441220270588236,0.8439487288235294,0.8437117388235293,0.8435380117647059,0.8433693352941176,0.8432873852941176,0.843485888235294,0.8437524335294118,0.8439982947058824,0.8439433152941177,0.8438248529411765,0.8436357029411765,0.8432494888235295,0.842904524117647,0.8426369835294116,0.8423753852941175,0.8421863441176469,0.8420660735294118,0.8420379711764707,0.8420969770588237,0.8421886747058823,0.8422945776470588,0.8423635405882353,0.8424342817647058,0.8424655170588233,0.8425085170588233,0.8427916964705882,0.8430865376470588,0.8434083052941176,0.8439102758823529,0.8444011135294117,0.8447414070588235,0.8448613988235294,0.8447588429411763,0.8446709988235295,0.8445134011764707,0.8443076188235294,0.8440752129411767,0.8438481017647059,0.8436616094117648,0.8434683094117649,0.8428693782352944,0.8427116158823532,0.8425707100000002,0.8424309847058824,0.8423022082352942,0.8420685788235295,0.8416549000000001,0.8411191382352942,0.8409456405882353,0.8410560641176471,0.8411149552941177,0.8410685670588236,0.8410419788235295,0.8409946435294119,0.8409190341176471,0.8409059070588235,0.8409258776470588,0.8414121029411765,0.8414818947058823,0.8415726947058824,0.8416812905882352,0.8418183376470587,0.8421016317647058,0.8425650947058821,0.8431707447058823,0.843620762352941,0.8439661682352939,0.8443208094117647,0.844769974117647,0.845194362352941,0.8456217623529411,0.8460529658823529,0.8467135105882352,0.8473241952941176,0.8478758864705882,0.8483246829411764,0.8488325123529411,0.8493552476470586,0.8498844652941175,0.8504178947058822,0.8509783217647058,0.8515942617647058,0.8522282058823528,0.8528647294117646,0.8534414235294117,0.8539727294117646,0.8544616117647058,0.8549090270588234,0.8553445117647059,0.8554488705882354,0.8555543329411764,0.8556764282352942,0.8558523847058824,0.855922425882353,0.8559499552941175,0.8558813670588235,0.8557718099999998,0.8556260105882353,0.8554324464705881,0.8552036611764704,0.8549432905882353,0.8547435229411764,0.8545677523529411,0.8543878876470589,0.8544782488235296,0.8545990429411766,0.854820901764706,0.8553392547058826,0.8557966011764707,0.8561801129411765,0.8565487694117647,0.8568839929411766,0.8572447717647058,0.857607464117647,0.8579115794117645,0.8581725741176469,0.8584122035294117,0.8586485017647059,0.8588552752941174,0.8590508047058824,0.8591948752941175,0.8590829105882354,0.8589582811764708,0.8587541311764706,0.8582661688235294,0.8578063505882353,0.8574174288235294,0.8570538311764705,0.8567236429411763,0.8563926229411764,0.8560752347058822,0.8558171270588233,0.8556069535294116,0.8554059847058824,0.8552241658823531,0.8550685929411765,0.8542348870588237,0.8537076341176472,0.85302409,0.8522634335294118,0.8515654129411763,0.8508883076470587,0.850307722352941,0.8498132617647057,0.8493312835294118,0.8489145223529411,0.8485552988235293,0.8481732776470587,0.8477981147058823,0.8473697852941177,0.8469308394117647,0.8464792817647059,0.8460710388235294,0.8463970017647059,0.84650539,0.8467890458823529,0.8471666235294117,0.847489505882353,0.8477856811764707,0.848036855882353,0.8482011700000001,0.8483737776470589,0.8485152388235295,0.8486145123529414,0.8487385629411767,0.8488699982352943,0.8490703100000001,0.8492933223529412,0.8497449770588236,0.8502967164705884,0.8508842847058825,0.8514602729411765,0.8520688494117648,0.852609348235294,0.8531172011764706,0.8535338129411765,0.8536372411764706,0.8537726241176469,0.8539125794117646,0.854048638235294,0.8542157411764705,0.854414694117647,0.8546402911764704,0.854879346470588,0.8551314605882352,0.8551779747058822,0.8550916982352941,0.8549489494117646,0.8547892905882352,0.8545905199999998,0.8544085764705881,0.8542463852941174,0.854172798235294,0.854396954117647,0.854601994117647,0.8547886829411765,0.8549578594117646,0.855097441764706,0.8551830035294119,0.8552221500000001,0.8555386888235296,0.8556651770588236,0.8556990923529413,0.8557000856250002,0.8556960046666667,0.8557132550000001,0.855743736153846,0.8558131808333332,0.8558944472727272,0.8559789669999999,0.8560671744444445
pNuLoCDScore	-0.03824089019607835,-0.050352976078431255,-0.061253855490196046,-0.0683676960784313,-0.07465198019607838,-0.0778238007843137,-0.08020859019607837,-0.08079003666666659,-0.07850486431372541,-0.06699756452941175,-0.0594635311229946,-0.053656279264705814,-0.048434270723981904,-0.04379854277310921,-0.04010386843137259,-0.037621695955882384,-0.03572824411764711,-0.023747798235294187,-0.012571628823529413,-0.004252808235294198,0.004185474117646998,0.011009479999999988,0.01772593705882347,0.022403029999999963,0.02350725882352936,0.024614438823529372,0.026252775294117653,0.02837544529411759,0.02973267705882357,0.03077484823529411,0.031879858235294156,0.033300638823529405,0.03513171647058824,0.03672723647058826,0.03799692294117643,0.03768022882352942,0.035192731764705915,0.03069761352941186,0.024268374117647068,0.017337924705882357,0.011057082941176521,0.00602124941176474,0.0018064047058822807,-0.0015537405882353195,-0.003755621176470658,-0.004999450000000016,-0.005901825294117702,-0.0066895517647058145,-0.004520757058823488,-0.003099307647058791,-0.0013844705882352648,0.0007310082352941505,0.0036502388235293837,0.006888852352941066,0.010254989999999964,0.014739223529411705,0.019799100588235252,0.023971605294117626,0.02740685823529415,0.03030317588235293,0.032728004117647036,0.034516342352941154,0.035983721764705934,0.03736415882352945,0.0357478088235294,0.03212692999999994,0.02897089529411767,0.025618698823529407,0.022799547058823588,0.020384778823529404,0.01956585882352946,0.019274668823529406,0.018226529411764725,0.016689139411764642,0.015335323529411748,0.013949558823529384,0.012199874705882352,0.010145062352941159,0.008050315294117594,0.005856577058823476,0.003021715294117655,0.0030371011764706024,0.0025847952941176477,0.0028812082352941415,0.0033149647058823284,0.003702207647058864,0.003841100000000097,0.003070343529411823,0.0026034711764706397,0.0023058382352941775,0.002223711764705927,0.0026466805882353617,0.0035927676470588477,0.005099910588235279,0.006646565294117612,0.007938148823529334,0.011144831764705876,0.017714177647058738,0.02440982823529414,0.031275434117646994,0.037628284705882364,0.04311713235294112,0.04805551294117638,0.051923701764705954,0.05554524117647053,0.05976594235294114,0.06449717294117646,0.06835813058823526,0.07238070117647061,0.07626476999999998,0.07935706411764709,0.08359364058823537,0.09494183588235289,0.0976596029411766,0.09744763000000001,0.0962489170588236,0.0947680782352941,0.09371319882352941,0.0931878235294118,0.09279070647058812,0.09363872294117648,0.09366581470588242,0.09258085588235299,0.08998686294117653,0.08847028941176471,0.08659200235294123,0.08502873235294123,0.0836212423529411,0.07316291411764703,0.05985711705882352,0.05246408529411767,0.044739092941176395,0.03771884117647062,0.030553972352941272,0.022842608823529453,0.016501060000000012,0.010563935882352882,0.005151545294117599,0.000889190588235278,-0.0018031805882353646,-0.005005552352941256,-0.008933868823529312,-0.01317867176470594,-0.018193775882352936,-0.01855787823529409,-0.01074207411764716,-0.006365307647058949,-0.000997323529411731,0.004737857058823514,0.011086376470588188,0.017982232352941108,0.024761957058823503,0.02978263529411762,0.033592685882352924,0.03662642588235282,0.03969618117647061,0.04153326294117643,0.04402374176470569,0.04694401411764715,0.050155466470588106,0.04935099176470581,0.04436944588235309,0.039285135882353106,0.03381868764705881,0.028395490588235373,0.022729826470588188,0.016391782352941087,0.009252177647058824,0.0027673170588236595,-0.0023004288235293213,-0.006397578823529315,-0.010195847058823537,-0.013386264705882278,-0.015630164705882132,-0.016546711176470608,-0.017874718823529256,-0.023295198235293968,-0.02507212470588238,-0.026523154117647163,-0.026312270588235265,-0.02674643882352956,-0.026570421176470627,-0.02565309705882357,-0.0240127811764706,-0.021990655294117867,-0.020203192352941324,-0.019602319411764713,-0.01895792352941178,-0.018306945882352932,-0.017512445294117773,-0.017123078823529425,-0.013790188235294043,-0.0045266376470587955,0.011177081764705832,0.028292844117647098,0.044487142941176394,0.06011090529411767,0.07591180117647073,0.090701051764706,0.10583088235294125,0.12018619705882355,0.13421125823529423,0.14912928058823527,0.16477026823529406,0.18008393823529406,0.19440966470588222,0.20730676294117645,0.21671619235294104,0.2257932052941175,0.22716089588235294,0.22499205470588246,0.22110793411764706,0.21669428352941178,0.21059744058823537,0.2046847917647059,0.19802201823529408,0.1904175829411765,0.18284798294117643,0.17459116411764697,0.16493151705882358,0.1546635288235294,0.14434871000000005,0.1347768452941176,0.12557867764705888,0.11469905176470596,0.10089347529411763,0.08893293176470585,0.07805897647058835,0.06828407941176484,0.059560875294117466,0.05138964764705889,0.04343105647058809,0.03655759470588227,-0.015683354477124184,-0.02680870977124178,-0.034312390359477085,-0.041189738594771236,-0.041216312124183,-0.03492520153594769,-0.02820548624183003,-0.026932935653594725,-0.02662384212418295,-0.0316785802941176,-0.03969757248663097,-0.03901077117647056,-0.031759637262443435,-0.019860617689075627,-0.007951559509803918,0.0035472037683823565,0.01603631558823529,0.036525789117647034,0.05223838205882353,0.06711339441176473,0.07457171323529418,0.07577158852941182,0.07651386735294119,0.08784956499999999,0.09938913205882352,0.11216996617647057,0.12781958088235298,0.14457255029411767,0.15518383323529414,0.16085316970588237,0.16033304676470594,0.15962053911764712,0.1550566600000001,0.14923583411764715,0.14435793647058828,0.14097788647058823,0.13752847647058822,0.1345553047058824,0.1313858335294118,0.12282393058823532,0.11027182705882355,0.09745182764705884,0.085072302352941,0.07074246941176465,0.056588231176470494,0.04331465882352942,0.03489086823529408,0.028360280588235198,0.02269763588235285,0.019466088235294055,0.016623784117647034,0.01247496411764698,0.008027811764705794,0.0017080723529410147,-0.004028010000000082,-0.008985632941176491,-0.008951959999999981,-0.009117471764705842,-0.009623509999999835,-0.009423297058823499,-0.008561068235294012,-0.007705029999999946,-0.007052832352941185,-0.007597210588235259,-0.008340039999999938,-0.009331261764705945,-0.010182630000000081,-0.011001969411764623,-0.010820814705882309,-0.008384679999999978,-0.005183328823529454,-0.0032689276470587725,-0.00212620647058831,-0.0010033447058823697,0.0006928282352940962,0.0026041194117646937,0.00410226941176467,0.005378145882352803,0.006165100588235162,0.006454748823529366,0.007802080588235172,0.009410815294117636,0.011219025882352907,0.013290031176470596,0.014969790588235277,0.015414544705882327,0.02019709352941179,0.02787606529411757,0.03738389764705885,0.046209791764705854,0.05439220176470588,0.06107688823529417,0.06843480470588242,0.07621746823529424,0.0835053411764708,0.09119678117647073,0.09763442294117658,0.10232696176470601,0.10622878117647072,0.10950101117647054,0.11307258470588244,0.11702934411764715,0.11573656000000004,-0.05809375594771243,-0.07381577771241832,-0.0876462600653595,-0.09867408265359479,-0.1075115403006536,-0.11053336206535948,-0.11445152177124185,-0.11819264030065363,-0.12039975530065364,-0.11405091682352946,-0.10589288822994657,-0.09567456979411766,-0.0861090572714932,-0.078366094605042,-0.07108252135294117,-0.0640294942867647,-0.055390381823529414,-0.034679326529411775,-0.014941541235294134,0.00021624076470584674,0.013133292764705845,0.020809969235294087,0.02818461717647057,0.03475788129411764,0.038960574235294115,0.04381293335294116,0.048244957470588226,0.050821575117647025,0.05235842158823528,0.054272412176470594,0.056070318999999993,0.05709484911764702,0.0556849306470588,0.05121288770588239,0.04498215770588239,0.03950938711764708,0.035939506294117685,0.03147609982352939,0.027405174529411727,0.024609893647058817,0.023250970411764688,0.020828633647058836,0.01840358247058821,0.01618972658823528,0.013363390117647006,0.010595218352941138,0.007584511294117663,0.00469033094117649,0.002771705882352954,0.003388813529411727,0.005188824117646984,0.0069665576470588075,0.007847832352941175,0.008735178823529421,0.011607174117647084,0.014013155294117674,0.016174852941176543,0.01711953941176475,0.019086631176470664,0.020262507647058864,0.02165441000000007,0.023117597058823547,0.024114492941176402,0.025257207058823533,0.025718248823529383,0.025002737647058793,0.02360256411764705,0.02267815588235292,0.021690401764705824,0.019948189999999977,0.01719933294117648,0.013648609411764712,0.00961509999999996,0.006913399999999931,0.004011772941176439,0.001089123529411734,-0.0009778423529412106,-0.0031973082352941273,-0.00497289117647054,-0.006086875882352932,-0.0023152058823529553,0.0018387935294117697,0.005821021176470598,0.010812802352941214,0.014799043529411776,0.02008493176470591,0.024753265294117616,0.030057495882352903,0.03572471705882352,0.04157999058823533,0.046869705882352924,0.052812111764705905,0.05786614294117651,0.06237936647058823,0.06644951352941175,0.07018877588235292,0.06863591705882352,0.062367540000000055,0.05720308529411769,0.05173352058823533,0.04569799647058828,0.03995554176470589,0.03418275235294124,0.029193370588235318,0.024054054117647078,0.018053001764705867,0.01223707352941178,0.005596993529411759,-0.000985687647058836,-0.007018453529411772,-0.012155975882352954,-0.01702377705882352,-0.02009535058823525,-0.017579940000000044,-0.014753024705882384,-0.013221865882352996,-0.010151185294117682,-0.0072626035294117985,-0.003970594117647108,-0.001306013529411787,0.0007171635294117573,0.002128283529411773,0.004214425294117641,0.007419899411764713,0.011153008823529348,0.014674554705882359,0.018179129999999988,0.02128037764705884,0.023587274705882372,0.023919936470588238,0.02326482000000002,0.023046762941176496,0.023146671176470623,0.02219394647058831,0.02152417411764712,0.020865632941176493,0.021080468235294136,0.023129174705882383,0.025455723529411833,0.026892205882353,0.026913264705882484,0.025867859411764754,0.025179034705882425,0.02443575764705877,0.028234172941176472,0.03213435235294118,0.03615646352941182,0.040010905882352926,0.04164213058823521,0.04473927176470577,0.048178535882352824,0.05066570411764704,0.0519805364705882,0.05231146647058821,0.051230637058823414,0.05062391529411758,0.051011835294117513,0.05310721117647055,0.05588352117647055,0.05847698176470584,0.055636876470588126,0.04884860352941173,0.04274587294117638,0.03734958058823523,0.03326193176470593,0.029375380000000062,0.024243927058823667,0.019383635294117685,0.015802318235294155,0.01319093529411769,0.01143827117647056,0.009671587647058777,0.007969648235294113,0.005807225882352884,0.001955682352941135,-0.0018829564705881707,-0.007380554705882281,-0.005736213529411782,-0.004509619999999992,-0.0035289317647058116,-0.0026593594117647057,-0.0026761117647058907,-0.0016324294117647242,-0.0006531058823529001,-0.002863859999999996,-0.007515408235294119,-0.010189961764705824,-0.013061764705882328,-0.015533504705882273,-0.01769446058823526,-0.01919657588235285,-0.020165462941176437,-0.019124040588235247,-0.018648040588235215,-0.020019052352941158,-0.021112625294117615,-0.02184607823529411,-0.022661158235294077,-0.02403365352941178,-0.02549814647058829,-0.024004414705882327,-0.016755762352941184,-0.009895074117647062,-0.005836277647058741,-0.0027988488235293763,6.550000000105083e-06,0.001958764705882299,0.0031299682352941005,0.010023392352941085,0.014838304117647028,0.02128471176470592,0.0274169305882353,0.033022401176470595,0.03807801470588229,0.043465174117647,0.05003773,0.05667267117647057,0.0592096352941176,0.05874085705882354,0.06073786764705874,0.06359327294117645,0.06663550058823525,0.0697462417647059,0.07334251529411767,0.07117263058823547,0.0637896429411765,0.057016713529411844,0.050997640588235305,0.044958481764706015,0.03964471529411778,0.03477689823529423,0.029302725882352998,0.02352959647058822,0.018189904705882443,0.01445305941176478,0.010974921764705936,0.007449081176470584,0.0037294970588235277,0.0005367776470588392,-0.0027941905882353235,-0.007202612941176578,-0.0046524676470589554,-0.002776118235294278,-0.000745451176470735,0.0016603652941174496,0.004179593529411607,0.006046393529411609,0.007633268823529382,0.008627557058823454,0.009359825882352846,0.009537936470588149,0.009600374117647026,0.00964519999999991,0.009481904117647044,0.009429141764705828,0.009310644117647038,0.010100758235294105,0.01124673941176485,0.011561697058823595,0.011564864705882472,0.011449058823529479,0.010636182352941281,0.009668580588235332,0.009094009411764636,0.009448722352941141,0.01041308411764702,0.011365891176470633,0.012155104117647031,0.012751953529411941,0.013340380588235279,0.013763941764705967,0.014145254705882293,0.013483663529411771,0.009828554117647048,0.0074685664705883,0.005964664117647012,0.004576857647058785,0.0035140117647058378,0.002399821764705934,0.001357595294117775,7.630058823548946e-05,-0.0020467647058822758,-0.004442371764705799,-0.0064415394117646185,-0.008064739411764776,-0.009346676470588178,-0.01069843823529415,-0.011773494705882237,-0.011509441176470625,-0.008351152941176554,-0.003813998823529452,-0.0011535282352941878,-8.296411764702194e-05,0.0005343082352941009,0.0007885582352940568,0.001308871764705788,0.001749453529411693,0.0022234317647059076,0.003282674705882338,0.0044052858823529495,0.004937556470588245,0.005161085294117684,0.00511557411764707,0.004877439411764661,0.0031529729411764462,0.00224071941176468,-4.366058823540575e-05,-0.0015570105882352636,-0.0019120894117647946,-0.0012920294117647058,1.9057647058839944e-05,0.0009896011764706225,0.002146864117647085,0.0032450770588235422,0.004237747647058754,0.00493389294117641,0.005750236470588144,0.006856657647058728,0.008364595882352888,0.010249662941176463,0.013636612352941224,0.016268420000000117,0.016450381176470685,0.01655487470588246,0.016943481764706003,0.017324555294117694,0.0173687635294118,0.017363759411764657,0.01709526823529406,0.016364545294117516,0.015790824705882278,0.015153949999999972,0.014730152352941173,0.014393658823529387,0.013960234705882368,0.013199322941176483,0.014886550000000054,0.01505382529411764,0.016974409999999995,0.018753960588235308,0.02000091705882351,0.02026794882352939,0.020457890000000034,0.0202849523529412,0.020144086470588296,0.020894190000000146,0.02186724058823536,0.022814677058823563,0.0237556135294118,0.024304417647058818,0.02464958647058818,0.024803315294117556,0.02227797176470575,0.01737336823529395,0.012819478235294002,0.00911865827205871,0.005827434313725399,0.0031807828991595732,0.0013445688235292907,0.00010459553921565723,-0.0005927022994652864,-0.0014000667647058873,-0.002918801568627394,-0.004214519215686219,-0.0055044674509803215,-0.006638773333333237,-0.007598518627450868,-0.008343076274509642,-0.008949346862744956,-0.006947331568627257,-0.005094503333333167
pNuLoCRank	High
UniprotNLSRegion	109..113;195..206
UniprotNESRegion	235..245
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	231...241
nlsdbnls_region	111...116
validnes_region	231...241
nesbase_region	
