UniprotID	Q8N5H7-5
pNuLoCScore	0.25427377511111104,0.24194375759999995,0.23164275599999995,0.2239222688333333,0.2176952681538461,0.2120023325714285,0.20707332706666662,0.20232659412499995,0.19615894799999997,0.1740888588235294,0.15710186788235295,0.13903333494117645,0.12211791876470587,0.12011051405882353,0.11633282582352941,0.11204277405882351,0.11087647605882352,0.10939578252941175,0.10777843282352938,0.10625687870588232,0.10424671282352939,0.10167838988235292,0.09976282282352941,0.09758788752941175,0.094588044,0.09407480929411766,0.09481713905882354,0.0955968488235294,0.09659718499999999,0.09801898847058822,0.0994015102352941,0.10104556935294118,0.10240222435294118,0.10323567082352941,0.10408388729411765,0.10444766052941178,0.10506935641176471,0.10556274288235294,0.10656778347058825,0.1073546864117647,0.10863762994117646,0.1111221772352941,0.11291198723529411,0.11470251547058823,0.11579312758823528,0.11636313552941177,0.11640000529411765,0.1164732738235294,0.11631103611764705,0.11643471170588235,0.11704163723529411,0.11755981370588234,0.11825206135294118,0.11846577629411766,0.1185791983529412,0.11863998099999999,0.11549164335294121,0.11343180247058825,0.1116116637647059,0.11035084641176471,0.10950749994117648,0.1091007401764706,0.10890621076470589,0.10896455900000002,0.10910019223529413,0.10932189141176472,0.10951606200000001,0.1096555205882353,0.10990725000000001,0.11014404705882352,0.11067446270588235,0.11139948182352942,0.11209541270588234,0.11582967505882354,0.11815500476470588,0.12003485911764707,0.12161929529411765,0.12311293176470588,0.12422210411764706,0.1250664811764706,0.12567441294117646,0.1260718758823529,0.12632890352941176,0.12665898176470586,0.12704597411764704,0.12708978352941175,0.12713509411764706,0.12714472529411766,0.12655333470588231,0.12458953470588234,0.12310374794117643,0.12109124029411762,0.11952640352941177,0.1181510005882353,0.11698976882352942,0.11594196823529412,0.11494644294117648,0.11414999941176471,0.11326065235294118,0.11236199352941177,0.11128195294117647,0.11005503705882351,0.10890113505882351,0.1077184885882353,0.10660457388235295,0.10605664564705883,0.10673424564705883,0.10701371123529413,0.1079481035882353,0.10879240035294119,0.10945694447058826,0.1096734674117647,0.10976359270588236,0.10988420329411766,0.10977835917647061,0.10984344176470588,0.1098022994117647,0.1099428226470588,0.11018663888235293,0.11067432205882352,0.11463250911764705,0.11872244029411766,0.12289886382352941,0.1267438244117647,0.1309679538235294,0.13537405441176473,0.13963666029411764,0.1437803667647059,0.14798543676470588,0.1519732279411765,0.15586891205882356,0.15978208558823528,0.16318334829411765,0.16677193064705884,0.17034859505882352,0.17377658117647057,0.17713349058823527,0.1770682994117647,0.17668299529411763,0.17617915470588236,0.17605298999999994,0.1754738494117647,0.17478341764705882,0.17418298941176474,0.17368241823529412,0.1733042494117647,0.17311697294117648,0.1728579664705882,0.1724100682352941,0.17217216941176466,0.17166629764705882,0.17126278352941177,0.17281967470588233,0.17309602294117646,0.17333141764705884,0.17398052058823527,0.17457462176470587,0.17535546470588237,0.1759779841176471,0.17650513764705883,0.1764871805882353,0.1762603694117647,0.1762439817647059,0.17629974882352942,0.17659022764705884,0.1767801035294118,0.17732694588235295,0.1780087523529412,0.17861894705882353,0.17739696764705884,0.17738503764705882,0.1775320394117647,0.17748382352941178,0.17734101764705884,0.17702650058823527,0.17689294705882355,0.17680965529411766,0.17728536176470588,0.17794597941176468,0.17838602235294118,0.17876906352941174,0.17912559470588238,0.17987049117647058,0.18050436,0.17958845411764704,0.17916916176470588,0.179769324117647,0.18081297941176472,0.18169819588235295,0.18200745529411766,0.1822242394117647,0.18220597294117646,0.18221565588235294,0.18204862882352943,0.18182211647058824,0.18122936235294118,0.18065462,0.18037988,0.18031383176470586,0.18034876882352938,0.18048431941176468,0.1823190358823529,0.1838949747058823,0.18437566235294117,0.18442501529411762,0.1845652923529412,0.18517642764705883,0.18617477470588237,0.18754605411764708,0.18903244764705882,0.19041679647058826,0.19193335235294115,0.19385476058823525,0.19583783588235293,0.19752877117647058,0.19902437294117648,0.20166385470588233,0.20410683235294116,0.20674157470588234,0.20947031352941176,0.2122991311764706,0.21542610529411765,0.2187592388235294,0.22167351588235293,0.22438782999999998,0.22705869823529412,0.22906445176470588,0.23102332,0.23274485588235294,0.2344570164705882,0.2359050570588235,0.23756459941176472,0.2393046105882353,0.23964875941176467,0.24008967117647054,0.24044688235294115,0.24045055823529413,0.2404874082352941,0.24030773999999996,0.23994327882352942,0.24007292235294114,0.24035949058823533,0.24058815294117644,0.24140059294117644,0.24273922882352944,0.2444407711764706,0.24631891294117647,0.24853651529411766,0.2572956641176471,0.2657066411764706,0.2739351929411764,0.2817313047058823,0.28850903882352935,0.2954355323529412,0.3023035323529412,0.3089594064705882,0.3155333764705882,0.3219488776470589,0.3282023247058824,0.33424861058823535,0.34008414705882356,0.34549374117647064,0.3506933,0.35566013764705884,0.36036166705882355,0.3583060817647059,0.3564838741176471,0.3548930841176471,0.353677485882353,0.3533051917647059,0.35271289,0.3521189429411764,0.35161091823529406,0.35115006705882346,0.35082760999999996,0.35057154117647055,0.3504207494117647,0.3504319764705882,0.35054685705882355,0.35061039,0.35121801352941173,0.3519253823529412,0.3529940147058823,0.3540098176470588,0.35478464117647057,0.3548935447058823,0.3550275699999999,0.35476244941176466,0.3547010376470588,0.3545952535294118,0.3545123264705882,0.3542484629411765,0.35398369058823537,0.35376600823529414,0.3530766382352941,0.35215873411764703,0.3509459864705882,0.3493923723529412,0.34772778000000004,0.34573114176470593,0.34382971705882354,0.34228597117647064,0.34146281470588236,0.34073586764705893,0.3405136852941177,0.3401765176470588,0.3399477076470589,0.3396843652941177,0.33955201000000007,0.33941439000000007,0.3392218652941177,0.33947807764705884,0.34061599823529415,0.34227636999999994,0.34408735705882354,0.34597782294117646,0.3479332347058823,0.34959397235294126,0.35117972999999997,0.3527037858823529,0.353690174117647,0.3546632152941176,0.3556728935294117,0.35677275529411767,0.35792494647058826,0.35919636235294117,0.3604711494117647,0.36184255058823533,0.36298316588235296,0.3631925029411765,0.3632774147058824,0.36334703823529413,0.3635364929411764,0.3636165658823529,0.36408254999999995,0.3644915852941176,0.36485417823529415,0.36565200882352944,0.36641352058823534,0.36700152882352943,0.3675001670588235,0.3678299382352941,0.3679927047058824,0.3680468329411765,0.36787367411764704,0.3679432976470588,0.3683108847058824,0.3687100523529412,0.3687533235294118,0.36877224823529414,0.36893086470588243,0.36888480058823525,0.3687934817647059,0.36879513647058826,0.36846582352941176,0.3682023941176471,0.3680652723529412,0.36779999823529413,0.36730538823529413,0.3667381223529412,0.36634756470588237,0.36612532588235297,0.3659446611764706,0.3657944852941177,0.3655056776470588,0.36525261235294115,0.3648993652941176,0.3643863552941176,0.3638734976470588,0.36346409882352937,0.3630474852941176,0.36289782941176474,0.3626296,0.36220375411764705,0.3618566470588235,0.3617973917647058,0.36100569294117646,0.35953561411764695,0.3587343735294117,0.3576193229411764,0.3564367423529411,0.3555934629411764,0.3548112770588235,0.35406735529411765,0.35343368058823527,0.3528745864705883,0.35229066705882356,0.35173691,0.35132119352941177,0.35091083470588236,0.3505700364705882,0.35023224823529414,0.34996111529411766,0.3505865241176471,0.3517757088235295,0.3522685917647059,0.3530501823529412,0.354019865882353,0.3546203470588236,0.3551918882352942,0.35577550705882355,0.35622539647058826,0.3566448776470588,0.3570558147058823,0.3574251076470588,0.3577203105882352,0.35804941176470584,0.35834134117647054,0.3563305970588235,0.35543627823529406,0.35420874117647055,0.3529006347058823,0.3514634529411764,0.35044305117647057,0.3493619441176471,0.3481812735294118,0.34683311117647064,0.3455925541176471,0.3444438088235295,0.34343904764705885,0.3425366788235294,0.34165714352941173,0.3408523388235294,0.3400362882352941,0.33923295470588233,0.34077198,0.34118720352941173,0.3419085035294117,0.34275149411764705,0.3436909576470588,0.34413981,0.3446060864705882,0.3450622405882353,0.34556683235294117,0.34591690294117644,0.34612900823529413,0.3461741029411765,0.34612048352941177,0.3459405458823529,0.3456860464705882,0.3457991764705882,0.34611386764705876,0.3457548864705882,0.3458252552941177,0.3462737947058824,0.3469360164705883,0.34769335294117654,0.3484231317647059,0.34877983588235295,0.3485028247058824,0.3478910741176471,0.34739873764705875,0.3466831523529411,0.34570698588235294,0.34434346823529405,0.3433219941176471,0.3422571570588236,0.3407563470588236,0.33908841647058835,0.3379663364705883,0.336412665882353,0.33452392647058826,0.33241961411764703,0.3303158276470589,0.32835806705882353,0.3266802205882353,0.32577543764705885,0.3252191035294118,0.32460076529411763,0.32425977294117647,0.32409759058823534,0.3243898405882353,0.32440383000000006,0.3244487935294118,0.32526852705882353,0.3262933835294118,0.3270336905882353,0.32787022941176475,0.32846115470588233,0.32860651176470584,0.32852617764705877,0.3280795264705882,0.32743457294117645,0.32695706823529413,0.3264842176470588,0.3258542805882353,0.32523588352941174,0.3244671223529411,0.32348737823529405,0.32244372882352934,0.32148594294117644,0.3198065964705883,0.3179528776470589,0.3164706782352942,0.31482210882352946,0.31335833647058825,0.312284955882353,0.31140090647058827,0.31075808647058834,0.310343505882353,0.309691765882353,0.3090707152941176,0.3084716170588235,0.3078827158823529,0.3071147523529411,0.3062103852941176,0.30499783117647056,0.3037175182352941,0.30232743705882353,0.3010258605882352,0.2998504135294117,0.2987939929411765,0.2976075205882353,0.29629263647058823,0.29510017294117646,0.2940033282352941,0.2928520317647059,0.2918270176470589,0.29077135058823533,0.28976123764705874,0.2887659123529412,0.2880950335294118,0.28755542,0.287226625882353,0.28677739764705884,0.28635038588235295,0.2858949470588236,0.28540427588235295,0.28486485176470594,0.28452963705882356,0.2843653076470588,0.2841418417647059,0.28390964647058825,0.2837117676470588,0.2834748076470588,0.28329414117647056,0.2835744376470588,0.280768924117647,0.2777847323529411,0.2751326870588235,0.2719957111764706,0.26920979529411765,0.2665637941176471,0.26400727647058825,0.26157446235294113,0.25926056294117644,0.2570307529411764,0.25491827117647053,0.25284202529411764,0.2507247776470588,0.24858048117647052,0.24631045588235292,0.24413331470588234,0.24149675705882356,0.2418847952941177,0.2424341547058824,0.2427975823529412,0.24385414647058828,0.2447186147058824,0.24556106470588238,0.24620495117647062,0.2467051829411765,0.24706657,0.24732563176470587,0.2475134394117647,0.2476547658823529,0.24779249941176473,0.24800763705882356,0.24900553588235297,0.250141725882353,0.25198747764705887,0.2535651470588235,0.25517619941176467,0.25675791117647057,0.25821486529411763,0.2595510305882353,0.26072008764705884,0.26193096941176464,0.2630852835294117,0.26418450529411763,0.2651721376470589,0.2660732117647059,0.2668776970588235,0.2675802470588235,0.2681367282352941,0.2679365794117647,0.2670707111764705,0.26553638176470584,0.26410603294117646,0.26281230176470594,0.26162610294117644,0.26053306294117645,0.25954119235294115,0.2588132805882353,0.25806323117647056,0.25733273705882354,0.25667288647058817,0.2560869599999999,0.25558356411764704,0.25510005705882355,0.2534092264705882,0.2524334794117647,0.2517043841176471,0.25168407823529415,0.251696174117647,0.25183178647058824,0.25187537529411763,0.2519129452941177,0.25193600882352946,0.2519007335294118,0.25169668352941177,0.2513878129411764,0.25106291117647056,0.25067575705882345,0.2502949147058824,0.24984995647058822,0.24937941529411767,0.25022953,0.25046835705882353,0.2505115276470588,0.25021104411764705,0.24986814117647055,0.2495916088235294,0.24929827941176472,0.24895711647058824,0.24862342823529412,0.24826142294117653,0.24794552764705885,0.24772170529411763,0.24749277000000003,0.24729354,0.24709520588235295,0.24707830470588235,0.24659667999999998,0.24560742941176472,0.24489583058823527,0.24421082352941176,0.24364070529411763,0.2431874688235294,0.24276109588235298,0.24238366058823527,0.24206886941176475,0.24181056823529415,0.24162775117647062,0.24140465529411764,0.24121903705882353,0.2410401717647059,0.2408398876470588,0.24062969235294118,0.24025181235294119,0.24042783352941174,0.24107507176470588,0.2414372905882353,0.24182289647058824,0.2421383005882353,0.2423042276470588,0.24239034470588236,0.2423727088235294,0.2421895264705882,0.2419303164705882,0.24168295529411765,0.24145292352941178,0.2411494147058823,0.24082466588235296,0.24075402470588236,0.2410425341176471,0.2415032305882353,0.2419257723529412,0.24237060705882355,0.2427796517647059,0.24297873294117647,0.24321571647058823,0.24341953529411764,0.24365844235294118,0.2440466211764706,0.24447771352941175,0.24489151705882353,0.24527820470588235,0.2457038988235294,0.24614680588235296,0.2465557723529412,0.24674026411764707,0.24657746764705887,0.24621862294117647,0.24580627176470593,0.2454514329411765,0.24518671764705882,0.24511168176470582,0.24501049882352935,0.2449729588235294,0.24497136176470585,0.2449110717647058,0.2449182252941176,0.24496547764705875,0.24493709937499997,0.244903722,0.24489289928571428,0.24493976384615385,0.2449803075,0.2449963445454545,0.245064181,0.24527576111111107
pNuLoCDScore	-0.05811482711111107,-0.08018491628758165,-0.0971719072287581,-0.1152404401699346,-0.13215585634640517,-0.1341632610522875,-0.13794094928758163,-0.14223100105228753,-0.14339729905228754,-0.1325479750705882,-0.12386432317647057,-0.11766539012745098,-0.11344855533031671,-0.11032394268907558,-0.1073105042431372,-0.1047387065955882,-0.10157090399999998,-0.08001404952941174,-0.06228472882352941,-0.043436486117647055,-0.025520733764705886,-0.02209152558823531,-0.01693131558823531,-0.010997204705882335,-0.00847425170588234,-0.006160111705882335,-0.00369454552941173,-0.0018092181764705478,0.0008226435882353195,0.003884353000000021,0.006804960647058836,0.009766798882352948,0.01404958594117646,0.01704736794117645,0.01809484817647057,0.01910566664705883,0.019195942588235287,0.01834414705882355,0.016998495058823546,0.015427704470588222,0.013908811764705875,0.013199040882352936,0.01295774994117646,0.013112153176470562,0.013182704941176474,0.012903033411764714,0.012011414882352953,0.011285294588235295,0.006854013411764753,0.002309625235294141,-0.0013003234705882133,-0.004351669058823518,-0.006285627647058797,-0.007262395352941167,-0.0074937945294117625,-0.007508714823529383,-0.007210843882352921,-0.007112820294117625,-0.007525575235294096,-0.007904293117647038,-0.00834481135294117,-0.008321729235294131,-0.007904735647058847,-0.007240499176470572,-0.003396230647058865,0.002397872588235289,0.00654334099999998,0.009684012705882358,0.012111795352941171,0.014012191588235273,0.015315893352941173,0.01610192217647058,0.016574220705882325,0.01674998447058819,0.016812841529411746,0.017003461176470558,0.017138724117647025,0.016945736470588224,0.01646063141176471,0.01574524347058824,0.01445792199999997,0.008759859647058804,0.004948743176470552,0.0010563811764705555,-0.0020928917647058815,-0.004961931176470577,-0.007232335294117639,-0.009124512941176471,-0.010727969999999976,-0.011921876470588205,-0.013068251176470577,-0.014296988235294086,-0.015764021176470563,-0.01703474647058824,-0.01823395905882355,-0.019426236705882366,-0.019948760823529366,-0.018532889058823512,-0.0163695022941176,-0.014077529058823493,-0.01157829994117647,-0.009358600235294112,-0.007532824352941156,-0.0062685008235294215,-0.00518285023529412,-0.004265796117647047,-0.0034822931764705717,-0.0025185517647058897,-0.0014796535294117757,-0.00011221441176470504,0.0012855038235294186,0.002955833470588226,0.008027935235294104,0.012665794647058831,0.01616461817647058,0.01973011317647058,0.023019850235294112,0.02658165405882354,0.03017971582352938,0.0341068993529412,0.03822184405882352,0.042089024647058826,0.04609055288235295,0.0499386438235294,0.053381048882352955,0.05682910800000003,0.06016195617647059,0.06310225911764705,0.06250098147058822,0.05834585911764703,0.05378413147058822,0.049435330294117646,0.04508503617647053,0.040099794999999966,0.03514675735294118,0.03040262264705884,0.025696981470588243,0.021331021470588213,0.017248060882352922,0.013075880882352925,0.009226719941176437,0.005400238764705828,0.0013177025882352977,-0.0025137976470588075,-0.004313815882352939,-0.003972276470588232,-0.00335157764705879,-0.0021986341176470914,-0.0014783682352940697,-0.00011838470588232397,0.0011945664705882708,0.002322148235294086,0.0028047623529411647,0.0029561200000000065,0.0031270088235294258,0.0034417823529412084,0.00418015941176475,0.004607934117647122,0.005660648235294136,0.00674596882352943,0.005799272352941198,0.004300944705882381,0.00405361999999998,0.0035515188235294426,0.00290920176470591,0.0019855529411764716,0.0010485164705881789,0.0003878094117647224,0.0003224747058823696,0.0010249923529411786,0.0017019976470587783,0.002086273529411764,0.002178835882352903,0.0023454911764705932,0.0025435452941176273,0.0024956076470588062,0.00096950705882351,0.0017721941176470357,0.0023842864705881928,0.00328094000000001,0.00421437235294117,0.004666437647058819,0.005197738823529419,0.005313025882352912,0.005406000588235288,0.004763267058823545,0.003876137058823559,0.0028433399999999998,0.0018855564705882455,0.001254285294117613,0.00044334058823528033,-0.00015559117647062637,0.0008958652941176426,0.003149874117647028,0.004125650588235302,0.003562682941176454,0.0027268194117646694,0.0025578370588235366,0.0029521882352941398,0.003968801764705904,0.0053303982352941315,0.006983818823529386,0.008594680000000021,0.010703989999999969,0.013200140588235265,0.015457955882352936,0.017214939411764718,0.0186756041176471,0.021179535294117646,0.02178779647058826,0.022846600000000022,0.025094651176470584,0.027874115882352973,0.030860812941176458,0.03358281117647058,0.03549874117647056,0.036841775882352906,0.038026250588235305,0.03864765529411762,0.039089967647058854,0.03889009529411769,0.03861918058823527,0.03837628588235292,0.038540226470588246,0.037640755882352966,0.0355419270588235,0.0333480964705882,0.030976568823529393,0.028151427058823536,0.02506130294117645,0.021548501176470558,0.018269762941176493,0.01568509235294116,0.01330079235294121,0.011523701176470558,0.010377272941176435,0.0099943729411765,0.009983754705882392,0.010413855882352968,0.01097191588235294,0.0179910535294118,0.026057881764705915,0.03384552176470587,0.041284422352941164,0.048058480588235225,0.054948124117647074,0.061995792352941254,0.0690161276470588,0.07546045411764707,0.08158938705882354,0.08761417176470596,0.09284801764705891,0.09734491823529412,0.10105297000000005,0.10437438705882351,0.10712362235294118,0.10306600294117646,0.09259944058823533,0.08254868117647068,0.07316177941176477,0.06516844705882363,0.057869659411764696,0.05040935764705878,0.04315953647058818,-0.02427897784313726,-0.036482696666666675,-0.04678470843137256,-0.050396923725490206,-0.05162731607843138,-0.05211332960784318,-0.05201211843137257,-0.051220598431372555,-0.0508114443137255,-0.04442817376470587,-0.039474944919786065,-0.035897819068627435,-0.03285068687782805,-0.030111410252100845,-0.027715335215686254,-0.02507862948529413,-0.025261172941176524,-0.01260858176470589,-0.001803561764705891,0.0029432311764706065,0.004729124117647032,0.005861220588235322,0.00653910470588237,0.004820864705882333,0.003845668823529408,0.002637469411764709,0.00211267411764704,0.0011187411764705668,0.0004861305882352951,0.00011104941176473537,0.00015319999999999223,0.0001940311764705993,0.002749135882352982,0.005740366470588232,0.00634261058823532,0.0064047358823529354,0.006319499411764767,0.006463051764705879,0.006288191176470587,0.0074549752941176495,0.01011583117647058,0.012761864117647043,0.014682021764705872,0.016362182941176445,0.018546531176470565,0.02016659999999998,0.021073961764705884,0.021610634705882342,0.023331455294117648,0.019974329999999985,0.01955159941176471,0.019672321764705902,0.020884349999999996,0.02217895588235297,0.0241662311764706,0.026550324117647073,0.027468139411764736,0.027813272941176498,0.026615659999999985,0.027055029411764714,0.02752835176470586,0.028596462352941165,0.029996887647058795,0.03194369,0.03250597294117649,0.033629932352941205,0.03617022470588238,0.03738099882352938,0.03729106352941172,0.03645745588235291,0.03437812764705883,0.03181630823529413,0.028637254705882298,0.026242765294117648,0.02564954705882358,0.025597040000000043,0.024227614705882417,0.02176894764705886,0.01919164647058827,0.016449177647058832,0.016568358235294123,0.017208175294117667,0.016264597058823466,0.014982547058823487,0.014977117058823486,0.015679237647058808,0.016751951764705814,0.017805249411764645,0.018945315294117693,0.020663692941176426,0.021600689411764656,0.021509140588235248,0.02214810529411762,0.02346370941176465,0.025059377058823523,0.0262162429411765,0.024498145882352912,0.0209354711764706,0.01816526588235301,0.016430594117647135,0.015145607647058884,0.012986078823529451,0.010803600000000052,0.009334802352941235,0.008762141764705883,0.007787725294117698,0.0063971635294118034,0.0049791047058823645,0.0031861394117646824,0.0012422717647058712,-0.0006226858823529802,-0.002422184117647108,-0.0038038682352941333,-0.0019114235294118431,-0.0012471605882353742,-0.0008755782352941888,-0.0013517147058823842,-0.0009533523529411947,-0.000154248235294141,0.0005037429411764716,0.0002562576470588329,3.6562941176460084e-05,0.0003999994117646899,0.0007460847058823605,0.0012547270588235682,0.0022021341176471365,0.003425978823529491,0.004539231176470621,0.00553802000000006,0.006061162941176562,0.006206421176470633,0.006663005294117702,0.007413449411764722,0.007849834117647059,0.008200267647058862,0.00853044705882347,0.00896716235294115,0.009240882941176448,0.009369748235294129,0.009253178823529384,0.009241018823529401,0.008901444705882361,0.008279347647058788,0.0075293552941176345,0.004747718235294074,0.001835729411764686,0.0004675635294117686,-0.00045758588235295106,-0.001198479999999974,-0.0018018729411764522,-0.0024380735294117772,-0.0031088182352940197,-0.0038696647058823197,-0.004668226470588205,-0.005282570000000014,-0.00568363999999999,-0.005911966470588281,-0.005994497647058894,-0.006202765294117701,-0.006336844705882361,-0.004396654705882325,-0.0004942452941177067,0.002314639411764685,0.003425472941176483,0.0035658111764705624,0.0030721211764705714,0.002476255294117685,0.0016744658823529268,0.0009192676470587968,0.0003438452941176562,-0.00020657647058822115,-0.000928734705882367,-0.0016911282352941315,-0.0024200535294117975,-0.002984365882352902,-0.0030719817647058834,-0.002628201176470585,-0.005638301176470517,-0.010799035294117604,-0.015081342352941174,-0.017763931176470543,-0.02118400823529412,-0.024632586470588275,-0.028419141176470625,-0.03061281647058825,-0.03293489117647061,-0.035449136470588255,-0.037679927058823476,-0.040106988235294044,-0.042376097058823475,-0.044619500000000006,-0.047182754705882346,-0.05040171882352945,-0.05218934823529417,-0.0502783670588236,-0.04560190823529417,-0.0416484552941177,-0.03729344941176471,-0.03140803764705882,-0.024973617647058827,-0.01923629647058822,-0.014865542941176452,-0.010415992941176455,-0.005758610588235291,-0.001079044705882326,0.003244660588235304,0.0072800488235294225,0.011107980000000017,0.011823276470588229,0.012894251176470556,0.011488718235294154,0.007332587058823586,0.004701477647058833,0.0031524082352941685,3.95129411764894e-05,-0.0029084741176470252,-0.006988481176470551,-0.009993375294117673,-0.012981321764705872,-0.01593411882352941,-0.01901639647058828,-0.021902345882352958,-0.024087789411764704,-0.026198837647058798,-0.025100754117647034,-0.020950238823529366,-0.01599476823529411,-0.010152401764705915,-0.005646829411764698,-0.0034460470588235648,-0.0010695147058823462,0.0009009847058823461,0.003167838235294096,0.006196133529411757,0.00918869470588235,0.011708902352941142,0.014107974705882348,0.016276581176470573,0.017693311176470577,0.019143959411764666,0.021249184705882357,0.018542685294117678,0.015230478823529375,0.01189206000000001,0.008154369999999994,0.0060227464705882305,0.004445642941176414,0.0027929905882352335,0.0012662017647058488,-0.0009594047058823496,-0.003471228235294138,-0.006699541176470619,-0.010148458823529438,-0.013904173529411729,-0.017687507058823576,-0.020360879411764704,-0.023761586470588236,-0.02632945941176476,-0.026215691176470574,-0.026143299411764687,-0.026601899411764746,-0.026690403529411766,-0.02709432235294118,-0.027391112941176438,-0.027584578235294088,-0.027480600588235288,-0.0282265870588235,-0.02796696647058819,-0.026253613529411718,-0.024192221764705896,-0.02124758941176466,-0.01913331058823528,-0.018635677647058813,-0.01691226529411763,-0.017024299999999992,-0.01776354941176475,-0.01788071176470582,-0.018135202352941165,-0.018791142941176453,-0.01942664235294117,-0.02077662058823529,-0.02203235176470586,-0.022318716117647047,-0.02178376700000001,-0.022294022058823526,-0.022876778294117633,-0.02337596888235291,-0.024238225941176472,-0.023424040411764713,-0.022329681294117637,-0.021744570117647077,-0.021101425411764685,-0.02080306070588238,-0.02029235011764706,-0.019470323647058807,-0.01832282041176468,-0.016343827470588226,-0.014213700411764715,-0.012083700176470605,-0.010769813764705871,-0.009240324882352935,-0.00733909594117646,-0.006080977352941219,-0.004585270294117663,-0.0030178964117647117,-0.002584619294117657,-0.0014195219411764354,-4.5726647058819125e-05,0.00147700570588237,0.002841543941176458,0.004064205705882368,0.005007794823529407,0.0054283886470588155,0.00529263535294118,0.005189695352941184,0.003700002176470568,0.002682918941176407,0.0010761979999999588,-0.00013080623529410085,-0.0011752432941176394,-0.0023596338823529683,-0.0031602312941176464,-0.0036336774705882507,-0.00454413958823531,-0.005646909294117652,-0.006591449294117646,-0.0073538098823529435,-0.007879939882352971,-0.00841754900000001,-0.008510462176470612,-0.008244330058823551,-0.006660822999999996,-0.004384113588235261,-0.0023152977058823326,-0.00041296264705881214,0.000881792411764698,0.0033363541764706156,0.005707222411764704,0.007116610647058846,0.008501850411764725,0.009832326352941179,0.01116509723529413,0.012302196058823503,0.013341341941176477,0.014499143117647065,0.015710977823529426,0.016720120411764683,0.017482087470588256,0.016929579823529398,0.016746138647058845,0.016229545705882364,0.01630559770588237,0.015082358294117665,0.01275805123529411,0.010842610647058798,0.009325351823529393,0.008205745000000014,0.00722224764705881,0.0062729035294117885,0.005331297647058808,0.0044318099999999805,0.0032532847058823755,0.001995482352941169,0.0007670764705882405,-0.0003509741176470349,-0.001259743529411772,-0.0020585247058823863,-0.0029729823529411614,-0.0034569305882353185,-0.0026874364705882225,-0.0020181735294117487,-0.0012852458823529034,-0.0006234041176470806,-0.0002760641176470513,0.00022130588235291793,0.0006763770588235352,0.0011150947058823357,0.001552822941176396,0.0019897158823529715,0.0025798594117646956,0.003134601176470575,0.0036760852941176148,0.004231324705882361,0.004795738823529405,0.004933687647058815,0.004702717058823552,0.004303420588235268,0.003420880588235281,0.0023644129411764803,0.0015624505882352868,0.0006549400000000205,-0.00041730294117642286,-0.0014298405882352538,-0.0022897652941176183,-0.003024794117647056,-0.003739355882352996,-0.004434391176470598,-0.004999107058823504,-0.0056540147058823376,-0.006435791764705906,-0.0054320511764705814,-0.004485340588235326,-0.0035364241176470412,-0.0017481323529411896,0.0001888411764705833,0.0018576341176470557,0.003417908235294115,0.005294091176470561,0.007201813529411738,0.00884984352941176,0.010355878823529396,0.011717022941176491,0.012924878235294146,0.013851664705882366,0.01482413647058825,0.01597151411764705,0.01549658882352939,0.013841231764705864,0.012850124705882315,0.011593047647058846,0.010045575882352942,0.008877062352941195,0.007792196470588236,0.0065542455294117785,0.005292945672268928,0.004213516606334872,0.0033490383333333873,0.002513390802139054,0.001729834235294131,0.0012206096078431206,0.0004930337254901718,-0.0002914339215686068,-0.0011663821568627109,-0.0003327474509803585,-8.021568627447628e-05,-3.6715686274529924e-05,0.0002316449019607869,0.0002630925490196001
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
