UniprotID	Q9NRZ9-5
pNuLoCScore	0.3535201077777777,0.34710618499999996,0.3413794045454545,0.33632143416666666,0.33242570999999993,0.3286855021428571,0.3255968419999999,0.3225623581249999,0.31930283823529404,0.30872532294117644,0.2953149529411765,0.28536273705882353,0.27732566941176473,0.27553967176470584,0.27748470117647056,0.2820561411764706,0.28527069823529405,0.28760953352941176,0.2880023594117647,0.2892795317647059,0.2908184058823529,0.2919133105882353,0.2933602705882353,0.295477625882353,0.3089656023529412,0.32373031294117655,0.3399061400000001,0.35506067117647067,0.36912060058823537,0.3835171800000001,0.3967036188235295,0.40873533823529423,0.4197737429411766,0.4298119905882354,0.4407432029411766,0.4517678394117648,0.46237969647058824,0.47270413941176476,0.4826318405882353,0.4909711335294118,0.49788096882352945,0.4948839864705882,0.4905616294117646,0.4848710905882353,0.4795662435294118,0.4745331711764707,0.46897543117647056,0.4623964405882353,0.4581826258823529,0.4547075488235294,0.45218724882352934,0.44967197764705874,0.4475942299999999,0.4457744211764705,0.4440014635294117,0.44295900470588234,0.43926209294117646,0.4390124670588235,0.43837258,0.4379611976470588,0.43870246882352937,0.4403333805882353,0.44309075882352944,0.44577935764705884,0.4504586817647058,0.45316351411764705,0.4563271888235294,0.4593021529411765,0.46185583058823526,0.46369394294117644,0.4653156135294118,0.46691662588235294,0.4683049341176471,0.47387140882352946,0.4763928735294118,0.47819417823529414,0.48025952117647064,0.48049226176470594,0.48026453823529425,0.47973501000000013,0.47967705,0.47947034764705887,0.4800462829411765,0.48054497529411766,0.4809773241176471,0.4817517700000001,0.4829375188235294,0.48377324529411764,0.4809952605882354,0.4818681370588236,0.4818992964705883,0.4807456905882353,0.4806593129411765,0.48101496647058833,0.48140574470588243,0.4810636588235294,0.48103810588235296,0.4809794988235294,0.4805082735294118,0.479426805882353,0.47795079176470584,0.47608573294117645,0.47391329529411763,0.47204240294117644,0.470101755882353,0.4718043747058824,0.4699505564705882,0.46888754,0.46946641647058823,0.4690390882352941,0.46844038235294116,0.4685144205882353,0.46897538294117647,0.46879545941176465,0.46834528294117644,0.4679449164705882,0.46761449882352946,0.46748461705882366,0.46748462117647055,0.4676127447058823,0.46845312352941176,0.4697497352941177,0.47254818470588233,0.4768644523529411,0.48852182882352935,0.5043287111764706,0.5219251758823529,0.5388096364705882,0.5567485588235295,0.5747243882352941,0.5933875047058824,0.6123932070588235,0.6315288299999999,0.6506493947058823,0.6699948017647058,0.6893470564705881,0.7091092705882351,0.7282300270588236,0.7469159823529411,0.7642857705882352,0.7802667176470589,0.7890216882352942,0.7932484764705884,0.7955976311764706,0.798503007647059,0.8002015194117648,0.801747275882353,0.8026945976470587,0.803662905882353,0.8046137258823529,0.8060341376470589,0.8074209376470588,0.8129167082352943,0.8179448141176472,0.8227868235294118,0.8278219152941177,0.8328348564705883,0.8376015194117647,0.84230649,0.8471014841176471,0.8517507799999999,0.8562089505882352,0.8607660799999999,0.8654191352941174,0.870090810588235,0.8743977335294116,0.8784964747058821,0.8822596747058822,0.8857353864705881,0.8852016041176469,0.8847954899999999,0.8844405476470589,0.8841046417647059,0.8837540270588236,0.8834098905882354,0.8830889905882353,0.8828488905882355,0.8827402517647059,0.8828340711764706,0.8828739711764706,0.8828675747058824,0.8828480029411765,0.8827749541176472,0.88274808,0.8829596182352942,0.8831928005882353,0.8833848064705881,0.8833741382352942,0.8833054535294118,0.8831717711764706,0.8830013211764706,0.8829633476470589,0.8830138417647058,0.8830552094117646,0.8831010388235294,0.8831234047058822,0.8830082458823528,0.8827574541176471,0.8824852994117647,0.8822709464705881,0.8820947405882352,0.881732402352941,0.8814107376470588,0.8811108494117647,0.8810080905882351,0.8809685494117646,0.8809994788235295,0.8810685164705883,0.8810557576470588,0.8809700635294118,0.8808625311764705,0.880732715882353,0.8806243929411766,0.8806400517647061,0.8807307811764706,0.8808568752941177,0.8814235929411766,0.8808882376470589,0.880843914117647,0.8808183470588236,0.8808848352941175,0.8809401447058822,0.8809717894117647,0.8810433676470588,0.8810988982352941,0.8811144570588235,0.8811304099999999,0.8811200335294116,0.8811125311764707,0.88101781,0.8809279276470587,0.8808950923529411,0.8808527982352942,0.8802943541176471,0.8807857635294118,0.8807533670588236,0.8806538752941176,0.8804051694117647,0.8801127364705883,0.8798417947058825,0.8795157105882353,0.8792444952941176,0.8789971129411766,0.8787494894117647,0.8785423988235292,0.878323810588235,0.8782002341176469,0.8780632488235295,0.8779923076470589,0.8772206252941177,0.8763447870588238,0.8754946917647058,0.8746638976470589,0.8737985270588235,0.8730254094117647,0.8723081535294117,0.8713949017647058,0.8703549429411764,0.8692947870588235,0.8682756476470588,0.8673040870588234,0.866343148235294,0.8654501011764706,0.8645918717647058,0.8637923494117645,0.8629215229411763,0.8627224052941174,0.8626451464705881,0.8624761676470587,0.8622563464705881,0.862085552352941,0.8618388170588235,0.8615725200000001,0.8614832705882353,0.8614948611764706,0.8615086370588235,0.8615125352941176,0.8614360429411765,0.8613131664705883,0.8611465229411766,0.8616087611764707,0.8616621511764705,0.8614431811764706,0.8611938164705882,0.8609805064705883,0.8608164182352942,0.8607352500000001,0.8608491711764706,0.8609797652941176,0.8611469535294117,0.8613422182352941,0.8615276588235292,0.8616920623529412,0.8617577917647058,0.8618450829411763,0.8618076476470589,0.8617207405882352,0.8609240582352942,0.8604915441176472,0.8603405900000001,0.8602250605882353,0.8600941794117647,0.8599624147058824,0.8597256441176472,0.8593066723529412,0.8589143605882354,0.8585031623529413,0.8580560723529412,0.8575857741176471,0.8571239211764706,0.8567285329411763,0.8563534617647058,0.8556390205882352,0.8551472417647057,0.8548228270588235,0.854719194117647,0.8546025129411765,0.8546182776470588,0.85473661,0.8549151864705882,0.8551822294117648,0.8553887347058824,0.8554752917647059,0.8555236547058823,0.8555420252941176,0.8556333452941176,0.8556793611764706,0.8557081376470589,0.8557230529411766,0.8562378352941176,0.8566199452941178,0.8568889041176471,0.8569578688235293,0.8570299299999999,0.8569824123529411,0.8568345123529411,0.8566407711764705,0.8563919988235296,0.8561942029411763,0.8561141105882353,0.856067065882353,0.856047177647059,0.8559670188235294,0.8559461358823528,0.8554593947058823,0.8546651594117647,0.8538195947058822,0.8532199964705881,0.8528270023529411,0.8525017376470587,0.8521221729411763,0.8517290552941176,0.8513758629411763,0.8510443070588235,0.8507721929411765,0.850650084117647,0.8504399647058823,0.850683235882353,0.8508025211764707,0.8509352776470589,0.8510522464705883,0.8516473194117649,0.8524671429411765,0.8533061076470588,0.8538255900000001,0.8541276052941177,0.8543612758823529,0.8546108994117647,0.8548645364705882,0.8551033229411764,0.8553531747058823,0.8555557217647057,0.8555960835294117,0.8556676735294118,0.8552857623529411,0.8550281064705881,0.8538728676470586,0.8519984805882351,0.8501242864705882,0.8486436394117647,0.8475496864705883,0.8464900041176471,0.8455340652941178,0.844668335882353,0.8439377511764707,0.8432897435294118,0.8426546082352941,0.84208158,0.8415759564705882,0.8411326329411765,0.8406944917647058,0.8402866352941176,0.8398931382352941,0.8403785364705882,0.8416366099999999,0.8429002811764705,0.8438773929411765,0.8444975435294118,0.8451221123529411,0.8456745947058822,0.8461289476470587,0.8465108941176469,0.8468011823529411,0.8470347647058822,0.8472452705882352,0.847413298235294,0.8475662629411763,0.8478827882352941,0.8496518823529411,0.8509155288235294,0.8523158247058823,0.853682048235294,0.8554310041176469,0.8571507547058824,0.8588195982352942,0.8606099647058825,0.8624837529411765,0.8643907000000001,0.8663139600000002,0.8683031776470589,0.8703288452941177,0.8722984482352941,0.8742894147058823,0.8762173676470588,0.8779491658823528,0.8781528305882352,0.8788627164705882,0.8794917129411765,0.8801087717647059,0.8803722894117647,0.8806630152941177,0.8810081000000001,0.8812333276470589,0.8813703570588236,0.8814639511764706,0.8815281705882354,0.8815463176470588,0.8815253323529411,0.8814993852941175,0.8814503523529412,0.8816006700000001,0.8816860141176471,0.8817563611764705,0.8817088552941178,0.8817003647058825,0.8817076411764707,0.8817470823529413,0.8817952158823531,0.881839723529412,0.8818779311764707,0.8818766170588237,0.881853555882353,0.8817754441176472,0.8816117288235296,0.8814624800000002,0.8813299711764706,0.8811761747058824,0.8808026611764704,0.8806117817647058,0.8804751017647058,0.880402352352941,0.8802844758823528,0.8801327147058823,0.8798604735294118,0.8793714064705882,0.8787688,0.8782263764705883,0.8777300788235295,0.8772165399999999,0.8767506676470588,0.876352298235294,0.8759847117647058,0.8749370617647059,0.8743382582352942,0.87387128,0.8735891564705882,0.873438354117647,0.8733688917647058,0.873309062352941,0.8732961588235293,0.8733791864705882,0.8736376847058824,0.8739452752941177,0.8741277205882353,0.8743251111764706,0.8745984464705883,0.8748934952941176,0.8752089035294118,0.8754803094117647,0.8764152294117646,0.8769146094117646,0.8773389305882351,0.877533442352941,0.8775599794117647,0.8775468323529412,0.8775066088235295,0.8774137735294119,0.8772046064705883,0.8770405064705883,0.8769357852941178,0.8768914282352941,0.8768091199999999,0.876682925882353,0.8765224394117646,0.875960598235294,0.8753172529411763,0.8746493582352939,0.8743080817647056,0.874151014117647,0.8740861929411765,0.874016918235294,0.8738950711764705,0.8737789947058823,0.8736270652941175,0.8735074047058823,0.8733812305882352,0.8732975594117647,0.8732549299999999,0.8732389358823528,0.8732665688235293,0.8733053994117648,0.8737563323529411,0.8743173482352941,0.8748925347058824,0.8751198052941177,0.8751258670588236,0.8750633488235295,0.8749978611764707,0.8749428411764707,0.8748781435294118,0.8748753435294119,0.8749387235294118,0.8750000094117648,0.8750244723529413,0.8750281252941178,0.8750055111764707,0.8752853688235294,0.8754759305882354,0.8755047300000002,0.8755914064705883,0.8757006064705883,0.8758670829411764,0.8760410970588234,0.8761994011764704,0.8762824476470588,0.8764277111764706,0.8765920970588233,0.8767416558823529,0.8769081388235294,0.8770079094117645,0.8770596423529411,0.8770953364705881,0.8771461723529411,0.8768687900000001,0.876671195882353,0.8766371929411766,0.8765219594117649,0.8764063711764708,0.8762735023529412,0.8761718382352941,0.8760571970588236,0.8760399464705882,0.8759566794117648,0.8757757617647061,0.8755528994117646,0.8752614070588236,0.874947771764706,0.8745784152941176,0.873585291764706,0.8725035794117648,0.8713936947058823,0.8704121282352941,0.8694459458823529,0.8685229558823528,0.8675565423529411,0.8665913611764706,0.8656021200000001,0.8646212200000001,0.863624025882353,0.8626391105882354,0.8617886929411765,0.8610168411764708,0.8602811117647059,0.8595777676470588,0.8589042676470587,0.8587840264705883,0.8587801905882353,0.8588339300000001,0.8587960435294117,0.8587330964705883,0.8586462300000002,0.858611331764706,0.8585730723529413,0.8585641164705883,0.858569645882353,0.8586071317647059,0.8587010294117647,0.8587540494117647,0.8587939517647059,0.8588585400000001,0.8589821370588235,0.8586320723529411,0.8582996782352941,0.8579988535294117,0.8576875282352941,0.857475451764706,0.8573785811764706,0.857309135882353,0.8571622676470589,0.8571167158823529,0.8570753629411765,0.8570236864705882,0.8569697535294117,0.8568253323529412,0.8566848088235294,0.8565100876470587,0.8563159735294116,0.8561014794117647,0.8564050770588235,0.8567668476470587,0.8570574905882351,0.8572746470588234,0.8573920588235292,0.8574175088235293,0.8573742852941175,0.8573634476470586,0.8572337264705882,0.8571081423529412,0.8569688129411765,0.8568200364705882,0.8567329694117647,0.8566236494117646,0.8558850764705882,0.8567262729411764,0.8587058376470588,0.8608125076470587,0.8631813452941176,0.8656909947058823,0.8681384888235294,0.8704250217647058,0.8724984464705883,0.8745460994117649,0.8765211488235295,0.8784222570588236,0.8802565294117648,0.8820585235294118,0.8838112882352942,0.8855292352941178,0.887262144117647,0.8896519382352941,0.8904585323529411,0.8901100147058822,0.8896374864705882,0.8889014429411765,0.8879946747058823,0.8871902099999999,0.8864811570588236,0.8859292917647058,0.885422268235294,0.8849946952941176,0.88465599,0.8843706211764705,0.8840939623529411,0.8838837505882352,0.8834457094117646,0.8827081788235294,0.8822367470588235,0.8817869782352941,0.8812492017647058,0.8806706123529411,0.8801505888235294,0.8796693923529412,0.8792469964705882,0.8787874282352941,0.8784172164705882,0.8780510947058824,0.8777448535294117,0.8774167388235294,0.8770524035294117,0.8766913447058823,0.8763331623529412,0.8762492011764705,0.8764953194117647,0.8764527982352941,0.8763734905882352,0.8763783317647058,0.8764468758823528,0.876473064117647,0.8764691464705882,0.8764267835294116,0.8764610447058824,0.8764532788235294,0.8764405888235293,0.8763747417647059,0.8763068570588234,0.8762786047058823,0.8763473576470587,0.87655759,0.8768125747058823,0.8770071870588234,0.877083378235294,0.8772369570588235,0.8774383452941176,0.8776470394117648,0.8778571352941177,0.8780672617647061,0.8782667323529414,0.8784645770588237,0.8786634452941178,0.8788356452941178,0.8789739788235296,0.8791345364705885,0.8792446088235295,0.8791966970588235,0.8789686670588236,0.8786870705882353,0.8784214735294117,0.8782817670588235,0.8780573411764706,0.8777596447058824,0.8774652270588235,0.8771637152941176,0.8768873711764705,0.8766139570588235,0.8763528364705883,0.8760937147058823,0.8758774794117646,0.8757079147058823,0.8753854594117646,0.8746661647058823,0.8739743917647059,0.8733892011764706,0.8732246787500001,0.8730587106666667,0.8728911942857142,0.8727352784615385,0.8726158466666667,0.8724504781818182,0.8722306630000001,0.8719442033333333
pNuLoCDScore	-0.034217269542483664,-0.044794784836601265,-0.058205154836601214,-0.06815737071895417,-0.07619443836601297,-0.07798043601307186,-0.07603540660130714,-0.0714639666013071,-0.06824940954248365,-0.05949665147058819,-0.05337704513368979,-0.04704190240196077,-0.041607304117647015,-0.0367721915546218,-0.032236571411764614,-0.027084732242646903,-0.010337235882352858,0.015004990000000107,0.04459118705882359,0.06969793411764713,0.09179493117647064,0.10797750823529428,0.11921891764705894,0.12667919705882363,0.13450304470588254,0.14220245705882362,0.15274084352941186,0.1624883076470589,0.17156129058823533,0.18079082882352948,0.18927157,0.1954935076470588,0.18891536647058826,0.17115367352941163,0.15065548941176454,0.12981041941176463,0.11044564294117643,0.09101599117647058,0.07227181235294106,0.05366110235294108,0.03840888294117634,0.02489555823529399,0.01144404588235276,-0.002095861764706053,-0.014785466470588315,-0.026929718235294275,-0.03863037705882355,-0.048012128823529454,-0.05861887588235298,-0.05587151941176466,-0.05218904941176461,-0.04690989294117648,-0.04086377470588243,-0.03419979058823541,-0.025884672352941118,-0.016617082941176475,-0.007723944117647097,-0.0015440347058823245,0.004139940000000064,0.009630175294117749,0.014261600588235335,0.01791952176470596,0.021314150000000087,0.0239576211764706,0.029042841176470657,0.03485894176470594,0.038020293529411775,0.04023298058823532,0.04155705235294127,0.04015888117647065,0.03717377941176481,0.03395565235294129,0.029218368235294168,0.02630683352941182,0.02371909411764711,0.02124282235294117,0.019121493529411837,0.01805782705882364,0.017621905294117612,0.016856619411764695,0.012690326470588265,0.007996728235294126,0.005506422941176536,0.0025515123529411543,0.0003997917647058369,0.000522704705882393,0.0011412064705881853,0.0013286488235292881,0.0013610558823529684,0.0015091511764705468,0.0004619905882352615,-0.00111816941176468,-0.003026532352941258,-0.005666037058823625,-0.00902422352941179,-0.011730842352941195,-0.010893504705882406,-0.010063762352941208,-0.011948740000000124,-0.011858150588235306,-0.011192896470588243,-0.011975878235294224,-0.012965362352941268,-0.012549238235294136,-0.012062722941176496,-0.012184039411764769,-0.012162990588235334,-0.011481889411764756,-0.010336292941176384,-0.008601115882352794,-0.006428674117647082,-0.0044296582352941205,-0.001648632352941215,-0.0020546394117647027,0.002597628235294136,0.007976912352941123,0.019055412352941115,0.03528962294117649,0.05348479352941171,0.07029521588235293,0.087773175882353,0.1059289288235295,0.12504222176470597,0.14444829058823527,0.16391433117647047,0.18316477764705869,0.20251018058823528,0.22173431176470582,0.24065614705882338,0.2584802917647059,0.27436779764705876,0.2874213182352941,0.29174488882352956,0.28469297705882357,0.2713233005882355,0.2567879947058824,0.24175444882352948,0.2254771311764706,0.20835977117647053,0.19030139058823525,0.17213407588235308,0.15396433117647057,0.13603933588235306,0.11807388117647066,0.10380743764705913,0.08971478705882363,0.0758708411764707,0.06353614470588254,0.0525681388235294,0.04857983117647058,0.04905801352941164,0.05150385294117643,0.03221822921568626,0.0270779362745098,0.023370860392156884,0.024606245686274536,0.03294559039215689,0.04469090568627457,0.05522027921568626,0.06250566392156867,0.06822018392156862,0.06508470400000005,0.06245772775401073,0.060736407009803955,0.058694288099547576,0.05629116848739493,0.05354584403921572,0.05010290044117649,0.043490564117647124,0.05080822000000007,0.05829243235294118,0.06116543941176472,0.053556888235294114,0.042406076470588194,0.0329329376470589,0.024857123529411773,0.020044212941176476,0.01884377294117634,0.019071035294117633,0.017592127647058864,0.015381622941176454,0.013743419411764823,0.013044410588235356,0.01382470117647061,0.020407739999999897,0.02455107529411754,0.02112785882352941,0.01735564764705877,0.01784607764705881,0.01766149058823535,0.015234710588235278,0.014371808823529453,0.012782898235294216,0.010980887647058901,0.00804458176470585,0.006301874705882227,0.0051557299999999695,0.004944936470588135,0.005393664705882206,0.005680020588235246,0.0017151405882352977,-0.005561393529411707,-0.006968604117647048,-0.008571350588235216,-0.011912548823529379,-0.014676578823529463,-0.014752916470588295,-0.01608077588235307,-0.016710081764705953,-0.020689469411764694,-0.02645145764705875,-0.02909410294117648,-0.031171905294117674,-0.033065620588235256,-0.035952995882352845,-0.03934433882352939,-0.039304218235294064,-0.03743252352941179,-0.036892849411764794,-0.03596321294117649,-0.034534064705882384,-0.03150181529411755,-0.03264478941176463,-0.02896089882352937,-0.023678758823529433,-0.01722254000000001,-0.006827986470588243,0.002556949411764764,0.008694875882353015,0.013390170588235328,0.0173227064705882,0.021750971764705918,0.031250218235294114,0.03686062823529418,0.0445799682352942,0.050563445294117604,0.05637340294117643,0.0616152211764705,0.06895766411764698,0.07674475529411762,0.07772343117647063,0.07951346000000004,0.07855552470588234,0.07547447941176472,0.07491096588235291,0.07454287941176463,0.07508513882352941,0.07564824882352938,0.06980303235294116,0.056810291764705756,0.04193730823529407,0.028776359999999945,0.018715458235294136,0.008217974705882314,-0.0015608723529411117,-0.014092763529411745,-0.02314516647058823,-0.03066014294117647,-0.038057924117647024,-0.04464882176470586,-0.05035633352941177,-0.05627091235294113,-0.06158778294117645,-0.0665874394117647,-0.07377207470588226,-0.0707964541176469,-0.06384433705882342,-0.05604148529411762,-0.050929463529411745,-0.04666579117647057,-0.04310788058823534,-0.04123582294117639,-0.039508181764705885,-0.03734090588235295,-0.03498248823529415,-0.03271769235294125,-0.030480169411764735,-0.027701795294117648,-0.02441048411764707,-0.021560644705882426,-0.015766158823529552,-0.009267338235294187,-0.006780626470588302,-0.005692918823529403,-0.004432880588235266,-0.0031348335294117957,-0.001348320000000014,0.0022493111764705365,0.0062053847058823886,0.009267308235294147,0.011866211176470576,0.014577958823529469,0.017119461764705912,0.019499732352941113,0.02128610764705874,0.022558400000000034,0.02022344823529415,0.016939250000000017,0.016123484705882374,0.016084981764705908,0.01563614941176461,0.015107704705882352,0.015008845294117612,0.013932558823529395,0.012517683529411738,0.01157847647058824,0.011463222941176465,0.010991647058823495,0.01020191823529415,0.009337130588235432,0.008530509411764864,0.00796670176470593,0.01093983235294127,0.015525285882352968,0.016574489999999997,0.015892151764705986,0.014972035882353019,0.014612401176470613,0.015511658235294157,0.016367956470588196,0.017416555882352858,0.017909516470588194,0.01865730588235298,0.01937299529411768,0.019946172352941105,0.02047661235294107,0.020811158823529297,0.020840819999999927,0.022855663529411763,0.020347935294117547,0.01928387294117645,0.019839732941176358,0.021599795882352946,0.023754499411764718,0.024947832941176473,0.02542185000000008,0.02601314058823534,0.026429035882352903,0.026393134117647044,0.026019555882352996,0.0257167276470589,0.02584891352941182,0.02594488470588241,0.02615203941176475,0.02398269647058815,0.020771795294117712,0.019736179411764754,0.019212679411764744,0.018157635294117624,0.016084721764705878,0.014879528235294148,0.013517159999999973,0.012428036470588266,0.011437525294117679,0.010792432941176433,0.010392906470588159,0.010170451764705823,0.009579061764705854,0.008826318235294117,0.008200330588235272,0.00542918411764709,0.0053455964705881875,0.005306651176470556,0.0050951494117647544,0.004529811176470666,0.004058902941176501,0.002336538823529355,0.00012018647058820164,-0.0017101305882353812,-0.0037843841176470883,-0.006452317058823487,-0.009384935294117602,-0.012175132352941154,-0.014555968235294092,-0.0168776047058824,-0.01915646352941175,-0.019246860588235326,-0.017249657647058825,-0.016744850588235327,-0.01833404764705887,-0.020159482941176532,-0.021191034117647056,-0.02152755294117642,-0.020180507058823516,-0.019619454705882278,-0.018712458235293994,-0.017104726470588194,-0.014598013529411813,-0.012105123529411788,-0.00978081941176473,-0.007481817058823559,-0.005003798235294121,-0.000998770588235276,0.00031265529411761417,0.0019732670588235024,0.004360401764705812,0.007183218235294164,0.010268569999999977,0.012910421176470621,0.015267255882352948,0.018813688235294168,0.022423487647058704,0.025577743529411723,0.02837208882352943,0.030688796470588253,0.03365547235294114,0.036596360588235344,0.03919598941176472,0.04070687235294118,0.041492120588235315,0.04255780823529415,0.04436151352941181,0.047166462352941085,0.049686716470588255,0.051635555294117674,0.05366244117647062,0.05411247823529408,0.05311239117647065,0.052109698235294155,0.051150914705882344,0.0503196588235294,0.048846617647058777,0.047038121176470604,0.04556780941176469,0.04661161117647067,0.04800016529411766,0.048768693529411766,0.049110329411764686,0.048467822352941226,0.04712970176470588,0.04606165882352942,0.04461987176470583,0.04334471117647054,0.04359806999999999,0.044309797058823486,0.04460689529411771,0.044636187647058845,0.04451696117647058,0.04491013294117635,0.044988122352941196,0.04206444588235281,0.03712047176470595,0.03264427117647062,0.028277814117647126,0.02421203235294117,0.02028707882352948,0.016714779411764802,0.013561624705882569,0.01079726647058843,0.007779465294117716,0.0043185611764706144,0.0011539899999999936,-0.00159568647058822,-0.00422747235294102,-0.006796085882352809,-0.0093353370588235,-0.01878108999999989,-0.03029111705882359,-0.04238088647058824,-0.050468518235294135,-0.056482898823529304,-0.062185155882353016,-0.06684083058823548,-0.07145034117647076,-0.07506387117647068,-0.07895339705882354,-0.08194249411764704,-0.08478185647058822,-0.08724499823529402,-0.0892934017647059,-0.09101297235294115,-0.09255457000000006,-0.08678154647058828,-0.06902422823529408,-0.046179671176470594,-0.026914348823529444,-0.013754481176470712,-0.0024986035294117803,0.007946197647058895,0.01735486588235291,0.025590583529411737,0.03298205352941169,0.0400871747058823,0.04629817941176467,0.0519805894117647,0.05665092647058828,0.06039541529411768,0.0639130576470589,0.06677863176470594,0.06112397000000003,0.04801174352941179,0.036755260588235306,0.029960531764705867,0.025177725882352897,0.02006953529411759,0.015669539411764744,0.011246057058823478,0.008037902352941217,0.004356449411764718,0.001085404705882309,-0.001738200000000134,-0.0037627029411765878,-0.005084784117647179,-0.0062095058823529725,-0.007146375294117713,-0.006494075294117663,-0.0021978529411765813,0.0024282129411764553,0.004524267058823528,0.006088141176470607,0.007847417647058874,0.00946397705882357,0.011117005294117688,0.012661383529411652,0.014349210000000001,0.016362654117647035,0.018026514705882346,0.01904404764705875,0.019508082941176508,0.019866932352941125,0.019036211764705824,0.017136045294117552,0.014756747058823627,0.010930700000000015,0.00961897764705888,0.009181752352941164,0.008746407058823402,0.00866536764705872,0.008566974705882247,0.008576770588235305,0.008596772941176445,0.00827263117647059,0.007951541764705805,0.008172947647058892,0.008917619411764721,0.009770481764705963,0.011814276470588247,0.015924541176470575,0.020519648823529357,0.023731297058823486,0.025582866470588272,0.026495845294117748,0.026638871764705974,0.026275462352941203,0.02566617470588234,0.024994922352941207,0.02414890647058826,0.023363088235294094,0.02263396058823547,0.021655799999999947,0.020505023529411748,0.019218179999999974,0.01909030588235311,0.017305084705882434,0.01426382411764715,0.010513371176470665,0.005898192941176439,0.0012285099999999605,-0.002975377647058852,-0.007161995294117596,-0.011640183529411652,-0.015796089411764747,-0.019777151764705903,-0.023639425882352794,-0.0273894482352941,-0.030924591176470395,-0.03431441294117643,-0.03768739470588234,-0.042071260588235404,-0.046989885882352866,-0.051199894705882376,-0.053756319411764675,-0.053575602941176415,-0.05123478294117645,-0.04810806470588225,-0.044521849999999974,-0.040014192941176474,-0.035286137058823386,-0.03102230647058818,-0.026745440000000065,-0.02266770176470595,-0.018778820000000085,-0.015113542352941212,-0.011475157058823515,-0.006186304117647035,-6.424058823534251e-05,0.005521380588235314,0.010778522941176427,0.014752503529411765,0.017219884705882316,0.01891205294117637,0.020390402941176333,0.021566094117646983,0.022191021176470427,0.022994858235294013,0.023680593529411653,0.02415536411764696,0.024586085882352837,0.025103999411764666,0.02576930647058817,0.02470281705882349,0.022024521176470524,0.019627419411764657,0.017192747058823454,0.01474512235294112,0.012261954705882372,0.009711014705882426,0.007302397058823629,0.004785381764705943,0.0022155682352942296,-2.8539999999965815e-05,-0.0019026623529410647,-0.0033964394117645957,-0.004663969411764668,-0.005928794117647018,-0.00726818411764707,-0.007451897647058836,-0.007255148235294051,-0.007813766470588235,-0.008505952352941104,-0.008682090000000031,-0.00896906176470591,-0.008999105882353031,-0.009032505882352992,-0.00913432176470591,-0.009215374117647168,-0.008621737058823575,-0.006371419411764778,-0.003993081176470625,-0.0004301841176470589,0.003919110588235353,0.00784304176470596,0.010360937647058865,0.01269887705882361,0.017246516470588336,0.022339195294117598,0.026955875294117693,0.03125187529411766,0.03558696176470583,0.03976329411764706,0.04409927352941184,0.04876710294117659,0.05288925529411764,0.05434634235294128,0.05353162235294123,0.05120731352941188,0.046970648823529304,0.04230038882352927,0.03927224647058819,0.03690544647058819,0.03268207941176465,0.027999978823529337,0.023583721764705745,0.019926030588235333,0.016482554117647152,0.012918707058823531,0.009627227647058811,0.0061073311764706095,0.002013519411764808,-0.0012776464705883117,-0.002622164705882335,-0.003802884117647065,-0.003926423529411749,-0.0032024664705881944,-0.003734634705882367,-0.0040635111764707466,-0.0032091829411766137,-0.0016265229411763782,-0.0004873464705880681,0.0003217700000000545,0.00048415294117654106,0.0004821035294118592,0.0003039670588235732,-7.22905882353242e-05,-8.569999999996636e-05,8.350000000018065e-05,1.9915294117711646e-05,-1.1052941176759035e-06,0.00013052117647066597,0.00038549588235309296,0.0018716429411764768,0.0027040152941176787,0.0029249776470587907,0.0025967729411764395,0.0025879888235293413,0.0023691352941175303,0.0022661464705881484,0.002396575882352925,0.002583522941176364,0.002973710588235312,0.0034282682352941296,0.0036799458823528197,0.004118078235294087,0.0045344629411765425,0.005025201764705889,0.005509062352941185,0.004687501176470599,0.0038976294117648025,0.004072964705882476,0.003625075294117708,0.0031486300000000966,0.0026545347058822832,0.0025018352941175714,0.0026016729411763584,0.0027209923529412094,0.002576105882352797,0.0021617117647056983,0.0015154900000000082,0.0008368605882352886,0.00020416823529401107,-0.0004578494117647436,-0.001393831176470628,-0.0057285605882352875,-0.006595344705882411,-0.008160661764705979,-0.008914262941176532,-0.009493518823529556,-0.009705520588235317,-0.009774304705882308,-0.009720350588235283,-0.009819039411764652,-0.009800545882352796,-0.009824215294117589,-0.009651854705882423,-0.009534986029411885,-0.009386959333333389,-0.009335234495798372,-0.009090989502262614,-0.005398104950980476,0.0012945380748662916,0.0046662844117648095,0.006845939281045765,0.007373346339869302,0.007654077516339952,0.007744483398692825,0.00760390281045753,0.007400482222222116,0.007296217516339798,0.00744632751633989,0.0075473592810457735
pNuLoCRank	High
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	96...101;514...518
validnes_region	
nesbase_region	
