UniprotID	Q9NUQ8-2
pNuLoCScore	0.2404168837777778,0.24044946040000004,0.24561254763636367,0.251020242,0.2587581041538462,0.2691009145714286,0.27748931226666673,0.28775458962500006,0.29727095905882356,0.29854670023529406,0.30347151611764706,0.3091161514117648,0.33371309023529416,0.35903400294117654,0.37854562941176473,0.39640462470588245,0.41441292529411766,0.4307964470588235,0.4458588147058823,0.45797736647058823,0.469411565882353,0.47823417470588236,0.48438344823529406,0.49075605941176464,0.5025252447058823,0.5120286876470588,0.5213299288235294,0.53030875,0.538293765882353,0.5454371282352941,0.5549028694117648,0.5637081388235295,0.5720174529411767,0.5807078452941178,0.5889797664705884,0.5974054000000002,0.6055832294117648,0.6141408958823529,0.6228515752941177,0.6307476929411764,0.6395927005882353,0.6406112947058823,0.6437826652941177,0.6464378670588236,0.6488052688235294,0.6516946747058823,0.6545142864705882,0.6559757076470588,0.6581342470588235,0.6610718588235295,0.6637128882352942,0.6665000494117646,0.6693571394117646,0.6721374805882352,0.6744680117647058,0.6768366617647059,0.6721648882352942,0.671903685882353,0.6723728564705883,0.6718840329411766,0.6716883958823531,0.6725940499999999,0.6743034294117647,0.6760271117647059,0.6782540435294117,0.6803671670588234,0.6821338905882354,0.6839503911764706,0.6857548323529411,0.6877668029411765,0.6897507441176469,0.6915902129411764,0.6931055011764706,0.7023245023529412,0.7064855829411765,0.7096384382352942,0.7132296994117647,0.7161964288235296,0.7180122670588235,0.7188891052941178,0.7192673629411765,0.7191674541176472,0.7185568423529411,0.7181590658823529,0.7176899247058823,0.7168538835294117,0.7162025735294117,0.7151959811764705,0.714769445882353,0.7145259047058825,0.712678824117647,0.7091039129411765,0.7055312047058824,0.7018984376470587,0.6979185176470587,0.6935449411764705,0.6891957352941176,0.6853706211764705,0.6824919711764705,0.6802877005882353,0.6781731035294117,0.6762935094117647,0.6748366329411766,0.6731585841176472,0.6715383117647059,0.6695094058823531,0.6674035764705882,0.6665514941176471,0.6671125947058824,0.6680306276470588,0.6690606488235293,0.6704090705882353,0.6725104764705881,0.6746895035294118,0.6766423094117647,0.6778554799999998,0.6786095305882353,0.6791048394117647,0.6791803270588235,0.6793384505882353,0.6836259152941178,0.6859395741176472,0.6885679958823528,0.6916884635294117,0.6950183988235293,0.6981362958823529,0.7013397217647058,0.7047684123529411,0.7080355988235295,0.7107102929411766,0.7132351105882353,0.71577193,0.7184690505882353,0.7213118764705883,0.7240300470588235,0.7268485035294117,0.7293256976470588,0.727789368235294,0.7286172211764705,0.7290854994117646,0.7293309494117647,0.7294288376470588,0.7300567788235295,0.7302435611764706,0.7303225341176471,0.7304288829411765,0.7308682711764706,0.7313127470588237,0.7315802923529413,0.731784665882353,0.7319167741176473,0.7320823941176472,0.7298944741176472,0.7290204594117647,0.7283782023529413,0.7278386023529412,0.727463708235294,0.7266840005882353,0.7256684064705884,0.7243490064705883,0.7231939770588236,0.7217269841176471,0.7205819529411767,0.7195166294117649,0.7185118594117648,0.7175154970588237,0.7166187676470589,0.7157854911764707,0.7149923476470588,0.7166955205882354,0.7172513899999999,0.7175293470588234,0.7175725588235293,0.7174524882352941,0.7177684105882354,0.7183723076470588,0.7192554629411765,0.7198967241176469,0.7206898305882352,0.7210794776470586,0.7209724617647058,0.7206870876470587,0.7206272476470588,0.7204427005882352,0.720389015882353,0.7201051247058824,0.7193400270588236,0.7164959547058825,0.7130427811764708,0.71037704,0.7078605435294117,0.7046054247058824,0.701597998235294,0.6988759452941176,0.6964007017647057,0.6939232764705882,0.6917820923529412,0.6902015529411765,0.6889735794117647,0.6876860700000001,0.6865394464705884,0.6850274229411766,0.6838119611764707,0.6829888735294117,0.6841345117647059,0.6855526205882354,0.6861806735294118,0.6863089464705883,0.6870322770588235,0.6874020752941177,0.6875921670588236,0.6876288729411764,0.6879737882352941,0.688150095882353,0.6882105158823529,0.6880897217647057,0.6903128864705884,0.6919114982352943,0.6937495923529413,0.6950612805882352,0.6964608070588235,0.6978179570588238,0.6989400194117646,0.7002010194117648,0.7017988194117648,0.7036543282352942,0.705672635882353,0.7076702623529412,0.7095631505882353,0.7111556000000001,0.7126888376470588,0.7142516729411764,0.7159412405882353,0.7152497435294117,0.7150770582352941,0.7148033541176471,0.714937571764706,0.7149955482352942,0.7151971229411764,0.7159021235294117,0.7164930852941176,0.7171231523529411,0.7175828347058824,0.7180464758823529,0.7185015611764706,0.7189980470588235,0.7196506388235294,0.7203774482352941,0.7228682717647059,0.7244188335294117,0.7249183011764706,0.7253268335294119,0.7255156200000001,0.7259950611764706,0.7263386705882353,0.7267729723529412,0.7271204447058824,0.7273814323529413,0.7274519947058824,0.7274898535294119,0.7273515123529413,0.7270659594117648,0.7266309576470589,0.72580694,0.724968554117647,0.7222519835294117,0.7203585017647058,0.7193738370588235,0.718442095882353,0.7177663194117647,0.7168094288235294,0.7158669458823528,0.7148100694117646,0.7137721811764706,0.7127652847058822,0.7119429199999998,0.7110750705882353,0.7101753941176471,0.7093197764705883,0.7085538358823529,0.7037845558823531,0.7018979123529413,0.7010466123529412,0.7000047205882353,0.6994236264705882,0.6987761794117647,0.6983251794117648,0.6976523729411764,0.69699837,0.6963171035294118,0.6957159094117648,0.6951850941176471,0.6946468235294117,0.694239614117647,0.6939995552941176,0.69369613,0.6932424923529412,0.6969470782352942,0.6972339158823528,0.696082304117647,0.6946868158823529,0.6925637747058824,0.690037978235294,0.6874728252941176,0.6848596070588235,0.6818692735294117,0.6790046047058823,0.6762023811764706,0.6734519552941177,0.6707028552941177,0.6678439729411766,0.664886517647059,0.6621789547058823,0.6588212664705884,0.6557188488235295,0.6528773111764705,0.6504118794117647,0.6471845882352941,0.6436711235294117,0.639686718235294,0.6356728711764705,0.6319714294117647,0.6287936688235294,0.6255348747058825,0.6221038923529413,0.618740627647059,0.6154426123529412,0.612177924117647,0.6089118529411764,0.6053949623529412,0.6027682858823528,0.6001994211764705,0.5979535094117646,0.5957609841176471,0.5946201129411764,0.59410396,0.5944580617647058,0.5947472500000001,0.5950942364705883,0.5954715305882354,0.5958341717647059,0.5963021717647059,0.5966082347058822,0.5968435994117647,0.5990201547058822,0.6008556552941177,0.6024197547058823,0.6037466935294118,0.6045341817647057,0.6047962817647058,0.6049022623529412,0.6051886423529412,0.6057700776470588,0.6069813952941177,0.6081088423529412,0.6093652282352942,0.6108686870588236,0.6126011670588236,0.6138926464705883,0.6154376070588234,0.6172722752941175,0.6174070199999999,0.6180338576470588,0.6189729605882353,0.62024539,0.6220338194117647,0.6244380982352941,0.6271550747058824,0.6300330805882354,0.6327356923529411,0.6350067335294117,0.6373872711764705,0.6396201517647058,0.6416418105882353,0.6435059952941177,0.6458142217647058,0.6496396358823529,0.6534840711764706,0.6576461870588234,0.6615617458823528,0.6649961517647058,0.6684310447058823,0.6717078682352942,0.6749145382352941,0.6780654382352941,0.6810708658823531,0.6839786264705883,0.6866552005882354,0.6893213629411764,0.691968145882353,0.6942768576470588,0.6965011458823529,0.6987367252941176,0.6992709441176471,0.6994993500000001,0.6992179458823531,0.6991209105882354,0.6995587282352943,0.6997068611764707,0.6998971023529412,0.7000195447058823,0.6999634152941177,0.6998415111764706,0.6997405917647059,0.6996720235294118,0.6994174882352941,0.6990598388235294,0.6989234123529412,0.6997328888235295,0.7005627605882354,0.7010627141176473,0.7017182376470591,0.7016377470588238,0.7017339335294119,0.7017853335294119,0.7020430041176471,0.7024749864705881,0.7032683452941175,0.703913706470588,0.704449028235294,0.7049614047058823,0.7059619694117647,0.7072158341176471,0.7087705135294117,0.7103588370588236,0.7110635982352942,0.7116172941176471,0.7126147429411764,0.7134840017647059,0.7150900488235293,0.71656323,0.7180074064705882,0.7194859417647059,0.7208922917647058,0.7219389829411764,0.7232217482352941,0.7245967323529412,0.7260063617647059,0.7270168676470589,0.7278795970588235,0.7297332135294118,0.7315245341176472,0.7326393435294117,0.73313463,0.7332858223529412,0.7328500364705882,0.7323045064705882,0.73203918,0.7318229094117646,0.7313346799999999,0.7308398476470588,0.730436724117647,0.7300370017647059,0.7295959170588237,0.7291765582352943,0.7287779994117647,0.7284647488235294,0.7268867411764707,0.7253991235294119,0.7245939529411765,0.7245762252941177,0.7247692247058825,0.725530945882353,0.7262995664705882,0.7267083194117647,0.7271419547058823,0.7277936335294117,0.7284622511764706,0.7290527276470589,0.7296163117647058,0.7301956905882352,0.7306652494117647,0.730769517647059,0.7311561623529412,0.7318103364705885,0.7331642911764708,0.7341802088235295,0.7348317582352942,0.7355409447058825,0.7363265682352941,0.7372227505882353,0.7381851235294118,0.7391052470588235,0.7400456270588237,0.7409208447058824,0.7415552447058825,0.7420141447058825,0.7425473358823531,0.7431770676470589,0.7440203523529413,0.7444587023529413,0.7446484105882354,0.743977161764706,0.7434963088235295,0.7433296594117648,0.7430776929411765,0.7426860223529412,0.7422467541176471,0.7417650635294117,0.7413409929411765,0.7408216494117648,0.7403552376470587,0.7400711411764705,0.7399784611764705,0.7400784288235291,0.7397769911764704,0.7392912117647058,0.738171482352941,0.7362834135294116,0.7345041335294118,0.7331153064705883,0.7319610064705884,0.7309892094117648,0.7301888347058824,0.7294563088235294,0.7287990529411764,0.7280320058823528,0.7273898023529412,0.7267074400000001,0.7259723305882354,0.7251882929411765,0.7240895399999999,0.7231975105882352,0.7225235723529411,0.7224304576470588,0.7230080205882353,0.7236289476470588,0.7239644570588236,0.7240436982352941,0.7239516482352941,0.7237427347058825,0.7234705258823529,0.7231616582352941,0.722939014117647,0.7226575276470589,0.7223971570588236,0.7221819452941176,0.7222985864705882,0.72241009,0.7227563429411764,0.7230499723529412,0.7232002017647058,0.7232475605882351,0.7232339311764705,0.7229959429411764,0.7227633782352941,0.7225913311764707,0.7224723876470589,0.7224036111764707,0.7223659094117648,0.7223625888235296,0.7224102029411765,0.7224665182352941,0.7225224770588234,0.7223270947058823,0.7221982147058823,0.7220090499999999,0.7219351264705882,0.7220969852941177,0.7224522029411764,0.7227664088235293,0.7233057558823529,0.7238349852941175,0.7242546264705881,0.7245473817647057,0.724779594117647,0.72490854,0.7250029576470589,0.7254456535294117,0.7256954005882353,0.7259358535294118,0.7263121847058824,0.7267649729411765,0.7272506888235293,0.727778324117647,0.7279013094117647,0.7279115011764705,0.7278414917647059,0.7277014352941177,0.7275006411764705,0.727304782352941,0.7271218176470589,0.7267646376470588,0.7264647035294116,0.7261102799999999,0.7253379352941176,0.724693661764706,0.7240891323529413,0.7232761288235293,0.7223322270588236,0.7213049270588235,0.7202163329411766,0.7195013535294118,0.7188934947058824,0.718338315882353,0.7178283723529412,0.7173712488235294,0.7169480111764707,0.7165405405882354,0.7162796641176472,0.7164007070588236,0.7156811364705884,0.7152004423529413,0.7147505082352942,0.7142665417647059,0.7136763294117646,0.71312979,0.7125554711764706,0.7120167517647059,0.7115312658823528,0.7111120352941175,0.7106797058823529,0.7103000999999999,0.7098152705882351,0.7093682905882351,0.7090240005882352,0.7087555358823528,0.7080263711764705,0.708225518235294,0.7081207629411765,0.7081050529411765,0.7081696047058825,0.7084524464705884,0.7087691676470589,0.7091521294117649,0.7095348605882353,0.709867514117647,0.7102051882352941,0.7106359435294117,0.7110582588235294,0.7116215176470588,0.7121141864705882,0.7134945823529412,0.7144498735294117,0.7152109582352942,0.7159378229411767,0.7167365347058824,0.7174393141176472,0.7180310994117648,0.7185933288235294,0.7191014311764706,0.7195869688235295,0.720042215882353,0.7205086717647058,0.7209582894117645,0.7213748488235294,0.7216816129411764,0.7218739952941176,0.7220567205882352,0.7212868588235295,0.72090075,0.7208203682352942,0.7207793800000001,0.7207228447058824,0.7206802594117647,0.7205862535294117,0.7204406435294117,0.720293914117647,0.7201410705882352,0.7199171411764704,0.7196789588235293,0.7194500747058822,0.7192112564705881,0.7189890223529409,0.718175572352941,0.7167789699999999,0.7161942764705881,0.7157741447058822,0.7152531158823527,0.7148513658823529,0.7144813205882352,0.7141418999999999,0.7138791352941176,0.7136090647058824,0.7134040882352941,0.7132215605882353,0.7131489111764706,0.7130768611764706,0.7130225923529412,0.7130040782352941,0.7129262447058823,0.7135329535294116,0.7147565735294117,0.7151400170588235,0.7152990370588235,0.7155580611764706,0.7156886376470588,0.7158043535294117,0.7158823799999999,0.7159737564705884,0.7160460229411765,0.7160956700000002,0.7161305917647058,0.7161303411764707,0.7161056264705882,0.7160372968750001,0.7159141966666667,0.7158992964285714,0.7158883115384616,0.7158795791666668,0.71589245,0.7159906950000001,0.7160209644444445
pNuLoCDScore	0.056854075281045746,0.05812981645751625,0.06305463233986924,0.06869926763398698,0.09329620645751635,0.11861711916339873,0.13812874563398692,0.15598774092810463,0.17399604151633985,0.19034698665882344,0.20024626706951862,0.20695712447058823,0.2106534617285068,0.20913326013445377,0.20689413596862732,0.2030014697867646,0.20525428564705878,0.21348198741176472,0.2178584127058823,0.2211925985882352,0.20458067564705884,0.18640312529411757,0.17635724000000008,0.1673035141176471,0.157604527647059,0.1499113982352943,0.14312095176470607,0.13942803352941197,0.1361716635294118,0.1359067211764705,0.13846812705882366,0.13999163352941174,0.13706745588235292,0.12858260705882352,0.1224527364705883,0.11612911705882356,0.1105115029411764,0.10625754647058816,0.09961141705882337,0.09226756882352927,0.08611679411764683,0.0803640135294117,0.07473312176470581,0.06909464941176435,0.06377390999999977,-0.026775081699346365,-0.03917156169934641,-0.05171417052287583,-0.0592500146405229,-0.06136207405228758,-0.06209617287581698,-0.06505657052287578,-0.06860917993464052,-0.07251006316993464,-0.07034237558823533,-0.06915534360962569,-0.06644776578431374,-0.06378396481900453,-0.0626933473109244,-0.062469400607843145,-0.06196395183823533,-0.060368870294117694,-0.04872827735294116,-0.036569004411764694,-0.02960918117647056,-0.028836716764705894,-0.02789465064705883,-0.024848039823529455,-0.020755225117647075,-0.016408353647058838,-0.013858490764705883,-0.011142640764705905,-0.00892757311764708,-0.008251037823529428,-0.0075772193529411724,-0.006616469941176484,-0.005278180823529405,-0.0045593255294117535,-0.005049452294117657,-0.005218455823529394,-0.0058003978823529395,-0.0049683155294117515,-0.004735466058823537,-0.005348405941176457,-0.006798515588235271,-0.008230516176470568,-0.00961893376470585,-0.010824971058823518,-0.011800569882352924,-0.012491225764705877,-0.012496656588235289,-0.011489756823529401,-0.010797085058823527,-0.008954021823529418,-0.006336303882352928,-0.004233856235294126,-0.0023439727058823523,-0.0013509106470588478,-0.0015900107058823693,-0.001248362823529442,-0.0005143808235294062,0.00020646976470586886,0.0011099415294117537,0.002275584117647042,0.003690435294117639,0.005529868823529432,0.007028082941176489,0.007907219352941183,0.008130952882352951,0.007095451705882355,0.004456109352941162,0.0013536111176470494,-0.0004622124117646953,-0.0014631818235293914,-0.0016077879411764417,-0.0010993275882352632,-0.00010242229411765169,0.001432947470588239,0.002691811588235296,0.0038985527647059093,0.005127692764705871,0.00569417864705879,0.005715653941176443,0.005809333647058809,0.006295826882352917,0.009501498647058806,0.01434364923529409,0.018784202176470574,0.02269610335294117,0.025334035117647064,0.02754709394117648,0.02993144594117647,0.031641191823529424,0.0328753044117647,0.033663795235294114,0.034827547000000014,0.03549699817647062,0.03630305170588238,0.03753467052941176,0.03900444758823532,0.040235980823529416,0.038589272588235274,0.0345089255294118,0.03118258611764707,0.02851590611764704,0.026656267882352952,0.02522623964705878,0.023109340235294096,0.020953130235294104,0.018824769647058814,0.01685930117647058,0.014636092941176432,0.012589374117647073,0.010540130000000009,0.008417203529411804,0.006304311176470567,0.004295788823529434,0.0029538705882353467,0.003472190000000014,0.004483611176470614,0.0050804870588235795,0.005493922352941161,0.005720108235294147,0.006096274117647016,0.006688131764705896,0.0071005799999999675,0.007599682941176494,0.00830764705882353,0.009156368823529382,0.010056639999999978,0.010933076470588221,0.011389674705882369,0.01155645176470585,0.010428042352941175,0.009415388235294087,0.00898835529411765,0.0076955929411764434,0.006204784705882371,0.004361214117647061,0.0022909223529412326,-0.0006867670588235342,-0.003444397647058811,-0.005516510588235296,-0.007818167058823544,-0.01080588941176469,-0.013519765882352958,-0.01585088411764707,-0.01788706470588236,-0.019535208235294088,-0.019575060000000005,-0.018243538823529387,-0.017756216470588254,-0.017138911764705916,-0.01614566411764712,-0.01563167352941175,-0.01474961705882355,-0.012951032352941177,-0.010503614117646998,-0.009275472941176477,-0.008544997058823528,-0.007663727058823566,-0.006616578823529395,-0.0061857541176470465,-0.005818018235294153,-0.005410865882352928,-0.00528489058823528,-0.006623762941176475,-0.008297335882352957,-0.00967325705882352,-0.010984379411764666,-0.011919974117647114,-0.012318891764705853,-0.012817819411764714,-0.013868530000000046,-0.014103278823529408,-0.01346903999999996,-0.012127144705882331,-0.010659513529411774,-0.008528845882352948,-0.0062599417647058175,-0.004205614117647083,-0.0015874182352940969,0.0007136158823529415,0.003011748235294126,0.005856837058823533,0.009046737058823556,0.012355177647058874,0.015122422941176494,0.017832351176470612,0.020366412352941204,0.022673745294117614,0.02465847294117643,0.026596661176470582,0.027782994705882358,0.0287524294117647,0.02940631882352937,0.030223079999999958,0.03004379705882343,0.029540673529411726,0.029691357058823503,0.029621298235294136,0.028755888235294097,0.027289186470588228,0.02553495117647056,0.023839778235294096,0.02218071294117646,0.020732256470588267,0.019171908235294133,0.017462632352941154,0.015890277647058804,0.01424391647058823,0.012608146470588222,0.010894465294117694,0.007861444705882431,0.0060382652941176895,0.0033877235294118013,-0.00030279058823529104,-0.003346198823529406,-0.005746305294117654,-0.0075998005882353115,-0.009328044117647094,-0.010887325294117678,-0.012416899411764742,-0.013871091764705912,-0.01535477470588234,-0.01677482352941176,-0.018156701764705907,-0.01942645411764704,-0.02051789470588236,-0.02037499941176471,-0.01926058529411767,-0.01811704117647056,-0.015843433529411755,-0.013088697058823512,-0.010735978235294152,-0.008792061764705872,-0.0072110211764705445,-0.005658358823529358,-0.004476727647058781,-0.0033775488235293916,-0.0023746964705882168,-0.0013706258823529271,-0.00044316470588229295,0.000517569999999995,0.0013684399999999985,0.00259735647058823,0.003087874117647077,0.0038684088235293734,0.0041056652941176275,0.0029926088235293913,0.0018427111764706128,-0.00030952235294115504,-0.002757717647058816,-0.005772478235294143,-0.00904827329411767,-0.012600660352941162,-0.015443792941176482,-0.01858984529411767,-0.02217832764705885,-0.025487024941176495,-0.028510253764705895,-0.03165410317647058,-0.03537764082352943,-0.03943242082352938,-0.0431224576470588,-0.04581038529411764,-0.04766540494117644,-0.04785289023529413,-0.04645820670588238,-0.04406137964705885,-0.04129640223529413,-0.03774457094117645,-0.03480666747058822,-0.03192115782352939,-0.028202875470588237,-0.024240148764705857,-0.020991602058823527,-0.019313650882352956,-0.016874167941176466,-0.01412675911764709,-0.011479624058823565,-0.009462719882352949,-0.008203437647058859,-0.007412426235294131,-0.007586430352941181,-0.008212055058823511,-0.008803281235294128,-0.009387914294117672,-0.010014282588235307,-0.00997311347058824,-0.01051668994117648,-0.011540054058823537,-0.012082072529411764,-0.011170041352941182,-0.00968849076470589,-0.009027857235294132,-0.00844499570588235,-0.007567424000000003,-0.00617087335294117,-0.00469910676470589,-0.0032260685294117353,-0.001982069117647034,-0.0008471964705882157,-0.00018336500000000477,0.000654084411764691,0.0011988938823529333,0.0021390707058823594,0.0028943142352941403,0.003552142470588243,0.006871278352941185,0.008944087764705913,0.00963659305882357,0.011123989764705897,0.012958728823529442,0.014732715588235301,0.016207722294117655,0.017449993470588232,0.01889172582352941,0.02046299700000004,0.022275922000000017,0.024214408823529446,0.02633599270588237,0.02834344411764704,0.030466665294117637,0.03270747588235298,0.03216542999999998,0.029080904117647022,0.028363520588235283,0.0291090388235294,0.02882713447058821,0.027888895058823526,0.02693770035294117,0.0263250591764706,0.025768438000000005,0.025201059764705852,0.02447188976470588,0.023419837411764705,0.02197470352941175,0.02030602294117645,0.01855214529411761,0.016568482941176382,0.016198449999999975,0.018278277647058805,0.01906392058823525,0.01772537882352937,0.017023364117647044,0.01686216411764707,0.016821957058823528,0.01667419941176468,0.01639837999999999,0.016211991764705946,0.015623214705882404,0.015043378823529435,0.014616163529411808,0.014260962352941248,0.01399326705882356,0.013908802941176523,0.012222627058823543,0.009087629411764747,0.007202762941176499,0.006350782941176525,0.00542553941176474,0.004407779999999972,0.0033196670588235555,0.0022708723529411834,0.001007139999999962,-0.0002700929411765529,-0.0011554252941177179,-0.0016504794117647437,-0.002009989411764751,-0.0021582405882353273,-0.0022949070588235143,-0.0025518435294117625,-0.00219490470588235,0.0021006947058823666,0.006371537647058834,0.010073587058823524,0.013554065882352917,0.016895322941176488,0.019838617647058826,0.0229225511764706,0.026118595294117697,0.0293276511764706,0.03243597941176474,0.03501904176470591,0.037473852352941206,0.03981288411764708,0.04199815705882351,0.04430708588235291,0.04601876294117646,0.04491038117647056,0.04149281235294114,0.0375861647058823,0.03355139823529413,0.02981813823529414,0.026636762352941157,0.023610367058823523,0.020437988235294136,0.017065212941176494,0.013750142941176463,0.01071883235294116,0.007827042352941155,0.004840463529411726,0.0019727400000000006,-0.0009347223529411752,-0.004025747058823526,-0.006781392941176523,-0.007224748235294121,-0.007464965294117665,-0.007169611764705902,-0.007193421176470621,-0.0071304682352941184,-0.00723654529411763,-0.006915961764705908,-0.0064039617647058955,-0.005709207647058845,-0.0051770317647058806,-0.004950973529411734,-0.00456468470588231,-0.004059848823529416,-0.003511131764705855,-0.0027349852941176422,-0.0014830658823528908,-0.00013869470588231958,0.0008080429411765344,0.0013607276470588292,0.0018636394117647337,0.0023992235294117703,0.0027335441176470077,0.002740854117647046,0.0025596905882352694,0.002235933529411732,0.0020323323529411463,0.0021369899999999498,0.0023326341176470033,0.002444661764705869,0.0025111476470588423,0.002677684705882394,0.0015795717647058838,-0.00018202294117644624,-0.0011437905882352717,-0.001545912352941159,-0.001821718823529439,-0.0022121305882353004,-0.0025443694117646687,-0.0029288564705882425,-0.0032553399999999955,-0.003487058235294077,-0.0037399094117646636,-0.004213041764705855,-0.004782289999999995,-0.005386455882352925,-0.005957847058823518,-0.006746401176470601,-0.006580062941176468,-0.005001901176470647,-0.0035103941176471143,-0.00288845235294119,-0.0025001864705882226,-0.0020692288235294454,-0.0018202094117647505,-0.0015894358823529409,-0.0012446517647058952,-0.0008750758823529714,-0.00054970470588242,-0.00017765941176475786,0.00022788764705883313,0.0006130099999999972,0.0009540341176470235,0.0002922194117646604,0.0005512470588235063,-0.00024714352941171414,-0.0016561676470587816,-0.0026904600000000056,-0.0034942747058823442,-0.004636141176470543,-0.005647617647058761,-0.006428664705882298,-0.0072514847058822995,-0.008022603529411726,-0.008719601176470498,-0.009414396470588199,-0.01014123882352938,-0.010814569411764702,-0.011465495882352933,-0.010994722352941105,-0.01028217117647054,-0.010258365294117638,-0.010065685882352904,-0.009601835882352916,-0.008938495294117638,-0.007948952941176424,-0.006652853529411751,-0.00533605176470589,-0.003988555882352973,-0.002719429411764729,-0.0016592929411765323,-0.0007172082352940867,0.00018933823529407312,0.001046575294117641,0.0018537164705881848,0.0032901188235293644,0.0036704982352940563,0.004676374117647042,0.005749392352941085,0.0065954811764705745,0.007244793529411736,0.007826418235294064,0.008101474117647028,0.00832676941176469,0.008505148235294108,0.008622640588235336,0.008890247647058869,0.009246541176470557,0.009698262352941245,0.010142571764705899,0.01053260529411773,0.010147916470588297,0.009070271176470635,0.007984121176470571,0.006911521764705941,0.005821628235294113,0.004857586470588232,0.003967885882352917,0.0030891841176470536,0.0022539423529411295,0.0014209982352941242,0.0005721694117647169,-0.0003649370588235945,-0.0012281623529411534,-0.002158152941176522,-0.0030909329411765163,-0.003933478235294163,-0.004968465882352974,-0.0052922494117647045,-0.006040207647058815,-0.006590634117647071,-0.007096645294117659,-0.007562061764705863,-0.00813126999999994,-0.00858407,-0.009108547058823524,-0.009682040000000003,-0.010305029411764699,-0.010827407058823513,-0.011272427647058852,-0.011713457647058806,-0.012121191764705858,-0.012504135882352968,-0.012572334705882371,-0.012263218235294165,-0.011363117058823535,-0.01021970529411767,-0.009222882941176486,-0.008279110588235356,-0.007384638235294144,-0.006568765294117651,-0.005822638823529402,-0.005044365882352936,-0.004219418235294203,-0.003408010000000017,-0.0027153741176470514,-0.0020501294117647173,-0.00135755999999998,-0.0006881152941176083,0.00045362470588236614,0.00034799235294125097,0.0004134247058823759,0.00022713882352942694,0.00034679882352939284,0.00025906058823532696,0.00031121705882350414,0.00019650058823528216,0.0003133464705882272,0.0005588182352941062,0.000916623529411853,0.0013310764705882772,0.0017906635294118178,0.002285292352941226,0.0027392194117647206,0.003220946470588265,0.0032774100000000084,0.0037395911764705747,0.00484822176470584,0.005393051176470598,0.005598766470588296,0.00588468411764706,0.006239953529411757,0.006708979411764682,0.0071777747058823504,0.007403866470588216,0.007372731176470526,0.007195199411764691,0.006943144117647043,0.006647905882352895,0.006342792941176456,0.0060099941176470495,0.005893816470588231,0.006136184117647048,0.005139682941176504,0.004146872352941144,0.0033739382352940828,0.0027596017647058824,0.0020531429411765334,0.0015153894117647393,0.0009022623529412188,0.0004127111764705982,3.976000000002755e-05,-0.0003585358823529339,-0.0007087935294118053,-0.0010546317647058823,-0.001371122941176528,-0.001791902941176482,-0.002483956470588272,-0.003346530588235308,-0.003788866470588237,-0.0036768288235294044,-0.003298464117647032,-0.002986889999999992,-0.0027604041176471084,-0.0027066658823529377,-0.002840517647058838,-0.0030006823529411253,-0.0031519123529412107,-0.0031666035294117545,-0.003051275882352905,-0.0029410929411764763,-0.0027998123529411056,-0.0025653235294117727,-0.0018617158823529267,-0.0010443882352940692,-0.0001991617647058852,0.0004305035294118187,0.0005049488235294441,0.0005980476470588691,0.000767575294117695,0.0008994129411764862,0.0010595947058823496,0.0013557358823529098,0.0016471005882353063,0.0019429147058823149,0.0020821523529411523,0.002243727647058824,0.0023451370588234988,0.0024620711764705705,0.0021040876470588277,0.0015225064705881863,0.0010239837499999849,0.0003003900392156422,-0.0002489513865546744,-0.0004250045701357785,-0.0006318093627451227,-0.0007482668449197982,-0.0007208761176470679,-0.0006216220915032378,-0.0007118091503267587,-0.000807910915032628,-0.0008857397385620691,-0.0009628944444444176,-0.0010146909150326455,-0.001081712091503234,-0.0011504597385620652,-0.0008366626797385313
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
