UniprotID	Q8N5H7-2
pNuLoCScore	0.2445663833333333,0.23390145699999998,0.22424592545454544,0.21671892666666667,0.21071606846153845,0.20547833999999998,0.2012869893333333,0.197835583125,0.19474973294117645,0.1767825476470588,0.16374178588235294,0.15663712352941173,0.15135331470588234,0.14867508176470587,0.14845628470588235,0.14893520882352945,0.1526351147058824,0.15512048823529415,0.15767477117647058,0.16064877647058826,0.16332104705882355,0.16579116941176472,0.16809089823529413,0.17063499411764704,0.17187507294117646,0.17211003470588235,0.17286705176470588,0.17246482470588234,0.17299999117647055,0.17429260823529413,0.17648929,0.17879627705882353,0.18155857882352944,0.18316674352941179,0.1844293341176471,0.18605023823529415,0.18739113235294116,0.1893699294117647,0.19123671117647056,0.19391997294117647,0.19644747823529415,0.20071347588235294,0.20594925705882353,0.21030759588235293,0.21481361411764707,0.21787541705882352,0.2198490188235294,0.22067509882352943,0.22174596647058822,0.22212467411764705,0.22319347529411768,0.22537973470588235,0.22723257294117646,0.22956420823529414,0.23035938588235297,0.2310222035294118,0.23325861000000003,0.22893662294117648,0.22622842529411766,0.22348192470588235,0.2219584817647059,0.22122387411764707,0.22135616705882355,0.2218495682352941,0.22284487235294115,0.2238327358823529,0.22498326176470587,0.22606996999999995,0.22699562411764704,0.22813746647058825,0.2292265805882353,0.23121203764705883,0.23355554470588236,0.23399160352941178,0.24050949941176475,0.24458879588235294,0.24818533764705883,0.25138210647058823,0.25455301823529414,0.25683797352941184,0.258565335882353,0.2598054729411765,0.2605999258823529,0.2611063652941176,0.26181553,0.26266239176470596,0.2627138429411765,0.26282314529411765,0.26197046294117643,0.26078510058823534,0.25730867588235296,0.25454419647058824,0.25021774176470585,0.2470512888235294,0.24415028882352938,0.24169056176470582,0.2394519958823529,0.23730273705882354,0.23561184882352942,0.23366439529411764,0.2317071617647059,0.2292976805882353,0.22654198176470589,0.22397963411764704,0.22134306235294116,0.21978739882352938,0.21849293470588235,0.21913342411764705,0.21928485705882353,0.22129298647058823,0.22303602294117647,0.22442360411764706,0.22477689588235295,0.22493319294117647,0.22521786882352945,0.22496966647058825,0.22517820882352943,0.2250913688235294,0.22549926764705883,0.22615004705882352,0.23365731882352941,0.2411527582352941,0.24867268647058824,0.2562623017647059,0.26356703,0.2712390088235294,0.27906548294117645,0.2865560511764706,0.2938301011764705,0.3013192052941176,0.3084242682352942,0.31534122411764703,0.3223377747058823,0.3285120535294117,0.3351304294117647,0.3416357588235294,0.34792137647058824,0.34767394705882354,0.3475077794117647,0.34696085705882357,0.3462312505882353,0.34590869176470584,0.3450419523529411,0.344041804117647,0.3431651017647058,0.3423940123529411,0.3417977994117647,0.34144777,0.3410200558823529,0.34033758411764703,0.3399103764705882,0.3391060023529412,0.3386079776470588,0.3392879664705882,0.33916063176470584,0.33901071411764705,0.33939907588235296,0.3398215488235294,0.34051371823529414,0.3410353623529412,0.3414778929411765,0.34123975,0.3407258894117647,0.3404748835294118,0.3402893288235294,0.3404081423529412,0.34042246352941175,0.3409245741176471,0.34165332705882356,0.34212379882352945,0.3415940994117647,0.3417765252941177,0.34211886294117655,0.3422071935294118,0.34208672882352936,0.3417051976470588,0.3414986705882353,0.3413246694117647,0.3418403194117647,0.34259644999999994,0.34307909176470597,0.3435011541176471,0.34386808529411766,0.34472138882352943,0.34819100647058826,0.3490216347058824,0.3494842911764705,0.3505752805882353,0.35193751000000006,0.35313854882352946,0.3536602035294118,0.35405890941176477,0.35417975764705883,0.3543300582352941,0.35423594647058826,0.35402553705882356,0.35337429647058827,0.3527277811764705,0.35243388647058826,0.35240621411764705,0.35252266411764704,0.34999491941176464,0.35027773941176465,0.35118449058823525,0.35138189588235286,0.35130878823529404,0.3513105376470587,0.35187725647058815,0.35291449470588226,0.35438841647058816,0.3560285264705882,0.3576229082352941,0.35938958294117646,0.3616314976470589,0.3639512623529412,0.3659325976470589,0.371348685882353,0.3753374776470589,0.3787590894117648,0.38215751529411773,0.3855449523529413,0.3889588294117648,0.3926493088235295,0.3965257782352942,0.3999748829411765,0.40319958352941176,0.40638132823529416,0.4088319005882353,0.4111850394117647,0.4132787052941177,0.41534740764705885,0.4171605094117647,0.41915072000000003,0.4175099252941176,0.41697057176470587,0.4168575194117647,0.4168556923529412,0.4165549829411765,0.4163350323529412,0.4159146005882353,0.4152967205882353,0.4151919147058823,0.41524546117647054,0.41520673058823526,0.4157453347058823,0.41683435058823526,0.41827577999999993,0.4198836205882353,0.42696940117647064,0.43428123647058825,0.44140545294117656,0.4484396600000001,0.455097721764706,0.4608515276470589,0.4667671452941177,0.47262891,0.47829679352941185,0.48390983823529427,0.4893492029411765,0.4946419200000001,0.49972928000000005,0.504629568235294,0.5091061711764705,0.5134002529411764,0.5174719041176471,0.5160926805882353,0.5142952135294118,0.5125792311764705,0.5110016852941177,0.5097504347058823,0.5092366582352942,0.5085006323529412,0.5077716676470588,0.5071179264705883,0.5065186105882352,0.5060558905882353,0.5056476999999999,0.5053512529411764,0.5052454388235295,0.5052617005882353,0.5057276335294116,0.5062168194117646,0.506733464117647,0.5075302311764704,0.5083053194117647,0.5088841864705883,0.5088272570588235,0.508805615882353,0.5083872211764707,0.5081580800000002,0.507865501764706,0.5075777705882354,0.5070936423529411,0.5066068305882352,0.5061696005882352,0.5052319458823529,0.5040165823529411,0.5019594364705882,0.5001215270588235,0.4982476988235294,0.49613390941176466,0.49409540941176466,0.4923899376470588,0.4913810176470588,0.49047784294117647,0.49008574941176475,0.4896015529411765,0.48924802235294124,0.48887496235294126,0.48864306705882354,0.48841250941176473,0.488130404117647,0.4876399647058824,0.4881568194117647,0.4893970382352941,0.4908364676470589,0.4924539394117648,0.49418302647058826,0.4956592635294117,0.49709254117647056,0.4984851058823529,0.4993342805882352,0.5001879682352941,0.5010895058823528,0.5021068911764706,0.5031900335294117,0.5044132399999999,0.5056448647058822,0.5069897623529412,0.5087707194117648,0.50953574,0.5100526729411765,0.5105329141176471,0.5110573905882354,0.5114188811764705,0.5121510229411763,0.5127743788235293,0.5133256047058822,0.5143087694117646,0.5152390605882352,0.5159691811764706,0.5165967082352941,0.5170301905882353,0.5172754394117647,0.5145471347058824,0.5131182676470589,0.5123895641176471,0.5121797464705883,0.5120866447058824,0.5116488211764706,0.5112264476470587,0.5109761688235294,0.5105028935294117,0.5100242405882353,0.5096704323529412,0.5089706617647058,0.5083598829411765,0.507903585882353,0.5073085117647059,0.5064663805882352,0.5055558335294118,0.5077033223529411,0.508483668235294,0.5088763735294117,0.5090948264705881,0.5090699223529411,0.5090258305882353,0.5088399629411765,0.5084669241176472,0.5080765970588237,0.5077687294117648,0.5074328882352941,0.507368991764706,0.5071587099999998,0.5067602835294117,0.5064442447058823,0.5058764717647057,0.5052395205882353,0.5039299576470588,0.5031480929411764,0.5020437347058823,0.5008498852941176,0.4999893711764706,0.4991722982352941,0.49838428647058824,0.4977102923529412,0.4971145994117647,0.49648821470588245,0.49589344529411766,0.4954512211764706,0.4950065464705883,0.49463666705882353,0.494270615882353,0.49454437294117654,0.4950588064705882,0.4961022276470587,0.4965764135294117,0.4973297623529412,0.4983075629411764,0.49891453941176467,0.4995116782352941,0.5001352664705883,0.5006144458823529,0.501067185882353,0.5015072982352942,0.5018978294117646,0.5022023282352942,0.502548345882353,0.501420474117647,0.4995541982352942,0.49838830176470594,0.49692275705882355,0.4953668023529411,0.49367920882352934,0.4924243794117647,0.4910837882352941,0.48962929058823523,0.4879799858823529,0.48644006470588225,0.4849973605882352,0.48371904,0.4825580970588234,0.4814277470588234,0.48038857470588237,0.4793385782352941,0.479736555882353,0.4809181511764706,0.48139200235294116,0.4821341852941176,0.4830185129411764,0.4840042688235294,0.48448111588235276,0.4850033617647058,0.4855127158823529,0.4860783376470587,0.48648121764705876,0.4867310482352941,0.48679118764705887,0.4867395205882352,0.48653678294117647,0.48602823,0.48586358529411766,0.48597610058823537,0.4855387570588236,0.485516304117647,0.48589757176470594,0.48651992882352946,0.48726675705882344,0.4880025894117646,0.48834305999999994,0.4879997494117646,0.487283538235294,0.48670861294117634,0.4858956247058823,0.4847803411764706,0.48320158823529413,0.48204126470588227,0.48102753647058827,0.47957404117647057,0.47787558941176467,0.4765607105882353,0.47482410294117655,0.4727312894117648,0.4703896441176471,0.46803142352941185,0.46582121117647063,0.4638855170588236,0.4627950429411765,0.4620874323529412,0.46130840705882353,0.4608285305882353,0.4605441411764706,0.4620572352941177,0.4625475435294118,0.4628656247058824,0.4637952682352941,0.4648926594117647,0.4657339464705882,0.46666459588235293,0.4673111564705883,0.4674637176470588,0.46735890117647066,0.4668350635294118,0.4660978835294117,0.46553594352941174,0.4649623611764706,0.4641797311764706,0.46340451470588234,0.4624439805882353,0.4599610135294118,0.4580688135294118,0.4565009252941176,0.4543783652941177,0.45212234588235295,0.4502181576470588,0.4481300158823529,0.44624713352941175,0.44478394294117646,0.4435283670588235,0.4425312417647058,0.4417872158823529,0.4407736017647058,0.43981286941176473,0.4388858311764706,0.43854558000000005,0.4377886764705882,0.4367503611764706,0.43527512823529413,0.43358759058823537,0.43169665941176477,0.4298745641176471,0.4281889582352941,0.42664027823529416,0.42494245117647067,0.4230947788235294,0.4213983435294118,0.4198255570588235,0.4181882611764706,0.41670749764705883,0.41518631941176465,0.4137228499999999,0.41171368117647056,0.4103026670588235,0.4091915635294118,0.40841842588235294,0.40764414235294116,0.4069887617647059,0.40635023941176474,0.4057078264705883,0.40502846941176474,0.4045953170588236,0.4043718470588236,0.4040830717647059,0.40378643941176473,0.4035309529411764,0.40323250941176475,0.40376036235294116,0.4041522623529412,0.4017986694117648,0.39895832235294115,0.39626434176470593,0.3928440435294118,0.38975278,0.38673193294117647,0.38374511529411764,0.38084361058823524,0.37804233411764704,0.37530587941176474,0.3726928382352941,0.37010159705882345,0.3674450964705882,0.3647433058823529,0.36187522294117647,0.35836806647058816,0.35499220352941174,0.3542790288235294,0.3540199888235294,0.3537734041176471,0.35449485352941174,0.35507007941176466,0.3557079058823529,0.35617032235294116,0.35652191352941176,0.35674457647058827,0.3568841047058824,0.35695837529411767,0.3569964223529412,0.3570415941176471,0.3586711917647059,0.3600676517647059,0.3614168188235294,0.3634788276470588,0.36529190058823524,0.3671654447058823,0.3690134923529411,0.3707155976470588,0.3722746776470588,0.3736459611764706,0.3750713270588235,0.37642055352941184,0.3777033858823529,0.37884277176470593,0.37987501058823536,0.3807842852941177,0.3815776441176471,0.38071580000000005,0.38013425,0.3789869076470588,0.37716931117647057,0.37539466,0.3737774794117647,0.37228187117647066,0.3708835164705883,0.3695995217647059,0.36863553235294116,0.3676382011764706,0.36666947529411764,0.36579058941176473,0.3650040011764706,0.3643213752941176,0.3626018888235294,0.3606614264705882,0.3592610988235294,0.3581078635294118,0.3577441247058823,0.3574251258823529,0.3572819747058823,0.3570337629411764,0.3567751605882353,0.3565040882352941,0.3561613052941177,0.3555971705882353,0.35490227352941184,0.35418341882352944,0.35338370117647067,0.35259072999999996,0.35171075705882354,0.35184977000000006,0.35234353294117643,0.3524256894117647,0.35232172,0.3518424405882352,0.3513275270588235,0.35088060470588234,0.3504088605882353,0.349886724117647,0.34938119470588236,0.34884406058823525,0.34836912176470586,0.3480175576470588,0.34766577235294116,0.3473548511764706,0.34777472470588233,0.3479427976470588,0.3476515994117647,0.34674096823529416,0.3460333911764706,0.3453095547058823,0.34469409647058813,0.3441877005882352,0.3436900564705882,0.3432419770588235,0.34286267764705886,0.342542954117647,0.3423103576470588,0.34201685058823533,0.3417630594117647,0.34151031352941175,0.3412254758823529,0.34019854470588234,0.33944514176470586,0.3392750917647059,0.3396733541176471,0.33985263235294116,0.3401077911764706,0.3403080682352942,0.3403551047058824,0.3403249929411766,0.34017997411764717,0.33983988882352945,0.3394154382352942,0.33901298235294114,0.3386421288235294,0.3381844494117647,0.33709670823529414,0.3364112441176471,0.33616037352941186,0.33617890882352947,0.33621970588235295,0.33634841,0.3364747935294117,0.33638457470588234,0.33635365176470583,0.33630231999999993,0.3363140223529411,0.3365188541176471,0.33678636352941177,0.33704047764705886,0.3372704605882353,0.33755657999999994,0.3378715047058824,0.33875927352941176,0.33929187823529405,0.33941336235294123,0.3392432064705883,0.3389399488235294,0.33865954058823533,0.33846162294117654,0.33846037117647065,0.33842257647058827,0.3384512517647059,0.3385150270588236,0.3384999505882353,0.33855955176470587,0.3386610794117647,0.33864864812499995,0.33862788466666666,0.33863413714285706,0.33871079615384614,0.33877840833333334,0.33881610909090915,0.33891801000000005,0.3392037255555556
pNuLoCDScore	-0.04981665039215685,-0.0677838356862745,-0.08082459745098036,-0.08792925980392158,-0.09321306862745096,-0.09589130156862744,-0.09611009862745096,-0.09563117450980385,-0.09193126862745091,-0.07878096876470583,-0.06657115427807486,-0.05607015019607842,-0.0473950214027149,-0.03968717058823526,-0.03319609109803917,-0.02720058900735295,-0.02287465999999999,-0.00467251294117646,0.009125265882352934,0.015827701176470615,0.02164667647058821,0.025617526470588264,0.028033005294117647,0.02986106823529408,0.02892346411764704,0.02804625529411764,0.026754562941176507,0.025401461764705896,0.02407008529411761,0.023578759999999976,0.02314581294117643,0.023284978823529423,0.024572405294117694,0.028603441176470595,0.03308220529411765,0.037842771176470585,0.04181362294117652,0.043582808823529384,0.0433597288235294,0.04187882176470589,0.040187387647058787,0.03895793058823527,0.03876414117647059,0.0393294964705882,0.0398414405882353,0.04019427882352944,0.039122674705882404,0.037102230588235335,0.03681113176470588,0.028223147058823533,0.02027916823529413,0.013174328823529424,0.007144867647058822,0.0033484570588235563,0.001507148235294159,0.0011744694117646615,0.001098905882352924,0.0017080617647058371,0.001789786470588195,0.0006902352941176026,-0.00023694882352942592,-0.001426741764705891,-0.0011328052941176614,0.00018983411764703084,0.0002969347058823235,0.005054980588235308,0.014281074117647091,0.021106871176470587,0.026226855882352934,0.030158232352941156,0.03319685117647059,0.03498840529411776,0.03572046352941183,0.03597273705882362,0.03561666411764705,0.03503639529411767,0.03481990588235298,0.034524925294117714,0.033487262352941194,0.03161110764705882,0.028414918235294073,0.026793497058823557,0.016799176470588206,0.009955400588235297,0.0020324041176470187,-0.004330817647058838,-0.01040272941176476,-0.01514741176470602,-0.019113340000000062,-0.022502735882352964,-0.0249880770588235,-0.027441969999999982,-0.030108368235294114,-0.03336471117647066,-0.036171861176470615,-0.03884351117647061,-0.040627400588235274,-0.04099770176470596,-0.0388157411764706,-0.03541077235294118,-0.03093288470588232,-0.02575830235294116,-0.021114265882352906,-0.017266957647058767,-0.014675099999999969,-0.012369544117647069,-0.01039397999999997,-0.008694728823529396,-0.006528952941176475,-0.0042063117647059,-0.001042714117647059,0.0021704129411764805,0.012314256470588258,0.021365359411764734,0.030179751764705887,0.03712887764705883,0.04428217294117645,0.04994602235294118,0.056029459999999975,0.06213244705882354,0.06905320529411757,0.07638601235294112,0.08320639941176472,0.09037155764705879,0.09715956588235289,0.10342068470588231,0.10963116176470586,0.1154857117647059,0.11426405764705883,0.10652118882352943,0.09883509294117646,0.09069855529411769,0.0826642205882353,0.07466968294117643,0.06597646941176466,0.057485752941176416,0.04933500058823531,-0.026250600222222226,-0.03997625022222226,-0.05245757986928108,-0.05812372810457522,-0.06061853751633993,-0.06054067716339874,-0.05990861092810462,-0.0600680732810458,-0.06019786269281051,-0.05729873174117649,-0.055404728663101616,-0.05280799158823529,-0.049985227660633486,-0.04728935689495799,-0.04449658139607844,-0.04227386595588235,-0.04040406952941178,-0.028149667176470577,-0.017187813117647055,-0.012394104058823505,-0.01048120111764704,-0.010737270294117626,-0.011560848882352912,-0.011067957705882328,-0.010374215941176448,-0.009151126882352922,-0.006838471588235279,-0.004990976294117655,-0.003569720999999984,-0.002288020352941178,-0.001429123529411755,-0.0007055344705882705,0.00016359935294117667,0.002103369941176464,0.005386771117647057,0.008110327058823544,0.00984054617647058,0.010934805588235272,0.011955483823529373,0.012931910294117624,0.013422052294117637,0.014078744411764668,0.014750321823529394,0.015390893588235283,0.015869070647058822,0.01603835594117646,0.01612958111764705,0.01638155347058827,0.01592765670588235,0.015935847529411767,0.014420484294117658,0.01282035899999999,0.011466274588235306,0.01047312958823532,0.010167078647058847,0.009827775117647083,0.009898096058823538,0.010119373470588278,0.010571987823529402,0.011420442529411781,0.011871951941176448,0.012551587823529442,0.013578842294117668,0.014497826764705818,0.01625122882352939,0.018437045941176483,0.02070254770588234,0.022654417999999996,0.025245925647058826,0.028206790058823497,0.030562292176470565,0.03182777841176464,0.032501550176470564,0.032743666882352945,0.03263900335294119,0.032106516882352956,0.03153834747058824,0.03127230982352938,0.031036775117647047,0.03079495594117654,0.0289907847647059,0.02720506505882353,0.02610475741176474,0.02408407976470589,0.02205402152941177,0.01927224505882355,0.016671446823529446,0.014443310588235364,0.013275189411764726,0.012683967647058814,0.012193425294117627,0.011775475882352893,0.01204160529411763,0.011989665882352923,0.011882942352941156,0.01174936176470584,0.012968408823529398,0.01488781058823524,0.01549545647058817,0.016640897647058783,0.018801780588235284,0.02198873882352942,0.02546964235294119,0.029344815294117643,0.03301558411764707,0.036094464705882345,0.03916245117647055,0.04243782882352942,0.04541031352941177,0.04790822000000003,0.050662881764705875,0.053420794705882374,0.05874774117647061,0.06283862176470595,0.06740795058823534,0.0724377576470589,0.07593887352941178,0.07831919823529412,0.07951462176470586,0.0803073164705882,0.08039159705882357,0.08039895352941179,0.08029338588235296,0.07966714647058823,0.07884831352941188,0.07846045882352942,0.07788831235294125,0.07685172294117645,0.07308255470588237,0.06627803470588231,0.059477318235294147,0.053206774117647015,0.047333515882352906,0.042007935294117615,0.037639355294117605,0.033696931764705895,0.029837475294117566,0.02625968588235289,0.022989049411764717,0.019806198235294115,0.016743707647058736,0.013784111176470604,0.010504482352941158,0.007713223529411839,0.0019089811764705922,0.001360387058823631,0.0011567999999999579,0.0009642117647058468,0.00038790352941175943,-0.0003053276470588173,-0.0011324817647058172,-0.0029733817647058514,-0.004954375882352924,-0.007275748235294144,-0.009185913529411727,-0.011146295882352886,-0.012871929411764793,-0.014412602352941284,-0.01562628058823534,-0.016650221176470636,-0.014404791764705882,-0.011313625294117724,-0.010579971176470582,-0.01013124999999998,-0.00968740411764707,-0.009088795294117658,-0.008698558823529434,-0.007577774117647096,-0.005272664117647041,-0.0020988629411763937,0.0010360864705882822,0.003855855882352932,0.0066692958823530435,0.009172797647058861,0.011249947058823484,0.012983678823529299,0.015520218235294037,0.012684010588235206,0.012723958235294042,0.013191183529411787,0.014333575294117662,0.015409387058823554,0.016832897647058864,0.018387257058823547,0.01924812941176468,0.01922672529411762,0.018168274117646988,0.01775019588235288,0.017742221176470563,0.017995842352941216,0.018460117647058905,0.019383218823529558,0.019195736470588254,0.0199614311764707,0.022077432941176478,0.02308303352941171,0.023071001764705834,0.022548752352941126,0.021418801764705786,0.01998179882352935,0.018250171176470542,0.01691678235294114,0.016602655294117585,0.016608242941176465,0.015854668235294134,0.014347077058823543,0.012730101764705903,0.010782122352941181,0.008848020000000012,0.007778624117647015,0.005127198823529522,0.0022536164705883044,0.00037234764705890155,-0.0008454905882351871,-0.001917485882352854,-0.003110429411764648,-0.004228764117647055,-0.004961811176470543,-0.006146409999999991,-0.007748181176470581,-0.009066614705882381,-0.009747827058823544,-0.010199180588235324,-0.010663818823529458,-0.010985862352941134,-0.011188511176470517,-0.011304734117647042,-0.01072985529411763,-0.009673937058823467,-0.009318853529411752,-0.009090132352941205,-0.008275582941176474,-0.0068391958823528776,-0.005628283529411804,-0.004699542352941122,-0.0038475711764705545,-0.003214391176470599,-0.0026671941176470426,-0.002191699411764614,-0.0017865399999999476,-0.0014253611764705187,-0.0005147794117646987,9.849411764684124e-06,0.0005218347058823514,0.0002514794117646213,0.000530142352941132,0.0010647329411764828,0.0014825923529412366,0.0013083605882353022,0.0010814800000000235,0.0012247423529412327,0.0013461294117646516,0.0015060429411764553,0.0018057847058823295,0.0022948258823527468,0.0027623158823528726,0.003360956470588039,0.0036628464705881214,0.003476906470588126,0.003493619999999975,0.0036282764705882764,0.0035364676470588385,0.0034363594117647334,0.0034202623529411835,0.0034437252941176832,0.0033430041176470415,0.0031307223529410955,0.00278310882352939,0.0025691229411764493,0.002289017058823506,0.0018503335294119405,0.0013089370588235671,-0.0012794023529411058,-0.004103575882352939,-0.0057629788235292745,-0.007122320000000071,-0.008218531176470645,-0.009090940588235341,-0.009844256470588286,-0.010615258823529428,-0.011431299411764684,-0.012214551176470578,-0.012822072941176488,-0.01327731352941175,-0.0136504482352941,-0.0139596870588235,-0.014359230000000112,-0.01470357,-0.012947683529411669,-0.009237863529411694,-0.006262691176470603,-0.004360356470588078,-0.0032140441176470302,-0.0026571799999999812,-0.002284100000000011,-0.002174416470588303,-0.0021048052941177176,-0.0019476517647057934,-0.0018138099999999158,-0.0018013276470587591,-0.0018318005882352884,-0.0018538811764706176,-0.0017735076470587474,-0.0013986852941176853,-0.0009760823529412765,-0.0034668564705883087,-0.007729447647058851,-0.011536273529411889,-0.014250627058823573,-0.016737218823529465,-0.01928972529411771,-0.02214108941176468,-0.024151841176470512,-0.0261563547058824,-0.028274767058823536,-0.030211108823529398,-0.032179911764705804,-0.03416527529411756,-0.03613367000000001,-0.038236525294117696,-0.040466391764705845,-0.04154865823529408,-0.03982701882352946,-0.03575129529411758,-0.03203612176470583,-0.028749158823529408,-0.024941431764705813,-0.020538649999999936,-0.016302129411764676,-0.012778106470588246,-0.009299528235294174,-0.005805265294117623,-0.0023721070588235693,0.0010048705882352293,0.00424955999999993,0.007291312352941226,0.007729206470588168,0.008490531764705822,0.007832096470588246,0.005050725294117597,0.002620052941176565,0.000993791176470693,-0.0010642294117647055,-0.003126017058823538,-0.005966747058823663,-0.008432234117647042,-0.01088127176470588,-0.013272980588235339,-0.01569065117647067,-0.018067884117647093,-0.02030565470588236,-0.022445814117647067,-0.0219780135294117,-0.019434755882352883,-0.016926943529411764,-0.014118319999999962,-0.011917636470588355,-0.01073283647058837,-0.009557639999999978,-0.008573211176470641,-0.007501237647058845,-0.005918162352941181,-0.004159027647058777,-0.002594864705882327,-0.001150168235294069,0.00016263529411775224,0.0012990117647058708,0.002505807058823528,0.003977554117647053,0.0020440376470588495,7.291588235291968e-05,-0.0017054482352941713,-0.0034244517647059047,-0.004427022941176417,-0.005075177647058837,-0.0057488188235294,-0.006282632352941131,-0.007042453529411796,-0.00804233058823528,-0.009246650000000078,-0.010444935294117663,-0.011704382941176539,-0.012960801176470554,-0.014035110588235256,-0.01531912000000002,-0.015903669411764715,-0.014971105294117631,-0.013940706470588204,-0.01342792058823522,-0.012883982352941165,-0.012487359411764709,-0.01211969176470587,-0.011684898235294061,-0.011217516470588218,-0.011014201764705939,-0.01057516117647056,-0.009733798823529372,-0.008770063529411787,-0.007524517647058804,-0.006391577647058833,-0.006409783529411739,-0.006015135294117652,-0.006627689999999964,-0.007747381176470586,-0.008473873529411813,-0.009192255882352951,-0.010177712352941182,-0.011213550588235338,-0.0126395388235295,-0.014030964117647066,-0.01514982529411768,-0.016054581176470573,-0.01721565176470588,-0.01835889117647055,-0.019385731764705927,-0.020452990588235298,-0.020399392352941192,-0.019671210588235316,-0.019190567058823577,-0.01878508941176471,-0.01848236058823527,-0.018108440000000003,-0.01749117,-0.016575183529411786,-0.015151640588235288,-0.013555767058823526,-0.01195213764705877,-0.010393932352941171,-0.008720857058823528,-0.006866916470588236,-0.005243601764705869,-0.003655349411764708,-0.0021329476470587916,-0.0018394176470587775,-0.0009480605882352111,8.883823529412527e-05,0.001150229411764736,0.0020875264705882968,0.002911001764705906,0.003493998823529465,0.0037238064705882867,0.0035232688235294074,0.0033201264705882416,0.0023057417647059097,0.0012645205882353405,-0.000187395294117626,-0.0015482299999999838,-0.002786489999999975,-0.0040199641176470735,-0.004854391764705868,-0.0054934800000000505,-0.006532173529411767,-0.0076276870588235235,-0.008521279411764726,-0.009236937647058796,-0.009751876470588228,-0.010109654705882348,-0.010172188235294116,-0.009999771764705873,-0.009112526470588245,-0.007614384117647088,-0.0060151564705882565,-0.004357134705882337,-0.0029857494117647154,-0.0013642705882352668,6.251176470545294e-06,0.0005731494117647007,0.0011333317647058694,0.0015504805882352868,0.0018965811764705964,0.0020510299999999815,0.0021374758823529405,0.0021155911764705604,0.0019215558823529322,0.0016306782352940863,0.0012617117647058529,0.00022942352941174304,-0.0007691241176470687,-0.0019654800000000194,-0.0029375164705883194,-0.0042021888235294624,-0.005585075882352936,-0.006508111764705865,-0.006994994705882357,-0.00709834647058824,-0.006994945882352943,-0.006841985882352963,-0.0066778964705882515,-0.006446758235294114,-0.006139655882352935,-0.005813878823529406,-0.005552599411764753,-0.005277057058823559,-0.004902777058823554,-0.0044959370588235625,-0.004135237058823488,-0.0037400423529411753,-0.0029241700000000315,-0.002207271764705865,-0.0015229117647058699,-0.0009608341176470803,-0.0007603664705882474,-0.00048382647058820005,-0.00025944176470585334,-7.15458823529469e-05,6.001705882352493e-05,9.368823529412595e-05,0.00024989176470588403,0.0003962370588235231,0.0005117158823529366,0.0006208623529411761,0.0007293605882352783,0.0007695282352941368,0.0006627652941176843,0.0002945682352940848,-0.0004131882352941263,-0.001250791764705883,-0.0018648300000000118,-0.0023984758823529795,-0.0030053052941176883,-0.0035612052941176586,-0.0040264064705882174,-0.004427434117647011,-0.0048299523529410915,-0.005227136470588173,-0.005500287058823439,-0.0058022799999999375,-0.006155327647058784,-0.005839755294117649,-0.005711681764705906,-0.005397470588235281,-0.004495623529411769,-0.0035044094117647473,-0.0026342305882352812,-0.001911544117647046,-0.0010462994117647062,-0.00015765882352936078,0.0006126570588234903,0.001356975294117574,0.002046744117647048,0.002671659411764671,0.0030920005882352497,0.0035261482352940965,0.004083218235294117,0.004062797647058802,0.003736151764705903,0.003687084117647038,0.003365701764705853,0.002857358823529471,0.0025469858823529423,0.002227154227941175,0.0018490674901960602,0.00144353596638655,0.0011314198642534135,0.000904705980392162,0.0006623013368983743,0.0004464254705882076,0.0004155788235294111,0.00024933352941178266,2.084941176472288e-05,-0.0002480641176470233,7.764882352942482e-05,6.687529411766868e-05,1.549529411770667e-05,0.00015625764705881617,0.00014981176470588164
pNuLoCRank	Low
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
