UniprotID	Q75VX8-2
pNuLoCScore	0.21797491933333332,0.20295226189999999,0.1919643808181818,0.18508189699999997,0.17798756569230767,0.17244379028571427,0.16779753226666663,0.16369460437499997,0.16010277352941174,0.13987308911764706,0.12123100411764709,0.10775741794117648,0.10241839794117646,0.09993573264705881,0.09781486764705882,0.09899326411764706,0.10165191564705882,0.10459451070588234,0.10730790864705883,0.10932692100000001,0.10967675482352943,0.11109560129411766,0.11217334776470589,0.1130806765882353,0.11406652447058824,0.1138390435882353,0.11326390388235293,0.11252974005882352,0.11244687152941175,0.11219018211764706,0.11231727035294117,0.11240024570588235,0.11248682452941178,0.11284936476470589,0.113316603,0.11418493476470587,0.11505363299999999,0.11624703417647059,0.11733628241176469,0.11853426770588235,0.1196440612352941,0.1206003812352941,0.12259572976470588,0.1246899568235294,0.12691088094117647,0.1285381656470588,0.12970709505882352,0.13043334623529412,0.13157564823529413,0.13246508823529413,0.13296561823529413,0.13330298647058822,0.13342947529411764,0.13345960647058824,0.1331756788235294,0.1329642970588235,0.1328559288235294,0.13140183117647056,0.13125192470588234,0.1320500388235294,0.13330495235294115,0.1345548188235294,0.1350453482352941,0.13556901176470587,0.13571717470588232,0.13558574647058821,0.13589112941176468,0.13601981117647058,0.13592914352941174,0.13623263705882352,0.13638119294117645,0.1366787488235294,0.13687526411764703,0.1369270964705882,0.13829487647058822,0.13850494352941176,0.1378939105882353,0.13686693941176473,0.1356752805882353,0.13510029529411768,0.13442623705882353,0.13402772294117646,0.13398588235294118,0.13372099411764707,0.1337032829411765,0.13391250764705886,0.1339065694117647,0.1340409088235294,0.1349664629411765,0.1369649011764706,0.1396304982352941,0.14226865941176467,0.14445958588235294,0.14564424588235292,0.14674918882352941,0.14783966352941177,0.1490682611764706,0.15046692529411765,0.15215378588235295,0.15383960058823531,0.15552358588235296,0.1570454388235294,0.15864366941176467,0.16013404,0.16153037647058824,0.16218541588235297,0.16194530588235295,0.1608416611764706,0.15979247705882355,0.15901519470588238,0.1592356117647059,0.15946955588235295,0.15992217529411765,0.1603291188235294,0.16064059411764708,0.16063956294117648,0.16030140470588236,0.16000250588235293,0.15981387882352943,0.1594483488235294,0.15762224058823526,0.15663061823529412,0.15595473529411766,0.15556283529411766,0.1556493864705882,0.15549118352941177,0.15542612470588235,0.1557221347058824,0.15678758,0.15830583529411765,0.16001297176470586,0.16189033823529414,0.1632527217647059,0.16491034352941175,0.1664474505882353,0.16791476999999996,0.16934087235294115,0.17235214411764702,0.17460864647058819,0.17602485941176468,0.17721169588235292,0.17752297058823527,0.1780375270588235,0.17837558470588233,0.1783728276470588,0.17749402764705882,0.17533555941176468,0.17316922764705883,0.17077316294117642,0.16901559294117646,0.16664666764705882,0.16422980823529415,0.1574108388235294,0.1509562888235294,0.14474300705882354,0.1389980461764706,0.13387917411764705,0.12854874729411767,0.1240574187647059,0.11983082170588236,0.11608992370588236,0.11242341988235295,0.10914375435294117,0.10653326082352942,0.10377192435294118,0.1010102737647059,0.09772891376470588,0.09515082235294117,0.09260047729411765,0.09441805588235294,0.09618415764705882,0.09764885352941174,0.09870535088235294,0.09960304764705881,0.10059193152941176,0.10115719123529411,0.10163404888235295,0.10174367629411764,0.10184132070588235,0.10190282976470588,0.10196791741176472,0.10199968882352943,0.10224201352941177,0.10302108529411766,0.10437762729411765,0.1059272305882353,0.10735384670588237,0.10841228352941179,0.10943550529411766,0.11015693941176471,0.11049156588235295,0.11062463941176472,0.11085056,0.11115075705882353,0.11161652117647057,0.11212431447058824,0.11273000741176471,0.11334927623529412,0.11395908658823531,0.11457775188235296,0.11518641129411765,0.1148925727647059,0.11441639805882353,0.11406599629411764,0.11371783535294117,0.11316196947058824,0.11260237005882351,0.11219371005882353,0.11156912799999999,0.1108523674117647,0.10989368505882352,0.108959418,0.10815697176470587,0.10725828529411764,0.10636164941176471,0.10546804647058824,0.10784592411764705,0.11011410529411762,0.11195373147058821,0.11380499088235294,0.11557290147058824,0.11738308264705884,0.11931209205882354,0.12158499264705881,0.12377001794117648,0.1264368711764706,0.12899739117647058,0.13171884235294118,0.13437383588235294,0.13687766294117645,0.13940729999999998,0.14190082294117645,0.1445214082352941,0.14393574823529412,0.1434880811764706,0.14370791882352946,0.14405952941176473,0.14489350294117648,0.14586528647058822,0.14706268705882355,0.14825717764705879,0.1497741694117647,0.15126416411764707,0.1529390617647059,0.15466040882352938,0.15634664647058824,0.15798291117647056,0.15958619705882354,0.15999713000000002,0.1592845994117647,0.15982387823529412,0.16056929823529412,0.1611398870588235,0.16175644588235294,0.16197080176470585,0.16228532705882356,0.1625846911764706,0.16269698823529413,0.16282690352941176,0.1628695482352941,0.1628491076470588,0.16288340352941177,0.16308768588235292,0.16329710764705885,0.1635638511764706,0.16521057705882353,0.16784445294117648,0.16914561058823527,0.17024052764705883,0.17117689588235296,0.17208594823529413,0.1731186017647059,0.1741065717647059,0.1749893588235294,0.17597783411764703,0.17686053705882354,0.17779321470588236,0.1787572129411765,0.17964972529411763,0.18022301764705884,0.17628399529411767,0.1730344411764706,0.16939537764705884,0.16637659882352943,0.1638573111764706,0.16122752529411766,0.15854727705882354,0.15591313764705883,0.15335898588235294,0.15101752647058825,0.14874814647058823,0.14660829941176473,0.14446098470588237,0.14240530647058824,0.14015768588235292,0.13726594294117647,0.13397881529411765,0.1355732111764706,0.13649218058823528,0.13782673352941172,0.13865524941176474,0.13909703588235292,0.13964733705882354,0.14054314294117648,0.14124358235294118,0.14196136235294118,0.1423624511764706,0.1425464094117647,0.14227266176470585,0.14174055470588232,0.14090128941176472,0.1411317729411765,0.14925138941176472,0.15817457294117648,0.16617674529411766,0.1737070682352941,0.18073364000000003,0.1874021582352941,0.1938270994117647,0.20029643941176473,0.20678929647058825,0.2133915911764706,0.2197670594117647,0.22605108411764707,0.23165374,0.23766873176470588,0.2442546005882353,0.25112720588235293,0.2571317958823529,0.2560268511764705,0.2547011352941176,0.25382612352941175,0.2533604029411765,0.25318788764705885,0.2533789064705883,0.25377935,0.2540782829411765,0.25428796941176474,0.2542643035294118,0.2542190370588236,0.2543811805882354,0.25542427352941177,0.2563669370588235,0.25703127235294115,0.2602212323529412,0.2634244694117647,0.2664186182352941,0.26959812588235293,0.27178016588235293,0.2738936364705882,0.2758711417647058,0.2775657429411765,0.2790868376470588,0.2805603188235294,0.28209055,0.2837538335294118,0.2855583152941177,0.2872820294117647,0.28894793,0.2905706082352941,0.2921084917647058,0.29101147647058817,0.2899499652941176,0.2886908029411764,0.28710664176470585,0.28658937117647054,0.28612423823529415,0.2857311382352941,0.2854791676470588,0.2852708617647059,0.28514763235294116,0.2848999194117647,0.28451958411764705,0.28407634117647057,0.28353012470588235,0.2828980123529412,0.2829547823529412,0.28281947294117643,0.2825733670588235,0.28219151647058827,0.28207603294117645,0.28194271823529404,0.2816443594117647,0.2813161629411765,0.28101028823529417,0.2807237588235294,0.28048356470588237,0.2803071223529412,0.28009915117647066,0.27995375705882347,0.2798571158823529,0.27989253823529414,0.2799909717647059,0.2794280352941177,0.2791675805882353,0.2790166970588235,0.2789038076470588,0.2788138882352942,0.27890131941176477,0.2791992052941177,0.2793633611764706,0.27947776117647055,0.2796014729411765,0.2797186888235294,0.27977292235294116,0.27982928705882354,0.2799343047058823,0.2799935947058823,0.27837627823529404,0.2777796723529412,0.2772716641176471,0.27729823294117645,0.27733869882352946,0.2772463305882353,0.27717431294117645,0.27749543647058816,0.27785474235294116,0.2784074894117647,0.278851275882353,0.27926689470588234,0.27936434999999993,0.2795239435294117,0.27981250529411766,0.2801210288235294,0.2802557270588235,0.2819457664705882,0.2826184111764706,0.2832544711764706,0.2833063770588235,0.2833646417647059,0.2835295711764706,0.28362482117647064,0.28324595647058826,0.28275815705882357,0.28219685411764706,0.2818138617647059,0.2815698958823529,0.28172338294117644,0.2818064794117646,0.28178672941176464,0.28266344470588234,0.28324417058823537,0.28291595529411767,0.2824989258823529,0.28186719764705886,0.2805717741176471,0.2790281623529412,0.27675520764705874,0.2737254552941176,0.2712149270588235,0.26933970882352937,0.2676052582352941,0.2660559452941177,0.2645951688235294,0.2632884335294118,0.2620584041176471,0.26090413764705883,0.25896279529411764,0.2578201129411765,0.25791355941176475,0.2582531388235294,0.25873056647058823,0.25991966647058823,0.26150708411764706,0.26369506941176474,0.266720094117647,0.26930968470588235,0.2712820076470588,0.2731298952941176,0.2746873805882353,0.27611826411764706,0.2773218382352941,0.27562098941176466,0.2749902529411765,0.2744220717647059,0.27344451647058826,0.27275243117647063,0.2720929317647059,0.2716550235294118,0.271676895882353,0.2715500841176471,0.27166395000000004,0.2720259876470588,0.27232971941176465,0.2726904835294117,0.27309457000000004,0.27363396411764707,0.2741215770588235,0.2746195770588235,0.27792996705882356,0.2800871588235294,0.2819916341176471,0.2840132205882353,0.28554228823529415,0.28685858647058826,0.2879793788235294,0.28871852235294115,0.2893845488235294,0.28997633882352947,0.2903522847058824,0.2907183847058824,0.29101146235294123,0.2912669929411765,0.29139603352941174,0.28781367470588237,0.2860460805882353,0.28496852941176476,0.28418525647058823,0.2833927705882353,0.28275991529411765,0.28225120000000004,0.2819137958823529,0.28170928999999995,0.2815178094117647,0.2813332958823529,0.28119836,0.28073255705882355,0.2801235923529411,0.27962183352941183,0.27920756764705884,0.27896123529411776,0.28243122529411774,0.2841274017647059,0.2851967105882353,0.2860535729411765,0.2870409917647059,0.2879200252941176,0.2887203347058823,0.2893466882352941,0.2898803705882353,0.29030566235294114,0.2907771052941177,0.29121697705882355,0.2919041435294118,0.29278309764705884,0.2936152017647058,0.2949145723529411,0.29639586705882354,0.297689105882353,0.29808843117647066,0.2985014041176471,0.298747704117647,0.29859199117647056,0.2979735117647058,0.2968867470588235,0.29548081235294116,0.2939510417647059,0.29227647764705883,0.29021267470588236,0.2879317205882353,0.28531266941176475,0.28267295647058827,0.28000909823529413,0.27700683117647057,0.2739399582352941,0.27113247235294113,0.26921269294117645,0.26732786411764703,0.265704035882353,0.26449813411764705,0.26383751176470593,0.26370061647058823,0.26391775588235294,0.26429441000000004,0.26483200352941183,0.26578220764705884,0.26698873705882353,0.2685630705882353,0.27273505588235303,0.2768833376470588,0.2811140717647058,0.28487070470588227,0.28862835352941174,0.29228109588235296,0.29562962705882356,0.2985638141176471,0.30134871823529413,0.30401441117647066,0.30656087117647063,0.3090752829411765,0.31156904647058825,0.31394640764705883,0.3162063282352941,0.3183479229411765,0.3203938017647059,0.31977890647058826,0.31918704823529415,0.31826460470588236,0.31762886941176477,0.31688165294117654,0.3161856411764706,0.31563324647058816,0.315278264117647,0.31500804647058817,0.31473251176470585,0.3144316094117647,0.31411234941176464,0.31375187882352934,0.3134794747058823,0.3132105852941176,0.31188314,0.31088258470588237,0.3102961447058824,0.31009699529411766,0.31001764941176474,0.30991608294117645,0.309724575882353,0.3094326776470589,0.30908053176470585,0.3087846435294117,0.3085711729411764,0.30841181999999995,0.30833975294117644,0.30826321882352936,0.3082042776470588,0.3081067029411764,0.3081138088235294,0.30927891941176466,0.31014951352941167,0.3106316029411764,0.3107007805882353,0.3107367835294118,0.3107778147058824,0.31095907176470594,0.3111994582352941,0.31151040705882355,0.31185325999999997,0.31215338235294116,0.31240858823529416,0.3126070517647059,0.3128408211764706,0.3129995364705882,0.31282653764705876,0.313519254117647,0.3136383582352941,0.31372926588235295,0.3136830323529412,0.3137757352941177,0.3138522329411765,0.31402589588235297,0.3144861876470588,0.3150073111764706,0.31555015823529414,0.3160587935294118,0.31649847000000003,0.3169599664705882,0.317439544117647,0.3178804394117647,0.31833732411764704,0.3191093394117647,0.3188954182352941,0.3191947682352941,0.3195045164705882,0.31996598235294116,0.3203245535294118,0.32063418117647063,0.32085029470588244,0.32073524000000003,0.3205231252941177,0.32031769117647063,0.32013323823529416,0.3200834541176471,0.3200151764705883,0.31994998823529414,0.3195189264705882,0.31935325411764703,0.3189168341176471,0.31840315647058826,0.31794291941176467,0.31744471235294114,0.31699839941176466,0.31656598176470585,0.31607638764705875,0.31558802882352943,0.315057814117647,0.3146017211764706,0.31407447058823523,0.3134963011764706,0.3127890711764706,0.3118644076470588,0.310762985882353,0.30990480647058827,0.3088177947058824,0.3080511005882352,0.30748324882352934,0.3068862611764706,0.30634862176470584,0.30579762176470593,0.30519716647058825,0.30462411058823535,0.3040007735294117,0.3034155176470588,0.30284551,0.30232509823529413,0.3018142352941176,0.3013664258823529,0.3014732717647059,0.3018499358823529,0.30183024352941185,0.3016398700000001,0.3016013935294118,0.3015318294117647,0.30124573235294116,0.30103699352941177,0.3008044111764706,0.3006800705882353,0.30050564117647066,0.3002604676470589,0.2999356776470589,0.29964225058823535,0.29944507058823533,0.2992933752941176,0.2991336164705882,0.29862110235294115,0.29799343941176465,0.2978372152941176,0.29771538705882356,0.2974587094117647,0.29718886647058823,0.2970788570588235,0.29684204941176473,0.29656080235294124,0.2960996847058824,0.29574957705882354,0.29552368647058824,0.29530342647058827,0.29499006588235294,0.29454906235294115,0.29026097588235295,0.28582732529411764,0.280948274117647,0.2768452711764706,0.2732994329411765,0.27194586375,0.2703759293333334,0.2685691528571429,0.26654245153846157,0.26424250833333335,0.26159784545454545,0.258565725,0.25481207
pNuLoCDScore	-0.05787214580392158,-0.07810183021568626,-0.09674391521568623,-0.11021750139215684,-0.11555652139215686,-0.11803918668627451,-0.1201600516862745,-0.11898165521568627,-0.1163230036862745,-0.09835775119411765,-0.08465647217112296,-0.07575497599999996,-0.06831081086877824,-0.06134818899159661,-0.055624184501960744,-0.05061392778676467,-0.0460362490588235,-0.02603404552941177,-0.007967100235294164,0.00477232211764704,0.01002847358823529,0.01225444947058825,0.01450240270588235,0.013406981588235292,0.010834908882352959,0.00825485405882355,0.006008694352941171,0.0048580137647058624,0.005376878176470562,0.005151432882352924,0.005162934647058803,0.0054535911176470525,0.005577536764705862,0.006761337647058802,0.009331825882352957,0.012160216764705883,0.01446400941176472,0.016347983529411747,0.01738982470588235,0.018033100529411775,0.019088823705882357,0.019615723470588237,0.019649015235294123,0.01911805170588235,0.01837584229411765,0.017212572294117656,0.01583939641176471,0.01443002935294116,0.013211867588235296,0.01080144994117646,0.008656194941176462,0.00736008199999999,0.006394071411764679,0.006016653176470599,0.005338253176470575,0.005135665529411748,0.004141526470588186,0.003120658235294088,0.002925511176470552,0.002716824705882359,0.0024996682352941,0.0027730305882352757,0.0032055141176470514,0.0037144517647058894,0.004019335294117632,0.005525265294117648,0.007042951764705874,0.006454904705882364,0.004588958235294149,0.0023121205882353224,0.0006299323529412038,-0.00046871647058818744,-0.0012909376470587874,-0.0015580235294117561,-0.0019052470588235004,-0.00229881705882351,-0.0022258605882352345,-0.0023201294117646543,-0.002474623529411746,-0.0026378400000000024,-0.0019088011764705204,3.7804705882382716e-05,0.001335621764705891,0.0037637158823529138,0.00656567529411764,0.008777306470588192,0.011073908235294111,0.01273936823529409,0.014642024117647062,0.01643920235294119,0.018167903529411777,0.020118606470588246,0.021820302941176456,0.023132931176470528,0.024737099999999956,0.026093131176470608,0.02656391352941173,0.02522051470588238,0.022314807647058843,0.018573001764705943,0.015332891176470603,0.01337094882352946,0.012486422941176495,0.011629892352941179,0.010853914117647051,0.009862193529411756,0.00848680823529413,0.006799962352941169,0.004777818823529401,0.002957067058823537,0.0011702094117647666,-0.0006856911764706042,-0.0039081358823529755,-0.005554797647058851,-0.005990570588235294,-0.0052788258823529555,-0.0041430905882353375,-0.0035240111764706095,-0.0038094870588235574,-0.003747421176470561,-0.003134595294117637,-0.0020232835294117513,-0.0006276223529412261,0.0012507752941176564,0.0029513170588235382,0.004907837647058821,0.006633571764705859,0.008466421176470562,0.011718631764705889,0.0157215258823529,0.018653911176470528,0.020462024117647026,0.021562309411764707,0.0220317870588235,0.02261140235294115,0.022653449999999936,0.021585247647058797,0.01918819235294117,0.015322587647058822,0.011278889411764692,0.0075204411764705215,0.004105249411764711,0.0001992170588235309,-0.003684961764705813,-0.011930033529411743,-0.02139585529411761,-0.02986563941176465,-0.03702681323529408,-0.04333252176470587,-0.0489742232941176,-0.053980108294117604,-0.05854476299999997,-0.06228290394117644,-0.06507060776470587,-0.06619180505882351,-0.06663596682352942,-0.06700123858823524,-0.06800531917647057,-0.06891775388235294,-0.06907898588235298,-0.06481036152941176,-0.056538232941176464,-0.04855884941176472,-0.04134919264705886,-0.03517382323529411,-0.028945699647058856,-0.02346548723529414,-0.018673630470588246,-0.014455874823529419,-0.010679743588235313,-0.00730243364705882,-0.004630431058823534,-0.001804006941176453,0.0009894150588235368,0.0045130997647058885,0.007870262941176487,0.01177715,0.011509174705882363,0.011169689058823554,0.010763430000000046,0.010730154411764725,0.010553891764705906,0.009899634352941195,0.009467448176470605,0.009216511117647055,0.009407080764705894,0.009775200470588219,0.010221484705882355,0.010762089999999988,0.011349587411764686,0.011717073058823538,0.011556666588235301,0.010808784000000002,0.00896534217647059,0.007062551352941163,0.0056537127647058455,0.0042823300588235025,0.0030050300588235213,0.0021108041764705543,0.001569070647058815,0.0007185679999999889,-0.0002983896470588332,-0.0017228361176470502,-0.0031648964705882354,-0.00457303564705884,-0.0060909909411764745,-0.007597437176470601,-0.009109705411764715,-0.007340487176470595,-0.004778467470588271,-0.002462666588235324,-0.0002610054117647004,0.001855066117647075,0.004221113176470601,0.006709722000000029,0.00939128258823528,0.01220088994117649,0.015584503764705895,0.019103706117647057,0.022759424352941177,0.026216864117647065,0.02961937764705881,0.033045650588235276,0.03643277647058821,0.03667548411764705,0.0338216429411765,0.0315343497058824,0.02990292794117652,0.028486627941176484,0.02751042029411764,0.02655319441176468,0.025477694411764742,0.024487159705882305,0.023337298235294096,0.022266772941176488,0.021220219411764718,0.020286572941176445,0.019468983529411787,0.01857561117647058,0.01768537411764709,0.015475721764705908,0.015348851176470585,0.016335797058823515,0.01686137941176466,0.017080357647058786,0.016862942941176462,0.016105515294117634,0.01522264000000001,0.014327513529411806,0.012922818823529442,0.011562739411764694,0.009930486470588196,0.008188698823529406,0.0065367570588235335,0.005104774705882359,0.0037109105882353055,0.003566721176470583,0.005925977647058822,0.008020574705882355,0.008576312352941151,0.009100640588235315,0.009420450000000025,0.010115146470588282,0.010833274705882329,0.011521880588235306,0.012292370588235263,0.013150930588235271,0.013990988823529449,0.01494410705882357,0.015873809411764722,0.016562039411764706,0.01692590999999999,0.012720144117647075,0.007823864117647072,0.0015509247058823616,-0.002769011764705842,-0.006383216470588232,-0.009949370588235307,-0.01353867117647059,-0.017205464117647062,-0.020747585882352954,-0.023971832352941147,-0.027229687647058798,-0.03025223764705881,-0.03333222999999999,-0.03635190647058825,-0.03949203941176471,-0.042957074705882364,-0.042305180000000026,-0.03746123000000001,-0.03290319705882355,-0.02854986529411771,-0.025202061764705852,-0.022130489411764737,-0.018899940000000004,-0.01536999470588235,-0.012115403529411761,-0.009056164117647064,-0.006385695294117644,-0.00406189000000004,-0.002188322941176518,-0.0006647517647059287,0.0007436035294118015,0.0038658300000000145,0.01527257411764707,0.022601361764705896,0.029684564705882377,0.035880334705882394,0.04207839058823529,0.04830512235294118,0.05417976235294117,0.059753296470588246,0.06554571411764706,0.07143022882352942,0.0774046082352941,0.08350467470588238,0.08938107823529415,0.09592817705882356,0.10335331117647059,0.10999543294117645,0.10788040647058819,0.09785227823529402,0.08852438999999993,0.08011905529411764,0.07262676294117648,0.06578572941176475,0.0595518070588236,0.05348291058823529,-0.015718005967320245,-0.029495883026143796,-0.038423206849673194,-0.04134314449673203,-0.04092884126143792,-0.038371292437908516,-0.032841864790849676,-0.028380604202614387,-0.025210055026143804,-0.015760600517647078,-0.009305469235294128,-0.004145405151960796,0.002242934230769239,0.007119734037815115,0.012029457392156842,0.015760221654411752,0.019574296176470565,0.037568772058823544,0.05112949176470587,0.059497362058823486,0.06472951529411766,0.06829127352941178,0.06831470647058825,0.06897576529411768,0.07106010964705885,0.07207253200000002,0.07262229405882355,0.07435974523529411,0.07418463317647055,0.07365920552941174,0.07425626141176468,0.07427891941176468,0.0739998126470588,0.07200068794117645,0.06898350558823527,0.06516641352941177,0.06014138058823526,0.053975795882352906,0.04799541882352937,0.04208757176470582,0.03586577705882346,0.029923138235294078,0.0245256388235294,0.018633422941176425,0.013514287058823515,0.010166151176470656,0.005666362352941212,0.0015219464705882868,-0.002692932352941102,-0.005496512941176479,-0.00759757764705879,-0.009627652941176429,-0.010422529411764664,-0.010605621764705808,-0.010234708823529393,-0.00939648705882351,-0.007981486470588162,-0.00668559941176472,-0.005596502352941207,-0.004170877058823491,-0.0022394382352941278,-0.0011498382352941872,-1.1311176470629736e-05,0.0014500588235293321,0.003274489411764614,0.004602390000000012,0.005657695882352959,0.006557264117647038,0.007246942352941155,0.007747555294117636,0.008083566470588222,0.008494635882352969,0.008396369411764693,0.008137866470588284,0.008037101176470635,0.007811399999999996,0.007575689411764758,0.007238327058823546,0.006661920588235309,0.005765995294117698,0.009654171176470633,0.012178460588235268,0.014741363529411772,0.016195894117647075,0.017295068823529436,0.017336698823529423,0.01785097000000005,0.018683592352941175,0.01963274000000001,0.019760931176470597,0.019807690000000017,0.020138635882352984,0.020536618235294124,0.020813328823529376,0.0213771076470588,0.022039574117647037,0.017646837647058794,0.009707644117647074,0.003410237647058778,-0.0012688735294117681,-0.004273981764705892,-0.005380085882352975,-0.005548724117647064,-0.006798237647058808,-0.00845517411764704,-0.008951318823529425,-0.008338804117647064,-0.008136331764705879,-0.008419570588235281,-0.008724848235294097,-0.009622518235294086,-0.010702429999999957,-0.018571198235294073,-0.021862992647058793,-0.023808252647058797,-0.022411614411764758,-0.022498692058823544,-0.022590732647058853,-0.023557006176470607,-0.023223902647058897,-0.022433185588235344,-0.021794756176470642,-0.02210525558823534,-0.021457560882352955,-0.019777488529411774,-0.01757657264705878,-0.015314408529411766,-0.012459183823529424,-0.00217428029411762,0.014666676470588225,0.029864382058823524,0.038717449705882395,0.04384468558823529,0.04842829500000004,0.051318076176470606,0.05320965264705885,0.05421636852941181,0.054240280882353026,0.0545562302941176,0.05361990676470585,0.050907059117647036,0.04810469499999992,0.04526787735294113,0.042473000882352924,0.04356083382352935,0.03608194029411768,0.02778366647058822,0.022234701176470584,0.019872231176470606,0.01740840000000002,0.016122916470588222,0.015529821764705909,0.015142027058823504,0.015561882941176441,0.016438152941176565,0.017304218235294155,0.01915906352941177,0.02105358470588231,0.022703554117647073,0.023929394705882345,0.020657189411764754,0.01587742117647062,0.012699901764705868,0.009957983529411796,0.007392974117647111,0.005324980588235273,0.0033255570588234806,0.0010216205882352947,-0.0007843776470587982,-0.002710159411764723,-0.005251004117647118,-0.007268111764705931,-0.009050236470588224,-0.01082719235294105,-0.01188039823529402,-0.012861845882352951,-0.012255011764705948,-0.007416177058823636,-0.004604092941176419,-0.0027399141176470687,-0.0004003870588236147,0.00043248117647054496,0.0007293235294117961,0.0013219423529411967,0.002322624705882348,0.004061667058823604,0.005993515882352973,0.007917148235294214,0.009872581764705901,0.01173987294117651,0.013634311176470515,0.015488515882352949,0.015869242352941182,0.01466042117647065,0.013514014117647077,0.012538391176470598,0.012059140588235373,0.012732502941176504,0.014738928823529396,0.016915293529411735,0.018543337058823495,0.019417825294117563,0.019664632941176485,0.01978410705882344,0.019309015294117604,0.018547527647058748,0.017434263529411798,0.016045120000000024,0.009214939411764711,0.0030860282352940804,-0.0032212329411764884,-0.008843304117647,-0.014756113529411807,-0.021545298823529346,-0.02938875764705884,-0.03826695941176467,-0.04665992470588229,-0.05464731529411759,-0.06156799294117646,-0.06772589176470586,-0.07312999117647057,-0.0779991988235294,-0.08225279352941178,-0.08575159411764707,-0.08366894529411761,-0.0750530394117647,-0.06531056352941178,-0.05592000941176481,-0.047063577647058846,-0.037537223529411856,-0.026975380588235287,-0.015693222352941183,-0.004064327647058857,0.007372008235294103,0.01793058941176462,0.027212121176470566,0.035376370588235284,0.043045482941176494,0.05017352235294115,0.05628858588235289,0.06198088647058814,0.06249080117647046,0.062163359999999945,0.06161172529411765,0.061620378823529415,0.06177998000000001,0.06084437294117645,0.05941649999999993,0.05720727941176462,0.05485838647058816,0.05225749117647063,0.05015391117647067,0.04853106764705889,0.0471164717647059,0.045605953529411825,0.04457586705882366,0.04373856000000009,0.04202021823529423,0.039584634117647066,0.03665532941176469,0.033261348235294086,0.02961730941176466,0.025950771176470655,0.022670972352941188,0.019599354705882477,0.01673797058823534,0.014201900000000045,0.011876394705882365,0.009840208823529373,0.0077650517647058215,0.005825646470588253,0.0038539588235293465,0.0011352217647058738,-0.001370740000000037,-0.0029520170588235306,-0.0036056194117646823,-0.0037746023529411366,-0.003503221764705855,-0.0030123682352941605,-0.0026190082352941513,-0.00231169176470597,-0.0018197217647059616,-0.0011979888235295055,-0.0007061282352942011,-0.0003217888235295119,-8.832294117649964e-05,0.00029950529411754134,0.0007292435294117827,0.0020409035294118305,0.004150658823529496,0.006045638235294248,0.007357435294117753,0.008123469411764728,0.00844852764705889,0.008616225882352946,0.008785206470588225,0.00886437294117648,0.008770072941176543,0.008475247058823576,0.008007828823529406,0.007662844117647116,0.007452746470588245,0.007219671764705948,0.006890714117647079,0.007511070588235302,0.00893586882352937,0.009751567647058756,0.010428523529411649,0.01112342941176464,0.01171530411764693,0.012469796470588213,0.01313959235294121,0.013862944117647102,0.014539013529411782,0.015174558235294178,0.01573629352941186,0.016317548235294188,0.01680868529411772,0.017238602941176462,0.017777581176470547,0.01722469647058822,0.014157972941176433,0.010009487647058724,0.006605231176470605,0.0039036229411764656,0.0018011864705883562,0.00015133000000006058,-0.0014682429411763676,-0.0028951852941176415,-0.004243823529411717,-0.00540561764705888,-0.006273002941176553,-0.00704569235294128,-0.007739180000000068,-0.008423701764705971,-0.009087476470588274,-0.010173334117647148,-0.010770281176470609,-0.009724829999999962,-0.009186131764705896,-0.00883270999999991,-0.008940235294117638,-0.00957605588235294,-0.010450230588235299,-0.01187936235294118,-0.013730307058823554,-0.015919038235294114,-0.018053215294117686,-0.02018725411764699,-0.02215093000000007,-0.024063559999999984,-0.02593220117647055,-0.027269555882352914,-0.0276421476470588,-0.02757176588235294,-0.02756342647058818,-0.02763268352941184,-0.027531675882353,-0.027190661764705915,-0.02658272705882364,-0.025345914705882377,-0.02323041941176468,-0.02049377588235285,-0.017655759411764615,-0.015079973529411761,-0.012722412941176375,-0.010573188823529422,-0.008627081176470597,-0.006249095882352951,-0.004701991176470577,-0.003338001764705889,-0.0021782417647059904,-0.0014706488235294302,-0.0009918605882353604,-0.0005267023529412218,0.00014321882352941184,0.0007652905882352679,0.0008476552941176219,0.000509815882352882,-9.171588235296069e-05,-0.000613357647058832,-0.0013291376470588312,-0.0018617241176470123,-0.0022395094117647063,-0.003119068823529414,-0.0041812888235294166,-0.005302171176470527,-0.006534381176470538,-0.006956474705882287,-0.0067218464705881,-0.006544997647058737,-0.006851213529411648,-0.007535875882352938,-0.008509297647058878,-0.009730880588235291,-0.011222311764705895,-0.01250163764705886,-0.012656817867647108,-0.012648227843137183,-0.012812875504201682,-0.013098020361990925,-0.012773621372549004,-0.012745035133689908,-0.012244157058823535,-0.012116076209150395,-0.011834326797385719,-0.011627863267973937,-0.011177681503268089,-0.010435165032679772,-0.009381490915032709,-0.008039786797385706,-0.006368036209150385,-0.004852270326797414
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
