UniprotID	Q96D71-2
pNuLoCScore	0.26306070444444446,0.258939195,0.25299042727272725,0.24488675999999998,0.23613046923076922,0.22766429785714284,0.22059976573333331,0.215292310375,0.21040457388235295,0.19164706211764704,0.17430311329411763,0.1617015706470588,0.15424344888235292,0.14944674711764702,0.14652636617647058,0.14615317441176473,0.1427287167647059,0.13816371382352943,0.13236366794117652,0.12797089500000003,0.12574200617647058,0.12510313264705883,0.12529522441176472,0.12510801464705884,0.12425294170588236,0.12320193405882354,0.12227619464705883,0.12114233935294119,0.12155073141176469,0.1225447837647059,0.12252242905882355,0.12279481411764707,0.1225264305882353,0.12194980411764705,0.12170289705882353,0.12184284411764705,0.12226305647058823,0.12293127882352942,0.12376559176470589,0.12466649705882353,0.1257721211764706,0.12665173352941178,0.12821777529411768,0.12981470235294118,0.13122201235294118,0.13220158294117648,0.1329674782352941,0.1335838411764706,0.13417770294117648,0.1348671917647059,0.1358025811764706,0.13666953764705886,0.13756550294117645,0.1386667605882353,0.13927149294117647,0.13960939235294118,0.13813547905882356,0.1379730843529412,0.13939528847058827,0.14139908435294118,0.14326909435294116,0.1444415578823529,0.14498412670588234,0.1453690890588235,0.14579079141176468,0.1460987872941176,0.14576452023529413,0.14541810847058823,0.14468534494117646,0.14384698552941177,0.14206295729411766,0.14106780964705884,0.14006510376470588,0.14092874411764703,0.14032515705882354,0.1384704723529412,0.13570797176470586,0.13316398294117646,0.1316771282352941,0.13064139705882355,0.1296584211764706,0.12866992941176472,0.12801162058823531,0.12798823705882353,0.12786795764705883,0.1278911505882353,0.1283478335294118,0.12950309235294122,0.13090648000000002,0.13191284235294118,0.13281048,0.13393138705882351,0.13476982999999998,0.13558391000000003,0.13584583411764706,0.13616674058823527,0.13604260588235292,0.13554679529411767,0.13562761764705886,0.13587075294117645,0.13629317588235293,0.13694175529411765,0.13771693117647058,0.13832662294117648,0.13897543705882354,0.13886078117647058,0.13918824588235293,0.13922003529411764,0.13930167647058825,0.13951790294117644,0.14000028529411762,0.14120472588235292,0.14253480529411763,0.14416811999999998,0.14621124764705878,0.14795449941176472,0.14960160882352944,0.15069373294117647,0.15179435647058823,0.15279659352941174,0.1555286841176471,0.15639424470588234,0.15741122470588237,0.15994068411764706,0.16378219823529414,0.16817248470588236,0.1725486223529412,0.17634083823529412,0.18000689411764703,0.18344808647058822,0.1867080123529412,0.18925084764705885,0.1912888823529412,0.19318101764705883,0.19550871000000003,0.19756425352941176,0.19972283529411766,0.20010220176470592,0.20255484529411769,0.20487766882352945,0.20548612705882358,0.20522834352941177,0.2043232729411765,0.2032487817647059,0.2025771782352941,0.20186525529411764,0.20109396117647058,0.20051998411764704,0.20053487823529412,0.2011172811764706,0.20178923588235292,0.2024768182352941,0.20334837,0.20453680823529413,0.20570658705882353,0.20653014882352944,0.20720909588235295,0.20802437588235295,0.20868927294117648,0.20931272529411765,0.21036349058823528,0.2117415223529412,0.2132748923529412,0.2156679223529412,0.21781284647058827,0.2201011494117647,0.22227598941176466,0.22443224294117645,0.2264351882352941,0.2267713635294117,0.22724653352941176,0.22727297411764705,0.22737017058823525,0.22742118823529409,0.22747929470588238,0.22758508176470588,0.22793868705882353,0.22825114823529416,0.2284440705882353,0.22860764,0.22818259823529416,0.2280479829411765,0.22800509705882355,0.22794743352941177,0.23239295882352942,0.23548614294117645,0.23932588176470587,0.24106617176470588,0.24375821882352944,0.2471130094117647,0.25118501764705886,0.25523528411764707,0.2575800129411765,0.25966023764705887,0.26195323294117645,0.26396448294117647,0.2659170841176471,0.26797836176470596,0.26983326117647055,0.2716302852941177,0.27361011470588226,0.2708405358823529,0.26940938529411756,0.26873339176470584,0.26948910705882356,0.2695266364705883,0.26904178,0.26797363117647066,0.2667980488235294,0.266340325882353,0.26582421352941177,0.2631734794117647,0.26079144823529415,0.2578742388235294,0.2548760270588235,0.25272565117647056,0.2562575952941177,0.2596673188235294,0.26177922352941174,0.2633410582352941,0.2645154835294118,0.26384403647058824,0.26285015352941177,0.26141524,0.25959589235294117,0.2569146688235294,0.2557982423529412,0.2548079805882353,0.2555936317647059,0.25671904705882354,0.2581697282352941,0.2595335411764706,0.26006438294117645,0.2546362705882353,0.2488968647058824,0.24468952882352943,0.2411607011764706,0.2385512923529412,0.23914013588235297,0.2408234111764706,0.24405064058823528,0.2483139117647059,0.2545592152941176,0.2611286811764706,0.26845199705882355,0.2760513588235294,0.28352393294117645,0.29128652,0.31020861529411764,0.32957400352941174,0.34855071176470587,0.3668321823529412,0.3853816723529412,0.40367210176470586,0.4215562370588235,0.4382424111764706,0.45426106,0.4687520111764706,0.48290642058823535,0.4958703229411765,0.507925774117647,0.5190336876470588,0.5298635723529412,0.5404011688235295,0.5508584664705883,0.5501490252941176,0.548762284117647,0.5480870199999999,0.5486268217647058,0.5490691194117647,0.5494859311764707,0.5496363341176471,0.5496533694117648,0.5494501735294118,0.5498547105882352,0.5499570752941176,0.5504353105882352,0.55082143,0.5513935829411764,0.5516387770588235,0.5481077452941177,0.5459405905882353,0.5435576376470588,0.542626008235294,0.5420459394117647,0.5410784905882354,0.5402067305882355,0.5391774094117647,0.5387790623529413,0.5389437976470588,0.5397749388235293,0.5404735858823528,0.54145056,0.5421326211764705,0.5428525782352941,0.5430069605882353,0.5434201405882353,0.5474725570588236,0.55024062,0.5530753988235295,0.5545651105882352,0.5554107494117647,0.5565435594117647,0.5574368647058824,0.5586143058823531,0.5593367976470589,0.5595987229411766,0.5596084423529413,0.5593882523529413,0.5587447958823529,0.5581943676470589,0.5576152717647059,0.5543821776470588,0.5544203947058823,0.5546114888235294,0.5551195005882353,0.5559156158823529,0.5566007041176472,0.5563728905882354,0.5564143894117647,0.5564389170588235,0.5567199017647059,0.55725771,0.557943908235294,0.5587532788235294,0.5594839117647059,0.5606239294117646,0.5618456023529412,0.5631178688235295,0.5674897570588237,0.5684853482352942,0.5692721305882352,0.5696779423529411,0.5699543776470588,0.570453575882353,0.5715642935294118,0.5720621964705883,0.5723335905882353,0.5723926176470587,0.5722576558823529,0.5719945947058822,0.5713166123529413,0.5706146241176471,0.569154185882353,0.565681385882353,0.5611082076470588,0.5562949194117647,0.5520718105882353,0.5473289011764706,0.5432275717647057,0.5393100305882352,0.5355873170588236,0.5324946582352942,0.5294116758823529,0.5260841111764706,0.5227078258823529,0.5194705082352942,0.5164578517647059,0.5136535417647059,0.5108628417647059,0.5086837447058823,0.508368574117647,0.5088348488235295,0.5095009288235295,0.5097844117647059,0.510717674117647,0.5110173976470588,0.5111810523529412,0.5113804617647059,0.511334724117647,0.5115653147058824,0.5122830264705883,0.5131295823529411,0.5138811911764707,0.5145261058823528,0.5151924123529411,0.5174582299999999,0.5201119535294118,0.5225363329411765,0.52517937,0.5268584194117647,0.5283829064705882,0.5296645535294118,0.5309820564705882,0.5322216135294117,0.5331664135294116,0.5341673276470587,0.5350066429411763,0.5358023252941176,0.5369091817647058,0.5380632347058822,0.5391510670588235,0.5402888388235293,0.540305974117647,0.5399849094117648,0.5398918535294117,0.5398344447058825,0.5408847588235295,0.5418105664705882,0.5429369935294117,0.5438969405882352,0.54475307,0.5452940911764705,0.5458100676470589,0.5464243911764707,0.5469842735294118,0.5472106311764705,0.5473189135294119,0.5477493605882353,0.5479143629411765,0.547542521764706,0.54750341,0.5474864747058823,0.54724651,0.5465699164705883,0.5459213158823529,0.5450499829411765,0.5442505270588235,0.5435750035294118,0.5434549911764706,0.5432303205882354,0.5430066441176471,0.54279655,0.5425980241176471,0.5424715947058824,0.5421529535294118,0.5418693064705882,0.5416604335294116,0.5410687429411764,0.5405953311764705,0.5404386829411765,0.5407313270588235,0.5411596217647059,0.5418663023529411,0.5424889552941176,0.5429146047058824,0.5431923341176471,0.5435373382352942,0.5438814088235295,0.5443254088235294,0.5466384794117646,0.5485987029411764,0.5501156582352942,0.5515122170588235,0.5531113400000001,0.5545860129411765,0.5560663988235294,0.5574368088235294,0.558533644117647,0.5592329811764706,0.5597180088235295,0.5600157147058823,0.5603810982352941,0.5608569070588234,0.5614181829411766,0.5619361770588236,0.5622487452941177,0.5606937864705882,0.5594660723529411,0.5586003288235294,0.5578436464705882,0.5569018576470587,0.5559244911764705,0.554855408235294,0.5538250535294117,0.5529783970588236,0.5523563676470588,0.5518379476470588,0.5514496788235295,0.5510990752941175,0.5506909047058822,0.5502505805882354,0.55044381,0.5501813564705881,0.54956576,0.5491808123529411,0.5488085182352942,0.5487883594117648,0.5488826276470589,0.5489755017647059,0.5491778517647059,0.5495090064705881,0.5497248423529412,0.5500795188235293,0.5505950988235293,0.5515431382352941,0.5525423735294117,0.5534882029411765,0.5544154370588236,0.554977801764706,0.5561126182352941,0.5575795829411766,0.5587671270588237,0.5599218129411766,0.5608918541176471,0.5618970011764707,0.5629657288235295,0.5639337023529413,0.5647478552941178,0.5657195052941176,0.5666002464705882,0.567320228235294,0.5675984988235294,0.5677616435294118,0.5683221947058824,0.5684597752941176,0.5687139752941176,0.5689064705882353,0.5692166882352943,0.5695293682352941,0.5697364529411765,0.5695258858823529,0.568946674117647,0.5683387270588236,0.5680915182352942,0.5682525164705883,0.568572245882353,0.5692081811764705,0.5700625329411765,0.571153168235294,0.5724557647058823,0.5734141252941177,0.5748789370588235,0.5760503252941176,0.5774186811764705,0.5787425188235292,0.5801384247058822,0.5816750129411764,0.5835915035294117,0.5859887800000001,0.5884955958823529,0.5907310052941177,0.5926196482352941,0.5943956247058824,0.5959465835294118,0.5973168841176472,0.5989692782352942,0.6000284076470588,0.6002299017647059,0.6004694511764704,0.6010256217647058,0.6016667099999999,0.6022331529411763,0.6030063847058823,0.6039667994117646,0.605048114117647,0.6061630182352942,0.6073968611764706,0.6087153694117647,0.6099625652941176,0.6111960382352941,0.6122116705882353,0.6131876547058824,0.6137284517647059,0.6147336576470588,0.6165556970588234,0.6181768770588233,0.6193536047058823,0.620265628235294,0.6211674188235294,0.6216739441176471,0.621881325882353,0.6219494170588235,0.6219056776470587,0.6217457876470588,0.6214038523529413,0.6210897505882351,0.6207027894117647,0.6194862452941177,0.6185931923529411,0.6181591776470589,0.6182593717647058,0.6177908264705881,0.6172756070588235,0.6170148676470587,0.6170255852941177,0.6167440870588234,0.6165089558823529,0.6164399688235294,0.6164636335294117,0.6162741805882352,0.6159949411764705,0.6156495764705882,0.6151849764705881,0.614743938235294,0.6152404852941177,0.6154499429411765,0.6151786429411765,0.6143498747058824,0.6141189394117648,0.6140272147058825,0.6136335582352941,0.6129968111764705,0.6125891347058823,0.6122194641176469,0.61177709,0.6112178688235295,0.610785921764706,0.6103947217647059,0.6102520452941176,0.6142441841176471,0.6153918105882352,0.6161368164705882,0.6166898105882351,0.6170843517647059,0.6172619964705881,0.6176904788235293,0.6179886405882352,0.6190756047058823,0.6206530729411764,0.6224341023529413,0.6252399023529412,0.6288725905882353,0.6330135147058824,0.6376560735294117,0.6427630476470587,0.6480067682352941,0.6494893564705883,0.654136542352941,0.6594923717647058,0.6651728864705883,0.6711805864705882,0.6775545570588235,0.6836565129411765,0.6899749717647059,0.6957630664705882,0.7012140041176471,0.7065528923529412,0.7109096570588235,0.7143763511764706,0.71747317,0.720116638235294,0.7214882852941176,0.7231769411764705,0.7251279770588236,0.7270483970588235,0.7289589205882353,0.7305492088235295,0.7320346794117647,0.7333765876470587,0.7348510964705882,0.7361984876470589,0.7374206147058824,0.7384383147058823,0.7394779264705881,0.7404055811764705,0.7412662894117645,0.7420007029411764,0.7426822605882352,0.7442120805882353,0.7451120629411765,0.7455176970588235,0.7455518852941176,0.7453574382352942,0.7453110129411765,0.7452038952941177,0.7450311988235294,0.7447674929411764,0.7444910605882353,0.7441703276470589,0.7439573805882354,0.7436585652941177,0.743420171764706,0.7432296988235295,0.7433329517647058,0.7430113847058823,0.7428968435294117,0.7429988729411764,0.7431870052941175,0.7433312835294117,0.7435727129411763,0.7440341735294116,0.7446790417647057,0.7455170976470589,0.7461405294117647,0.7467940029411765,0.7474345417647058,0.7480216064705881,0.7486137923529411,0.7491677958823528,0.7496249052941175,0.7497106129411764,0.7502218035294118,0.7503776294117647,0.7502831152941177,0.7499892035294118,0.7497626194117648,0.7493452752941177,0.7486965194117647,0.7478281011764706,0.7467305511764705,0.7457720194117646,0.7447725929411764,0.7437396929411765,0.7427237929411765,0.7416667164705882,0.7387635223529411,0.738093045,0.7374555393333334,0.7367893249999999,0.7361618238461538,0.7355006791666666,0.7348428136363636,0.7341213549999999,0.7333938444444443
pNuLoCDScore	-0.05265613056209151,-0.07141364232679742,-0.08875759115032683,-0.10135913379738565,-0.10881725556209154,-0.11361395732679744,-0.11653433826797388,-0.11690753003267973,-0.12033198767973857,-0.12077548117647058,-0.12062675933155073,-0.11691586499999995,-0.11038846305429864,-0.10256116521008402,-0.0953045413215686,-0.09018429572794115,-0.0861516321764706,-0.0684451280588235,-0.0520269186470588,-0.04055923129411762,-0.03269271747058823,-0.02690196335294112,-0.024003937117647034,-0.023358360294117655,-0.020202286176470588,-0.01621390970588238,-0.010660770882352982,-0.006128050882352978,-0.0034789497058823476,-0.0021718538235294127,-0.0015296326470588262,-0.00044151758823531007,0.0015191794705882444,0.0034497994705882384,0.005941580647058853,0.008672362999999988,0.009671280941176488,0.009656799176470582,0.010445049176470544,0.010789027058823522,0.01165127235294118,0.012917387647058853,0.01409968411764706,0.014826693529411808,0.015302446470588218,0.015735481764705878,0.015505901176470577,0.014942895294117645,0.01236335788235296,0.011321350823529419,0.011177513176470588,0.011584382000000004,0.012047081999999987,0.01223997494117643,0.012016648470588254,0.011785247882352912,0.011613088470588201,0.011231595529411692,0.009961939058823532,0.008748570823529367,0.007119842000000015,0.005180224941176481,0.0027914643529411975,0.0014584172941176643,0.0019296247058823157,0.002955659764705826,0.0009298685882352664,-0.002928611999999997,-0.007561122588235297,-0.011277574941176455,-0.01330699847058825,-0.014727691999999959,-0.01613237023529407,-0.017428857882352877,-0.017752899647058812,-0.01742987141176469,-0.016817387294117636,-0.015955834941176472,-0.013715123764705878,-0.011564717294117621,-0.009158623764705859,-0.009015901764705847,-0.007514677058823527,-0.004539085294117673,-0.0009381417647058854,0.0024199270588235733,0.004168705882352963,0.005525343529411725,0.006384184705882312,0.0068768658823529505,0.007615997058823543,0.00788251588235292,0.008425218235294102,0.009050604705882342,0.009369097647058788,0.008823530588235262,0.008068957058823517,0.006947938823529398,0.00637776588235292,0.005288648235294124,0.004531846470588269,0.003933992941176412,0.004154451176470564,0.005037985294117642,0.00649219941176471,0.00862132470588231,0.010583629999999927,0.012083746470588269,0.013308432941176507,0.013751977647058822,0.014077425294117651,0.014469970588235265,0.01655324705882355,0.017533463529411764,0.01822297882352944,0.02072064882352942,0.024480521764705887,0.028654581764705922,0.03254833705882357,0.0351361123529412,0.0374720888235294,0.039279966470588235,0.040496764705882426,0.04129634823529413,0.04168727352941176,0.04248728470588237,0.043714353529411804,0.044767660000000015,0.044194151176470575,0.04370795705882358,0.04514362058823532,0.04493698470588239,0.04170392882352944,0.03705585882352941,0.03177465058823531,0.026907943529411782,0.022570284117647055,0.018417168823529423,0.014385948823529365,0.011269136470588192,0.00924599588235292,0.007936263529411763,0.006280525882352894,0.004912564705882333,0.0036255347058823384,0.004434606470588215,0.00315174176470584,0.001652479999999984,0.001722968823529375,0.00279603235294118,0.004365999999999981,0.006063943529411753,0.007786312352941194,0.009876267058823551,0.012180931176470622,0.015147938235294145,0.01727796823529415,0.018983868235294105,0.020486753529411733,0.021955424705882354,0.0230868182352941,0.02223455529411758,0.02153994647058824,0.02074282529411761,0.020161074705882298,0.019396812352941134,0.0187900217647059,0.018272356470588225,0.01757519647058825,0.01650962588235297,0.015169178235294095,0.012939717647058813,0.010369751764705892,0.007946833529411806,0.00572910764705889,0.003515190588235323,0.005957770588235323,0.00871477941176474,0.012079348235294107,0.01379319764705883,0.01638804823529419,0.019691821176470614,0.023705722941176482,0.02765020235294119,0.029641325882352965,0.03140908941176471,0.03350916235294116,0.03535684294117647,0.037734485882352925,0.039930378823529455,0.041828164117647004,0.04368285176470593,0.041217155882352835,0.035354392941176455,0.030083503529411693,0.027667219999999965,0.025730888235294125,0.022413627058823576,0.017856762352941147,0.012738347058823596,0.009218035882352926,0.006680088235294146,0.0038709805882353177,-0.000791003529411749,-0.00512563588235293,-0.010104122941176574,-0.014957234117647045,-0.018904634117647146,-0.017352519411764578,-0.011173217058823515,-0.007630161764705823,-0.005392333529411764,-0.004973623529411775,-0.005682600000000038,-0.006191626470588241,-0.006558391176470668,-0.00720215647058825,-0.009425657058823589,-0.010025971176470583,-0.008365498823529438,-0.005197816470588257,-0.001155191764705854,0.003293701176470598,0.006807890000000039,0.0038067876470587736,-0.0050310482352941,-0.012882358823529338,-0.01865152941176465,-0.023354782352941195,-0.025292744117647037,-0.023710017647058795,-0.02059182882352939,-0.015545251764705892,-0.008600757058823516,-0.0012390270588235608,0.006320700588235306,0.012858365294117657,0.019332311764705845,0.025354204705882344,0.0317529788235294,0.05014423235294119,0.07493773294117645,0.09965384705882346,0.12214265352941175,0.1442209711764706,0.16512080941176466,0.18241610117647053,0.197419,0.21021041941176472,0.22043809941176468,0.22834720529411773,0.2347416417647059,0.2394737770588235,0.24298232882352944,0.2463396394117648,0.24911464882352952,0.2406498511764707,0.22057502176470584,0.20021157235294118,0.1812548376470587,0.1632451494117646,0.14539701764705887,0.1279296941176472,0.1113939229411765,0.0953923094117648,0.08069816235294125,0.06694828999999985,0.054086752352941136,0.042509536470588194,0.03178774235294113,0.021530010588235116,-0.06500526954248367,-0.07705426424836603,-0.08860846130718952,-0.09806855366013073,-0.10576947189542482,-0.1041228333660131,-0.10882434748366016,-0.11876839454248364,-0.12898611571895424,-0.11482070949999998,-0.09810802601604277,-0.08098307384803918,-0.06965178576923073,-0.06236026018907559,-0.058322384803921545,-0.05597853748161763,-0.05116455441176471,-0.0416345326470588,-0.030804221470588256,-0.021869207352941178,-0.013913738529411829,-0.014756350000000001,-0.010480219411764718,-0.0011232976470588463,0.010065885294117644,0.01205316470588233,0.01106760882352939,0.00736953411764707,0.0017548835294117493,0.00023889882352939873,-0.0023435564705882317,-0.0015523811764705797,-0.002707327647058805,-0.0007999458823529926,0.0027045852941176285,0.004965677647058797,0.006590704117647089,0.006718587058823583,0.008344043529411788,0.010283081764705881,0.009998513529411779,0.009916768235294166,0.009218260000000006,0.010274918823529405,0.0122303,0.014465575294117655,0.01684261823529412,0.019708435294117643,0.02789798176470587,0.035616497058823554,0.03969794235294116,0.04449963235294119,0.04823807235294117,0.05235265588235288,0.05645291705882352,0.06055120470588235,0.06539330941176466,0.06995117999999997,0.07321625235294121,0.07545992411764707,0.07713535647058825,0.07864686058823528,0.07998493235294118,0.08070280823529413,0.07505977588235294,0.06323046000000004,0.053609162352941164,0.04432814647058825,0.03645940000000003,0.029634597647058863,0.02266648647058822,0.015555322352941187,0.008033417058823544,0.0009593576470588172,-0.003796929411764738,-0.007872257647058817,-0.011655376470588258,-0.015405192352941188,-0.019270992941176485,-0.022340295294117685,-0.024520426470588247,-0.02075903647058827,-0.017470010588235274,-0.015223819411764705,-0.013794597647058843,-0.012872328235294134,-0.011525735294117656,-0.009661113529411791,-0.0074886435294117815,-0.004950401176470609,-0.0031795676470588174,-0.001644142941176513,0.00015278176470590044,0.0021983982352941356,0.004341940588235282,0.006332525294117652,0.007314588235294128,0.009051611764705897,0.011017469411764735,0.01387189764705879,0.01705267411764702,0.02084304941176468,0.023991748235294125,0.026013199999999986,0.027742691764705868,0.028738244705882376,0.028933531176470628,0.0287660323529412,0.02821532764705878,0.02719012764705883,0.026167380000000018,0.025341001176470618,0.026558999411764705,0.027443541176470604,0.026744580000000046,0.02697763176470594,0.02725498235294127,0.026428897647058885,0.025444350000000004,0.025302062352941218,0.025160365882352986,0.025381646470588298,0.02590330823529413,0.02676563294117651,0.026808774705882416,0.027102050588235255,0.027571534705882333,0.027866496470588198,0.02603555823529413,0.023077118235294125,0.02092859705882344,0.017781327647058753,0.013775377058823424,0.010274935882352898,0.007561201176470633,0.004808110000000032,0.0022565947058823532,-0.00010020764705892526,-0.0024140605882354005,-0.004578782352941235,-0.005781572352941244,-0.006147248235294112,-0.006826658823529397,-0.007530805294117648,-0.008685285294117662,-0.00711331470588239,-0.006091920588235322,-0.004498199999999952,-0.0025024176470587745,-0.00092943411764701,0.0001794705882352532,0.0011966941176470014,0.0025510082352941388,0.003895734705882392,0.005423021176470644,0.007082055294117651,0.008588485882353003,0.008969649999999996,0.009460050588235291,0.010097981764705832,0.011308871176470559,0.012587711176470562,0.012877000588235321,0.01241864294117645,0.011993701176470584,0.012411189411764667,0.01324409117647063,0.013811742352941192,0.014082193529411757,0.013935781764705835,0.01347942941176472,0.01261123470588238,0.011640086470588173,0.0108205105882353,0.0102260011764706,0.009645834117647023,0.010218499411764725,0.009575351176470515,0.008674013529411717,0.008328863529411812,0.008512050588235287,0.00836621705882351,0.007420554705882265,0.006281134705882319,0.005029112352941123,0.003895275882353,0.0029882752941176594,0.002350440000000009,0.0018252288235294234,0.0013470323529411465,0.0007076094117646758,4.007529411770294e-05,-0.001788769999999995,-0.0041864705882351805,-0.0052156623529411306,-0.005661908235294166,-0.006542299411764707,-0.007641526470588245,-0.008472074705882293,-0.008559443529411737,-0.00812557823529414,-0.007477503529411844,-0.006815641176470599,-0.006200250588235312,-0.005576535294117613,-0.004796629999999968,-0.003931214705882313,-0.0028888423529411233,-0.0003016388235294043,0.0027803370588235232,0.005298112352941198,0.007792555882352947,0.010339072352941181,0.013035672352941174,0.01569215470588231,0.017913244705882347,0.019751449411764765,0.02137210470588241,0.022856273529411775,0.0242516988235294,0.025578938823529462,0.026798751176470625,0.027830848235294192,0.028539958823529443,0.02743214764705887,0.02526456529411769,0.02371368411764707,0.021368133529411748,0.018522991176470605,0.015914655882352968,0.013461379411764729,0.011110986470588224,0.008811198823529376,0.006453298235294114,0.004107892941176361,0.001932198823529352,1.1637058823510404e-05,-0.0017877335294117502,-0.0034419564705883143,-0.004807011764705882,-0.0030452764705882207,0.00046805764705887265,0.0035932129411765934,0.006401912941176535,0.009979236470588237,0.013290631176470613,0.016596036470588216,0.01988031058823525,0.023183918823529437,0.026591171176470585,0.03005748235294131,0.03362478411764713,0.03704395470588229,0.04022598294117641,0.04326984882352941,0.04614374117647063,0.046071890000000004,0.04307973999999998,0.039915145882352954,0.036963394705882335,0.03420387941176467,0.03143318705882353,0.028631334117647123,0.025753508823529503,0.0227638529411765,0.01981016058823537,0.016945415882352988,0.01403277882352949,0.01107666058823542,0.00825512058823541,0.005564227647058828,0.0028417964705881316,0.0013388894117645767,0.0009960558823527976,0.0006637894117645371,0.0006672094117646798,0.0006663970588235424,0.0008346758823529199,0.0009250558823529764,0.0009625752941175847,0.0009542035294117235,0.0010228370588235558,0.0007823305882351805,0.0002835429411764401,-0.0002088576470589132,-0.0007210441176470628,-0.0012210347058823623,-0.0017753582352941222,-0.003439045882352887,-0.004625809411764659,-0.004216672941176447,-0.003980356470588198,-0.004078503529411748,-0.004381600000000041,-0.004727695882353056,-0.004911208235294118,-0.004841502352941229,-0.004685042941176609,-0.0044631335294118,-0.003949728823529508,-0.0032902035294117282,-0.002644881764705953,-0.0021985929411764693,-0.001780872941176459,-0.002461250588235264,-0.0021560705882353037,-0.0030460023529411684,-0.003914371764705882,-0.00449861647058819,-0.004984768235294035,-0.0053740270588234496,-0.005650952352941163,-0.0058968758823528256,-0.006537512941176438,-0.007138508823529344,-0.007864959411764627,-0.008698438235294093,-0.009521104705882355,-0.01025667882352943,-0.010867137058823528,-0.010384134117647104,-0.008356297058823514,-0.006349761176470625,-0.004923569999999988,-0.0036531270588235354,-0.002568636470588248,-0.0015520305882352758,-0.0008355647058823079,-0.00025368470588238434,0.00038242823529416325,0.001544831764705934,0.002902397058823447,0.004371438235294012,0.006363308823529423,0.008869047647058814,0.01166366058823537,0.022642105294117698,0.03271049235294121,0.042077374705882464,0.05171053529411762,0.0616224676470587,0.0717944547058823,0.0819713147058822,0.09221892411764698,0.1024808552941176,0.1125876394117647,0.12224848470588229,0.13147157470588244,0.14042839764705894,0.14870358529411765,0.15589022941176478,0.16210010941176478,0.15979938705882363,0.1488379029411765,0.13757542294117647,0.12658898823529408,0.11537060588235304,-0.05339207071895424,-0.07020296895424837,-0.0857652927777778,-0.09693504513071896,-0.10671523595424837,-0.10983278948366014,-0.11163282124836602,-0.1128977630130719,-0.11415589154248368,-0.10425842860588237,-0.09576925973262035,-0.08863767554901962,-0.08250632261990952,-0.07688381168487397,-0.0715904576509804,-0.06696500664705884,-0.06251469735294118,-0.04596951970588237,-0.03064977864705882,-0.019636470529411774,-0.010057581941176487,-0.007225050823529415,-0.005600224352941177,-0.0044423116470588275,-0.0032518305294117686,-0.0024521360000000006,-0.001948681647058824,-0.0016000749411764909,-0.0012656862352941264,-0.000996640941176477,-0.0010732824705882368,-0.0012702082352941194,-0.0018477415882352938,-0.0020791701764705864,-0.0015632308235294032,-0.001098372411764692,-0.00022880876470587896,0.0010246411764705948,0.0026351685294117716,0.003223039764705893,0.00385623088235295,0.004339289294117657,0.004791881823529423,0.005336459000000016,0.006032275470588246,0.006697437176470589,0.007206548235294125,0.007879594764705879,0.008487607588235295,0.009914808529411755,0.010511380941176464,0.011141710294117639,0.011246777470588235,0.01086290388235294,0.009739812999999993,0.009219343176470579,0.009341313764705879,0.00934705747058822,0.009468209117647064,0.009583398647058816,0.009479448764705883,0.009137843922794125,0.009068511419607829,0.00906496204621849,0.009058637294117655,0.008774608529411768,0.0080669842566845,0.007335200400000005,0.006630620300653603,0.006046066359477131,0.005733835183006547,0.005773462830065371,0.0050859485359477236,0.004555132830065381,0.004062742418300652,0.0034430650653594908,0.0029130161241830155
pNuLoCRank	Medium
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
