UniprotID	Q9H2Y9-3
pNuLoCScore	0.5165280999999999,0.517228523,0.5179030818181819,0.5192959883333333,0.5228105853846154,0.5257656935714287,0.5274031273333334,0.529991194375,0.5323933594117647,0.5401411729411766,0.5451064611764705,0.5481757423529412,0.5495063305882352,0.5516666364705882,0.5538759564705882,0.5568229647058823,0.5626233411764705,0.5664638558823529,0.5706718805882353,0.5738916823529412,0.5774100535294118,0.5794831564705882,0.5819506329411765,0.5853029211764706,0.5868032641176472,0.5877430129411765,0.5888837270588236,0.5883376523529412,0.58893751,0.5898529570588235,0.5899529511764705,0.5904041547058824,0.5904590741176471,0.5903277035294119,0.5897401064705884,0.5886785129411765,0.5886112894117648,0.5866990635294117,0.5843814905882353,0.5816888629411765,0.5790383394117646,0.5770170258823528,0.5754698594117647,0.5733771117647057,0.5730772041176471,0.5718909435294117,0.5709407494117646,0.5702772317647058,0.5693452964705882,0.5688097611764706,0.5684152258823529,0.5680127405882353,0.5679925841176471,0.5678322605882353,0.568122788235294,0.5675634929411766,0.5736216617647059,0.5797357264705882,0.5859372223529411,0.5914946811764705,0.5966826541176471,0.601545442352941,0.6064385364705883,0.6114723188235294,0.6152301423529413,0.6189655335294119,0.6224665452941177,0.62587789,0.62926124,0.6327483400000001,0.6360223988235295,0.6394974964705883,0.6438113588235295,0.6416700847058823,0.6394168729411764,0.6373455905882351,0.6357564729411764,0.6344431376470587,0.6335470729411765,0.6324784435294118,0.6313132235294119,0.6310908352941178,0.6307849558823531,0.630617055882353,0.6304586052941176,0.6304505288235295,0.6299415252941176,0.6291608017647059,0.6289579952941177,0.6259602658823529,0.6204333635294117,0.6179831576470588,0.6159794088235295,0.6148616229411764,0.6127869194117648,0.6108074605882354,0.6088164488235295,0.6071339805882354,0.6056351835294119,0.6043723423529412,0.6033797717647059,0.6019652876470589,0.600249675882353,0.5988402717647058,0.5978642217647059,0.5964565105882353,0.5989955188235295,0.6044750282352942,0.6067742047058824,0.6086413047058824,0.60924252,0.6106804294117647,0.6116628729411765,0.6128334494117647,0.6137981788235294,0.6145174229411765,0.6151369288235294,0.615942164117647,0.6173774576470588,0.6189562811764705,0.6148523505882352,0.607294504117647,0.6031453511764705,0.6008248858823528,0.5977439294117648,0.5940113117647059,0.5890992,0.5824233388235294,0.5754525635294118,0.5683001552941177,0.5589757988235294,0.5467345305882353,0.5369792658823529,0.5252158858823529,0.5117085741176471,0.49639972294117646,0.4786081758823529,0.46592282941176455,0.45548418588235284,0.4399873847058822,0.42083083235294116,0.40129894235294117,0.3819595805882352,0.36311384352941173,0.3459507329411765,0.32862417823529416,0.31133156294117653,0.2955918105882353,0.28248779882352937,0.26677850999999997,0.2527760076470588,0.23956043235294117,0.2241603005882353,0.21135585323529413,0.1991851426470588,0.18849964176470585,0.1797099764705882,0.17174629411764705,0.16442821970588234,0.15764914229411767,0.15141277700000003,0.14571805523529416,0.14052940758823534,0.135695929,0.13133328370588235,0.12698465311764706,0.1230050419411765,0.11928381311764706,0.11616394405882355,0.11679988347058826,0.11736453670588237,0.11803895847058825,0.11859446876470588,0.11909834494117648,0.11955723200000001,0.11997720052941174,0.12036386441176469,0.12075531676470591,0.12115790323529411,0.12155057676470588,0.12191172570588235,0.12225228747058825,0.12265754100000002,0.12294785570588236,0.12326137041176471,0.12349318029411765,0.12423709499999998,0.12484532500000001,0.12541976676470587,0.12592770676470588,0.1263643788235294,0.1267014247058824,0.12695342294117645,0.12710438588235295,0.1271988917647059,0.1272184664705882,0.12706410911764704,0.12678789547058825,0.12641532194117644,0.12591252664705882,0.12531832899999998,0.12447203429411768,0.12351683288235298,0.12188137088235296,0.12024291558823531,0.11847411558823528,0.11667376205882353,0.11486154235294117,0.11306857552941174,0.1112626402352941,0.10951720788235293,0.10778623729411764,0.10615759552941177,0.10465609464705883,0.1032782255882353,0.10196805500000002,0.10017004029411766,0.09846013382352942,0.09692974500000001,0.09553056617647059,0.094213332,0.09300184405882353,0.09189740994117647,0.09084840229411763,0.08984958729411764,0.08891092882352938,0.08805433176470587,0.08723497676470587,0.08641538705882353,0.08560885588235294,0.08485374647058823,0.08410824235294118,0.0834031555882353,0.08332277411764706,0.08324061764705883,0.08316071470588235,0.08307894441176471,0.08301328729411765,0.08294819552941177,0.08290983964705881,0.08288960670588236,0.08287288376470589,0.08283615611764707,0.08279769494117648,0.08275679435294117,0.08275140147058824,0.08274789088235295,0.08275475029411762,0.08281575588235292,0.08288116405882351,0.08290581435294117,0.082932772,0.08289490611764705,0.08283796111764706,0.08274617205882352,0.08265034764705882,0.08253228,0.08237029176470588,0.08218213976470588,0.08197071682352941,0.08171232858823528,0.08142548417647058,0.0811388958235294,0.08083764758823529,0.0805212575882353,0.08013726847058825,0.07970454411764706,0.07930130088235296,0.07886379970588235,0.07848153088235293,0.07810828205882353,0.07776731147058824,0.07741933970588233,0.07707148147058823,0.07674739970588235,0.07642945464705884,0.07613991111764705,0.07589653111764705,0.07568495794117647,0.07546085152941177,0.07509556235294118,0.07480530470588237,0.0745698082352941,0.074381688,0.0741939456470588,0.07401588917647058,0.07383295564705883,0.07366755005882353,0.07350961147058822,0.07336367229411765,0.07323689994117648,0.07311287170588235,0.07299115141176471,0.07287331023529411,0.07275260223529412,0.07262965976470588,0.0724994712352941,0.07249919076470589,0.07242048488235293,0.07229008752941177,0.07213222682352942,0.0719630612352941,0.07179974358823529,0.07163946947058825,0.07145982917647059,0.07126449129411765,0.07105395400000002,0.0708278451764706,0.0705910951764706,0.07035809076470588,0.0701191701764706,0.06987520523529411,0.06935770323529411,0.06886114794117647,0.06838183017647059,0.06790954723529412,0.06743095105882353,0.06695992552941177,0.06650058294117647,0.06605361017647059,0.06562361229411763,0.06520788241176469,0.06480537182352941,0.06441587476470588,0.0640380378235294,0.06367358417647058,0.06331845594117645,0.06297352005882352,0.06263938547058823,0.06258580429411764,0.06252813994117647,0.06247548952941176,0.06243511658823529,0.062418028,0.06241354476470588,0.06241382370588235,0.062416679058823525,0.06241787952941177,0.06241530600000001,0.062408826235294125,0.06239941564705881,0.062385077294117644,0.06236724447058822,0.06234848741176471,0.062259412117647066,0.06215344611764707,0.0620476831764706,0.061932366823529414,0.06181125435294117,0.061686789058823535,0.0615633894117647,0.06143698617647059,0.061310124235294104,0.061180751882352925,0.061046024294117644,0.06091026594117646,0.06077603923529412,0.060641025117647046,0.06050785952941176,0.060374738352941174,0.06024335364705882,0.06018152717647058,0.0601341254117647,0.060083617352941175,0.060040993941176464,0.06000360976470588,0.059968164764705886,0.05993140982352941,0.059897034764705884,0.05986495411764707,0.059836838705882356,0.05981380352941178,0.05979348000000001,0.059775604882352944,0.05976083223529411,0.0597483184117647,0.05974785270588236,0.059744115647058824,0.059743424705882356,0.0597440974117647,0.05974592741176471,0.05974855547058824,0.059751525235294124,0.059755996705882365,0.059762035647058835,0.05976878894117649,0.05977560488235295,0.05978197064705884,0.0597884325882353,0.0597941275882353,0.05980011435294118,0.05980639388235294,0.05981238164705882,0.05980972182352941,0.05981087147058824,0.059810353588235304,0.059809884235294125,0.05981008388235293,0.059810057,0.05980910964705881,0.05980694123529412,0.05980366623529411,0.059800535941176465,0.05979773505882353,0.05979573152941177,0.059793370352941175,0.05979190870588235,0.05978992682352941,0.05979248641176471,0.05979352970588236,0.05979309358823529,0.059793290764705895,0.059792934764705874,0.05979220811764705,0.05979099523529411,0.0597900112352941,0.05978886917647058,0.05978791052941176,0.059786923294117646,0.05978552535294118,0.059783395352941165,0.059781581647058823,0.05978017776470589,0.05977868829411764,0.05977770911764707,0.059772174764705886,0.05976831999999999,0.05976552147058823,0.05976178170588236,0.05975850758823529,0.059755102235294115,0.05975212988235294,0.0597488274117647,0.05974622976470587,0.05974375900000001,0.05974159617647059,0.05974008400000001,0.059739316941176464,0.059738261411764706,0.059736849058823524,0.05973535752941178,0.05973199323529412,0.05972824605882353,0.059720594470588244,0.05971211264705882,0.059701875999999994,0.05968862535294117,0.059675807705882336,0.05966218299999999,0.05964904376470588,0.059634391705882334,0.05962013658823529,0.05960593729411764,0.05959179982352941,0.05957786111764705,0.059564291176470587,0.0595505464117647,0.05953697070588235,0.059525010999999996,0.05951354058823529,0.05950629411764705,0.05950019752941176,0.059496150352941174,0.059494871941176475,0.059493178235294125,0.05949222258823529,0.0594910424117647,0.05949128717647059,0.059490520705882365,0.059488196823529405,0.05948472811764705,0.05948065417647059,0.05946673252941177,0.059448740588235294,0.05942927770588235,0.05940940229411765,0.0593890054117647,0.05936751282352941,0.05934531082352942,0.05932240029411765,0.05929951652941177,0.05927716652941178,0.05925386135294118,0.05923042747058823,0.05920617358823529,0.05918200223529411,0.05915854882352941,0.05913531658823529,0.05911222594117646,0.05909827029411764,0.0590886655882353,0.059080408117647074,0.05907263223529412,0.059065400176470606,0.05905924905882354,0.05905375835294119,0.059048646352941186,0.05904342047058824,0.05903795988235294,0.059033462,0.059029381176470594,0.059025884117647066,0.05902306805882354,0.05902075470588236,0.05902181882352943,0.05902385941176472,0.059025469235294135,0.0590256025882353,0.05902365276470588,0.05901912235294118,0.05901401123529412,0.059009046999999995,0.059004031470588233,0.05899836094117646,0.05899225211764705,0.05898647976470588,0.058980658,0.05897393094117647,0.05896782494117647,0.05896209117647058,0.05895631852941176,0.05894803305882352,0.058939326352941177,0.0589318025882353,0.058926001882352946,0.05892240694117647,0.05892156770588236,0.058921163235294116,0.05892067058823531,0.05892016094117648,0.05892064282352942,0.05892204917647059,0.05892348594117647,0.058925190294117635,0.058928071470588234,0.05893068629411764,0.05893562170588235,0.05893955623529412,0.05894429152941177,0.05894945352941178,0.05895440947058825,0.05895927917647059,0.05896381882352942,0.05896816905882353,0.05897212988235294,0.05897612105882352,0.05897948423529411,0.058981791705882344,0.05898398594117646,0.05898610935294117,0.058987544235294107,0.05898875658823529,0.05898951094117648,0.0589872915882353,0.05898600047058823,0.05898391770588235,0.05898150547058824,0.05897896611764706,0.05897676552941175,0.05897542670588235,0.05897447458823529,0.05897383141176471,0.0589731975882353,0.058973656176470594,0.05897538958823529,0.058977406058823525,0.05897953470588237,0.058982169117647074,0.058981058176470584,0.05898366500000002,0.05898925205882355,0.05899665405882353,0.05900247917647058,0.05900783194117647,0.05901302482352941,0.05901722141176469,0.059020183764705865,0.059021735647058815,0.05902243505882353,0.05902345511764707,0.059024481000000004,0.059025744294117645,0.05902698605882353,0.05902853405882353,0.05903030488235294,0.059036069,0.05903857076470588,0.05903846588235296,0.059036970882352956,0.05903663988235294,0.05903665676470588,0.05903723047058824,0.0590380565882353,0.05903925305882354,0.05904123741176471,0.05904372535294118,0.05904572694117647,0.059047594352941185,0.05904898635294117,0.05905027488235294,0.05905599952941176,0.059059174176470594,0.05906060711764705,0.059063145000000004,0.059068248117647056,0.059073298999999996,0.05907835588235294,0.05908310429411764,0.05908778958823529,0.059092645,0.05909797305882353,0.059103738176470584,0.0591098634117647,0.05911586994117647,0.05912161917647058,0.05912725270588236,0.059132449470588225,0.05913264405882353,0.05913485464705883,0.059138517235294126,0.059140612294117656,0.05913985076470589,0.059139026352941174,0.05913854052941177,0.05913831152941178,0.059137945823529416,0.05913732476470588,0.05913638423529412,0.05913525699999999,0.05913416529411764,0.059133177176470576,0.05913207711764706,0.059117998882352946,0.05910711970588235,0.059099506352941186,0.05909409547058824,0.059088874588235286,0.05908287370588235,0.059077795941176466,0.05907320770588235,0.059068439352941184,0.059064215999999996,0.05906034835294118,0.059056944823529425,0.05905389435294118,0.05905057976470589,0.05904654652941178,0.059041395764705885,0.059034950588235297,0.059040512705882356,0.059042314470588234,0.059040119999999995,0.05903489058823529,0.059028743352941164,0.05902286658823529,0.05901510276470588,0.05900591464705882,0.0589962805882353,0.05898557300000001,0.0589740624117647,0.05896195429411765,0.05894912547058824,0.05893606829411765,0.05892335829411765,0.05890102388235293,0.05887917047058823,0.0588591054117647,0.05883860535294117,0.05881934605882354,0.05880131252941177,0.05878304270588236,0.058765912529411775,0.05875008100000001,0.05873509982352942,0.058720488352941184,0.058706126941176474,0.058692198529411765,0.05867883394117647,0.05866603135294118,0.0586545355625,0.05864192993333333,0.05864050292857143,0.05864010576923077,0.05863847208333333,0.058638465636363636,0.058637809,0.058636757777777784
pNuLoCDScore	0.015865259411764754,0.02361307294117665,0.028578361176470612,0.03164764235294126,0.032978230588235236,0.03513853647058829,0.03734785647058825,0.040294864705882394,0.04609524117647057,0.049235332882352933,0.05276879877005336,0.05459569401960784,0.054599468144796326,0.053717462899159574,0.05454750560784316,0.05531172680147067,0.05440990470588247,0.047601839999999895,0.04377726588235309,0.04016191000000002,0.03943117941176488,0.038186320588235234,0.036076994705882326,0.03358119000000004,0.027835732941176583,0.023863847647058956,0.01906822588235313,0.014786830588235267,0.011201235882353,0.0072159070588234675,0.0024308576470587484,-0.0036140582352941486,-0.0077649247058825255,-0.01072598705882366,-0.013413867647058986,-0.014960540588235482,-0.015860305882352987,-0.017962013529411736,-0.01901220176470586,-0.020126922941176573,-0.021113777647058907,-0.021517942352941244,-0.02132488058823545,-0.020665772352941203,-0.02061870529411769,-0.018866802941176375,-0.016258702352941246,-0.014125369999999915,-0.005416677647058776,0.002718700588235423,0.01046736294117645,0.01811756941176479,0.023605450000000028,0.02965449882352933,0.03549778705882367,0.041195087058823576,0.04588484588235309,0.05015577235294122,0.054051319411764776,0.057865149411764794,0.061268655882352974,0.0649160794117648,0.06789961058823546,0.0719340035294117,0.07018969705882361,0.06193435823529403,0.05347965058823534,0.04585090941176462,0.03907381882352934,0.03289769529411768,0.027108536470588196,0.02100612470588248,0.016083081176470615,0.012125301764705942,0.008318410588235348,0.004739165882352903,0.001197365294117514,-0.0022978111764706544,-0.00608087352941189,-0.010336694705882388,-0.0148533635294118,-0.015709818823529398,-0.018983509411764743,-0.019362432941176344,-0.019777064117646903,-0.01958151470588232,-0.02076015352941174,-0.02167098294117642,-0.022496774705882405,-0.02395685470588238,-0.025149772352941135,-0.026244713529411712,-0.02707883352941165,-0.028485241176470555,-0.029691849411764615,-0.030320530000000123,-0.031093773529411783,-0.02950375529411753,-0.02143784470588217,-0.013508129411764602,-0.009205204117647137,-0.006220318235294009,-0.003544399411764765,-0.0001270311764707266,0.0028464241176470173,0.00569946882352923,0.008162995294117459,0.010145080588235267,0.01175715705882352,0.013976876470588095,0.017127781764705752,0.020116009411764724,0.01698812882352929,0.010837993529411616,0.004149832352940974,-0.0036501423529413657,-0.009030275294117596,-0.014629992941176506,-0.020143319999999965,-0.028257090588235334,-0.03621030941176473,-0.04453329411764695,-0.05482237999999995,-0.06778289235294122,-0.07815766294117654,-0.09072627823529411,-0.10566888352941162,-0.12255655823529404,-0.1362441747058823,-0.1413716747058824,-0.14766116529411766,-0.1608375011764706,-0.17691309705882363,-0.19271236941176473,-0.20713961941176484,-0.21930949529411764,-0.22950183058823526,-0.23967597705882354,-0.2476442358823529,-0.25114272,-0.25449146705882353,-0.25843737588235294,-0.2589325664705883,-0.2568392905882353,-0.2544478752941176,-0.2545669761764704,-0.25629904323529407,-0.2514877429411764,-0.24112085588235296,-0.22955264823529412,-0.21753136088235286,-0.20546470123529406,-0.19453795594117648,-0.182906123,-0.1708021553529412,-0.1598958815882353,-0.15115451511764702,-0.1397938568823529,-0.1297709657058823,-0.1202766192352941,-0.10799635652941175,-0.09455596976470587,-0.08182060594117643,-0.0704606832941176,-0.061115507705882324,-0.052647949176470574,-0.044870987705882326,-0.037671941764705924,-0.031048912588235333,-0.024962738470588247,-0.01937150435294123,-0.014145352235294117,-0.009421557999999997,-0.004732365647058812,-0.0003475009411764707,0.0036640425882353,0.007097426352941166,0.006693296823529399,0.006872558294117606,0.006806366529411759,0.0068252979999999935,0.0068293618235294035,0.0068071468235293975,0.0067242241764706445,0.00658955852941176,0.006349069117647044,0.0060409885294117754,0.005667889705882334,0.005152383411764688,0.0045356079999999965,0.003757780941176417,0.002964670941176459,0.0020569585882352637,0.000978854000000029,-0.0007202621176470025,-0.0029639541176470496,-0.005176851176470557,-0.0074535911764705975,-0.009690616764705881,-0.011839882352941214,-0.013884847411764711,-0.015841745647058855,-0.017681683882352958,-0.01943222917647057,-0.020906513588235268,-0.02213180082352942,-0.023137096352941144,-0.023944471647058804,-0.025148288705882316,-0.026011900470588267,-0.026587087882352964,-0.026350804705882372,-0.026029583588235317,-0.025472271529411755,-0.02477635211764706,-0.024013140058823546,-0.0232189882352941,-0.022351711411764716,-0.021462876117647064,-0.020551260529411766,-0.019742208470588246,-0.01904723876470589,-0.018424479117647066,-0.01785981264705884,-0.016766884705882362,-0.015137359705882356,-0.013689127352941186,-0.012369851470588236,-0.01113438758823529,-0.009988556764705878,-0.008949214411764703,-0.00793856264705882,-0.006959980588235284,-0.0060380450588234935,-0.005218175647058801,-0.004437281823529399,-0.0036585927058823547,-0.002857454411764701,-0.0021058555882352836,-0.001353492058823555,-0.0005873997058823827,-0.0004416100588235522,-0.0003348032941176554,-0.00022794270588234744,-0.00018403829411765826,-0.00017532617647059157,-0.00020202347058824455,-0.0002594919999999862,-0.0003573267058823576,-0.00050259200000001,-0.0006540163529411835,-0.0008269781176470647,-0.0010444657647058903,-0.0013259172941176567,-0.0016089950588235452,-0.0019171027058823287,-0.002294498294117611,-0.0027438955882352623,-0.0032012702352941097,-0.003631471117647042,-0.004031106411764698,-0.004356430235294126,-0.004637889999999992,-0.0048830361764705815,-0.005112940294117671,-0.005298810294117648,-0.005434740058823537,-0.0055412621764705655,-0.005572417470588231,-0.0055289530588235325,-0.005453937882352933,-0.005376796058823519,-0.005425695235294126,-0.005331963764705877,-0.005134735882352956,-0.004919612882352958,-0.004669854058823544,-0.004465641705882359,-0.004275326411764702,-0.004099761411764713,-0.003909728235294105,-0.0037078091764705806,-0.0035104997647058683,-0.0033165829411764963,-0.0031487597058823397,-0.003023220882352934,-0.00293235570588235,-0.0028311917647058926,-0.0025960911176470813,-0.0023061139411764825,-0.002149323352941171,-0.002091600470588234,-0.0020617188235293876,-0.002052827941176477,-0.002033212058823536,-0.0020280805882352815,-0.002049782294117633,-0.0020991810000000055,-0.002182945941176462,-0.002285026529411746,-0.002400056235294115,-0.002515219470588234,-0.0026334320588235205,-0.002754454529411768,-0.0031417679999999892,-0.0036380428235294193,-0.004038654705882341,-0.004380540294117649,-0.004701275764705887,-0.005003135705882331,-0.00529916064705882,-0.005585859294117659,-0.00583621688235296,-0.00605660888235296,-0.0062485821764706045,-0.0064119704117647225,-0.006553057352941191,-0.0066845065882353005,-0.006800714235294145,-0.006901685176470593,-0.006718317764705883,-0.006275343647058826,-0.005853690235294126,-0.005434057705882359,-0.00499583447058824,-0.0045418975294117675,-0.004087038176470589,-0.003639786470588234,-0.0032069332352941057,-0.0027900028823529197,-0.002390065823529401,-0.002007048529411755,-0.0016386221764705944,-0.0012885068823529355,-0.0009512114705882285,-0.0006250326470588138,-0.00037997335294116114,-0.000432358176470575,-0.00048045676470586524,-0.0005431227058823457,-0.0006238622352941203,-0.0007312389411764653,-0.0008501553529411815,-0.0009768375294117657,-0.001106554823529421,-0.0012371276470588416,-0.0013692817058823664,-0.0014985602941176637,-0.0016233764117646876,-0.001744052176470598,-0.0018593849411764618,-0.001973749058823533,-0.002016058470588243,-0.001971918941176487,-0.001913557764705899,-0.0018487494705882387,-0.0017702604117647083,-0.0016831792941176538,-0.0015952246470588155,-0.0015055763529411778,-0.0014130894705882205,-0.0013157977647058547,-0.0012091855882352884,-0.0010964624117646843,-0.0009825592352941115,-0.0008654202352941023,-0.0007470272941176512,-0.0006264199411764731,-0.000495500941176466,-0.00043741152941175615,-0.0003907007058823464,-0.0003395199411764735,-0.0002950665294117541,-0.0002550542941176445,-0.00021663952941176207,-0.00017541311764704415,-0.00013499911764704858,-9.616517647058342e-05,-6.123382352940521e-05,-3.183288235293624e-05,-5.047411764706744e-06,1.852270588235949e-05,3.9282117647067294e-05,5.80754705882397e-05,6.452894117646435e-05,6.560617647058398e-05,6.744676470588074e-05,6.625617647060267e-05,6.395682352941523e-05,6.152841176468998e-05,5.8531764705875566e-05,5.311294117644333e-05,4.490558823528473e-05,3.487729411762175e-05,2.4931058823514374e-05,1.5764411764686292e-05,7.298941176465956e-06,-7.572352941284666e-07,-8.20564705882737e-06,-1.6467058823528558e-05,-1.9895235294109526e-05,-1.619211764705003e-05,-1.7777882352944252e-05,-1.7062823529409576e-05,-1.6949470588251137e-05,-1.787576470587554e-05,-1.906176470588966e-05,-1.909841176470778e-05,-1.807205882353724e-05,-1.575570588235181e-05,-1.3612647058819372e-05,-1.2209705882344768e-05,-1.2336176470603699e-05,-1.1788705882351258e-05,-1.1730941176457677e-05,-1.1238529411768117e-05,-1.4777294117640505e-05,-2.1354941176471298e-05,-2.4773588235299515e-05,-2.7769294117664656e-05,-3.1153058823514546e-05,-3.370052941176205e-05,-3.589299999999518e-05,-3.788135294115896e-05,-4.004176470587956e-05,-4.168076470588422e-05,-4.316429411763828e-05,-4.392917647059319e-05,-4.3311352941152736e-05,-4.22647058823597e-05,-4.1916352941186175e-05,-4.183923529411937e-05,-4.235158823528984e-05,-4.018152941176467e-05,-4.0073941176464734e-05,-4.4926999999986283e-05,-4.96690588235385e-05,-5.663158823529524e-05,-6.647688235294352e-05,-7.632217647060568e-05,-8.664441176471638e-05,-9.718599999999217e-05,-0.00010936729411767376,-0.00012145958823529812,-0.00013414670588237504,-0.0001475171176470516,-0.00016040029411765883,-0.0001725578823529375,-0.00018481111764707958,-0.0001950225294117744,-0.00020323505882353238,-0.0002070538823529533,-0.00020581852941176787,-0.00020167847058823185,-0.0001924749999999975,-0.00018093576470586126,-0.0001690047647058615,-0.00015682117647058957,-0.00014334929411763397,-0.00012884941176469905,-0.00011541658823527312,-0.00010360300000000766,-9.313299999999525e-05,-8.363699999999752e-05,-8.381388235292886e-05,-8.823011764705346e-05,-9.573329411764753e-05,-0.00010413829411764358,-0.00011728870588235268,-0.00013268470588235354,-0.00015083952941175732,-0.00017247164705882362,-0.00019366170588235726,-0.0002150560588235137,-0.00023718105882351848,-0.0002608597058823617,-0.0002843471176470769,-0.0003061945882352965,-0.0003261792941176428,-0.00034533758823530186,-0.0003545065882353121,-0.0003504702941176524,-0.0003406121176470489,-0.0003289941764705734,-0.00031637317647058294,-0.0003021126470588026,-0.00028606176470587913,-0.00026864194117646317,-0.00025087017647058146,-0.00023374605882353627,-0.0002159014705882395,-0.00019696547058822844,-0.0001767924117646938,-0.00015611811764704164,-0.0001354807647058684,-0.00011456188235292597,-9.040711764703169e-05,-7.441088235292381e-05,-6.319635294116388e-05,-5.4805529411776355e-05,-4.897947058823959e-05,-4.6277823529429496e-05,-4.5237823529414856e-05,-4.4711352941192994e-05,-4.461488235295297e-05,-4.5059529411778376e-05,-4.570776470589483e-05,-4.698223529411849e-05,-4.87231764705956e-05,-5.19531764705955e-05,-5.524311764706913e-05,-5.866352941177877e-05,-6.550029411767078e-05,-7.582635294119816e-05,-8.614288235295892e-05,-9.379999999999805e-05,-9.765088235293151e-05,-9.671541176470982e-05,-9.244352941176204e-05,-8.788376470587889e-05,-8.336088235292444e-05,-7.819999999997967e-05,-7.160929411762634e-05,-6.443058823529108e-05,-5.717205882353055e-05,-4.874064705883557e-05,-3.9753470588238526e-05,-3.140488235293948e-05,-2.0696823529404995e-05,-8.47682352939777e-06,4.965176470590749e-06,1.765094117647803e-05,2.8407588235301873e-05,3.6872235294124756e-05,4.2251117647058856e-05,4.700582352941407e-05,5.1459294117629784e-05,5.5960117647038676e-05,5.884141176468877e-05,5.9742529411752066e-05,6.0499999999991116e-05,6.0919058823535877e-05,5.947276470587293e-05,5.807029411764725e-05,5.388923529412587e-05,4.773535294117642e-05,4.1708941176464565e-05,3.4464176470572205e-05,2.709599999999035e-05,1.968694117646802e-05,1.2946705882331544e-05,7.257647058819816e-06,2.3447058823539146e-06,-2.28964705881185e-06,-6.2866470588104906e-06,-8.135529411749942e-06,-8.59635294116895e-06,-8.703294117645699e-06,-8.009529411739935e-06,-6.587470588216571e-06,-8.4527647058949e-06,-3.6265882352795598e-06,3.2515882353173486e-06,1.2736352941182527e-05,2.097370588233921e-05,2.886582352940731e-05,3.62592941176576e-05,4.179470588234341e-05,4.570917647057221e-05,4.7904235294105035e-05,4.923747058822869e-05,4.9798941176473766e-05,4.909141176471371e-05,4.833823529411946e-05,4.7451352941166314e-05,4.636494117645634e-05,4.924670588235536e-05,5.2403999999978135e-05,4.931870588233134e-05,4.1811823529427916e-05,3.449170588237793e-05,2.8807941176475782e-05,2.3631941176473215e-05,2.0009058823544645e-05,1.7872823529434256e-05,1.7517411764728097e-05,1.8802352941181544e-05,2.027023529411337e-05,2.124594117646622e-05,2.185005882354013e-05,2.200029411763421e-05,2.174082352941059e-05,2.5694647058822906e-05,2.310517647059751e-05,2.20363529411724e-05,2.4679117647044557e-05,3.127723529409987e-05,3.665911764705321e-05,4.169911764705797e-05,4.587382352939928e-05,4.9732999999989314e-05,5.339194117645607e-05,5.673564705881845e-05,6.001282352940257e-05,6.413647058822747e-05,6.827558823528646e-05,7.263282352941436e-05,7.697782352941718e-05,7.644994117646242e-05,7.346988235293339e-05,7.424752941177781e-05,7.537223529412163e-05,7.23641764706004e-05,6.655176470589386e-05,6.067047058823383e-05,5.543623529413039e-05,5.052194117648873e-05,4.530082352941639e-05,3.935170588235254e-05,3.264605882353361e-05,2.5393588235292364e-05,1.829535294117085e-05,1.155799999999485e-05,4.824411764699221e-06,-1.4450588235279116e-05,-2.5524352941175277e-05,-3.534829411764445e-05,-4.442176470588477e-05,-5.1737705882369533e-05,-5.697705882354298e-05,-6.123041176470806e-05,-6.533282352941955e-05,-6.987217647059368e-05,-7.372982352941981e-05,-7.697641176469816e-05,-7.943941176469238e-05,-8.13626470588108e-05,-8.358552941175462e-05,-8.663064705879964e-05,-9.068135294117152e-05,-8.304829411764914e-05,-6.660699999999631e-05,-5.7191882352952694e-05,-5.39754705882467e-05,-5.398399999999304e-05,-5.413035294118268e-05,-5.4929352941178455e-05,-5.810494117646642e-05,-6.252470588236081e-05,-6.793541176469686e-05,-7.47753529411685e-05,-8.288241176472588e-05,-9.194005882352807e-05,-0.00010145429411764773,-0.00011047823529412859,-0.00011803747058823644,-0.00013392670588236594,-0.00016134223529412628,-0.000183209058823533,-0.00020151464705882305,-0.00021554452941175556,-0.0002274308235293912,-0.00023982388235292695,-0.00024919023529410694,-0.00025583364705881323,-0.0002611807647058817,-0.0002650846470588289,-0.00026793547058822503,-0.0002697557647058854,-0.00027029152941177026,-0.00027003694117647137,-0.0002688227316176503,-0.0002590939490196009,-0.00023866754201679746,-0.00021899964253393328,-0.00020013326960784117,-0.0001808804224599017,-0.0001635035294117737,-0.00014628492810457583,-0.00012915475163399054,-0.00011332322222222524,-9.834204575163291e-05,-8.373057516340016e-05,-6.936916339869009e-05,-5.54407516339811e-05,-4.207616339868547e-05,-2.9273575163392407e-05
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	379...384
validnes_region	
nesbase_region	
