UniprotID	Q6ZWH5-2
pNuLoCScore	0.48870803,0.473389933,0.45976821727272726,0.4549319324999999,0.4483838315384615,0.4442238257142857,0.44012213999999994,0.43971800499999997,0.4381840076470588,0.43790594882352935,0.4357704452941176,0.4296659829411764,0.4248292358823529,0.41662180647058816,0.4159310558823529,0.41854732470588235,0.42420581470588237,0.43161217117647066,0.4412529647058824,0.45292444941176474,0.45996262235294116,0.46826107,0.47605360823529413,0.4837770176470588,0.5003958688235294,0.5124868482352941,0.5201563364705882,0.5228886335294117,0.5275783723529412,0.5334028900000001,0.5402227741176473,0.5484051711764707,0.5561439170588236,0.5614166447058824,0.5686215647058824,0.5752488735294118,0.5804885499999999,0.5857793770588234,0.5916180988235293,0.5962025841176469,0.6012588547058823,0.5947590164705882,0.5947213323529413,0.5979666205882354,0.6045442235294116,0.6089834323529412,0.6133814347058824,0.6168076094117646,0.6193154417647059,0.6216912652941177,0.6247848711764706,0.6277731558823529,0.630805638235294,0.6343942323529412,0.6380096641176469,0.6411539229411763,0.6468119994117646,0.6525277229411763,0.6580283311764704,0.6631123129411765,0.6679773070588234,0.6727817511764705,0.6766916835294117,0.6800637988235294,0.6831805811764705,0.6870348435294117,0.6899333905882354,0.6931206464705884,0.6960638264705883,0.6986989294117647,0.7008592858823528,0.7031971423529411,0.7061164452941175,0.7070640776470587,0.7082181511764704,0.709267572352941,0.7101339452941174,0.7107632217647057,0.7114485952941175,0.7122456776470587,0.7128896541176469,0.7135706576470588,0.7138237911764707,0.7146037417647059,0.7152339917647059,0.7157765505882353,0.715793804117647,0.7157700147058823,0.7136143558823529,0.7135706117647059,0.7121740705882355,0.7111006576470589,0.7106479282352942,0.7106058311764708,0.7105541164705883,0.7101563752941178,0.7088151164705883,0.707486234117647,0.7066331835294116,0.7062044547058823,0.7056625276470587,0.7050681982352941,0.703846713529412,0.7025960258823529,0.7004456023529412,0.6990900023529412,0.6955247847058823,0.6926696047058822,0.6892724264705881,0.6846927529411764,0.6788643147058824,0.6730784941176471,0.6676559176470589,0.6633543370588235,0.6586215017647059,0.653329464117647,0.647173855882353,0.6415634405882352,0.6360646758823529,0.630933484117647,0.6272892523529412,0.6208969382352942,0.6164652952941176,0.6112901423529411,0.605918634117647,0.6008785870588236,0.5965082429411765,0.5926613605882353,0.5877425076470587,0.5812645958823529,0.5726433311764706,0.5658405135294118,0.5584394641176471,0.5512629247058826,0.5425617717647059,0.5350491482352941,0.5283374529411765,0.5209944747058823,0.516261724117647,0.5099969864705882,0.5058120158823529,0.5028485541176471,0.49917734823529414,0.4952407994117647,0.4920035582352941,0.4899089111764705,0.48947461705882345,0.4909018505882352,0.4910372564705882,0.4917667788235293,0.49340815529411763,0.4964708705882353,0.498591305882353,0.4992863011764706,0.5009850247058824,0.5020526635294118,0.5022792123529412,0.50287243,0.5031318917647059,0.5040168,0.5044797211764706,0.5047912999999999,0.505349,0.5051748588235294,0.5050809764705884,0.5052219441176471,0.5051109641176471,0.5052543564705883,0.5055838117647059,0.5061989029411765,0.5076566288235295,0.5078073129411764,0.5097495247058824,0.5131341623529412,0.5151988270588237,0.5169327329411765,0.5180226811764707,0.5198229764705883,0.5212314658823529,0.5220523776470588,0.5237348623529411,0.5250500152941174,0.5262587870588235,0.5275612888235294,0.5317860535294117,0.5326065335294117,0.5304901105882353,0.5272106929411765,0.5238028588235294,0.5204496852941177,0.517333145882353,0.515238125882353,0.5143412317647059,0.5141537888235295,0.5144600129411766,0.5146414005882353,0.5149983270588235,0.5152065158823529,0.51522993,0.5154039258823528,0.5156680688235293,0.5122121958823529,0.5111771017647059,0.5113288729411765,0.5121159488235293,0.5123815735294117,0.5121284482352941,0.5112791188235295,0.5086696129411765,0.5044371570588236,0.4992904817647061,0.49286924000000004,0.4869266270588235,0.4811894611764705,0.4751346170588236,0.4692874264705883,0.4591600841176471,0.44847430000000005,0.4361665317647059,0.42337576705882357,0.4125555135294118,0.40213523529411765,0.3917030458823529,0.3804620764705882,0.36867943176470586,0.35636191470588235,0.3447616552941177,0.3331821582352942,0.32163333352941176,0.31000384117647056,0.2981874682352941,0.28676535999999997,0.2757044888235294,0.2682372123529411,0.26158391705882356,0.25678728529411765,0.2528429794117647,0.24801358882352945,0.24308135470588232,0.2388851294117647,0.23596463764705883,0.23400311882352942,0.23280868529411763,0.23164519529411765,0.23122207294117647,0.23143309470588236,0.23128385352941172,0.23092284235294117,0.22624231823529412,0.2222594188235294,0.21781631588235295,0.2142777676470588,0.21168080470588235,0.20923365823529413,0.2079217811764706,0.20693661647058822,0.20573988823529413,0.20476430647058824,0.20374624529411767,0.2031347423529412,0.20248531235294118,0.2017731094117647,0.20105662588235293,0.2007813717647059,0.20082561235294116,0.2050546882352941,0.20855352176470587,0.21295635705882354,0.21619058117647058,0.21810198470588235,0.21997722058823524,0.2213502576470588,0.2226627958823529,0.22406812999999998,0.2252922570588235,0.22642901588235295,0.2276325170588235,0.22895402705882353,0.23026965352941178,0.2314057417647059,0.2297191694117647,0.2280526094117647,0.2282490611764706,0.22917157647058822,0.23012537647058826,0.2315775111764706,0.23353542705882352,0.2356663,0.2366886805882353,0.23752513999999997,0.23791192588235296,0.23724858058823528,0.2374033888235294,0.23768307411764703,0.2384146782352941,0.2393050864705882,0.24054131529411762,0.24404947941176466,0.24715811294117643,0.24836941058823528,0.24829078823529407,0.24831138058823524,0.2476974835294118,0.2468704147058824,0.24517063764705885,0.24332544352941177,0.2403579576470588,0.23694489705882352,0.2343367764705882,0.23073208058823527,0.22625979999999998,0.2221103952941176,0.21903823,0.21520306294117644,0.2113873870588235,0.20750445764705883,0.20355494823529413,0.19990598529411768,0.19628683,0.1927681917647059,0.18907801647058825,0.18604575823529415,0.1834081652941177,0.18145933823529412,0.1797524505882353,0.17772144235294118,0.17571334588235293,0.17406252705882355,0.17154515294117648,0.16760701000000003,0.16440557705882355,0.16136170823529414,0.1584931294117647,0.1560328723529412,0.15356852352941178,0.1513086717647059,0.14919656529411765,0.14724465235294118,0.14551124411764707,0.14425597823529412,0.14337463352941177,0.14308584176470587,0.14325372705882353,0.14377732470588236,0.14577389411764705,0.14682434705882352,0.14772988294117645,0.14870804058823528,0.14975763117647056,0.15109369647058823,0.15226925647058823,0.15366376411764704,0.15480978294117648,0.15612828529411765,0.15740708470588236,0.15856149235294117,0.15975694294117648,0.1608940482352941,0.16203039000000002,0.1632217123529412,0.16445283588235296,0.16439234352941173,0.16537199882352938,0.16664399823529413,0.16776339705882354,0.1690428276470588,0.17020121411764708,0.17135993470588237,0.1726232111764706,0.17390701705882353,0.17522712117647057,0.17654098470588236,0.17810150352941176,0.17971995411764705,0.1814663394117647,0.1832230276470588,0.18626079705882348,0.18984312588235294,0.19324119529411765,0.19736628705882353,0.20181893647058824,0.20639768,0.21037158352941177,0.21227198235294117,0.2130647094117647,0.21321851411764706,0.2134226588235294,0.21379975470588233,0.21464326823529412,0.2156131658823529,0.21664114411764704,0.21774743823529413,0.21891351235294118,0.21893092117647056,0.21843618058823527,0.2180802358823529,0.21703227411764703,0.21572173882352938,0.21430405235294114,0.21337815294117646,0.21448869352941174,0.21677733117647058,0.21972026294117647,0.22259960235294116,0.22527574117647056,0.2275352505882353,0.2292977335294117,0.23104005882352935,0.23083196999999994,0.23125635235294112,0.23143573882352936,0.23108455941176473,0.2305118270588235,0.22953846529411762,0.22877399588235295,0.22836056470588237,0.22788333235294123,0.22770401941176474,0.22724328176470593,0.22664505823529413,0.22611227529411765,0.22548032882352942,0.2247998811764706,0.22454004529411764,0.2243063005882353,0.2258904905882353,0.2266507976470588,0.22770549470588236,0.2291836617647059,0.23068189470588238,0.2324870147058824,0.23401864411764708,0.23514906470588237,0.2363161270588236,0.2371408011764706,0.23805234705882353,0.2389727670588235,0.23972006470588236,0.2403964158823529,0.2410860270588235,0.23762824411764705,0.2382198805882353,0.23955693176470588,0.24141547352941176,0.24346252235294116,0.24585565588235295,0.24840324352941176,0.2507014382352941,0.25277806764705885,0.25487115941176475,0.2567988647058823,0.2586702476470588,0.26064242941176474,0.26272539176470594,0.26505669470588233,0.2675407217647059,0.26993669058823533,0.2764895023529412,0.27876207,0.28024086117647057,0.28088976470588234,0.28136705294117653,0.2815051352941177,0.2815967494117647,0.2820335523529412,0.28240101352941177,0.28258856176470587,0.28277493,0.28320123,0.28342923000000003,0.2836082182352942,0.2836027205882354,0.28148228352941185,0.281720364117647,0.2827378347058823,0.28406769470588233,0.2854665929411765,0.28731410411764713,0.28852356294117654,0.2892309100000001,0.28999563058823535,0.2905783929411765,0.29121677411764707,0.29195750117647057,0.2930104835294117,0.29418899352941175,0.29576942117647054,0.2974890047058823,0.2989881458823529,0.30261574999999996,0.3038753047058824,0.3041547752941177,0.30427484000000005,0.30438418647058824,0.3042825305882353,0.3046320011764706,0.3055226552941177,0.30629453352941177,0.30708252823529414,0.30811522647058825,0.309192315882353,0.3099599347058824,0.31042191823529414,0.31054046176470584,0.31023216235294115,0.30929142411764704,0.3075022029411765,0.30591729058823525,0.30440819176470585,0.3032216082352941,0.3017169529411764,0.3003776664705882,0.2988431794117647,0.2970863782352941,0.2957891411764706,0.2947617005882353,0.2937985629411765,0.2929361747058824,0.29231964352941175,0.29190126588235293,0.29165102941176474,0.2917529829411765,0.2928186488235294,0.2945169305882353,0.29588806411764706,0.2971567,0.2979671835294118,0.29907396764705885,0.3001812223529412,0.3013419370588236,0.30283263117647063,0.3040876123529412,0.30519672176470586,0.30631734941176475,0.30743575529411765,0.30844545058823536,0.31004140529411767,0.3114360088235294,0.31284739588235294,0.31390137588235284,0.3157954111764706,0.3182768523529412,0.3208958770588235,0.32357243235294114,0.3263707176470589,0.3292623894117647,0.3323386794117647,0.33533160882352947,0.33821403294117647,0.34098623823529417,0.34348168411764707,0.3459749147058823,0.34831474176470584,0.34975573470588234,0.35133194647058824,0.35277748647058826,0.3545417264705883,0.35568179176470593,0.3565263435294118,0.3572954676470589,0.3580556864705883,0.3586870935294118,0.35911861,0.3594065864705882,0.3596358652941176,0.3599337482352941,0.3603083111764706,0.3608327341176471,0.3591007494117648,0.35652677117647064,0.3543860476470589,0.35316987117647064,0.3525360994117647,0.35210296999999996,0.3512798794117647,0.35044432411764703,0.34973563941176466,0.3492174858823529,0.3486327582352941,0.3481314852941177,0.3476849488235294,0.3470441794117647,0.3461789323529412,0.34514989705882354,0.34416531411764706,0.3453370047058823,0.34745533,0.34938470176470593,0.3503642929411765,0.3508621529411764,0.3511189682352941,0.3516480411764705,0.3520074317647058,0.35220895882352937,0.3522215088235294,0.35214133647058826,0.3521595488235294,0.3521907676470588,0.3523624011764706,0.3528072605882353,0.3556754529411764,0.35829803176470587,0.36097901235294116,0.3633983988235294,0.3656521005882353,0.36791909352941177,0.3700948541176471,0.37214215470588236,0.3742356876470588,0.37646475705882354,0.37863592764705895,0.38059591058823533,0.3827669517647059,0.3846485476470588,0.3864341394117647,0.3882874917647059,0.3900594376470588,0.38949000294117647,0.3890378429411765,0.38852935529411764,0.3883635570588235,0.38821919294117646,0.3879010194117647,0.3873893541176471,0.38685978647058833,0.38619358176470586,0.38544817705882356,0.38456919470588236,0.3839027064705882,0.38297951529411767,0.38177763352941174,0.38046191529411766,0.3712551547058823,0.3613073182352941,0.3517657117647059,0.34192419941176466,0.3319851617647059,0.32215608235294113,0.31222175941176467,0.302572024117647,0.29301541058823527,0.28373852529411764,0.27451992000000003,0.2653842564705883,0.2564433417647059,0.24751775764705886,0.23889372117647062,0.2307303129411765,0.22274022117647058,0.22266455411764707,0.22333980823529412,0.2236239664705882,0.22421674705882352,0.22471023058823528,0.22492781117647057,0.22509127411764704,0.22510942823529412,0.22517387117647059,0.22515492529411765,0.22515481588235292,0.22509987941176468,0.22504843882352937,0.22495705470588231,0.22476269176470587,0.2231016105882353,0.22191885705882353,0.22072632588235297,0.21907603352941177,0.21741256000000003,0.21587719705882358,0.21484232117647062,0.21406641588235298,0.21359773705882357,0.21325963588235292,0.21303537588235294,0.21283226117647058,0.21257776529411762,0.21245779294117648,0.2122577505882353,0.21218478411764705,0.21213347941176472,0.21364084411764703,0.2146561717647059,0.21561897,0.21705871294117646,0.21858496411764705,0.22008687999999998,0.22133970470588232,0.22250564117647056,0.22355566529411763,0.2244328311764706,0.22519125411764704,0.22574861470588237,0.22625051470588234,0.2266769529411765,0.22685670176470593,0.22782093588235294,0.22874714764705883,0.23009097647058824,0.23211062352941175,0.2344620923529412,0.23698003235294116,0.23977858999999999,0.2428539170588235,0.24599268352941173,0.2492630523529412,0.25261615882352945,0.255790885882353,0.2587584476470588,0.26183350647058823,0.2651246864705883,0.26842667647058827,0.27215511941176473,0.27509695823529406,0.2780891958823529,0.2806476664705882,0.2826440682352941,0.2837917,0.284828408,0.28558729714285713,0.2860318815384615,0.28632964499999997,0.2863511290909091,0.286186762,0.28625660666666664
pNuLoCDScore	-0.050524022352941234,-0.05080208117647067,-0.05293758470588239,-0.0590420470588236,-0.06387879411764713,-0.07208622352941185,-0.07277697411764711,-0.07016070529411766,-0.06450221529411765,-0.041777761823529325,-0.018515252566844886,-0.0020074830882351735,0.011578790814479656,0.0240372442857143,0.035931468235294195,0.04405901264705886,0.062211861176470595,0.07458089941176477,0.0843858911764706,0.09322265058823531,0.10274913647058836,0.11678108352941191,0.12429171823529439,0.12985784647058835,0.13193810235294123,0.1298044735294117,0.12736860000000005,0.12232442411764705,0.12052592764705872,0.11751830705882343,0.1155644905882352,0.1124255664705881,0.10086298588235287,0.08227216823529404,0.0745649958823531,0.07507798705882363,0.07696585117647037,0.0755805423529411,0.07315866058823506,0.0684024382352939,-0.022914743686274497,-0.032862907803921565,-0.0418713072156863,-0.045914697215686306,-0.04740974956862751,-0.04790144780392161,-0.04310973662745102,-0.03793342133333333,-0.034447207803921576,-0.021366454470588214,-0.010419458363636336,-0.0026745685196078173,0.0025080598733031867,0.007108986268907547,0.010360454713725514,0.011659024602941132,0.011920395647058823,0.022106502705882353,0.03249088152941179,0.035946332705882406,0.037378029764705945,0.038269820352941186,0.03329061564705885,0.027319680941176427,0.023774745058823488,0.020280022705882333,0.016728045647058765,0.014131622941176453,0.012867111764705869,0.012395139411764733,0.011931274117647023,0.012521421176470648,0.014582044705882369,0.01679767705882354,0.018251954117647046,0.020746479411764662,0.024168818823529392,0.026789033529411782,0.02966783647058821,0.03209747647058825,0.033651790000000015,0.0334309605882353,0.033436287058823566,0.03251685941176469,0.031045649411764686,0.029298614117646976,0.027223781764705857,0.02482133764705874,0.021320464117647014,0.015625777647058803,0.010303194117647019,0.007268775294117624,0.0038494399999999818,0.000618884117647045,-0.0023483970588235314,-0.005275709411764723,-0.007846614705882354,-0.010938718823529425,-0.01523816294117647,-0.019360814117647035,-0.02328434235294119,-0.02733838941176467,-0.03166962352941177,-0.03628044176470585,-0.039843187647058825,-0.0402278505882353,-0.039168558823529376,-0.040165509411764666,-0.0436658194117647,-0.04808634588235294,-0.0519205864705882,-0.05452688176470585,-0.05688960647058819,-0.05754589470588231,-0.0563743152941176,-0.05369005294117643,-0.051095958823529325,-0.04803441117647053,-0.04445752117647053,-0.0399983870588235,-0.035861816470588226,-0.03418293,-0.035872231764705886,-0.03785456764705883,-0.03750640764705879,-0.036151618470588204,-0.03503696023529412,-0.034529297294117633,-0.03417162341176472,-0.03407405988235296,-0.034641209882352975,-0.03652542517647063,-0.03856257752941182,-0.04031505135294121,-0.04179796405882355,-0.04385940405882352,-0.04574398111764705,-0.04539567699999998,-0.04246708523529412,-0.037378872294117654,-0.032468258764705896,-0.02806396205882354,-0.023899952705882355,-0.019084975058823547,-0.014267188941176484,-0.010157640470588244,-0.006509897176470589,-0.0029903471764705924,0.0009955645882352843,0.004390241941176459,0.007383936411764699,0.010368166176470572,0.014502025588235282,0.016809617941176455,0.01786285323529413,0.01804619676470591,0.01693540264705881,0.016414250882352932,0.01596078917647059,0.015068063000000007,0.014024454764705874,0.013482559235294136,0.013677316529411773,0.014108057941176491,0.014386876764705903,0.014926545000000027,0.015634907941176487,0.016433877294117633,0.015961878470588234,0.015236683176470561,0.015457050235294104,0.014971104941176441,0.014566413764705868,0.014765972588235268,0.01467358494117646,0.014695520529411754,0.014617729941176494,0.01422981582352939,0.013170515823529405,0.011579936176470573,0.00989107676470588,0.007806922647058789,0.00560137558823523,0.003638101764705859,0.004797361176470588,0.007361788235294153,0.00859298764705882,0.010248058235294122,0.011906870000000014,0.012743776470588275,0.013480737647058788,0.013891365294117608,0.014222037058823495,0.014667846470588192,0.015117638235294106,0.015589941176470584,0.015388604411764706,0.015166132411764705,0.014750538294117682,0.014127903000000025,0.010324817117647017,0.0030477294705881786,-0.004222834058823538,-0.011249036705882343,-0.018084381647058806,-0.02409962458823528,-0.029437253647058778,-0.03428869399999994,-0.03864329841176467,-0.042919850176470514,-0.046728313705882346,-0.050200987235294134,-0.05242398988235296,-0.05339698935294117,-0.05399916676470587,-0.05436675441176472,-0.05638181699999996,-0.05493975499999995,-0.05321150735294114,-0.051375569058823525,-0.04903430558823531,-0.047161847941176505,-0.04574031829411766,-0.04447615770588238,-0.04356377882352944,-0.04251950988235298,-0.04164931576470589,-0.04062031011764705,-0.03976246070588234,-0.039930863529411754,-0.040377083176470596,-0.04084974788235293,-0.039301134000000015,-0.03585095358823531,-0.03237204500000003,-0.029169555764705903,-0.02625296029411766,-0.023458225,-0.02053912282352941,-0.01762006458823529,-0.014901849647058811,-0.012413456999999989,-0.009951359,-0.007600848411764706,-0.00547626452941178,-0.003474028470588246,-0.0013168965294117624,0.0008320154117647111,0.0032807117647058945,0.003462789529411786,0.00359076876470589,0.003514792352941186,0.0035460298235294244,0.0035081725294117683,0.00337669270588236,0.0032826961764705967,0.0033206877058823484,0.003506114352941167,0.003782374764705894,0.004076580705882363,0.0043974152941176625,0.004656987529411773,0.004820963529411776,0.00489288629411766,0.004493764941176481,0.0038946911176470575,0.0034978640588235396,0.0031777667647058805,0.0028980122941176384,0.002685823823529415,0.0025510964117647084,0.002462750941176463,0.0023043052941176534,0.0020059441176470683,0.0016208489999999728,0.0012647294117646979,0.0008806609411764546,0.0005824439999999875,0.00044932194117645874,0.0004365945882352784,0.0005648559411764523,0.0005703101764705856,0.0004005929411764822,0.00017295329411764343,-0.0003606808823529428,-0.0007416643529411793,-0.0010699844117647156,-0.0012555448235293948,-0.0013629771764705895,-0.0012924604705882442,-0.001184934352941168,-0.001150708705882339,-0.0011611736470588108,-0.0013014280588235227,-0.0014907201764705821,-0.0018456518823529305,-0.0023612402941176336,-0.002565155411764705,-0.0024677354117647182,-0.0025877659999999914,-0.0025533197647058734,-0.002523807176470591,-0.0028075639999999985,-0.003461333176470606,-0.004278031411764721,-0.005220872117647074,-0.00621452994117648,-0.007114129000000018,-0.007923004647058834,-0.008600658470588239,-0.00919546158823531,-0.009689409823529421,-0.0101994911764706,-0.01042223041176471,-0.010887973764705891,-0.011016379058823543,-0.010939299117647072,-0.011015748823529403,-0.010923360529411758,-0.010616390294117643,-0.010158806529411757,-0.009727813941176465,-0.009269020352941165,-0.008828812647058829,-0.008430214176470593,-0.008039756588235289,-0.007705871176470584,-0.007390813647058826,-0.007036891529411768,-0.006626902058823533,-0.006359613352941176,-0.00607856347058823,-0.005785271823529406,-0.005429562764705881,-0.004898701705882358,-0.004285720294117647,-0.0036685198823529427,-0.002965158352941172,-0.0022412122941176463,-0.0015631068235293921,-0.0009162218823529356,-0.00028389794117647527,0.00031704470588236194,0.00087223176470589,0.0015913682352941202,0.002206639705882356,0.0028789831764705898,0.003470238705882353,0.0038683500000000065,0.004188976294117637,0.004353098823529411,0.004439774647058831,0.004479867529411763,0.004507834176470583,0.004565317294117646,0.004648675588235285,0.004768674882352941,0.004905893588235302,0.005066827882352937,0.005276367470588239,0.005327127058823544,0.005237947823529432,0.005097088647058837,0.004978562470588241,0.004937925235294127,0.0049593058235294155,0.005003807764705895,0.0050663852941176465,0.005105015058823541,0.005112326235294125,0.005106482882352943,0.00505939794117647,0.005012069882352949,0.004964371882352936,0.004880120294117649,0.004735696529411755,0.003367502235294105,0.002167004882352927,0.0010212431764705793,-4.298823529411133e-06,-0.0009333483529411837,-0.0017719252352941112,-0.0025099024705882433,-0.00320473882352941,-0.0038263217647058825,-0.004370398294117651,-0.004833896058823534,-0.005248739470588244,-0.0056518745294117795,-0.006046598588235301,-0.006417912000000005,-0.006715764294117646,-0.005766142647058818,-0.003629066882352941,-0.001505104588235294,0.0004916078235294025,0.0022701751764705805,0.003778274588235285,0.005038542705882353,0.006050855117647053,0.006951102470588229,0.0076812307647059,0.008287058411764713,0.00877325200000001,0.009160305000000014,0.009496525647058836,0.009741668941176479,0.009968003705882349,0.010699548882352944,0.009885124411764715,0.00913949958823529,0.008236154058823539,0.007339272941176471,0.006545932117647056,0.0058405819411764676,0.005275270647058822,0.004858395705882354,0.004561895588235283,0.004353863235294117,0.004191378823529407,0.0041776975294117655,0.00422458458823529,0.004295163294117631,0.004389321176470604,0.003900751294117641,0.003177907058823509,0.002690710470588234,0.0022706644117646974,0.002067263235294124,0.0019299046470588194,0.0018250841176470564,0.0017686246470588265,0.0016376358235294097,0.0014148793529411632,0.001160190705882351,0.0009592981764705855,0.0007234811176470568,0.00042529670588234425,0.00019853788235294628,1.117823529411116e-05,-8.760129411763268e-05,0.00034850264705883066,0.0005441332352941267,0.0008310724705882372,0.001004120294117651,0.0011789673529411931,0.0014368627058823497,0.001775599352941179,0.0021460398235294137,0.0025873017058823736,0.0031206094705882453,0.0035795800588235283,0.00398257864705881,0.004307621176470593,0.004653127941176477,0.004922759411764684,0.005116199352941157,0.00533098717647057,0.005433961882352928,0.005431158588235285,0.005402823470588222,0.0053566478235294035,0.0051729792352941395,0.004860315058823533,0.004421463882352927,0.003939387999999974,0.0034104317647058735,0.002915755176470608,0.002465329411764708,0.002148386588235296,0.0018999192352941313,0.001579446294117673,0.0007404909411764804,0.00021983947058826225,-0.00021940288235293426,-0.0004998425294117509,-0.0006840974705882297,-0.000758598882352926,-0.0006397194705882459,-0.0003001961764705907,0.00018116411764709794,0.0006079452941176733,0.0010477056470588192,0.0014430027647058669,0.00178359394117647,0.0021323362941176316,0.002368501588235261,0.0026344812352940977,0.003491161352941169,0.004597294705882354,0.005321623235294129,0.005912447941176471,0.0064812434705882604,0.0068632890000000085,0.006970736294117652,0.006740288411764703,0.006271061705882319,0.005822508470588211,0.005394441411764719,0.004963759000000012,0.004595831411764728,0.004195346705882369,0.0037718890588235437,0.003356201764705899,0.002769922647058831,0.0014656574705882303,0.00036207241176468286,-0.00037770311764707964,-0.0010379331176470774,-0.0016412766470588341,-0.0020477686470588286,-0.0022161825294117754,-0.002149117941176462,-0.0019322453529411615,-0.0017616688823529486,-0.001459693941176482,-0.001219907294117667,-0.0010634958823529383,-0.000897411176470575,-0.0007221017647058847,-0.0003911665294117628,0.0002863227058823442,0.0012049633529411796,0.002019310705882349,0.002509615647058816,0.002877112117647046,0.003203570941176459,0.0034391797647058964,0.0035652359999999994,0.003562322235294124,0.003459588117647072,0.0032712125882352894,0.0030709850588235277,0.003075179294117658,0.003208806352941171,0.00341130341176471,0.003952838117647073,0.0044674768823529665,0.00494477652941179,0.005341997647058852,0.005892931176470606,0.006477427058823537,0.007007872941176468,0.007412335294117653,0.007874677411764702,0.00833998505882351,0.008808953294117627,0.009354823882352953,0.009938845294117649,0.010448969647058812,0.010825820823529411,0.011180287882352938,0.011155674352941153,0.010626404352941182,0.009871309411764687,0.008921850000000009,0.007947392999999983,0.0070302677058823315,0.0062334482941176494,0.005629418882352924,0.005103654999999999,0.0045605122941176635,0.004083483470588262,0.0035992455294117653,0.0030905090588235345,0.0025525314117646886,0.0020029967058823317,0.0013762837647058601,0.0005705290588235157,0.0002457678823529069,0.00019456317647058297,0.00015346470588231687,0.000184325588235279,0.00023099000000001424,9.357235294119026e-05,-0.00022358764705880663,-0.0007151115294117549,-0.0010944670588235311,-0.0014370647058823821,-0.0017698008823529426,-0.0019996538823529586,-0.0022248021176470567,-0.002390398588235282,-0.002476738588235286,-0.002361368352941165,-0.00226410011764705,-0.002426307176470577,-0.0026058392941176456,-0.002753483470588236,-0.002841374058823551,-0.0027863393529412167,-0.002508311117647072,-0.0020081260588235283,-0.0014517468823529306,-0.0009543809999999764,-0.0004956439411764602,-0.0001062097647058502,0.00022551470588236255,0.0005084594117647084,0.0007516458823529498,0.001230040352941178,0.0017392071764705808,0.002494356294117636,0.003330022176470604,0.003977498705882362,0.0046840422352941585,0.00522921664705886,0.005642898411764713,0.0059641315882352774,0.00618887241176469,0.006397218294117643,0.006549298882352922,0.006693769470588223,0.006926322352941189,0.007162679999999991,0.007378339411764717,0.007244671764705918,0.006662828176470598,0.005800945882352956,0.004899738529411765,0.004106156411764719,0.0033478125882352716,0.0025807311176470754,0.0017328081764705905,0.0007903023529411968,-0.00029266047058820743,-0.001517292529411754,-0.002712313117647039,-0.004027926058823517,-0.005482006352941174,-0.006993735117647032,-0.008567866294117654,-0.010905310117647102,-0.01308208123529414,-0.014968633352941199,-0.016794173411764715,-0.018566437588235313,-0.02043173723529411,-0.02216389688235293,-0.02366932594117646,-0.024931236058823525,-0.025983647470588248,-0.026730534000000028,-0.027314586235294133,-0.027765279176470592,-0.027995630588235308,-0.028140335235294134,-0.02817993029411766,-0.027303432647058812,-0.02537434270588234,-0.023347702764705873,-0.02135982723529411,-0.01933211964705881,-0.017380164588235297,-0.015396246705882383,-0.013533568764705892,-0.011899789882352949,-0.010335849352941184,-0.008912106529411754,-0.007653520764705879,-0.006437553647058836,-0.005348841294117647,-0.004260533117647056,-0.0031010560588235203,-0.0018395528235294056,-0.0014238631176470423,-0.0011813758235294028,-0.0008857195294117645,-0.0006554561176470644,-0.0004835477647058897,-0.0002984415882353042,-0.00015724411764706653,4.269023529410165e-05,0.0002570584705882256,0.000517806352941165,0.0007939705294117555,0.0010953581176470564,0.0014295328235294086,0.0017671206470588133,0.002053895294117647,0.0021866337647058823,0.002145786352941166,0.0020543060588235212,0.0019071165882352942,0.0017719768235294198,0.0016614305294117698,0.0015553747058823716,0.0014811832941176578,0.0013393542352941323,0.001204727529411774,0.0010326794705882436,0.0008552635882353027,0.0007160446470588361,0.0005747405294117755,0.0004217206470588375,0.0002760757647058895,0.0012077451764705913,0.002129227294117658,0.003074341882352949,0.004055229117647059,0.004877040235294117,0.005575077235294122,0.00625959041176468,0.007023230999999998,0.007832236411764698,0.00875747670588236,0.009685638647058813,0.010625332352941178,0.01154459441176469,0.012262896639705888,0.013049455431372543,0.013908836689075624,0.013779563018099544,0.01239434401960783,0.011088231631016021,0.009690030129411768,0.008401036856209146,0.007726122973856206,0.007032664738562108,0.006276458620915026,0.005514262385620916,0.0046319260326797285,0.003741465326797394,0.0028472668562091463,0.001940003738562096
pNuLoCRank	Nonucleus
UniprotNLSRegion	
UniprotNESRegion	
SeqNLSRegion	
SeqNLSPMID	
nlsdbnes_region	
nlsdbnls_region	
validnes_region	
nesbase_region	
